POW_LGA_CODE_2021,M_EWFT_15_19_E,M_EWFT_15_19_OM_IE,M_EWFT_15_19_OM_UIE,M_EWFT_15_19_CFW,M_EWFT_15_19_ES_NS,M_EWFT_15_19_Tot,M_EWFT_20_24_E,M_EWFT_20_24_OM_IE,M_EWFT_20_24_OM_UIE,M_EWFT_20_24_CFW,M_EWFT_20_24_ES_NS,M_EWFT_20_24_Tot,M_EWFT_25_29_E,M_EWFT_25_29_OM_IE,M_EWFT_25_29_OM_UIE,M_EWFT_25_29_CFW,M_EWFT_25_29_ES_NS,M_EWFT_25_29_Tot,M_EWFT_30_34_E,M_EWFT_30_34_OM_IE,M_EWFT_30_34_OM_UIE,M_EWFT_30_34_CFW,M_EWFT_30_34_ES_NS,M_EWFT_30_34_Tot,M_EWFT_35_39_E,M_EWFT_35_39_OM_IE,M_EWFT_35_39_OM_UIE,M_EWFT_35_39_CFW,M_EWFT_35_39_ES_NS,M_EWFT_35_39_Tot,M_EWFT_40_44_E,M_EWFT_40_44_OM_IE,M_EWFT_40_44_OM_UIE,M_EWFT_40_44_CFW,M_EWFT_40_44_ES_NS,M_EWFT_40_44_Tot,M_EWFT_45_49_E,M_EWFT_45_49_OM_IE,M_EWFT_45_49_OM_UIE,M_EWFT_45_49_CFW,M_EWFT_45_49_ES_NS,M_EWFT_45_49_Tot,M_EWFT_50_54_E,M_EWFT_50_54_OM_IE,M_EWFT_50_54_OM_UIE,M_EWFT_50_54_CFW,M_EWFT_50_54_ES_NS,M_EWFT_50_54_Tot,M_EWFT_55_59_E,M_EWFT_55_59_OM_IE,M_EWFT_55_59_OM_UIE,M_EWFT_55_59_CFW,M_EWFT_55_59_ES_NS,M_EWFT_55_59_Tot,M_EWFT_60_64_E,M_EWFT_60_64_OM_IE,M_EWFT_60_64_OM_UIE,M_EWFT_60_64_CFW,M_EWFT_60_64_ES_NS,M_EWFT_60_64_Tot,M_EWFT_65_69_E,M_EWFT_65_69_OM_IE,M_EWFT_65_69_OM_UIE,M_EWFT_65_69_CFW,M_EWFT_65_69_ES_NS,M_EWFT_65_69_Tot,M_EWFT_70_74_E,M_EWFT_70_74_OM_IE,M_EWFT_70_74_OM_UIE,M_EWFT_70_74_CFW,M_EWFT_70_74_ES_NS,M_EWFT_70_74_Tot,M_EWFT_75ov_E,M_EWFT_75ov_OM_IE,M_EWFT_75ov_OM_UIE,M_EWFT_75ov_CFW,M_EWFT_75ov_ES_NS,M_EWFT_75ov_Tot,M_EWFT_Tot_E,M_EWFT_Tot_OM_IE,M_EWFT_Tot_OM_UIE,M_EWFT_Tot_CFW,M_EWFT_Tot_ES_NS,M_EWFT_Tot_Tot,M_EWPT_15_19_E,M_EWPT_15_19_OM_IE,M_EWPT_15_19_OM_UIE,M_EWPT_15_19_CFW,M_EWPT_15_19_ES_NS,M_EWPT_15_19_Tot,M_EWPT_20_24_E,M_EWPT_20_24_OM_IE,M_EWPT_20_24_OM_UIE,M_EWPT_20_24_CFW,M_EWPT_20_24_ES_NS,M_EWPT_20_24_Tot,M_EWPT_25_29_E,M_EWPT_25_29_OM_IE,M_EWPT_25_29_OM_UIE,M_EWPT_25_29_CFW,M_EWPT_25_29_ES_NS,M_EWPT_25_29_Tot,M_EWPT_30_34_E,M_EWPT_30_34_OM_IE,M_EWPT_30_34_OM_UIE,M_EWPT_30_34_CFW,M_EWPT_30_34_ES_NS,M_EWPT_30_34_Tot,M_EWPT_35_39_E,M_EWPT_35_39_OM_IE,M_EWPT_35_39_OM_UIE,M_EWPT_35_39_CFW,M_EWPT_35_39_ES_NS,M_EWPT_35_39_Tot,M_EWPT_40_44_E,M_EWPT_40_44_OM_IE,M_EWPT_40_44_OM_UIE,M_EWPT_40_44_CFW,M_EWPT_40_44_ES_NS,M_EWPT_40_44_Tot,M_EWPT_45_49_E,M_EWPT_45_49_OM_IE,M_EWPT_45_49_OM_UIE,M_EWPT_45_49_CFW,M_EWPT_45_49_ES_NS,M_EWPT_45_49_Tot,M_EWPT_50_54_E,M_EWPT_50_54_OM_IE,M_EWPT_50_54_OM_UIE,M_EWPT_50_54_CFW,M_EWPT_50_54_ES_NS,M_EWPT_50_54_Tot,M_EWPT_55_59_E,M_EWPT_55_59_OM_IE,M_EWPT_55_59_OM_UIE,M_EWPT_55_59_CFW,M_EWPT_55_59_ES_NS,M_EWPT_55_59_Tot,M_EWPT_60_64_E,M_EWPT_60_64_OM_IE,M_EWPT_60_64_OM_UIE,M_EWPT_60_64_CFW,M_EWPT_60_64_ES_NS,M_EWPT_60_64_Tot,M_EWPT_65_69_E,M_EWPT_65_69_OM_IE,M_EWPT_65_69_OM_UIE,M_EWPT_65_69_CFW,M_EWPT_65_69_ES_NS,M_EWPT_65_69_Tot,M_EWPT_70_74_E,M_EWPT_70_74_OM_IE,M_EWPT_70_74_OM_UIE,M_EWPT_70_74_CFW,M_EWPT_70_74_ES_NS,M_EWPT_70_74_Tot,M_EWPT_75ov_E,M_EWPT_75ov_OM_IE,M_EWPT_75ov_OM_UIE,M_EWPT_75ov_CFW,M_EWPT_75ov_ES_NS,M_EWPT_75ov_Tot,M_EWPT_Tot_E,M_EWPT_Tot_OM_IE,M_EWPT_Tot_OM_UIE,M_EWPT_Tot_CFW,M_EWPT_Tot_ES_NS,M_EWPT_Tot_Tot,M_EAFW_E,M_EAFW_OM_IE,M_EAFW_OM_UIE,M_EAFW_CFW,M_EAFW_ES_NS,M_EAFW_Tot,M_H_NS_E,M_H_NS_OM_IE,M_H_NS_OM_UIE,M_H_NS_CFW,M_H_NS_ES_NS,M_H_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_EWFT_15_19_E,F_EWFT_15_19_OM_IE,F_EWFT_15_19_OM_UIE,F_EWFT_15_19_CFW,F_EWFT_15_19_ES_NS,F_EWFT_15_19_Tot,F_EWFT_20_24_E,F_EWFT_20_24_OM_IE,F_EWFT_20_24_OM_UIE,F_EWFT_20_24_CFW,F_EWFT_20_24_ES_NS,F_EWFT_20_24_Tot,F_EWFT_25_29_E,F_EWFT_25_29_OM_IE
LGA56090,90,0,0,0,0,88,192,0,10,0,0,206,260,6,13,0,0,281,273,28,20,0,7,329,294,38,33,4,0,367,248,49,31,0,0,330,249,62,51,0,0,363,269,72,53,3,0,394,248,76,52,9,0,384,178,43,32,5,0,263,80,28,22,4,0,133,12,12,9,3,0,36,4,4,3,4,0,18,2397,416,327,38,19,3197,250,0,5,0,0,254,150,4,10,0,0,163,66,0,14,0,0,84,38,4,14,3,0,54,34,12,17,0,0,61,30,4,16,0,0,55,30,10,17,5,0,62,44,7,26,5,0,83,41,13,33,0,0,92,44,27,28,3,0,100,34,22,47,10,0,109,18,9,16,4,0,58,11,7,17,6,3,37,793,117,260,30,10,1215,131,10,14,3,0,160,58,0,9,4,7,76,3375,545,609,78,36,4642,41,0,0,0,0,41,108,0,3,0,0,112,173,0
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,6,6,0,0,0,0,8,4,0,0,0,0,5,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,3,0,0,33,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,6,0,0,0,0,0,0,37,0,7,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,69,0,0,0,0,67,182,0,0,0,0,183,243,6,3,0,0,249,259,9,10,0,0,272,295,16,12,3,0,330,269,23,17,0,4,301,317,32,21,0,4,369,323,21,21,0,0,371,319,17,28,7,0,365,180,17,21,5,0,226,52,11,9,4,0,77,10,8,3,8,0,22,0,4,4,4,0,8,2508,150,147,32,13,2850,119,0,0,0,0,119,56,0,6,0,0,61,41,0,4,0,0,46,25,3,6,0,0,33,33,0,10,0,0,48,37,0,0,0,0,41,21,9,6,0,0,35,18,0,9,3,0,25,40,3,3,0,0,53,38,10,4,5,0,56,27,4,13,3,0,46,11,3,9,7,0,28,4,0,13,10,0,25,476,38,81,28,5,622,154,3,5,4,4,162,50,0,4,6,5,68,3193,193,229,69,28,3714,26,0,0,0,0,31,81,0,0,0,0,81,93,0
LGA56300,6,0,0,0,0,6,5,0,0,0,0,5,5,0,0,0,0,5,3,0,0,6,0,10,9,3,4,6,0,20,10,0,0,3,0,8,17,4,5,0,0,21,11,0,6,0,0,21,16,0,6,0,0,23,15,0,0,0,0,23,6,0,3,0,0,14,0,4,0,0,0,11,0,0,3,4,0,3,108,20,26,10,4,167,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,5,9,0,0,0,0,10,8,0,3,0,0,12,0,0,4,3,0,10,0,0,6,0,0,3,0,4,0,0,0,6,36,7,23,8,0,70,9,0,0,0,0,7,0,0,3,0,0,9,153,20,51,20,7,258,0,0,0,0,0,0,0,0,0,0,0,0,3,0
LGA56370,4,0,0,0,0,4,7,0,0,0,0,15,13,3,3,0,0,20,15,11,9,0,0,31,6,5,0,4,0,21,8,8,0,3,0,15,8,3,3,0,0,19,10,4,10,0,0,26,8,6,3,0,0,10,14,10,3,0,0,28,0,3,0,0,0,10,0,0,0,0,0,6,0,0,0,0,0,0,99,54,35,14,5,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,3,0,15,3,0,0,0,0,4,5,0,0,0,0,4,113,61,41,12,5,235,3,0,0,0,0,3,8,0,0,0,0,8,7,0
LGA56460,28,0,0,0,0,33,71,0,0,0,0,65,52,0,3,0,0,56,50,0,7,0,0,61,56,11,5,0,0,77,39,8,12,0,3,59,50,6,9,0,0,74,68,12,11,0,0,96,62,11,8,4,4,94,60,13,8,0,0,85,26,5,5,9,0,43,0,4,3,4,0,16,0,4,0,0,0,9,562,84,81,21,10,761,23,0,0,3,0,30,14,0,0,0,0,14,19,0,0,0,0,19,9,0,0,0,0,10,16,0,0,0,0,16,3,0,0,0,0,4,7,3,5,4,0,14,9,0,0,0,0,13,20,0,0,0,0,24,16,6,5,0,0,26,16,3,7,0,0,25,10,3,4,0,0,13,5,0,5,4,0,8,165,13,31,9,3,226,31,0,4,0,0,38,16,0,0,3,0,22,774,104,113,34,18,1041,18,0,0,0,0,18,51,0,0,0,0,50,72,4
LGA56580,27,0,0,0,0,27,177,0,3,0,0,187,430,9,11,0,0,456,437,27,15,0,0,477,450,39,11,4,0,508,355,57,23,0,0,437,364,62,28,4,4,457,350,80,42,6,0,477,316,60,42,4,0,425,217,58,22,6,0,305,86,29,14,0,0,130,17,18,4,4,0,52,6,9,4,0,0,22,3242,464,221,21,3,3959,183,0,7,3,0,191,268,0,15,0,0,287,135,0,15,0,0,149,90,0,9,0,0,105,87,12,9,0,0,107,56,10,5,0,0,74,46,9,16,0,0,72,70,3,13,7,5,97,78,19,27,0,0,128,72,21,25,7,0,127,55,29,29,0,0,114,34,21,21,5,0,71,13,23,13,8,0,60,1192,152,190,38,7,1579,155,12,5,0,0,172,68,9,4,3,9,89,4660,628,425,63,20,5797,26,0,0,0,0,29,235,0,0,0,0,234,485,5
LGA56620,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,8,0,0,0,0,8,6,0,0,0,0,6,6,0,0,0,0,6,10,0,0,0,0,11,6,0,0,0,0,6,18,0,0,0,0,18,7,0,0,0,0,7,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,93,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,6,0,0,0,0,7,5,0,0,0,0,3,111,0,0,0,0,117,0,0,0,0,0,0,6,0,0,0,0,6,5,0
LGA56730,63,0,0,0,0,63,134,5,0,0,0,137,149,3,6,0,0,159,143,11,10,0,0,161,150,11,12,3,0,187,139,19,13,4,0,174,164,3,12,7,0,185,156,24,19,0,3,205,147,11,11,3,3,179,138,16,19,4,0,181,56,10,12,6,0,84,15,7,9,0,0,33,3,0,4,3,0,8,1449,135,119,33,15,1749,69,0,0,0,0,70,42,0,3,0,0,43,34,0,0,0,0,34,19,0,0,0,0,23,17,0,5,0,0,18,18,4,3,0,0,20,31,4,0,0,0,36,15,0,10,0,0,25,20,0,9,0,0,29,37,3,8,4,0,47,20,10,3,6,0,42,9,3,5,3,0,21,3,3,0,3,0,14,333,18,45,23,5,423,72,5,5,0,0,85,34,5,0,4,16,50,1888,165,165,61,29,2313,33,0,0,0,0,36,118,0,0,0,0,118,88,0
LGA56790,11,0,0,0,0,13,14,0,0,0,0,22,22,0,0,0,0,26,22,4,3,0,0,32,17,10,5,0,0,41,20,3,10,0,0,38,21,6,7,0,0,39,23,12,13,4,0,55,28,9,14,0,0,47,25,9,4,6,0,55,7,10,10,0,4,31,0,6,5,4,0,14,0,0,5,0,0,7,211,66,85,28,14,403,20,0,0,0,0,20,7,0,0,0,0,5,0,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,6,0,0,3,0,0,5,3,0,0,0,0,7,10,0,0,0,0,10,11,0,3,3,0,20,11,0,8,3,0,25,5,0,6,0,0,18,3,0,4,3,0,11,6,0,5,5,0,12,79,11,37,11,0,141,23,0,5,0,0,31,6,3,0,0,3,11,319,84,126,46,12,588,3,0,0,0,0,3,15,0,0,0,0,16,4,0
LGA56860,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,5,3,0,4,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,9,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,20,3,11,8,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,11,0,0,0,0,10,19,0,0,0,0,19,23,5,3,0,0,35,18,0,4,0,0,25,16,8,0,0,0,21,14,3,0,0,0,22,22,3,0,0,0,28,11,0,3,0,0,17,12,3,0,0,0,18,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,156,36,13,0,0,207,26,0,4,0,0,30,40,0,0,0,0,40,12,0,3,0,0,9,5,0,3,0,0,6,3,0,0,0,0,3,8,0,3,0,0,8,4,0,0,0,0,5,5,0,3,0,0,9,0,0,0,0,0,3,3,0,10,0,0,15,9,6,0,0,0,6,7,7,0,0,0,9,0,0,0,4,0,6,117,19,20,4,0,160,7,0,0,0,0,8,3,0,0,0,0,5,284,56,41,7,0,381,4,0,0,0,0,4,15,0,0,0,0,15,52,0
LGA57000,7,0,0,0,0,7,26,0,0,0,0,26,55,0,0,0,0,55,73,3,0,0,0,73,54,0,3,0,0,61,56,9,6,0,0,64,53,0,0,0,0,58,55,8,4,4,0,63,41,3,0,0,0,50,35,0,7,0,0,44,11,5,3,6,0,21,0,4,0,0,0,3,0,0,4,0,0,5,463,26,27,12,4,529,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,9,0,0,0,0,9,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,9,11,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,3,0,0,0,49,67,0,0,0,0,74,8,0,0,0,0,8,582,28,31,15,3,661,6,0,0,0,0,6,14,0,0,0,0,14,11,0
LGA57080,224,0,3,0,0,227,2985,11,20,0,3,3024,6845,60,49,3,15,6971,8733,205,61,7,10,9016,10856,418,153,7,4,11444,9615,456,165,14,8,10256,8494,498,205,14,14,9217,7427,416,179,18,10,8045,5428,376,177,10,7,5996,3293,259,135,3,12,3702,1154,160,77,4,5,1396,289,58,29,3,0,377,54,26,14,6,0,99,65394,2944,1269,90,89,69791,738,0,4,3,0,750,2097,5,21,4,3,2130,1323,10,34,4,0,1370,915,24,29,3,3,971,856,36,46,9,0,950,708,52,31,3,0,792,615,49,36,0,4,702,549,52,46,9,8,663,575,42,45,4,0,669,586,62,58,4,5,712,498,70,48,6,3,627,277,44,46,8,4,371,111,32,26,10,3,187,9847,472,467,80,41,10903,3028,39,26,13,16,3114,966,58,50,20,88,1182,79232,3506,1809,202,234,84989,242,0,0,0,0,242,3621,3,13,0,4,3641,7554,14
LGA57140,0,0,0,0,0,0,4,0,0,0,0,4,7,0,0,0,0,12,5,0,0,0,0,8,11,0,0,0,0,18,7,3,0,0,0,8,6,0,0,0,0,10,5,0,5,7,0,17,6,5,8,4,0,14,4,4,0,4,0,16,3,4,3,8,0,11,0,5,0,0,0,9,0,0,3,0,0,4,54,21,23,17,0,123,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,7,22,5,4,0,0,36,3,0,0,0,0,6,0,0,0,0,4,4,77,32,29,21,0,167,0,0,0,0,0,0,3,0,0,0,0,3,3,0
LGA57210,45,0,0,0,0,51,61,0,0,3,0,66,72,4,3,0,0,80,63,4,10,0,0,75,55,5,11,0,0,75,71,9,11,0,4,92,84,10,8,0,0,109,77,14,21,9,0,117,58,8,22,6,0,100,45,11,7,10,0,72,12,4,17,5,0,45,5,0,9,8,0,27,0,0,3,6,0,9,646,74,128,48,9,910,29,0,0,0,0,28,19,0,0,0,0,18,3,0,0,0,0,8,3,0,0,0,0,9,8,0,0,0,0,8,12,0,5,0,0,14,15,0,8,0,0,15,11,4,3,0,0,17,17,0,6,0,0,25,11,0,4,8,0,22,7,3,8,4,4,27,6,6,9,6,0,21,0,0,9,8,0,23,149,8,53,26,15,246,31,0,9,3,3,49,22,5,5,3,6,38,851,85,198,86,26,1249,8,0,0,0,0,8,25,0,0,0,3,29,36,0
LGA57280,103,0,0,0,0,103,249,3,0,0,0,252,549,4,3,0,0,558,700,23,12,0,0,738,781,25,8,5,0,816,582,29,9,0,0,629,541,20,15,0,0,583,516,35,12,0,6,564,469,29,8,0,0,515,312,12,8,0,0,336,86,12,9,0,0,104,25,4,0,0,0,29,4,0,0,0,0,3,4918,190,89,11,21,5227,110,3,3,0,0,115,45,0,0,0,0,45,49,0,0,0,0,47,66,3,3,0,0,72,51,4,0,0,0,55,36,3,3,0,0,46,36,5,4,0,0,44,28,6,6,5,0,40,31,0,0,0,0,38,35,3,5,0,0,42,21,0,0,0,0,21,5,0,0,0,0,11,0,0,0,0,0,0,519,33,19,7,0,578,637,23,17,0,0,682,151,4,5,0,9,166,6227,245,128,18,33,6659,51,0,0,0,0,51,184,0,3,0,3,191,357,0
LGA57350,5,0,0,0,0,5,8,0,0,0,0,8,6,0,0,0,0,7,9,4,0,0,0,17,7,4,5,0,0,16,3,3,0,0,0,6,0,4,0,0,0,7,10,0,3,0,0,18,8,0,4,0,0,12,6,0,4,3,0,12,5,0,3,0,0,11,0,0,8,0,0,8,0,0,0,4,0,5,59,23,26,15,0,127,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,6,4,3,0,0,0,3,19,5,3,3,0,23,0,0,5,0,0,8,0,0,0,0,0,0,78,26,39,20,0,162,3,0,0,0,0,3,4,0,0,0,0,4,0,0
LGA57420,12,0,0,0,0,15,54,0,0,0,0,53,110,0,4,0,0,117,108,0,3,0,3,120,88,5,6,0,0,95,69,6,3,0,0,81,85,8,10,4,0,101,108,7,4,0,5,122,72,3,7,5,0,83,79,4,9,3,0,95,23,5,5,0,0,30,6,0,5,0,0,6,0,0,0,3,0,3,803,38,62,15,5,926,9,0,0,0,0,9,7,0,0,0,0,7,5,0,0,0,0,5,9,0,0,0,0,14,3,4,0,0,0,13,9,0,0,0,0,9,6,0,0,3,0,10,6,0,0,0,0,8,8,0,0,0,0,8,11,0,0,0,0,10,0,0,5,0,0,5,0,0,4,0,0,5,5,0,0,0,0,9,89,0,16,3,3,110,70,0,0,0,0,81,30,0,0,0,0,29,996,44,77,21,12,1148,6,0,0,0,0,6,30,0,0,0,0,30,31,0
LGA57490,275,0,0,0,0,281,1015,9,18,0,3,1040,1234,30,48,0,5,1320,1139,80,77,0,5,1303,1083,100,85,10,9,1281,889,120,86,6,4,1102,820,115,106,3,3,1047,781,135,137,11,3,1073,764,112,96,10,0,976,445,69,75,5,4,593,155,32,25,3,0,218,22,9,13,4,0,47,11,0,5,3,0,19,8630,809,774,55,40,10305,1058,0,15,0,0,1077,596,0,20,5,0,622,276,5,37,0,0,318,151,14,21,0,0,191,138,19,49,4,0,221,126,13,27,4,0,176,119,16,49,6,0,188,102,19,57,4,3,185,143,35,53,4,3,234,145,16,75,8,0,248,90,20,44,8,3,172,54,9,15,4,3,92,32,5,8,7,0,56,3039,174,472,66,21,3766,447,24,29,8,5,513,253,12,16,0,27,311,12367,1018,1289,132,86,14901,187,0,0,0,0,187,750,0,8,0,0,762,953,8
LGA57630,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,3,9,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,27,6,4,0,0,41,0,0,0,0,0,0,3,0,0,0,0,3,0,0
LGA57700,86,0,0,0,0,83,158,0,6,0,0,163,188,17,21,0,0,225,193,33,47,0,0,275,162,35,36,4,6,234,145,30,32,5,0,212,129,28,30,10,0,194,140,39,44,4,0,231,132,38,28,5,0,198,103,28,23,5,0,162,29,13,18,0,0,66,7,4,5,4,0,23,4,6,0,0,0,15,1473,260,303,43,7,2085,179,0,0,0,0,180,102,0,9,5,0,110,33,0,5,0,0,48,34,3,11,0,0,46,25,7,12,0,0,40,31,4,5,0,0,39,23,6,9,0,0,36,17,8,13,3,0,40,26,11,18,5,7,64,21,10,15,3,0,45,19,10,15,3,0,46,7,7,6,3,0,26,6,3,8,10,0,28,520,70,126,37,8,761,83,5,15,5,4,110,57,7,11,5,6,81,2130,346,456,86,23,3041,48,0,0,0,0,48,139,0,4,0,0,140,132,4
LGA57770,0,0,0,0,0,0,9,0,0,0,0,9,26,0,0,0,0,26,22,0,0,0,0,22,19,4,0,0,0,23,14,0,4,0,0,13,19,0,0,0,0,27,16,7,4,0,0,23,20,4,0,0,0,27,16,4,3,5,0,24,0,5,3,0,0,8,0,5,0,0,0,4,0,0,0,0,0,0,157,22,24,5,4,210,3,0,0,0,0,3,6,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,3,4,0,3,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,7,7,0,37,3,0,0,0,0,6,10,0,0,0,0,15,195,24,26,10,0,262,3,0,0,0,0,3,11,0,0,0,0,11,31,0
LGA57840,32,0,0,0,0,32,190,5,11,0,0,205,333,20,22,4,4,381,371,37,29,0,0,441,415,91,37,3,0,547,353,89,19,0,3,464,325,93,34,0,0,455,309,98,37,5,0,448,239,92,32,7,0,365,190,74,40,5,0,305,72,28,21,0,0,122,15,21,13,5,0,56,5,11,3,0,0,21,2855,654,303,27,14,3857,283,0,6,0,3,294,317,3,11,0,0,340,126,3,18,0,4,147,112,3,14,0,0,129,82,8,15,7,0,107,54,22,20,0,0,95,55,13,11,0,0,83,47,18,18,8,0,90,43,16,30,4,0,82,46,26,35,3,0,113,51,28,40,13,3,132,37,26,32,7,0,103,17,15,12,8,0,50,1265,195,254,49,12,1771,136,8,15,3,0,155,72,7,4,4,10,99,4324,867,574,81,35,5879,27,0,0,0,0,27,240,0,6,0,0,251,412,10
LGA57910,465,3,0,0,0,470,1870,24,39,0,6,1939,2705,99,107,6,9,2923,3136,298,223,12,7,3673,3159,490,276,16,15,3957,2696,481,225,13,5,3428,2600,530,260,21,18,3426,2300,505,250,16,16,3080,1933,426,222,19,6,2610,1306,306,176,15,10,1802,461,166,90,9,5,719,88,100,45,5,0,243,19,32,19,6,0,76,22739,3452,1932,131,98,28350,1652,3,15,11,5,1683,1704,19,51,5,8,1794,870,28,114,5,3,1024,652,57,95,5,4,814,470,63,104,10,3,638,371,52,99,15,10,547,318,74,95,22,4,515,319,87,149,13,7,578,322,85,170,8,9,598,387,115,158,27,6,692,318,115,172,22,8,645,199,99,103,32,3,430,114,71,50,19,3,260,7696,863,1383,209,70,10218,886,72,72,4,15,1056,513,55,51,17,60,701,31834,4439,3448,363,238,40326,206,0,0,0,0,204,1512,11,24,0,5,1551,2439,33
LGA57980,36,0,0,0,0,40,346,6,4,0,0,357,670,22,17,5,0,712,757,68,10,0,5,846,712,110,38,0,0,856,629,129,40,0,6,810,550,137,39,4,0,733,447,157,57,6,0,665,356,111,44,0,0,512,228,97,44,0,4,368,90,49,22,0,0,164,23,18,10,0,0,56,12,11,7,3,0,29,4861,907,340,21,20,6146,265,0,0,0,0,270,323,0,8,0,0,334,168,0,16,0,0,180,116,11,7,0,0,134,102,12,17,0,0,134,82,13,14,0,0,109,61,13,22,0,0,99,67,20,14,0,0,104,52,20,29,6,0,106,66,38,22,3,4,122,63,30,26,0,0,123,41,20,13,11,0,79,21,9,9,5,0,46,1423,182,195,31,4,1844,175,15,6,0,3,202,93,6,5,8,6,116,6553,1113,552,64,31,8310,41,0,0,0,0,41,475,0,4,0,0,478,866,10
