POW_LGA_CODE_2021,MaOpD_1250_1499_A_20_24,MaOpD_1250_1499_A_25_34,MaOpD_1250_1499_A_35_44,MaOpD_1250_1499_A_45_54,MaOpD_1250_1499_A_55_64,MaOpD_1250_1499_A_65_74,MaOpD_1250_1499_A_75ov,MaOpD_1250_1499_Tot,MaOpD_1500_1749_A_15_19,MaOpD_1500_1749_A_20_24,MaOpD_1500_1749_A_25_34,MaOpD_1500_1749_A_35_44,MaOpD_1500_1749_A_45_54,MaOpD_1500_1749_A_55_64,MaOpD_1500_1749_A_65_74,MaOpD_1500_1749_A_75ov,MaOpD_1500_1749_Tot,MaOpD_1750_1999_A_15_19,MaOpD_1750_1999_A_20_24,MaOpD_1750_1999_A_25_34,MaOpD_1750_1999_A_35_44,MaOpD_1750_1999_A_45_54,MaOpD_1750_1999_A_55_64,MaOpD_1750_1999_A_65_74,MaOpD_1750_1999_A_75ov,MaOpD_1750_1999_Tot,MaOpD_2000_2999_A_15_19,MaOpD_2000_2999_A_20_24,MaOpD_2000_2999_A_25_34,MaOpD_2000_2999_A_35_44,MaOpD_2000_2999_A_45_54,MaOpD_2000_2999_A_55_64,MaOpD_2000_2999_A_65_74,MaOpD_2000_2999_A_75ov,MaOpD_2000_2999_Tot,MaOpD_3000_3499_A_15_19,MaOpD_3000_3499_A_20_24,MaOpD_3000_3499_A_25_34,MaOpD_3000_3499_A_35_44,MaOpD_3000_3499_A_45_54,MaOpD_3000_3499_A_55_64,MaOpD_3000_3499_A_65_74,MaOpD_3000_3499_A_75ov,MaOpD_3000_3499_Tot,MaOpD_3500mo_A_15_19,MaOpD_3500mo_A_20_24,MaOpD_3500mo_A_25_34,MaOpD_3500mo_A_35_44,MaOpD_3500mo_A_45_54,MaOpD_3500mo_A_55_64,MaOpD_3500mo_A_65_74,MaOpD_3500mo_A_75ov,MaOpD_3500mo_Tot,MaOpD_PINS_A_15_19,MaOpD_PINS_A_20_24,MaOpD_PINS_A_25_34,MaOpD_PINS_A_35_44,MaOpD_PINS_A_45_54,MaOpD_PINS_A_55_64,MaOpD_PINS_A_65_74,MaOpD_PINS_A_75ov,MaOpD_PINS_Tot,MaOpD_Tot_A_15_19,MaOpD_Tot_A_20_24,MaOpD_Tot_A_25_34,MaOpD_Tot_A_35_44,MaOpD_Tot_A_45_54,MaOpD_Tot_A_55_64,MaOpD_Tot_A_65_74,MaOpD_Tot_A_75ov,MaOpD_Tot_Tot,Lab_NNI_A_15_19,Lab_NNI_A_20_24,Lab_NNI_A_25_34,Lab_NNI_A_35_44,Lab_NNI_A_45_54,Lab_NNI_A_55_64,Lab_NNI_A_65_74,Lab_NNI_A_75ov,Lab_NNI_Tot,Lab_1_149_A_15_19,Lab_1_149_A_20_24,Lab_1_149_A_25_34,Lab_1_149_A_35_44,Lab_1_149_A_45_54,Lab_1_149_A_55_64,Lab_1_149_A_65_74,Lab_1_149_A_75ov,Lab_1_149_Tot,Lab_150_299_A_15_19,Lab_150_299_A_20_24,Lab_150_299_A_25_34,Lab_150_299_A_35_44,Lab_150_299_A_45_54,Lab_150_299_A_55_64,Lab_150_299_A_65_74,Lab_150_299_A_75ov,Lab_150_299_Tot,Lab_300_399_A_15_19,Lab_300_399_A_20_24,Lab_300_399_A_25_34,Lab_300_399_A_35_44,Lab_300_399_A_45_54,Lab_300_399_A_55_64,Lab_300_399_A_65_74,Lab_300_399_A_75ov,Lab_300_399_Tot,Lab_400_499_A_15_19,Lab_400_499_A_20_24,Lab_400_499_A_25_34,Lab_400_499_A_35_44,Lab_400_499_A_45_54,Lab_400_499_A_55_64,Lab_400_499_A_65_74,Lab_400_499_A_75ov,Lab_400_499_Tot,Lab_500_649_A_15_19,Lab_500_649_A_20_24,Lab_500_649_A_25_34,Lab_500_649_A_35_44,Lab_500_649_A_45_54,Lab_500_649_A_55_64,Lab_500_649_A_65_74,Lab_500_649_A_75ov,Lab_500_649_Tot,Lab_650_799_A_15_19,Lab_650_799_A_20_24,Lab_650_799_A_25_34,Lab_650_799_A_35_44,Lab_650_799_A_45_54,Lab_650_799_A_55_64,Lab_650_799_A_65_74,Lab_650_799_A_75ov,Lab_650_799_Tot,Lab_800_999_A_15_19,Lab_800_999_A_20_24,Lab_800_999_A_25_34,Lab_800_999_A_35_44,Lab_800_999_A_45_54,Lab_800_999_A_55_64,Lab_800_999_A_65_74,Lab_800_999_A_75ov,Lab_800_999_Tot,Lab_1000_1249_A_15_19,Lab_1000_1249_A_20_24,Lab_1000_1249_A_25_34,Lab_1000_1249_A_35_44,Lab_1000_1249_A_45_54,Lab_1000_1249_A_55_64,Lab_1000_1249_A_65_74,Lab_1000_1249_A_75ov,Lab_1000_1249_Tot,Lab_1250_1499_A_15_19,Lab_1250_1499_A_20_24,Lab_1250_1499_A_25_34,Lab_1250_1499_A_35_44,Lab_1250_1499_A_45_54,Lab_1250_1499_A_55_64,Lab_1250_1499_A_65_74,Lab_1250_1499_A_75ov,Lab_1250_1499_Tot,Lab_1500_1749_A_15_19,Lab_1500_1749_A_20_24,Lab_1500_1749_A_25_34,Lab_1500_1749_A_35_44,Lab_1500_1749_A_45_54,Lab_1500_1749_A_55_64,Lab_1500_1749_A_65_74,Lab_1500_1749_A_75ov,Lab_1500_1749_Tot,Lab_1750_1999_A_15_19,Lab_1750_1999_A_20_24,Lab_1750_1999_A_25_34,Lab_1750_1999_A_35_44,Lab_1750_1999_A_45_54,Lab_1750_1999_A_55_64,Lab_1750_1999_A_65_74,Lab_1750_1999_A_75ov,Lab_1750_1999_Tot,Lab_2000_2999_A_15_19,Lab_2000_2999_A_20_24,Lab_2000_2999_A_25_34,Lab_2000_2999_A_35_44,Lab_2000_2999_A_45_54,Lab_2000_2999_A_55_64,Lab_2000_2999_A_65_74,Lab_2000_2999_A_75ov,Lab_2000_2999_Tot,Lab_3000_3499_A_15_19,Lab_3000_3499_A_20_24,Lab_3000_3499_A_25_34,Lab_3000_3499_A_35_44,Lab_3000_3499_A_45_54,Lab_3000_3499_A_55_64,Lab_3000_3499_A_65_74,Lab_3000_3499_A_75ov,Lab_3000_3499_Tot,Lab_3500mo_A_15_19,Lab_3500mo_A_20_24,Lab_3500mo_A_25_34
LGA52450,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,7,3,3,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,6,0,0,0,0,3,5,0,0,6,0,0,4,0,0,7,0,0,16,0,5,3,0,3,3,0,0,13,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52520,0,5,0,0,0,6,0,14,0,4,4,0,3,3,0,0,12,0,0,4,3,0,6,0,0,13,0,0,4,0,4,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,10,8,17,5,0,65,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,8,0,0,0,0,0,4,0,0,5,0,5,4,0,4,0,4,0,16,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LGA52590,0,0,4,3,6,0,0,17,0,4,5,9,7,10,0,0,28,0,0,4,0,6,11,3,0,31,0,3,16,17,26,21,0,0,85,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,4,9,16,34,30,60,79,17,0,237,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,3,0,0,0,0,5,3,0,10,4,0,3,4,5,3,0,0,23,0,3,5,0,5,4,0,0,17,0,3,10,5,0,15,3,4,35,3,4,10,3,9,9,3,0,35,4,11,19,13,8,4,4,0,60,6,6,11,9,8,4,0,0,34,0,3,0,3,9,0,0,0,20,0,0,5,0,0,0,0,0,6,0,0,0,7,7,0,0,0,15,0,3,0,3,0,6,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0
LGA52660,11,12,16,19,20,3,0,79,0,0,8,20,14,28,11,0,85,0,0,9,14,19,22,3,0,70,0,0,3,10,16,20,0,0,61,0,0,0,0,0,3,0,0,3,0,0,4,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,19,37,75,87,95,122,19,6,457,0,0,0,0,0,0,0,0,0,72,0,0,5,0,0,0,0,81,26,6,6,8,5,3,5,0,52,4,3,4,10,6,6,0,0,40,5,8,4,3,8,9,0,0,34,8,0,4,8,14,13,3,3,63,0,6,9,10,20,6,6,0,58,5,15,9,15,9,20,8,0,78,3,0,7,10,12,4,5,0,46,0,4,7,10,5,4,0,0,32,0,0,4,11,4,0,0,0,18,0,0,6,0,0,3,0,0,13,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
LGA52730,0,0,5,3,3,0,0,8,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,11,13,32,3,0,79,5,0,0,0,0,4,0,0,12,24,0,0,0,0,4,0,0,29,12,0,0,4,4,6,4,0,27,0,0,4,4,3,4,0,0,22,4,0,0,4,0,11,0,0,24,0,0,6,4,10,9,0,5,38,0,4,7,14,8,6,9,0,50,0,4,8,3,6,7,0,0,27,4,0,4,3,11,6,0,0,29,0,0,5,0,3,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
LGA52800,5,0,0,7,5,0,0,11,0,0,0,0,0,9,0,0,11,0,0,5,0,3,3,4,0,19,0,6,17,14,31,16,3,0,86,0,0,4,5,10,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,4,4,7,3,0,13,0,13,34,36,60,37,17,0,201,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,10,0,7,4,6,3,3,0,0,16,0,4,0,0,0,0,0,0,4,3,0,4,0,0,3,0,0,20,4,3,7,9,4,5,5,0,37,10,11,13,5,5,8,7,0,57,0,8,17,7,5,8,0,0,52,0,11,14,5,9,0,0,0,32,0,0,9,4,5,4,3,0,23,0,0,10,9,0,0,3,0,20,0,0,8,7,4,0,0,0,23,0,0,3,0,0,0,0,0,5,0,0,0
LGA52870,0,4,6,9,4,0,0,24,0,0,0,3,0,5,0,0,13,0,0,4,0,6,6,0,0,11,0,0,3,6,4,0,0,0,13,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,16,30,36,29,18,0,140,0,0,0,0,0,0,0,0,3,18,5,0,0,0,5,0,0,28,5,0,0,8,6,5,0,0,29,0,0,0,3,0,5,3,0,17,0,0,4,0,5,8,9,0,26,0,7,7,5,7,5,0,0,35,8,8,18,7,7,7,0,0,58,5,3,25,9,7,14,0,4,61,0,0,8,3,6,8,3,0,35,0,0,3,8,3,4,0,0,16,0,0,3,4,0,0,0,0,7,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0
LGA52940,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,6,4,0,24,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,3,0,0,7,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,4,0,0,0,9,0,4,0,3,4,0,0,0,11,0,0,6,6,7,3,0,0,30,0,4,10,19,12,13,0,0,58,0,0,9,5,5,0,0,0,17,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,3,4,9,29,34,38,25,5,0,143,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,8,0,0,5,4,0,0,0,0,5,0,0,0,0,0,3,0,0,10,0,0,5,0,0,0,0,0,6,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,0,4,8,5,0,26,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,15,5,0,3,0,4,0,0,0,16,0,5,0,0,0,7,0,0,7,0,4,0,4,0,0,0,0,19,0,0,0,8,0,0,0,0,12,0,0,0,5,3,0,0,0,15,0,0,6,0,3,7,0,0,16,0,0,3,4,3,3,0,0,18,0,0,0,0,4,3,0,0,8,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53220,14,52,58,59,48,18,0,259,3,37,119,100,130,104,20,0,511,3,61,176,181,201,107,15,0,741,9,120,549,598,665,433,69,0,2444,0,11,100,202,181,147,21,0,669,0,4,39,105,109,80,15,0,353,0,0,10,8,17,14,3,0,51,25,271,1122,1307,1437,1006,186,6,5343,0,0,3,0,0,0,0,0,7,11,0,3,0,0,0,0,0,18,8,0,5,7,0,3,0,0,23,0,0,5,0,8,3,0,0,10,0,4,5,4,3,0,0,0,18,3,0,8,3,12,7,0,0,37,0,8,20,3,10,3,0,0,52,5,20,26,13,6,5,0,0,77,11,30,59,24,42,19,0,0,182,13,51,70,48,45,47,3,0,289,0,39,57,43,25,20,4,0,183,3,20,63,30,20,18,3,0,156,5,25,121,91,69,53,0,0,367,0,0,17,25,15,19,0,0,71,0,0,9
LGA53290,10,13,22,26,22,13,0,94,0,3,16,9,32,31,0,0,94,0,3,3,21,16,14,7,0,66,0,4,21,28,29,37,3,0,126,0,0,0,5,0,5,0,0,13,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,8,23,48,96,117,130,174,52,0,636,4,0,0,0,6,5,0,0,12,41,0,0,3,0,8,0,0,52,12,0,10,8,0,0,3,0,36,10,0,10,10,6,10,4,3,53,3,5,12,4,11,13,6,0,52,11,8,10,10,14,20,7,0,80,8,12,8,16,20,15,0,0,92,4,13,24,20,12,12,6,0,87,4,8,26,29,24,14,4,0,99,4,3,15,8,12,4,0,0,61,0,4,3,12,5,12,0,0,42,0,0,7,8,11,8,0,0,36,0,3,12,12,3,9,0,0,38,0,0,0,0,0,0,0,0,7,0,0,4
LGA53360,0,0,0,4,0,0,0,7,0,0,0,4,6,0,0,0,13,0,0,0,0,4,4,0,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,8,20,15,20,4,0,76,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,4,0,6,0,0,13,0,0,0,3,0,0,0,0,11,4,0,0,0,0,0,0,0,13,0,6,3,3,3,5,0,0,26,3,8,12,3,5,0,0,0,37,0,9,14,9,9,0,0,0,41,0,0,19,8,3,7,0,0,34,0,0,6,0,0,4,0,0,13,0,0,3,3,0,4,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
LGA53430,4,50,52,46,53,13,0,216,0,4,26,33,36,50,10,0,167,0,3,22,34,31,31,3,0,127,0,6,19,52,55,37,4,0,175,0,0,0,0,10,4,0,0,11,0,0,0,4,0,0,0,0,9,0,4,3,0,0,4,0,0,14,55,115,275,312,311,303,79,0,1463,3,0,3,3,3,0,0,0,16,137,11,8,8,6,3,0,6,175,68,34,6,12,8,14,7,0,149,32,39,25,19,24,26,8,0,166,28,39,28,12,31,21,14,3,176,14,60,53,45,42,26,16,3,270,14,52,68,55,47,45,14,3,293,20,46,71,49,50,54,16,4,302,7,38,66,56,51,42,10,0,270,3,13,55,32,31,24,0,0,167,0,6,13,26,29,24,4,0,112,0,8,21,13,30,18,8,0,92,0,7,39,53,93,42,9,0,237,0,0,5,3,9,13,3,0,33,0,0,0
LGA53570,3,5,8,7,5,3,0,30,0,0,5,6,4,11,0,0,21,0,0,0,6,4,3,0,0,15,0,3,6,12,7,14,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,19,39,42,33,49,13,0,202,3,0,0,4,0,5,0,0,12,8,0,5,0,0,0,0,0,18,7,8,6,0,0,3,0,0,30,3,5,3,4,3,0,6,0,21,6,0,8,5,5,7,0,0,33,3,7,21,14,15,11,5,0,74,4,20,51,13,12,13,8,0,111,9,16,76,20,18,18,0,3,160,0,12,27,16,22,14,0,0,85,0,4,22,19,6,7,0,4,65,0,0,3,4,5,0,0,0,13,0,6,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0,8,0,0,0
LGA53640,0,3,0,0,0,0,0,7,0,0,3,0,0,6,3,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,10,14,10,9,0,67,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,8,0,3,0,0,0,4,0,0,11,0,5,4,4,7,6,3,0,22,0,3,6,6,0,5,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,6,3,0,25,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,21,81,87,67,85,16,0,360,0,9,56,52,52,60,17,0,251,0,3,30,32,36,35,4,0,137,0,9,32,39,32,40,3,0,150,0,4,0,7,4,3,0,0,17,0,0,4,7,6,0,0,0,17,0,0,0,3,3,4,3,0,17,109,190,524,529,438,447,130,8,2375,10,4,6,3,10,7,0,0,33,217,8,3,8,11,12,6,0,266,106,33,23,28,13,9,5,0,218,36,36,32,27,36,37,14,5,223,29,29,35,29,35,36,16,0,214,29,53,55,49,47,54,26,8,313,28,38,71,75,78,60,25,0,372,11,52,80,65,84,63,16,4,379,7,41,84,69,70,44,15,0,329,8,24,50,40,40,43,4,0,200,5,7,26,28,29,15,0,0,115,0,3,11,20,14,8,4,0,58,0,9,12,11,10,4,0,0,41,0,0,0,3,0,0,0,0,15,0,0,0
LGA53800,11,22,29,24,55,11,0,150,0,6,33,27,33,31,3,0,138,0,6,20,30,33,52,9,0,149,0,10,39,30,75,75,8,0,237,0,0,5,11,18,13,3,0,50,0,0,3,4,11,3,0,0,19,0,0,5,0,0,0,3,0,11,49,72,202,197,303,385,88,7,1306,7,0,0,0,0,0,0,0,16,118,0,0,0,0,7,6,0,134,65,13,10,13,9,9,11,0,129,19,11,10,15,12,24,15,3,116,16,19,19,23,25,32,11,4,155,20,21,30,23,40,35,11,0,180,20,40,39,25,45,37,14,0,234,14,38,48,43,46,48,6,0,253,7,17,50,44,42,57,9,0,224,4,9,28,27,24,27,4,0,123,0,15,25,16,32,13,0,0,104,0,9,14,11,3,5,0,0,41,0,5,21,18,20,13,3,0,76,0,0,0,8,0,0,0,0,12,0,0,0
LGA53920,0,0,4,0,3,0,0,12,0,0,0,0,0,4,0,0,8,0,0,4,4,4,0,0,0,19,0,0,8,6,3,6,3,0,31,0,0,0,5,5,0,0,0,9,0,0,0,8,13,5,0,0,17,0,0,0,0,0,0,0,0,0,0,6,17,29,38,23,8,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,15,0,7,5,0,6,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,8,3,3,3,0,0,0,0,0,16,6,0,0,0,4,0,0,0,14,5,3,4,0,0,0,0,0,12,0,3,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,10,0,0,3,0,0,0,0,0,8,0,0,5,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
LGA53990,4,19,18,31,23,6,0,108,0,7,22,30,22,26,0,0,109,0,4,15,33,16,22,10,0,91,0,0,24,53,45,36,7,0,163,0,0,3,7,4,7,0,0,21,0,0,0,8,0,0,0,0,9,0,0,0,0,4,0,0,0,4,31,55,116,176,167,168,39,6,748,6,0,0,0,4,0,0,0,14,70,0,0,3,0,5,0,0,86,24,0,10,8,10,6,0,0,58,7,4,5,10,17,6,0,0,44,0,4,5,3,12,12,3,5,53,11,9,22,23,26,18,7,4,117,10,19,43,35,32,28,11,0,179,11,38,83,50,32,26,8,0,246,9,27,109,50,32,27,4,0,261,0,8,38,32,17,16,3,0,113,0,8,23,28,17,21,4,0,106,5,8,18,26,24,9,3,0,89,0,5,25,34,24,14,4,0,97,0,0,0,10,4,0,0,0,18,0,0,3
LGA54060,0,0,0,0,3,0,0,5,0,0,0,0,4,0,0,0,10,0,0,0,3,0,0,0,0,8,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,18,12,0,55,0,0,0,0,0,4,0,0,3,11,0,0,0,0,0,0,0,13,3,0,0,0,0,3,0,0,7,0,3,0,0,3,0,3,0,13,4,0,0,3,3,4,0,0,12,0,0,3,7,5,5,0,0,23,0,0,0,4,5,5,0,0,15,0,3,0,7,5,3,0,0,22,0,3,0,0,9,4,0,0,17,0,0,0,0,6,5,0,0,11,0,0,0,6,4,0,0,0,12,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
LGA54130,0,3,0,3,6,0,0,7,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,11,20,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,8,0,0,0,4,0,5,0,0,10,0,0,0,0,0,5,0,0,8,0,0,0,0,3,5,0,0,11,0,5,6,3,0,0,0,0,13,0,3,3,3,5,0,0,0,10,0,0,0,5,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54170,0,18,21,31,42,6,0,125,0,0,14,19,30,40,9,0,110,0,0,6,13,5,13,5,0,39,0,0,4,16,11,14,4,0,48,0,0,0,0,4,0,0,0,5,0,0,0,0,4,3,0,0,8,0,0,0,3,0,5,0,0,11,152,113,178,152,188,251,75,11,1118,22,5,5,3,0,0,5,0,36,555,46,9,7,11,13,8,0,640,271,96,23,30,22,30,24,6,496,87,91,37,41,31,44,15,4,347,44,81,49,48,53,53,29,5,350,28,80,89,48,82,60,31,4,429,19,67,87,54,81,104,29,9,444,7,41,103,63,85,74,24,4,402,0,32,73,73,96,70,30,0,373,0,5,38,36,32,31,13,0,156,0,5,21,25,18,33,5,0,109,0,0,13,12,11,10,6,0,50,0,0,18,27,14,15,6,0,76,0,0,4,0,5,0,0,0,7,0,0,6
LGA54200,16,69,76,94,74,19,0,343,0,6,35,53,54,69,20,0,241,0,5,38,34,42,33,5,0,168,0,4,33,48,40,41,8,0,180,0,0,6,6,7,6,3,0,25,0,0,0,7,3,0,0,0,14,0,0,5,4,4,7,4,0,24,64,150,425,442,443,418,127,8,2075,8,3,0,4,3,0,0,0,20,122,3,0,0,3,0,0,0,139,80,28,7,10,11,16,7,4,147,21,19,12,7,17,13,3,0,95,21,26,11,22,16,21,11,4,120,12,27,40,17,34,40,13,0,194,11,33,37,32,27,30,13,0,193,11,40,52,28,45,33,13,0,227,5,19,45,57,40,29,5,5,205,4,17,24,31,32,22,4,0,127,0,4,11,29,16,15,0,0,86,0,5,15,13,10,10,0,0,50,0,0,16,18,9,3,0,0,50,0,0,0,8,5,4,0,0,14,0,0,0
