POW_LGA_CODE_2021,NS_2000_2999_Mng,NS_2000_2999_Pro,NS_2000_2999_TecTW,NS_2000_2999_CoPSW,NS_2000_2999_ClAW,NS_2000_2999_SWks,NS_2000_2999_MaOpDv,NS_2000_2999_Lab,NS_2000_2999_IDNS,NS_2000_2999_Tot,NS_3000_3499_Mng,NS_3000_3499_Pro,NS_3000_3499_TecTW,NS_3000_3499_CoPSW,NS_3000_3499_ClAW,NS_3000_3499_SWks,NS_3000_3499_MaOpDv,NS_3000_3499_Lab,NS_3000_3499_IDNS,NS_3000_3499_Tot,NS_3500mo_Mng,NS_3500mo_Pro,NS_3500mo_TecTW,NS_3500mo_CoPSW,NS_3500mo_ClAW,NS_3500mo_SWks,NS_3500mo_MaOpDv,NS_3500mo_Lab,NS_3500mo_IDNS,NS_3500mo_Tot,NS_PINS_Mng,NS_PINS_Pro,NS_PINS_TecTW,NS_PINS_CoPSW,NS_PINS_ClAW,NS_PINS_SWks,NS_PINS_MaOpDv,NS_PINS_Lab,NS_PINS_IDNS,NS_PINS_Tot,NS_Tot_Mng,NS_Tot_Pro,NS_Tot_TecTW,NS_Tot_CoPSW,NS_Tot_ClAW,NS_Tot_SWks,NS_Tot_MaOpDv,NS_Tot_Lab,NS_Tot_IDNS,NS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000_3499_Mng,Tot_3000_3499_Pro,Tot_3000_3499_TecTW,Tot_3000_3499_CoPSW,Tot_3000_3499_ClAW,Tot_3000_3499_SWks,Tot_3000_3499_MaOpDv,Tot_3000_3499_Lab,Tot_3000_3499_IDNS,Tot_3000_3499_Tot,Tot_3500mo_Mng,Tot_3500mo_Pro,Tot_3500mo_TecTW,Tot_3500mo_CoPSW,Tot_3500mo_ClAW,Tot_3500mo_SWks,Tot_3500mo_MaOpDv,Tot_3500mo_Lab,Tot_3500mo_IDNS,Tot_3500mo_Tot
LGA57080,6,20,14,4,3,0,4,0,39,95,0,8,0,0,0,0,0,0,18,27,9,8,4,0,5,0,0,5,13,51,5,25,25,14,7,3,9,15,283,385,60,171,142,113,76,36,70,110,883,1652,46,90,39,48,69,25,8,31,66,427,41,165,51,289,151,256,23,211,55,1233,57,271,98,585,307,355,38,303,61,2081,82,373,166,613,388,365,39,355,64,2447,114,418,234,694,584,334,34,487,76,2969,208,889,420,1072,1153,474,62,724,128,5125,328,1290,571,1188,1863,512,86,723,136,6692,663,2203,878,1354,3261,552,192,740,192,10036,1178,4790,1444,1646,5548,549,273,695,274,16392,1424,6883,1390,1062,5634,405,242,321,268,17624,1778,8757,1237,803,4344,339,250,251,278,18036,1782,8087,1022,717,2468,219,381,171,213,15047,6674,19280,2463,1294,3528,436,1016,354,404,35465,2716,5814,954,130,723,141,273,65,119,10941,8783,12219,1330,97,1306,255,256,80,238,24562
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,4,0,9,3,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,3,0,11,4,0,0,0,4,6,0,5,0,18,11,0,0,6,7,0,0,11,0,41,12,0,3,6,6,3,0,5,0,42,12,5,4,6,3,0,4,5,0,39,14,0,3,7,3,0,5,0,0,39,10,0,4,4,3,0,0,6,0,26,12,5,0,0,0,3,5,4,0,32,8,6,0,0,0,0,0,0,0,18,16,4,3,3,0,0,0,0,0,29,7,0,0,0,0,0,0,0,0,9,8,0,4,0,0,0,0,0,0,13
LGA57210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,30,35,20,0,3,0,3,0,0,9,0,37,13,0,3,10,0,12,0,21,6,64,19,3,6,7,7,4,0,18,0,58,27,0,10,9,11,3,5,15,0,89,26,7,12,3,13,9,4,33,3,113,38,8,20,15,16,20,15,34,3,164,32,8,21,15,25,19,13,66,4,208,63,6,29,21,27,10,17,119,7,306,60,20,43,29,37,11,30,132,13,358,46,28,24,7,18,0,19,55,4,212,35,18,31,14,5,7,16,14,6,157,45,23,9,11,5,0,20,9,0,132,60,40,10,11,8,4,5,0,0,143,22,5,3,0,0,0,5,3,0,30,34,10,0,3,10,0,0,4,0,64
LGA57280,0,0,0,0,0,0,0,0,12,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,32,3,8,21,6,3,6,4,3,76,131,3,7,7,5,0,4,4,10,5,40,0,5,4,14,5,44,7,26,4,123,3,17,7,30,5,25,3,34,4,134,3,10,14,25,14,18,4,32,3,123,10,9,16,25,18,21,11,28,9,140,13,12,25,48,35,52,10,57,4,246,20,35,55,56,50,46,22,70,0,345,29,33,66,79,75,47,26,69,8,436,48,63,101,105,146,70,91,113,14,748,66,107,138,84,149,38,107,125,22,839,67,172,201,68,128,29,196,118,16,994,80,176,252,41,89,20,231,81,16,983,210,420,853,120,167,24,610,191,51,2650,109,136,495,6,44,4,231,60,20,1104,249,275,438,9,57,8,257,47,40,1373
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,0,8,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,16,0,0,0,0,4,0,0,7,0,13,6,0,0,4,4,0,0,3,0,17,5,0,4,4,5,3,0,5,0,29,6,0,0,8,7,0,3,3,0,33,11,0,6,4,3,0,4,9,0,36,13,5,0,5,0,5,5,3,0,30,10,3,0,0,4,0,0,0,0,33,8,8,0,0,0,0,0,0,0,20,11,0,0,5,0,0,0,3,0,21,6,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,3,0,0,14
LGA57420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,0,0,0,3,16,27,10,0,0,0,0,0,0,3,5,13,0,0,0,0,5,0,0,7,0,14,0,4,0,3,3,4,0,9,0,24,8,3,3,4,9,3,4,4,0,32,12,6,4,3,4,0,3,4,5,40,12,4,11,6,10,3,3,13,0,60,4,0,7,7,11,9,9,12,0,58,15,9,12,9,4,4,9,18,4,82,32,6,18,11,12,3,26,21,5,138,19,8,17,9,13,5,23,27,4,125,20,15,33,0,6,5,55,23,0,155,16,16,43,3,6,0,72,16,5,173,38,62,158,13,10,0,137,32,5,466,13,22,75,0,0,0,17,8,5,132,42,12,29,0,0,0,3,3,3,98
LGA57490,3,0,3,0,0,0,6,4,16,31,0,0,0,0,0,0,0,0,7,4,0,4,0,0,0,0,0,0,8,11,0,0,5,9,4,4,0,3,54,84,12,17,39,33,13,18,22,32,199,392,28,25,22,42,39,44,10,40,21,270,27,86,38,283,55,687,33,421,24,1650,38,87,96,316,77,546,72,368,24,1628,44,108,154,335,120,388,49,282,14,1502,61,96,214,398,177,415,53,313,25,1753,123,210,336,713,306,561,90,415,34,2788,165,304,439,866,414,533,113,399,27,3253,298,411,564,937,505,424,193,424,57,3807,435,651,690,813,614,292,269,368,63,4204,351,765,653,517,410,139,204,158,46,3238,333,1004,625,371,265,101,171,119,32,3018,310,918,430,233,117,40,137,63,27,2276,771,1341,623,365,139,63,238,87,41,3670,193,178,106,54,33,23,37,8,8,645,255,341,61,27,36,29,15,10,16,790
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,4,3,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,4,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
LGA57700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,17,18,3,5,6,4,4,0,4,11,45,91,20,4,9,6,7,4,4,13,7,80,15,17,17,56,19,99,17,87,5,335,19,21,19,61,29,67,16,61,0,296,22,21,35,61,31,39,14,69,10,301,23,18,52,67,45,43,7,69,6,333,41,40,99,119,71,52,13,88,4,526,50,52,82,149,92,53,34,141,7,665,79,53,123,132,63,56,67,155,8,737,118,88,157,109,91,30,86,119,17,821,61,118,114,43,60,10,81,64,6,568,83,136,130,62,42,5,58,27,9,546,42,133,50,52,25,4,41,21,6,374,106,155,79,62,23,6,36,15,4,492,33,19,17,4,3,7,9,4,0,95,41,31,25,0,10,5,4,4,3,129
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,4,0,7,0,0,0,8,0,0,0,3,0,10,3,0,0,0,0,4,0,3,0,14,0,0,0,4,0,0,0,8,0,12,3,5,5,0,0,0,0,11,0,19,0,0,0,4,3,4,0,16,0,36,3,0,0,15,7,5,3,16,0,51,7,11,13,12,8,8,4,18,0,70,9,12,9,10,5,3,6,19,0,72,10,6,10,0,6,0,3,3,0,41,9,5,7,0,6,5,5,0,0,35,4,5,6,0,0,4,8,3,0,26,9,3,16,3,3,0,13,0,0,62,4,0,4,0,0,0,0,0,0,6,5,3,10,0,0,0,0,0,0,18
LGA57840,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,23,35,4,10,16,16,6,3,3,9,79,141,14,24,7,13,18,8,3,10,0,92,9,53,13,146,16,154,5,82,7,484,20,63,15,199,63,95,11,97,8,566,24,67,41,158,54,84,4,68,9,519,31,83,64,191,73,61,6,78,15,590,42,132,88,290,145,79,14,129,16,925,54,181,141,375,198,83,20,120,19,1194,99,295,204,426,251,89,18,124,22,1524,137,429,260,313,291,95,27,92,23,1656,137,428,233,132,217,75,22,43,15,1305,169,546,163,77,184,46,23,23,22,1250,144,543,85,45,104,28,11,19,14,989,382,1034,90,34,121,47,31,16,14,1767,137,213,23,9,29,19,3,6,6,438,261,342,25,3,35,30,3,4,15,716
LGA57910,4,18,5,3,4,5,3,7,12,50,0,0,0,0,0,0,0,0,6,9,4,6,0,0,0,0,0,0,9,18,3,12,21,12,6,4,4,4,143,208,29,74,105,73,33,33,46,74,453,916,67,76,49,67,57,68,18,59,30,481,31,175,81,551,123,973,59,574,35,2608,88,283,162,592,253,932,91,520,45,2954,110,315,241,631,336,718,108,445,44,2944,120,341,389,788,447,746,172,580,49,3628,205,559,715,1313,759,968,224,787,66,5588,366,763,932,1437,1048,972,376,868,73,6839,707,1197,1427,1666,1593,928,631,1095,142,9389,1090,1858,2015,1480,2253,809,656,919,152,11239,1040,2198,1703,833,1712,522,376,476,143,8992,1189,2423,1488,524,1061,389,269,298,107,7747,922,2191,933,278,515,243,161,153,91,5488,2468,3916,1152,298,662,343,156,185,112,9293,724,681,199,37,121,83,23,30,30,1920,1381,1164,188,32,160,169,23,28,35,3189
LGA57980,4,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,6,0,0,0,0,34,44,3,17,17,9,9,4,3,14,97,171,19,20,0,11,11,13,0,7,8,86,10,44,7,109,28,136,0,98,14,436,11,69,20,130,72,122,9,80,8,527,10,80,27,153,75,87,8,75,9,532,29,99,53,142,110,83,11,73,15,611,57,181,81,244,189,123,12,90,14,994,72,242,95,285,254,118,12,80,11,1171,112,440,175,290,342,101,24,88,20,1593,175,812,273,253,557,115,30,119,35,2372,190,974,211,161,426,92,28,40,20,2137,232,1058,188,93,293,67,15,51,13,2015,185,841,121,64,160,50,29,25,17,1487,596,1556,218,56,216,91,69,30,23,2853,236,391,40,11,49,19,13,5,3,769,719,960,41,7,55,62,6,4,28,1885
LGA58050,3,5,3,0,0,0,0,3,14,27,0,0,0,0,0,0,0,0,4,7,0,0,4,0,0,0,0,0,11,11,0,8,11,4,7,3,9,7,127,169,23,46,83,61,36,13,54,56,410,777,72,34,60,38,58,61,29,64,24,433,48,106,51,383,100,753,64,547,35,2087,76,128,127,451,150,671,129,519,26,2285,99,152,242,395,238,530,136,430,35,2250,115,168,339,489,257,512,155,530,23,2588,209,300,582,804,553,728,263,739,60,4235,325,399,825,1021,714,695,438,778,71,5268,542,599,1236,1098,1093,672,1009,999,94,7332,861,1006,1791,1015,1587,562,1309,867,139,9141,764,1211,1388,562,1163,335,883,450,116,6862,825,1565,1244,458,738,271,643,262,80,6075,639,1399,839,375,362,156,494,170,70,4503,1581,2285,1213,556,394,200,589,155,96,7065,479,351,207,35,59,39,105,18,25,1334,733,557,175,32,73,51,59,31,28,1729
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,6,3,0,12,3,0,0,0,0,0,0,0,0,9,6,0,5,0,0,4,0,6,0,18,13,4,0,0,0,0,0,3,0,22,7,0,0,0,0,0,3,3,0,16,4,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,8
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,4,7,0,3,0,3,0,0,0,0,14,0,0,0,5,0,0,7,5,0,17,6,0,0,9,7,4,4,0,4,30,9,5,0,3,3,0,0,5,0,32,6,3,3,5,3,0,7,4,0,31,8,0,5,0,0,0,6,3,0,23,4,7,9,0,3,0,0,6,0,25,17,4,7,6,4,0,6,0,5,43,6,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,11
LGA58330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,17,8,0,0,0,3,0,0,4,0,16,0,0,0,0,5,14,0,0,0,32,4,5,3,3,6,4,0,10,0,39,3,3,4,0,8,0,0,3,5,40,10,0,4,7,11,5,3,15,0,60,16,14,15,14,6,7,3,15,3,93,17,4,10,8,7,3,7,8,5,78,12,9,10,14,14,11,9,7,0,74,20,9,27,17,15,8,11,10,4,129,15,9,15,4,11,0,13,7,3,76,12,13,13,3,7,0,13,11,0,74,5,13,6,3,0,4,9,7,0,39,21,14,3,6,3,0,8,3,0,64,5,0,4,0,0,0,0,0,0,14,13,3,0,0,0,0,0,0,0,20
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,0,0,0,0,10,0,0,0,4,0,0,0,3,0,12,3,0,0,7,0,0,5,0,0,16,3,0,0,3,0,0,3,5,0,15,6,4,0,4,0,0,0,0,0,15,4,0,0,0,0,0,0,5,0,13,3,4,4,0,3,0,4,0,0,12,3,0,0,0,0,0,0,0,0,6,7,3,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,7,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5
LGA58510,0,3,0,0,0,0,0,4,9,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,9,0,9,3,6,4,0,0,0,53,70,13,29,37,15,18,12,19,18,175,337,18,18,18,27,14,14,3,14,13,127,20,76,27,261,72,225,19,178,19,899,42,127,54,367,88,162,28,159,13,1038,41,101,83,366,94,127,33,190,17,1055,57,135,105,424,99,122,52,229,17,1238,92,303,232,646,247,158,93,324,37,2121,118,322,302,698,295,175,98,328,32,2375,212,474,487,838,465,179,161,357,38,3207,366,784,656,943,699,201,164,328,53,4189,346,876,517,573,551,130,91,171,50,3314,398,1070,413,388,401,104,81,107,27,2999,356,900,255,176,198,59,64,54,22,2092,886,1761,336,128,219,80,74,75,28,3587,267,325,89,16,51,27,14,17,7,823,564,424,87,36,48,43,16,17,23,1261
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,0,10,0,0,0,4,0,0,0,4,0,6,0,0,0,3,0,0,4,3,0,11,3,0,0,0,0,0,0,7,0,14,12,0,0,0,3,4,0,5,0,23,5,0,0,3,3,6,0,7,0,25,9,0,0,0,0,0,3,5,0,27,9,0,0,0,0,0,3,11,0,40,17,0,5,6,3,0,14,11,0,52,14,8,6,0,0,0,6,7,0,50,19,3,5,0,3,0,5,9,0,51,11,4,3,0,0,0,5,6,0,28,26,0,12,0,0,0,3,5,0,53,8,0,3,0,0,0,0,0,0,11,13,0,0,0,0,0,0,0,0,18
LGA58570,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,4,0,6,5,0,0,0,0,0,29,39,10,24,20,26,11,12,9,13,110,228,19,17,20,19,15,7,0,13,8,122,14,43,16,173,38,164,6,128,8,591,25,64,46,241,82,141,13,149,8,769,31,97,56,242,100,128,13,120,9,800,44,106,96,288,121,131,21,149,11,962,88,200,171,418,219,210,31,196,21,1557,111,270,254,433,331,209,48,150,22,1826,226,430,360,452,438,179,68,169,33,2357,333,701,449,431,583,186,70,138,44,2929,291,856,344,234,543,116,50,106,39,2591,342,923,280,196,393,101,36,73,48,2396,314,776,169,136,228,88,46,21,27,1806,922,1537,289,123,314,103,100,38,46,3474,295,325,59,10,66,38,18,3,10,825,490,494,40,12,47,76,3,4,9,1178
LGA58610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,3,0,0,0,3,0,11,5,0,0,0,3,3,0,9,0,22,0,0,0,5,0,3,0,4,0,16,8,0,0,0,4,5,0,9,0,27,0,0,10,3,0,5,0,5,0,28,7,0,0,14,7,7,3,6,0,42,10,4,4,10,7,6,0,15,0,55,11,3,0,11,16,10,6,12,9,78,21,7,22,5,11,5,8,21,0,104,23,10,10,0,6,0,9,10,0,72,13,3,11,0,4,0,9,0,0,38,17,8,4,0,6,0,5,5,0,44,23,8,6,0,5,4,13,4,0,55,8,0,0,0,0,0,0,0,0,17,4,0,0,0,3,0,0,0,0,15
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,4,0,11,3,0,4,0,0,0,0,0,0,14,6,0,5,0,3,0,0,3,0,19,8,0,0,0,6,0,3,10,0,19,9,0,0,0,0,0,4,0,0,12,12,0,4,0,0,0,5,5,0,22,4,0,0,0,0,0,0,4,0,7,10,3,0,0,0,0,4,3,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
LGA58760,0,5,4,0,3,0,0,0,21,37,4,0,0,0,0,0,0,0,7,11,0,0,0,0,0,0,0,0,3,7,0,5,15,9,0,0,6,0,108,145,14,33,70,33,26,8,33,45,307,565,70,34,49,49,60,36,26,51,31,395,54,110,95,404,79,763,92,596,23,2223,79,144,141,394,181,623,96,491,15,2169,106,148,233,433,233,465,122,454,29,2219,108,136,397,505,291,413,126,455,30,2457,233,261,633,894,512,604,223,709,40,4103,323,382,814,1056,610,550,375,750,66,4922,485,457,1259,1197,884,507,679,970,97,6535,702,720,1717,801,1120,397,798,762,97,7107,677,832,1312,411,728,270,484,407,74,5193,666,1105,1106,248,473,202,386,288,53,4525,576,982,711,179,221,114,267,166,39,3263,1141,1484,787,164,237,172,234,173,62,4458,342,189,162,15,42,38,39,24,19,873,539,356,106,13,60,62,37,24,17,1211
LGA58820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,5,0,22,29,0,0,0,0,0,0,0,0,3,15,3,0,4,12,0,12,0,9,0,33,0,0,9,4,0,3,0,9,0,33,0,5,0,3,7,12,0,6,5,41,12,0,17,14,15,6,7,23,0,89,14,4,20,19,15,10,3,20,5,113,10,4,41,26,18,6,12,20,0,129,13,3,35,15,17,7,22,29,0,147,24,5,47,11,33,8,33,23,5,187,23,11,34,7,22,7,50,24,5,183,18,13,47,9,16,4,61,11,3,186,10,15,64,5,10,3,96,20,5,224,39,74,245,11,15,4,218,33,13,650,15,33,65,0,0,0,23,5,3,150,45,23,23,0,3,0,16,3,0,122
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,4,0,13,4,0,0,0,0,0,0,5,0,7,14,0,0,0,3,0,0,0,0,19,5,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,10,14,0,0,4,0,0,3,3,0,33,10,0,4,0,0,0,0,4,0,28,14,0,0,0,3,0,7,9,0,34,32,4,3,0,0,0,3,10,0,56,11,7,9,0,0,0,0,5,0,27,29,0,0,0,0,0,0,0,0,37,14,0,0,0,0,0,0,0,0,20,20,7,0,0,0,0,0,0,0,35,3,0,0,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,11
