POW_LGA_CODE_2021,TaTW_1500_1749_A_45_54,TaTW_1500_1749_A_55_64,TaTW_1500_1749_A_65_74,TaTW_1500_1749_A_75ov,TaTW_1500_1749_Tot,TaTW_1750_1999_A_15_19,TaTW_1750_1999_A_20_24,TaTW_1750_1999_A_25_34,TaTW_1750_1999_A_35_44,TaTW_1750_1999_A_45_54,TaTW_1750_1999_A_55_64,TaTW_1750_1999_A_65_74,TaTW_1750_1999_A_75ov,TaTW_1750_1999_Tot,TaTW_2000_2999_A_15_19,TaTW_2000_2999_A_20_24,TaTW_2000_2999_A_25_34,TaTW_2000_2999_A_35_44,TaTW_2000_2999_A_45_54,TaTW_2000_2999_A_55_64,TaTW_2000_2999_A_65_74,TaTW_2000_2999_A_75ov,TaTW_2000_2999_Tot,TaTW_3000_3499_A_15_19,TaTW_3000_3499_A_20_24,TaTW_3000_3499_A_25_34,TaTW_3000_3499_A_35_44,TaTW_3000_3499_A_45_54,TaTW_3000_3499_A_55_64,TaTW_3000_3499_A_65_74,TaTW_3000_3499_A_75ov,TaTW_3000_3499_Tot,TaTW_3500mo_A_15_19,TaTW_3500mo_A_20_24,TaTW_3500mo_A_25_34,TaTW_3500mo_A_35_44,TaTW_3500mo_A_45_54,TaTW_3500mo_A_55_64,TaTW_3500mo_A_65_74,TaTW_3500mo_A_75ov,TaTW_3500mo_Tot,TaTW_PINS_A_15_19,TaTW_PINS_A_20_24,TaTW_PINS_A_25_34,TaTW_PINS_A_35_44,TaTW_PINS_A_45_54,TaTW_PINS_A_55_64,TaTW_PINS_A_65_74,TaTW_PINS_A_75ov,TaTW_PINS_Tot,TaTW_Tot_A_15_19,TaTW_Tot_A_20_24,TaTW_Tot_A_25_34,TaTW_Tot_A_35_44,TaTW_Tot_A_45_54,TaTW_Tot_A_55_64,TaTW_Tot_A_65_74,TaTW_Tot_A_75ov,TaTW_Tot_Tot,CoPSW_NNI_A_15_19,CoPSW_NNI_A_20_24,CoPSW_NNI_A_25_34,CoPSW_NNI_A_35_44,CoPSW_NNI_A_45_54,CoPSW_NNI_A_55_64,CoPSW_NNI_A_65_74,CoPSW_NNI_A_75ov,CoPSW_NNI_Tot,CoPSW_1_149_A_15_19,CoPSW_1_149_A_20_24,CoPSW_1_149_A_25_34,CoPSW_1_149_A_35_44,CoPSW_1_149_A_45_54,CoPSW_1_149_A_55_64,CoPSW_1_149_A_65_74,CoPSW_1_149_A_75ov,CoPSW_1_149_Tot,CoPSW_150_299_A_15_19,CoPSW_150_299_A_20_24,CoPSW_150_299_A_25_34,CoPSW_150_299_A_35_44,CoPSW_150_299_A_45_54,CoPSW_150_299_A_55_64,CoPSW_150_299_A_65_74,CoPSW_150_299_A_75ov,CoPSW_150_299_Tot,CoPSW_300_399_A_15_19,CoPSW_300_399_A_20_24,CoPSW_300_399_A_25_34,CoPSW_300_399_A_35_44,CoPSW_300_399_A_45_54,CoPSW_300_399_A_55_64,CoPSW_300_399_A_65_74,CoPSW_300_399_A_75ov,CoPSW_300_399_Tot,CoPSW_400_499_A_15_19,CoPSW_400_499_A_20_24,CoPSW_400_499_A_25_34,CoPSW_400_499_A_35_44,CoPSW_400_499_A_45_54,CoPSW_400_499_A_55_64,CoPSW_400_499_A_65_74,CoPSW_400_499_A_75ov,CoPSW_400_499_Tot,CoPSW_500_649_A_15_19,CoPSW_500_649_A_20_24,CoPSW_500_649_A_25_34,CoPSW_500_649_A_35_44,CoPSW_500_649_A_45_54,CoPSW_500_649_A_55_64,CoPSW_500_649_A_65_74,CoPSW_500_649_A_75ov,CoPSW_500_649_Tot,CoPSW_650_799_A_15_19,CoPSW_650_799_A_20_24,CoPSW_650_799_A_25_34,CoPSW_650_799_A_35_44,CoPSW_650_799_A_45_54,CoPSW_650_799_A_55_64,CoPSW_650_799_A_65_74,CoPSW_650_799_A_75ov,CoPSW_650_799_Tot,CoPSW_800_999_A_15_19,CoPSW_800_999_A_20_24,CoPSW_800_999_A_25_34,CoPSW_800_999_A_35_44,CoPSW_800_999_A_45_54,CoPSW_800_999_A_55_64,CoPSW_800_999_A_65_74,CoPSW_800_999_A_75ov,CoPSW_800_999_Tot,CoPSW_1000_1249_A_15_19,CoPSW_1000_1249_A_20_24,CoPSW_1000_1249_A_25_34,CoPSW_1000_1249_A_35_44,CoPSW_1000_1249_A_45_54,CoPSW_1000_1249_A_55_64,CoPSW_1000_1249_A_65_74,CoPSW_1000_1249_A_75ov,CoPSW_1000_1249_Tot,CoPSW_1250_1499_A_15_19,CoPSW_1250_1499_A_20_24,CoPSW_1250_1499_A_25_34,CoPSW_1250_1499_A_35_44,CoPSW_1250_1499_A_45_54,CoPSW_1250_1499_A_55_64,CoPSW_1250_1499_A_65_74,CoPSW_1250_1499_A_75ov,CoPSW_1250_1499_Tot,CoPSW_1500_1749_A_15_19,CoPSW_1500_1749_A_20_24,CoPSW_1500_1749_A_25_34,CoPSW_1500_1749_A_35_44,CoPSW_1500_1749_A_45_54,CoPSW_1500_1749_A_55_64,CoPSW_1500_1749_A_65_74,CoPSW_1500_1749_A_75ov,CoPSW_1500_1749_Tot,CoPSW_1750_1999_A_15_19,CoPSW_1750_1999_A_20_24,CoPSW_1750_1999_A_25_34,CoPSW_1750_1999_A_35_44,CoPSW_1750_1999_A_45_54,CoPSW_1750_1999_A_55_64,CoPSW_1750_1999_A_65_74,CoPSW_1750_1999_A_75ov,CoPSW_1750_1999_Tot,CoPSW_2000_2999_A_15_19,CoPSW_2000_2999_A_20_24,CoPSW_2000_2999_A_25_34,CoPSW_2000_2999_A_35_44,CoPSW_2000_2999_A_45_54,CoPSW_2000_2999_A_55_64,CoPSW_2000_2999_A_65_74,CoPSW_2000_2999_A_75ov,CoPSW_2000_2999_Tot,CoPSW_3000_3499_A_15_19,CoPSW_3000_3499_A_20_24,CoPSW_3000_3499_A_25_34,CoPSW_3000_3499_A_35_44,CoPSW_3000_3499_A_45_54,CoPSW_3000_3499_A_55_64,CoPSW_3000_3499_A_65_74,CoPSW_3000_3499_A_75ov,CoPSW_3000_3499_Tot,CoPSW_3500mo_A_15_19,CoPSW_3500mo_A_20_24,CoPSW_3500mo_A_25_34,CoPSW_3500mo_A_35_44,CoPSW_3500mo_A_45_54,CoPSW_3500mo_A_55_64,CoPSW_3500mo_A_65_74,CoPSW_3500mo_A_75ov,CoPSW_3500mo_Tot,CoPSW_PINS_A_15_19,CoPSW_PINS_A_20_24,CoPSW_PINS_A_25_34,CoPSW_PINS_A_35_44,CoPSW_PINS_A_45_54,CoPSW_PINS_A_55_64
LGA56090,29,28,10,0,144,0,4,19,39,18,11,4,0,93,0,8,33,22,44,10,3,0,110,0,0,5,0,8,4,0,0,13,0,0,0,4,0,0,0,0,11,0,3,0,3,0,5,3,0,19,60,137,292,292,305,216,82,8,1390,0,0,0,8,0,0,0,0,4,58,4,0,6,7,3,0,0,79,24,5,13,8,9,6,0,0,71,16,8,11,12,7,7,0,0,62,10,19,10,11,16,8,7,0,82,6,26,17,27,33,16,8,3,137,13,25,22,31,30,23,7,0,149,0,20,32,34,49,41,8,0,178,0,13,24,32,34,24,5,0,132,0,0,17,17,17,31,8,0,98,0,3,30,42,55,55,12,0,196,0,0,26,33,40,43,0,0,143,0,0,10,27,21,27,6,0,89,0,0,0,0,6,0,0,0,4,0,0,0,0,5,0,0,0,3,3,0,0,0,0,0
LGA56160,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,28,30,0,0,118,0,7,36,25,41,33,5,0,149,0,8,111,124,123,104,15,0,483,0,0,26,34,30,17,0,0,110,0,0,11,12,23,8,0,0,53,0,0,0,0,0,3,0,0,14,70,146,331,323,331,292,53,6,1542,0,0,0,0,4,3,0,0,6,23,0,0,4,0,3,0,0,30,15,3,5,0,4,4,0,0,41,9,6,6,4,6,4,0,0,39,9,6,11,8,3,9,0,0,47,8,17,20,17,10,19,3,0,83,9,11,16,14,13,16,4,0,79,3,3,15,14,22,12,0,0,71,0,4,14,19,7,13,0,0,67,0,0,3,0,5,4,0,0,11,0,0,8,0,0,3,0,0,16,0,0,4,3,3,0,0,0,13,0,0,3,3,15,9,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
LGA56300,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,17,10,0,43,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,15,10,3,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,8,3,0,0,28,0,0,3,6,4,5,0,0,21,0,0,7,5,0,6,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,16,37,56,46,52,58,10,3,280,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,9,0,3,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,16,0,11,7,10,8,5,0,0,37,5,9,8,9,11,10,4,0,53,0,4,19,14,15,5,0,0,64,0,3,10,3,15,15,3,0,48,0,0,4,7,3,9,0,0,25,0,0,4,0,4,3,0,0,19,0,0,0,0,0,0,0,0,3,0,0,3,6,3,9,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0
LGA56580,30,29,7,0,171,0,7,29,28,39,18,0,0,116,0,0,41,37,32,16,0,0,137,0,0,6,3,9,0,0,0,19,0,0,0,0,7,0,0,0,12,0,0,0,4,0,0,0,0,8,30,112,403,283,250,170,49,4,1300,4,0,0,0,0,0,0,0,13,100,19,5,6,0,3,0,0,143,42,56,16,6,6,13,3,0,133,24,39,12,13,7,5,0,0,111,13,58,20,21,10,8,0,0,135,11,62,42,38,15,28,10,0,207,0,60,64,32,33,33,13,0,240,7,51,76,53,43,32,15,0,283,0,26,99,54,69,50,12,0,313,0,17,65,55,32,35,9,0,214,0,7,36,43,21,21,0,0,127,0,6,28,32,22,7,3,0,102,0,3,64,58,32,23,3,0,175,0,0,4,10,12,3,0,0,29,0,0,3,0,7,0,0,0,15,0,0,0,0,3,0
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,4,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,8,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,23,10,4,0,69,0,4,11,6,11,8,0,0,45,0,3,10,18,12,11,0,0,49,0,0,0,3,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,47,74,121,105,132,124,26,0,637,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,6,5,3,6,5,0,3,0,0,19,0,4,0,0,7,0,0,0,22,0,0,4,10,0,7,3,0,29,5,10,10,4,10,10,9,0,56,3,9,9,5,25,10,5,0,61,0,12,13,22,26,17,4,0,92,0,9,23,34,21,30,6,0,114,0,4,13,23,16,14,3,0,72,0,3,16,12,17,8,6,0,69,0,3,4,17,10,9,5,0,45,0,0,7,15,26,15,3,0,67,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0
LGA56790,3,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,3,4,9,0,0,0,20,0,0,0,0,0,3,0,0,9,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,8,4,13,23,27,24,14,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,9,0,0,3,0,0,3,0,0,9,0,0,5,0,0,5,0,0,9,0,5,5,5,6,0,0,0,20,0,0,3,4,7,0,0,0,11,0,3,3,3,8,3,0,0,22,0,0,4,0,0,0,3,0,11,0,0,0,3,4,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,4,0,0,0,8,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,20,15,6,0,76,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,31,7,9,3,0,0,0,0,0,23,0,5,0,0,0,0,0,0,11,3,4,0,0,0,0,0,0,12,0,4,5,0,3,3,0,0,18,0,0,0,0,0,4,6,0,8,0,3,4,4,3,4,0,0,20,0,0,15,3,3,3,0,0,23,0,0,5,0,6,0,0,0,14,0,0,0,3,0,0,0,0,5,0,0,8,0,0,0,0,0,8,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57000,0,3,0,0,10,0,0,4,0,0,3,0,0,19,0,0,30,27,25,25,0,0,110,0,5,9,20,9,6,0,0,42,0,0,3,6,3,3,0,0,24,0,0,0,0,0,0,0,0,4,0,12,61,59,45,39,5,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,266,179,33,0,1237,0,25,230,324,245,153,38,0,1022,0,32,541,850,618,380,50,4,2463,0,10,174,318,288,141,22,0,954,0,9,214,446,421,222,23,0,1330,0,11,26,21,24,19,9,0,108,230,902,3252,3495,2562,1624,319,16,12400,6,11,9,11,0,3,3,0,48,150,85,25,16,5,8,0,0,289,144,244,84,47,25,25,7,0,585,90,245,147,62,35,26,12,0,613,78,260,187,78,36,34,17,0,694,41,353,338,152,83,76,28,0,1072,36,317,396,172,101,111,42,5,1188,33,258,478,246,151,141,42,0,1354,16,199,498,354,261,254,61,0,1646,6,103,338,256,169,149,36,5,1062,4,62,242,202,149,120,24,0,803,0,23,177,179,203,117,9,0,717,0,16,215,354,486,210,18,0,1294,0,3,10,21,64,28,3,0,130,0,3,13,22,27,22,0,0,97,11,15,28,14,6,10
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,4,6,8,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,6,0,0,0,0,0,5,0,0,6,0,0,4,0,0,0,0,0,7,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,9,3,4,0,31,0,0,6,3,0,0,0,0,9,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,34,43,54,34,22,0,234,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,10,4,0,0,0,0,0,0,0,7,0,0,4,0,4,0,0,0,9,0,0,0,0,0,0,0,0,3,7,0,0,3,3,4,3,0,15,0,0,0,5,9,0,4,0,15,0,0,0,4,5,12,4,0,21,0,0,6,3,9,11,0,0,29,0,0,0,0,0,0,0,0,7,0,0,4,0,6,0,0,0,14,0,0,0,0,3,4,0,0,11,0,0,0,4,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
LGA57280,38,16,7,0,201,0,22,77,62,46,29,0,0,252,4,38,286,248,166,93,20,0,853,0,6,180,153,88,52,11,0,495,0,12,117,156,102,50,9,0,438,0,6,9,6,3,0,0,0,23,77,169,821,757,509,299,63,0,2700,0,0,0,0,0,0,0,0,5,8,0,5,0,0,0,0,0,14,15,3,7,3,0,0,0,0,30,4,0,9,7,0,5,0,0,25,4,0,8,11,0,0,0,0,25,4,3,13,13,10,4,0,0,48,8,7,14,22,8,3,0,0,56,5,10,20,30,6,8,0,0,79,0,11,29,27,25,5,4,0,105,0,3,26,25,18,14,3,0,84,0,3,18,16,16,11,3,0,68,0,3,14,14,5,5,0,0,41,0,6,34,37,19,19,0,0,120,0,0,0,8,0,0,0,0,6,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,8,0,0,0,0,0,5,0,0,4,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,10,9,0,0,33,0,0,12,14,7,8,0,0,43,0,5,55,37,38,23,0,0,158,0,0,28,13,23,10,0,0,75,0,0,10,5,7,5,0,0,29,0,0,0,3,3,8,0,0,16,7,21,123,85,106,76,11,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,6,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,9,0,0,3,3,3,5,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,4,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57490,107,67,11,0,625,6,23,156,112,83,49,4,0,430,0,31,198,184,135,75,4,0,623,0,3,20,35,29,16,0,0,106,0,3,10,17,12,19,0,0,61,5,10,8,9,11,4,0,0,52,248,697,1443,1042,901,635,116,18,5097,14,4,8,7,10,11,4,0,42,197,25,19,28,10,5,0,0,283,106,48,49,56,30,24,0,0,316,46,81,65,55,41,37,10,0,335,43,80,71,67,76,48,10,0,398,41,115,144,156,141,90,21,0,713,42,128,195,178,171,133,17,0,866,14,112,205,226,224,142,15,0,937,15,104,173,172,204,126,16,0,813,8,103,131,108,95,55,11,0,517,0,56,141,67,55,40,9,0,371,8,16,65,69,38,31,4,0,233,0,29,100,119,84,31,0,0,365,0,0,16,21,8,10,0,0,54,0,3,3,11,0,3,0,0,27,3,5,13,9,12,0
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,20,23,0,0,130,0,3,16,15,8,9,0,0,50,0,7,16,18,26,13,0,0,79,0,0,0,6,0,3,0,0,17,0,0,6,4,7,0,0,0,25,0,0,0,3,5,5,0,0,19,67,111,277,216,177,137,38,4,1033,0,0,0,0,0,0,0,0,6,39,4,6,6,3,0,0,0,56,27,3,12,5,11,0,0,0,61,8,16,11,10,0,11,4,0,61,8,19,12,13,15,5,0,0,67,11,24,35,24,14,8,4,0,119,10,36,34,31,16,27,5,0,149,4,27,33,20,22,13,3,0,132,6,14,29,23,29,11,3,0,109,0,6,7,9,10,3,0,0,43,0,0,6,9,20,27,5,0,62,0,0,11,11,9,17,5,0,52,0,0,6,20,18,13,0,0,62,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0
LGA57770,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,6,4,5,0,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,12,18,23,19,0,0,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,4,4,5,0,0,3,0,0,15,0,3,9,0,0,0,0,0,12,0,4,3,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57840,44,42,6,0,163,0,0,22,25,16,18,0,0,85,0,5,18,26,22,21,7,0,90,0,6,8,4,3,0,0,0,23,0,0,7,4,6,4,0,0,25,0,0,0,0,0,4,0,0,5,42,141,382,355,260,202,72,4,1449,4,6,0,9,0,0,0,0,13,80,25,13,10,10,0,4,0,146,71,73,26,8,10,5,0,0,199,29,54,28,12,15,14,5,0,158,18,61,36,27,20,14,8,0,191,22,74,71,43,29,27,17,0,290,11,89,101,57,51,52,12,0,375,7,56,128,104,67,49,11,0,426,0,29,109,73,62,40,5,0,313,0,11,43,31,26,22,0,0,132,0,3,30,10,19,15,4,0,77,0,0,15,9,7,14,0,0,45,0,0,9,6,7,4,4,0,34,0,0,5,4,4,0,0,0,9,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0
LGA57910,296,212,38,3,1488,0,33,244,268,232,146,16,0,933,0,28,260,375,293,169,30,3,1152,0,0,40,62,57,29,5,0,199,0,0,35,55,67,27,3,0,188,5,16,35,22,23,18,4,0,124,468,1330,3172,2678,2095,1560,442,52,11789,19,8,8,13,9,3,0,0,67,370,87,36,23,20,8,10,3,551,196,161,73,67,38,40,4,0,592,118,173,108,85,64,58,18,0,631,71,198,158,124,107,91,36,5,788,62,256,312,254,204,150,59,0,1313,33,216,378,299,256,190,70,3,1437,31,228,435,338,345,232,49,8,1666,11,136,396,315,304,260,49,0,1480,7,66,216,195,182,144,28,0,833,0,40,127,131,115,76,26,0,524,0,14,65,68,74,39,9,0,278,0,4,61,88,77,60,8,0,298,0,0,0,10,16,6,0,0,37,0,0,0,13,6,6,0,0,32,10,14,14,13,8,14
LGA57980,36,30,6,6,188,0,0,33,41,32,13,3,0,121,0,0,47,69,58,34,9,0,218,0,0,13,11,9,3,6,0,40,0,3,7,6,11,9,4,0,41,0,3,3,3,3,3,6,0,20,44,163,447,391,274,207,47,6,1582,3,0,3,0,0,3,0,0,11,75,19,7,3,5,3,4,0,109,50,48,11,10,8,5,0,0,130,11,51,37,24,17,11,3,0,153,13,48,32,13,20,14,4,0,142,3,63,71,45,30,29,7,0,244,11,57,88,49,40,27,10,0,285,0,60,88,58,45,34,6,0,290,0,15,65,60,40,54,14,5,253,0,14,43,40,30,31,9,0,161,0,0,24,27,23,16,0,0,93,0,0,24,20,10,9,0,0,64,0,0,16,14,17,4,3,0,56,0,0,0,0,4,0,0,0,11,0,0,0,0,0,3,0,0,7,0,0,5,4,8,4
