POW_LGA_CODE_2021,P_M1_Tram_or_LR_15_24,P_M1_Tram_or_LR_25_34,P_M1_Tram_or_LR_35_44,P_M1_Tram_or_LR_45_54,P_M1_Tram_or_LR_55_64,P_M1_Tram_or_LR_65_74,P_M1_Tram_or_LR_75ov,P_M1_Tram_or_LR_Tot,P_M1_Taxi_or_RSS_15_24,P_M1_Taxi_or_RSS_25_34,P_M1_Taxi_or_RSS_35_44,P_M1_Taxi_or_RSS_45_54,P_M1_Taxi_or_RSS_55_64,P_M1_Taxi_or_RSS_65_74,P_M1_Taxi_or_RSS_75ov,P_M1_Taxi_or_RSS_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_or_LR_15_24,P_M2_TrnTrm_or_LR_25_34,P_M2_TrnTrm_or_LR_35_44,P_M2_TrnTrm_or_LR_45_54,P_M2_TrnTrm_or_LR_55_64,P_M2_TrnTrm_or_LR_65_74,P_M2_TrnTrm_or_LR_75ov,P_M2_TrnTrm_or_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_or_LR_15_24,P_M2_BusTrm_or_LR_25_34,P_M2_BusTrm_or_LR_35_44,P_M2_BusTrm_or_LR_45_54,P_M2_BusTrm_or_LR_55_64,P_M2_BusTrm_or_LR_65_74,P_M2_BusTrm_or_LR_75ov,P_M2_BusTrm_or_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
LGA56090,0,0,0,0,0,0,0,0,9,5,0,5,0,0,0,18,828,1109,1266,1452,1212,329,38,6233,243,51,34,46,41,14,0,429,0,13,12,30,40,9,0,105,3,4,0,0,5,6,0,25,5,5,6,4,7,0,0,36,8,11,15,7,8,0,4,55,29,16,18,24,27,18,0,142,1140,1219,1361,1577,1347,378,48,7080,4,5,7,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,8,5,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,7,9,15,4,5,7,0,56,20,19,25,15,13,3,0,93
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,8,0,0,5,0,0,0,0,14,0,8,9,4,8,9,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,529,761,917,1051,815,170,18,4266,115,42,38,33,28,3,0,256,7,0,15,14,14,4,0,60,0,0,0,0,6,0,0,15,4,5,4,0,0,5,0,12,3,4,5,6,6,4,0,32,20,16,14,17,21,8,3,111,690,839,1004,1128,894,202,25,4781,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,9,12,9,0,0,0,40,8,10,13,9,0,0,0,48
LGA56300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,47,74,78,17,5,264,4,0,3,0,5,5,0,14,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,5,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,4,0,8,13,3,12,7,3,48,18,36,62,83,102,32,13,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
LGA56370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,56,41,47,41,15,4,216,3,5,0,0,5,0,0,12,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,10,4,12,5,9,11,4,0,42,21,71,46,59,61,24,7,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,6
LGA56460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,286,317,365,368,119,11,1656,34,20,16,12,7,4,0,95,0,0,4,5,11,4,0,17,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,9,0,0,0,7,3,3,0,11,24,26,15,23,24,12,0,125,247,339,352,417,425,141,11,1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,4,0,0,0,0,13,0,7,8,0,0,0,0,16
LGA56580,0,0,0,0,4,0,0,4,4,13,0,13,11,4,0,38,1042,2144,1979,1974,1542,496,48,9236,116,71,63,70,51,17,5,392,0,4,8,5,6,4,0,20,3,11,7,7,8,4,0,46,19,30,41,40,31,7,0,162,4,9,6,13,0,0,0,36,51,46,34,31,29,15,5,212,1311,2430,2210,2187,1718,568,53,10481,30,29,30,22,24,3,0,138,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,17,0,0,0,0,0,0,0,7,0,0,3,0,5,0,0,3,39,39,36,28,28,3,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,7,3,0,0,0,0,0,20,0,4,4,0,0,0,0,15,10,11,10,5,0,0,0,39,9,21,9,5,12,0,0,59,54,71,52,41,45,8,0,277
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,10,14,15,12,0,58,0,3,0,3,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,0,0,9,10,18,26,16,25,3,0,110,14,40,37,37,55,14,0,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,10,408,582,676,811,771,218,13,3483,130,44,28,39,33,8,0,282,4,8,4,8,0,0,0,28,4,0,0,5,0,0,0,9,0,0,3,0,0,0,0,11,3,0,0,4,3,0,0,15,38,23,22,28,31,22,3,164,588,664,741,902,847,250,20,4007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,3,17,4,0,0,42,3,19,7,17,6,0,0,51
LGA56790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,64,94,140,168,59,4,574,13,6,9,10,8,0,0,47,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,0,0,5,7,3,0,20,4,3,4,3,4,0,0,16,9,18,20,17,22,6,0,91,79,93,132,180,221,69,8,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,4,3,3,0,0,0,11,3,4,3,3,4,0,0,16
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,8,11,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,8,8,14,4,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,166,131,159,125,37,5,733,11,4,3,3,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,16,3,0,9,3,3,0,35,163,179,139,175,141,45,6,835,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,6,0,0,4,0,0,0,10
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,38,52,41,37,8,0,184,5,10,8,8,4,4,0,32,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,50,42,32,30,7,0,169,3,4,3,10,11,3,3,44,47,138,136,117,105,25,5,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,5,0,0,11,0,4,4,8,5,0,0,17,0,0,10,5,3,0,0,14,0,7,4,6,3,0,0,30
LGA57080,0,3,3,0,0,0,0,10,96,282,227,104,67,11,6,788,4339,13684,16883,14446,9004,2243,193,60799,881,2039,1496,1232,938,229,19,6831,0,13,11,17,18,0,0,60,13,171,202,219,130,21,0,761,96,569,904,892,431,58,0,2959,135,556,548,370,203,27,0,1843,465,1508,958,494,408,101,7,3946,9649,28566,30102,23985,14991,3448,272,111017,858,1649,1947,1564,957,224,9,7208,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,727,1689,2195,1661,892,146,5,7325,170,305,249,203,147,20,0,1095,20,90,112,79,46,3,0,363,1788,3736,4500,3511,2044,395,16,15988,0,7,0,0,0,0,0,13,0,0,0,4,0,0,0,3,111,237,231,162,137,17,0,895,64,145,90,53,35,12,0,403,42,123,82,39,32,6,0,318,219,508,404,255,200,37,0,1641,83,253,225,184,114,16,0,874,2090,4501,5132,3955,2363,450,15,18502
LGA57140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,32,40,63,12,0,180,7,5,0,5,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,5,6,13,3,0,27,20,34,37,50,79,17,3,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,5,5,0,0,4,0,4,0,8
LGA57210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,215,261,331,258,69,16,1299,65,27,28,23,19,4,0,165,3,0,3,3,5,0,0,15,0,0,4,0,0,0,0,5,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,10,9,7,23,18,23,22,8,102,230,255,309,378,306,102,27,1607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,14,4,3,3,4,0,0,0,16
LGA57280,0,0,0,0,0,0,0,0,12,10,8,11,4,0,0,43,502,1685,1748,1234,849,160,4,6181,188,156,150,110,78,10,0,687,6,16,21,28,23,4,0,98,4,9,14,11,13,0,0,51,13,10,15,4,10,0,0,49,24,113,99,94,48,10,0,388,55,90,65,60,50,17,0,349,829,2140,2180,1603,1114,210,3,8078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,6,3,6,0,0,0,10,5,5,8,6,0,0,0,27,14,61,35,23,11,3,0,147,25,65,46,22,16,3,0,176
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,38,17,31,14,3,145,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,5,8,14,3,0,41,20,34,46,31,42,21,9,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,3,4,0,0,0,0,0,8
LGA57420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,149,137,137,130,24,6,622,14,21,5,11,16,3,0,68,3,13,4,4,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,14,28,23,24,20,3,0,116,20,25,7,22,17,3,3,90,128,312,229,266,245,44,16,1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,11,3,5,6,4,3,0,0,23,0,5,8,4,0,0,0,18,3,8,9,8,0,0,0,38
LGA57490,0,0,0,0,0,0,0,0,17,12,6,3,3,3,0,48,3636,5346,5332,5102,3656,714,53,23845,1078,250,195,153,124,30,0,1840,3,14,29,42,46,9,0,140,18,16,20,11,13,3,0,83,37,24,31,19,23,6,0,127,90,132,69,48,23,5,0,360,224,99,72,79,67,22,6,566,5314,5966,5815,5500,3999,798,66,27462,73,44,32,19,11,6,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,5,0,0,20,12,0,0,0,0,0,0,20,0,3,4,0,0,0,0,10,94,54,46,26,19,3,5,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,0,20,33,4,0,0,0,0,0,41,3,0,0,0,0,0,0,5,42,12,6,3,4,0,0,64,52,38,28,23,21,12,0,177,180,95,77,57,43,12,3,472
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,24,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,8,7,0,3,16,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
LGA57700,0,0,0,0,0,0,0,0,11,3,0,5,0,0,0,22,683,960,888,769,609,129,20,4063,237,64,37,25,15,4,0,377,0,21,13,28,32,9,0,103,0,0,0,0,0,0,0,4,3,0,4,0,5,0,0,9,4,0,14,7,7,8,0,33,36,14,20,38,40,18,0,163,985,1065,985,873,708,166,25,4798,5,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,10,10,8,5,4,0,0,32,15,14,10,5,7,0,0,54
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42,39,45,41,10,0,200,3,7,8,6,3,0,0,21,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,18,0,4,0,3,5,0,0,14,21,48,18,14,22,7,4,136,41,108,66,74,79,20,9,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,3,3,0,0,0,10
LGA57840,0,4,0,0,0,0,0,4,11,17,14,6,5,0,0,42,1159,1973,2076,1973,1472,445,47,9142,207,107,73,76,58,27,0,553,0,5,8,6,5,5,0,28,3,7,6,6,8,0,0,32,4,10,25,22,12,3,0,80,5,30,20,12,14,5,0,82,84,55,50,49,47,22,3,303,1586,2312,2311,2188,1639,504,49,10579,37,24,10,14,15,4,0,105,0,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,4,3,0,5,0,0,6,0,0,0,0,3,0,0,11,43,39,16,18,14,4,0,131,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,9,6,3,0,0,0,0,26,3,4,0,3,0,0,0,9,20,17,10,3,3,0,0,47,18,10,22,8,11,3,0,70,76,68,42,24,32,10,0,248
LGA57910,0,0,0,0,0,0,0,0,90,95,56,26,13,13,0,297,7629,13030,13257,12530,9120,2557,257,58376,1350,629,416,352,258,97,16,3117,9,43,65,62,63,23,4,271,19,41,36,50,38,6,0,191,46,64,80,79,67,15,0,355,53,102,112,90,81,18,0,467,237,199,148,150,127,53,8,926,9881,14624,14427,13552,9892,2820,289,65480,179,217,143,103,69,23,0,737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,44,26,20,23,0,0,139,14,13,5,3,0,0,0,43,5,8,4,3,3,3,0,24,218,279,186,131,104,32,0,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,11,10,6,3,0,55,53,16,11,6,3,0,0,88,10,11,3,0,0,0,0,30,76,44,25,14,9,5,0,177,77,113,75,55,54,11,6,393,370,437,285,204,162,51,7,1517
