POW_LGA_CODE_2021,NS_ArtsR_Bf_91,NS_ArtsR_91_95,NS_ArtsR_96_00,NS_ArtsR_01_05,NS_ArtsR_06_10,NS_ArtsR_11_15,NS_ArtsR_16_20,NS_ArtsR_2021,NS_ArtsR_NS,NS_ArtsR_Tot,NS_OthSvs_Bf_91,NS_OthSvs_91_95,NS_OthSvs_96_00,NS_OthSvs_01_05,NS_OthSvs_06_10,NS_OthSvs_11_15,NS_OthSvs_16_20,NS_OthSvs_2021,NS_OthSvs_NS,NS_OthSvs_Tot,NS_IDNS_Bf_91,NS_IDNS_91_95,NS_IDNS_96_00,NS_IDNS_01_05,NS_IDNS_06_10,NS_IDNS_11_15,NS_IDNS_16_20,NS_IDNS_2021,NS_IDNS_NS,NS_IDNS_Tot,NS_Tot_Bf_91,NS_Tot_91_95,NS_Tot_96_00,NS_Tot_01_05,NS_Tot_06_10,NS_Tot_11_15,NS_Tot_16_20,NS_Tot_2021,NS_Tot_NS,NS_Tot_Tot,Tot_AGFF_Bf_91,Tot_AGFF_91_95,Tot_AGFF_96_00,Tot_AGFF_01_05,Tot_AGFF_06_10,Tot_AGFF_11_15,Tot_AGFF_16_20,Tot_AGFF_2021,Tot_AGFF_NS,Tot_AGFF_Tot,Tot_Min_Bf_91,Tot_Min_91_95,Tot_Min_96_00,Tot_Min_01_05,Tot_Min_06_10,Tot_Min_11_15,Tot_Min_16_20,Tot_Min_2021,Tot_Min_NS,Tot_Min_Tot,Tot_Mnf_Bf_91,Tot_Mnf_91_95,Tot_Mnf_96_00,Tot_Mnf_01_05,Tot_Mnf_06_10,Tot_Mnf_11_15,Tot_Mnf_16_20,Tot_Mnf_2021,Tot_Mnf_NS,Tot_Mnf_Tot,Tot_EGWWS_Bf_91,Tot_EGWWS_91_95,Tot_EGWWS_96_00,Tot_EGWWS_01_05,Tot_EGWWS_06_10,Tot_EGWWS_11_15,Tot_EGWWS_16_20,Tot_EGWWS_2021,Tot_EGWWS_NS,Tot_EGWWS_Tot,Tot_Const_Bf_91,Tot_Const_91_95,Tot_Const_96_00,Tot_Const_01_05,Tot_Const_06_10,Tot_Const_11_15,Tot_Const_16_20,Tot_Const_2021,Tot_Const_NS,Tot_Const_Tot,Tot_WST_Bf_91,Tot_WST_91_95,Tot_WST_96_00,Tot_WST_01_05,Tot_WST_06_10,Tot_WST_11_15,Tot_WST_16_20,Tot_WST_2021,Tot_WST_NS,Tot_WST_Tot,Tot_RetT_Bf_91,Tot_RetT_91_95,Tot_RetT_96_00,Tot_RetT_01_05,Tot_RetT_06_10,Tot_RetT_11_15,Tot_RetT_16_20,Tot_RetT_2021,Tot_RetT_NS,Tot_RetT_Tot,Tot_AcFd_Bf_91,Tot_AcFd_91_95,Tot_AcFd_96_00,Tot_AcFd_01_05,Tot_AcFd_06_10,Tot_AcFd_11_15,Tot_AcFd_16_20,Tot_AcFd_2021,Tot_AcFd_NS,Tot_AcFd_Tot,Tot_TPW_Bf_91,Tot_TPW_91_95,Tot_TPW_96_00,Tot_TPW_01_05,Tot_TPW_06_10,Tot_TPW_11_15,Tot_TPW_16_20,Tot_TPW_2021,Tot_TPW_NS,Tot_TPW_Tot,Tot_IMT_Bf_91,Tot_IMT_91_95,Tot_IMT_96_00,Tot_IMT_01_05,Tot_IMT_06_10,Tot_IMT_11_15,Tot_IMT_16_20,Tot_IMT_2021,Tot_IMT_NS,Tot_IMT_Tot,Tot_FinIns_Bf_91,Tot_FinIns_91_95,Tot_FinIns_96_00,Tot_FinIns_01_05,Tot_FinIns_06_10,Tot_FinIns_11_15,Tot_FinIns_16_20,Tot_FinIns_2021,Tot_FinIns_NS,Tot_FinIns_Tot,Tot_RHRE_Bf_91,Tot_RHRE_91_95,Tot_RHRE_96_00,Tot_RHRE_01_05,Tot_RHRE_06_10,Tot_RHRE_11_15,Tot_RHRE_16_20,Tot_RHRE_2021,Tot_RHRE_NS,Tot_RHRE_Tot,Tot_ProSTS_Bf_91,Tot_ProSTS_91_95,Tot_ProSTS_96_00,Tot_ProSTS_01_05,Tot_ProSTS_06_10,Tot_ProSTS_11_15,Tot_ProSTS_16_20,Tot_ProSTS_2021,Tot_ProSTS_NS,Tot_ProSTS_Tot,Tot_AdSup_Bf_91,Tot_AdSup_91_95,Tot_AdSup_96_00,Tot_AdSup_01_05,Tot_AdSup_06_10,Tot_AdSup_11_15,Tot_AdSup_16_20,Tot_AdSup_2021,Tot_AdSup_NS,Tot_AdSup_Tot,Tot_PubAS_Bf_91,Tot_PubAS_91_95,Tot_PubAS_96_00,Tot_PubAS_01_05,Tot_PubAS_06_10,Tot_PubAS_11_15,Tot_PubAS_16_20,Tot_PubAS_2021,Tot_PubAS_NS,Tot_PubAS_Tot,Tot_EdTrn_Bf_91,Tot_EdTrn_91_95,Tot_EdTrn_96_00,Tot_EdTrn_01_05,Tot_EdTrn_06_10,Tot_EdTrn_11_15,Tot_EdTrn_16_20,Tot_EdTrn_2021,Tot_EdTrn_NS,Tot_EdTrn_Tot
LGA51540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,10,15,11,8,13,50,3,13,214,11,0,3,4,10,4,0,0,0,34,6,0,0,0,0,0,0,0,0,11,0,0,0,0,5,0,0,0,0,5,7,0,3,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,3,18,0,0,0,9,11,13,0,0,58,11,0,3,3,4,15,28,0,4,84,17,0,0,0,0,0,6,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,3,0,0,10,3,0,0,0,0,4,14,0,3,33,16,0,4,0,10,15,3,0,0,47,9,0,3,3,6,6,6,0,0,35
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,7,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
LGA51680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,5,3,3,6,11,0,0,65,23,3,7,6,20,11,3,0,0,82,11,0,4,0,5,6,0,0,0,17,0,0,0,0,0,0,0,0,0,5,10,0,0,0,8,8,3,0,0,33,9,0,0,3,0,0,0,0,0,12,0,0,0,6,8,6,3,0,0,20,10,0,0,8,6,4,0,0,0,23,10,0,0,0,3,3,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,6,0,4,4,4,0,0,0,0,16,4,0,4,8,0,0,5,0,0,21,5,0,0,4,0,10,0,0,0,21,13,0,0,0,9,4,0,0,0,33
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,4,8,4,0,0,50,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,5,0,0,0,14,14,0,0,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,10,10,4,0,0,0,3,5,0,0,22,4,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,19,4,0,3,7,7,0,0,0,47,66,4,3,15,23,21,3,0,5,142,12,0,0,0,0,0,3,0,0,18
LGA51750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7,10,0,0,0,4,0,3,0,0,15,12,5,3,5,11,7,3,0,0,41,5,0,0,0,0,0,0,0,0,4,26,0,9,10,19,18,8,0,0,93,6,5,3,7,6,3,9,0,0,28,93,17,38,61,76,77,70,4,4,446,28,8,10,30,50,68,91,0,7,285,4,0,0,0,4,0,6,0,0,19,5,0,0,0,0,3,0,0,0,8,25,0,0,4,9,7,8,0,0,55,27,0,3,6,7,0,7,0,0,54,48,3,14,18,24,15,10,0,7,139,13,0,4,7,17,10,26,0,0,77,18,0,9,3,6,6,4,0,0,53,129,23,43,61,83,60,48,0,8,454
LGA51820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,9,3,12,0,0,4,37,46,0,4,5,24,13,10,0,0,106,118,34,47,73,180,146,101,4,16,714,675,160,149,270,782,682,321,5,29,3081,145,38,58,72,199,152,49,0,7,713,552,118,148,252,651,554,216,8,23,2528,245,61,60,97,210,184,84,0,9,945,386,95,106,152,412,327,216,0,17,1715,111,28,55,95,340,309,235,0,12,1184,284,55,83,103,207,177,112,4,14,1052,8,4,4,6,16,7,8,0,0,58,58,6,23,23,42,52,10,0,0,207,84,13,19,21,42,36,9,0,3,228,243,65,74,121,229,227,125,0,7,1106,104,31,38,34,139,130,101,0,5,584,216,47,61,65,119,106,47,0,12,677,385,58,113,143,233,189,79,0,8,1206
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,0,0,0,0,0
LGA51890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,24,8,0,7,19,10,5,0,4,76,61,14,14,26,52,33,9,0,4,210,43,0,5,10,23,12,5,0,3,99,22,0,9,4,9,7,0,0,3,48,0,0,0,0,0,0,0,0,0,8,15,0,0,0,5,4,7,0,0,36,14,0,4,7,7,5,7,0,0,39,6,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,12,9,0,0,0,0,0,0,0,0,13,12,9,3,0,5,3,0,0,0,27,31,0,0,0,5,0,0,0,4,38
LGA51960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,107,24,41,60,160,116,55,0,12,572,9,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,6,0,0,7,6,0,0,0,7,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,17,0,0,0,4,4,0,5,0,0,17,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,12,3,4,0,0,24,13,0,0,4,12,0,4,0,0,31
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3
LGA52170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,6,0,0,19,0,0,0,0,0,0,0,0,0,3,28,3,6,4,18,18,4,0,0,81,0,0,0,0,0,0,0,0,0,9,23,9,9,8,18,28,28,0,0,127,18,5,18,23,45,63,93,0,5,270,0,0,3,0,4,0,0,0,0,11,3,0,0,0,0,0,3,0,0,8,24,0,0,4,4,0,3,0,0,34,8,7,0,7,7,3,0,0,0,34,29,6,4,11,4,12,8,0,3,78,0,0,0,3,5,7,4,0,0,24,14,0,3,5,8,5,5,0,0,44,17,0,6,5,3,9,0,0,0,43
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,6,3,5,7,11,16,3,6,63,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,0,0,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,10,26,15,14,5,6,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,10,4,0,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,3,0,0,0,0
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,3,0,0,22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,3,0,4,0,11,0,0,0,30
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,4,0,0,3,5,0,0,31,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,26,16,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,6,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,10,4,0,0,0,0,3,0,0,0,13
LGA52590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,23,0,4,0,8,7,31,0,3,80,18,3,3,4,12,12,0,0,0,50,3,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,17,0,0,0,9,4,6,0,0,38,0,0,0,0,0,0,0,0,0,3,6,0,0,3,6,0,11,0,0,31,15,0,0,3,7,5,18,0,0,53,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,4,6,0,0,0,0,4,6,0,0,17,12,0,0,0,0,0,0,0,0,16,13,0,4,0,0,3,0,0,0,22
LGA52660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,16,6,6,0,4,0,0,0,0,30,3,0,0,0,0,0,0,0,0,5,25,10,8,11,26,19,11,0,0,105,3,0,0,0,0,0,0,0,0,13,16,0,0,9,0,3,5,0,0,35,3,0,0,3,0,0,0,0,0,12,26,3,11,13,20,22,9,0,0,91,9,6,5,5,33,20,15,0,0,85,17,4,6,0,7,4,3,0,0,46,5,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,4,0,0,0,17,0,0,3,0,3,0,3,0,0,15,13,0,3,0,6,5,4,0,0,28,36,0,3,8,11,4,0,0,0,65
LGA52730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,4,0,3,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,15,5,6,5,0,6,8,0,3,50,0,0,0,0,0,0,0,0,0,0,17,0,3,0,3,0,0,0,0,26,5,0,0,0,0,0,0,0,0,8,13,0,6,4,7,4,4,0,0,42,18,6,4,5,6,7,11,0,6,64,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,10,22,0,3,4,0,6,0,0,0,40,0,0,5,4,5,4,6,0,0,17,16,0,0,4,5,5,0,0,0,29,37,6,3,6,4,3,0,0,0,59
LGA52800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,4,26,0,8,15,22,10,16,0,0,98,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,4,0,5,6,3,0,0,27,0,0,0,0,5,0,0,0,0,4,5,0,0,0,9,8,7,0,0,38,13,0,3,0,4,6,33,0,0,63,8,0,4,0,8,0,4,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,7,0,0,0,15,0,0,0,0,5,0,0,0,0,5,3,4,0,0,0,0,8,0,0,17,12,8,8,12,14,12,9,0,0,69,20,4,4,5,14,11,14,0,0,77
LGA52870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,5,7,8,11,23,0,6,96,8,0,0,0,0,6,0,0,0,8,12,0,0,0,5,0,3,0,5,27,0,0,0,0,0,0,0,0,0,5,10,0,0,3,0,0,3,0,0,23,0,6,0,0,0,0,0,0,0,7,11,0,5,3,11,0,5,0,4,39,8,3,3,5,12,5,0,0,0,43,10,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,13,5,0,32,5,3,0,0,0,9,0,0,0,19,25,0,0,0,4,0,0,0,0,30
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,7,8,21,17,15,3,6,103,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,4,0,0,0,4,8,13,0,3,30,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,5,0,0,3,0,0,0,0,0,5
LGA53150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,8,11,17,0,0,0,52,4,0,0,0,0,0,0,0,0,7,10,0,3,4,4,4,0,0,0,27,15,4,12,12,28,40,32,0,0,126,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,0,0,11,24,9,6,4,10,5,3,0,0,59,5,3,3,0,5,7,0,0,0,35,24,0,7,13,11,3,0,0,0,51,15,0,0,0,4,4,5,0,0,32
LGA53220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,11,0,0,4,27,4,0,0,3,5,0,9,0,3,19,846,211,331,372,930,735,263,9,66,3770,12,0,0,4,12,13,0,0,0,46,9,0,3,6,12,10,5,0,0,55,116,31,44,51,144,125,57,0,17,581,21,4,7,10,20,21,9,0,0,97,4,3,4,10,16,21,21,0,5,80,45,11,25,18,80,71,107,0,9,368,21,4,6,7,19,14,13,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,10,9,23,6,0,59,13,4,3,8,15,11,8,0,0,71,39,12,14,23,49,27,39,0,7,205,19,0,5,9,7,9,6,0,0,63,18,3,3,8,9,14,8,0,4,69
LGA53290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,57,4,8,7,24,12,29,0,9,158,5,0,0,0,5,3,0,0,0,12,7,0,0,0,0,4,12,0,0,26,4,0,8,0,0,3,0,0,0,18,22,4,4,0,7,5,8,0,3,49,14,6,0,5,3,7,0,0,0,34,18,4,4,12,12,17,9,0,0,83,19,0,6,10,22,18,18,0,5,97,26,5,6,12,13,7,5,0,0,80,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,0,0,10,6,0,0,0,6,0,0,0,0,10,17,0,0,5,10,0,4,0,0,37,8,0,5,0,4,3,0,0,0,21,24,4,10,7,10,14,3,0,0,69,49,4,16,10,27,14,3,0,0,122
