POW_LGA_CODE_2021,CIII_IV_1250_1499_Mng,CIII_IV_1250_1499_Pro,CIII_IV_1250_1499_TecTW,CIII_IV_1250_1499_CoPSW,CIII_IV_1250_1499_ClAW,CIII_IV_1250_1499_SWks,CIII_IV_1250_1499_MaOpDv,CIII_IV_1250_1499_Lab,CIII_IV_1250_1499_IDNS,CIII_IV_1250_1499_Tot,CIII_IV_1500_1749_Mng,CIII_IV_1500_1749_Pro,CIII_IV_1500_1749_TecTW,CIII_IV_1500_1749_CoPSW,CIII_IV_1500_1749_ClAW,CIII_IV_1500_1749_SWks,CIII_IV_1500_1749_MaOpDv,CIII_IV_1500_1749_Lab,CIII_IV_1500_1749_IDNS,CIII_IV_1500_1749_Tot,CIII_IV_1750_1999_Mng,CIII_IV_1750_1999_Pro,CIII_IV_1750_1999_TecTW,CIII_IV_1750_1999_CoPSW,CIII_IV_1750_1999_ClAW,CIII_IV_1750_1999_SWks,CIII_IV_1750_1999_MaOpDv,CIII_IV_1750_1999_Lab,CIII_IV_1750_1999_IDNS,CIII_IV_1750_1999_Tot,CIII_IV_2000_2999_Mng,CIII_IV_2000_2999_Pro,CIII_IV_2000_2999_TecTW,CIII_IV_2000_2999_CoPSW,CIII_IV_2000_2999_ClAW,CIII_IV_2000_2999_SWks,CIII_IV_2000_2999_MaOpDv,CIII_IV_2000_2999_Lab,CIII_IV_2000_2999_IDNS,CIII_IV_2000_2999_Tot,CIII_IV_3000_3499_Mng,CIII_IV_3000_3499_Pro,CIII_IV_3000_3499_TecTW,CIII_IV_3000_3499_CoPSW,CIII_IV_3000_3499_ClAW,CIII_IV_3000_3499_SWks,CIII_IV_3000_3499_MaOpDv,CIII_IV_3000_3499_Lab,CIII_IV_3000_3499_IDNS,CIII_IV_3000_3499_Tot,CIII_IV_3500mo_Mng,CIII_IV_3500mo_Pro,CIII_IV_3500mo_TecTW,CIII_IV_3500mo_CoPSW,CIII_IV_3500mo_ClAW,CIII_IV_3500mo_SWks,CIII_IV_3500mo_MaOpDv,CIII_IV_3500mo_Lab,CIII_IV_3500mo_IDNS,CIII_IV_3500mo_Tot,CIII_IV_PINS_Mng,CIII_IV_PINS_Pro,CIII_IV_PINS_TecTW,CIII_IV_PINS_CoPSW,CIII_IV_PINS_ClAW,CIII_IV_PINS_SWks,CIII_IV_PINS_MaOpDv,CIII_IV_PINS_Lab,CIII_IV_PINS_IDNS,CIII_IV_PINS_Tot,CIII_IV_Tot_Mng,CIII_IV_Tot_Pro,CIII_IV_Tot_TecTW,CIII_IV_Tot_CoPSW,CIII_IV_Tot_ClAW,CIII_IV_Tot_SWks,CIII_IV_Tot_MaOpDv,CIII_IV_Tot_Lab,CIII_IV_Tot_IDNS,CIII_IV_Tot_Tot,CI_II_NNI_Mng,CI_II_NNI_Pro,CI_II_NNI_TecTW,CI_II_NNI_CoPSW,CI_II_NNI_ClAW,CI_II_NNI_SWks,CI_II_NNI_MaOpDv,CI_II_NNI_Lab,CI_II_NNI_IDNS,CI_II_NNI_Tot,CI_II_1_149_Mng,CI_II_1_149_Pro,CI_II_1_149_TecTW,CI_II_1_149_CoPSW,CI_II_1_149_ClAW,CI_II_1_149_SWks,CI_II_1_149_MaOpDv,CI_II_1_149_Lab,CI_II_1_149_IDNS,CI_II_1_149_Tot,CI_II_150_299_Mng,CI_II_150_299_Pro,CI_II_150_299_TecTW,CI_II_150_299_CoPSW,CI_II_150_299_ClAW,CI_II_150_299_SWks,CI_II_150_299_MaOpDv,CI_II_150_299_Lab,CI_II_150_299_IDNS,CI_II_150_299_Tot,CI_II_300_399_Mng,CI_II_300_399_Pro,CI_II_300_399_TecTW,CI_II_300_399_CoPSW,CI_II_300_399_ClAW,CI_II_300_399_SWks,CI_II_300_399_MaOpDv,CI_II_300_399_Lab,CI_II_300_399_IDNS,CI_II_300_399_Tot,CI_II_400_499_Mng,CI_II_400_499_Pro,CI_II_400_499_TecTW,CI_II_400_499_CoPSW,CI_II_400_499_ClAW,CI_II_400_499_SWks,CI_II_400_499_MaOpDv,CI_II_400_499_Lab,CI_II_400_499_IDNS,CI_II_400_499_Tot,CI_II_500_649_Mng,CI_II_500_649_Pro,CI_II_500_649_TecTW,CI_II_500_649_CoPSW,CI_II_500_649_ClAW,CI_II_500_649_SWks,CI_II_500_649_MaOpDv,CI_II_500_649_Lab,CI_II_500_649_IDNS,CI_II_500_649_Tot,CI_II_650_799_Mng,CI_II_650_799_Pro,CI_II_650_799_TecTW,CI_II_650_799_CoPSW,CI_II_650_799_ClAW,CI_II_650_799_SWks,CI_II_650_799_MaOpDv,CI_II_650_799_Lab,CI_II_650_799_IDNS,CI_II_650_799_Tot,CI_II_800_999_Mng,CI_II_800_999_Pro,CI_II_800_999_TecTW,CI_II_800_999_CoPSW,CI_II_800_999_ClAW,CI_II_800_999_SWks,CI_II_800_999_MaOpDv,CI_II_800_999_Lab,CI_II_800_999_IDNS,CI_II_800_999_Tot,CI_II_1000_1249_Mng,CI_II_1000_1249_Pro,CI_II_1000_1249_TecTW,CI_II_1000_1249_CoPSW,CI_II_1000_1249_ClAW,CI_II_1000_1249_SWks,CI_II_1000_1249_MaOpDv,CI_II_1000_1249_Lab,CI_II_1000_1249_IDNS,CI_II_1000_1249_Tot,CI_II_1250_1499_Mng,CI_II_1250_1499_Pro,CI_II_1250_1499_TecTW,CI_II_1250_1499_CoPSW,CI_II_1250_1499_ClAW,CI_II_1250_1499_SWks,CI_II_1250_1499_MaOpDv,CI_II_1250_1499_Lab,CI_II_1250_1499_IDNS,CI_II_1250_1499_Tot,CI_II_1500_1749_Mng,CI_II_1500_1749_Pro,CI_II_1500_1749_TecTW,CI_II_1500_1749_CoPSW,CI_II_1500_1749_ClAW,CI_II_1500_1749_SWks,CI_II_1500_1749_MaOpDv,CI_II_1500_1749_Lab,CI_II_1500_1749_IDNS,CI_II_1500_1749_Tot,CI_II_1750_1999_Mng,CI_II_1750_1999_Pro,CI_II_1750_1999_TecTW,CI_II_1750_1999_CoPSW,CI_II_1750_1999_ClAW,CI_II_1750_1999_SWks,CI_II_1750_1999_MaOpDv,CI_II_1750_1999_Lab,CI_II_1750_1999_IDNS,CI_II_1750_1999_Tot
LGA56090,30,8,111,41,30,9,27,12,3,280,22,22,100,85,16,8,21,8,4,282,23,16,63,62,12,3,17,4,3,204,47,15,86,31,11,3,24,8,9,231,12,0,10,4,3,6,3,5,0,46,10,4,6,0,0,0,0,0,4,25,0,0,12,0,0,3,4,0,7,25,211,118,766,507,202,126,172,191,39,2336,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,8,0,13,0,0,0,3,0,4,0,0,0,8,0,0,0,5,0,0,0,0,0,11,0,0,0,0,5,6,0,9,0,22,0,0,4,5,0,5,0,3,0,18,3,0,4,7,7,3,0,4,0,29,0,0,5,5,3,3,0,5,0,23,3,0,5,0,6,0,5,3,0,30,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,10
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,9,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56230,11,7,66,3,19,7,34,8,0,147,12,8,84,3,8,0,36,14,5,171,4,5,116,0,0,7,34,7,0,177,32,27,392,0,17,5,153,24,13,661,14,6,81,0,0,0,9,0,8,115,14,0,36,0,0,0,0,8,4,67,0,0,4,0,4,0,4,0,0,10,140,65,982,178,131,76,311,140,42,2066,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,0,0,6,3,0,0,0,0,4,5,5,0,15,0,0,0,0,4,7,0,6,0,12,0,0,0,3,0,6,0,0,0,9,0,0,3,5,4,0,0,5,0,15,0,0,5,5,0,9,0,0,0,20,0,0,0,0,0,0,0,3,0,11,4,0,0,3,4,0,0,4,0,14,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,3
LGA56300,0,5,0,0,0,0,0,3,0,15,0,0,8,0,0,0,0,0,4,9,4,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,30,8,19,11,4,0,6,13,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56370,4,0,6,0,0,0,0,0,0,14,3,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8,0,0,12,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,27,3,22,3,0,3,6,12,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56460,12,5,19,8,7,3,5,0,0,69,6,5,15,6,4,7,0,3,0,46,6,3,7,0,0,0,7,3,0,22,15,5,19,3,9,5,9,0,0,53,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,66,30,150,102,67,40,36,42,5,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,3,0,0,0,0,7,0,0,0,5,0,0,0,0,0,3,0,0,3,0,6,0,3,0,0,17,0,0,0,6,3,6,0,0,0,14,0,0,0,0,5,0,0,0,0,9,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA56580,15,7,88,29,42,7,13,11,3,213,15,9,90,21,27,4,4,4,0,179,25,4,73,22,16,0,4,3,4,149,31,14,58,39,9,6,13,4,5,174,10,0,11,0,0,0,0,0,0,23,6,7,5,6,0,3,0,0,4,24,0,0,5,6,0,0,0,4,4,14,141,82,518,391,243,42,50,95,27,1602,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,4,0,7,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,8,4,0,0,0,0,0,17,0,0,4,3,0,0,0,0,0,12,0,0,7,8,4,0,0,0,0,18,0,0,0,3,3,0,0,3,0,10,0,0,6,3,0,0,4,0,0,13,0,0,0,0,5,6,0,0,0,12,0,0,0,0,4,0,0,0,0,9,0,0,0,0,5,0,0,0,0,8
LGA56620,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,6,6,0,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,17,12,53,20,24,6,15,19,0,166,9,9,49,25,14,0,9,7,0,124,15,9,34,18,8,5,3,3,0,90,23,13,35,10,0,4,14,5,0,111,6,0,9,0,0,0,4,0,0,14,5,0,0,0,0,0,0,0,0,14,0,0,4,4,0,0,0,0,0,6,120,70,334,197,121,73,83,100,11,1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0,0,4,0,8,0,0,0,4,0,0,0,0,0,9,0,0,3,9,0,4,0,4,0,17,0,0,0,6,8,4,0,8,0,23,3,0,3,3,9,0,3,5,0,26,0,0,3,3,7,0,0,3,0,16,5,0,0,3,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,6
LGA56790,8,0,9,6,0,0,3,0,0,29,3,0,10,0,4,0,3,3,3,27,0,0,6,0,0,0,3,0,0,13,4,0,7,0,0,0,0,0,0,18,3,0,0,0,0,3,0,0,0,12,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,55,7,59,43,21,13,24,36,4,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,5,0,7,0,4,0,0,0,0,17,4,0,3,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,26,21,13,6,0,10,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57000,3,0,0,0,0,0,4,6,0,13,4,0,14,0,0,0,15,0,0,30,0,0,7,0,0,0,8,0,0,19,4,0,92,0,4,0,47,6,0,149,0,0,34,0,0,0,6,0,0,50,10,0,15,0,0,0,3,0,0,24,0,0,0,0,0,0,0,0,0,3,18,0,172,3,13,5,89,17,5,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,167,275,420,221,799,68,53,63,32,2105,198,316,420,157,582,47,83,59,34,1899,175,286,371,124,311,28,125,59,40,1512,467,533,1086,162,303,43,342,131,63,3134,163,174,484,12,85,9,95,27,27,1072,379,182,669,3,91,11,75,25,40,1491,13,0,46,15,12,0,8,10,46,147,1831,2170,4488,1998,4149,620,920,874,399,17447,0,0,0,0,0,0,0,4,0,5,0,0,0,8,0,3,0,5,0,22,0,0,6,12,10,12,0,14,3,49,0,4,0,19,3,11,0,14,3,53,0,0,10,14,15,10,0,15,0,69,0,8,12,26,33,16,3,14,0,111,6,14,19,40,51,10,0,10,0,151,5,15,14,26,108,3,0,12,8,187,15,15,17,33,152,15,0,9,0,258,15,23,14,28,109,9,0,10,5,209,19,32,11,15,66,3,3,3,0,151,5,17,6,14,29,3,0,5,0,75
LGA57140,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,8,4,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,18,0,13,11,5,0,11,8,4,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,11,0,15,0,3,0,4,10,0,51,8,3,23,3,0,0,7,9,0,50,13,0,7,4,0,0,3,0,0,32,14,0,7,8,0,0,6,0,0,30,4,0,0,0,0,0,0,0,0,5,9,0,0,0,3,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,99,11,121,64,47,24,39,101,9,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8,0,8,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,3,0,9,0,0,0,0,3,0,0,7,0,10,0,0,0,0,0,0,0,6,0,12,3,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA57280,8,14,73,21,35,3,21,26,6,212,13,10,108,21,33,9,56,25,7,290,20,12,176,10,25,3,64,27,3,339,54,48,654,34,41,7,194,74,21,1119,39,24,409,0,15,4,83,31,10,613,81,41,322,0,16,0,101,17,21,611,7,0,18,3,0,0,5,9,14,50,249,169,1857,169,235,64,558,280,102,3686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,7,0,0,0,3,7,0,0,0,0,17,0,0,3,7,0,3,0,0,0,15,0,0,8,0,4,0,0,0,0,11,0,0,3,6,8,4,0,3,0,23,7,0,0,4,15,0,4,6,0,38,0,0,3,0,4,0,4,3,0,21,0,0,5,0,0,0,11,0,0,15
LGA57350,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,10,6,8,4,0,6,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,0,0,9,0,6,0,5,10,0,36,3,0,22,0,3,0,10,3,0,42,0,0,31,0,0,0,19,4,0,63,3,8,119,5,4,0,44,9,0,192,0,0,64,0,0,0,3,0,0,73,0,0,23,0,0,0,0,0,0,27,0,0,7,0,0,0,0,0,6,15,42,16,294,18,22,0,88,35,15,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA57490,87,36,427,185,83,22,52,41,12,954,97,43,430,101,55,21,50,41,13,847,77,26,277,55,22,11,26,11,5,521,129,55,375,95,26,21,65,19,13,800,32,8,74,11,10,6,6,3,5,139,37,5,39,3,7,8,8,0,0,103,6,4,28,9,3,3,5,4,16,85,762,363,2894,2118,748,700,404,632,120,8735,0,0,0,5,0,0,0,0,0,8,0,0,0,13,4,17,0,15,0,49,3,0,9,11,5,31,3,28,0,89,0,0,4,13,0,27,5,27,0,81,4,0,12,18,6,27,0,19,0,85,5,0,14,29,11,31,4,24,0,126,9,4,11,22,18,34,9,12,0,113,8,0,17,23,23,11,8,13,0,93,10,4,12,16,21,9,8,13,0,85,18,3,18,17,14,4,0,4,0,71,4,3,9,10,3,0,0,0,0,24,0,0,0,5,0,0,0,3,0,16
LGA57630,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,16,10,73,8,11,0,9,16,0,152,14,10,80,23,10,0,12,7,0,169,6,8,26,21,7,0,8,12,3,91,18,3,52,12,5,0,9,0,4,107,0,0,9,0,0,3,4,4,4,21,5,0,14,0,4,0,0,0,0,20,0,0,8,0,0,0,0,0,0,17,140,65,548,316,149,72,91,194,29,1605,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,6,0,13,0,0,0,0,0,7,0,6,0,9,0,0,0,0,0,0,4,0,0,9,0,0,0,3,9,0,0,0,0,15,0,0,0,3,3,0,0,0,0,9,0,0,3,4,0,7,3,5,0,29,3,0,3,3,5,0,0,3,0,17,0,0,4,4,7,0,0,4,0,20,0,0,0,0,5,0,0,0,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA57770,0,0,4,0,5,0,0,0,0,11,5,0,3,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3,5,0,13,0,3,0,9,0,0,25,0,0,4,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,16,8,46,11,8,4,13,13,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA57840,13,11,95,28,20,14,4,8,0,198,23,19,60,19,22,3,7,7,0,151,9,11,36,5,18,0,0,7,0,88,26,13,52,6,8,5,14,6,0,126,0,3,11,3,0,6,0,4,0,29,13,0,15,0,0,4,0,3,0,37,0,0,4,0,0,0,0,0,3,15,141,110,529,481,209,114,41,140,33,1801,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,7,0,0,0,4,0,3,0,3,0,17,0,0,0,0,0,4,0,0,0,10,0,0,0,3,0,0,0,0,0,6,0,0,3,4,3,0,0,3,0,15,0,0,9,18,5,4,0,0,0,35,3,0,4,8,12,4,0,4,0,25,3,0,7,5,10,0,0,0,0,20,0,3,4,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA57910,187,120,913,210,277,81,90,125,31,2039,197,144,814,124,194,70,72,92,28,1734,187,98,564,54,84,43,47,32,18,1120,379,134,662,40,102,64,49,54,24,1504,90,21,121,8,14,10,3,5,11,286,153,19,96,4,12,20,5,6,0,315,7,7,55,19,7,3,4,4,38,148,1654,916,5482,2479,1766,1077,624,1058,255,15304,0,0,0,0,0,0,0,3,0,12,0,0,3,10,3,20,9,10,0,54,0,0,3,23,3,34,0,21,0,84,0,5,7,12,15,28,5,5,0,72,3,0,6,15,5,20,0,12,4,76,3,0,26,33,19,31,7,24,0,152,8,3,24,30,34,32,16,15,3,167,11,7,37,38,43,24,14,27,0,201,18,15,16,31,59,20,6,24,0,179,18,13,15,7,39,9,3,12,0,114,5,7,8,6,16,12,7,3,0,68,10,0,4,3,12,4,0,0,0,33
LGA57980,21,24,87,25,67,6,8,16,0,262,23,29,87,16,41,14,5,16,4,233,21,25,49,10,17,5,6,6,0,143,47,37,111,13,20,10,25,12,0,268,17,9,21,0,3,4,3,0,0,61,28,8,17,0,3,4,0,0,3,65,0,3,9,4,0,5,0,0,6,28,217,206,657,397,385,134,62,144,30,2242,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,4,0,5,0,12,0,0,0,7,4,3,0,0,0,16,0,0,0,0,0,4,0,3,0,11,0,0,0,5,0,4,0,4,0,17,0,4,0,3,4,3,0,5,0,20,3,0,0,7,8,3,0,7,0,24,0,0,4,8,0,6,0,0,0,17,0,0,0,3,16,3,0,0,0,22,4,3,0,8,12,0,0,0,0,25,3,0,0,0,7,0,0,0,0,15,0,0,0,0,3,0,0,0,0,4
