POW_LGA_CODE_2021,F_SthAfrica_ES_NS,F_SthAfrica_Tot,F_SriLanka_E,F_SriLanka_OM_IE,F_SriLanka_OM_UIE,F_SriLanka_CFW,F_SriLanka_ES_NS,F_SriLanka_Tot,F_Taiwan_E,F_Taiwan_OM_IE,F_Taiwan_OM_UIE,F_Taiwan_CFW,F_Taiwan_ES_NS,F_Taiwan_Tot,F_Thailand_E,F_Thailand_OM_IE,F_Thailand_OM_UIE,F_Thailand_CFW,F_Thailand_ES_NS,F_Thailand_Tot,F_UK_E,F_UK_OM_IE,F_UK_OM_UIE,F_UK_CFW,F_UK_ES_NS,F_UK_Tot,F_USA_E,F_USA_OM_IE,F_USA_OM_UIE,F_USA_CFW,F_USA_ES_NS,F_USA_Tot,F_Vietnam_E,F_Vietnam_OM_IE,F_Vietnam_OM_UIE,F_Vietnam_CFW,F_Vietnam_ES_NS,F_Vietnam_Tot,F_Elsewhere_E,F_Elsewhere_OM_IE,F_Elsewhere_OM_UIE,F_Elsewhere_CFW,F_Elsewhere_ES_NS,F_Elsewhere_Tot,F_COB_NS_E,F_COB_NS_OM_IE,F_COB_NS_OM_UIE,F_COB_NS_CFW,F_COB_NS_ES_NS,F_COB_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_Australia_E,P_Australia_OM_IE,P_Australia_OM_UIE,P_Australia_CFW,P_Australia_ES_NS,P_Australia_Tot,P_Afghanistan_E,P_Afghanistan_OM_IE,P_Afghanistan_OM_UIE,P_Afghanistan_CFW,P_Afghanistan_ES_NS,P_Afghanistan_Tot,P_Bangladesh_E,P_Bangladesh_OM_IE,P_Bangladesh_OM_UIE,P_Bangladesh_CFW,P_Bangladesh_ES_NS,P_Bangladesh_Tot,P_Canada_E,P_Canada_OM_IE,P_Canada_OM_UIE,P_Canada_CFW,P_Canada_ES_NS,P_Canada_Tot,P_China_E,P_China_OM_IE,P_China_OM_UIE,P_China_CFW,P_China_ES_NS,P_China_Tot,P_Croatia_E,P_Croatia_OM_IE,P_Croatia_OM_UIE,P_Croatia_CFW,P_Croatia_ES_NS,P_Croatia_Tot,P_Egypt_E,P_Egypt_OM_IE,P_Egypt_OM_UIE,P_Egypt_CFW,P_Egypt_ES_NS,P_Egypt_Tot,P_Fiji_E,P_Fiji_OM_IE,P_Fiji_OM_UIE,P_Fiji_CFW,P_Fiji_ES_NS,P_Fiji_Tot,P_Germany_E,P_Germany_OM_IE,P_Germany_OM_UIE,P_Germany_CFW,P_Germany_ES_NS,P_Germany_Tot,P_Greece_E,P_Greece_OM_IE,P_Greece_OM_UIE,P_Greece_CFW,P_Greece_ES_NS,P_Greece_Tot,P_HongKong_E,P_HongKong_OM_IE,P_HongKong_OM_UIE,P_HongKong_CFW,P_HongKong_ES_NS,P_HongKong_Tot,P_India_E,P_India_OM_IE,P_India_OM_UIE,P_India_CFW,P_India_ES_NS,P_India_Tot,P_Indonesia_E,P_Indonesia_OM_IE,P_Indonesia_OM_UIE,P_Indonesia_CFW,P_Indonesia_ES_NS,P_Indonesia_Tot,P_Iran_E,P_Iran_OM_IE,P_Iran_OM_UIE,P_Iran_CFW,P_Iran_ES_NS,P_Iran_Tot,P_Iraq_E,P_Iraq_OM_IE,P_Iraq_OM_UIE,P_Iraq_CFW,P_Iraq_ES_NS,P_Iraq_Tot,P_Ireland_E,P_Ireland_OM_IE,P_Ireland_OM_UIE,P_Ireland_CFW,P_Ireland_ES_NS,P_Ireland_Tot,P_Italy_E,P_Italy_OM_IE,P_Italy_OM_UIE,P_Italy_CFW,P_Italy_ES_NS,P_Italy_Tot,P_Japan_E,P_Japan_OM_IE,P_Japan_OM_UIE,P_Japan_CFW,P_Japan_ES_NS,P_Japan_Tot,P_KoreaSouth_E,P_KoreaSouth_OM_IE,P_KoreaSouth_OM_UIE,P_KoreaSouth_CFW,P_KoreaSouth_ES_NS,P_KoreaSouth_Tot,P_Lebanon_E,P_Lebanon_OM_IE,P_Lebanon_OM_UIE,P_Lebanon_CFW,P_Lebanon_ES_NS,P_Lebanon_Tot,P_Malaysia_E,P_Malaysia_OM_IE,P_Malaysia_OM_UIE,P_Malaysia_CFW,P_Malaysia_ES_NS,P_Malaysia_Tot,P_Nepal_E,P_Nepal_OM_IE,P_Nepal_OM_UIE,P_Nepal_CFW,P_Nepal_ES_NS,P_Nepal_Tot,P_Netherlands_E,P_Netherlands_OM_IE,P_Netherlands_OM_UIE,P_Netherlands_CFW,P_Netherlands_ES_NS,P_Netherlands_Tot,P_NZ_E,P_NZ_OM_IE,P_NZ_OM_UIE,P_NZ_CFW,P_NZ_ES_NS,P_NZ_Tot
LGA53920,0,0,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,4,19,0,0,0,0,19,0,0,0,0,0,0,3,0,0,0,0,3,19,0,0,0,0,19,6,0,0,0,0,9,491,7,10,3,11,514,792,16,14,5,18,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,58,0,0,0,0,60
LGA53990,0,76,4,0,0,0,0,4,39,0,0,0,0,39,10,0,4,0,0,18,177,8,22,12,0,220,16,0,0,0,0,16,3,0,0,0,0,6,101,0,10,0,0,108,15,0,4,0,0,21,3119,130,282,92,22,3648,4812,289,452,143,42,5745,8,0,0,0,0,8,3,0,0,0,0,4,13,3,4,0,0,21,65,0,0,6,0,69,4,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,16,16,0,4,0,0,25,4,0,0,0,0,4,10,0,0,0,0,6,83,6,6,0,0,97,11,0,0,0,0,10,4,0,0,0,0,4,8,0,0,0,0,5,36,7,3,0,0,42,16,0,3,6,0,27,4,0,0,0,0,6,28,0,0,0,0,29,0,0,0,0,0,0,37,0,3,0,0,42,3,0,0,0,0,3,7,0,5,0,0,13,323,3,21,0,0,355
LGA54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,27,4,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,4,0,0,10,432,45,59,21,11,563,623,94,103,51,17,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,4,0,0,36
LGA54130,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,8,3,0,0,0,0,7,155,24,33,30,3,253,252,66,89,68,8,481,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,7,0,0,17
LGA54170,3,1282,52,4,3,0,0,59,38,0,6,0,0,49,179,10,14,0,0,204,5264,207,408,71,12,5961,140,6,8,0,0,161,244,20,43,12,0,322,1621,71,146,21,18,1876,78,3,0,0,4,88,27538,1165,2168,375,107,31355,22564,1637,2212,311,103,26831,37,10,9,0,0,48,40,4,5,0,0,47,146,17,20,0,0,179,315,91,36,13,0,457,34,0,5,0,0,50,57,11,11,0,0,80,20,3,0,0,0,19,174,31,46,5,0,258,20,6,3,0,0,30,106,9,17,0,0,132,1105,73,40,19,0,1233,146,12,11,0,0,174,126,12,19,0,0,156,41,3,8,0,0,58,669,81,70,9,7,838,128,26,24,5,0,190,79,3,14,8,0,106,82,13,8,4,0,103,16,0,0,0,0,21,327,28,49,0,3,405,96,3,0,0,0,105,79,13,20,4,0,113,1160,106,139,20,4,1433
LGA54200,0,137,33,0,4,0,0,39,19,0,0,0,0,19,44,0,4,5,0,55,524,45,89,12,0,675,17,4,4,0,0,27,41,0,17,0,4,65,291,28,38,9,4,371,19,0,4,0,0,26,6151,403,681,165,40,7438,8351,753,882,184,37,10211,39,6,10,0,0,63,27,3,4,0,0,39,31,0,4,0,0,36,159,16,19,6,5,199,17,5,3,0,0,21,0,0,0,0,0,4,11,0,0,0,0,16,50,3,9,3,0,61,0,0,0,0,0,0,17,10,3,0,0,29,556,57,56,4,3,669,75,4,11,0,0,82,26,0,7,0,3,44,5,4,4,0,0,8,116,13,3,4,0,134,58,13,9,5,0,97,19,0,0,0,0,21,34,5,0,0,0,42,6,0,0,0,0,8,124,15,16,7,0,158,37,0,0,0,0,36,16,11,7,0,0,41,608,50,49,5,3,714
LGA54280,0,185,11,0,0,0,0,10,4,0,0,0,0,4,81,0,4,4,0,82,228,11,18,0,0,261,21,0,0,0,0,21,16,0,6,0,0,23,378,11,16,3,0,406,43,0,0,0,5,43,6340,256,257,77,34,6967,9571,602,361,97,44,10671,17,4,6,0,0,21,9,0,0,0,0,9,26,0,0,0,0,34,108,7,9,0,0,122,3,3,0,0,0,10,4,0,0,0,0,3,58,5,0,0,3,69,34,0,8,0,0,46,0,0,0,0,0,5,10,0,0,0,0,10,252,13,6,5,4,277,45,0,0,0,0,55,26,0,0,0,0,26,3,0,0,0,0,3,82,15,0,0,0,97,20,0,0,0,4,22,3,0,0,0,0,3,24,0,0,0,4,23,0,0,0,0,0,0,35,0,3,0,0,39,18,0,0,0,0,18,8,0,4,0,0,12,1438,49,21,4,9,1522
LGA54310,0,93,13,0,3,0,0,15,18,0,0,0,0,18,80,5,0,0,0,91,244,10,10,0,0,267,15,0,0,0,0,19,18,0,0,0,0,24,208,5,4,4,0,224,27,0,0,0,6,33,4754,125,154,30,29,5092,9031,289,191,42,41,9594,4,0,0,0,0,4,9,0,0,0,0,9,38,0,3,0,0,42,206,0,7,0,0,214,4,0,0,0,0,4,3,0,0,0,0,3,17,0,0,0,0,17,36,3,3,0,0,40,5,0,0,0,0,10,18,0,0,0,0,18,203,6,5,0,0,219,59,0,5,0,0,65,11,0,0,0,0,11,3,0,0,0,0,3,133,5,3,0,0,140,16,0,0,0,0,17,15,0,0,0,0,14,16,0,0,0,0,16,0,0,0,0,0,0,60,0,0,0,0,63,27,0,0,0,0,32,31,0,0,0,0,31,903,28,22,3,8,965
LGA54340,0,15,0,0,0,0,0,0,7,0,0,0,0,7,13,0,0,0,0,10,48,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,28,16,4,0,0,0,16,791,30,62,27,10,912,1045,76,139,32,13,1310,20,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,18,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,6,0,0,0,0,6,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,4,50,4,8,0,0,60
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,159,5,15,3,0,187,224,35,52,13,4,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,9,0,4,0,0,8
LGA54480,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,59,16,12,8,0,100,105,40,45,26,4,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
LGA54550,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,11,4,0,0,3,0,14,276,32,58,52,8,430,420,85,155,94,19,772,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,21,8,0,0,0,33
LGA54620,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,5,156,25,30,18,7,231,378,68,80,29,13,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,3,0,51
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,52,7,13,7,0,79,93,22,29,18,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,5
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,81,13,30,31,4,163,157,58,82,57,10,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
LGA54830,0,149,20,0,3,0,0,23,14,0,0,0,0,17,60,6,8,0,4,73,616,12,32,7,0,676,15,0,0,0,0,15,34,0,4,0,0,47,253,10,25,7,3,293,16,0,3,0,4,25,5590,132,348,85,35,6193,9506,283,455,78,45,10366,13,0,0,0,0,20,12,0,3,0,0,18,39,0,0,0,0,37,230,10,14,5,7,263,31,4,6,0,0,34,12,0,0,0,0,12,13,0,0,0,0,15,49,0,4,0,0,55,0,0,0,0,0,3,23,0,0,0,0,20,450,27,43,0,4,534,68,0,4,3,0,78,31,0,0,0,0,36,5,0,0,0,0,6,144,7,3,0,0,162,42,6,7,0,0,58,8,0,0,0,0,8,37,11,9,0,0,57,10,0,0,0,0,10,135,6,7,0,0,151,17,0,0,0,3,25,32,0,0,3,0,31,939,32,38,8,8,1021
LGA54900,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,17,5,3,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,4,0,0,0,0,8,213,29,56,36,9,339,329,89,137,65,13,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,3,3,0,27
LGA54970,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,27,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,4,0,36,4,0,0,0,0,4,562,0,5,0,9,580,2084,19,11,3,12,2124,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,20,0,0,0,0,21,8,0,0,0,0,8,3,0,0,0,0,3,28,0,0,0,0,28,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,4,4,0,0,0,0,4,294,3,0,0,0,298
LGA55040,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,32,0,0,0,0,32,5,0,0,0,0,5,0,0,0,0,0,0,25,0,0,0,4,29,6,0,0,0,0,6,628,7,15,3,6,665,1989,22,32,8,11,2058,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,16,0,0,0,0,16,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,6,34,13,0,0,0,0,13,10,0,0,0,0,8,5,0,0,0,0,5,26,0,0,0,0,27,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,10,0,0,0,0,10,303,8,5,0,0,314
LGA55110,0,408,19,0,3,0,0,20,7,0,0,0,0,15,112,3,3,0,3,121,1999,83,174,27,11,2286,51,4,3,0,0,56,47,3,8,0,0,63,436,14,45,0,3,502,72,3,9,5,6,89,13846,548,1027,191,87,15696,13393,836,1245,211,97,15778,10,5,3,0,0,21,19,0,5,0,0,22,58,8,8,0,3,74,64,26,20,3,0,116,6,0,3,0,0,11,16,0,0,0,0,20,13,0,0,0,0,13,50,3,17,0,0,77,0,0,0,0,0,0,26,3,0,0,3,36,330,40,36,5,4,412,111,5,9,0,0,128,15,0,10,0,0,26,0,3,0,0,0,3,119,11,9,0,3,145,32,5,7,3,0,44,21,0,4,0,0,23,38,8,6,0,0,53,4,0,0,0,0,4,110,8,14,0,0,140,37,0,0,0,0,44,45,11,12,0,0,63,903,51,78,13,12,1051
LGA55180,0,15,0,0,0,0,0,0,12,0,0,0,0,12,6,0,0,0,0,6,109,8,20,11,0,148,4,0,0,0,0,3,0,0,0,0,0,0,58,4,5,0,0,69,23,0,3,3,0,28,1697,106,208,94,22,2131,2524,267,396,148,39,3381,18,0,0,0,0,15,0,0,0,0,0,0,8,0,0,0,0,16,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,3,7,0,0,22,0,4,0,0,0,5,0,0,3,0,0,3,12,0,4,0,0,20,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,19,18,3,3,6,0,28,3,0,0,0,0,5,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,11,0,0,4,0,11,68,10,12,3,0,96
LGA55250,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,12,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,20,0,0,0,0,0,0,315,9,10,11,4,344,930,34,23,18,9,1012,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,124,0,0,0,0,125
LGA55320,0,598,128,3,15,3,0,151,62,4,3,0,0,67,158,5,9,4,0,172,2132,79,149,13,10,2373,90,6,8,0,0,102,147,10,20,5,0,173,1625,79,90,15,3,1813,60,3,4,0,4,66,24351,1017,1459,266,74,27177,21722,1537,1655,250,77,25245,49,9,7,0,5,70,70,0,7,0,0,73,138,14,18,0,0,171,676,87,58,23,3,850,85,9,14,0,0,109,23,3,0,0,0,34,31,0,0,0,0,30,163,14,21,5,4,203,12,0,0,3,0,11,184,22,22,10,0,239,1683,94,51,17,12,1853,392,55,48,17,0,519,161,28,10,11,0,205,33,3,6,0,0,44,381,25,15,4,0,434,175,21,17,14,3,227,130,7,11,0,0,154,239,36,28,9,0,320,17,4,0,0,0,22,1075,108,120,22,0,1329,168,4,3,0,0,172,82,5,12,3,0,113,1001,66,70,10,8,1149
LGA55390,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,208,0,0,0,0,206,680,5,7,4,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,125
LGA55460,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,23,12,0,0,0,3,16,606,33,37,33,6,715,918,97,96,62,3,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,3,0,0,47
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,12,11,9,0,82,120,26,35,19,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
LGA55600,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,3,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,5,0,0,4,0,8,428,31,34,38,5,533,625,98,112,66,10,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,25,0,0,0,0,28
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,108,11,8,15,0,154,195,42,33,25,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,14
