POW_LGA_CODE_2021,CoPSW_1250_1499_H_0,CoPSW_1250_1499_H_1_19,CoPSW_1250_1499_H_20_29,CoPSW_1250_1499_H_30_34,CoPSW_1250_1499_H_35_39,CoPSW_1250_1499_H_40_44,CoPSW_1250_1499_H_45_49,CoPSW_1250_1499_H_50ov,CoPSW_1250_1499_H_NS,CoPSW_1250_1499_H_Tot,CoPSW_1500_1749_H_0,CoPSW_1500_1749_H_1_19,CoPSW_1500_1749_H_20_29,CoPSW_1500_1749_H_30_34,CoPSW_1500_1749_H_35_39,CoPSW_1500_1749_H_40_44,CoPSW_1500_1749_H_45_49,CoPSW_1500_1749_H_50ov,CoPSW_1500_1749_H_NS,CoPSW_1500_1749_H_Tot,CoPSW_1750_1999_H_0,CoPSW_1750_1999_H_1_19,CoPSW_1750_1999_H_20_29,CoPSW_1750_1999_H_30_34,CoPSW_1750_1999_H_35_39,CoPSW_1750_1999_H_40_44,CoPSW_1750_1999_H_45_49,CoPSW_1750_1999_H_50ov,CoPSW_1750_1999_H_NS,CoPSW_1750_1999_H_Tot,CoPSW_2000_2999_H_0,CoPSW_2000_2999_H_1_19,CoPSW_2000_2999_H_20_29,CoPSW_2000_2999_H_30_34,CoPSW_2000_2999_H_35_39,CoPSW_2000_2999_H_40_44,CoPSW_2000_2999_H_45_49,CoPSW_2000_2999_H_50ov,CoPSW_2000_2999_H_NS,CoPSW_2000_2999_H_Tot,CoPSW_3000_3499_H_0,CoPSW_3000_3499_H_1_19,CoPSW_3000_3499_H_20_29,CoPSW_3000_3499_H_30_34,CoPSW_3000_3499_H_35_39,CoPSW_3000_3499_H_40_44,CoPSW_3000_3499_H_45_49,CoPSW_3000_3499_H_50ov,CoPSW_3000_3499_H_NS,CoPSW_3000_3499_H_Tot,CoPSW_3500mo_H_0,CoPSW_3500mo_H_1_19,CoPSW_3500mo_H_20_29,CoPSW_3500mo_H_30_34,CoPSW_3500mo_H_35_39,CoPSW_3500mo_H_40_44,CoPSW_3500mo_H_45_49,CoPSW_3500mo_H_50ov,CoPSW_3500mo_H_NS,CoPSW_3500mo_H_Tot,CoPSW_PINS_H_0,CoPSW_PINS_H_1_19,CoPSW_PINS_H_20_29,CoPSW_PINS_H_30_34,CoPSW_PINS_H_35_39,CoPSW_PINS_H_40_44,CoPSW_PINS_H_45_49,CoPSW_PINS_H_50ov,CoPSW_PINS_H_NS,CoPSW_PINS_H_Tot,CoPSW_Tot_H_0,CoPSW_Tot_H_1_19,CoPSW_Tot_H_20_29,CoPSW_Tot_H_30_34,CoPSW_Tot_H_35_39,CoPSW_Tot_H_40_44,CoPSW_Tot_H_45_49,CoPSW_Tot_H_50ov,CoPSW_Tot_H_NS,CoPSW_Tot_H_Tot,ClAW_NNI_H_0,ClAW_NNI_H_1_19,ClAW_NNI_H_20_29,ClAW_NNI_H_30_34,ClAW_NNI_H_35_39,ClAW_NNI_H_40_44,ClAW_NNI_H_45_49,ClAW_NNI_H_50ov,ClAW_NNI_H_NS,ClAW_NNI_H_Tot,ClAW_1_149_H_0,ClAW_1_149_H_1_19,ClAW_1_149_H_20_29,ClAW_1_149_H_30_34,ClAW_1_149_H_35_39,ClAW_1_149_H_40_44,ClAW_1_149_H_45_49,ClAW_1_149_H_50ov,ClAW_1_149_H_NS,ClAW_1_149_H_Tot,ClAW_150_299_H_0,ClAW_150_299_H_1_19,ClAW_150_299_H_20_29,ClAW_150_299_H_30_34,ClAW_150_299_H_35_39,ClAW_150_299_H_40_44,ClAW_150_299_H_45_49,ClAW_150_299_H_50ov,ClAW_150_299_H_NS,ClAW_150_299_H_Tot,ClAW_300_399_H_0,ClAW_300_399_H_1_19,ClAW_300_399_H_20_29,ClAW_300_399_H_30_34,ClAW_300_399_H_35_39,ClAW_300_399_H_40_44,ClAW_300_399_H_45_49,ClAW_300_399_H_50ov,ClAW_300_399_H_NS,ClAW_300_399_H_Tot,ClAW_400_499_H_0,ClAW_400_499_H_1_19,ClAW_400_499_H_20_29,ClAW_400_499_H_30_34,ClAW_400_499_H_35_39,ClAW_400_499_H_40_44,ClAW_400_499_H_45_49,ClAW_400_499_H_50ov,ClAW_400_499_H_NS,ClAW_400_499_H_Tot,ClAW_500_649_H_0,ClAW_500_649_H_1_19,ClAW_500_649_H_20_29,ClAW_500_649_H_30_34,ClAW_500_649_H_35_39,ClAW_500_649_H_40_44,ClAW_500_649_H_45_49,ClAW_500_649_H_50ov,ClAW_500_649_H_NS,ClAW_500_649_H_Tot,ClAW_650_799_H_0,ClAW_650_799_H_1_19,ClAW_650_799_H_20_29,ClAW_650_799_H_30_34,ClAW_650_799_H_35_39,ClAW_650_799_H_40_44,ClAW_650_799_H_45_49,ClAW_650_799_H_50ov,ClAW_650_799_H_NS,ClAW_650_799_H_Tot,ClAW_800_999_H_0,ClAW_800_999_H_1_19,ClAW_800_999_H_20_29,ClAW_800_999_H_30_34,ClAW_800_999_H_35_39,ClAW_800_999_H_40_44,ClAW_800_999_H_45_49,ClAW_800_999_H_50ov,ClAW_800_999_H_NS,ClAW_800_999_H_Tot,ClAW_1000_1249_H_0,ClAW_1000_1249_H_1_19,ClAW_1000_1249_H_20_29,ClAW_1000_1249_H_30_34,ClAW_1000_1249_H_35_39,ClAW_1000_1249_H_40_44,ClAW_1000_1249_H_45_49,ClAW_1000_1249_H_50ov,ClAW_1000_1249_H_NS,ClAW_1000_1249_H_Tot,ClAW_1250_1499_H_0,ClAW_1250_1499_H_1_19,ClAW_1250_1499_H_20_29,ClAW_1250_1499_H_30_34,ClAW_1250_1499_H_35_39,ClAW_1250_1499_H_40_44,ClAW_1250_1499_H_45_49,ClAW_1250_1499_H_50ov,ClAW_1250_1499_H_NS,ClAW_1250_1499_H_Tot,ClAW_1500_1749_H_0,ClAW_1500_1749_H_1_19,ClAW_1500_1749_H_20_29,ClAW_1500_1749_H_30_34,ClAW_1500_1749_H_35_39,ClAW_1500_1749_H_40_44,ClAW_1500_1749_H_45_49,ClAW_1500_1749_H_50ov,ClAW_1500_1749_H_NS,ClAW_1500_1749_H_Tot,ClAW_1750_1999_H_0,ClAW_1750_1999_H_1_19,ClAW_1750_1999_H_20_29,ClAW_1750_1999_H_30_34,ClAW_1750_1999_H_35_39,ClAW_1750_1999_H_40_44,ClAW_1750_1999_H_45_49,ClAW_1750_1999_H_50ov,ClAW_1750_1999_H_NS,ClAW_1750_1999_H_Tot
LGA52450,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,9,4,13,11,0,5,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,3,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,7,0,8,0,0,0,35,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,10,0,3,4,0,0,0,3,0,0,8,0,0,0,0,5,0,0,0,0,14,0,0,0,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA52590,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,30,18,10,18,3,3,3,115,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,9,0,9,3,0,0,0,0,0,0,17,0,3,12,0,0,0,0,0,0,25,0,0,3,7,3,6,0,0,0,21,0,0,0,3,8,3,0,0,0,13,0,3,3,0,9,5,0,0,0,24,0,0,0,0,4,6,0,0,0,14,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,6,0,3,0,11
LGA52660,0,0,3,6,4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,23,130,119,87,56,33,5,16,3,472,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,14,0,5,8,0,0,0,0,0,0,14,0,11,18,3,4,0,0,0,0,36,3,0,6,3,5,4,0,0,0,19,5,0,19,11,16,10,4,6,0,64,0,0,5,4,12,19,7,6,0,52,5,0,3,0,14,15,0,8,0,42,3,3,0,3,0,13,0,4,0,25,0,0,0,3,0,4,0,0,0,11
LGA52730,0,0,0,0,0,0,0,3,0,12,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,70,56,25,15,18,6,18,5,220,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,10,4,9,0,0,0,0,0,0,0,10,0,4,0,4,0,0,0,0,0,11,4,7,9,0,3,0,0,0,0,28,0,3,9,6,5,0,0,0,0,22,0,0,6,7,3,5,0,0,0,29,4,0,3,5,13,9,0,0,0,30,0,5,4,0,8,0,0,0,0,20,0,0,4,0,0,4,0,0,0,8,0,0,0,0,0,0,3,0,0,12
LGA52800,0,5,0,0,12,14,0,12,0,55,3,4,0,0,11,23,4,5,0,54,4,0,0,0,5,18,3,3,0,32,7,0,0,0,3,22,10,16,0,63,0,0,0,0,0,6,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,31,43,35,103,104,25,68,8,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,6,0,3,0,0,0,0,4,0,4,4,0,0,0,0,0,0,17,0,5,0,0,3,0,0,0,0,11,0,0,0,0,7,0,0,4,0,16,5,0,0,0,6,9,5,3,0,25,0,0,5,0,12,8,0,4,0,36,0,0,0,0,22,4,0,8,0,44,3,0,5,0,11,10,0,7,0,35,4,0,0,0,4,0,0,0,0,12
LGA52870,0,0,0,4,4,4,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,45,34,39,21,22,6,8,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,7,0,5,0,0,0,0,0,0,0,14,0,6,0,0,0,0,0,0,0,12,3,6,6,0,0,0,0,0,0,19,0,3,7,6,3,0,0,0,0,21,3,4,10,0,5,5,0,0,0,26,0,0,0,0,11,10,3,3,0,29,0,0,0,0,4,4,3,0,0,13,0,0,0,0,5,3,0,0,0,12,0,0,0,0,0,0,0,5,0,3
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,0,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,5,0,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,6,0,11,5,10,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,3,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,5
LGA53150,0,0,3,0,6,3,0,4,0,22,0,0,0,0,0,8,0,4,0,16,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,17,182,95,65,63,41,4,23,7,494,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,6,0,17,8,0,0,0,0,0,0,20,0,7,14,0,0,0,0,0,0,19,0,10,7,7,8,0,0,0,0,33,0,0,5,3,8,6,0,0,0,19,0,4,4,11,17,4,0,0,0,37,3,4,4,0,7,5,0,0,0,29,0,4,0,3,9,7,0,6,0,26,0,0,0,0,5,6,0,0,0,6
LGA53220,3,0,0,0,3,0,0,27,0,50,0,4,5,0,0,13,3,23,0,55,12,4,0,0,6,4,0,33,0,54,12,0,0,0,6,8,10,81,0,121,0,0,0,0,0,0,3,18,0,24,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,49,59,45,34,46,44,21,218,14,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,4,0,4,5,0,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,11,0,6,7,0,3,0,0,0,0,18,6,0,9,6,3,6,5,4,0,32,4,3,0,3,15,11,3,18,0,60,4,0,3,3,18,18,10,39,0,93,16,5,6,0,15,14,14,60,3,126,6,5,5,0,3,8,5,52,0,94
LGA53290,0,0,0,8,12,8,0,4,0,31,0,0,4,5,11,5,3,0,0,26,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,15,7,0,0,23,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,41,105,108,70,103,72,21,24,14,556,0,4,3,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,8,0,23,3,0,0,0,0,0,0,31,0,22,7,4,0,0,0,0,0,32,0,15,10,0,0,0,0,0,0,36,0,19,29,6,3,0,0,4,0,67,8,19,20,13,15,4,4,0,4,83,8,8,16,21,28,17,6,4,0,107,6,4,11,13,28,26,5,10,0,107,3,8,4,8,19,26,4,15,0,79,3,5,11,4,11,15,9,5,0,59,0,3,3,3,0,8,3,3,0,25
LGA53360,5,0,0,4,5,3,3,4,0,16,0,0,0,0,0,5,4,5,0,15,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,5,0,4,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,36,37,38,40,18,29,4,244,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,6,0,5,0,5,0,0,0,0,0,15,0,3,9,0,5,0,0,0,0,18,0,0,4,3,4,3,0,0,0,23,0,0,7,8,14,9,0,0,0,33,0,4,7,0,10,3,9,6,0,40,0,0,0,0,8,3,5,3,0,20,0,0,4,0,0,5,0,0,0,14,0,0,0,4,3,0,0,3,0,12
LGA53430,10,17,19,25,65,58,12,36,0,239,6,6,9,14,33,54,20,24,3,166,9,0,3,7,26,40,21,18,0,118,9,5,3,3,20,51,20,49,0,168,0,0,0,0,0,0,0,5,0,5,0,0,4,0,0,0,0,0,0,11,0,0,0,4,9,7,0,0,14,27,145,1083,750,415,519,402,120,198,59,3697,0,5,4,4,0,6,0,0,0,21,0,18,0,0,0,0,0,0,0,26,0,59,0,0,0,0,0,0,0,66,6,59,19,3,0,0,0,0,0,90,0,72,38,3,0,0,0,0,0,124,15,78,92,13,15,4,4,0,4,222,12,56,137,60,32,22,0,3,0,323,21,37,87,71,111,47,13,5,6,404,23,37,60,75,241,145,25,16,0,622,30,24,32,45,279,149,21,38,0,618,22,16,25,13,164,105,43,37,0,421,11,10,3,21,82,68,18,20,0,228
LGA53570,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,4,5,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,24,10,0,9,3,6,0,77,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,8,0,5,0,0,0,4,0,0,0,14,0,3,3,0,0,0,0,0,0,3,0,5,7,5,0,0,0,0,0,21,0,3,4,4,3,0,0,0,0,27,0,3,3,5,12,7,0,0,0,27,0,0,10,3,3,9,0,0,0,34,0,0,6,0,3,6,0,0,0,19,0,4,0,8,0,7,0,0,0,20,0,0,0,0,0,4,0,0,0,4
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,4,4,5,0,6,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,11,0,4,0,0,0,4,0,0,0,13,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6,0,7,3,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,0,4,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,16,16,28,25,96,88,23,41,0,328,37,11,12,16,80,173,37,50,0,421,28,4,7,3,35,88,28,37,9,236,19,0,9,3,19,89,26,55,0,224,0,0,5,0,0,3,0,7,0,19,0,0,4,0,4,0,0,4,0,13,0,9,6,0,0,3,0,0,12,27,257,884,891,529,845,643,144,300,58,4550,0,8,0,0,7,4,0,0,0,21,0,38,0,0,0,0,0,0,0,44,7,73,9,3,0,4,0,0,0,92,3,89,17,5,4,0,0,5,0,128,7,56,41,3,4,0,3,0,0,120,13,78,125,22,19,15,0,3,0,261,3,55,114,59,54,40,8,10,0,347,11,39,71,64,133,69,11,14,0,402,11,27,37,37,228,152,29,29,0,563,10,12,27,28,148,104,28,34,3,405,10,11,11,16,55,63,9,27,0,201,8,7,12,6,25,19,12,10,0,98
LGA53800,10,3,11,21,58,47,10,19,0,186,8,9,9,13,45,44,21,28,4,177,11,8,5,5,15,51,18,22,4,142,13,0,0,0,17,59,20,42,0,152,0,0,0,0,0,5,0,8,0,13,0,3,0,0,0,6,0,0,0,12,0,0,0,0,0,4,0,0,0,17,128,474,439,327,402,356,119,191,40,2460,0,6,4,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,19,0,28,5,4,0,0,0,0,0,35,3,40,5,0,0,0,0,0,0,61,4,40,22,0,5,5,0,0,0,73,11,54,65,13,9,3,0,5,0,166,11,27,68,43,40,25,0,5,0,224,13,14,38,63,113,52,9,14,0,325,22,17,28,58,161,101,13,21,0,421,7,16,19,27,107,76,18,12,0,282,11,11,8,11,73,38,16,26,0,184,0,6,3,4,27,15,11,14,0,76
LGA53920,0,0,0,0,3,8,0,7,0,18,3,0,0,0,4,5,0,5,0,25,0,0,0,0,0,5,0,4,0,6,0,0,0,0,0,3,0,7,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,13,12,23,22,53,33,8,36,5,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,3,0,4,0,0,0,0,11,0,0,0,7,0,3,0,0,0,9,0,0,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,6
LGA53990,0,0,6,4,10,9,5,7,0,43,3,0,4,3,14,7,0,8,0,33,0,0,0,0,0,6,0,11,0,21,0,0,0,0,3,10,0,7,0,27,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,9,41,208,222,123,122,67,15,56,11,868,0,4,0,0,0,0,0,0,0,3,0,9,3,0,0,0,0,3,0,15,0,10,0,0,0,0,0,0,0,19,0,18,3,0,0,0,0,0,0,31,5,25,13,0,0,0,0,0,0,45,3,10,24,4,5,0,0,0,0,53,0,19,17,13,12,5,3,0,3,71,3,11,14,21,21,6,6,3,0,89,3,7,11,11,41,27,0,11,0,115,0,4,4,7,23,25,6,10,0,80,0,4,4,0,13,23,6,7,0,52,0,5,0,0,5,7,0,6,0,23
LGA54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,23,20,10,15,0,4,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,9,0,0,3,0,4,6,0,0,0,13,0,0,0,3,3,4,0,0,0,11,0,0,5,0,5,0,0,0,0,16,0,0,4,0,0,4,0,0,0,7,0,0,0,0,3,6,0,0,0,9,0,0,0,0,0,0,0,0,0,9
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,4,6,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,3,0,5,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA54170,19,16,67,79,158,101,27,39,4,517,16,11,26,16,77,91,27,43,0,309,14,3,11,16,37,124,23,29,3,269,26,18,12,10,15,183,26,48,5,343,0,0,0,0,6,0,0,5,0,16,0,0,0,0,0,5,0,5,0,14,0,19,9,10,4,3,0,4,18,71,342,2622,1888,1026,1302,1044,190,344,112,8864,8,27,10,6,4,0,0,0,0,50,4,91,7,0,0,0,0,0,0,108,11,156,18,8,0,0,0,0,0,196,10,187,41,4,0,0,0,0,3,246,9,187,83,15,6,5,0,0,0,297,23,207,232,41,21,14,0,7,5,547,28,137,279,97,94,36,3,3,3,682,30,107,192,167,208,102,8,12,5,832,30,64,126,165,370,166,26,41,3,980,27,39,58,85,317,157,34,34,5,764,19,37,29,40,206,119,33,30,0,508,10,20,11,24,70,57,20,21,0,226
LGA54200,4,8,6,13,32,15,13,5,0,95,0,3,7,4,22,11,10,11,0,70,0,0,3,0,13,11,0,11,0,31,0,0,5,0,0,28,11,15,0,57,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,5,12,75,528,379,239,325,152,61,85,27,1872,0,10,0,0,0,0,0,0,0,26,0,28,0,0,0,0,0,0,0,30,5,51,5,0,0,0,0,0,0,57,3,47,11,3,0,0,0,0,0,71,0,42,24,3,0,3,0,0,0,76,4,45,54,19,12,7,0,4,4,146,9,29,67,30,25,20,7,3,5,191,7,34,45,45,84,74,7,9,0,303,7,31,39,41,136,108,20,22,5,399,5,8,18,20,96,100,35,33,0,304,3,8,5,16,57,47,31,31,0,203,0,11,4,10,19,33,12,20,0,114
