POW_LGA_CODE_2021,M1_Train_Mng,M1_Train_Pro,M1_Train_TecTW,M1_Train_CoPSW,M1_Train_ClAW,M1_Train_SWks,M1_Train_MaOpDv,M1_Train_Lab,M1_Train_IDNS,M1_Train_Tot,M1_Bus_Mng,M1_Bus_Pro,M1_Bus_TecTW,M1_Bus_CoPSW,M1_Bus_ClAW,M1_Bus_SWks,M1_Bus_MaOpDv,M1_Bus_Lab,M1_Bus_IDNS,M1_Bus_Tot,M1_Ferry_Mng,M1_Ferry_Pro,M1_Ferry_TecTW,M1_Ferry_CoPSW,M1_Ferry_ClAW,M1_Ferry_SWks,M1_Ferry_MaOpDv,M1_Ferry_Lab,M1_Ferry_IDNS,M1_Ferry_Tot,M1_Tram_or_LR_Mng,M1_Tram_or_LR_Pro,M1_Tram_or_LR_TecTW,M1_Tram_or_LR_CoPSW,M1_Tram_or_LR_ClAW,M1_Tram_or_LR_SWks,M1_Tram_or_LR_MaOpDv,M1_Tram_or_LR_Lab,M1_Tram_or_LR_IDNS,M1_Tram_or_LR_Tot,M1_Taxi_or_RSS_Mng,M1_Taxi_or_RSS_Pro,M1_Taxi_or_RSS_TecTW,M1_Taxi_or_RSS_CoPSW,M1_Taxi_or_RSS_ClAW,M1_Taxi_or_RSS_SWks,M1_Taxi_or_RSS_MaOpDv,M1_Taxi_or_RSS_Lab,M1_Taxi_or_RSS_IDNS,M1_Taxi_or_RSS_Tot,M1_CarAsDriv_Mng,M1_CarAsDriv_Pro,M1_CarAsDriv_TecTW,M1_CarAsDriv_CoPSW,M1_CarAsDriv_ClAW,M1_CarAsDriv_SWks,M1_CarAsDriv_MaOpDv,M1_CarAsDriv_Lab,M1_CarAsDriv_IDNS,M1_CarAsDriv_Tot,M1_CarAsPas_Mng,M1_CarAsPas_Pro,M1_CarAsPas_TecTW,M1_CarAsPas_CoPSW,M1_CarAsPas_ClAW,M1_CarAsPas_SWks,M1_CarAsPas_MaOpDv,M1_CarAsPas_Lab,M1_CarAsPas_IDNS,M1_CarAsPas_Tot,M1_Truck_Mng,M1_Truck_Pro,M1_Truck_TecTW,M1_Truck_CoPSW,M1_Truck_ClAW,M1_Truck_SWks,M1_Truck_MaOpDv,M1_Truck_Lab,M1_Truck_IDNS,M1_Truck_Tot,M1_MBikeScoot_Mng,M1_MBikeScoot_Pro,M1_MBikeScoot_TecTW,M1_MBikeScoot_CoPSW,M1_MBikeScoot_ClAW,M1_MBikeScoot_SWks,M1_MBikeScoot_MaOpDv,M1_MBikeScoot_Lab,M1_MBikeScoot_IDNS,M1_MBikeScoot_Tot,M1_Bicycle_Mng,M1_Bicycle_Pro,M1_Bicycle_TecTW,M1_Bicycle_CoPSW,M1_Bicycle_ClAW,M1_Bicycle_SWks,M1_Bicycle_MaOpDv,M1_Bicycle_Lab,M1_Bicycle_IDNS,M1_Bicycle_Tot,M1_Oth_Mng,M1_Oth_Pro,M1_Oth_TecTW,M1_Oth_CoPSW,M1_Oth_ClAW,M1_Oth_SWks,M1_Oth_MaOpDv,M1_Oth_Lab,M1_Oth_IDNS,M1_Oth_Tot,M1_WlkOnly_Mng,M1_WlkOnly_Pro,M1_WlkOnly_TecTW,M1_WlkOnly_CoPSW,M1_WlkOnly_ClAW,M1_WlkOnly_SWks,M1_WlkOnly_MaOpDv,M1_WlkOnly_Lab,M1_WlkOnly_IDNS,M1_WlkOnly_Tot,M1_Tot_M1_Mng,M1_Tot_M1_Pro,M1_Tot_M1_TecTW,M1_Tot_M1_CoPSW,M1_Tot_M1_ClAW,M1_Tot_M1_SWks,M1_Tot_M1_MaOpDv,M1_Tot_M1_Lab,M1_Tot_M1_IDNS,M1_Tot_M1_Tot,M2_TrnBus_Mng,M2_TrnBus_Pro,M2_TrnBus_TecTW,M2_TrnBus_CoPSW,M2_TrnBus_ClAW,M2_TrnBus_SWks,M2_TrnBus_MaOpDv,M2_TrnBus_Lab,M2_TrnBus_IDNS,M2_TrnBus_Tot,M2_TrnFer_Mng,M2_TrnFer_Pro,M2_TrnFer_TecTW,M2_TrnFer_CoPSW,M2_TrnFer_ClAW,M2_TrnFer_SWks,M2_TrnFer_MaOpDv,M2_TrnFer_Lab,M2_TrnFer_IDNS,M2_TrnFer_Tot,M2_TrnTrm_or_LR_Mng,M2_TrnTrm_or_LR_Pro,M2_TrnTrm_or_LR_TecTW,M2_TrnTrm_or_LR_CoPSW,M2_TrnTrm_or_LR_ClAW,M2_TrnTrm_or_LR_SWks,M2_TrnTrm_or_LR_MaOpDv,M2_TrnTrm_or_LR_Lab,M2_TrnTrm_or_LR_IDNS,M2_TrnTrm_or_LR_Tot,M2_TrnCarAsDriv_Mng,M2_TrnCarAsDriv_Pro,M2_TrnCarAsDriv_TecTW,M2_TrnCarAsDriv_CoPSW,M2_TrnCarAsDriv_ClAW,M2_TrnCarAsDriv_SWks,M2_TrnCarAsDriv_MaOpDv,M2_TrnCarAsDriv_Lab,M2_TrnCarAsDriv_IDNS,M2_TrnCarAsDriv_Tot,M2_TrnCarAsPa_Mng,M2_TrnCarAsPa_Pro,M2_TrnCarAsPa_TecTW,M2_TrnCarAsPa_CoPSW,M2_TrnCarAsPa_ClAW,M2_TrnCarAsPa_SWks,M2_TrnCarAsPa_MaOpDv,M2_TrnCarAsPa_Lab,M2_TrnCarAsPa_IDNS,M2_TrnCarAsPa_Tot,M2_TrnOth_Mng,M2_TrnOth_Pro,M2_TrnOth_TecTW,M2_TrnOth_CoPSW,M2_TrnOth_ClAW,M2_TrnOth_SWks,M2_TrnOth_MaOpDv,M2_TrnOth_Lab,M2_TrnOth_IDNS,M2_TrnOth_Tot,M2_Trn_and_Tot_Mng,M2_Trn_and_Tot_Pro,M2_Trn_and_Tot_TecTW,M2_Trn_and_Tot_CoPSW,M2_Trn_and_Tot_ClAW,M2_Trn_and_Tot_SWks,M2_Trn_and_Tot_MaOpDv,M2_Trn_and_Tot_Lab,M2_Trn_and_Tot_IDNS,M2_Trn_and_Tot_Tot
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,53,73,37,32,21,13,48,7,359,0,5,4,5,0,5,0,8,0,26,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,5,4,0,3,0,5,4,0,27,94,55,81,42,34,25,25,59,9,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,54,64,20,50,28,46,54,3,451,5,0,9,0,6,4,0,5,0,25,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,6,0,0,0,0,0,0,0,0,10,38,10,7,4,10,0,0,5,0,78,179,71,83,27,57,38,60,65,6,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52590,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,21,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,120,173,81,83,54,124,139,10,939,3,0,10,12,0,10,14,40,3,94,6,0,6,0,0,0,5,8,0,20,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,0,7,0,13,10,0,0,0,0,0,6,6,0,25,21,0,15,9,5,5,11,18,0,89,195,135,214,98,93,70,176,230,13,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,295,332,369,327,221,237,387,333,33,2537,5,9,11,27,8,72,13,64,3,217,3,0,0,0,0,0,11,6,0,17,6,0,0,0,0,0,3,3,0,12,0,0,6,0,0,0,0,4,0,16,0,0,0,3,0,0,0,5,0,12,24,6,9,10,4,9,6,17,0,84,330,350,396,374,231,336,416,432,36,2910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,214,181,145,114,104,62,161,12,1181,6,4,12,14,6,17,3,25,0,77,4,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,4,0,0,7,0,6,0,0,3,4,0,4,0,22,4,0,0,4,0,0,0,3,0,8,48,17,16,12,9,0,4,17,0,128,247,244,213,174,131,133,72,207,13,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52800,0,0,0,0,0,0,0,0,0,0,3,11,30,23,0,0,32,13,4,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,137,272,109,213,135,25,43,97,15,1055,10,48,17,38,23,17,12,37,0,197,0,0,0,0,0,0,5,9,4,13,0,4,0,0,0,0,0,0,0,4,4,8,5,4,0,0,0,0,6,28,11,15,27,8,3,5,45,23,3,145,66,134,77,115,36,32,14,66,10,552,230,495,271,400,194,84,156,256,35,2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,130,155,120,101,57,93,184,13,1062,14,7,12,7,4,11,8,50,0,119,0,0,6,0,0,0,7,0,0,15,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,8,0,3,0,0,0,0,0,0,16,38,6,11,5,4,3,8,21,3,110,262,148,196,138,112,80,123,269,25,1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,16,14,19,19,7,18,20,0,158,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,11,3,0,6,0,0,3,4,0,29,76,24,21,23,21,8,19,25,4,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,15,12,6,3,3,10,24,3,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,17,5,0,3,0,3,5,0,0,31,79,15,20,8,3,9,13,31,3,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,18,13,0,4,0,30,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,25,33,17,21,7,24,25,0,158,3,10,13,0,0,0,3,6,0,45,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,9,3,11,22,0,3,0,38,6,0,84,13,12,11,8,6,8,0,4,0,59,41,75,88,27,28,18,96,54,3,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,0,4,0,4,0,0,0,0,0,10,0,3,6,7,0,4,0,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,190,317,150,326,137,85,17,90,19,1330,3,9,5,29,6,3,0,11,0,60,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,6,0,4,3,3,0,0,0,3,0,12,0,0,4,0,0,0,0,0,0,6,12,8,12,13,5,9,0,8,0,66,204,356,182,386,151,97,21,112,22,1530,0,0,6,5,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,3,0,16
LGA53220,0,6,3,0,0,0,0,0,0,13,46,200,1128,7,61,10,1326,275,34,3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,25,0,0,0,26,8,9,79,353,434,1066,173,206,77,562,202,65,3147,73,186,348,17,59,17,266,124,16,1107,3,10,31,3,0,0,46,19,4,118,0,3,10,0,0,0,8,0,0,31,3,5,29,5,3,5,12,4,0,67,126,276,921,58,110,8,949,279,51,2779,73,121,179,106,69,27,119,209,13,925,681,1255,3755,377,502,144,3318,1122,193,11349,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,4,0,0,16
LGA53290,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,5,4,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,11,594,578,668,392,482,335,502,505,69,4118,14,19,45,21,12,44,13,68,8,246,4,0,21,0,0,0,20,9,0,49,7,0,8,4,3,5,4,8,0,34,3,10,9,9,6,10,4,7,4,65,24,7,3,3,5,0,0,9,0,49,88,33,15,33,16,20,8,32,8,263,741,653,768,465,513,429,555,635,94,4843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,127,193,125,125,66,32,106,21,924,3,5,10,10,3,11,10,28,0,82,3,0,5,0,0,0,4,0,0,8,0,0,0,4,0,0,0,3,0,14,13,18,14,18,8,14,0,12,0,93,0,3,6,4,5,0,3,3,0,23,29,13,38,29,23,13,4,39,0,194,179,180,267,196,163,106,56,188,25,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53430,33,136,30,53,58,33,3,33,4,382,45,126,66,124,96,81,21,115,9,684,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,14,6,20,7,16,3,8,0,77,2659,4243,2478,2196,2416,1174,1150,1472,215,18004,98,161,105,194,118,161,41,181,18,1081,8,7,16,0,0,0,28,10,0,65,17,45,20,10,4,5,0,10,3,115,58,140,38,53,24,18,6,36,0,380,12,24,19,9,6,0,12,18,8,109,77,167,47,146,65,61,5,64,8,642,3022,5073,2817,2803,2803,1554,1267,1939,265,21543,9,64,22,37,35,13,7,38,3,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,4,13,17,0,0,3,0,83,0,7,0,3,6,0,0,0,0,19,0,8,0,6,0,0,0,0,0,16,35,96,30,54,62,21,7,41,3,350
LGA53570,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,61,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,81,143,46,116,47,139,323,21,1188,28,0,6,0,6,7,8,131,4,198,3,0,3,0,0,0,9,5,5,23,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,0,3,0,15,12,0,0,0,0,0,6,0,0,22,57,10,8,7,5,4,4,51,0,150,380,96,167,64,135,61,166,577,26,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,32,50,20,32,20,52,66,0,379,0,0,7,0,5,0,0,5,0,24,3,0,0,0,0,0,4,5,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,0,10,18,12,6,5,6,3,0,6,0,59,135,49,65,24,39,26,62,90,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,31,23,25,25,5,18,21,0,202,0,0,0,3,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,4,0,3,0,8,0,33,70,31,28,32,28,11,20,33,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,0,15,13,19,19,26,0,23,0,112,9,17,19,32,11,38,17,39,4,185,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,11,12,3,19,19,9,0,94,2174,3428,3513,3281,1988,1719,1868,1766,267,20008,79,109,197,198,88,266,90,363,23,1402,28,0,53,0,9,0,92,17,6,205,7,3,7,4,4,4,9,11,0,48,0,11,14,10,0,6,11,27,0,79,11,15,48,13,15,3,21,27,4,160,29,28,34,41,26,61,8,45,3,276,2352,3637,3909,3601,2164,2147,2134,2327,312,22578,6,10,22,30,4,16,8,26,3,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,3,0,4,0,19,0,0,0,0,0,0,0,4,0,10,0,3,4,0,0,0,0,5,0,13,7,23,24,34,5,24,4,37,3,171
LGA53800,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,7,6,11,0,49,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,4,10,3,0,32,1386,2345,1959,1777,1576,1038,944,1129,151,12303,48,89,117,147,60,228,38,239,9,967,18,0,54,0,7,0,37,18,0,134,7,4,23,6,4,9,9,17,0,88,12,45,19,22,15,13,12,23,4,153,12,10,22,4,9,0,19,18,6,98,59,70,35,45,28,40,27,67,4,378,1545,2572,2241,2005,1702,1341,1093,1517,173,14196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,7
LGA53920,0,0,0,0,0,0,0,0,0,0,0,6,10,3,0,0,25,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,67,83,43,60,29,5,24,21,8,336,3,14,14,16,8,5,14,10,0,86,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,11,5,0,0,15,9,0,55,42,94,30,85,14,24,4,47,8,352,124,209,105,174,54,33,85,93,16,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53990,0,0,0,0,0,0,0,0,0,4,3,14,120,0,5,0,29,64,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,10,0,16,564,808,1038,611,428,317,536,892,86,5286,16,31,81,49,24,63,28,209,6,516,3,0,19,0,0,4,24,3,0,53,3,6,0,0,0,3,0,6,3,15,3,4,3,0,0,9,0,13,0,33,6,3,10,4,0,0,7,42,7,71,45,25,23,21,7,9,6,40,6,182,647,891,1293,693,472,404,631,1279,105,6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,78,144,68,48,70,36,103,6,650,3,5,6,6,3,5,0,7,0,47,0,0,0,0,0,0,4,5,0,8,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,6,4,0,0,0,0,0,0,7,0,14,13,4,12,0,7,4,0,6,0,52,116,86,167,85,64,88,45,126,10,785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,26,30,14,28,7,30,46,6,287,6,0,5,0,0,0,0,6,0,21,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,21,3,4,8,3,3,4,12,0,54,131,31,38,19,31,11,35,68,5,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54170,34,106,43,75,52,81,6,48,18,459,22,35,21,72,23,87,12,71,5,352,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,14,15,13,29,9,19,7,11,3,111,3253,8766,3495,6165,3514,3815,820,2255,382,32458,99,207,201,431,176,654,29,487,35,2327,20,0,74,0,9,0,31,44,3,181,6,15,16,10,10,9,8,7,5,83,13,49,13,24,12,15,5,24,0,152,6,36,39,7,14,5,14,15,10,144,47,139,54,138,56,114,8,82,15,649,3516,9370,3963,6950,3870,4801,931,3045,463,36916,28,73,40,89,49,97,3,66,11,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,7,18,7,0,0,9,0,75,0,9,0,6,8,17,0,8,0,55,4,7,0,5,7,0,0,3,0,24,29,115,51,116,69,114,9,80,17,600
LGA54200,0,0,0,0,3,0,0,0,0,6,0,7,16,14,0,12,6,17,0,75,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,5,12,8,0,34,1359,1749,2118,1285,1436,790,1622,1115,157,11643,37,39,89,98,48,127,71,173,13,694,25,0,47,0,9,0,94,24,5,202,6,0,8,4,3,0,19,4,0,48,0,4,10,0,0,0,6,6,0,36,5,4,21,10,7,0,26,7,0,89,54,33,25,42,23,39,9,38,0,261,1503,1839,2335,1454,1538,976,1864,1394,182,13089,0,0,6,5,0,0,5,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,3,3,5,0,25
