POW_LGA_CODE_2021,Pvte_1250_1499_Mng,Pvte_1250_1499_Pro,Pvte_1250_1499_TecTW,Pvte_1250_1499_CoPSW,Pvte_1250_1499_ClAW,Pvte_1250_1499_SWks,Pvte_1250_1499_MaOpDv,Pvte_1250_1499_Lab,Pvte_1250_1499_IDNS,Pvte_1250_1499_Tot,Pvte_1500_1749_Mng,Pvte_1500_1749_Pro,Pvte_1500_1749_TecTW,Pvte_1500_1749_CoPSW,Pvte_1500_1749_ClAW,Pvte_1500_1749_SWks,Pvte_1500_1749_MaOpDv,Pvte_1500_1749_Lab,Pvte_1500_1749_IDNS,Pvte_1500_1749_Tot,Pvte_1750_1999_Mng,Pvte_1750_1999_Pro,Pvte_1750_1999_TecTW,Pvte_1750_1999_CoPSW,Pvte_1750_1999_ClAW,Pvte_1750_1999_SWks,Pvte_1750_1999_MaOpDv,Pvte_1750_1999_Lab,Pvte_1750_1999_IDNS,Pvte_1750_1999_Tot,Pvte_2000_2999_Mng,Pvte_2000_2999_Pro,Pvte_2000_2999_TecTW,Pvte_2000_2999_CoPSW,Pvte_2000_2999_ClAW,Pvte_2000_2999_SWks,Pvte_2000_2999_MaOpDv,Pvte_2000_2999_Lab,Pvte_2000_2999_IDNS,Pvte_2000_2999_Tot,Pvte_3000_3499_Mng,Pvte_3000_3499_Pro,Pvte_3000_3499_TecTW,Pvte_3000_3499_CoPSW,Pvte_3000_3499_ClAW,Pvte_3000_3499_SWks,Pvte_3000_3499_MaOpDv,Pvte_3000_3499_Lab,Pvte_3000_3499_IDNS,Pvte_3000_3499_Tot,Pvte_3500mo_Mng,Pvte_3500mo_Pro,Pvte_3500mo_TecTW,Pvte_3500mo_CoPSW,Pvte_3500mo_ClAW,Pvte_3500mo_SWks,Pvte_3500mo_MaOpDv,Pvte_3500mo_Lab,Pvte_3500mo_IDNS,Pvte_3500mo_Tot,Pvte_PINS_Mng,Pvte_PINS_Pro,Pvte_PINS_TecTW,Pvte_PINS_CoPSW,Pvte_PINS_ClAW,Pvte_PINS_SWks,Pvte_PINS_MaOpDv,Pvte_PINS_Lab,Pvte_PINS_IDNS,Pvte_PINS_Tot,Pvte_Tot_Mng,Pvte_Tot_Pro,Pvte_Tot_TecTW,Pvte_Tot_CoPSW,Pvte_Tot_ClAW,Pvte_Tot_SWks,Pvte_Tot_MaOpDv,Pvte_Tot_Lab,Pvte_Tot_IDNS,Pvte_Tot_Tot,NS_NNI_Mng,NS_NNI_Pro,NS_NNI_TecTW,NS_NNI_CoPSW,NS_NNI_ClAW,NS_NNI_SWks,NS_NNI_MaOpDv,NS_NNI_Lab,NS_NNI_IDNS,NS_NNI_Tot,NS_1_149_Mng,NS_1_149_Pro,NS_1_149_TecTW,NS_1_149_CoPSW,NS_1_149_ClAW,NS_1_149_SWks,NS_1_149_MaOpDv,NS_1_149_Lab,NS_1_149_IDNS,NS_1_149_Tot,NS_150_299_Mng,NS_150_299_Pro,NS_150_299_TecTW,NS_150_299_CoPSW,NS_150_299_ClAW,NS_150_299_SWks,NS_150_299_MaOpDv,NS_150_299_Lab,NS_150_299_IDNS,NS_150_299_Tot,NS_300_399_Mng,NS_300_399_Pro,NS_300_399_TecTW,NS_300_399_CoPSW,NS_300_399_ClAW,NS_300_399_SWks,NS_300_399_MaOpDv,NS_300_399_Lab,NS_300_399_IDNS,NS_300_399_Tot,NS_400_499_Mng,NS_400_499_Pro,NS_400_499_TecTW,NS_400_499_CoPSW,NS_400_499_ClAW,NS_400_499_SWks,NS_400_499_MaOpDv,NS_400_499_Lab,NS_400_499_IDNS,NS_400_499_Tot,NS_500_649_Mng,NS_500_649_Pro,NS_500_649_TecTW,NS_500_649_CoPSW,NS_500_649_ClAW,NS_500_649_SWks,NS_500_649_MaOpDv,NS_500_649_Lab,NS_500_649_IDNS,NS_500_649_Tot,NS_650_799_Mng,NS_650_799_Pro,NS_650_799_TecTW,NS_650_799_CoPSW,NS_650_799_ClAW,NS_650_799_SWks,NS_650_799_MaOpDv,NS_650_799_Lab,NS_650_799_IDNS,NS_650_799_Tot,NS_800_999_Mng,NS_800_999_Pro,NS_800_999_TecTW,NS_800_999_CoPSW,NS_800_999_ClAW,NS_800_999_SWks,NS_800_999_MaOpDv,NS_800_999_Lab,NS_800_999_IDNS,NS_800_999_Tot,NS_1000_1249_Mng,NS_1000_1249_Pro,NS_1000_1249_TecTW,NS_1000_1249_CoPSW,NS_1000_1249_ClAW,NS_1000_1249_SWks,NS_1000_1249_MaOpDv,NS_1000_1249_Lab,NS_1000_1249_IDNS,NS_1000_1249_Tot,NS_1250_1499_Mng,NS_1250_1499_Pro,NS_1250_1499_TecTW,NS_1250_1499_CoPSW,NS_1250_1499_ClAW,NS_1250_1499_SWks,NS_1250_1499_MaOpDv,NS_1250_1499_Lab,NS_1250_1499_IDNS,NS_1250_1499_Tot,NS_1500_1749_Mng,NS_1500_1749_Pro,NS_1500_1749_TecTW,NS_1500_1749_CoPSW,NS_1500_1749_ClAW,NS_1500_1749_SWks,NS_1500_1749_MaOpDv,NS_1500_1749_Lab,NS_1500_1749_IDNS,NS_1500_1749_Tot,NS_1750_1999_Mng,NS_1750_1999_Pro,NS_1750_1999_TecTW,NS_1750_1999_CoPSW,NS_1750_1999_ClAW,NS_1750_1999_SWks,NS_1750_1999_MaOpDv,NS_1750_1999_Lab,NS_1750_1999_IDNS,NS_1750_1999_Tot
LGA56370,8,4,8,0,0,4,0,6,0,34,20,0,0,0,5,0,6,5,0,36,14,4,0,0,0,0,10,0,0,25,10,5,5,0,0,0,10,0,0,36,5,0,0,0,0,0,0,0,0,10,12,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,144,20,31,17,18,17,35,47,0,330,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
LGA56460,32,27,25,7,19,10,13,11,0,146,34,33,17,10,22,10,14,13,0,145,26,26,19,0,12,0,12,6,0,105,32,35,15,6,14,7,8,3,0,128,10,10,0,0,3,4,0,0,0,29,6,24,5,3,0,5,0,3,0,46,9,0,0,0,0,4,0,3,0,18,285,244,225,212,200,177,121,222,13,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56580,108,389,148,152,210,37,50,24,5,1138,95,448,104,75,121,23,32,20,10,925,98,349,76,41,53,26,26,9,11,686,242,562,66,34,74,44,3,15,6,1058,84,117,6,7,18,11,0,0,0,243,221,438,12,6,20,40,4,4,13,757,7,22,4,12,10,7,0,4,3,60,1168,3287,976,1700,1368,524,293,594,130,10047,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,5,0,0,0,3,0,0,0,0,5,5,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,7,15,0,8,0,0,0,0,0,0,5,12,0,3,0,0,0,0,0,0,6,13,0,0,0,0,0,0,0,0,0,3
LGA56620,15,0,0,5,0,0,0,0,0,26,5,4,0,3,0,0,0,0,0,19,4,7,0,0,0,0,0,0,0,12,10,21,4,0,0,0,3,0,0,36,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,41,51,9,19,0,3,9,9,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56730,43,74,81,61,55,9,41,47,6,406,52,64,54,42,24,11,25,20,4,304,46,45,36,27,13,11,18,14,3,212,86,108,30,25,11,6,39,13,4,319,16,18,9,3,3,0,4,0,0,57,27,25,0,0,4,0,4,0,3,71,12,0,7,3,7,3,0,11,0,42,529,471,527,446,397,406,271,562,45,3653,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,5,15,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA56790,26,11,9,3,7,4,9,15,0,75,26,9,8,0,8,0,12,11,3,78,8,12,5,0,0,0,17,3,0,53,17,16,19,0,7,0,7,0,0,56,10,0,9,0,0,3,0,0,0,23,16,3,3,0,0,0,0,0,0,27,8,0,3,0,0,0,0,0,0,17,289,68,108,74,85,72,57,181,16,954,3,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56860,6,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,4,0,0,0,0,11,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,18,30,14,11,9,12,0,5,0,93,17,38,8,5,16,0,0,0,0,79,16,32,10,8,0,0,0,0,0,66,21,86,4,6,4,7,0,0,5,130,5,13,0,5,0,0,0,0,0,26,26,33,0,0,3,9,0,0,5,80,0,0,0,0,0,0,0,0,0,5,128,330,76,158,103,81,4,59,16,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57000,8,0,5,4,4,0,4,11,0,43,12,0,10,0,7,0,30,4,0,74,6,6,19,0,0,0,29,4,0,64,14,37,110,3,8,0,116,11,5,296,7,12,42,0,0,0,31,0,0,95,23,9,24,0,0,0,13,0,0,65,0,0,4,0,0,0,3,0,0,8,124,66,221,10,37,3,253,58,3,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57080,1179,4667,965,689,3131,361,195,255,127,11569,1344,5390,891,438,2424,293,204,204,114,11313,1246,4742,791,196,1417,191,299,142,88,9121,4230,13162,2146,222,2181,406,977,325,231,23883,2099,4917,915,45,587,135,274,67,85,9118,8098,10648,1283,64,1202,246,253,78,208,22091,72,199,81,57,87,28,34,34,103,688,20717,50962,10288,7923,20450,4966,2779,4732,1430,124237,0,4,3,0,6,0,0,3,43,55,0,3,0,3,0,4,0,5,30,50,0,0,4,6,0,4,0,0,43,61,0,5,0,15,0,0,0,7,41,69,0,5,5,17,5,8,0,11,41,94,6,8,11,10,4,3,3,12,57,104,0,4,14,14,4,0,9,17,47,105,0,12,18,17,8,0,8,19,65,142,3,17,20,12,10,0,10,7,62,141,10,20,11,7,10,0,8,0,46,110,4,15,3,5,5,0,3,3,47,88,6,19,7,0,7,0,5,0,31,72
LGA57140,10,3,0,0,0,0,0,6,0,18,9,5,0,0,0,3,5,5,0,27,9,0,0,0,0,0,0,0,0,10,13,4,3,0,0,0,0,0,0,26,4,0,0,0,0,0,0,0,0,9,8,0,4,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,5,118,24,26,28,22,19,16,42,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57210,48,19,23,3,11,0,22,55,3,178,31,12,33,3,3,7,16,16,0,119,40,10,14,0,3,0,20,9,0,93,49,16,10,0,8,4,5,0,0,86,16,5,3,0,0,0,5,3,0,27,34,8,0,0,10,0,0,4,0,62,12,0,0,0,5,0,0,6,0,21,506,103,223,78,148,100,136,511,19,1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0
LGA57280,49,66,123,58,108,35,103,111,11,667,53,82,190,36,97,28,182,107,7,789,63,86,231,17,59,18,227,78,10,786,163,258,818,52,136,24,600,190,39,2285,93,119,487,4,36,4,231,60,17,1044,212,253,421,9,49,8,254,47,35,1290,7,8,19,3,8,4,15,16,15,92,760,1001,2558,452,787,438,1789,1014,172,8958,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6,13,0,0,6,0,0,0,3,0,7,14,0,0,3,0,0,0,0,0,0,8
LGA57350,13,0,0,0,0,5,5,3,0,24,14,3,0,0,0,0,0,0,0,23,12,0,0,0,0,0,0,0,0,15,7,0,0,0,0,0,0,3,0,13,6,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,3,0,0,14,3,0,0,0,0,0,0,0,0,7,100,8,15,7,24,13,17,31,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,15,9,17,0,8,5,28,28,0,104,17,13,33,6,7,5,49,23,0,139,15,7,38,0,6,0,72,16,0,164,32,49,158,10,10,0,137,32,5,443,10,22,75,0,0,0,17,8,5,132,40,12,29,0,0,0,3,3,4,90,4,0,16,0,0,0,4,6,4,29,220,125,414,54,77,41,346,176,28,1495,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA57490,294,450,410,271,235,138,165,142,24,2126,253,559,378,126,159,98,152,107,14,1848,191,463,244,60,76,39,127,55,12,1269,397,721,410,96,105,66,221,79,22,2115,102,116,84,11,34,19,35,8,4,420,173,282,52,9,32,29,15,7,5,605,23,22,40,24,15,29,13,22,22,220,2599,4085,3944,4310,2536,4276,1566,3200,268,26793,0,0,0,0,0,0,0,0,8,13,0,0,0,7,0,0,0,0,11,14,0,0,0,0,0,0,0,0,13,14,0,0,3,0,0,0,0,0,4,10,0,0,0,3,0,0,0,0,14,21,0,0,4,0,3,4,0,4,6,26,0,0,3,3,0,0,0,8,12,26,0,0,0,0,0,0,0,6,14,23,3,4,0,3,0,0,0,6,23,45,0,9,7,5,0,4,4,0,12,33,0,0,4,0,0,0,3,0,11,23,4,0,3,0,0,0,0,0,8,18
LGA57630,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,4,8,5,0,0,8,5,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,54,69,112,30,38,10,80,52,3,451,75,66,120,16,38,5,58,28,4,407,40,64,48,13,23,4,41,21,0,261,76,86,73,8,17,6,36,15,3,327,31,20,17,0,3,7,9,4,0,75,41,29,25,0,3,5,4,4,3,116,8,3,19,5,0,7,9,7,4,55,696,589,978,733,529,479,480,881,64,5433,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,4,16,0,0,0,0,0,0,0,5,0,7,0,0,4,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
LGA57770,10,5,10,5,0,0,3,0,0,34,11,3,8,0,6,5,5,0,0,34,0,5,0,0,0,4,6,3,0,24,4,3,16,0,3,0,14,0,0,47,0,0,4,0,0,0,0,0,0,6,5,3,10,0,0,0,0,0,0,18,4,0,0,0,0,0,0,5,3,11,61,32,76,58,34,36,34,96,10,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57840,128,337,178,105,144,76,16,42,12,1041,139,400,114,66,127,42,18,23,18,949,113,333,62,28,70,29,11,19,7,670,269,723,85,21,82,47,30,18,6,1280,104,176,22,5,25,19,3,6,0,363,236,319,25,3,33,30,3,4,15,670,5,9,4,3,5,6,5,8,6,48,1414,3422,1203,2212,1450,984,193,872,126,11878,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,7,7,0,0,0,0,3,0,0,3,4,16,0,0,3,0,0,0,0,0,3,12,0,0,3,0,0,0,0,0,9,12,0,4,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,11
LGA57910,976,1705,1580,703,1197,514,328,426,78,7511,1061,1744,1375,380,720,378,246,269,59,6240,805,1472,858,171,375,233,142,136,53,4252,1988,2869,1051,163,494,339,135,155,73,7266,638,603,161,23,112,83,20,32,25,1687,1308,1089,169,21,150,168,23,28,31,2988,57,79,98,58,46,49,23,32,47,494,9523,14170,11032,9041,8934,8793,3159,6560,735,71944,0,0,5,0,0,0,0,0,20,25,0,0,0,5,0,3,0,0,13,24,0,0,0,6,3,4,0,8,15,39,0,0,0,3,0,0,3,8,28,44,0,0,0,3,0,0,0,7,17,33,0,0,3,14,7,3,3,3,26,55,4,0,6,6,3,3,0,4,18,53,3,6,10,10,6,8,18,9,42,112,4,8,10,6,0,5,4,8,39,91,0,3,21,5,3,0,3,9,37,78,4,12,3,5,3,0,0,0,16,39,3,4,3,0,0,4,0,0,9,34
LGA57980,181,775,171,138,345,91,27,37,18,1770,218,787,171,80,232,63,14,44,10,1618,163,575,108,50,127,49,29,22,11,1126,511,1204,208,44,167,87,71,30,17,2331,215,350,43,10,44,19,13,5,3,706,697,871,41,9,55,62,6,4,24,1767,10,26,15,14,7,10,3,3,18,100,2473,6199,1421,1821,2422,1264,244,793,170,16805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,11,0,0,0,0,0,0,0,0,5,9,0,0,6,0,0,0,0,0,7,16,0,0,0,0,0,0,0,3,6,17,0,0,0,4,0,0,0,6,9,12,0,5,6,0,4,0,0,0,3,17,0,0,3,0,0,0,0,0,6,11,0,0,0,0,0,0,4,0,5,5,0,0,0,0,0,0,0,0,3,11
LGA58050,721,907,1321,377,878,326,843,438,68,5870,754,1019,1186,233,554,265,621,258,49,4934,587,862,803,107,272,150,474,164,39,3460,1334,1603,1179,98,336,194,578,149,67,5540,444,279,206,15,59,39,106,18,18,1187,700,483,170,20,64,51,54,30,13,1598,42,42,90,42,35,43,41,48,42,428,6842,7532,9996,5751,6306,6214,6127,6242,599,55611,0,0,0,0,0,0,6,0,13,17,0,3,0,0,0,0,0,4,18,31,0,0,0,7,0,0,0,8,16,26,0,3,5,6,3,0,0,4,17,39,0,0,0,0,0,0,0,5,11,24,0,4,4,12,3,0,3,3,31,54,0,0,6,6,9,6,5,5,33,64,4,4,10,7,3,0,9,7,28,69,0,8,13,10,3,0,5,10,35,94,0,4,9,7,4,0,8,3,34,71,0,0,3,0,5,0,3,0,10,34,0,0,3,0,0,0,0,0,15,27
LGA58190,3,0,0,0,0,0,3,3,0,15,4,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,66,0,7,0,4,7,9,27,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,6,3,0,5,3,0,7,4,0,26,8,0,0,0,0,0,6,5,0,20,3,0,5,0,3,0,0,0,0,13,10,5,4,0,0,0,6,0,0,30,6,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,72,16,16,16,18,9,30,17,7,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58330,12,6,17,0,4,0,13,4,3,58,11,8,12,3,3,0,13,11,0,57,5,10,6,0,0,4,9,7,0,35,19,9,0,0,3,0,8,3,0,49,5,0,4,0,0,0,0,0,0,14,10,4,0,0,0,0,0,0,0,17,8,0,3,3,0,0,0,0,0,18,159,69,114,63,74,70,78,103,11,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58400,4,0,0,0,0,0,0,5,0,8,3,0,4,0,3,0,4,0,0,14,3,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,0,4,11,12,4,10,7,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
