POW_LGA_CODE_2021,Pro_300_399_H_0,Pro_300_399_H_1_19,Pro_300_399_H_20_29,Pro_300_399_H_30_34,Pro_300_399_H_35_39,Pro_300_399_H_40_44,Pro_300_399_H_45_49,Pro_300_399_H_50ov,Pro_300_399_H_NS,Pro_300_399_H_Tot,Pro_400_499_H_0,Pro_400_499_H_1_19,Pro_400_499_H_20_29,Pro_400_499_H_30_34,Pro_400_499_H_35_39,Pro_400_499_H_40_44,Pro_400_499_H_45_49,Pro_400_499_H_50ov,Pro_400_499_H_NS,Pro_400_499_H_Tot,Pro_500_649_H_0,Pro_500_649_H_1_19,Pro_500_649_H_20_29,Pro_500_649_H_30_34,Pro_500_649_H_35_39,Pro_500_649_H_40_44,Pro_500_649_H_45_49,Pro_500_649_H_50ov,Pro_500_649_H_NS,Pro_500_649_H_Tot,Pro_650_799_H_0,Pro_650_799_H_1_19,Pro_650_799_H_20_29,Pro_650_799_H_30_34,Pro_650_799_H_35_39,Pro_650_799_H_40_44,Pro_650_799_H_45_49,Pro_650_799_H_50ov,Pro_650_799_H_NS,Pro_650_799_H_Tot,Pro_800_999_H_0,Pro_800_999_H_1_19,Pro_800_999_H_20_29,Pro_800_999_H_30_34,Pro_800_999_H_35_39,Pro_800_999_H_40_44,Pro_800_999_H_45_49,Pro_800_999_H_50ov,Pro_800_999_H_NS,Pro_800_999_H_Tot,Pro_1000_1249_H_0,Pro_1000_1249_H_1_19,Pro_1000_1249_H_20_29,Pro_1000_1249_H_30_34,Pro_1000_1249_H_35_39,Pro_1000_1249_H_40_44,Pro_1000_1249_H_45_49,Pro_1000_1249_H_50ov,Pro_1000_1249_H_NS,Pro_1000_1249_H_Tot,Pro_1250_1499_H_0,Pro_1250_1499_H_1_19,Pro_1250_1499_H_20_29,Pro_1250_1499_H_30_34,Pro_1250_1499_H_35_39,Pro_1250_1499_H_40_44,Pro_1250_1499_H_45_49,Pro_1250_1499_H_50ov,Pro_1250_1499_H_NS,Pro_1250_1499_H_Tot,Pro_1500_1749_H_0,Pro_1500_1749_H_1_19,Pro_1500_1749_H_20_29,Pro_1500_1749_H_30_34,Pro_1500_1749_H_35_39,Pro_1500_1749_H_40_44,Pro_1500_1749_H_45_49,Pro_1500_1749_H_50ov,Pro_1500_1749_H_NS,Pro_1500_1749_H_Tot,Pro_1750_1999_H_0,Pro_1750_1999_H_1_19,Pro_1750_1999_H_20_29,Pro_1750_1999_H_30_34,Pro_1750_1999_H_35_39,Pro_1750_1999_H_40_44,Pro_1750_1999_H_45_49,Pro_1750_1999_H_50ov,Pro_1750_1999_H_NS,Pro_1750_1999_H_Tot,Pro_2000_2999_H_0,Pro_2000_2999_H_1_19,Pro_2000_2999_H_20_29,Pro_2000_2999_H_30_34,Pro_2000_2999_H_35_39,Pro_2000_2999_H_40_44,Pro_2000_2999_H_45_49,Pro_2000_2999_H_50ov,Pro_2000_2999_H_NS,Pro_2000_2999_H_Tot,Pro_3000_3499_H_0,Pro_3000_3499_H_1_19,Pro_3000_3499_H_20_29,Pro_3000_3499_H_30_34,Pro_3000_3499_H_35_39,Pro_3000_3499_H_40_44,Pro_3000_3499_H_45_49,Pro_3000_3499_H_50ov,Pro_3000_3499_H_NS,Pro_3000_3499_H_Tot,Pro_3500mo_H_0,Pro_3500mo_H_1_19,Pro_3500mo_H_20_29,Pro_3500mo_H_30_34,Pro_3500mo_H_35_39,Pro_3500mo_H_40_44,Pro_3500mo_H_45_49,Pro_3500mo_H_50ov,Pro_3500mo_H_NS,Pro_3500mo_H_Tot,Pro_PINS_H_0,Pro_PINS_H_1_19,Pro_PINS_H_20_29,Pro_PINS_H_30_34,Pro_PINS_H_35_39,Pro_PINS_H_40_44,Pro_PINS_H_45_49,Pro_PINS_H_50ov,Pro_PINS_H_NS,Pro_PINS_H_Tot,Pro_Tot_H_0,Pro_Tot_H_1_19,Pro_Tot_H_20_29,Pro_Tot_H_30_34,Pro_Tot_H_35_39,Pro_Tot_H_40_44,Pro_Tot_H_45_49,Pro_Tot_H_50ov,Pro_Tot_H_NS,Pro_Tot_H_Tot,TaTW_NNI_H_0,TaTW_NNI_H_1_19,TaTW_NNI_H_20_29,TaTW_NNI_H_30_34,TaTW_NNI_H_35_39,TaTW_NNI_H_40_44,TaTW_NNI_H_45_49,TaTW_NNI_H_50ov,TaTW_NNI_H_NS,TaTW_NNI_H_Tot,TaTW_1_149_H_0,TaTW_1_149_H_1_19,TaTW_1_149_H_20_29,TaTW_1_149_H_30_34,TaTW_1_149_H_35_39,TaTW_1_149_H_40_44,TaTW_1_149_H_45_49,TaTW_1_149_H_50ov,TaTW_1_149_H_NS,TaTW_1_149_H_Tot,TaTW_150_299_H_0,TaTW_150_299_H_1_19,TaTW_150_299_H_20_29,TaTW_150_299_H_30_34,TaTW_150_299_H_35_39,TaTW_150_299_H_40_44,TaTW_150_299_H_45_49,TaTW_150_299_H_50ov,TaTW_150_299_H_NS,TaTW_150_299_H_Tot,TaTW_300_399_H_0,TaTW_300_399_H_1_19,TaTW_300_399_H_20_29,TaTW_300_399_H_30_34,TaTW_300_399_H_35_39,TaTW_300_399_H_40_44,TaTW_300_399_H_45_49,TaTW_300_399_H_50ov,TaTW_300_399_H_NS,TaTW_300_399_H_Tot,TaTW_400_499_H_0,TaTW_400_499_H_1_19,TaTW_400_499_H_20_29,TaTW_400_499_H_30_34,TaTW_400_499_H_35_39,TaTW_400_499_H_40_44,TaTW_400_499_H_45_49,TaTW_400_499_H_50ov,TaTW_400_499_H_NS,TaTW_400_499_H_Tot,TaTW_500_649_H_0,TaTW_500_649_H_1_19,TaTW_500_649_H_20_29,TaTW_500_649_H_30_34,TaTW_500_649_H_35_39,TaTW_500_649_H_40_44,TaTW_500_649_H_45_49,TaTW_500_649_H_50ov,TaTW_500_649_H_NS,TaTW_500_649_H_Tot
LGA50840,0,5,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,0,4,4,0,0,0,0,0,0,11,0,5,3,0,3,0,0,0,0,16,0,6,8,0,0,5,0,0,0,23,4,6,6,5,0,6,0,3,0,33,0,0,4,8,6,4,0,5,0,27,0,5,7,4,0,10,0,5,0,34,0,0,0,0,4,12,0,5,0,24,4,0,3,3,5,28,5,23,0,78,0,0,0,0,5,3,0,3,0,15,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,11,34,47,32,27,66,10,51,0,288,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,12,0,5,0,0,0,0,0,6,0,12,0,0,6,0,3,0,0,5,0,16
LGA50910,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,9,6,0,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50980,0,10,5,4,0,0,0,0,0,17,4,15,7,4,3,0,0,0,0,27,4,6,9,3,3,5,0,4,0,25,4,19,12,6,6,10,0,3,0,57,8,15,22,12,19,9,0,10,0,82,10,14,23,24,23,20,9,16,0,138,9,7,21,24,44,46,16,31,3,198,22,10,14,35,98,67,10,39,6,307,22,7,9,34,83,69,21,45,4,297,28,14,17,20,107,127,48,98,6,469,7,0,0,4,7,15,7,12,0,64,17,3,9,10,22,30,20,53,0,163,0,0,0,3,7,0,0,0,3,13,129,122,146,177,436,404,125,313,25,1881,0,0,0,0,0,0,0,5,0,3,0,7,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,10,0,9,5,0,6,0,4,4,0,24,0,6,8,4,4,3,0,3,0,42
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,3,3,8,10,6,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA51190,8,36,7,0,0,0,0,0,0,57,3,37,13,8,5,4,0,3,0,76,8,65,27,11,4,9,4,9,0,132,14,87,60,17,18,3,0,5,5,219,23,75,104,53,37,37,12,10,0,350,39,55,121,94,116,86,23,23,0,551,31,44,80,117,167,135,39,42,3,648,37,28,52,117,230,179,51,57,0,745,30,10,27,49,171,169,60,62,0,580,50,21,29,46,191,300,107,177,5,916,3,0,9,16,17,27,9,31,3,117,13,3,11,19,34,82,23,105,0,296,0,3,5,0,6,6,5,0,0,23,271,513,547,550,990,1037,325,525,21,4786,4,0,0,0,0,0,0,5,0,12,4,26,5,0,0,0,0,5,0,45,3,25,7,0,0,0,0,0,0,37,3,30,14,0,7,10,3,9,0,83,3,29,19,6,27,29,6,9,5,128,7,44,41,10,48,67,18,22,4,261
LGA51260,0,32,8,5,0,0,4,4,0,54,0,42,3,6,0,3,0,0,0,58,6,41,31,8,5,6,0,0,0,110,7,62,42,20,14,9,0,7,0,159,18,47,46,39,35,23,3,7,0,211,23,39,88,49,64,43,6,11,0,320,20,18,44,58,65,61,10,33,0,319,18,16,36,55,85,62,22,48,0,353,23,14,16,36,66,85,33,53,0,325,28,13,32,31,62,146,65,74,0,456,4,7,3,4,7,34,9,13,0,83,6,4,21,18,18,42,10,43,0,170,0,5,0,0,5,0,0,0,8,17,170,361,389,325,426,518,174,307,14,2691,0,6,0,0,0,9,0,0,0,24,0,24,4,0,0,0,0,0,0,28,0,22,7,0,0,0,0,5,0,32,0,17,5,7,3,0,0,0,0,48,5,25,19,9,25,22,9,5,0,111,7,26,47,26,29,33,8,10,0,195
LGA51310,6,39,13,0,3,4,0,3,0,70,7,50,17,5,0,0,0,0,0,75,9,74,35,10,7,11,0,4,0,158,21,93,66,7,4,14,0,7,0,221,20,86,133,35,43,27,6,12,0,358,26,57,163,72,113,69,10,23,3,537,21,42,139,75,127,111,20,31,5,565,36,36,79,83,175,136,25,41,4,612,22,22,40,48,151,128,33,57,0,507,32,39,48,77,212,296,79,116,0,904,5,16,20,15,32,64,15,42,3,208,9,32,44,38,33,138,49,182,6,528,0,0,3,0,0,6,0,0,10,23,231,640,809,478,903,1006,251,524,27,4866,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,13,0,24,0,0,0,0,0,0,0,24,0,13,12,0,0,4,0,0,0,30,0,18,15,0,6,3,0,0,0,41,4,12,23,8,13,14,4,3,0,83
LGA51330,8,74,16,7,4,9,0,0,0,126,0,69,35,0,4,6,0,3,0,132,10,94,73,12,9,18,0,3,0,226,13,88,112,50,40,12,6,7,4,325,25,93,117,86,121,70,18,17,6,547,24,62,178,81,235,222,42,50,10,922,33,45,107,107,322,304,53,76,6,1041,43,50,81,109,347,353,101,142,4,1232,38,33,42,67,275,302,96,142,3,995,59,37,65,87,402,559,199,372,7,1789,11,8,7,15,53,94,35,85,7,308,8,18,35,31,46,149,48,117,7,457,0,3,3,3,8,12,5,13,10,59,278,851,884,672,1878,2130,601,1029,69,8393,4,3,0,0,4,3,0,0,0,23,3,35,5,0,3,0,0,0,0,57,7,73,16,3,0,0,5,3,0,110,6,58,24,8,17,11,5,10,7,147,5,68,72,15,37,47,9,12,4,262,11,84,85,34,89,112,20,35,9,476
LGA51400,0,13,3,0,0,0,0,0,0,14,0,7,3,0,0,0,0,0,0,14,0,10,4,4,0,0,0,0,0,20,6,10,7,0,0,4,0,0,0,23,0,8,10,8,4,0,0,0,0,38,5,7,22,8,11,7,5,4,0,66,3,0,18,4,20,13,8,8,0,69,0,5,6,11,15,23,9,10,0,77,3,0,7,8,20,21,8,11,0,73,3,4,6,7,15,36,17,41,0,144,0,0,0,0,3,5,0,3,0,15,0,3,0,3,0,6,0,9,0,28,0,0,0,0,0,0,0,0,0,3,17,87,80,56,86,117,55,98,4,602,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,12,0,8,3,0,0,0,0,0,0,14,0,11,0,3,4,0,0,4,0,26,3,4,13,0,3,8,0,0,0,36
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,8,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA51540,0,0,6,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,5,0,6,3,0,0,0,0,0,0,8,0,3,7,0,0,0,0,0,0,12,0,0,0,4,7,6,0,0,0,10,0,5,5,8,9,6,5,0,0,32,0,6,0,6,18,15,0,9,0,42,3,0,0,3,16,8,0,5,0,50,0,0,0,5,16,13,3,4,0,40,0,0,0,0,22,18,9,17,0,66,0,0,0,0,0,0,0,0,0,6,0,0,0,5,4,3,0,10,0,20,0,0,0,0,0,0,0,0,0,0,19,14,21,26,93,74,13,54,0,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,3,0,4,7,0,0,3,20
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,9
LGA51680,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,9,0,0,4,0,3,3,5,0,0,13,0,0,4,0,0,4,3,0,0,16,0,0,0,0,10,10,0,3,0,23,0,0,0,0,4,4,0,0,0,20,0,0,0,0,8,0,0,7,0,16,4,0,0,5,9,8,0,13,0,33,0,0,0,0,6,6,0,0,0,10,0,0,0,0,3,6,6,6,0,12,0,0,0,0,0,4,0,0,0,4,10,17,26,8,39,39,16,25,0,181,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,12,0,4,0,0,3,0,0,0,0,7,0,4,4,0,0,0,0,0,0,14,0,0,6,0,4,0,0,3,0,26
LGA51710,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,3,0,0,0,10,0,0,3,0,13,8,0,4,0,24,0,3,0,0,5,4,3,3,0,20,0,0,0,0,11,13,3,6,0,30,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,7,5,9,36,34,11,12,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA51750,0,22,6,4,0,0,0,4,0,35,0,20,12,3,0,0,0,0,0,39,10,42,21,4,0,6,0,0,0,79,0,22,32,7,6,5,0,0,0,78,9,30,41,13,18,15,4,0,0,120,7,20,57,27,37,31,9,9,4,189,3,15,41,26,44,38,8,14,0,190,7,11,33,37,45,37,9,25,0,202,6,11,22,20,37,39,21,24,0,181,17,25,24,22,46,107,60,144,0,451,3,9,3,3,7,17,4,36,0,86,3,8,10,19,20,34,17,47,0,168,0,0,0,0,0,4,0,0,4,10,66,301,299,183,267,324,133,314,5,1900,0,5,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,8,0,16,0,0,5,0,0,0,0,17,0,6,4,0,7,0,0,0,0,17,0,14,10,0,5,3,0,0,0,36,0,12,17,3,10,8,0,0,0,47
LGA51820,10,48,26,3,3,11,0,5,4,102,6,57,29,3,7,3,0,5,4,115,8,110,60,22,14,24,0,9,0,253,14,91,92,29,28,28,9,14,3,302,22,69,113,69,78,64,14,25,5,449,31,73,140,77,190,181,42,58,6,789,25,55,87,93,224,261,53,84,5,880,44,32,83,87,256,306,101,123,0,1035,28,27,46,62,227,314,87,137,3,930,51,41,55,56,360,670,177,288,3,1702,12,8,16,14,36,115,44,76,3,320,10,9,18,19,52,120,44,156,0,434,0,5,6,0,3,4,3,3,22,48,278,790,783,535,1499,2111,572,984,54,7609,0,0,0,3,3,3,3,9,5,30,4,42,3,0,0,0,0,0,0,61,6,63,7,8,5,5,0,4,0,97,7,67,24,12,23,17,4,5,0,158,11,75,44,16,38,41,12,17,7,259,14,76,96,51,68,116,27,36,12,496
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,9,0,6,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA51890,4,4,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,0,8,0,6,5,4,0,0,0,0,0,16,0,5,11,3,3,0,0,0,0,21,0,3,11,7,11,0,0,0,0,38,5,4,6,0,8,9,0,3,0,40,3,0,3,11,5,15,3,11,0,53,6,5,0,4,13,23,6,8,0,56,5,4,5,9,38,81,22,26,0,184,0,0,0,0,14,32,3,8,0,54,0,0,0,0,0,19,4,7,0,36,0,0,0,0,3,3,0,0,0,3,32,43,53,33,96,178,46,65,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,10,6,0,0,0,0,0,0,16,0,9,9,0,3,0,0,4,0,19,0,4,11,4,9,7,0,3,0,34
LGA51960,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,4,0,3,5,0,3,0,15,0,0,0,0,5,0,6,3,0,18,0,0,0,0,0,5,0,7,0,9,0,0,0,0,3,6,6,21,0,39,4,0,3,0,7,25,18,58,0,115,0,0,0,0,4,7,10,33,0,55,0,0,0,0,0,9,10,24,0,55,0,0,0,0,0,0,0,0,0,0,16,5,10,6,27,57,45,148,6,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,6
LGA52030,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,7
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,14,7,13,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA52170,0,9,0,0,0,0,0,0,0,8,0,7,3,0,0,0,0,0,0,11,6,10,10,0,0,5,0,0,0,26,0,6,7,5,0,5,0,0,0,30,7,10,11,0,0,0,5,3,0,35,6,5,16,13,12,11,3,6,0,73,4,6,10,11,9,10,4,7,0,65,0,7,8,7,16,17,0,9,0,71,0,3,13,10,10,13,0,7,0,55,0,9,14,4,15,19,5,12,0,82,0,6,5,3,0,4,4,10,0,30,0,17,8,11,12,22,11,33,0,114,0,0,0,0,0,3,0,0,0,3,25,123,113,69,69,107,31,92,3,629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,3,0,0,0,14,5,7,10,0,0,0,0,0,0,27
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,3,6,4,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,4,0,7,6,0,0,0,0,0,0,19,0,22,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,5,0,29,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,3,0,0,0,0,3,4,0,0,0,13,0,0,0,0,0,0,3,5,0,15,0,0,0,3,0,0,0,3,0,7,0,0,0,0,0,3,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,10,0,18,4,16,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
