POW_LGA_CODE_2021,St_Em_NS_35_39_HW_0,St_Em_NS_35_39_HW_1_19,St_Em_NS_35_39_HW_20_29,St_Em_NS_35_39_HW_30_34,St_Em_NS_35_39_HW_35_39,St_Em_NS_35_39_HW_40_44,St_Em_NS_35_39_HW_45_49,St_Em_NS_35_39_HW_50mor,St_Em_NS_35_39_HW_NS,St_Em_NS_35_39_Tot,St_Em_NS_40_44_HW_0,St_Em_NS_40_44_HW_1_19,St_Em_NS_40_44_HW_20_29,St_Em_NS_40_44_HW_30_34,St_Em_NS_40_44_HW_35_39,St_Em_NS_40_44_HW_40_44,St_Em_NS_40_44_HW_45_49,St_Em_NS_40_44_HW_50mor,St_Em_NS_40_44_HW_NS,St_Em_NS_40_44_Tot,St_Em_NS_45_49_HW_0,St_Em_NS_45_49_HW_1_19,St_Em_NS_45_49_HW_20_29,St_Em_NS_45_49_HW_30_34,St_Em_NS_45_49_HW_35_39,St_Em_NS_45_49_HW_40_44,St_Em_NS_45_49_HW_45_49,St_Em_NS_45_49_HW_50mor,St_Em_NS_45_49_HW_NS,St_Em_NS_45_49_Tot,St_Em_NS_50_54_HW_0,St_Em_NS_50_54_HW_1_19,St_Em_NS_50_54_HW_20_29,St_Em_NS_50_54_HW_30_34,St_Em_NS_50_54_HW_35_39,St_Em_NS_50_54_HW_40_44,St_Em_NS_50_54_HW_45_49,St_Em_NS_50_54_HW_50mor,St_Em_NS_50_54_HW_NS,St_Em_NS_50_54_Tot,St_Em_NS_55_59_HW_0,St_Em_NS_55_59_HW_1_19,St_Em_NS_55_59_HW_20_29,St_Em_NS_55_59_HW_30_34,St_Em_NS_55_59_HW_35_39,St_Em_NS_55_59_HW_40_44,St_Em_NS_55_59_HW_45_49,St_Em_NS_55_59_HW_50mor,St_Em_NS_55_59_HW_NS,St_Em_NS_55_59_Tot,St_Em_NS_60_64_HW_0,St_Em_NS_60_64_HW_1_19,St_Em_NS_60_64_HW_20_29,St_Em_NS_60_64_HW_30_34,St_Em_NS_60_64_HW_35_39,St_Em_NS_60_64_HW_40_44,St_Em_NS_60_64_HW_45_49,St_Em_NS_60_64_HW_50mor,St_Em_NS_60_64_HW_NS,St_Em_NS_60_64_Tot,St_Em_NS_65_69_HW_0,St_Em_NS_65_69_HW_1_19,St_Em_NS_65_69_HW_20_29,St_Em_NS_65_69_HW_30_34,St_Em_NS_65_69_HW_35_39,St_Em_NS_65_69_HW_40_44,St_Em_NS_65_69_HW_45_49,St_Em_NS_65_69_HW_50mor,St_Em_NS_65_69_HW_NS,St_Em_NS_65_69_Tot,St_Em_NS_70_74_HW_0,St_Em_NS_70_74_HW_1_19,St_Em_NS_70_74_HW_20_29,St_Em_NS_70_74_HW_30_34,St_Em_NS_70_74_HW_35_39,St_Em_NS_70_74_HW_40_44,St_Em_NS_70_74_HW_45_49,St_Em_NS_70_74_HW_50mor,St_Em_NS_70_74_HW_NS,St_Em_NS_70_74_Tot,St_Em_NS_75ov_HW_0,St_Em_NS_75ov_HW_1_19,St_Em_NS_75ov_HW_20_29,St_Em_NS_75ov_HW_30_34,St_Em_NS_75ov_HW_35_39,St_Em_NS_75ov_HW_40_44,St_Em_NS_75ov_HW_45_49,St_Em_NS_75ov_HW_50mor,St_Em_NS_75ov_HW_NS,St_Em_NS_75ov_Tot,St_Em_NS_Tot_HW_0,St_Em_NS_Tot_HW_1_19,St_Em_NS_Tot_HW_20_29,St_Em_NS_Tot_HW_30_34,St_Em_NS_Tot_HW_35_39,St_Em_NS_Tot_HW_40_44,St_Em_NS_Tot_HW_45_49,St_Em_NS_Tot_HW_50mor,St_Em_NS_Tot_HW_NS,St_Em_NS_Tot_Tot,Tot_15_19_HW_0,Tot_15_19_HW_1_19,Tot_15_19_HW_20_29,Tot_15_19_HW_30_34,Tot_15_19_HW_35_39,Tot_15_19_HW_40_44,Tot_15_19_HW_45_49,Tot_15_19_HW_50mor,Tot_15_19_HW_NS,Tot_15_19_Tot,Tot_20_24_HW_0,Tot_20_24_HW_1_19,Tot_20_24_HW_20_29,Tot_20_24_HW_30_34,Tot_20_24_HW_35_39,Tot_20_24_HW_40_44,Tot_20_24_HW_45_49,Tot_20_24_HW_50mor,Tot_20_24_HW_NS,Tot_20_24_Tot,Tot_25_29_HW_0,Tot_25_29_HW_1_19,Tot_25_29_HW_20_29,Tot_25_29_HW_30_34,Tot_25_29_HW_35_39,Tot_25_29_HW_40_44,Tot_25_29_HW_45_49,Tot_25_29_HW_50mor,Tot_25_29_HW_NS,Tot_25_29_Tot,Tot_30_34_HW_0,Tot_30_34_HW_1_19,Tot_30_34_HW_20_29,Tot_30_34_HW_30_34,Tot_30_34_HW_35_39,Tot_30_34_HW_40_44,Tot_30_34_HW_45_49,Tot_30_34_HW_50mor,Tot_30_34_HW_NS,Tot_30_34_Tot,Tot_35_39_HW_0,Tot_35_39_HW_1_19,Tot_35_39_HW_20_29,Tot_35_39_HW_30_34,Tot_35_39_HW_35_39,Tot_35_39_HW_40_44,Tot_35_39_HW_45_49,Tot_35_39_HW_50mor,Tot_35_39_HW_NS,Tot_35_39_Tot,Tot_40_44_HW_0,Tot_40_44_HW_1_19,Tot_40_44_HW_20_29,Tot_40_44_HW_30_34,Tot_40_44_HW_35_39,Tot_40_44_HW_40_44,Tot_40_44_HW_45_49,Tot_40_44_HW_50mor,Tot_40_44_HW_NS,Tot_40_44_Tot,Tot_45_49_HW_0,Tot_45_49_HW_1_19,Tot_45_49_HW_20_29,Tot_45_49_HW_30_34,Tot_45_49_HW_35_39,Tot_45_49_HW_40_44,Tot_45_49_HW_45_49,Tot_45_49_HW_50mor,Tot_45_49_HW_NS,Tot_45_49_Tot,Tot_50_54_HW_0,Tot_50_54_HW_1_19,Tot_50_54_HW_20_29,Tot_50_54_HW_30_34,Tot_50_54_HW_35_39,Tot_50_54_HW_40_44,Tot_50_54_HW_45_49,Tot_50_54_HW_50mor,Tot_50_54_HW_NS,Tot_50_54_Tot,Tot_55_59_HW_0,Tot_55_59_HW_1_19,Tot_55_59_HW_20_29,Tot_55_59_HW_30_34,Tot_55_59_HW_35_39,Tot_55_59_HW_40_44,Tot_55_59_HW_45_49,Tot_55_59_HW_50mor,Tot_55_59_HW_NS,Tot_55_59_Tot,Tot_60_64_HW_0,Tot_60_64_HW_1_19,Tot_60_64_HW_20_29,Tot_60_64_HW_30_34,Tot_60_64_HW_35_39,Tot_60_64_HW_40_44,Tot_60_64_HW_45_49,Tot_60_64_HW_50mor,Tot_60_64_HW_NS,Tot_60_64_Tot
LGA52450,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,13,0,13,0,0,3,3,3,3,0,31,0,0,0,0,3,7,4,13,0,38,5,3,5,3,15,14,11,17,0,69,0,0,5,3,0,13,3,18,0,45,0,5,6,3,5,4,7,13,0,45,0,3,9,4,7,6,4,16,0,52,0,8,8,3,6,12,4,19,0,60,0,12,5,7,9,7,3,15,0,57,6,10,9,0,0,12,3,14,0,47,5,15,5,5,0,12,6,12,4,69
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,9,4,0,0,23,0,3,0,0,8,16,8,13,0,54,3,4,0,5,4,14,12,28,4,73,0,17,3,0,3,10,3,31,0,81,0,10,7,5,7,9,5,21,5,78,0,8,10,5,5,11,6,35,3,76,0,4,8,6,15,10,0,16,0,52,0,7,5,0,4,16,6,19,3,62,0,3,0,8,12,12,12,40,0,84,6,11,3,3,3,9,0,23,0,62
LGA52590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,14,4,25,8,3,6,10,5,9,0,69,0,7,10,3,11,28,3,29,4,102,3,12,14,9,28,33,8,35,5,155,11,17,13,5,15,25,16,45,4,147,10,16,22,6,22,31,10,41,0,165,4,15,16,11,14,25,4,53,3,142,9,10,21,12,23,24,14,67,0,176,16,14,10,6,18,25,12,61,0,161,11,24,23,19,19,17,18,70,3,208,10,29,16,10,14,25,11,51,0,180
LGA52660,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,8,4,0,5,0,7,3,38,18,261,44,21,25,25,8,12,3,416,15,38,44,30,46,40,34,31,9,283,8,35,35,22,45,48,36,43,3,273,20,52,52,27,43,67,38,49,6,360,12,77,66,40,38,62,32,56,0,379,11,59,47,45,49,59,38,57,4,370,9,48,46,32,49,78,36,68,10,375,19,34,55,44,40,51,35,78,3,367,25,44,47,22,48,46,42,71,3,356,23,42,52,22,23,43,28,57,5,291
LGA52730,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,7,29,10,84,22,4,5,13,3,0,4,148,6,7,9,8,16,14,4,6,0,76,10,13,13,5,17,11,9,7,5,94,5,29,17,15,20,26,7,18,4,143,4,31,21,21,32,31,13,22,6,178,7,36,31,22,24,36,13,31,5,203,8,32,36,22,27,40,13,28,5,219,15,48,42,23,37,42,17,45,3,263,14,42,48,31,22,38,11,47,3,255,9,38,61,12,27,25,5,30,0,207
LGA52800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,6,21,3,18,6,10,15,9,5,14,3,73,13,19,16,13,37,38,9,63,13,211,15,12,15,15,66,51,27,104,18,314,15,27,28,15,73,63,22,116,11,363,14,22,22,15,54,50,18,68,4,259,9,13,17,13,48,36,23,65,7,229,18,16,10,0,46,42,17,82,5,231,13,16,9,16,34,44,10,85,4,243,13,14,10,5,38,62,28,59,9,235,16,16,15,5,34,38,8,56,7,195
LGA52870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,7,3,6,4,27,0,64,9,11,17,7,0,4,8,119,3,10,14,15,18,23,9,7,0,97,0,13,5,14,13,13,8,23,0,98,9,13,17,11,29,43,4,28,0,150,7,28,19,18,22,33,13,37,4,178,5,21,18,11,19,24,16,40,0,157,9,36,18,19,20,33,12,47,0,195,12,28,27,17,28,27,13,49,4,209,15,31,15,19,26,26,13,44,4,200,9,41,22,26,26,28,10,33,0,200
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,5,0,4,3,0,8,0,19,0,0,0,0,0,4,0,4,0,12,0,0,0,0,6,3,0,8,0,23,0,12,3,0,0,5,5,14,0,32,5,7,0,0,0,13,3,10,0,33,0,0,3,0,0,3,0,9,3,30,0,7,0,0,4,4,3,14,0,31,4,3,9,0,0,7,0,14,0,38,0,7,0,0,4,6,0,3,0,31
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,5,0,5,0,8,0,0,0,0,5,8,0,7,0,21,4,5,0,0,0,6,0,10,0,27,4,7,3,0,0,7,5,15,0,42,0,0,4,0,0,3,0,11,0,23,0,0,0,0,0,9,4,6,0,28,0,5,0,4,3,3,3,9,0,30,0,0,3,0,6,8,0,15,0,39,0,0,3,0,4,3,3,18,0,38
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,7,0,13,4,0,0,3,5,7,7,17,9,44,10,7,0,0,8,4,8,30,3,78,4,3,0,8,8,10,8,36,0,78,0,4,0,4,0,4,11,30,4,54,5,0,0,4,3,6,12,37,0,65,6,9,4,0,5,7,3,34,0,64,4,0,3,4,5,8,12,39,0,74,4,8,3,5,0,9,0,31,0,63,9,3,3,0,4,9,3,21,0,53
LGA53150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,9,5,107,14,9,9,5,0,0,3,162,9,95,52,16,38,27,3,10,3,253,3,33,37,17,47,45,14,18,4,205,9,29,31,18,48,46,21,17,0,216,6,34,31,16,36,36,10,33,3,203,0,33,30,23,24,48,11,22,0,191,11,29,25,18,40,49,13,35,0,220,8,30,24,31,39,41,10,37,3,227,9,25,13,31,30,33,8,28,0,192,4,34,30,17,32,10,3,13,0,145
LGA53220,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,6,10,5,0,6,4,7,3,16,29,74,11,64,22,6,19,16,7,63,18,220,108,45,38,24,58,67,66,628,36,1065,167,67,49,29,116,103,177,1245,55,2012,299,89,86,43,123,131,218,1560,65,2623,267,70,76,27,118,116,203,1501,67,2452,220,86,62,31,108,105,169,1297,37,2107,237,63,53,14,74,83,146,1307,34,2020,262,60,58,25,61,70,121,1228,33,1921,209,53,27,9,51,70,88,998,32,1544,152,36,25,9,43,45,49,600,22,994
LGA53290,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,7,3,0,0,0,0,0,0,3,5,18,0,4,0,3,0,0,0,3,3,12,4,3,0,0,0,0,3,0,0,16,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,10,13,17,12,4,3,12,7,27,13,100,26,174,33,9,57,64,11,27,18,417,15,33,51,26,108,117,41,62,13,474,37,43,39,30,86,119,41,110,17,530,43,87,70,30,76,97,43,98,12,547,24,71,81,46,81,129,52,117,12,620,22,68,59,46,84,138,42,121,10,584,28,61,62,54,93,141,53,174,15,686,38,50,74,53,93,139,47,195,4,704,48,71,62,57,85,130,40,157,8,655,37,61,52,46,67,86,30,105,10,495
LGA53360,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,8,0,5,6,23,3,46,3,14,8,16,4,0,0,100,3,17,9,25,29,30,8,16,10,139,8,16,24,25,45,51,11,18,3,203,20,25,25,16,33,48,13,39,5,226,12,30,23,15,34,40,14,34,4,208,0,10,17,10,15,47,19,54,0,181,8,15,18,8,30,46,14,41,7,187,10,9,19,15,24,34,17,34,5,166,10,16,17,9,25,36,4,30,0,140,5,15,18,3,11,16,5,28,0,113
LGA53430,0,4,0,0,0,6,0,0,4,11,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,5,0,3,14,0,0,0,0,3,3,0,0,0,15,4,0,3,0,0,3,0,4,4,13,0,0,0,0,4,0,0,0,0,9,0,9,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,9,17,14,3,13,15,3,15,21,123,54,931,205,76,102,78,21,28,19,1520,84,754,540,251,442,358,100,111,50,2691,111,314,352,250,621,609,168,239,53,2709,160,291,337,253,638,689,231,387,50,3042,151,341,382,261,623,672,221,350,47,3049,86,294,359,261,573,636,176,358,31,2772,76,280,336,251,576,633,212,428,19,2812,112,267,295,223,631,609,215,444,36,2834,121,208,286,243,585,527,163,381,21,2531,124,287,281,193,382,385,113,224,19,2018
LGA53570,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,4,8,39,3,41,8,8,14,11,4,4,0,93,8,14,22,9,30,31,16,22,3,147,3,27,27,23,40,57,27,34,7,254,11,29,23,13,35,42,19,59,3,240,7,22,24,8,36,25,12,41,5,183,8,19,22,10,21,46,19,44,5,200,6,11,21,13,26,53,13,41,4,192,12,15,25,20,35,43,17,61,5,228,10,29,30,12,36,40,11,45,7,231,15,36,26,10,18,30,7,44,3,192
LGA53640,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,0,5,0,0,3,0,0,0,0,13,0,3,0,0,0,13,4,13,0,42,3,9,0,0,4,7,7,21,0,58,4,15,8,8,4,8,3,33,0,84,0,11,3,3,3,7,3,24,0,58,0,11,7,0,3,13,7,11,0,54,0,8,3,5,3,11,11,22,0,63,5,3,5,0,3,17,4,21,0,65,4,9,6,4,9,9,6,22,0,70,3,4,6,0,0,6,0,14,0,48
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,13,0,4,0,0,0,0,4,0,0,12,0,6,0,0,0,4,0,7,0,19,0,0,3,0,0,0,0,10,0,12,0,3,0,0,6,8,0,6,0,22,0,13,6,0,5,4,6,7,0,39,6,4,8,8,3,4,5,9,0,38,0,3,3,3,0,5,0,10,0,35,0,5,5,3,4,10,0,15,0,32,0,7,7,4,0,12,0,8,0,38,0,0,5,3,11,8,8,11,0,34
LGA53780,4,0,3,3,3,6,0,3,5,27,0,0,0,0,3,8,3,0,4,16,0,5,0,0,0,3,0,0,0,11,0,0,3,0,4,3,0,0,4,18,0,3,3,5,0,4,0,0,8,17,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,4,11,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,4,15,24,19,13,14,29,8,10,31,153,57,1058,244,66,174,128,41,63,21,1849,62,602,442,196,520,432,124,174,65,2619,105,319,354,197,601,631,192,316,70,2782,165,331,364,211,623,633,196,354,83,2961,123,410,447,263,665,664,178,460,55,3259,60,351,415,276,567,626,205,393,39,2937,59,301,355,274,594,599,192,408,41,2818,83,247,324,228,583,549,202,433,35,2680,98,264,290,218,504,504,172,374,35,2466,86,276,262,157,358,335,98,239,26,1841
LGA53800,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,4,0,8,0,0,0,0,3,0,0,0,0,6,0,3,8,0,0,0,0,0,4,11,0,0,5,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,13,7,18,0,8,7,0,17,18,79,38,701,130,71,141,117,36,66,18,1321,57,166,190,134,284,300,71,161,24,1396,82,168,129,130,317,339,127,211,26,1520,114,189,183,127,262,316,106,268,21,1573,65,186,212,129,274,326,129,291,15,1626,50,157,191,145,310,323,136,306,25,1644,60,147,204,195,367,357,153,331,34,1850,75,167,216,183,372,353,128,366,35,1888,99,162,190,158,334,342,135,328,21,1765,85,192,195,134,222,213,95,238,15,1380
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,4,19,3,6,0,3,10,0,4,10,3,37,6,5,12,13,17,9,11,21,0,96,10,6,9,6,28,28,9,39,5,140,11,7,7,14,28,16,3,40,4,131,5,6,9,15,17,19,0,43,0,119,16,13,10,8,18,12,9,36,3,119,8,3,10,3,18,14,6,41,4,110,7,15,7,3,14,23,9,41,0,123,8,4,3,0,24,15,5,48,7,121,11,6,5,0,3,12,0,29,8,70
LGA53990,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,6,0,7,17,3,0,14,7,63,22,284,56,24,47,44,17,27,10,543,23,59,68,28,130,106,34,109,13,570,35,86,70,42,150,153,44,150,14,736,28,86,71,52,115,174,66,183,13,791,20,113,100,74,124,190,61,227,16,921,24,90,114,55,115,188,61,212,13,867,31,95,96,60,122,178,65,219,18,872,38,82,104,83,124,152,59,191,9,845,42,93,73,46,124,146,41,205,11,787,37,81,75,56,78,93,46,148,3,621
LGA54060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,7,0,5,0,4,0,3,0,0,4,21,5,50,5,9,7,3,0,0,4,86,3,8,3,5,15,16,3,12,0,61,7,6,10,4,4,9,9,15,0,58,5,4,9,12,4,10,0,10,0,53,3,21,9,0,12,18,0,19,0,94,3,5,11,7,15,12,13,24,4,94,6,15,21,5,14,23,11,20,0,120,0,14,14,11,16,16,6,30,4,125,6,27,24,8,18,26,7,16,4,133,7,21,17,13,14,17,5,15,0,113
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,10,0,4,0,0,4,3,0,0,0,12,0,0,3,8,4,11,3,6,3,43,0,5,0,0,0,13,9,13,0,43,9,3,8,0,0,16,3,10,0,45,3,8,4,10,3,16,9,24,0,73,0,6,10,4,9,11,4,15,0,56,0,0,3,0,3,8,6,18,0,38,5,8,5,12,8,16,0,16,0,69,3,9,4,5,7,18,6,27,0,77,6,12,9,5,0,0,3,16,0,55
LGA54170,3,4,0,4,3,6,0,0,5,20,0,3,0,3,0,3,0,0,6,18,0,0,0,4,6,5,0,0,7,15,0,3,0,0,5,5,0,3,3,34,0,9,4,4,0,0,0,0,4,23,3,3,3,0,0,3,0,0,0,18,5,4,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,6,5,0,5,0,0,0,0,0,0,4,10,19,45,19,21,16,28,6,11,33,202,120,3517,617,166,210,150,39,17,48,4889,120,1684,1092,481,876,595,119,135,100,5197,188,634,590,426,1077,917,231,304,74,4440,277,722,648,424,978,859,199,399,91,4592,250,782,841,481,953,844,225,445,73,4887,129,679,887,518,862,864,238,460,51,4681,104,688,864,560,1041,894,285,558,53,5048,171,624,853,612,1055,935,280,635,59,5218,173,625,785,549,885,774,207,507,45,4542,179,703,672,400,578,499,147,346,31,3546
LGA54200,0,0,3,0,0,0,0,0,0,7,0,0,0,3,3,0,0,4,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,7,4,4,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,6,4,9,7,10,7,8,8,13,23,84,42,665,123,31,78,69,23,22,11,1070,36,304,206,134,242,250,77,125,40,1407,49,146,200,103,315,342,109,184,34,1474,78,188,161,103,327,391,147,286,34,1710,44,214,203,125,331,387,166,301,29,1802,45,186,180,135,295,370,140,300,23,1664,41,168,181,148,298,377,151,324,31,1716,56,171,185,135,295,351,159,360,20,1722,58,164,182,137,290,281,122,289,16,1545,51,183,161,131,191,234,93,186,17,1252
