POW_LGA_CODE_2021,IE_AgFF_OMOE_Nil_em,IE_AgFF_OMOE_1_19_em,IE_AgFF_OMOE_20mo_em,IE_AgFF_OMOE_NE_NS,IE_AgFF_Tot,IE_Min_OMOE_Nil_em,IE_Min_OMOE_1_19_em,IE_Min_OMOE_20mo_em,IE_Min_OMOE_NE_NS,IE_Min_Tot,IE_Mnf_OMOE_Nil_em,IE_Mnf_OMOE_1_19_em,IE_Mnf_OMOE_20mo_em,IE_Mnf_OMOE_NE_NS,IE_Mnf_Tot,IE_EGWWS_OMOE_Nil_em,IE_EGWWS_OMOE_1_19_em,IE_EGWWS_OMOE_20mo_em,IE_EGWWS_OMOE_NE_NS,IE_EGWWS_Tot,IE_Const_OMOE_Nil_em,IE_Const_OMOE_1_19_em,IE_Const_OMOE_20mo_em,IE_Const_OMOE_NE_NS,IE_Const_Tot,IE_WST_OMOE_Nil_em,IE_WST_OMOE_1_19_em,IE_WST_OMOE_20mo_em,IE_WST_OMOE_NE_NS,IE_WST_Tot,IE_RetT_OMOE_Nil_em,IE_RetT_OMOE_1_19_em,IE_RetT_OMOE_20mo_em,IE_RetT_OMOE_NE_NS,IE_RetT_Tot,IE_AcFd_OMOE_Nil_em,IE_AcFd_OMOE_1_19_em,IE_AcFd_OMOE_20mo_em,IE_AcFd_OMOE_NE_NS,IE_AcFd_Tot,IE_TPW_OMOE_Nil_em,IE_TPW_OMOE_1_19_em,IE_TPW_OMOE_20mo_em,IE_TPW_OMOE_NE_NS,IE_TPW_Tot,IE_IMT_OMOE_Nil_em,IE_IMT_OMOE_1_19_em,IE_IMT_OMOE_20mo_em,IE_IMT_OMOE_NE_NS,IE_IMT_Tot,IE_FinIns_OMOE_Nil_em,IE_FinIns_OMOE_1_19_em,IE_FinIns_OMOE_20mo_em,IE_FinIns_OMOE_NE_NS,IE_FinIns_Tot,IE_RHRE_OMOE_Nil_em,IE_RHRE_OMOE_1_19_em,IE_RHRE_OMOE_20mo_em,IE_RHRE_OMOE_NE_NS,IE_RHRE_Tot,IE_ProSTS_OMOE_Nil_em,IE_ProSTS_OMOE_1_19_em,IE_ProSTS_OMOE_20mo_em,IE_ProSTS_OMOE_NE_NS,IE_ProSTS_Tot,IE_AdSup_OMOE_Nil_em,IE_AdSup_OMOE_1_19_em,IE_AdSup_OMOE_20mo_em,IE_AdSup_OMOE_NE_NS,IE_AdSup_Tot,IE_PubAS_OMOE_Nil_em,IE_PubAS_OMOE_1_19_em,IE_PubAS_OMOE_20mo_em,IE_PubAS_OMOE_NE_NS,IE_PubAS_Tot,IE_EdTrn_OMOE_Nil_em,IE_EdTrn_OMOE_1_19_em,IE_EdTrn_OMOE_20mo_em,IE_EdTrn_OMOE_NE_NS,IE_EdTrn_Tot,IE_HC_SA_OMOE_Nil_em,IE_HC_SA_OMOE_1_19_em,IE_HC_SA_OMOE_20mo_em,IE_HC_SA_OMOE_NE_NS,IE_HC_SA_Tot,IE_ArtsR_OMOE_Nil_em,IE_ArtsR_OMOE_1_19_em,IE_ArtsR_OMOE_20mo_em,IE_ArtsR_OMOE_NE_NS,IE_ArtsR_Tot,IE_OthSvs_OMOE_Nil_em,IE_OthSvs_OMOE_1_19_em,IE_OthSvs_OMOE_20mo_em,IE_OthSvs_OMOE_NE_NS,IE_OthSvs_Tot,IE_IDNS_OMOE_Nil_em,IE_IDNS_OMOE_1_19_em,IE_IDNS_OMOE_20mo_em,IE_IDNS_OMOE_NE_NS,IE_IDNS_Tot,IE_Tot_OMOE_Nil_em,IE_Tot_OMOE_1_19_em,IE_Tot_OMOE_20mo_em,IE_Tot_OMOE_NE_NS,IE_Tot_Tot,UIE_AgFF_OMOE_Nil_em,UIE_AgFF_OMOE_1_19_em,UIE_AgFF_OMOE_20mo_em,UIE_AgFF_OMOE_NE_NS,UIE_AgFF_Tot,UIE_Min_OMOE_Nil_em,UIE_Min_OMOE_1_19_em,UIE_Min_OMOE_20mo_em,UIE_Min_OMOE_NE_NS,UIE_Min_Tot,UIE_Mnf_OMOE_Nil_em,UIE_Mnf_OMOE_1_19_em,UIE_Mnf_OMOE_20mo_em,UIE_Mnf_OMOE_NE_NS,UIE_Mnf_Tot,UIE_EGWWS_OMOE_Nil_em,UIE_EGWWS_OMOE_1_19_em,UIE_EGWWS_OMOE_20mo_em,UIE_EGWWS_OMOE_NE_NS,UIE_EGWWS_Tot,UIE_Const_OMOE_Nil_em,UIE_Const_OMOE_1_19_em,UIE_Const_OMOE_20mo_em,UIE_Const_OMOE_NE_NS,UIE_Const_Tot,UIE_WST_OMOE_Nil_em,UIE_WST_OMOE_1_19_em,UIE_WST_OMOE_20mo_em,UIE_WST_OMOE_NE_NS,UIE_WST_Tot,UIE_RetT_OMOE_Nil_em,UIE_RetT_OMOE_1_19_em,UIE_RetT_OMOE_20mo_em,UIE_RetT_OMOE_NE_NS,UIE_RetT_Tot,UIE_AcFd_OMOE_Nil_em,UIE_AcFd_OMOE_1_19_em,UIE_AcFd_OMOE_20mo_em,UIE_AcFd_OMOE_NE_NS,UIE_AcFd_Tot,UIE_TPW_OMOE_Nil_em,UIE_TPW_OMOE_1_19_em,UIE_TPW_OMOE_20mo_em,UIE_TPW_OMOE_NE_NS,UIE_TPW_Tot,UIE_IMT_OMOE_Nil_em,UIE_IMT_OMOE_1_19_em,UIE_IMT_OMOE_20mo_em,UIE_IMT_OMOE_NE_NS,UIE_IMT_Tot,UIE_FinIns_OMOE_Nil_em,UIE_FinIns_OMOE_1_19_em,UIE_FinIns_OMOE_20mo_em,UIE_FinIns_OMOE_NE_NS,UIE_FinIns_Tot,UIE_RHRE_OMOE_Nil_em,UIE_RHRE_OMOE_1_19_em,UIE_RHRE_OMOE_20mo_em,UIE_RHRE_OMOE_NE_NS,UIE_RHRE_Tot,UIE_ProSTS_OMOE_Nil_em,UIE_ProSTS_OMOE_1_19_em,UIE_ProSTS_OMOE_20mo_em,UIE_ProSTS_OMOE_NE_NS,UIE_ProSTS_Tot,UIE_AdSup_OMOE_Nil_em,UIE_AdSup_OMOE_1_19_em,UIE_AdSup_OMOE_20mo_em,UIE_AdSup_OMOE_NE_NS,UIE_AdSup_Tot,UIE_PubAS_OMOE_Nil_em,UIE_PubAS_OMOE_1_19_em,UIE_PubAS_OMOE_20mo_em,UIE_PubAS_OMOE_NE_NS,UIE_PubAS_Tot,UIE_EdTrn_OMOE_Nil_em,UIE_EdTrn_OMOE_1_19_em,UIE_EdTrn_OMOE_20mo_em,UIE_EdTrn_OMOE_NE_NS,UIE_EdTrn_Tot,UIE_HC_SA_OMOE_Nil_em,UIE_HC_SA_OMOE_1_19_em,UIE_HC_SA_OMOE_20mo_em,UIE_HC_SA_OMOE_NE_NS,UIE_HC_SA_Tot,UIE_ArtsR_OMOE_Nil_em,UIE_ArtsR_OMOE_1_19_em,UIE_ArtsR_OMOE_20mo_em,UIE_ArtsR_OMOE_NE_NS,UIE_ArtsR_Tot,UIE_OthSvs_OMOE_Nil_em,UIE_OthSvs_OMOE_1_19_em,UIE_OthSvs_OMOE_20mo_em,UIE_OthSvs_OMOE_NE_NS,UIE_OthSvs_Tot
LGA52380,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,15,22,0,0,38,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,3,0,0,0,5,29,41,3,0,78,17,11,0,0,22,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52520,16,50,0,0,65,0,0,0,0,0,0,3,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,14,70,12,0,97,12,39,0,0,54,0,0,0,0,4,0,4,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
LGA52590,32,25,3,0,57,0,4,0,0,4,4,4,0,0,9,0,0,0,0,0,11,12,0,0,23,0,0,0,0,0,4,10,0,0,16,0,9,0,0,3,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,9,0,8,0,0,10,55,79,3,0,140,44,25,0,0,66,3,0,0,0,3,5,5,0,0,8,0,0,0,0,0,22,5,0,0,33,0,0,0,0,0,4,5,0,0,14,7,5,0,0,11,5,10,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,8,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,6,8,0,0,0,12
LGA52660,12,7,4,0,21,0,0,0,0,0,0,7,0,0,11,0,5,0,0,5,16,20,6,0,41,3,0,0,0,3,0,6,0,0,8,0,17,5,0,12,4,11,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,8,0,0,20,5,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,3,6,0,0,15,3,5,0,0,3,57,107,16,0,178,37,16,0,0,58,0,0,0,0,0,9,6,0,0,17,0,0,0,0,0,40,13,0,0,59,0,0,0,0,0,9,11,0,0,18,9,10,0,0,19,7,4,0,0,10,6,0,0,0,0,0,0,0,0,0,4,3,0,0,0,11,7,0,0,21,17,3,0,0,20,0,0,0,0,4,7,0,0,0,15,24,5,5,0,28,6,0,0,0,6,34,9,0,0,36
LGA52730,10,3,0,0,14,0,0,0,0,0,8,6,5,0,19,0,0,0,0,0,7,17,0,0,22,0,0,0,0,0,0,3,3,0,9,6,9,0,0,11,4,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,15,12,0,0,22,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,12,5,0,0,18,0,0,0,0,0,0,8,0,0,10,4,3,0,0,12,65,84,8,0,159,71,15,0,6,91,0,0,0,0,0,14,6,0,0,25,3,0,0,0,3,34,10,0,0,49,0,0,0,0,0,4,14,0,0,15,24,18,0,0,43,3,4,0,0,9,3,4,0,0,7,0,0,0,0,6,0,0,0,0,0,38,3,0,0,45,22,0,0,0,23,0,0,0,0,0,17,0,0,0,17,32,5,0,0,36,13,4,0,0,14,17,9,0,0,19
LGA52800,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,12,0,0,14,0,0,0,0,0,3,5,0,0,7,3,3,0,0,9,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,8,0,0,14,0,0,0,0,0,22,36,0,5,70,0,3,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,4,0,0,0,4,3,6,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,5,0,0,0,4,6,0,0,0,7
LGA52870,21,28,8,0,47,0,3,0,0,4,0,5,0,0,11,0,0,0,0,0,8,14,0,0,18,4,3,0,0,8,0,13,0,0,20,0,8,0,0,8,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,9,0,0,7,3,3,0,0,9,48,97,11,0,161,43,23,0,0,78,0,0,0,0,0,13,0,0,0,19,0,0,0,0,0,24,5,0,0,32,3,3,0,0,6,3,7,0,0,13,16,7,0,0,20,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,15,15,5,0,0,15,0,0,0,0,0,3,0,0,0,4,15,4,0,0,15,11,0,0,0,11,15,4,0,0,22
LGA52940,8,26,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,0,0,57,26,14,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
LGA53010,9,32,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,0,0,48,16,28,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,14,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,0,0,0,0,4,5,3,0,0,4,0,3,0,0,3,0,0,0,0,0,14,20,0,0,33,3,7,0,0,4,5,12,0,0,21,5,11,0,0,12,0,0,0,0,4,0,3,0,0,5,9,8,0,0,16,8,0,0,0,9,32,27,5,0,67,0,5,0,0,4,0,0,0,0,0,0,0,0,0,9,4,17,6,0,30,6,3,0,0,5,4,9,0,0,16,7,7,0,0,23,110,141,16,0,270,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,25,5,0,0,34,4,0,0,0,3,6,9,0,0,12,7,9,0,0,13,3,0,0,0,3,6,0,0,0,8,4,0,0,0,4,5,0,0,0,9,36,8,0,0,43,10,0,0,0,13,0,0,0,0,0,13,0,0,0,18,38,5,0,0,52,14,0,0,0,19,19,4,0,0,26
LGA53220,0,0,0,0,9,29,9,9,0,48,0,0,0,0,3,0,0,0,0,0,20,22,5,0,45,0,0,0,0,0,0,8,0,0,10,3,6,0,0,5,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,3,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,0,6,5,0,0,9,0,7,0,0,8,76,68,18,0,168,6,5,0,0,7,30,0,3,0,32,0,0,0,0,0,0,0,0,0,0,14,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,6,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,16,3,0,0,16
LGA53290,38,149,9,0,193,0,4,0,0,4,0,6,0,0,14,0,0,0,0,4,11,43,0,0,57,5,8,3,0,13,0,34,10,0,41,0,25,6,0,33,4,14,0,0,18,5,0,0,0,5,3,10,0,0,18,3,5,0,0,7,3,18,3,0,29,6,5,0,0,11,0,3,0,0,3,0,0,0,0,0,4,12,0,0,23,0,4,0,0,4,4,22,0,0,30,6,13,0,0,22,103,378,31,6,518,122,140,0,4,261,0,0,0,0,0,16,12,0,0,30,0,0,0,0,0,52,34,0,0,80,0,0,0,0,5,11,16,0,0,27,8,22,0,0,25,19,6,0,0,28,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,15,8,0,0,23,19,5,0,0,26,0,0,0,0,0,17,3,0,0,21,20,11,0,0,27,4,0,0,0,4,23,30,0,0,53
LGA53360,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,8,25,0,0,33,0,0,0,0,0,0,19,7,0,24,0,5,11,0,12,8,21,0,0,27,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,3,0,0,0,3,0,5,0,0,7,0,0,0,0,0,3,0,0,0,6,3,0,0,0,3,4,5,0,0,5,0,11,0,0,14,4,11,0,0,8,36,104,16,4,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,18,0,0,0,0,0,6,3,0,0,7,7,13,3,0,20,0,4,0,0,3,5,0,0,0,5,0,0,0,0,0,0,4,0,0,9,7,3,0,0,14,6,4,0,0,11,0,0,0,0,0,5,0,0,0,4,4,0,0,0,4,4,3,0,0,8,9,0,0,0,13
LGA53430,9,12,3,0,27,22,18,3,0,42,27,101,13,0,144,0,8,0,0,12,64,154,17,0,234,18,53,3,0,73,34,161,20,0,215,16,84,41,0,139,21,31,11,0,57,15,13,4,0,32,18,31,0,0,54,28,41,5,0,69,144,197,21,0,358,10,16,10,0,34,6,4,0,0,18,20,16,3,0,46,42,90,11,0,147,24,24,3,0,50,24,71,6,0,100,37,61,9,0,113,576,1180,190,4,1956,8,3,0,0,18,10,0,0,0,7,74,43,0,0,115,3,0,0,0,4,160,36,0,0,194,14,3,0,0,13,99,48,5,0,159,57,58,7,0,126,37,13,0,0,48,24,5,0,0,29,18,9,0,0,31,25,3,3,0,34,236,38,0,0,279,51,10,0,0,66,9,0,0,0,13,81,12,3,0,87,237,45,3,0,288,141,11,0,0,152,153,40,0,0,192
LGA53570,35,35,4,0,81,6,0,4,0,3,0,0,0,0,8,0,0,0,0,0,3,7,4,0,17,0,0,0,0,0,0,15,0,0,13,5,5,0,0,12,3,7,0,0,11,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,4,0,0,0,4,0,6,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,3,8,0,0,9,61,101,14,0,179,55,33,3,0,93,4,0,0,0,3,12,3,0,0,16,0,0,0,0,0,16,5,0,0,27,0,0,0,0,0,10,4,0,0,13,3,4,0,0,8,7,3,0,0,9,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,0,8,11,0,0,0,11,0,0,0,0,0,3,0,0,0,3,11,0,0,0,9,3,0,0,0,3,18,0,0,0,17
LGA53640,3,46,0,0,49,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,4,5,0,0,0,6,0,5,0,0,5,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,9,0,0,0,0,0,17,62,6,0,86,18,36,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,3,0,0,0,8,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA53710,10,21,0,0,28,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,0,0,43,25,11,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,4,0,0,4
LGA53780,5,14,0,0,16,12,28,14,0,41,23,112,27,0,170,5,7,0,0,15,142,194,19,0,358,16,45,3,0,65,40,96,19,0,154,11,56,10,0,84,110,93,10,0,215,10,12,0,0,23,31,14,0,0,47,19,21,9,0,48,72,79,3,0,155,32,35,3,0,67,3,3,0,0,8,13,23,5,0,37,56,77,5,0,140,3,5,4,0,14,47,111,4,0,160,37,67,6,0,108,692,1089,149,0,1924,12,4,0,0,16,10,3,0,0,12,97,24,0,0,118,8,3,0,0,12,282,82,0,0,363,16,8,0,0,24,115,43,4,0,157,30,47,3,0,83,256,11,0,0,267,10,0,0,0,13,25,0,0,0,25,19,8,0,0,26,135,29,0,0,159,138,22,0,0,162,14,0,0,0,16,108,15,0,0,126,226,27,0,0,260,34,4,0,0,43,258,76,0,0,340
LGA53800,27,94,0,0,128,5,13,5,0,19,14,39,0,0,53,3,0,0,0,3,32,114,19,0,158,0,10,3,0,10,13,63,12,0,87,4,20,23,0,40,19,40,3,0,68,0,0,0,0,8,11,19,0,0,25,0,9,3,0,17,22,62,4,0,83,4,21,6,0,32,0,4,0,0,9,8,11,0,0,18,16,58,6,0,76,0,6,0,0,6,15,59,3,0,77,15,24,8,0,40,201,654,100,4,951,43,49,0,0,88,5,0,0,0,5,23,19,0,0,49,3,0,0,0,9,125,57,0,0,187,3,7,0,0,12,39,40,0,0,76,17,31,5,0,52,43,18,0,0,55,5,0,0,0,3,6,3,0,0,9,8,3,0,0,15,52,14,0,0,65,60,13,0,0,74,0,0,0,0,0,25,10,0,0,38,117,19,5,0,139,19,9,0,0,21,107,44,0,0,158
LGA53920,4,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,4,0,0,4,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,14,17,0,0,25,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53990,15,26,6,0,52,5,14,3,0,20,10,14,6,0,28,0,0,0,0,0,24,37,12,0,67,0,7,0,0,6,3,24,6,0,31,0,10,0,0,17,3,6,5,0,17,0,0,0,0,0,13,7,0,0,16,3,4,0,0,8,13,16,0,0,26,0,4,0,0,6,0,0,0,0,0,4,6,0,0,6,8,16,6,0,24,0,0,0,0,0,10,19,0,0,30,7,9,0,0,11,114,209,45,0,369,80,30,0,0,103,4,0,0,0,4,15,7,0,0,27,5,0,0,0,9,77,29,0,0,106,3,0,0,0,3,24,8,3,0,34,16,8,0,0,24,11,0,0,0,8,4,0,0,0,4,5,0,0,0,5,3,0,0,0,7,38,7,0,0,43,33,8,0,0,42,3,0,0,0,3,16,4,0,0,21,36,0,0,0,42,17,0,0,0,18,51,9,0,0,62
LGA54060,16,17,0,0,31,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,5,12,3,0,17,4,9,0,0,8,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,4,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,9,35,68,9,0,108,15,16,0,0,30,0,0,0,0,0,10,4,0,0,13,0,0,0,0,0,10,15,0,0,18,0,0,0,0,0,8,7,0,0,13,5,5,0,0,13,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,5,0,0,0,5,6,3,0,0,7
LGA54130,4,37,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,3,0,0,3,0,0,0,0,0,0,3,0,0,5,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,11,55,0,0,70,36,31,0,0,66,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
