POW_LGA_CODE_2021,Tot_16_Other_FT,Tot_16_Other_PT,Tot_16_Other_NS,Tot_16_Other_Tot,Tot_16_Not_Stated,Tot_16_Tot,Tot_17_TertVE_TPTP_FT,Tot_17_TertVE_TPTP_PT,Tot_17_TertVE_TPTP_NS,Tot_17_TertVE_TPTP_Tot,Tot_17_TertUni_or_OHE_FT,Tot_17_TertUni_or_OHE_PT,Tot_17_TertUni_or_OHE_NS,Tot_17_TertUni_or_OHE_Tot,Tot_17_Other_FT,Tot_17_Other_PT,Tot_17_Other_NS,Tot_17_Other_Tot,Tot_17_Not_Stated,Tot_17_Tot,Tot_18_TertVE_TPTP_FT,Tot_18_TertVE_TPTP_PT,Tot_18_TertVE_TPTP_NS,Tot_18_TertVE_TPTP_Tot,Tot_18_TertUni_or_OHE_FT,Tot_18_TertUni_or_OHE_PT,Tot_18_TertUni_or_OHE_NS,Tot_18_TertUni_or_OHE_Tot,Tot_18_Other_FT,Tot_18_Other_PT,Tot_18_Other_NS,Tot_18_Other_Tot,Tot_18_Not_Stated,Tot_18_Tot,Tot_19_TertVE_TPTP_FT,Tot_19_TertVE_TPTP_PT,Tot_19_TertVE_TPTP_NS,Tot_19_TertVE_TPTP_Tot,Tot_19_TertUni_or_OHE_FT,Tot_19_TertUni_or_OHE_PT,Tot_19_TertUni_or_OHE_NS,Tot_19_TertUni_or_OHE_Tot,Tot_19_Other_FT,Tot_19_Other_PT,Tot_19_Other_NS,Tot_19_Other_Tot,Tot_19_Not_Stated,Tot_19_Tot,Tot_20_24_TertVE_TPTP_FT,Tot_20_24_TertVE_TPTP_PT,Tot_20_24_TertVE_TPTP_NS,Tot_20_24_TertVE_TPTP_Tot,Tot_20_24_TertUni_or_OHE_FT,Tot_20_24_TertUni_or_OHE_PT,Tot_20_24_TertUni_or_OHE_NS,Tot_20_24_TertUni_or_OHE_Tot,Tot_20_24_Other_FT,Tot_20_24_Other_PT,Tot_20_24_Other_NS,Tot_20_24_Other_Tot,Tot_20_24_Not_Stated,Tot_20_24_Tot,Tot_25_29_TertVE_TPTP_FT,Tot_25_29_TertVE_TPTP_PT,Tot_25_29_TertVE_TPTP_NS,Tot_25_29_TertVE_TPTP_Tot,Tot_25_29_TertUni_or_OHE_FT,Tot_25_29_TertUni_or_OHE_PT,Tot_25_29_TertUni_or_OHE_NS,Tot_25_29_TertUni_or_OHE_Tot,Tot_25_29_Other_FT,Tot_25_29_Other_PT,Tot_25_29_Other_NS,Tot_25_29_Other_Tot,Tot_25_29_Not_Stated,Tot_25_29_Tot,Tot_30ov_TertVE_TPTP_FT,Tot_30ov_TertVE_TPTP_PT,Tot_30ov_TertVE_TPTP_NS,Tot_30ov_TertVE_TPTP_Tot,Tot_30ov_TertUni_or_OHE_FT,Tot_30ov_TertUni_or_OHE_PT,Tot_30ov_TertUni_or_OHE_NS,Tot_30ov_TertUni_or_OHE_Tot,Tot_30ov_Other_FT,Tot_30ov_Other_PT,Tot_30ov_Other_NS,Tot_30ov_Other_Tot,Tot_30ov_Not_Stated,Tot_30ov_Tot,Tot_Tot_TertVE_TPTP_FT,Tot_Tot_TertVE_TPTP_PT,Tot_Tot_TertVE_TPTP_NS,Tot_Tot_TertVE_TPTP_Tot,Tot_Tot_TertUni_or_OHE_FT,Tot_Tot_TertUni_or_OHE_PT,Tot_Tot_TertUni_or_OHE_NS,Tot_Tot_TertUni_or_OHE_Tot,Tot_Tot_Other_FT,Tot_Tot_Other_PT,Tot_Tot_Other_NS,Tot_Tot_Other_Tot,Tot_Tot_Not_Stated,Tot_Tot_Tot
LGA53290,60,0,0,61,0,70,0,11,0,15,0,0,0,0,58,0,0,58,0,80,0,15,0,12,3,0,0,5,8,0,0,11,0,24,10,7,0,22,4,3,0,3,0,0,0,0,0,27,15,44,0,59,18,10,0,29,0,0,0,3,0,94,3,21,0,27,3,13,0,15,0,4,0,5,3,51,7,79,0,85,10,47,0,61,4,19,0,25,36,201,40,182,3,220,42,70,0,115,195,24,0,220,52,612
LGA53360,16,0,0,16,0,13,0,0,0,0,0,0,0,0,13,0,0,13,0,16,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,6,0,6,0,0,0,4,0,0,0,0,0,6,0,8,0,12,0,7,0,8,0,0,0,0,0,20,0,6,0,6,0,10,0,8,0,5,0,5,0,19,0,23,0,23,3,18,0,22,3,3,0,6,10,59,0,40,0,48,6,34,0,46,52,15,0,64,10,159
LGA53430,181,0,0,181,0,193,3,3,0,8,0,0,0,0,226,0,0,226,0,237,29,21,0,49,159,16,0,174,36,0,0,34,0,255,13,43,0,58,213,30,0,247,5,5,0,8,4,314,121,133,0,255,803,192,0,994,15,17,0,38,8,1293,70,71,0,138,227,109,0,339,21,25,0,54,0,532,99,255,0,357,203,442,4,649,32,113,0,151,51,1218,347,532,0,878,1603,789,4,2392,653,166,4,819,73,4170
LGA53570,14,0,0,14,0,14,0,0,0,0,0,0,0,0,12,0,0,17,0,22,3,4,0,5,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,9,0,10,8,0,0,8,0,0,0,0,0,16,5,8,0,6,5,6,0,9,0,0,0,0,0,18,0,18,0,21,4,14,0,17,4,5,0,9,12,59,14,34,0,45,19,19,0,39,37,3,4,45,14,145
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,0,4,0,0,0,0,0,9,0,3,0,3,0,0,0,0,0,0,0,0,0,10,0,8,0,8,4,3,0,11,0,3,0,3,6,21,0,9,0,9,6,5,0,13,0,3,0,4,6,37
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,4,8,11,0,12,4,0,0,5,4,0,0,4,0,19
LGA53780,225,0,0,225,0,245,6,16,0,23,0,0,0,0,294,0,0,294,0,320,43,52,0,96,131,24,0,146,33,0,0,33,0,278,30,57,0,82,147,29,0,179,0,3,0,3,0,271,105,196,0,299,552,141,0,695,24,13,0,40,3,1040,77,101,0,178,136,91,0,229,26,26,0,56,7,464,121,352,0,475,164,289,0,454,36,99,5,141,40,1106,386,777,3,1170,1130,566,0,1701,864,141,5,1009,60,3947
LGA53800,214,0,0,214,3,239,11,21,0,34,0,0,0,0,189,0,0,190,0,227,17,50,0,65,7,0,0,7,37,0,0,39,0,115,16,39,0,57,16,8,0,23,0,5,0,3,0,86,51,103,0,152,66,41,0,104,0,5,0,12,3,277,12,72,0,89,25,45,0,75,4,8,0,13,0,175,35,287,0,322,56,243,0,296,10,66,0,76,39,739,166,583,0,748,161,339,6,510,649,84,0,735,53,2047
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,4,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,13,5,5,0,7,4,23,0,23,0,0,0,3,11,42,4,12,0,20,3,27,0,30,4,0,0,10,8,72
LGA53990,74,0,0,74,4,90,0,8,0,13,0,0,0,0,93,0,0,93,0,105,3,13,0,20,4,0,0,5,15,0,0,15,0,39,0,16,0,18,5,0,0,5,0,3,0,4,0,26,17,38,0,56,33,8,0,38,0,0,0,5,0,94,12,22,0,36,12,24,0,32,0,0,0,0,5,72,19,100,6,123,25,75,0,102,9,24,0,37,31,291,54,212,6,272,83,103,0,182,277,34,0,309,37,802
LGA54060,15,0,0,15,0,15,0,0,0,0,0,0,0,0,18,0,0,18,0,20,0,3,0,6,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,7,0,7,7,0,0,3,0,0,0,0,0,10,0,4,0,4,0,0,0,0,0,0,0,0,0,3,3,5,0,12,4,3,0,10,0,5,0,5,8,29,4,22,0,27,10,8,0,21,43,4,0,49,9,99
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,7,0,0,0,0,3,14,0,4,0,9,0,5,0,5,9,0,0,4,3,22
LGA54170,773,7,0,778,0,807,29,22,0,55,5,0,0,7,949,0,0,950,7,1017,91,64,0,157,458,50,0,505,129,10,0,135,0,796,55,65,0,129,533,58,0,591,13,7,0,20,6,736,200,201,0,402,1690,351,5,2046,62,48,0,105,12,2564,84,129,0,208,357,223,0,582,20,30,0,49,7,853,115,450,0,562,337,794,3,1134,62,206,0,271,68,2037,601,938,0,1539,3388,1473,7,4862,2619,303,0,2929,93,9431
LGA54200,155,0,0,155,0,164,7,6,0,19,3,0,0,3,180,0,0,180,0,199,13,23,0,39,77,8,0,91,25,0,0,25,0,153,19,35,0,53,72,11,0,82,0,3,0,4,0,134,50,101,0,150,247,74,0,322,4,6,0,20,0,493,38,58,0,96,63,49,0,118,12,13,0,21,0,235,69,157,0,225,77,170,4,248,16,61,3,76,29,579,207,383,0,587,535,318,4,852,546,81,5,633,36,2115
LGA54280,102,0,0,102,0,118,6,19,0,25,0,0,0,0,109,0,0,109,3,137,4,28,0,28,4,3,0,3,19,3,0,20,0,56,3,39,0,45,8,6,0,15,0,0,0,3,0,65,29,111,0,138,70,24,0,90,4,8,0,11,8,253,24,66,0,80,42,60,0,104,4,7,0,13,3,207,37,287,3,329,61,177,0,238,21,70,0,92,49,710,107,552,8,667,180,264,0,451,383,94,3,479,60,1665
LGA54310,113,0,0,113,0,119,0,6,0,7,0,0,0,0,95,0,0,95,4,105,7,14,0,26,0,0,0,7,12,0,0,13,0,42,8,28,0,27,0,0,0,4,0,0,0,0,0,30,16,56,0,78,29,16,0,42,0,8,0,10,3,127,21,39,5,67,14,29,0,45,4,5,0,11,0,117,23,278,0,296,32,204,0,237,8,48,0,54,29,624,74,427,4,510,72,255,0,330,339,60,0,401,35,1273
LGA54340,14,0,0,14,0,14,0,0,0,4,0,0,0,0,15,0,0,15,0,15,0,0,0,4,0,0,0,0,4,0,0,4,0,10,6,5,0,7,0,0,0,0,0,0,0,0,0,10,4,20,0,23,6,5,0,10,0,0,0,4,0,39,0,7,0,7,0,4,0,4,0,3,0,3,5,21,0,34,0,35,5,9,0,21,5,3,0,8,17,70,13,63,3,77,8,18,0,30,46,12,0,60,22,188
LGA54410,3,0,0,3,0,4,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,3,6,0,9,0,0,0,0,0,19,6,7,0,16,3,7,0,8,7,0,0,7,3,32
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,0,0,0,0,9,0,4,0,4,0,4,0,4,0,0,0,0,0,9
LGA54550,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,5,3,6,0,11,0,3,0,3,0,0,0,0,0,13,0,5,0,5,6,0,0,4,0,0,0,0,3,6,3,11,0,11,3,8,0,7,0,3,0,3,9,36,10,17,0,27,8,7,0,16,4,3,0,5,16,68
LGA54620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,8,0,0,0,0,0,0,0,0,0,7,0,11,0,8,0,11,0,7,0,0,0,0,4,17,3,13,0,19,0,10,0,10,4,0,0,7,4,34
LGA54690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,6,0,3,0,3,0,4,0,3,0,0,0,3,4,9
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,5,0,0,0,0,0,13,0,8,0,8,0,5,0,5,3,0,0,3,0,17
LGA54830,125,0,0,125,0,132,7,9,0,15,0,0,0,0,110,0,0,110,0,128,11,33,0,39,30,8,0,44,15,0,0,15,0,101,11,21,0,38,49,11,0,57,0,0,0,5,0,96,43,92,0,129,152,41,0,193,5,4,0,11,3,330,26,47,0,67,50,39,0,90,8,8,0,16,0,172,42,199,4,246,62,199,0,258,10,83,0,100,32,627,147,400,0,546,339,300,0,641,353,95,3,448,32,1673
LGA54900,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,7,0,5,0,5,0,0,0,4,0,0,0,0,0,6,0,4,0,4,0,3,0,7,0,0,0,0,0,6,0,11,0,5,8,7,0,19,6,0,0,6,3,28
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,0,29,8,4,0,8,0,0,0,0,5,46,0,7,0,9,0,9,0,9,0,0,0,0,0,18,4,42,0,47,10,36,0,38,0,11,0,12,15,117,18,72,0,90,13,45,0,55,0,11,0,18,20,187
LGA55040,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,17,6,6,0,9,0,0,0,4,0,29,9,8,0,19,0,6,0,10,0,5,0,3,0,33,0,47,0,50,6,46,0,57,0,4,4,11,14,127,16,65,0,82,12,58,0,71,10,9,4,22,17,199
LGA55110,374,0,0,374,0,409,14,18,0,28,0,0,0,6,413,4,0,422,0,458,21,68,0,87,144,25,0,170,61,5,0,68,3,333,29,62,0,92,152,20,0,170,4,7,0,3,0,270,87,143,0,227,441,112,0,546,19,13,0,29,11,823,46,68,0,123,74,66,0,137,14,29,0,44,10,309,87,325,4,419,133,279,4,416,15,107,0,124,63,1010,312,707,5,1027,945,500,3,1449,1196,162,0,1357,92,3928
LGA55180,46,0,0,46,0,45,0,11,0,11,0,0,0,0,42,0,0,42,0,53,5,15,0,13,0,0,0,0,3,0,0,3,0,20,0,7,0,10,0,0,0,0,0,0,0,0,0,10,0,18,0,24,11,4,0,14,0,0,0,0,0,41,0,8,0,6,0,3,0,4,0,0,0,0,0,12,9,45,0,51,9,24,0,36,4,17,0,19,8,110,16,109,0,124,25,36,0,52,127,19,0,142,12,332
LGA55250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,6,0,6,4,6,0,3,0,0,0,0,0,11,3,0,0,5,4,3,0,6,0,3,0,0,0,20,4,16,0,18,0,19,0,19,0,9,0,5,12,54,8,20,0,31,8,31,0,33,5,8,0,12,10,93
LGA55320,429,0,0,429,0,442,6,13,0,20,3,0,0,0,459,0,0,463,0,489,27,37,0,66,397,37,0,432,92,0,0,91,0,587,34,36,0,79,442,37,0,481,8,3,0,10,0,569,140,157,0,297,1481,320,0,1804,42,27,0,68,0,2180,70,118,0,184,358,259,0,619,22,35,0,58,13,875,159,423,5,583,336,817,5,1160,47,188,5,239,59,2036,433,794,9,1238,3024,1465,10,4499,1479,257,5,1736,77,7567
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,8,4,4,0,3,3,0,0,4,0,0,0,0,0,10,0,22,0,22,3,11,0,11,0,3,0,3,0,39,4,29,0,30,3,19,0,22,0,3,0,3,0,56
LGA55460,15,0,0,15,0,13,0,0,0,0,0,0,0,0,14,0,0,14,0,14,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,0,20,3,6,0,14,0,0,0,0,0,28,0,5,0,5,0,3,0,3,0,0,0,0,0,10,0,16,4,24,6,11,0,16,3,3,0,3,9,54,5,48,4,54,10,21,0,30,55,9,0,56,7,153
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,5,0,0,0,0,0,8,0,3,0,4,0,7,0,7,0,0,0,0,0,16
LGA55600,6,0,0,6,0,6,0,6,0,6,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,7,0,8,0,0,0,0,0,0,0,0,0,6,0,6,0,4,0,3,0,3,0,0,0,0,0,12,0,4,0,5,0,0,0,6,0,0,0,0,0,3,0,12,0,10,0,12,0,9,0,0,0,0,7,29,3,17,0,25,3,13,0,18,18,5,0,22,7,75
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,6,0,6,0,5,0,3,0,3,0,3,0,13,0,3,0,9,3,8,0,12,3,7,0,8,0,24
LGA55740,18,0,0,18,0,18,0,0,0,0,0,0,0,0,37,0,0,37,0,38,0,0,0,3,27,7,0,32,7,0,0,7,0,43,0,0,0,0,32,5,0,33,0,0,0,0,0,39,17,9,0,21,114,19,0,133,4,0,0,3,0,161,10,12,0,18,25,16,0,36,0,0,0,0,0,58,14,24,0,40,37,56,0,95,0,13,0,15,0,147,38,45,0,86,241,95,0,336,77,13,0,91,0,510
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,5,0,4,0,4,0,3,0,4,0,0,0,0,0,12,0,8,0,8,0,6,0,6,0,3,0,3,9,26,3,15,0,18,4,14,0,17,0,3,0,3,7,47
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,6,0,6,0,0,0,0,0,12,0,5,0,4,0,6,0,6,0,0,0,0,0,9
LGA55950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,3,0,3,0,3,0,0,0,0,0,12,0,3,0,3,0,8,0,8,4,0,0,4,0,14
LGA56090,133,0,0,133,0,139,5,0,0,4,0,0,0,0,134,0,0,134,0,140,5,7,0,15,42,7,0,49,21,0,0,28,0,91,6,17,0,21,40,4,0,42,0,0,0,4,0,63,21,46,0,70,153,33,0,185,3,3,0,6,0,264,6,22,0,30,31,26,0,58,4,6,0,9,3,99,25,99,0,126,40,94,0,132,8,45,0,50,20,333,76,198,0,279,301,172,0,469,398,57,0,456,26,1225
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3
LGA56230,56,0,0,56,0,60,4,11,0,19,0,0,0,0,76,0,0,76,0,96,5,16,0,15,21,0,0,20,11,0,0,11,0,44,9,23,0,30,16,0,0,19,0,0,0,0,0,48,17,37,0,52,57,9,0,70,3,0,0,6,0,128,4,15,0,18,13,16,0,19,3,0,0,4,0,48,5,44,0,55,20,51,0,69,5,20,0,23,20,171,51,141,0,190,133,79,0,209,205,28,0,232,18,652
LGA56300,3,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,6,0,10,0,6,0,6,9,26,0,4,0,7,6,6,0,10,7,6,0,11,9,38
LGA56370,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,6,0,7,0,4,4,0,0,9,0,20
LGA56460,12,0,0,12,0,14,0,0,0,0,0,0,0,0,17,0,0,17,0,18,0,4,0,4,0,3,0,3,4,0,0,4,0,9,0,3,0,4,3,0,0,6,0,0,0,0,0,15,5,15,0,19,9,5,0,19,0,0,0,0,0,33,8,9,0,9,6,10,0,14,0,0,0,6,0,31,6,33,0,42,11,26,0,31,0,10,0,12,13,98,21,60,0,78,29,44,0,70,47,12,0,59,21,228
LGA56580,58,0,0,58,0,58,3,0,0,0,0,0,0,0,57,0,0,57,0,68,3,9,0,18,94,5,0,97,9,0,0,9,0,123,9,12,0,20,123,13,0,132,0,0,0,0,0,158,45,36,0,82,434,86,0,529,8,5,0,19,0,628,41,25,0,69,130,94,0,230,5,7,0,12,0,315,41,122,0,163,110,297,3,412,18,51,0,69,16,661,141,213,0,356,896,495,3,1392,196,75,0,269,22,2036
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,7,0,0,0,0,0,13,0,0,0,0,4,7,0,7,0,0,0,0,0,16
LGA56730,33,0,0,33,0,42,0,5,0,10,0,0,0,0,46,0,0,46,3,56,0,12,0,12,0,0,0,0,5,0,0,5,0,23,4,8,0,11,3,3,0,5,0,0,0,0,0,17,4,26,0,26,17,18,0,34,0,4,0,3,4,69,0,13,0,14,4,14,0,15,5,3,0,5,0,34,11,60,0,77,14,64,0,75,0,11,0,11,21,194,25,140,0,162,41,96,0,136,127,18,0,139,34,470
LGA56790,8,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,0,8,0,0,0,0,0,11,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,5,0,6,0,12,0,16,0,3,0,3,3,29,0,16,0,13,8,15,0,27,19,3,0,22,7,65
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA56930,17,0,0,17,0,17,0,0,0,0,0,0,0,0,12,0,0,12,3,11,0,0,0,0,22,0,0,23,0,0,0,0,0,25,0,0,0,0,19,0,0,21,0,0,0,0,0,17,0,0,0,0,71,5,0,78,0,0,0,0,0,83,0,0,0,7,13,10,0,20,0,0,0,0,0,29,5,9,0,14,12,19,0,30,7,8,0,8,0,56,6,17,0,26,138,34,0,172,36,8,0,39,0,237
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,11,0,13,0,5,0,5,0,0,0,0,4,19,3,16,0,17,0,10,0,10,0,0,0,4,4,32
LGA57080,162,0,0,162,0,182,8,10,0,16,5,0,0,8,222,0,0,222,0,248,27,43,0,68,354,25,0,376,45,6,0,47,5,501,42,59,0,103,500,56,0,561,12,5,0,14,3,682,365,301,0,676,3002,976,6,3980,102,153,5,261,22,4936,320,348,0,661,1153,1092,0,2249,117,208,0,325,27,3271,473,1362,6,1842,1123,3881,11,5018,196,790,5,991,188,8039,1238,2134,8,3379,6133,6027,23,12189,959,1164,8,2130,243,17958
LGA57140,4,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,4,0,3,0,5,0,4,0,0,10,0,0,14,0,16
LGA57210,11,0,0,11,0,15,0,0,0,0,0,0,0,0,9,0,0,9,0,11,0,4,0,3,0,0,0,0,0,0,0,0,0,6,0,5,0,6,0,0,0,0,0,0,0,0,0,11,0,4,0,8,5,3,0,5,0,0,0,0,0,14,0,9,0,9,0,7,0,4,0,0,0,0,3,19,0,17,0,18,4,19,0,22,0,3,0,3,19,67,8,43,0,51,9,25,0,33,33,5,0,42,28,151
