POW_LGA_CODE_2021,BDLA_NNI_Mng,BDLA_NNI_Pro,BDLA_NNI_TecTW,BDLA_NNI_CoPSW,BDLA_NNI_ClAW,BDLA_NNI_SWks,BDLA_NNI_MaOpDv,BDLA_NNI_Lab,BDLA_NNI_IDNS,BDLA_NNI_Tot,BDLA_1_149_Mng,BDLA_1_149_Pro,BDLA_1_149_TecTW,BDLA_1_149_CoPSW,BDLA_1_149_ClAW,BDLA_1_149_SWks,BDLA_1_149_MaOpDv,BDLA_1_149_Lab,BDLA_1_149_IDNS,BDLA_1_149_Tot,BDLA_150_299_Mng,BDLA_150_299_Pro,BDLA_150_299_TecTW,BDLA_150_299_CoPSW,BDLA_150_299_ClAW,BDLA_150_299_SWks,BDLA_150_299_MaOpDv,BDLA_150_299_Lab,BDLA_150_299_IDNS,BDLA_150_299_Tot,BDLA_300_399_Mng,BDLA_300_399_Pro,BDLA_300_399_TecTW,BDLA_300_399_CoPSW,BDLA_300_399_ClAW,BDLA_300_399_SWks,BDLA_300_399_MaOpDv,BDLA_300_399_Lab,BDLA_300_399_IDNS,BDLA_300_399_Tot,BDLA_400_499_Mng,BDLA_400_499_Pro,BDLA_400_499_TecTW,BDLA_400_499_CoPSW,BDLA_400_499_ClAW,BDLA_400_499_SWks,BDLA_400_499_MaOpDv,BDLA_400_499_Lab,BDLA_400_499_IDNS,BDLA_400_499_Tot,BDLA_500_649_Mng,BDLA_500_649_Pro,BDLA_500_649_TecTW,BDLA_500_649_CoPSW,BDLA_500_649_ClAW,BDLA_500_649_SWks,BDLA_500_649_MaOpDv,BDLA_500_649_Lab,BDLA_500_649_IDNS,BDLA_500_649_Tot,BDLA_650_799_Mng,BDLA_650_799_Pro,BDLA_650_799_TecTW,BDLA_650_799_CoPSW,BDLA_650_799_ClAW,BDLA_650_799_SWks,BDLA_650_799_MaOpDv,BDLA_650_799_Lab,BDLA_650_799_IDNS,BDLA_650_799_Tot,BDLA_800_999_Mng,BDLA_800_999_Pro,BDLA_800_999_TecTW,BDLA_800_999_CoPSW,BDLA_800_999_ClAW,BDLA_800_999_SWks,BDLA_800_999_MaOpDv,BDLA_800_999_Lab,BDLA_800_999_IDNS,BDLA_800_999_Tot,BDLA_1000_1249_Mng,BDLA_1000_1249_Pro,BDLA_1000_1249_TecTW,BDLA_1000_1249_CoPSW,BDLA_1000_1249_ClAW,BDLA_1000_1249_SWks,BDLA_1000_1249_MaOpDv,BDLA_1000_1249_Lab,BDLA_1000_1249_IDNS,BDLA_1000_1249_Tot,BDLA_1250_1499_Mng,BDLA_1250_1499_Pro,BDLA_1250_1499_TecTW,BDLA_1250_1499_CoPSW,BDLA_1250_1499_ClAW,BDLA_1250_1499_SWks,BDLA_1250_1499_MaOpDv,BDLA_1250_1499_Lab,BDLA_1250_1499_IDNS,BDLA_1250_1499_Tot,BDLA_1500_1749_Mng,BDLA_1500_1749_Pro,BDLA_1500_1749_TecTW,BDLA_1500_1749_CoPSW,BDLA_1500_1749_ClAW,BDLA_1500_1749_SWks,BDLA_1500_1749_MaOpDv,BDLA_1500_1749_Lab,BDLA_1500_1749_IDNS,BDLA_1500_1749_Tot,BDLA_1750_1999_Mng,BDLA_1750_1999_Pro,BDLA_1750_1999_TecTW,BDLA_1750_1999_CoPSW,BDLA_1750_1999_ClAW,BDLA_1750_1999_SWks,BDLA_1750_1999_MaOpDv,BDLA_1750_1999_Lab,BDLA_1750_1999_IDNS,BDLA_1750_1999_Tot,BDLA_2000_2999_Mng,BDLA_2000_2999_Pro,BDLA_2000_2999_TecTW,BDLA_2000_2999_CoPSW,BDLA_2000_2999_ClAW,BDLA_2000_2999_SWks,BDLA_2000_2999_MaOpDv,BDLA_2000_2999_Lab,BDLA_2000_2999_IDNS,BDLA_2000_2999_Tot,BDLA_3000_3499_Mng,BDLA_3000_3499_Pro,BDLA_3000_3499_TecTW,BDLA_3000_3499_CoPSW,BDLA_3000_3499_ClAW,BDLA_3000_3499_SWks,BDLA_3000_3499_MaOpDv,BDLA_3000_3499_Lab,BDLA_3000_3499_IDNS,BDLA_3000_3499_Tot,BDLA_3500mo_Mng,BDLA_3500mo_Pro,BDLA_3500mo_TecTW,BDLA_3500mo_CoPSW,BDLA_3500mo_ClAW,BDLA_3500mo_SWks,BDLA_3500mo_MaOpDv,BDLA_3500mo_Lab,BDLA_3500mo_IDNS,BDLA_3500mo_Tot,BDLA_PINS_Mng,BDLA_PINS_Pro,BDLA_PINS_TecTW,BDLA_PINS_CoPSW,BDLA_PINS_ClAW,BDLA_PINS_SWks,BDLA_PINS_MaOpDv,BDLA_PINS_Lab,BDLA_PINS_IDNS,BDLA_PINS_Tot,BDLA_Tot_Mng,BDLA_Tot_Pro,BDLA_Tot_TecTW,BDLA_Tot_CoPSW,BDLA_Tot_ClAW,BDLA_Tot_SWks,BDLA_Tot_MaOpDv,BDLA_Tot_Lab,BDLA_Tot_IDNS,BDLA_Tot_Tot,Ad_Dip_NNI_Mng,Ad_Dip_NNI_Pro,Ad_Dip_NNI_TecTW,Ad_Dip_NNI_CoPSW,Ad_Dip_NNI_ClAW,Ad_Dip_NNI_SWks,Ad_Dip_NNI_MaOpDv,Ad_Dip_NNI_Lab,Ad_Dip_NNI_IDNS,Ad_Dip_NNI_Tot,Ad_Dip_1_149_Mng,Ad_Dip_1_149_Pro,Ad_Dip_1_149_TecTW,Ad_Dip_1_149_CoPSW,Ad_Dip_1_149_ClAW,Ad_Dip_1_149_SWks,Ad_Dip_1_149_MaOpDv,Ad_Dip_1_149_Lab,Ad_Dip_1_149_IDNS,Ad_Dip_1_149_Tot,Ad_Dip_150_299_Mng,Ad_Dip_150_299_Pro,Ad_Dip_150_299_TecTW,Ad_Dip_150_299_CoPSW,Ad_Dip_150_299_ClAW,Ad_Dip_150_299_SWks,Ad_Dip_150_299_MaOpDv,Ad_Dip_150_299_Lab,Ad_Dip_150_299_IDNS,Ad_Dip_150_299_Tot
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,6,0,4,0,0,0,0,0,5,3,10,0,0,0,0,0,0,0,15,5,5,0,0,3,0,4,0,0,13,3,11,0,0,0,0,0,0,0,21,0,5,0,0,4,0,3,0,0,13,5,8,0,0,0,0,0,0,0,21,3,3,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,32,65,8,3,10,4,8,7,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52590,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,9,0,3,0,3,3,4,0,0,0,15,9,11,0,3,5,0,0,3,0,23,3,7,0,3,0,0,0,10,0,27,0,12,3,0,5,0,0,0,0,24,12,16,0,0,5,0,0,0,0,30,6,17,0,4,0,0,0,0,0,28,0,6,0,0,0,0,0,0,0,13,14,36,0,0,0,0,3,0,0,51,0,3,6,0,0,0,0,0,0,16,9,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,55,120,14,18,20,4,5,23,0,260,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA52660,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,15,4,7,4,0,0,3,0,0,0,24,4,0,0,0,0,0,4,0,0,12,0,6,0,5,0,0,0,0,0,19,6,6,4,7,0,0,0,5,0,29,3,24,0,7,6,4,0,3,0,48,8,34,4,5,5,0,0,6,0,56,9,27,5,3,6,0,0,6,0,57,4,43,3,3,3,4,0,0,0,61,3,52,0,3,3,0,0,0,0,66,10,40,6,0,0,0,4,0,0,53,33,70,0,0,3,0,0,0,0,108,7,11,0,0,0,0,0,0,0,25,16,17,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,3,106,354,22,42,38,14,8,20,0,614,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,15,0,0,0,4,0,3,0,0,3,11
LGA52730,3,0,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,5,4,3,0,3,3,0,0,8,0,26,6,7,4,4,4,0,0,5,0,30,5,9,5,3,4,4,0,6,0,37,8,13,3,4,4,0,0,0,0,33,10,14,4,4,8,0,0,10,0,53,5,23,4,8,10,3,0,3,4,51,4,44,3,4,3,4,0,0,0,60,14,39,6,0,3,0,0,0,0,71,9,44,0,0,6,0,0,0,0,54,12,31,0,0,0,0,0,0,5,50,21,41,0,0,3,0,4,0,0,70,9,12,0,0,0,0,0,0,0,18,5,12,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,119,288,31,39,48,14,5,32,8,591,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,7,0,0,0,4,0,0,0,0,10
LGA52800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,5,0,3,3,0,0,6,0,15,0,7,0,8,0,0,0,4,0,21,3,16,0,12,3,0,0,6,0,51,7,44,0,8,5,4,0,4,0,75,8,74,0,12,4,0,0,0,0,103,5,70,0,5,3,0,0,0,0,87,37,98,5,7,4,0,5,4,0,155,12,11,0,0,0,0,0,4,0,27,16,28,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,5,95,365,8,56,27,7,8,29,8,609,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
LGA52870,5,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,9,3,0,4,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13,9,3,0,0,0,0,0,0,0,11,7,5,3,0,0,3,0,0,0,22,6,10,0,6,0,0,0,7,0,26,8,16,0,4,6,0,0,9,0,44,5,13,3,3,3,0,0,7,0,34,13,10,0,0,4,0,0,0,0,30,5,14,0,0,0,0,0,0,0,23,5,23,0,0,0,0,0,0,0,34,14,28,4,0,0,0,6,0,0,48,6,3,0,0,0,0,0,0,0,9,10,14,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,0,7,92,139,10,23,24,8,4,28,9,335,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,4,0,0,0,0,4,0,0,0,11
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,16,0,3,4,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,28,17,0,0,5,4,0,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,8,0,5,0,0,0,0,0,4,0,5,0,12,0,0,0,0,3,0,0,11,4,26,0,0,3,0,4,0,0,38,0,12,0,0,0,0,0,0,0,18,12,10,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,21,70,10,5,5,3,8,8,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53150,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,9,0,7,0,0,0,0,0,22,4,10,5,10,0,0,0,3,0,31,3,7,0,11,5,0,0,0,0,36,0,8,0,13,5,5,0,4,0,42,0,11,0,17,6,0,0,0,0,45,8,22,5,17,0,4,0,0,3,58,15,31,7,11,17,3,0,4,0,73,6,64,8,6,8,0,0,0,4,92,10,66,0,3,7,0,0,0,0,86,14,44,0,5,4,5,0,0,0,68,37,77,4,3,3,0,0,0,0,133,17,18,0,0,0,4,0,0,0,42,22,51,0,0,0,7,0,0,0,82,0,5,0,0,0,0,0,0,0,6,138,413,28,110,65,22,6,17,9,814,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,3,0,0,5,0,0,0,0,0,8
LGA53220,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,5,0,13,0,0,0,0,4,0,0,11,0,17,0,3,8,4,3,0,5,10,4,36,6,18,9,13,8,6,14,17,3,86,9,42,18,10,9,3,13,34,3,140,10,68,17,13,10,0,18,18,3,157,13,95,20,9,8,0,38,11,0,202,42,400,114,38,20,0,105,17,7,744,25,240,55,8,14,0,22,6,0,364,210,296,78,7,12,0,17,3,3,617,0,0,0,0,0,0,0,0,0,10,319,1183,320,101,86,15,237,136,39,2435,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3
LGA53290,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,5,6,0,0,5,3,0,0,0,20,6,9,0,6,0,0,0,0,0,16,5,9,0,4,4,0,0,0,0,22,5,12,0,3,13,0,0,0,0,38,7,29,6,7,8,5,0,0,0,58,11,31,0,3,15,3,0,5,0,67,20,60,7,9,15,4,6,3,0,119,12,75,3,0,9,0,3,0,0,109,24,76,0,6,9,0,0,0,0,113,23,61,4,0,6,0,0,3,0,98,61,136,3,7,9,0,0,3,0,211,18,18,3,4,0,0,0,0,0,44,28,37,0,0,4,0,0,0,0,65,5,4,0,0,0,0,0,0,0,4,225,548,35,41,92,23,16,27,6,1006,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,18
LGA53360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,12,0,6,0,3,4,0,0,5,0,16,0,9,4,13,5,0,0,3,5,40,0,9,0,13,3,6,0,12,0,45,11,17,3,14,4,3,0,6,0,68,3,22,8,8,0,0,0,3,0,47,8,18,0,4,3,0,0,0,0,35,3,19,6,0,4,0,0,0,0,33,22,32,4,0,0,0,0,0,0,59,6,8,0,0,0,0,0,0,0,7,3,10,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,52,146,30,67,32,15,0,37,12,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53430,13,20,3,0,10,0,0,0,3,44,0,13,10,13,0,3,3,13,4,63,4,45,5,43,16,17,7,9,0,148,15,65,11,49,23,18,7,25,6,216,18,77,17,53,32,36,10,25,4,259,40,146,25,102,58,55,13,51,0,494,36,187,35,121,63,48,14,42,5,548,92,354,62,106,94,40,17,44,5,806,119,556,97,117,151,45,15,41,6,1139,114,583,58,81,176,24,25,26,13,1094,136,752,38,51,121,23,14,8,16,1161,119,667,19,45,70,17,11,7,3,961,478,1240,45,59,123,10,8,11,12,1986,165,192,0,3,17,6,0,0,3,398,257,327,4,4,18,14,0,3,5,630,5,24,0,3,4,0,0,0,9,45,1618,5233,417,837,982,364,139,306,89,9994,4,0,0,0,5,0,0,0,0,13,0,3,3,7,0,3,3,0,0,25,4,12,6,16,12,5,3,9,0,70
LGA53570,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,5,0,12,9,4,0,0,5,0,0,0,0,26,5,9,0,0,0,0,0,9,0,20,5,8,3,0,8,0,0,40,0,66,16,10,3,0,0,0,4,21,0,67,11,10,0,0,0,0,0,13,0,34,18,9,3,0,0,0,0,0,0,33,4,13,3,0,0,0,0,0,0,16,16,16,3,0,0,0,0,0,0,31,8,5,0,0,0,0,0,5,0,13,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,103,85,20,5,22,7,11,93,5,349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,12,0,3,3,0,0,0,4,0,29,3,8,0,0,0,0,0,4,0,13,3,13,0,0,3,0,0,0,0,16,3,0,0,0,0,0,0,0,0,8,4,3,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,4,5,11,0,0,12,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,24,0,4,6,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,11,10,5,4,0,3,0,5,3,46,7,30,0,15,6,10,4,8,0,89,3,35,10,36,14,22,7,19,0,155,22,39,7,55,20,29,6,23,3,203,16,48,20,77,26,47,8,24,0,267,27,97,29,97,44,45,32,30,3,413,38,164,35,115,57,44,28,50,0,542,43,234,67,159,76,40,30,34,5,698,83,385,64,155,97,35,55,27,7,906,64,430,47,76,83,15,32,15,4,762,79,550,39,63,45,11,16,5,4,818,56,465,28,34,23,3,15,8,3,627,225,698,28,42,39,6,4,5,7,1058,64,82,0,9,8,0,0,0,0,168,74,166,0,3,12,0,0,0,3,266,0,14,4,3,0,0,0,0,7,26,814,3444,377,937,554,343,251,246,69,7035,4,5,0,3,0,4,0,4,0,17,0,7,4,8,7,5,0,10,0,38,5,13,3,16,10,11,3,9,0,76
LGA53800,0,6,0,0,4,0,0,0,0,8,0,8,0,5,3,3,0,3,0,22,0,12,0,7,3,4,0,3,0,33,4,14,0,10,4,3,0,5,0,38,5,22,4,11,3,0,0,6,0,49,9,49,5,23,11,9,0,7,0,111,8,77,10,33,15,9,10,12,0,164,19,104,11,25,15,15,3,17,0,206,26,182,18,42,30,9,0,11,3,322,27,283,10,24,27,8,4,5,8,388,41,336,10,25,26,0,3,10,0,450,45,351,9,26,10,4,0,0,5,452,135,525,15,26,27,3,7,0,5,738,44,57,0,6,8,0,0,0,0,123,55,142,0,3,4,0,0,0,0,208,0,12,0,0,0,0,0,0,0,14,417,2180,88,264,194,71,28,68,16,3321,3,0,0,0,0,0,0,0,0,8,0,0,0,3,0,4,0,4,0,14,0,4,5,4,0,3,0,3,0,26
LGA53920,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,3,0,5,0,0,0,4,0,15,3,5,3,0,0,0,0,0,0,21,0,20,0,6,0,0,0,3,0,36,6,29,0,10,0,0,0,0,0,46,3,24,0,0,0,0,0,0,0,30,17,65,0,3,0,0,5,5,0,96,11,8,0,0,0,0,0,0,0,19,5,9,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,53,168,10,23,17,0,8,9,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53990,4,4,0,0,0,0,0,0,0,4,3,7,0,4,0,0,0,0,0,16,8,9,0,3,0,5,0,6,0,24,3,10,0,5,7,0,0,0,0,27,0,16,0,0,3,0,0,4,0,29,10,22,0,14,4,0,0,3,0,63,6,40,8,16,4,4,0,18,0,91,4,45,7,20,6,8,10,42,7,145,12,62,17,12,12,0,7,38,0,164,16,93,10,8,3,0,5,13,0,146,17,115,10,6,10,0,4,20,0,181,14,108,5,3,9,0,0,10,0,144,55,193,6,4,10,5,7,4,0,282,20,45,7,4,3,0,0,0,0,78,45,59,7,0,5,4,0,0,0,113,0,0,0,0,0,0,0,0,0,6,218,827,74,105,68,30,37,153,11,1521,4,0,0,0,0,0,0,0,0,7,0,3,0,7,0,0,0,0,0,10,0,5,4,8,0,0,0,5,0,18
LGA54060,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,7,4,7,0,0,4,0,0,0,0,16,0,11,0,0,4,0,0,0,0,14,4,8,0,0,0,0,0,0,0,21,3,10,0,0,0,0,0,0,0,22,9,19,0,0,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,37,83,3,6,10,4,0,3,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,11,5,4,0,0,0,0,0,3,0,5,3,5,0,0,0,0,0,0,0,10,0,8,0,0,0,0,3,0,0,5,13,5,0,0,0,0,0,0,0,19,3,4,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,26,0,3,6,0,3,9,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54170,13,27,3,4,11,8,0,0,3,72,9,54,8,35,17,17,0,11,5,161,11,88,16,69,40,60,3,14,3,304,20,120,20,69,37,71,7,40,5,394,22,151,26,128,40,96,8,38,8,523,55,259,55,171,85,121,13,62,0,820,58,434,52,204,112,89,18,53,12,1019,99,572,80,243,147,107,12,49,3,1304,135,1031,111,230,199,64,26,50,14,1868,129,1187,59,108,137,26,13,19,17,1700,139,1469,59,91,141,37,14,15,14,1979,148,1411,24,82,68,11,6,5,12,1769,521,2424,30,111,91,31,8,5,9,3223,175,332,6,0,30,3,0,0,3,560,201,722,6,5,17,24,0,9,9,992,13,56,0,3,14,7,0,3,7,92,1743,10341,553,1550,1183,765,133,374,129,16776,8,3,3,4,6,0,0,0,0,37,4,3,0,17,7,13,3,6,0,63,10,20,15,58,25,40,0,14,0,182
LGA54200,5,6,0,0,6,0,0,0,0,21,8,19,0,7,4,5,0,0,0,43,6,31,4,20,9,14,4,8,0,88,8,29,4,20,10,14,0,5,0,90,12,35,8,25,9,12,4,8,0,117,13,66,9,32,15,24,11,26,0,200,24,63,12,42,23,17,12,19,6,217,31,115,26,52,54,17,29,17,3,333,51,175,35,37,60,17,45,30,4,446,38,249,22,16,57,8,20,16,4,430,37,265,21,19,28,0,7,13,0,397,33,270,22,10,21,5,9,0,3,380,164,406,23,20,17,7,8,6,3,651,60,67,6,0,8,0,0,0,0,141,96,93,3,0,9,3,0,0,6,208,3,4,6,3,0,0,0,0,9,29,578,1891,195,311,344,148,150,142,36,3792,0,0,0,3,6,0,0,0,0,15,4,4,0,6,0,0,0,3,0,24,5,0,6,11,9,4,0,4,3,51
LGA54280,0,0,3,0,0,0,0,0,0,3,0,4,0,6,0,5,0,0,0,17,0,8,0,3,5,3,0,8,0,30,0,12,0,3,5,3,0,0,0,29,4,15,3,6,3,0,3,5,0,40,3,28,0,19,12,14,9,7,0,88,3,24,5,19,20,4,4,8,0,87,5,41,12,25,12,4,4,8,4,117,22,99,21,28,43,9,11,13,0,260,28,159,21,15,27,3,12,10,0,279,16,265,25,16,23,0,17,7,6,374,29,247,20,22,15,0,20,3,5,360,120,504,40,26,21,3,20,3,0,745,40,114,14,5,0,0,8,0,0,182,100,131,6,6,3,0,5,0,6,259,0,3,0,0,0,0,3,0,0,12,381,1655,173,203,190,54,115,81,23,2874,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,0,0,0,0,9,0,3,0,5,4,0,0,3,0,18
LGA54310,0,0,0,0,0,0,0,0,0,4,3,6,3,4,5,0,0,0,0,19,3,4,3,6,0,0,0,0,0,18,0,13,0,6,4,6,0,0,0,33,0,7,0,9,4,4,0,3,0,24,4,13,3,9,6,3,0,5,5,52,0,29,0,11,12,10,5,8,0,70,6,47,9,25,13,12,4,16,0,127,23,67,17,36,22,14,0,18,0,196,18,107,19,13,20,3,0,20,0,205,15,166,26,16,17,0,5,6,0,257,26,190,16,13,24,4,10,15,0,292,126,391,80,24,36,3,31,15,10,715,37,128,42,3,10,0,3,8,3,230,150,229,78,5,15,0,15,0,4,499,0,8,0,0,0,0,0,0,0,9,413,1415,297,180,182,62,74,113,23,2754,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,4,0,0,0,5,4,0,0,0,0,16
