POW_LGA_CODE_2021,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot,LG_1000_1249_Mng,LG_1000_1249_Pro,LG_1000_1249_TecTW,LG_1000_1249_CoPSW,LG_1000_1249_ClAW,LG_1000_1249_SWks,LG_1000_1249_MaOpDv,LG_1000_1249_Lab,LG_1000_1249_IDNS,LG_1000_1249_Tot,LG_1250_1499_Mng,LG_1250_1499_Pro,LG_1250_1499_TecTW,LG_1250_1499_CoPSW,LG_1250_1499_ClAW,LG_1250_1499_SWks,LG_1250_1499_MaOpDv,LG_1250_1499_Lab,LG_1250_1499_IDNS,LG_1250_1499_Tot,LG_1500_1749_Mng,LG_1500_1749_Pro,LG_1500_1749_TecTW,LG_1500_1749_CoPSW,LG_1500_1749_ClAW,LG_1500_1749_SWks,LG_1500_1749_MaOpDv,LG_1500_1749_Lab,LG_1500_1749_IDNS,LG_1500_1749_Tot,LG_1750_1999_Mng,LG_1750_1999_Pro,LG_1750_1999_TecTW,LG_1750_1999_CoPSW,LG_1750_1999_ClAW,LG_1750_1999_SWks,LG_1750_1999_MaOpDv,LG_1750_1999_Lab,LG_1750_1999_IDNS,LG_1750_1999_Tot,LG_2000_2999_Mng,LG_2000_2999_Pro,LG_2000_2999_TecTW,LG_2000_2999_CoPSW,LG_2000_2999_ClAW,LG_2000_2999_SWks,LG_2000_2999_MaOpDv,LG_2000_2999_Lab,LG_2000_2999_IDNS,LG_2000_2999_Tot,LG_3000_3499_Mng,LG_3000_3499_Pro,LG_3000_3499_TecTW,LG_3000_3499_CoPSW,LG_3000_3499_ClAW,LG_3000_3499_SWks,LG_3000_3499_MaOpDv,LG_3000_3499_Lab,LG_3000_3499_IDNS,LG_3000_3499_Tot,LG_3500mo_Mng,LG_3500mo_Pro,LG_3500mo_TecTW,LG_3500mo_CoPSW,LG_3500mo_ClAW,LG_3500mo_SWks,LG_3500mo_MaOpDv,LG_3500mo_Lab,LG_3500mo_IDNS,LG_3500mo_Tot,LG_PINS_Mng,LG_PINS_Pro,LG_PINS_TecTW,LG_PINS_CoPSW,LG_PINS_ClAW,LG_PINS_SWks,LG_PINS_MaOpDv,LG_PINS_Lab,LG_PINS_IDNS,LG_PINS_Tot,LG_Tot_Mng,LG_Tot_Pro,LG_Tot_TecTW,LG_Tot_CoPSW,LG_Tot_ClAW,LG_Tot_SWks,LG_Tot_MaOpDv,LG_Tot_Lab,LG_Tot_IDNS,LG_Tot_Tot,Pvte_NNI_Mng,Pvte_NNI_Pro,Pvte_NNI_TecTW,Pvte_NNI_CoPSW,Pvte_NNI_ClAW,Pvte_NNI_SWks,Pvte_NNI_MaOpDv,Pvte_NNI_Lab,Pvte_NNI_IDNS,Pvte_NNI_Tot,Pvte_1_149_Mng,Pvte_1_149_Pro,Pvte_1_149_TecTW,Pvte_1_149_CoPSW,Pvte_1_149_ClAW,Pvte_1_149_SWks,Pvte_1_149_MaOpDv,Pvte_1_149_Lab,Pvte_1_149_IDNS,Pvte_1_149_Tot,Pvte_150_299_Mng,Pvte_150_299_Pro,Pvte_150_299_TecTW,Pvte_150_299_CoPSW,Pvte_150_299_ClAW,Pvte_150_299_SWks,Pvte_150_299_MaOpDv,Pvte_150_299_Lab,Pvte_150_299_IDNS,Pvte_150_299_Tot,Pvte_300_399_Mng,Pvte_300_399_Pro,Pvte_300_399_TecTW,Pvte_300_399_CoPSW,Pvte_300_399_ClAW,Pvte_300_399_SWks,Pvte_300_399_MaOpDv,Pvte_300_399_Lab,Pvte_300_399_IDNS,Pvte_300_399_Tot,Pvte_400_499_Mng,Pvte_400_499_Pro,Pvte_400_499_TecTW,Pvte_400_499_CoPSW,Pvte_400_499_ClAW,Pvte_400_499_SWks,Pvte_400_499_MaOpDv,Pvte_400_499_Lab,Pvte_400_499_IDNS,Pvte_400_499_Tot,Pvte_500_649_Mng,Pvte_500_649_Pro,Pvte_500_649_TecTW,Pvte_500_649_CoPSW,Pvte_500_649_ClAW,Pvte_500_649_SWks,Pvte_500_649_MaOpDv,Pvte_500_649_Lab,Pvte_500_649_IDNS,Pvte_500_649_Tot,Pvte_650_799_Mng,Pvte_650_799_Pro,Pvte_650_799_TecTW,Pvte_650_799_CoPSW,Pvte_650_799_ClAW,Pvte_650_799_SWks,Pvte_650_799_MaOpDv,Pvte_650_799_Lab,Pvte_650_799_IDNS,Pvte_650_799_Tot,Pvte_800_999_Mng,Pvte_800_999_Pro,Pvte_800_999_TecTW,Pvte_800_999_CoPSW,Pvte_800_999_ClAW,Pvte_800_999_SWks,Pvte_800_999_MaOpDv,Pvte_800_999_Lab,Pvte_800_999_IDNS,Pvte_800_999_Tot,Pvte_1000_1249_Mng,Pvte_1000_1249_Pro,Pvte_1000_1249_TecTW,Pvte_1000_1249_CoPSW,Pvte_1000_1249_ClAW,Pvte_1000_1249_SWks,Pvte_1000_1249_MaOpDv,Pvte_1000_1249_Lab,Pvte_1000_1249_IDNS,Pvte_1000_1249_Tot
LGA53290,0,0,0,5,3,0,0,0,0,11,0,0,7,3,3,0,0,0,0,12,3,9,6,0,11,0,5,6,3,46,6,7,9,0,6,0,5,4,0,32,4,5,4,0,0,0,9,6,0,29,3,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,30,26,17,32,5,18,16,3,175,50,0,6,0,10,9,0,12,0,81,11,0,4,22,3,73,4,46,5,168,22,4,5,20,23,38,8,37,5,163,30,5,13,27,27,30,13,56,3,206,34,12,27,31,32,36,12,47,0,225,36,20,56,57,57,49,20,72,4,359,55,31,72,83,72,68,25,81,3,490,88,36,91,79,97,65,47,80,6,595,138,51,133,43,75,49,81,88,8,656
LGA53360,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,13,0,0,0,9,0,0,0,4,0,16,4,6,6,0,3,0,4,0,0,18,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,9,11,18,0,5,8,0,72,0,0,0,0,0,0,0,0,0,4,0,5,0,6,5,18,0,9,0,44,0,0,6,8,3,13,0,12,6,39,0,0,3,3,5,7,0,11,0,30,5,9,7,12,15,8,3,13,0,59,9,12,13,10,16,18,4,22,0,111,10,15,17,38,17,16,0,34,5,152,20,15,30,41,26,28,7,34,4,206,39,29,34,33,30,20,7,26,0,208
LGA53430,7,7,0,6,8,0,0,0,0,25,3,6,0,0,14,0,0,4,0,29,6,10,4,0,18,0,0,12,0,47,6,20,9,0,31,0,3,8,0,75,6,16,6,6,19,0,6,3,3,63,6,12,4,0,6,0,0,0,0,31,23,19,6,0,6,0,0,0,0,50,0,0,0,0,5,0,0,0,0,6,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,60,91,20,37,103,7,8,39,7,377,22,19,12,17,16,15,6,12,3,134,10,39,30,219,26,252,20,173,5,774,28,64,38,227,63,188,38,144,7,799,38,85,87,252,87,153,33,158,3,907,61,112,121,255,113,179,45,164,8,1054,114,163,215,425,193,251,80,247,4,1685,143,207,274,437,251,222,90,272,10,1905,234,316,430,406,322,198,179,279,23,2395,366,486,584,294,439,170,221,226,30,2819
LGA53570,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,0,0,4,0,11,0,3,0,0,9,0,0,6,0,13,0,7,3,0,7,0,0,0,0,13,0,3,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,13,3,7,24,0,8,11,0,72,20,0,0,0,5,0,0,12,3,34,8,0,0,3,4,15,0,16,0,56,7,4,7,4,8,8,0,30,0,76,31,3,9,4,12,6,11,22,0,101,26,0,11,11,3,5,3,25,0,95,32,8,17,11,17,9,6,74,4,177,42,3,14,10,18,12,13,113,0,220,48,13,14,11,20,10,23,159,0,298,72,10,37,3,28,3,26,81,0,260
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,9,0,6,5,0,29,8,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,4,0,9,5,0,0,0,5,0,0,3,0,20,0,0,0,0,0,4,0,0,0,7,9,0,4,0,0,5,0,5,0,31,19,0,5,0,4,0,0,4,0,38,7,0,0,0,5,3,3,8,0,29,4,0,0,6,7,0,9,11,0,36,28,6,14,4,13,3,12,18,0,92
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,5,5,0,20,7,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,7,5,0,0,0,0,0,0,0,0,7,6,0,4,0,0,5,0,3,0,14,6,0,0,0,0,4,6,4,0,29,10,3,6,7,6,0,0,0,0,37,14,0,10,4,10,0,4,9,0,45,15,6,3,0,6,0,0,5,0,37
LGA53780,0,4,4,3,17,0,0,0,0,35,0,11,6,6,13,0,0,0,0,40,0,14,15,6,11,0,12,11,0,72,5,9,20,9,28,0,20,13,0,98,4,25,22,8,20,0,4,6,0,93,14,18,18,0,4,0,0,0,0,56,16,34,6,3,10,0,0,0,4,67,6,7,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,49,115,95,57,130,9,36,39,9,536,28,16,21,16,17,34,11,35,11,176,24,72,30,118,41,337,45,260,13,930,24,70,70,165,84,284,64,209,11,982,54,60,117,182,124,247,59,199,11,1049,62,76,180,250,113,258,69,195,3,1209,100,125,307,393,239,351,124,281,15,1937,136,199,419,488,302,302,196,338,14,2394,220,245,592,530,355,287,359,348,24,2961,320,367,672,486,447,236,466,302,35,3338
LGA53800,0,6,0,3,6,0,4,0,0,17,3,0,4,0,3,0,5,3,5,18,5,5,3,0,24,0,3,13,0,54,0,8,12,4,17,0,3,6,0,58,9,16,5,6,13,0,0,3,3,51,0,6,0,5,6,0,0,3,0,25,24,11,0,0,5,0,0,0,0,32,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,53,52,24,26,82,0,16,35,6,295,14,6,9,14,12,11,4,16,4,86,17,13,15,118,18,219,18,136,5,552,14,21,38,81,32,158,19,124,3,496,21,30,54,80,53,90,25,101,12,452,35,37,85,106,65,117,32,143,0,616,43,53,191,209,144,198,43,173,8,1061,92,90,211,266,197,233,93,211,8,1389,130,118,274,280,284,205,130,232,13,1663,214,193,320,239,299,148,166,180,18,1789
LGA53920,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,3,0,0,0,0,7,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,5,4,8,0,0,10,0,55,0,0,0,3,0,0,0,0,0,10,0,3,0,4,0,0,0,0,0,12,0,5,4,5,0,3,0,15,0,39,0,5,6,9,0,3,0,7,0,36,4,3,0,8,4,3,0,5,0,25,0,7,5,13,5,0,4,3,4,45,4,3,3,11,3,0,5,12,0,42,14,12,5,19,9,6,4,16,0,69,12,9,16,22,7,9,0,11,0,88
LGA53990,0,0,0,5,0,0,0,0,0,7,0,0,0,0,7,0,4,9,0,23,0,0,8,0,14,0,10,3,0,37,0,4,7,3,5,0,0,0,0,30,3,6,0,0,6,0,0,0,0,22,3,4,5,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,25,19,31,0,11,16,0,166,12,4,11,5,3,0,0,14,3,63,19,12,10,53,13,76,4,86,4,273,17,16,11,40,19,53,5,50,0,224,28,18,20,41,25,51,6,40,0,236,21,20,27,45,35,45,10,47,3,256,46,22,64,102,50,56,16,108,10,471,52,43,83,104,63,89,20,159,4,614,65,49,103,100,69,68,73,228,11,766,98,55,156,62,85,33,101,247,12,849
LGA54060,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,4,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,13,0,3,9,0,35,5,0,0,0,0,3,0,3,0,18,0,0,0,12,0,18,0,8,0,41,3,3,0,3,6,3,0,7,0,36,10,0,8,5,4,12,3,13,0,52,3,5,7,13,4,16,0,11,0,56,12,6,11,12,6,18,4,20,0,87,8,4,11,14,10,9,3,15,0,79,7,7,15,5,10,14,7,22,0,77,13,7,28,10,12,10,3,16,5,99
LGA54130,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,6,0,3,0,0,16,25,0,0,0,0,0,0,0,0,29,6,0,0,0,0,0,0,0,0,6,8,0,0,6,3,0,0,7,0,18,3,0,0,0,0,0,0,5,0,15,0,3,0,3,0,3,0,3,0,11,11,0,5,6,8,0,0,3,0,28,18,0,9,4,0,0,0,5,0,41,24,3,6,0,5,0,6,10,3,57,32,0,3,7,5,0,11,11,0,65
LGA54170,3,7,17,3,11,0,0,0,0,46,4,9,3,11,12,0,7,11,0,58,3,9,14,5,22,0,11,38,6,105,9,22,23,3,43,0,3,12,4,112,10,48,9,6,29,0,3,4,0,123,13,31,5,3,14,0,0,4,3,69,19,36,5,0,7,0,0,0,0,75,10,5,0,0,0,0,0,0,0,12,13,3,0,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,74,167,97,72,163,4,24,70,12,689,46,35,33,35,51,48,11,33,15,296,36,95,60,623,103,1093,68,631,5,2717,47,145,107,610,175,922,68,477,11,2560,81,184,171,539,231,647,49,328,16,2242,87,192,243,672,271,673,43,316,22,2517,200,288,437,911,482,846,72,388,24,3649,255,441,519,928,585,695,100,389,30,3923,392,539,577,1058,706,618,155,351,34,4420,612,994,769,860,716,405,158,296,30,4844
LGA54200,0,0,0,0,5,0,0,0,0,11,3,4,0,0,9,0,0,0,0,11,0,0,10,5,13,0,5,3,0,28,3,14,3,8,19,0,0,0,0,52,3,11,5,0,17,0,0,0,0,42,0,13,3,0,6,0,0,0,0,22,6,7,4,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,63,22,19,65,0,6,10,0,216,16,6,13,7,24,10,12,20,0,104,19,43,23,129,30,174,22,136,4,587,24,46,37,131,57,141,35,141,6,617,40,36,49,96,59,93,19,89,4,487,44,43,93,103,71,117,28,109,0,611,57,71,153,205,135,127,75,171,8,1004,99,80,211,236,182,135,105,171,10,1224,112,108,303,223,277,100,303,212,11,1638,191,156,354,192,341,98,469,195,25,2019
LGA54280,0,0,6,0,4,0,0,0,0,8,0,0,0,0,7,0,4,8,0,12,0,3,9,0,16,0,6,11,0,47,0,16,7,0,8,0,0,0,0,35,4,13,4,3,0,0,0,0,0,25,4,3,0,0,5,0,0,0,0,12,10,3,3,0,0,0,0,0,0,19,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,22,37,27,22,42,0,13,26,0,188,9,3,9,9,14,4,15,17,3,79,5,6,14,51,9,134,10,83,4,314,14,16,15,38,26,59,18,60,3,252,9,17,24,38,25,60,14,72,8,270,9,16,39,55,43,74,27,84,5,354,22,33,103,90,102,110,40,121,5,624,43,34,124,136,138,127,50,131,8,796,65,53,188,154,188,133,111,134,8,1044,119,120,267,152,257,94,191,158,8,1361
LGA54310,0,4,0,0,0,0,0,0,0,7,3,0,0,0,9,0,0,0,0,16,5,0,0,0,6,0,0,5,0,7,0,8,3,0,5,0,5,4,0,28,3,3,0,0,9,0,3,3,0,30,8,15,5,0,25,0,4,7,4,61,18,13,8,3,15,0,3,0,0,64,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,54,52,14,21,73,0,9,20,5,247,9,3,10,3,6,4,8,14,9,63,7,4,14,41,7,102,7,69,8,256,3,3,17,36,13,61,16,48,5,207,9,13,7,37,20,35,10,44,0,164,7,8,13,30,13,40,6,29,0,143,11,24,54,57,37,50,14,56,0,297,21,28,77,72,65,59,30,92,0,444,44,46,124,85,96,78,34,105,6,616,71,66,191,129,142,65,70,144,14,885
LGA54340,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,11,0,0,5,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,11,5,13,0,3,9,3,58,3,0,4,0,0,0,0,0,0,10,0,0,0,8,5,8,0,12,0,38,6,0,0,8,5,7,0,10,0,46,7,7,3,14,3,9,3,14,0,52,3,0,14,9,0,4,0,22,0,67,9,3,24,20,14,20,6,31,4,132,12,7,23,17,15,27,5,77,0,182,25,5,29,21,39,28,14,84,0,241,36,19,33,14,30,15,12,43,0,205
LGA54410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,3,0,7,10,0,33,11,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,3,0,12,0,0,0,6,0,0,0,0,0,7,4,0,3,0,0,0,0,0,0,10,3,0,0,4,0,0,0,6,0,20,3,0,4,0,0,5,0,12,0,27,0,0,3,16,0,0,0,8,0,24,15,0,6,9,3,3,5,11,0,50,8,5,13,5,4,4,7,11,0,56
LGA54480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,9,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,11,0,0,24,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,3,0,0,6,0,0,5,0,0,0,0,0,0,9,13,0,0,0,0,0,0,4,0,20,5,0,0,0,0,0,3,8,0,20,20,0,0,0,6,0,0,6,0,34
LGA54550,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,4,5,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,9,3,11,0,9,11,0,46,8,0,4,0,0,0,0,3,0,15,4,0,0,0,3,0,0,3,0,10,13,0,0,0,6,0,0,5,0,24,15,0,0,5,0,6,0,3,0,24,8,0,3,4,3,0,5,9,0,39,15,4,13,3,11,7,5,11,0,66,20,0,14,3,8,3,5,13,0,69,35,11,15,6,8,8,7,14,0,99,36,12,18,6,8,5,14,29,0,133
LGA54620,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,8,0,7,3,0,29,8,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,5,0,8,3,0,0,0,4,0,0,0,0,11,8,0,0,0,0,0,0,0,0,7,3,0,0,0,5,0,3,3,0,16,9,0,3,0,8,3,0,7,0,31,16,0,5,3,4,0,7,10,0,48,20,0,0,0,0,0,0,10,0,37,12,4,11,3,7,9,3,13,0,57
LGA54690,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,8,3,0,22,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,5,0,8,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,0,12,3,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,4,0,0,0,5,0,3,9,0,17
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,5,0,5,3,0,26,3,0,0,0,3,0,4,0,0,14,5,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,4,0,13,4,0,0,0,0,0,0,3,0,6,8,0,0,0,0,0,0,4,0,11,13,0,4,0,0,0,0,4,0,14,9,0,0,0,4,4,0,0,0,22,19,0,0,0,4,0,4,7,0,31,27,5,0,0,0,3,10,5,0,47
LGA54830,3,0,0,0,10,0,0,0,0,14,0,5,4,0,10,0,0,0,0,16,3,9,3,0,16,0,3,10,0,33,3,14,3,7,17,0,0,0,0,40,3,17,10,0,8,0,0,0,0,40,3,11,0,0,8,0,0,0,0,28,14,10,5,0,0,0,0,0,0,27,3,0,0,3,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,37,62,17,21,60,4,0,13,4,227,5,4,18,7,7,8,5,10,3,74,5,25,20,56,20,142,5,81,0,354,10,21,33,60,21,112,16,102,4,377,17,15,38,70,36,77,24,101,0,386,24,29,52,93,49,69,33,94,0,444,29,41,130,160,78,109,42,159,5,764,44,50,157,161,105,114,71,226,8,932,93,86,243,179,128,93,174,267,11,1277,117,123,377,157,235,57,348,250,29,1696
LGA54900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,5,5,0,3,5,0,23,10,0,4,0,4,0,0,0,0,19,0,0,0,0,0,4,0,0,0,7,9,0,0,3,0,0,0,4,0,16,14,3,0,0,3,0,4,3,0,28,8,0,0,0,3,0,3,4,0,26,23,5,6,0,3,4,5,6,0,49,12,0,10,6,3,4,3,11,0,54,29,0,7,5,11,7,3,10,0,72,23,4,12,5,6,3,11,10,4,94
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,7,0,0,8,5,0,4,7,0,34,0,0,4,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,4,0,16,0,3,7,3,0,0,4,3,0,20,3,3,7,9,3,0,5,19,0,54,9,3,27,9,3,0,19,28,4,99
LGA55040,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,0,0,11,0,0,7,0,34,0,0,0,0,0,3,3,0,0,10,0,0,0,0,4,0,3,3,0,14,5,3,0,0,0,3,0,3,0,20,0,4,0,3,0,0,0,0,0,12,0,0,4,0,6,0,0,4,0,17,0,4,0,0,3,0,0,7,0,26,3,0,3,12,3,3,9,7,0,37,0,0,3,4,0,3,8,15,0,45,8,3,26,9,16,0,15,47,0,123
