POW_LGA_CODE_2021,SS_NS_None_Mng,SS_NS_None_Pro,SS_NS_None_TecTW,SS_NS_None_CoPSW,SS_NS_None_ClAW,SS_NS_None_SWks,SS_NS_None_MaOpDv,SS_NS_None_Lab,SS_NS_None_IDNS,SS_NS_None_Tot,SS_NS_1_15_Mng,SS_NS_1_15_Pro,SS_NS_1_15_TecTW,SS_NS_1_15_CoPSW,SS_NS_1_15_ClAW,SS_NS_1_15_SWks,SS_NS_1_15_MaOpDv,SS_NS_1_15_Lab,SS_NS_1_15_IDNS,SS_NS_1_15_Tot,SS_NS_16_24_Mng,SS_NS_16_24_Pro,SS_NS_16_24_TecTW,SS_NS_16_24_CoPSW,SS_NS_16_24_ClAW,SS_NS_16_24_SWks,SS_NS_16_24_MaOpDv,SS_NS_16_24_Lab,SS_NS_16_24_IDNS,SS_NS_16_24_Tot,SS_NS_25_34_Mng,SS_NS_25_34_Pro,SS_NS_25_34_TecTW,SS_NS_25_34_CoPSW,SS_NS_25_34_ClAW,SS_NS_25_34_SWks,SS_NS_25_34_MaOpDv,SS_NS_25_34_Lab,SS_NS_25_34_IDNS,SS_NS_25_34_Tot,SS_NS_35_39_Mng,SS_NS_35_39_Pro,SS_NS_35_39_TecTW,SS_NS_35_39_CoPSW,SS_NS_35_39_ClAW,SS_NS_35_39_SWks,SS_NS_35_39_MaOpDv,SS_NS_35_39_Lab,SS_NS_35_39_IDNS,SS_NS_35_39_Tot,SS_NS_40_Mng,SS_NS_40_Pro,SS_NS_40_TecTW,SS_NS_40_CoPSW,SS_NS_40_ClAW,SS_NS_40_SWks,SS_NS_40_MaOpDv,SS_NS_40_Lab,SS_NS_40_IDNS,SS_NS_40_Tot,SS_NS_41_48_Mng,SS_NS_41_48_Pro,SS_NS_41_48_TecTW,SS_NS_41_48_CoPSW,SS_NS_41_48_ClAW,SS_NS_41_48_SWks,SS_NS_41_48_MaOpDv,SS_NS_41_48_Lab,SS_NS_41_48_IDNS,SS_NS_41_48_Tot,SS_NS_49ov_Mng,SS_NS_49ov_Pro,SS_NS_49ov_TecTW,SS_NS_49ov_CoPSW,SS_NS_49ov_ClAW,SS_NS_49ov_SWks,SS_NS_49ov_MaOpDv,SS_NS_49ov_Lab,SS_NS_49ov_IDNS,SS_NS_49ov_Tot,SS_NS_NS_Mng,SS_NS_NS_Pro,SS_NS_NS_TecTW,SS_NS_NS_CoPSW,SS_NS_NS_ClAW,SS_NS_NS_SWks,SS_NS_NS_MaOpDv,SS_NS_NS_Lab,SS_NS_NS_IDNS,SS_NS_NS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_Inad_des_Tot,SS_NS_Tot_Tot,Tot_None_Mng,Tot_None_Pro,Tot_None_TecTW,Tot_None_CoPSW,Tot_None_ClAW,Tot_None_SWks,Tot_None_MaOpDv,Tot_None_Lab,Tot_None_IDNS,Tot_None_Tot,Tot_1_15_Mng,Tot_1_15_Pro,Tot_1_15_TecTW,Tot_1_15_CoPSW,Tot_1_15_ClAW,Tot_1_15_SWks,Tot_1_15_MaOpDv,Tot_1_15_Lab,Tot_1_15_IDNS,Tot_1_15_Tot,Tot_16_24_Mng,Tot_16_24_Pro,Tot_16_24_TecTW,Tot_16_24_CoPSW,Tot_16_24_ClAW,Tot_16_24_SWks,Tot_16_24_MaOpDv,Tot_16_24_Lab,Tot_16_24_IDNS,Tot_16_24_Tot,Tot_25_34_Mng,Tot_25_34_Pro,Tot_25_34_TecTW,Tot_25_34_CoPSW,Tot_25_34_ClAW,Tot_25_34_SWks,Tot_25_34_MaOpDv,Tot_25_34_Lab,Tot_25_34_IDNS,Tot_25_34_Tot,Tot_35_39_Mng,Tot_35_39_Pro,Tot_35_39_TecTW,Tot_35_39_CoPSW,Tot_35_39_ClAW,Tot_35_39_SWks,Tot_35_39_MaOpDv,Tot_35_39_Lab,Tot_35_39_IDNS,Tot_35_39_Tot,Tot_40_Mng,Tot_40_Pro,Tot_40_TecTW,Tot_40_CoPSW,Tot_40_ClAW,Tot_40_SWks,Tot_40_MaOpDv,Tot_40_Lab,Tot_40_IDNS,Tot_40_Tot,Tot_41_48_Mng,Tot_41_48_Pro,Tot_41_48_TecTW,Tot_41_48_CoPSW,Tot_41_48_ClAW,Tot_41_48_SWks,Tot_41_48_MaOpDv,Tot_41_48_Lab,Tot_41_48_IDNS,Tot_41_48_Tot,Tot_49ov_Mng,Tot_49ov_Pro,Tot_49ov_TecTW,Tot_49ov_CoPSW,Tot_49ov_ClAW,Tot_49ov_SWks,Tot_49ov_MaOpDv,Tot_49ov_Lab,Tot_49ov_IDNS,Tot_49ov_Tot,Tot_NS_Mng,Tot_NS_Pro,Tot_NS_TecTW,Tot_NS_CoPSW,Tot_NS_ClAW,Tot_NS_SWks,Tot_NS_MaOpDv,Tot_NS_Lab,Tot_NS_IDNS,Tot_NS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_Inad_des_Tot,Tot_Tot_Tot
LGA50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,14,0,6,0,39,6,8,4,126,11,256,9,161,0,579,0,0,10,29,4,39,6,24,0,118,0,5,11,23,8,12,0,12,0,72,5,0,44,20,9,6,6,3,0,87,0,5,46,3,4,0,0,0,0,61,0,4,36,3,3,0,0,0,0,48,0,0,13,5,0,0,0,0,0,22,0,0,6,4,0,3,0,4,6,24,13,31,162,219,34,330,20,212,16,1039
LGA50210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,6,0,28,3,28,0,68,5,28,15,195,33,510,36,300,15,1130,9,11,26,71,26,159,15,60,3,386,9,8,25,53,12,67,3,25,0,207,9,0,52,21,8,11,0,5,0,108,0,5,40,10,3,4,0,0,0,66,0,4,35,0,0,0,0,0,0,41,0,0,20,0,0,0,0,0,0,29,0,0,6,8,0,11,0,3,10,30,38,55,209,365,86,792,68,431,22,2059
LGA50250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,3,0,14,0,0,0,11,5,19,3,12,6,50,0,0,0,0,0,5,0,5,0,8,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,18,0,0,23,0,0,0,6,10,0,51,0,0,0,0,0,0,0,0,4,11,0,8,53,17,6,25,6,33,4,161
LGA50280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,12,0,19,0,3,3,67,6,97,0,56,0,241,0,0,4,3,0,0,0,5,0,16,0,0,0,4,0,6,0,6,0,14,0,0,9,0,0,0,0,3,0,15,0,0,13,4,0,0,0,3,0,14,0,0,14,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,5,3,39,93,6,106,3,85,5,344
LGA50350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,9,3,0,0,53,3,45,5,54,0,161,0,0,9,14,9,23,3,17,0,79,0,4,0,13,0,5,4,8,0,32,0,0,25,3,0,0,0,0,0,36,0,0,25,3,6,0,6,0,0,36,0,0,13,0,0,0,0,3,0,20,0,0,25,0,0,0,0,0,0,28,0,0,0,5,0,0,0,0,4,7,5,13,99,89,17,80,15,86,8,403
LGA50420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,11,11,24,0,23,6,76,6,48,23,293,42,518,37,230,7,1218,9,14,33,128,22,157,19,99,5,477,15,5,15,46,8,61,0,17,0,171,8,4,57,16,6,6,0,4,0,105,3,10,52,5,3,4,3,4,0,86,4,3,35,3,3,3,0,0,0,54,0,0,22,3,0,0,0,4,0,32,0,0,3,5,0,12,0,9,12,35,50,86,254,505,100,786,69,384,29,2257
LGA50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,14,9,29,11,21,0,90,10,39,23,185,51,463,62,241,7,1087,14,35,26,109,57,163,72,103,6,579,7,9,15,65,17,84,37,35,0,275,10,17,56,29,21,17,10,11,0,172,6,14,90,15,15,10,9,3,0,162,5,3,40,8,4,5,7,3,0,70,3,8,59,10,6,0,0,5,0,87,0,0,0,3,0,19,0,3,16,55,52,123,315,438,180,797,205,426,35,2580
LGA50560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
LGA50630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,21,6,0,0,0,3,4,39
LGA50770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,9,0,7,0,25
