POW_LGA_CODE_2021,Mng_NNI_H_0,Mng_NNI_H_1_19,Mng_NNI_H_20_29,Mng_NNI_H_30_34,Mng_NNI_H_35_39,Mng_NNI_H_40_44,Mng_NNI_H_45_49,Mng_NNI_H_50ov,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_19,Mng_1_149_H_20_29,Mng_1_149_H_30_34,Mng_1_149_H_35_39,Mng_1_149_H_40_44,Mng_1_149_H_45_49,Mng_1_149_H_50ov,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_19,Mng_150_299_H_20_29,Mng_150_299_H_30_34,Mng_150_299_H_35_39,Mng_150_299_H_40_44,Mng_150_299_H_45_49,Mng_150_299_H_50ov,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_19,Mng_300_399_H_20_29,Mng_300_399_H_30_34,Mng_300_399_H_35_39,Mng_300_399_H_40_44,Mng_300_399_H_45_49,Mng_300_399_H_50ov,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_19,Mng_400_499_H_20_29,Mng_400_499_H_30_34,Mng_400_499_H_35_39,Mng_400_499_H_40_44,Mng_400_499_H_45_49,Mng_400_499_H_50ov,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_19,Mng_500_649_H_20_29,Mng_500_649_H_30_34,Mng_500_649_H_35_39,Mng_500_649_H_40_44,Mng_500_649_H_45_49,Mng_500_649_H_50ov,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_19,Mng_650_799_H_20_29,Mng_650_799_H_30_34,Mng_650_799_H_35_39,Mng_650_799_H_40_44,Mng_650_799_H_45_49,Mng_650_799_H_50ov,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_19,Mng_800_999_H_20_29,Mng_800_999_H_30_34,Mng_800_999_H_35_39,Mng_800_999_H_40_44,Mng_800_999_H_45_49,Mng_800_999_H_50ov,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_19,Mng_1000_1249_H_20_29,Mng_1000_1249_H_30_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40_44,Mng_1000_1249_H_45_49,Mng_1000_1249_H_50ov,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_19,Mng_1250_1499_H_20_29,Mng_1250_1499_H_30_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40_44,Mng_1250_1499_H_45_49,Mng_1250_1499_H_50ov,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_19,Mng_1500_1749_H_20_29,Mng_1500_1749_H_30_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40_44,Mng_1500_1749_H_45_49,Mng_1500_1749_H_50ov,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_19,Mng_1750_1999_H_20_29,Mng_1750_1999_H_30_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40_44,Mng_1750_1999_H_45_49,Mng_1750_1999_H_50ov,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_19,Mng_2000_2999_H_20_29,Mng_2000_2999_H_30_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40_44,Mng_2000_2999_H_45_49,Mng_2000_2999_H_50ov,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000_3499_H_0,Mng_3000_3499_H_1_19,Mng_3000_3499_H_20_29,Mng_3000_3499_H_30_34,Mng_3000_3499_H_35_39,Mng_3000_3499_H_40_44,Mng_3000_3499_H_45_49,Mng_3000_3499_H_50ov,Mng_3000_3499_H_NS,Mng_3000_3499_H_Tot,Mng_3500mo_H_0,Mng_3500mo_H_1_19,Mng_3500mo_H_20_29,Mng_3500mo_H_30_34,Mng_3500mo_H_35_39,Mng_3500mo_H_40_44,Mng_3500mo_H_45_49,Mng_3500mo_H_50ov,Mng_3500mo_H_NS,Mng_3500mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_19,Mng_PINS_H_20_29,Mng_PINS_H_30_34,Mng_PINS_H_35_39,Mng_PINS_H_40_44,Mng_PINS_H_45_49,Mng_PINS_H_50ov,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_19,Mng_Tot_H_20_29,Mng_Tot_H_30_34,Mng_Tot_H_35_39,Mng_Tot_H_40_44,Mng_Tot_H_45_49,Mng_Tot_H_50ov,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_19,Pro_NNI_H_20_29,Pro_NNI_H_30_34,Pro_NNI_H_35_39,Pro_NNI_H_40_44,Pro_NNI_H_45_49,Pro_NNI_H_50ov,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_19,Pro_1_149_H_20_29,Pro_1_149_H_30_34,Pro_1_149_H_35_39,Pro_1_149_H_40_44,Pro_1_149_H_45_49,Pro_1_149_H_50ov,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_19,Pro_150_299_H_20_29,Pro_150_299_H_30_34,Pro_150_299_H_35_39,Pro_150_299_H_40_44,Pro_150_299_H_45_49,Pro_150_299_H_50ov,Pro_150_299_H_NS,Pro_150_299_H_Tot
LGA53360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,5,0,9,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,13,0,6,0,21,0,0,0,4,6,3,3,14,0,40,0,0,3,3,0,4,8,8,0,26,5,0,0,4,3,6,3,10,0,29,0,0,0,0,6,6,0,6,0,18,0,7,4,0,6,10,8,13,0,45,0,0,0,0,0,7,0,5,0,11,0,0,0,0,0,4,0,9,0,21,0,3,0,0,0,0,0,0,0,5,11,9,18,15,23,57,23,83,3,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA53430,4,0,3,0,0,9,0,6,5,28,0,6,0,0,0,0,0,0,0,10,3,12,3,0,0,0,0,8,0,28,3,10,6,7,0,5,0,5,0,43,0,16,8,4,5,10,3,4,0,61,5,28,39,6,17,10,3,13,0,122,9,15,35,19,32,16,3,16,0,149,4,24,35,43,50,52,6,36,4,250,11,19,32,37,114,105,32,47,0,389,4,6,27,24,99,90,30,66,0,346,6,14,27,27,77,114,47,59,3,371,7,12,14,17,67,103,33,88,0,333,25,20,22,34,186,238,108,234,4,865,5,8,13,9,43,84,42,98,0,304,8,19,13,17,37,103,56,187,4,449,0,0,0,0,0,4,0,5,0,14,95,200,290,246,718,938,366,866,18,3743,7,9,3,0,0,0,0,0,0,22,0,31,0,5,0,0,0,0,0,38,3,55,7,5,0,8,0,0,0,72
LGA53570,0,0,4,0,0,0,0,8,0,20,0,6,0,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,7,0,12,3,10,0,5,0,6,0,31,0,7,12,3,0,0,0,9,0,26,5,3,3,3,3,4,0,11,0,32,0,3,7,7,10,5,0,9,0,42,3,4,3,4,6,17,0,17,0,48,5,8,3,3,14,15,7,16,0,72,3,0,0,0,0,11,3,18,0,38,0,0,0,0,5,14,9,21,0,60,0,0,0,0,0,13,5,11,0,37,0,0,0,0,4,7,4,32,4,55,0,0,0,0,3,4,5,10,0,21,0,0,0,0,0,0,3,14,0,24,0,4,0,0,0,3,0,0,0,11,16,51,42,35,53,96,49,175,15,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA53640,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,3,0,0,3,0,5,0,19,0,0,0,0,0,5,0,8,0,8,0,0,0,0,0,0,0,3,0,4,0,0,0,3,3,9,0,15,0,29,0,0,0,0,3,0,6,12,0,26,0,0,0,0,0,5,4,12,0,25,0,0,0,0,0,0,0,15,0,18,0,0,3,0,0,8,0,19,0,30,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,7,17,15,7,12,28,17,110,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
LGA53710,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,3,0,6,0,0,3,0,0,3,0,0,0,10,0,0,0,0,0,0,0,10,0,14,0,0,3,3,0,0,0,8,0,13,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,5,0,7,0,12,0,0,4,0,0,4,0,3,0,11,0,0,0,0,0,0,0,8,0,10,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,8,17,10,4,18,7,54,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,0,12,0,0,0,5,0,11,0,28,0,9,0,0,0,4,0,0,0,24,0,12,9,0,0,8,0,0,0,20,0,19,11,4,8,6,0,5,0,54,0,11,20,3,3,8,0,9,0,62,0,15,31,12,12,18,3,13,0,105,0,17,22,27,22,23,0,24,0,138,0,12,18,33,63,41,14,37,3,229,5,17,17,25,83,102,22,56,0,325,6,6,15,11,59,90,37,66,0,289,12,6,11,7,69,116,30,74,0,337,0,5,4,12,37,70,25,75,0,229,15,7,8,16,68,149,97,220,3,578,6,0,5,0,14,37,24,72,0,159,9,7,4,7,3,48,25,105,0,221,0,0,0,0,0,5,0,4,0,13,64,151,178,162,448,720,286,780,18,2799,0,6,0,0,0,3,4,3,0,16,6,63,9,0,0,0,0,0,0,77,0,54,11,0,0,0,0,0,0,70
LGA53800,0,5,0,0,0,0,0,10,0,19,0,12,0,0,0,0,0,6,0,16,0,5,0,0,0,0,0,0,0,14,0,0,7,0,0,3,0,3,0,21,0,4,11,4,0,0,0,14,0,34,5,5,12,5,7,7,0,14,0,52,6,15,10,18,15,13,3,24,0,91,7,8,11,19,38,33,9,25,0,139,7,5,6,20,45,63,24,52,0,224,6,6,5,5,37,44,12,51,0,171,7,9,14,17,32,54,15,53,0,194,7,8,4,3,24,52,22,55,0,170,6,8,8,7,57,106,45,163,0,403,4,4,8,3,4,22,17,52,0,117,3,6,4,4,3,19,14,70,0,125,0,0,7,0,0,0,0,0,0,15,50,86,109,105,271,420,168,590,5,1814,7,0,0,0,0,0,0,0,0,12,3,14,0,0,0,0,0,0,0,21,3,14,0,0,0,0,0,0,0,23
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,7,0,4,0,15,3,0,0,0,4,4,0,5,0,12,0,0,0,0,5,0,0,9,0,10,0,0,0,0,6,6,0,12,0,26,0,0,0,0,4,0,0,6,0,18,0,0,0,0,0,6,9,11,0,30,0,0,0,0,0,3,0,12,0,14,0,0,0,0,0,0,0,16,0,12,0,0,0,0,0,0,0,4,0,3,5,3,5,0,19,25,10,82,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5
LGA53990,0,4,0,0,0,0,0,7,0,12,6,5,0,0,0,0,0,8,0,19,0,4,0,0,0,0,0,3,0,17,0,8,4,0,3,0,0,3,0,32,0,4,4,4,0,7,0,0,0,23,3,9,12,0,3,10,6,16,0,49,5,3,3,11,10,12,0,13,0,46,6,6,6,9,16,13,0,13,0,60,4,3,8,5,23,26,10,33,0,103,0,4,5,3,7,19,7,20,0,69,6,3,0,3,9,17,9,29,0,81,6,5,4,4,14,21,5,20,0,79,4,3,8,0,10,37,20,49,0,134,4,0,0,0,0,17,8,23,0,48,5,6,0,0,0,19,9,44,0,92,0,0,0,0,0,0,0,5,0,13,39,72,61,47,103,194,76,288,4,889,0,0,0,0,0,0,0,0,4,13,0,15,0,3,0,0,0,0,0,15,0,10,3,5,0,0,0,0,0,22
LGA54060,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,12,0,0,5,0,0,3,0,0,0,9,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,5,0,4,0,13,0,0,6,0,3,0,0,8,0,16,0,0,0,0,9,0,0,8,0,14,0,0,0,0,0,7,0,8,0,18,0,0,6,0,0,6,6,13,0,29,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,5,4,3,0,16,0,0,0,0,0,4,0,0,0,0,8,8,18,13,16,40,10,58,6,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3
LGA54130,0,0,0,0,0,5,0,13,0,21,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,9,0,18,0,0,0,3,3,4,0,11,0,24,0,0,0,0,0,9,3,12,0,33,0,0,0,0,0,4,0,8,0,23,0,0,0,0,0,0,0,12,4,26,0,0,0,0,0,3,0,9,0,10,0,0,5,0,3,9,0,15,0,36,0,0,0,5,0,4,0,10,0,17,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,3,0,3,0,11,11,6,16,22,14,52,11,107,4,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54170,0,0,9,5,0,14,3,11,0,46,5,24,8,0,0,0,0,5,0,41,0,24,7,6,3,0,0,10,0,55,0,31,26,6,3,3,3,16,0,84,0,26,30,7,11,7,0,9,0,95,9,48,74,18,19,17,4,19,0,208,6,30,71,53,43,32,4,28,0,266,12,19,49,47,139,92,19,27,0,406,14,24,48,52,201,173,51,65,3,638,14,11,27,23,125,158,50,95,6,508,10,13,23,25,137,130,55,84,0,479,11,11,21,18,87,96,39,66,6,358,31,16,21,34,196,268,93,214,0,877,7,18,16,11,23,60,26,117,0,270,6,9,3,7,30,75,21,152,0,311,0,0,0,0,5,12,0,6,10,33,132,306,434,317,1030,1143,371,924,25,4680,8,15,7,0,4,5,0,4,0,42,10,86,10,4,3,7,0,6,0,116,7,116,22,3,9,7,0,0,4,170
LGA54200,0,0,4,0,0,4,0,4,0,16,0,12,4,0,0,0,0,0,0,19,0,13,0,0,6,0,0,3,0,24,0,14,4,0,3,3,0,9,0,42,0,11,18,8,0,5,0,8,0,51,0,3,12,9,7,5,0,15,0,60,0,7,24,9,14,16,4,11,0,100,0,8,10,13,24,33,3,19,0,115,8,8,13,15,45,46,16,41,3,193,6,7,13,4,44,50,16,25,0,166,5,3,10,8,26,58,26,38,0,170,0,4,7,4,23,35,20,58,0,147,11,10,15,14,53,118,62,140,0,427,3,3,4,0,13,27,20,64,0,134,9,9,4,5,9,38,30,100,0,210,0,0,0,0,4,3,4,5,3,17,44,113,146,96,275,446,197,545,23,1890,0,0,3,0,0,0,0,0,0,9,3,37,3,5,0,0,0,3,0,52,3,39,8,0,0,0,0,0,0,53
LGA54280,6,0,0,0,0,0,0,3,0,8,0,4,0,0,0,0,0,0,0,5,0,5,0,0,3,0,0,0,0,15,0,3,0,0,0,0,0,0,0,9,0,3,9,0,0,3,0,0,0,12,0,5,4,3,5,0,0,5,0,22,0,3,13,8,8,6,0,13,0,48,0,0,12,5,23,20,3,6,0,69,0,5,7,4,31,26,14,27,3,127,3,0,7,4,27,30,9,39,0,123,13,4,3,5,20,39,8,43,0,139,5,0,0,3,15,38,7,45,0,123,12,13,4,7,38,93,45,153,0,366,5,0,6,7,7,22,30,99,4,166,11,4,3,0,5,19,22,186,0,255,0,0,0,0,0,0,0,0,0,7,49,43,64,53,191,303,146,626,20,1477,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,10,0,9,4,0,0,0,0,0,0,26
LGA54310,0,4,4,3,0,0,0,0,0,9,0,3,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,5,0,7,0,4,4,0,0,0,0,0,0,15,0,0,5,7,0,6,0,3,0,21,0,4,0,9,13,9,0,10,0,45,0,6,6,8,20,22,3,13,0,85,3,0,0,0,13,19,5,30,0,72,7,4,0,0,13,23,15,43,0,103,0,0,0,5,20,26,13,39,0,112,17,4,6,7,47,73,47,165,0,372,3,0,3,3,9,21,17,76,0,131,28,3,10,0,29,59,41,191,4,360,0,0,0,0,0,0,0,4,3,6,65,46,48,37,165,256,145,581,12,1348,3,0,0,0,0,0,0,0,0,9,3,4,0,0,0,0,0,4,0,6,0,7,0,0,0,0,0,0,0,9
LGA54340,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,3,0,9,0,0,3,4,0,0,0,3,0,12,0,0,0,0,3,8,0,7,3,25,4,0,0,0,3,8,4,14,0,36,0,0,0,3,6,8,0,7,0,22,0,0,0,4,0,12,0,8,0,29,4,0,0,0,7,14,0,8,0,24,0,0,0,0,3,6,7,21,0,37,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,0,0,0,14,6,11,9,25,56,19,90,7,241,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
LGA54410,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,0,0,0,5,6,0,4,0,13,0,3,0,0,0,0,3,0,0,14,0,0,0,0,0,5,3,4,0,12,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,3,0,7,5,6,4,20,11,46,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,13,6,0,0,0,0,0,0,7,0,9,0,3,0,0,0,3,0,17,0,18,0,0,0,0,0,6,0,3,0,10,0,0,0,0,0,5,3,10,0,24,0,0,0,0,4,0,0,3,0,11,3,0,0,0,0,3,3,9,0,20,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,9,4,10,7,6,24,5,74,5,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,0,4,0,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,5,0,13,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,8,0,8,3,3,0,0,0,0,0,7,0,15,0,4,0,0,0,0,0,7,0,26,0,0,3,0,0,4,4,17,0,32,0,0,6,0,0,0,3,24,3,36,0,0,0,0,0,9,0,7,0,24,0,5,5,5,0,10,6,14,0,32,0,4,0,3,6,4,3,17,0,28,8,0,0,0,0,0,6,27,0,48,0,0,5,0,0,0,0,6,0,10,0,0,4,3,0,8,0,15,0,31,0,0,0,0,0,0,0,8,0,10,11,33,32,22,14,51,25,164,7,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54620,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,5,0,9,0,16,0,5,0,0,4,0,0,10,0,20,0,0,0,0,0,0,0,10,0,12,0,0,3,0,0,4,0,16,0,22,0,0,3,0,3,4,0,14,3,22,0,0,3,0,0,0,3,9,0,20,0,0,0,0,0,3,0,10,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,13,0,4,0,0,0,0,0,0,0,7,10,9,13,9,7,29,17,95,3,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,0,0,0,0,0,3,5,4,0,14,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,9,5,0,20,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,17,33,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,4,0,13,0,0,0,0,0,0,0,4,0,9,5,0,3,0,0,3,4,0,0,19,0,0,0,0,0,0,5,18,0,27,0,0,0,0,0,5,0,9,0,16,0,0,0,0,0,0,3,10,0,18,0,0,0,0,0,4,0,11,0,19,0,4,0,0,0,5,8,8,0,28,0,0,0,0,0,5,0,10,0,11,0,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,3,0,6,3,15,11,6,5,30,23,99,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54830,0,0,0,0,0,3,0,6,0,5,0,0,0,0,0,0,0,6,0,3,0,6,0,0,0,0,0,0,0,13,0,9,4,0,0,0,3,3,0,13,0,3,3,3,3,7,0,8,0,27,0,9,14,0,4,5,6,3,0,29,0,4,8,7,3,14,0,4,0,51,0,3,13,11,26,17,8,11,4,91,0,4,11,13,39,24,4,23,0,127,3,4,5,7,25,37,10,29,0,126,3,0,8,6,23,49,21,28,3,134,7,0,4,0,15,42,13,42,3,126,14,7,8,11,51,129,72,138,6,435,4,0,6,5,23,57,21,72,0,185,4,3,0,0,38,81,68,194,0,394,0,0,0,0,0,0,0,0,0,8,41,54,82,55,263,468,230,559,16,1786,0,4,0,0,0,0,0,4,0,5,0,12,0,0,3,0,0,0,0,25,0,15,0,4,0,0,0,0,0,26
LGA54900,0,4,0,0,0,0,0,7,0,10,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,3,0,0,3,0,0,9,0,14,0,0,0,0,0,0,0,3,0,8,0,0,4,3,0,8,0,3,0,19,0,0,5,0,0,5,0,13,0,12,0,0,3,0,0,5,0,12,0,32,0,0,0,0,3,5,0,16,0,26,0,0,0,0,3,8,0,20,0,35,3,0,0,0,5,5,0,16,0,34,0,0,0,0,0,8,0,12,0,21,4,0,0,0,3,4,7,29,0,47,0,0,0,0,0,0,0,4,0,16,0,0,0,0,0,4,0,13,0,18,0,0,0,0,0,0,0,8,0,7,12,10,17,15,21,46,17,169,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,7,0,4,0,0,0,0,3,0,0,3,0,6,5,0,0,0,0,0,0,9,0,15,3,0,0,0,0,0,0,8,0,11,0,0,0,0,0,3,0,24,0,27,0,0,0,0,0,0,10,14,0,23,9,3,0,0,6,5,16,55,0,91,0,0,0,0,0,0,0,0,0,0,18,8,4,5,11,9,24,106,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,4,13,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,8,0,10,0,3,0,0,0,5,10,28,0,43,0,0,0,0,0,0,4,16,0,27,7,6,5,0,5,0,31,53,0,101,0,0,0,0,0,0,0,0,3,3,9,8,8,0,11,17,42,120,8,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3
LGA55110,6,4,3,0,5,3,0,5,0,25,0,9,4,0,0,0,0,0,0,12,0,18,7,0,0,4,0,6,0,32,0,31,10,0,7,5,0,7,0,61,0,21,17,3,5,5,0,3,0,48,3,13,36,9,8,9,5,10,0,100,4,14,25,30,38,25,4,7,0,153,8,16,28,34,91,50,6,23,0,257,6,16,27,20,99,95,25,54,5,350,4,9,18,14,82,75,27,46,0,270,8,5,8,16,54,67,22,51,0,226,9,8,0,7,40,44,21,60,0,186,12,5,7,11,49,103,50,96,0,330,0,0,6,3,8,13,21,37,0,82,5,7,4,10,12,21,9,60,0,132,0,0,0,0,0,0,0,0,4,19,66,167,191,166,496,523,195,468,16,2294,0,4,0,0,0,0,0,0,0,13,7,18,5,5,0,0,0,0,0,39,4,44,10,0,0,0,0,0,0,64
