POW_LGA_CODE_2021,M_M2_BusTot_15_24,M_M2_BusTot_25_34,M_M2_BusTot_35_44,M_M2_BusTot_45_54,M_M2_BusTot_55_64,M_M2_BusTot_65_74,M_M2_BusTot_75ov,M_M2_BusTot_Tot,M_M2_Other_M2_15_24,M_M2_Other_M2_25_34,M_M2_Other_M2_35_44,M_M2_Other_M2_45_54,M_M2_Other_M2_55_64,M_M2_Other_M2_65_74,M_M2_Other_M2_75ov,M_M2_Other_M2_Tot,M_M2_Tot_M2_15_24,M_M2_Tot_M2_25_34,M_M2_Tot_M2_35_44,M_M2_Tot_M2_45_54,M_M2_Tot_M2_55_64,M_M2_Tot_M2_65_74,M_M2_Tot_M2_75ov,M_M2_Tot_M2_Tot,M_M3_Trn_and_2_oth_Ms_15_24,M_M3_Trn_and_2_oth_Ms_25_34,M_M3_Trn_and_2_oth_Ms_35_44,M_M3_Trn_and_2_oth_Ms_45_54,M_M3_Trn_and_2_oth_Ms_55_64,M_M3_Trn_and_2_oth_Ms_65_74,M_M3_Trn_and_2_oth_Ms_75ov,M_M3_Trn_and_2_oth_Ms_Tot,M_M3_Bus2othMs_ex_tn_15_24,M_M3_Bus2othMs_ex_tn_25_34,M_M3_Bus2othMs_ex_tn_35_44,M_M3_Bus2othMs_ex_tn_45_54,M_M3_Bus2othMs_ex_tn_55_64,M_M3_Bus2othMs_ex_tn_65_74,M_M3_Bus2othMs_ex_tn_75ov,M_M3_Bus2othMs_ex_tn_Tot,M_M3_Other_M3_15_24,M_M3_Other_M3_25_34,M_M3_Other_M3_35_44,M_M3_Other_M3_45_54,M_M3_Other_M3_55_64,M_M3_Other_M3_65_74,M_M3_Other_M3_75ov,M_M3_Other_M3_Tot,M_M3_Tot_M3_15_24,M_M3_Tot_M3_25_34,M_M3_Tot_M3_35_44,M_M3_Tot_M3_45_54,M_M3_Tot_M3_55_64,M_M3_Tot_M3_65_74,M_M3_Tot_M3_75ov,M_M3_Tot_M3_Tot,M_Wkd_at_home_15_24,M_Wkd_at_home_25_34,M_Wkd_at_home_35_44,M_Wkd_at_home_45_54,M_Wkd_at_home_55_64,M_Wkd_at_home_65_74,M_Wkd_at_home_75ov,M_Wkd_at_home_Tot,M_Did_not_go_to_work_15_24,M_Did_not_go_to_work_25_34,M_Did_not_go_to_work_35_44,M_Did_not_go_to_work_45_54,M_Did_not_go_to_work_55_64,M_Did_not_go_to_work_65_74,M_Did_not_go_to_work_75ov,M_Did_not_go_to_work_Tot,M_MT_NS_15_24,M_MT_NS_25_34,M_MT_NS_35_44,M_MT_NS_45_54,M_MT_NS_55_64,M_MT_NS_65_74,M_MT_NS_75ov,M_MT_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75ov,M_Tot_Tot,F_M1_Train_15_24,F_M1_Train_25_34,F_M1_Train_35_44,F_M1_Train_45_54,F_M1_Train_55_64,F_M1_Train_65_74,F_M1_Train_75ov,F_M1_Train_Tot,F_M1_Bus_15_24,F_M1_Bus_25_34,F_M1_Bus_35_44,F_M1_Bus_45_54,F_M1_Bus_55_64,F_M1_Bus_65_74,F_M1_Bus_75ov,F_M1_Bus_Tot,F_M1_Ferry_15_24,F_M1_Ferry_25_34,F_M1_Ferry_35_44,F_M1_Ferry_45_54,F_M1_Ferry_55_64,F_M1_Ferry_65_74,F_M1_Ferry_75ov,F_M1_Ferry_Tot,F_M1_Tram_or_LR_15_24,F_M1_Tram_or_LR_25_34,F_M1_Tram_or_LR_35_44,F_M1_Tram_or_LR_45_54,F_M1_Tram_or_LR_55_64,F_M1_Tram_or_LR_65_74,F_M1_Tram_or_LR_75ov,F_M1_Tram_or_LR_Tot,F_M1_Taxi_or_RSS_15_24,F_M1_Taxi_or_RSS_25_34,F_M1_Taxi_or_RSS_35_44,F_M1_Taxi_or_RSS_45_54,F_M1_Taxi_or_RSS_55_64,F_M1_Taxi_or_RSS_65_74,F_M1_Taxi_or_RSS_75ov,F_M1_Taxi_or_RSS_Tot,F_M1_CarAsDriv_15_24,F_M1_CarAsDriv_25_34,F_M1_CarAsDriv_35_44,F_M1_CarAsDriv_45_54,F_M1_CarAsDriv_55_64,F_M1_CarAsDriv_65_74,F_M1_CarAsDriv_75ov,F_M1_CarAsDriv_Tot,F_M1_CarAsPas_15_24,F_M1_CarAsPas_25_34,F_M1_CarAsPas_35_44,F_M1_CarAsPas_45_54,F_M1_CarAsPas_55_64,F_M1_CarAsPas_65_74,F_M1_CarAsPas_75ov,F_M1_CarAsPas_Tot,F_M1_Truck_15_24,F_M1_Truck_25_34,F_M1_Truck_35_44,F_M1_Truck_45_54,F_M1_Truck_55_64,F_M1_Truck_65_74,F_M1_Truck_75ov,F_M1_Truck_Tot,F_M1_MBikeScoot_15_24,F_M1_MBikeScoot_25_34,F_M1_MBikeScoot_35_44,F_M1_MBikeScoot_45_54,F_M1_MBikeScoot_55_64,F_M1_MBikeScoot_65_74,F_M1_MBikeScoot_75ov,F_M1_MBikeScoot_Tot,F_M1_Bicycle_15_24,F_M1_Bicycle_25_34,F_M1_Bicycle_35_44,F_M1_Bicycle_45_54,F_M1_Bicycle_55_64,F_M1_Bicycle_65_74,F_M1_Bicycle_75ov,F_M1_Bicycle_Tot,F_M1_Other_15_24,F_M1_Other_25_34,F_M1_Other_35_44,F_M1_Other_45_54,F_M1_Other_55_64,F_M1_Other_65_74,F_M1_Other_75ov,F_M1_Other_Tot,F_M1_WlkOnly_15_24,F_M1_WlkOnly_25_34,F_M1_WlkOnly_35_44,F_M1_WlkOnly_45_54,F_M1_WlkOnly_55_64,F_M1_WlkOnly_65_74,F_M1_WlkOnly_75ov,F_M1_WlkOnly_Tot,F_M1_Tot_M1_15_24,F_M1_Tot_M1_25_34,F_M1_Tot_M1_35_44,F_M1_Tot_M1_45_54,F_M1_Tot_M1_55_64,F_M1_Tot_M1_65_74,F_M1_Tot_M1_75ov,F_M1_Tot_M1_Tot,F_M2_TrnBus_15_24,F_M2_TrnBus_25_34,F_M2_TrnBus_35_44,F_M2_TrnBus_45_54,F_M2_TrnBus_55_64,F_M2_TrnBus_65_74,F_M2_TrnBus_75ov,F_M2_TrnBus_Tot
LGA50840,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,6,0,6,3,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,22,30,32,9,106,20,14,28,20,36,17,5,141,3,0,0,0,3,0,0,10,121,204,220,275,270,123,23,1233,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,71,125,164,149,40,0,598,29,9,5,7,5,5,0,56,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,5,5,5,17,8,0,38,84,85,132,179,174,43,3,698,0,0,0,0,0,0,0,0
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,13,4,43,0,3,0,4,4,0,0,12,0,0,5,0,0,0,0,5,21,28,31,51,49,29,10,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,22,17,29,25,12,0,113,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,4,5,0,0,23,17,28,29,27,31,16,0,148,0,0,0,0,0,0,0,0
LGA50980,0,3,0,0,0,0,0,3,9,8,7,5,3,0,0,32,9,13,7,5,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,3,0,0,8,7,19,23,54,32,25,8,170,39,73,68,81,62,15,0,344,5,20,10,7,0,0,0,55,418,825,868,827,564,207,18,3726,0,6,0,0,0,0,0,0,10,8,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,233,630,682,534,362,86,11,2532,98,65,42,42,35,7,0,298,0,0,0,0,0,0,0,5,6,13,12,6,8,0,0,37,12,31,31,16,5,3,0,97,12,9,8,12,5,4,0,39,62,147,62,60,60,13,0,404,423,910,838,672,475,115,10,3441,0,0,0,0,0,0,0,0
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,10,21,10,0,69,0,0,0,0,10,5,0,18,0,0,0,0,0,0,0,3,17,33,41,48,56,26,9,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,10,11,9,0,0,51,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,15,17,9,14,17,16,11,0,73,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,10,6,4,0,30,5,10,5,0,3,3,0,20,0,0,0,0,3,0,0,4,28,53,55,56,43,24,6,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,21,9,7,0,87,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,5,5,0,0,22,7,25,26,30,19,7,0,111,0,0,0,0,0,0,0,0
LGA51190,7,9,4,5,5,0,0,24,18,16,10,13,12,4,0,73,28,27,14,18,15,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,7,0,0,0,37,11,9,7,7,0,0,0,42,17,29,59,49,63,31,8,247,228,174,132,170,225,66,7,995,15,12,20,16,15,0,4,82,1841,2188,2270,2416,2105,618,76,11523,0,0,0,0,0,0,0,3,20,13,3,7,3,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,3,0,0,0,31,1120,1797,2268,2508,1733,352,14,9798,346,125,89,116,78,16,0,761,0,0,0,0,6,0,0,7,0,0,0,0,3,0,0,7,8,7,7,7,7,0,0,35,6,4,4,7,6,0,0,28,30,33,29,44,30,10,0,181,1533,1989,2413,2700,1865,387,17,10910,0,0,0,0,0,0,0,0
LGA51260,0,0,0,0,0,0,0,4,17,13,9,16,8,0,0,60,19,14,9,15,4,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,25,11,3,3,0,0,0,0,23,20,29,83,138,147,106,29,550,214,87,123,101,118,68,13,718,7,10,7,10,3,0,3,44,1147,1117,1377,1485,1286,520,82,7017,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,10,627,951,1400,1594,1077,191,17,5852,245,55,53,61,40,10,4,460,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,7,8,14,16,4,0,59,0,0,4,5,5,0,0,15,23,36,48,27,32,20,6,191,919,1056,1516,1706,1165,217,21,6609,0,0,0,0,0,0,0,0
LGA51310,0,0,0,0,3,0,0,7,5,12,4,3,12,0,0,32,32,56,35,32,33,9,0,193,3,10,10,0,0,0,0,23,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,21,4,15,13,0,4,0,0,37,24,64,112,177,173,74,27,648,161,102,66,35,38,29,4,433,0,3,10,3,3,3,0,26,824,1145,1045,962,793,317,73,5155,29,46,50,40,29,0,0,196,33,42,17,9,6,5,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,5,0,0,0,0,28,721,1182,1134,1213,907,225,25,5406,108,83,51,60,62,20,0,381,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,8,5,10,7,6,0,0,38,0,3,0,0,5,0,0,11,31,39,34,24,21,10,0,159,929,1414,1306,1362,1031,267,27,6340,26,34,24,19,5,4,0,111
LGA51330,22,9,13,12,3,0,0,56,57,68,36,36,21,7,0,229,152,138,97,92,61,10,5,558,36,30,10,9,10,4,0,89,6,0,4,0,0,0,0,11,41,61,44,25,13,8,0,187,84,92,54,30,26,6,0,290,36,111,271,309,243,140,32,1143,659,534,413,320,331,130,24,2410,25,41,29,16,19,4,5,149,5632,8366,8343,7372,5791,1590,188,37291,20,30,14,18,13,9,0,102,184,112,53,32,17,12,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,36,14,14,10,0,0,104,2323,3587,3745,3632,2619,557,40,16505,539,312,173,224,143,43,0,1437,0,3,0,4,4,0,0,11,3,7,4,0,0,0,0,18,7,3,3,12,8,0,0,36,16,27,17,10,17,0,0,87,65,38,28,28,24,8,0,188,3188,4139,4055,3971,2862,635,46,18895,71,66,34,28,22,4,0,222
LGA51400,0,0,0,0,0,0,0,0,5,16,0,3,6,0,0,25,5,14,0,3,6,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,4,0,0,0,0,0,3,4,13,20,34,31,31,7,147,54,16,18,22,19,8,0,136,0,3,0,0,0,0,0,5,278,252,299,305,275,116,19,1543,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,141,150,246,319,186,35,7,1081,38,11,3,16,10,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,7,8,0,4,10,6,0,3,42,190,163,258,351,211,41,8,1214,0,0,0,0,0,0,0,0
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,15,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,6,24,24,30,32,38,22,5,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,16,10,13,15,0,0,61,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,9,11,22,18,17,22,3,0,90,0,0,0,0,0,0,0,0
LGA51540,0,0,0,0,0,0,0,4,0,0,7,0,5,0,0,10,0,3,5,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,6,17,44,21,24,0,119,12,23,26,25,20,9,0,115,4,0,4,0,4,0,0,16,128,245,232,285,235,93,10,1231,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,134,124,136,125,29,5,611,22,19,11,18,11,3,0,88,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,3,7,4,0,0,19,0,3,3,0,0,0,0,7,37,40,22,28,38,13,0,175,131,199,178,188,191,52,7,932,0,0,0,0,0,0,0,0
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11,4,0,31,6,3,5,0,4,0,0,20,0,0,0,0,0,0,0,0,19,27,33,54,44,25,10,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,9,6,0,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,7,0,0,13,9,13,7,0,50,0,0,0,0,0,0,0,0
LGA51680,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,3,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,23,31,20,8,116,11,6,18,17,18,9,6,84,0,0,0,0,0,0,0,5,101,128,144,176,185,73,28,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,74,83,103,72,16,0,404,13,3,3,10,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,4,4,0,27,76,81,92,115,77,21,0,462,0,0,0,0,0,0,0,0
LGA51710,0,0,0,0,3,0,0,5,0,0,3,0,0,0,0,3,0,5,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,9,0,0,0,13,0,5,4,4,8,5,0,27,0,4,0,0,3,3,0,7,35,98,85,103,92,67,0,479,0,0,0,0,0,0,0,0,4,14,11,9,5,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,39,51,61,34,20,0,215,8,7,11,12,0,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,6,3,3,0,0,0,14,26,59,79,89,47,22,0,321,0,0,0,0,0,0,0,0
LGA51750,4,0,0,0,0,0,0,4,10,8,0,0,0,0,0,16,27,23,8,3,4,0,0,70,5,6,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,7,10,0,0,0,0,0,23,5,11,31,47,55,50,27,226,127,35,24,20,18,20,3,249,0,0,0,0,0,0,6,9,652,554,451,387,332,187,71,2639,42,33,14,9,15,3,0,122,29,18,8,9,3,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,9,495,575,494,526,471,113,6,2687,75,33,19,19,22,8,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,24,5,15,8,14,4,0,70,669,678,545,581,533,136,6,3150,20,24,16,11,7,3,0,78
LGA51820,27,4,5,9,4,4,0,49,56,62,56,58,33,3,0,263,147,113,83,86,52,8,0,499,19,18,10,3,0,0,0,52,0,0,0,0,0,0,0,3,37,26,20,3,6,0,0,96,56,43,35,11,9,0,0,152,20,163,304,281,250,132,25,1182,561,363,342,282,292,111,16,1970,15,35,11,18,8,3,0,92,4664,6413,6862,5986,4549,1190,140,29804,34,17,12,13,6,3,0,88,63,41,28,23,12,0,0,173,7,6,8,0,0,4,0,31,0,0,0,0,0,0,0,0,15,16,9,5,5,0,0,47,2068,2996,3223,3051,1880,358,24,13602,486,184,156,164,107,28,4,1130,0,3,0,4,4,0,0,11,5,0,0,0,3,0,0,4,10,13,7,3,3,0,0,41,3,13,10,7,3,4,0,41,67,45,43,49,34,9,0,250,2758,3337,3500,3321,2057,405,25,15408,48,36,15,19,5,0,0,121
LGA51860,0,5,5,0,0,0,0,12,0,0,3,0,0,0,0,9,0,8,9,0,8,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,14,15,35,19,39,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,0,0,17,3,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,5,3,7,0,6,0,0,0,19,11,14,19,16,14,0,0,73,0,0,0,0,0,0,0,0
LGA51890,5,4,8,7,3,0,0,26,3,8,19,7,3,0,0,39,8,9,26,15,4,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16,3,9,46,48,83,114,139,106,15,0,503,4,0,0,3,0,4,0,16,303,505,727,791,582,114,17,3043,0,0,0,0,0,0,0,0,0,4,3,3,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,131,216,294,301,198,41,6,1181,41,23,3,20,15,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,10,7,0,8,4,0,0,37,184,253,306,331,227,42,3,1354,0,0,0,0,0,0,0,0
LGA51960,0,12,12,10,10,0,0,54,5,14,15,8,5,0,0,48,10,27,30,19,16,0,0,104,0,0,0,0,0,0,0,0,7,7,0,5,0,0,0,19,4,0,12,3,0,0,0,23,5,10,11,7,5,0,0,35,0,0,0,10,3,0,0,19,17,102,81,75,63,10,0,349,3,0,0,0,0,0,0,9,142,453,389,382,302,47,3,1727,0,0,0,0,0,0,0,0,7,18,15,13,0,4,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,81,76,56,7,0,320,26,16,12,10,7,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,6,3,0,0,13,7,7,9,10,5,4,0,48,76,113,124,115,78,18,0,520,0,0,0,0,0,0,0,0
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,5,8,10,5,31,4,5,3,0,4,0,0,14,0,0,0,0,0,0,0,4,19,32,30,31,64,19,11,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,11,16,9,7,0,60,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,19,3,18,16,26,14,15,5,89,0,0,0,0,0,0,0,0
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,13,9,10,0,48,8,6,0,4,5,0,0,26,0,0,0,0,0,0,0,3,42,49,60,47,54,34,5,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,33,27,31,6,0,140,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,4,7,4,3,24,15,32,39,37,35,20,3,180,0,0,0,0,0,0,0,0
LGA52170,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,11,10,0,0,0,0,0,26,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,6,6,15,31,40,52,36,14,190,41,16,16,8,18,12,0,112,0,4,5,0,0,3,0,11,230,245,222,208,217,103,32,1254,7,8,10,3,3,0,0,36,10,4,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,233,195,218,145,48,10,1071,29,17,8,12,0,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,17,0,3,7,7,9,0,42,292,267,228,237,154,57,11,1243,8,4,0,0,0,0,0,20
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,13,14,9,4,58,4,5,5,5,6,0,0,28,0,0,0,0,3,0,0,7,33,44,53,78,85,32,8,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,24,22,15,0,0,101,0,0,6,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,5,0,23,14,26,37,31,19,3,0,137,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,5,4,34,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,13,30,26,47,32,23,3,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,6,5,0,0,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,7,9,5,8,4,9,3,0,30,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,3,0,5,0,4,0,0,0,8,0,0,0,0,0,0,0,0,12,30,16,14,14,0,0,85,0,0,0,0,0,0,0,0,32,96,63,82,66,16,0,361,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,22,0,4,0,3,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,6,3,0,3,3,7,0,0,16,6,15,11,16,6,6,0,66,0,0,0,0,0,0,0,0
