POW_LGA_CODE_2021,NFANS_75ov_EWFT,NFANS_75ov_EWPT,NFANS_75ov_EAFW,NFANS_75ov_EHW_NS,NFANS_75ov_Tot,NFANS_Tot_EWFT,NFANS_Tot_EWPT,NFANS_Tot_EAFW,NFANS_Tot_EHW_NS,NFANS_Tot_Tot,Tot_15_19_EWFT,Tot_15_19_EWPT,Tot_15_19_EAFW,Tot_15_19_EHW_NS,Tot_15_19_Tot,Tot_20_24_EWFT,Tot_20_24_EWPT,Tot_20_24_EAFW,Tot_20_24_EHW_NS,Tot_20_24_Tot,Tot_25_29_EWFT,Tot_25_29_EWPT,Tot_25_29_EAFW,Tot_25_29_EHW_NS,Tot_25_29_Tot,Tot_30_34_EWFT,Tot_30_34_EWPT,Tot_30_34_EAFW,Tot_30_34_EHW_NS,Tot_30_34_Tot,Tot_35_39_EWFT,Tot_35_39_EWPT,Tot_35_39_EAFW,Tot_35_39_EHW_NS,Tot_35_39_Tot,Tot_40_44_EWFT,Tot_40_44_EWPT,Tot_40_44_EAFW,Tot_40_44_EHW_NS,Tot_40_44_Tot,Tot_45_49_EWFT,Tot_45_49_EWPT,Tot_45_49_EAFW,Tot_45_49_EHW_NS,Tot_45_49_Tot,Tot_50_54_EWFT,Tot_50_54_EWPT,Tot_50_54_EAFW,Tot_50_54_EHW_NS,Tot_50_54_Tot,Tot_55_59_EWFT,Tot_55_59_EWPT,Tot_55_59_EAFW,Tot_55_59_EHW_NS,Tot_55_59_Tot,Tot_60_64_EWFT,Tot_60_64_EWPT,Tot_60_64_EAFW,Tot_60_64_EHW_NS,Tot_60_64_Tot,Tot_65_69_EWFT,Tot_65_69_EWPT,Tot_65_69_EAFW,Tot_65_69_EHW_NS,Tot_65_69_Tot,Tot_70_74_EWFT,Tot_70_74_EWPT,Tot_70_74_EAFW,Tot_70_74_EHW_NS,Tot_70_74_Tot,Tot_75ov_EWFT,Tot_75ov_EWPT,Tot_75ov_EAFW,Tot_75ov_EHW_NS,Tot_75ov_Tot,Tot_Tot_EWFT,Tot_Tot_EWPT,Tot_Tot_EAFW,Tot_Tot_EHW_NS,Tot_Tot_Tot
LGA54620,0,0,0,0,0,0,0,0,0,0,15,3,0,5,16,44,9,3,0,47,51,8,4,0,61,47,17,7,0,71,48,22,3,4,73,53,10,7,0,70,65,17,0,0,80,62,10,4,4,81,56,13,4,0,71,49,8,9,4,66,21,11,0,4,31,13,10,0,0,22,13,10,0,4,21,525,143,45,22,727
LGA54690,0,0,0,0,0,3,0,0,0,3,3,5,0,0,12,9,3,0,0,12,7,0,0,0,4,11,4,0,0,20,3,5,0,0,15,8,5,0,0,12,24,0,0,0,23,13,7,0,0,23,11,4,0,0,18,19,5,0,0,26,12,0,0,0,18,0,4,0,0,8,0,0,0,4,4,132,52,4,4,190
LGA54760,0,0,0,0,0,0,0,0,0,4,7,4,0,0,12,11,0,0,0,14,18,3,4,0,25,20,9,6,0,33,26,10,3,0,43,37,7,0,0,47,25,11,0,0,41,31,6,3,0,42,33,17,0,0,54,28,6,5,0,41,17,7,3,0,23,10,3,0,0,13,6,8,0,0,15,262,99,24,9,394
LGA54830,0,0,0,0,0,81,24,4,3,120,246,572,18,13,852,737,394,53,27,1215,1169,360,76,48,1658,1399,425,111,41,1975,1524,464,76,28,2091,1531,438,57,34,2067,1583,400,69,26,2078,1518,354,84,30,1983,1324,293,84,15,1714,900,229,81,14,1220,315,142,32,9,495,58,62,9,4,133,12,26,3,6,43,12314,4172,757,293,17533
LGA54900,0,0,0,0,0,4,0,0,0,5,13,13,0,0,29,34,15,4,0,49,38,13,0,0,52,47,21,9,3,76,46,31,0,0,81,57,14,3,0,76,64,13,0,0,85,51,18,4,0,83,59,16,5,0,77,61,14,9,0,84,28,14,4,0,49,20,10,0,0,31,13,5,0,3,27,541,205,42,14,796
LGA54970,0,0,0,0,0,20,4,0,0,27,20,8,5,5,34,190,10,32,12,248,274,28,35,12,352,357,31,41,8,440,324,30,45,12,416,271,29,38,10,352,292,21,61,3,383,304,20,45,9,372,257,21,32,4,311,168,16,26,6,222,59,9,9,0,75,6,0,0,0,10,0,0,0,0,4,2519,231,378,77,3209
LGA55040,0,0,0,0,0,19,3,3,0,29,22,9,3,0,36,180,17,18,9,218,314,34,44,16,413,366,39,48,5,465,346,40,35,13,434,293,29,26,5,353,268,41,44,8,362,246,23,29,9,306,225,17,26,8,277,145,14,22,9,186,37,8,11,3,58,10,0,3,0,13,5,0,0,0,6,2452,278,314,78,3130
LGA55110,0,3,0,0,0,73,84,6,15,175,347,1940,73,44,2401,904,1371,75,55,2406,1120,851,98,60,2127,1042,995,132,51,2221,1190,1096,110,41,2434,1212,1010,72,31,2326,1413,1031,88,43,2571,1423,1075,85,26,2606,1220,1017,113,34,2388,800,936,113,18,1863,265,485,48,11,808,81,215,11,10,313,19,98,7,10,136,11019,12129,1033,432,24614
LGA55180,0,0,0,0,0,24,18,4,0,42,109,173,9,8,298,178,72,17,6,271,186,98,16,9,314,182,118,13,8,316,199,122,13,3,333,227,123,15,5,366,268,143,14,3,428,296,163,22,7,488,320,170,34,6,529,233,179,41,7,450,111,121,23,6,259,52,61,7,6,129,25,43,0,6,71,2375,1581,219,87,4260
LGA55250,0,0,0,0,0,4,0,0,0,10,13,8,3,0,20,81,7,7,4,101,161,17,21,7,211,163,18,20,8,203,131,21,16,5,172,149,15,15,3,179,133,15,14,0,166,141,10,9,6,164,119,14,21,0,153,70,11,11,0,102,42,4,0,0,46,14,3,0,0,20,3,5,0,0,7,1215,145,147,39,1547
LGA55320,0,3,0,0,3,135,119,12,19,284,274,2521,106,32,2925,1624,2520,153,86,4386,2808,1453,212,85,4555,2934,1634,327,81,4980,2792,1832,272,80,4970,2763,1754,129,50,4693,2783,1608,118,41,4553,2793,1477,141,56,4470,2169,1545,206,39,3962,1516,1374,150,27,3072,586,853,84,14,1543,151,442,23,11,627,41,204,13,10,274,23234,19229,1935,608,44999
LGA55390,0,0,0,0,0,11,0,0,0,12,8,3,0,0,16,65,3,15,5,81,102,20,19,3,137,116,10,18,11,154,112,13,10,3,137,96,16,18,0,130,101,0,11,0,112,103,9,12,0,126,92,10,8,3,110,43,5,3,0,55,20,5,0,0,23,3,0,0,0,4,3,0,0,0,3,847,93,105,25,1075
LGA55460,0,0,0,0,0,8,0,0,6,12,28,63,7,3,97,82,33,3,0,121,95,40,14,0,150,80,35,11,4,134,82,44,4,3,135,86,26,0,3,117,95,38,5,0,137,108,39,3,0,155,92,43,12,3,151,85,44,8,0,137,39,23,3,0,64,16,12,0,0,28,5,7,0,6,17,887,449,74,30,1439
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,0,0,19,5,0,0,0,14,18,3,0,0,17,15,5,0,0,31,9,7,0,0,23,23,4,0,0,27,17,8,0,4,26,23,4,0,0,27,24,4,0,0,27,6,0,0,0,16,5,0,0,0,4,0,0,0,0,0,168,47,7,3,227
LGA55600,0,0,0,0,0,6,3,0,3,12,21,23,0,0,49,50,12,4,0,69,59,12,0,0,78,45,19,6,0,69,53,22,5,0,84,64,38,0,6,108,87,32,0,5,119,79,34,7,0,125,90,32,8,4,128,86,33,3,0,125,33,30,3,3,75,18,13,3,7,37,7,18,5,3,31,688,336,38,19,1083
LGA55670,0,0,0,0,0,0,0,0,0,4,5,3,0,0,12,12,5,0,0,21,16,10,0,0,27,19,7,3,0,30,23,8,0,0,27,19,3,0,0,24,23,7,0,0,37,34,11,3,0,45,26,11,0,3,43,25,7,3,0,37,10,5,0,3,22,4,0,0,0,11,9,0,0,0,9,225,80,15,15,333
LGA55740,0,0,0,0,0,5,3,0,0,7,10,156,3,0,173,85,186,9,3,287,156,92,3,3,259,147,114,12,4,276,138,119,11,7,282,143,91,7,0,243,156,108,9,4,268,181,125,11,0,318,135,106,9,0,247,85,97,8,4,194,31,79,3,0,116,9,43,3,3,62,8,26,0,0,31,1277,1348,94,38,2755
LGA55810,0,0,0,0,0,5,0,0,0,5,0,0,3,0,7,37,0,7,5,48,64,7,7,3,72,77,7,3,0,84,65,5,6,6,80,54,6,4,7,65,50,9,6,0,66,53,3,6,6,66,58,3,11,0,71,38,4,8,0,58,13,0,0,0,22,8,3,0,0,12,0,0,0,0,0,517,47,69,28,661
LGA55880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,12,8,0,0,0,10,15,9,0,0,26,14,9,0,0,20,15,3,0,0,18,27,5,4,0,34,15,4,5,0,25,22,7,0,0,36,17,7,3,0,24,12,7,0,0,15,5,6,0,0,9,5,0,0,0,8,175,50,9,6,237
LGA55950,0,0,0,0,0,0,0,0,0,0,3,3,0,0,13,12,0,0,0,11,14,5,0,0,14,17,8,3,0,20,17,9,0,0,24,15,3,0,0,21,24,0,0,0,24,10,3,0,0,16,14,4,0,0,19,17,9,3,0,30,12,4,0,4,20,5,3,0,0,12,4,7,0,0,13,163,58,10,10,242
LGA56090,0,5,0,0,5,32,25,3,6,70,128,598,13,9,748,318,358,23,20,713,462,233,23,14,732,488,221,52,10,766,538,298,27,9,876,540,300,27,15,885,614,318,25,14,971,668,365,26,13,1070,631,373,40,15,1065,412,319,52,14,791,180,237,27,0,444,51,107,3,3,165,23,71,8,0,96,5043,3788,347,137,9324
LGA56160,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,3,0,4,3,0,0,0,3,4,0,0,0,4,6,0,0,0,6,6,3,0,0,5,11,0,0,0,13,5,3,0,0,9,3,0,0,0,3,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,53,9,6,0,65
LGA56230,0,0,0,0,0,30,14,0,5,42,99,329,16,13,454,263,181,12,11,467,347,128,22,8,508,359,150,23,13,550,448,180,25,5,655,433,154,24,7,624,519,154,15,9,702,539,143,34,8,720,487,179,52,10,729,277,152,44,10,489,100,101,19,4,230,32,57,0,0,89,12,34,0,5,54,3923,1946,287,106,6257
LGA56300,0,0,0,0,0,4,0,0,0,8,11,10,0,0,20,4,3,0,0,6,12,5,5,4,22,11,16,0,0,25,28,12,0,0,44,28,19,0,0,44,36,15,0,0,54,27,28,0,0,59,35,29,0,0,65,34,33,4,0,67,16,29,3,0,54,9,16,5,0,26,9,10,0,6,15,256,212,27,10,500
LGA56370,0,0,0,0,0,0,6,0,0,3,7,0,0,0,15,14,0,0,0,18,25,9,0,0,34,42,17,3,0,55,27,12,0,0,45,16,4,0,4,25,22,3,0,0,32,37,8,0,0,53,19,15,0,0,26,45,17,0,0,57,11,9,0,0,23,10,4,0,0,8,4,0,0,3,14,286,89,12,10,399
LGA56460,0,0,0,0,0,8,8,0,3,20,44,58,11,8,121,119,59,3,4,185,135,57,11,9,211,105,65,11,4,184,123,78,8,6,224,122,59,3,3,194,146,69,3,3,227,171,90,6,4,267,156,91,17,0,267,146,90,18,0,248,72,63,11,0,145,14,27,8,0,46,7,16,0,0,27,1354,822,104,43,2322
LGA56580,0,0,0,0,0,46,26,5,6,75,56,425,23,3,504,422,696,24,26,1166,951,445,70,38,1500,914,439,95,22,1472,859,514,86,23,1483,798,469,37,14,1319,873,437,40,9,1356,922,475,33,15,1444,787,449,41,6,1291,534,406,45,7,1000,230,317,21,10,574,82,148,12,0,245,28,95,6,0,134,7459,5312,532,180,13482
LGA56620,0,0,0,0,0,5,4,0,0,7,0,0,0,0,0,9,0,3,0,12,19,6,0,0,24,12,0,0,0,13,16,3,0,0,22,15,0,0,0,16,12,0,0,0,16,24,4,0,0,31,32,4,10,0,40,19,4,0,0,24,12,0,0,0,8,0,3,0,0,6,0,0,0,0,0,169,37,19,8,233
LGA56730,0,0,0,0,0,21,11,0,6,38,98,174,12,11,299,253,106,15,11,381,250,92,23,9,374,271,107,20,13,405,292,137,25,8,465,287,115,14,6,420,325,146,17,9,494,378,170,20,15,577,334,156,17,6,512,309,175,29,3,518,127,99,19,0,250,41,44,6,8,97,12,17,0,0,36,2974,1549,215,94,4828
LGA56790,0,0,0,0,0,0,0,0,0,7,16,25,10,4,46,32,16,3,0,56,34,13,0,0,55,42,26,7,3,78,58,29,6,0,91,57,31,5,0,94,67,35,4,0,106,78,42,10,8,133,74,59,12,6,145,87,67,8,0,159,41,43,0,0,82,19,21,0,0,39,15,17,0,0,32,613,424,69,23,1126
LGA56860,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,0,0,0,6,0,0,0,0,0,3,5,0,0,3,8,0,0,0,6,5,0,0,0,4,5,5,0,0,5,11,0,0,0,11,8,0,0,0,7,6,5,0,0,13,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,45,22,6,0,65
LGA56930,0,0,0,0,0,3,5,0,0,11,5,70,4,0,82,21,90,4,0,119,72,27,5,0,111,60,28,4,3,100,59,33,0,0,94,43,32,0,0,74,67,35,0,0,97,71,37,3,0,117,59,37,0,3,98,36,45,3,0,79,10,29,0,0,42,6,15,0,0,27,0,11,0,0,10,513,486,31,14,1045
LGA57000,0,0,0,0,0,0,0,0,0,0,10,0,0,0,15,40,4,0,0,45,59,8,13,0,83,88,9,8,3,104,61,15,9,0,84,73,14,13,0,100,67,8,13,0,88,77,6,9,0,89,64,22,13,0,101,55,4,6,0,69,23,4,5,0,32,3,3,0,0,6,9,0,0,0,12,634,85,94,11,826
LGA57080,0,5,5,6,16,626,208,31,85,952,466,1797,94,101,2458,6666,5195,404,247,12518,14596,3850,832,321,19595,16635,4505,1744,352,23239,18443,5521,1578,247,25787,16530,4401,743,190,21868,15186,3453,567,199,19410,13354,2883,682,150,17072,10072,2546,702,94,13419,6105,2329,559,88,9084,2255,1468,241,42,4008,534,690,86,22,1335,131,276,26,46,477,120976,38926,8258,2110,170275
LGA57140,0,0,0,0,0,0,3,0,0,0,3,11,0,0,16,10,3,0,0,15,13,4,0,0,18,8,4,3,0,23,20,12,0,0,34,13,0,0,0,18,12,13,0,0,33,26,14,0,0,41,27,17,7,0,52,26,22,3,0,51,13,9,0,0,23,5,5,0,0,14,4,13,0,0,15,191,132,17,3,347
LGA57210,0,0,0,0,0,8,3,0,0,9,57,64,3,4,129,93,40,4,9,143,115,24,3,9,157,96,46,8,3,149,106,47,3,5,158,140,58,5,6,210,168,62,14,4,243,158,71,8,4,246,145,74,11,11,243,117,70,16,6,210,57,60,13,0,133,34,42,3,5,78,13,31,4,7,53,1300,685,103,52,2143
LGA57280,0,0,0,0,0,63,9,5,15,93,147,229,14,13,407,441,104,37,27,613,920,162,88,38,1212,1106,244,141,39,1528,1142,249,147,33,1575,890,155,97,40,1192,833,121,104,15,1079,773,97,107,18,998,684,84,100,16,888,439,81,81,11,617,154,38,37,0,230,35,14,4,3,59,3,0,0,0,11,7581,1596,958,267,10399
LGA57350,0,0,0,0,0,0,0,5,0,5,6,5,0,0,14,7,0,0,0,10,12,6,3,0,18,21,10,4,0,33,21,8,0,0,29,13,7,0,0,21,15,7,0,0,23,21,10,0,0,36,18,15,0,0,38,18,15,3,0,39,11,9,0,0,15,5,8,0,0,17,5,4,0,0,13,175,102,13,3,302
LGA57420,0,0,0,0,0,5,8,0,0,15,26,12,0,0,40,82,11,11,11,111,145,30,9,0,189,149,41,15,5,207,116,31,12,8,167,110,27,19,3,153,124,24,8,3,168,156,25,10,5,195,116,31,17,7,170,113,26,13,3,160,39,14,5,0,54,6,11,0,0,17,11,9,0,0,18,1191,293,115,47,1650
LGA57490,0,0,0,0,0,105,78,9,17,201,473,2620,80,47,3221,1798,1654,117,82,3650,2308,1168,246,80,3805,2157,1216,229,74,3681,2204,1423,143,58,3828,2007,1311,103,48,3463,2065,1263,95,49,3477,2030,1132,134,47,3339,1771,1104,162,44,3075,991,888,133,19,2034,330,453,54,12,858,66,191,14,0,268,19,84,5,8,118,18233,14505,1514,576,34820
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,5,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,4,0,0,0,4,0,0,0,0,8,4,5,0,0,11,10,5,0,0,13,3,0,0,0,4,0,0,0,0,0,0,3,0,0,3,39,14,3,0,63
LGA57700,0,0,0,0,0,18,19,0,3,44,128,460,24,7,616,307,281,13,16,613,374,218,29,23,638,427,256,39,13,733,375,266,28,20,688,350,217,20,13,599,354,180,19,10,559,364,209,15,10,597,316,201,28,7,554,227,173,29,9,438,88,96,20,6,201,28,54,6,0,91,13,38,0,0,55,3349,2639,264,140,6392
LGA57770,0,0,0,0,0,0,5,0,3,10,4,8,0,4,18,21,10,0,0,36,56,8,0,0,66,42,11,3,4,59,29,19,0,5,48,27,9,0,0,35,35,8,0,0,49,38,12,0,3,56,43,14,3,0,56,34,14,0,0,48,11,11,0,0,17,3,0,0,0,7,5,0,0,0,9,341,124,11,17,495
LGA57840,0,5,0,0,5,45,49,0,5,97,58,676,23,10,771,451,845,42,38,1381,808,490,51,22,1374,917,521,80,28,1549,909,567,91,19,1588,808,546,37,12,1402,863,488,37,13,1406,866,497,27,15,1401,735,433,51,8,1223,542,437,40,5,1022,219,336,21,4,578,76,191,16,7,291,23,86,4,7,122,7276,6121,522,188,14107
LGA57910,0,0,0,0,3,283,194,15,35,521,674,3866,180,55,4777,3486,4206,261,139,8089,5474,2627,302,204,8612,5920,2828,480,206,9440,6093,3034,313,150,9595,5515,2807,195,108,8620,5717,2580,178,101,8570,5322,2517,193,102,8134,4448,2299,258,83,7090,2970,2278,250,36,5532,1154,1500,153,29,2831,330,816,51,16,1211,102,384,25,23,535,47196,31742,2834,1264,83038
LGA57980,0,4,0,0,3,62,39,3,4,107,77,640,16,14,750,838,893,36,25,1793,1596,568,87,36,2281,1707,682,135,40,2560,1474,781,120,28,2402,1343,699,54,28,2124,1354,626,44,20,2039,1254,583,49,23,1906,1016,508,64,12,1604,639,458,64,11,1170,269,301,28,4,603,74,167,12,0,256,40,93,6,4,142,11675,6994,706,250,19630
LGA58050,0,0,0,0,0,234,135,13,28,411,885,3438,137,66,4521,2972,2734,177,166,6048,4391,1785,276,146,6598,4708,2032,354,147,7238,4643,2077,243,127,7090,4488,1811,155,100,6562,4499,1721,174,84,6482,4591,1641,198,81,6508,3821,1570,220,68,5676,2510,1423,178,40,4165,932,880,94,20,1926,235,410,27,8,678,108,223,14,8,353,38791,21752,2248,1059,63848
LGA58190,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,3,4,0,0,6,14,4,0,0,15,7,6,0,0,13,4,9,0,0,13,9,8,0,0,12,8,0,0,0,13,12,4,0,0,19,11,0,4,0,19,8,3,0,0,12,0,4,0,0,9,0,3,0,0,3,0,4,0,0,4,91,43,10,3,146
LGA58260,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,8,3,0,0,14,13,0,0,0,16,11,6,0,0,16,28,10,3,0,44,15,0,0,0,23,14,7,0,0,31,21,7,3,0,33,25,9,0,3,35,17,7,0,0,25,10,0,0,0,14,8,0,0,0,8,5,6,0,0,11,189,63,14,4,271
LGA58330,0,0,0,0,0,7,0,4,0,11,12,32,0,0,49,40,9,0,4,50,43,18,0,0,63,44,16,5,4,63,31,27,0,0,57,28,28,4,0,62,49,23,5,0,75,42,42,5,6,97,58,47,4,0,112,53,53,5,0,105,26,37,4,6,65,17,28,0,3,51,12,6,0,0,26,453,358,29,20,871
LGA58400,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,0,0,0,8,8,0,4,0,10,0,3,0,0,9,0,0,0,0,3,3,3,0,0,5,7,6,0,0,15,9,5,0,0,16,9,9,0,0,17,12,3,0,0,12,5,3,5,0,13,3,0,0,0,8,0,3,0,0,3,71,33,10,3,128
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,0,0,10,8,0,0,0,4,5,0,0,0,5,9,0,0,0,12,5,0,0,0,5,7,3,0,0,9,4,0,0,0,4,4,0,0,0,4,0,0,0,0,0,52,13,0,0,67
LGA58510,0,3,0,3,4,124,77,7,24,237,203,1172,56,24,1453,1150,2019,104,73,3350,1957,1313,104,69,3447,2422,1113,220,55,3816,2530,1255,180,55,4018,2147,1022,86,41,3296,1992,824,76,37,2925,1898,754,87,30,2774,1552,690,77,22,2331,1109,656,68,25,1863,397,410,37,8,852,90,194,19,6,308,31,83,5,11,131,17487,11503,1113,454,30553
LGA58540,0,0,0,0,0,0,3,0,0,3,4,9,0,0,20,14,6,0,0,19,16,4,0,0,24,29,3,5,0,34,20,9,0,0,29,23,3,0,0,30,28,12,3,0,39,32,9,6,0,41,49,23,7,3,70,34,13,0,0,51,18,6,6,0,27,6,10,0,0,20,8,10,0,0,20,275,126,22,8,428
LGA58570,5,0,0,0,6,85,50,7,9,157,171,854,41,17,1084,1004,1274,63,43,2386,1760,871,102,53,2788,2027,954,143,45,3165,1980,897,133,44,3047,1814,796,76,29,2719,1613,673,50,19,2354,1593,599,42,14,2250,1235,599,71,18,1925,841,541,57,8,1451,368,327,32,11,731,104,167,16,5,298,38,77,11,3,133,14547,8642,824,316,24327
LGA58610,0,0,0,0,0,5,3,0,0,6,11,17,3,3,32,17,9,4,0,25,32,17,6,0,51,31,14,0,4,48,31,20,6,0,60,42,16,0,0,62,43,20,3,3,67,42,25,7,0,73,39,25,5,0,72,30,24,9,0,63,18,24,0,0,43,7,14,3,0,24,4,6,0,0,11,343,219,50,12,626
LGA58680,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,10,5,0,0,10,5,7,0,0,13,6,0,0,0,12,11,6,0,0,14,9,5,0,0,9,10,0,0,0,15,13,3,0,0,23,12,6,0,3,25,13,6,0,0,23,6,0,0,0,13,6,0,3,0,13,8,0,0,0,9,110,49,7,3,171
LGA58760,3,0,0,0,4,196,115,13,37,363,806,3422,122,57,4403,2636,2475,159,101,5374,3312,1489,203,124,5125,3515,1743,281,114,5645,3618,2037,191,100,5945,3417,1815,103,73,5412,3473,1775,128,74,5441,3326,1650,143,55,5178,2775,1394,165,62,4402,1811,1194,124,36,3172,623,729,64,18,1433,171,300,25,8,507,45,143,5,12,211,29520,20173,1722,835,52245
LGA58820,0,0,0,3,4,16,3,3,4,27,37,45,3,0,83,126,35,3,9,177,132,41,3,8,179,122,41,11,8,180,173,50,5,10,235,178,38,17,6,229,228,62,11,3,300,238,57,18,4,317,204,59,26,0,289,120,56,25,0,203,35,31,8,3,76,8,15,0,0,28,9,12,0,6,31,1604,540,129,57,2327
LGA58890,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,19,3,0,0,27,12,0,0,0,15,13,0,0,0,15,7,11,0,0,21,16,9,0,0,24,26,9,0,0,37,36,14,0,0,52,21,19,0,0,40,23,10,3,0,36,14,10,0,0,28,13,9,0,0,24,10,11,0,0,22,220,108,16,6,345
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,4,19,0,0,0,24,17,0,0,0,16,26,5,0,0,27,28,0,3,0,31,24,5,0,0,23,29,4,0,5,31,32,8,4,0,38,28,5,0,0,32,9,4,0,0,10,5,0,0,0,3,0,0,0,0,0,199,36,13,4,255
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,13,16,0,0,0,20,15,3,0,0,17,10,10,0,0,22,12,13,0,0,23,16,0,0,0,23,18,0,0,0,21,37,12,0,0,41,20,10,3,0,31,9,7,7,0,15,3,4,0,0,12,8,0,0,0,11,181,72,19,4,269
LGA59170,0,0,0,0,0,0,0,0,0,4,8,9,0,0,17,21,6,0,0,28,30,3,0,0,33,29,5,0,5,39,45,18,0,0,64,30,17,0,0,45,26,15,3,0,42,27,9,4,0,43,28,19,5,0,50,39,18,3,0,70,14,7,6,0,31,13,5,0,0,25,8,7,4,0,23,325,142,32,10,508
LGA59250,0,0,0,0,0,8,0,0,0,4,12,4,0,3,19,85,10,7,3,105,144,11,20,0,181,174,9,18,9,210,160,17,18,8,205,134,13,19,0,169,107,6,11,4,125,118,5,22,3,150,83,3,14,5,103,67,4,14,0,90,19,3,9,3,35,9,0,0,0,9,0,3,0,0,3,1111,97,165,36,1403
LGA59310,0,0,0,0,0,3,0,3,0,9,20,7,0,0,25,39,9,6,0,51,38,20,0,0,54,28,14,0,0,38,40,21,0,0,62,38,22,0,0,59,43,19,0,0,68,41,13,4,0,60,49,15,0,0,67,36,20,12,0,65,25,16,4,0,47,8,9,0,0,21,5,7,0,4,13,411,189,31,10,638
LGA59320,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,6,9,0,0,18,18,8,0,0,25,12,5,0,0,15,8,6,0,0,14,14,10,0,0,21,19,9,0,0,18,12,10,0,0,24,19,4,4,0,29,17,9,0,0,28,8,0,0,0,6,4,4,0,0,9,3,7,0,0,9,133,77,12,5,223
LGA59330,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,0,0,0,18,9,5,0,0,15,10,3,0,0,20,7,3,0,0,15,11,7,0,0,18,14,5,3,0,22,14,7,0,0,28,18,5,0,0,22,14,12,4,0,31,9,9,0,0,14,7,4,0,0,7,5,3,0,0,7,131,69,11,0,213
LGA59340,0,0,0,0,0,30,4,3,5,35,55,65,3,5,136,186,46,7,4,250,345,77,19,10,443,318,93,38,8,464,278,82,22,7,388,256,59,20,12,343,237,62,14,16,323,282,52,17,8,358,247,56,23,3,324,219,56,16,3,297,91,32,4,6,129,23,19,0,0,48,13,8,0,0,24,2544,717,185,81,3522
LGA59350,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,37,0,3,0,45,85,0,5,0,92,73,8,4,4,90,57,3,11,0,71,46,0,4,3,63,61,7,14,0,78,71,6,8,0,81,43,5,10,0,57,32,9,6,0,37,20,0,4,0,29,3,0,0,0,3,0,0,0,0,3,522,47,72,18,654
LGA59360,0,0,0,0,0,11,0,0,0,13,12,9,4,0,21,50,7,8,3,76,88,3,10,3,111,95,16,19,5,128,102,15,10,0,132,106,16,9,3,136,115,13,11,0,139,136,28,21,6,190,133,23,8,0,164,87,19,12,0,120,25,9,4,0,42,6,5,0,0,12,4,3,0,0,7,974,172,98,28,1273
LGA59370,0,0,0,0,0,4,4,0,4,8,9,52,6,0,65,26,20,3,0,49,44,20,3,0,66,50,20,3,0,68,67,38,9,0,109,59,37,0,0,103,55,30,0,3,84,57,44,9,3,112,82,36,6,0,129,62,64,12,3,136,28,35,4,4,69,19,22,0,4,43,8,12,4,4,26,569,415,52,23,1064
LGA59499,0,0,7,6,11,201,151,36,31,423,840,1191,116,66,2207,2433,2215,287,166,5104,3520,1889,384,172,5967,4287,2077,566,212,7141,4082,2231,466,156,6932,3538,2094,372,102,6109,3453,2234,402,117,6199,3498,2336,440,124,6396,2920,2347,489,86,5847,2013,2176,444,64,4703,758,1403,247,31,2433,213,657,119,27,1015,81,326,76,36,516,31634,23168,4409,1359,60566
LGA59799,0,0,0,0,0,6,0,0,0,9,3,3,0,0,13,45,7,0,7,55,76,5,9,0,91,121,11,26,9,165,165,10,47,3,221,144,3,36,0,189,151,11,34,0,196,160,12,43,4,223,115,6,27,3,149,51,5,8,5,61,8,0,9,0,25,0,0,0,0,8,0,0,0,0,0,1046,77,235,27,1386
