POW_LGA_CODE_2021,ClAW_2000_2999_H_0,ClAW_2000_2999_H_1_19,ClAW_2000_2999_H_20_29,ClAW_2000_2999_H_30_34,ClAW_2000_2999_H_35_39,ClAW_2000_2999_H_40_44,ClAW_2000_2999_H_45_49,ClAW_2000_2999_H_50ov,ClAW_2000_2999_H_NS,ClAW_2000_2999_H_Tot,ClAW_3000_3499_H_0,ClAW_3000_3499_H_1_19,ClAW_3000_3499_H_20_29,ClAW_3000_3499_H_30_34,ClAW_3000_3499_H_35_39,ClAW_3000_3499_H_40_44,ClAW_3000_3499_H_45_49,ClAW_3000_3499_H_50ov,ClAW_3000_3499_H_NS,ClAW_3000_3499_H_Tot,ClAW_3500mo_H_0,ClAW_3500mo_H_1_19,ClAW_3500mo_H_20_29,ClAW_3500mo_H_30_34,ClAW_3500mo_H_35_39,ClAW_3500mo_H_40_44,ClAW_3500mo_H_45_49,ClAW_3500mo_H_50ov,ClAW_3500mo_H_NS,ClAW_3500mo_H_Tot,ClAW_PINS_H_0,ClAW_PINS_H_1_19,ClAW_PINS_H_20_29,ClAW_PINS_H_30_34,ClAW_PINS_H_35_39,ClAW_PINS_H_40_44,ClAW_PINS_H_45_49,ClAW_PINS_H_50ov,ClAW_PINS_H_NS,ClAW_PINS_H_Tot,ClAW_Tot_H_0,ClAW_Tot_H_1_19,ClAW_Tot_H_20_29,ClAW_Tot_H_30_34,ClAW_Tot_H_35_39,ClAW_Tot_H_40_44,ClAW_Tot_H_45_49,ClAW_Tot_H_50ov,ClAW_Tot_H_NS,ClAW_Tot_H_Tot,SWs_NNI_H_0,SWs_NNI_H_1_19,SWs_NNI_H_20_29,SWs_NNI_H_30_34,SWs_NNI_H_35_39,SWs_NNI_H_40_44,SWs_NNI_H_45_49,SWs_NNI_H_50ov,SWs_NNI_H_NS,SWs_NNI_H_Tot,SWs_1_149_H_0,SWs_1_149_H_1_19,SWs_1_149_H_20_29,SWs_1_149_H_30_34,SWs_1_149_H_35_39,SWs_1_149_H_40_44,SWs_1_149_H_45_49,SWs_1_149_H_50ov,SWs_1_149_H_NS,SWs_1_149_H_Tot,SWs_150_299_H_0,SWs_150_299_H_1_19,SWs_150_299_H_20_29,SWs_150_299_H_30_34,SWs_150_299_H_35_39,SWs_150_299_H_40_44,SWs_150_299_H_45_49,SWs_150_299_H_50ov,SWs_150_299_H_NS,SWs_150_299_H_Tot,SWs_300_399_H_0,SWs_300_399_H_1_19,SWs_300_399_H_20_29,SWs_300_399_H_30_34,SWs_300_399_H_35_39,SWs_300_399_H_40_44,SWs_300_399_H_45_49,SWs_300_399_H_50ov,SWs_300_399_H_NS,SWs_300_399_H_Tot,SWs_400_499_H_0,SWs_400_499_H_1_19,SWs_400_499_H_20_29,SWs_400_499_H_30_34,SWs_400_499_H_35_39,SWs_400_499_H_40_44,SWs_400_499_H_45_49,SWs_400_499_H_50ov,SWs_400_499_H_NS,SWs_400_499_H_Tot,SWs_500_649_H_0,SWs_500_649_H_1_19,SWs_500_649_H_20_29,SWs_500_649_H_30_34,SWs_500_649_H_35_39,SWs_500_649_H_40_44,SWs_500_649_H_45_49,SWs_500_649_H_50ov,SWs_500_649_H_NS,SWs_500_649_H_Tot,SWs_650_799_H_0,SWs_650_799_H_1_19,SWs_650_799_H_20_29,SWs_650_799_H_30_34,SWs_650_799_H_35_39,SWs_650_799_H_40_44,SWs_650_799_H_45_49,SWs_650_799_H_50ov,SWs_650_799_H_NS,SWs_650_799_H_Tot,SWs_800_999_H_0,SWs_800_999_H_1_19,SWs_800_999_H_20_29,SWs_800_999_H_30_34,SWs_800_999_H_35_39,SWs_800_999_H_40_44,SWs_800_999_H_45_49,SWs_800_999_H_50ov,SWs_800_999_H_NS,SWs_800_999_H_Tot,SWs_1000_1249_H_0,SWs_1000_1249_H_1_19,SWs_1000_1249_H_20_29,SWs_1000_1249_H_30_34,SWs_1000_1249_H_35_39,SWs_1000_1249_H_40_44,SWs_1000_1249_H_45_49,SWs_1000_1249_H_50ov,SWs_1000_1249_H_NS,SWs_1000_1249_H_Tot,SWs_1250_1499_H_0,SWs_1250_1499_H_1_19,SWs_1250_1499_H_20_29,SWs_1250_1499_H_30_34,SWs_1250_1499_H_35_39,SWs_1250_1499_H_40_44,SWs_1250_1499_H_45_49,SWs_1250_1499_H_50ov,SWs_1250_1499_H_NS,SWs_1250_1499_H_Tot,SWs_1500_1749_H_0,SWs_1500_1749_H_1_19,SWs_1500_1749_H_20_29,SWs_1500_1749_H_30_34,SWs_1500_1749_H_35_39,SWs_1500_1749_H_40_44,SWs_1500_1749_H_45_49,SWs_1500_1749_H_50ov,SWs_1500_1749_H_NS,SWs_1500_1749_H_Tot,SWs_1750_1999_H_0,SWs_1750_1999_H_1_19,SWs_1750_1999_H_20_29,SWs_1750_1999_H_30_34,SWs_1750_1999_H_35_39,SWs_1750_1999_H_40_44,SWs_1750_1999_H_45_49,SWs_1750_1999_H_50ov,SWs_1750_1999_H_NS,SWs_1750_1999_H_Tot,SWs_2000_2999_H_0,SWs_2000_2999_H_1_19,SWs_2000_2999_H_20_29,SWs_2000_2999_H_30_34,SWs_2000_2999_H_35_39,SWs_2000_2999_H_40_44,SWs_2000_2999_H_45_49,SWs_2000_2999_H_50ov,SWs_2000_2999_H_NS,SWs_2000_2999_H_Tot,SWs_3000_3499_H_0,SWs_3000_3499_H_1_19,SWs_3000_3499_H_20_29,SWs_3000_3499_H_30_34,SWs_3000_3499_H_35_39,SWs_3000_3499_H_40_44,SWs_3000_3499_H_45_49,SWs_3000_3499_H_50ov,SWs_3000_3499_H_NS,SWs_3000_3499_H_Tot,SWs_3500mo_H_0,SWs_3500mo_H_1_19,SWs_3500mo_H_20_29,SWs_3500mo_H_30_34,SWs_3500mo_H_35_39,SWs_3500mo_H_40_44,SWs_3500mo_H_45_49,SWs_3500mo_H_50ov,SWs_3500mo_H_NS,SWs_3500mo_H_Tot
LGA50840,0,0,0,0,0,4,0,4,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,32,13,44,40,9,15,0,196,0,0,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,17,0,11,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,17,0,6,12,0,3,0,0,5,0,23,0,0,5,0,5,0,0,0,0,15,0,6,7,0,5,0,0,3,0,22,0,0,0,0,0,3,5,4,3,13,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,4,4,10,3,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50980,0,0,3,6,26,17,10,15,0,79,0,0,0,0,4,4,0,4,0,19,0,4,0,0,0,8,0,4,0,19,0,0,0,0,0,6,0,0,4,13,31,95,98,111,347,186,49,94,12,1020,0,4,0,0,0,0,0,3,0,5,3,65,0,0,0,0,0,0,0,68,0,23,4,0,0,0,0,0,0,35,0,16,5,0,4,0,0,0,0,29,0,9,4,3,0,0,0,0,0,20,0,9,18,11,7,5,0,0,0,51,3,6,20,13,19,8,0,3,0,78,0,0,3,5,29,16,5,0,0,66,7,3,0,7,28,18,3,9,0,84,3,3,0,3,14,17,4,3,0,47,0,0,6,0,6,10,5,6,0,30,0,0,0,0,0,9,4,8,0,17,0,3,0,0,0,4,7,6,0,25,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,3,0,8
LGA51080,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,8,4,9,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51190,6,13,9,7,31,50,27,41,0,181,0,8,0,0,3,5,3,9,0,27,7,11,11,0,4,12,3,11,0,49,0,0,3,0,0,5,0,0,0,16,189,498,548,356,970,612,150,221,25,3575,4,10,0,0,0,0,0,0,0,20,20,269,4,0,0,0,0,0,3,303,11,146,21,0,0,0,0,0,0,181,7,85,39,5,7,4,0,0,0,154,15,62,80,13,3,3,0,5,0,179,11,67,151,29,22,10,0,0,0,291,18,34,58,81,81,28,3,8,3,314,7,24,34,33,123,47,11,12,5,307,13,15,18,21,90,65,12,19,0,247,4,3,6,3,28,31,6,26,0,105,3,0,4,4,10,19,14,21,0,77,0,0,3,0,8,15,12,17,0,55,0,0,0,0,5,11,12,31,0,63,0,0,0,0,0,4,3,4,0,16,0,4,0,0,5,5,3,10,0,30
LGA51260,0,8,8,8,4,10,4,17,0,60,0,0,3,0,0,3,0,3,0,18,0,3,0,0,0,0,0,0,0,7,0,5,0,0,3,0,0,0,0,7,82,351,348,182,355,234,64,76,12,1705,5,8,3,0,0,0,0,0,0,14,23,238,0,0,0,0,0,0,0,267,4,123,13,0,7,0,0,0,6,150,5,60,26,3,3,0,0,0,0,95,10,47,50,7,6,9,0,0,0,127,8,44,109,39,23,10,0,5,0,232,12,37,66,67,56,24,5,0,0,273,6,14,30,35,72,29,5,13,0,199,9,10,21,16,53,34,11,11,4,163,0,0,3,7,18,26,11,10,0,80,5,6,3,3,13,25,8,10,0,70,0,3,0,0,4,13,0,10,0,32,9,4,0,6,7,16,3,9,0,46,0,0,0,0,0,8,0,10,0,23,3,5,3,0,0,6,0,12,0,28
LGA51310,6,15,8,11,29,24,10,12,3,107,0,3,4,0,0,0,3,5,0,21,0,3,7,0,7,9,4,13,0,43,0,0,3,3,0,0,0,0,0,9,67,387,381,252,427,285,56,78,17,1950,0,9,0,0,0,0,0,0,0,8,6,126,0,0,0,0,0,0,0,137,4,59,10,0,0,0,0,0,0,72,3,51,18,0,0,0,0,0,3,72,0,29,21,3,0,0,0,0,0,58,0,24,37,10,6,0,0,0,0,88,0,13,27,20,15,8,0,0,0,81,0,5,20,11,22,14,4,3,0,82,0,6,7,8,17,19,4,6,0,72,0,5,8,4,13,11,0,9,0,44,0,0,0,0,9,7,0,3,0,30,0,0,0,0,0,9,0,0,0,20,0,6,0,0,6,7,4,6,0,32,0,0,0,0,0,0,0,5,0,5,0,3,0,0,3,6,0,15,0,42
LGA51330,13,15,14,22,97,146,41,121,5,469,3,10,4,6,8,20,10,16,0,76,0,8,13,5,9,21,8,34,0,93,0,3,4,9,12,12,3,3,5,47,240,936,1046,640,2187,1893,475,702,70,8188,6,24,0,0,3,0,0,3,0,48,34,508,31,0,0,0,0,3,4,579,20,498,60,3,5,3,0,0,4,588,14,295,115,19,3,10,3,0,7,468,16,235,217,33,15,13,0,8,6,538,12,166,269,95,38,16,10,6,4,620,19,66,172,108,122,34,3,13,8,567,21,34,72,75,235,123,23,28,8,624,21,33,29,44,207,189,45,38,4,601,5,11,8,14,138,174,51,40,0,454,8,8,11,8,85,120,43,56,0,346,3,6,0,0,47,66,29,66,0,211,3,4,3,8,52,80,52,105,5,317,0,0,0,4,11,11,11,25,0,67,9,0,6,3,9,14,0,44,0,82
LGA51400,0,0,0,0,3,0,0,4,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,65,39,30,58,47,7,23,0,287,0,0,0,0,0,0,0,0,0,0,3,51,0,0,0,0,0,0,3,60,0,26,4,0,0,0,0,0,0,33,0,6,3,3,0,0,0,0,0,19,0,8,4,5,0,0,0,0,0,22,0,5,14,3,5,0,0,0,0,26,0,3,6,7,11,3,0,0,0,32,0,0,9,0,10,3,0,0,0,17,0,0,0,3,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,4,0,6,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51540,0,7,0,0,3,0,3,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,18,32,32,20,89,48,9,17,3,276,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,17,0,9,0,0,0,0,0,0,0,12,0,8,4,3,0,0,0,0,0,15,0,0,7,0,0,0,0,0,0,7,0,7,13,9,0,0,0,4,0,37,4,3,0,8,7,4,0,0,0,29,4,0,0,0,13,6,0,0,0,29,0,0,0,0,6,7,6,0,0,19,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,9,0,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,4,3,7,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51680,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,0,0,0,6,14,39,23,16,32,21,9,7,0,178,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51710,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,0,33,14,3,10,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51750,0,6,0,8,9,4,10,6,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,12,0,0,0,0,0,0,0,0,0,5,20,129,132,80,140,100,26,29,3,652,3,0,0,0,0,0,0,0,0,8,5,105,0,0,0,0,0,0,0,115,4,126,12,0,0,0,0,0,0,143,0,79,38,8,0,5,0,0,0,119,3,56,39,5,0,0,0,0,0,109,5,41,70,10,9,0,4,0,3,137,8,10,37,19,16,10,0,0,0,106,9,16,22,21,53,13,4,0,0,139,0,4,17,12,25,18,9,4,0,95,0,0,3,0,13,18,4,3,0,52,0,0,0,0,6,8,0,6,0,30,0,0,0,5,4,0,0,0,0,12,0,7,6,0,5,3,0,8,0,27,0,0,0,0,0,0,0,4,0,4,0,0,3,0,4,7,0,17,0,37
LGA51820,19,13,17,13,99,177,54,100,0,494,3,9,3,0,19,22,9,31,0,103,4,9,7,8,11,31,14,34,0,113,0,7,0,0,5,9,0,3,4,35,194,822,873,473,1452,1470,355,430,42,6113,6,16,4,4,4,0,0,0,0,32,13,489,11,0,3,0,0,0,0,529,12,341,64,4,0,0,0,3,13,443,9,215,91,12,4,3,0,0,3,338,11,134,175,16,9,6,0,5,3,363,25,101,200,52,40,17,5,5,8,438,19,54,108,79,96,31,4,13,3,405,5,30,43,54,133,67,13,16,3,368,8,21,27,35,112,114,27,28,3,373,6,11,3,13,61,77,25,13,0,211,8,0,10,12,29,52,19,30,0,163,0,3,0,5,19,45,7,13,0,99,3,5,7,4,20,52,17,40,0,142,0,0,0,6,3,12,3,12,0,29,0,0,4,0,0,16,3,21,0,45
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,0,0,0,0,5,9,5,6,0,30,0,0,0,0,6,3,0,0,0,12,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,25,66,45,27,70,71,7,25,4,337,0,0,0,0,0,0,0,0,0,0,4,32,0,0,0,0,0,0,0,39,0,24,4,0,0,0,0,0,0,31,0,16,3,0,3,0,0,0,0,21,7,9,6,0,4,0,0,0,0,30,4,3,21,3,6,0,0,0,4,36,0,5,4,3,6,0,0,0,0,29,3,0,0,0,14,6,0,0,0,24,0,0,0,0,6,4,0,0,0,16,0,0,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA51960,0,0,0,0,6,5,0,11,0,19,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,14,8,21,23,4,38,0,127,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,3,3,3,0,0,0,15,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,6,4,3,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52100,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,9,11,7,12,3,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,7,0,0,0,0,4,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52170,0,4,6,0,0,3,0,0,0,16,0,3,0,0,0,0,0,0,0,4,0,7,4,0,0,3,4,0,0,22,0,0,0,0,0,0,0,0,0,0,8,88,74,27,72,43,9,13,5,339,0,0,0,0,0,0,0,0,0,0,6,22,0,0,0,0,0,0,0,28,0,28,5,0,0,0,0,0,0,35,0,23,4,0,0,0,0,0,0,28,0,14,11,0,0,0,0,0,0,24,0,17,21,3,0,0,0,0,0,50,0,7,10,3,11,0,0,0,0,32,0,0,11,8,10,8,0,0,0,34,0,4,7,0,12,3,5,0,0,27,0,3,0,0,5,4,0,0,0,15,0,0,0,0,0,6,0,0,0,11,0,0,3,0,0,5,0,0,0,12,0,0,5,0,3,5,0,4,0,16,0,0,3,0,0,5,0,0,0,9,0,3,0,0,0,7,3,10,0,18
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,3,3,9,0,7,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,4,15,0,0,3,3,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
