POW_LGA_CODE_2021,M_NegNilInc_E,M_NegNilInc_OM_IE,M_NegNilInc_OM_UIE,M_NegNilInc_CFW,M_NegNilInc_ES_NS,M_NegNilInc_Tot,M_1_149_E,M_1_149_OM_IE,M_1_149_OM_UIE,M_1_149_CFW,M_1_149_ES_NS,M_1_149_Tot,M_150_299_E,M_150_299_OM_IE,M_150_299_OM_UIE,M_150_299_CFW,M_150_299_ES_NS,M_150_299_Tot,M_300_399_E,M_300_399_OM_IE,M_300_399_OM_UIE,M_300_399_CFW,M_300_399_ES_NS,M_300_399_Tot,M_400_499_E,M_400_499_OM_IE,M_400_499_OM_UIE,M_400_499_CFW,M_400_499_ES_NS,M_400_499_Tot,M_500_649_E,M_500_649_OM_IE,M_500_649_OM_UIE,M_500_649_CFW,M_500_649_ES_NS,M_500_649_Tot,M_650_799_E,M_650_799_OM_IE,M_650_799_OM_UIE,M_650_799_CFW,M_650_799_ES_NS,M_650_799_Tot,M_800_999_E,M_800_999_OM_IE,M_800_999_OM_UIE,M_800_999_CFW,M_800_999_ES_NS,M_800_999_Tot,M_1000_1249_E,M_1000_1249_OM_IE,M_1000_1249_OM_UIE,M_1000_1249_CFW,M_1000_1249_ES_NS,M_1000_1249_Tot,M_1250_1499_E,M_1250_1499_OM_IE,M_1250_1499_OM_UIE,M_1250_1499_CFW,M_1250_1499_ES_NS,M_1250_1499_Tot,M_1500_1749_E,M_1500_1749_OM_IE,M_1500_1749_OM_UIE,M_1500_1749_CFW,M_1500_1749_ES_NS,M_1500_1749_Tot,M_1750_1999_E,M_1750_1999_OM_IE,M_1750_1999_OM_UIE,M_1750_1999_CFW,M_1750_1999_ES_NS,M_1750_1999_Tot,M_2000_2999_E,M_2000_2999_OM_IE,M_2000_2999_OM_UIE,M_2000_2999_CFW,M_2000_2999_ES_NS,M_2000_2999_Tot,M_3000_3499_E,M_3000_3499_OM_IE,M_3000_3499_OM_UIE,M_3000_3499_CFW,M_3000_3499_ES_NS,M_3000_3499_Tot,M_3500mo_E,M_3500mo_OM_IE,M_3500mo_OM_UIE,M_3500mo_CFW,M_3500mo_ES_NS,M_3500mo_Tot,M_PersInc_NS_E,M_PersInc_NS_OM_IE,M_PersInc_NS_OM_UIE,M_PersInc_NS_CFW,M_PersInc_NS_ES_NS,M_PersInc_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_NegNilInc_E,F_NegNilInc_OM_IE,F_NegNilInc_OM_UIE,F_NegNilInc_CFW,F_NegNilInc_ES_NS,F_NegNilInc_Tot,F_1_149_E,F_1_149_OM_IE,F_1_149_OM_UIE,F_1_149_CFW,F_1_149_ES_NS,F_1_149_Tot,F_150_299_E,F_150_299_OM_IE,F_150_299_OM_UIE,F_150_299_CFW,F_150_299_ES_NS,F_150_299_Tot,F_300_399_E,F_300_399_OM_IE,F_300_399_OM_UIE,F_300_399_CFW,F_300_399_ES_NS,F_300_399_Tot,F_400_499_E,F_400_499_OM_IE,F_400_499_OM_UIE,F_400_499_CFW,F_400_499_ES_NS,F_400_499_Tot,F_500_649_E,F_500_649_OM_IE,F_500_649_OM_UIE,F_500_649_CFW,F_500_649_ES_NS,F_500_649_Tot,F_650_799_E,F_650_799_OM_IE,F_650_799_OM_UIE,F_650_799_CFW,F_650_799_ES_NS,F_650_799_Tot,F_800_999_E,F_800_999_OM_IE,F_800_999_OM_UIE,F_800_999_CFW,F_800_999_ES_NS,F_800_999_Tot,F_1000_1249_E,F_1000_1249_OM_IE,F_1000_1249_OM_UIE,F_1000_1249_CFW,F_1000_1249_ES_NS,F_1000_1249_Tot,F_1250_1499_E,F_1250_1499_OM_IE,F_1250_1499_OM_UIE,F_1250_1499_CFW,F_1250_1499_ES_NS,F_1250_1499_Tot,F_1500_1749_E,F_1500_1749_OM_IE,F_1500_1749_OM_UIE,F_1500_1749_CFW,F_1500_1749_ES_NS,F_1500_1749_Tot,F_1750_1999_E,F_1750_1999_OM_IE,F_1750_1999_OM_UIE,F_1750_1999_CFW,F_1750_1999_ES_NS,F_1750_1999_Tot,F_2000_2999_E,F_2000_2999_OM_IE,F_2000_2999_OM_UIE,F_2000_2999_CFW,F_2000_2999_ES_NS,F_2000_2999_Tot,F_3000_3499_E,F_3000_3499_OM_IE,F_3000_3499_OM_UIE,F_3000_3499_CFW,F_3000_3499_ES_NS,F_3000_3499_Tot,F_3500mo_E,F_3500mo_OM_IE,F_3500mo_OM_UIE,F_3500mo_CFW,F_3500mo_ES_NS,F_3500mo_Tot,F_PersInc_NS_E,F_PersInc_NS_OM_IE,F_PersInc_NS_OM_UIE,F_PersInc_NS_CFW,F_PersInc_NS_ES_NS,F_PersInc_NS_Tot,F_Tot_E,F_Tot_OM_IE
LGA55320,38,6,10,35,4,96,648,11,24,13,5,688,497,24,33,8,3,567,426,13,45,16,8,511,417,31,61,12,0,528,646,43,99,19,4,811,711,75,112,20,8,920,1150,119,136,8,8,1417,1688,170,168,11,8,2045,1409,147,157,14,8,1733,1338,202,153,19,7,1714,1107,131,92,8,3,1348,2277,309,137,10,9,2744,606,102,49,8,5,763,1159,402,183,17,14,1773,122,17,14,0,17,170,14232,1806,1476,214,101,17822,76,8,19,50,0,159,959,12,67,26,0,1062,1092,17,113,19,0,1244,1041,27,104,10,8,1193,1234,27,111,18,12,1399,1872,58,152,32,4,2109,2287,83,123,18,9,2520,2782,87,150,15,10,3044,3334,108,165,13,10,3633,2671,80,102,10,0,2865,2350,123,92,13,3,2585,1498,64,48,6,7,1627,2260,149,87,3,0,2506,306,51,44,9,0,413,438,116,84,8,0,647,154,6,7,4,8,181,24351,1017
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,5,7,0,0,0,0,11,16,0,0,0,0,20,39,0,0,0,0,36,56,0,4,0,0,59,102,0,0,0,0,100,352,0,6,0,0,353,143,0,0,0,0,146,121,4,0,0,0,125,5,0,0,0,0,11,850,10,8,0,4,867,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,8,0,0,0,0,8,8,0,0,0,0,8,15,0,0,0,0,15,35,0,0,0,0,35,27,0,0,0,0,27,24,0,0,0,0,24,59,0,0,0,0,59,13,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,5,208,0
LGA55460,0,0,0,8,0,10,14,0,0,0,0,18,5,0,5,6,0,11,7,0,0,3,0,12,14,0,0,5,0,12,31,4,8,0,0,38,38,8,5,0,0,52,54,8,6,4,0,78,67,10,4,3,0,83,61,8,7,4,0,77,43,13,12,3,0,67,57,5,8,0,0,74,114,10,5,0,0,128,18,4,7,0,0,24,17,4,7,0,0,35,4,4,0,4,0,9,534,76,70,34,0,724,0,0,0,5,0,5,26,0,0,0,0,33,17,0,0,3,0,25,25,0,0,0,0,30,38,0,0,0,0,43,53,0,6,9,0,65,68,3,8,5,0,76,82,4,3,3,0,90,103,3,10,3,0,113,58,3,5,0,0,65,52,6,4,0,0,57,32,3,4,0,0,40,34,6,3,0,0,40,3,0,0,0,0,6,9,0,0,0,0,7,7,0,0,0,0,9,606,33
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,4,0,0,3,3,0,0,0,0,3,9,3,0,0,0,14,10,0,5,0,0,21,11,0,4,0,0,15,10,3,0,0,0,18,9,5,0,0,0,17,18,4,0,0,0,21,7,0,3,0,0,9,0,0,4,0,0,3,3,0,0,0,0,3,88,21,27,9,0,145,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,16,0,0,0,0,13,4,0,0,0,0,8,9,0,0,0,0,15,7,5,0,0,0,9,5,0,0,0,0,6,4,0,0,0,0,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,51,12
LGA55600,0,0,0,7,0,11,9,0,0,0,0,13,0,0,0,4,0,9,8,3,6,0,0,15,7,0,0,0,0,10,12,8,8,7,0,24,19,0,5,6,0,31,36,3,3,0,0,55,65,7,18,0,0,94,37,9,11,6,0,58,48,14,4,0,0,73,31,9,11,0,0,55,51,8,9,3,0,70,13,0,5,0,0,18,6,11,3,0,0,19,4,4,0,0,0,11,336,82,91,38,9,556,4,0,0,5,0,7,9,0,0,0,0,16,11,0,3,7,0,24,16,0,0,0,0,25,19,0,0,0,0,20,39,3,6,4,0,49,59,0,8,3,0,69,68,0,0,0,0,79,61,0,3,0,0,68,48,6,3,3,0,62,22,10,5,0,0,37,32,0,0,0,0,33,29,0,5,0,0,38,3,0,3,0,0,6,4,3,3,0,0,6,0,0,0,0,0,7,428,31
LGA55670,0,0,0,4,0,6,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,6,6,0,0,0,0,7,5,7,0,4,0,14,5,0,5,0,0,11,15,0,6,0,0,19,16,8,4,0,0,26,15,0,0,0,0,18,14,3,0,0,0,16,11,0,3,0,0,15,16,6,3,0,0,28,4,3,0,0,0,7,6,8,6,0,0,13,0,0,0,0,0,0,115,27,28,11,0,181,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,4,5,0,0,0,0,8,3,0,0,0,0,9,12,4,0,0,0,16,7,0,3,5,0,12,6,0,8,3,0,21,17,0,0,0,0,20,12,0,0,0,0,16,16,0,0,0,0,16,5,0,0,0,0,9,16,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,6,108,11
LGA55740,5,0,0,0,0,5,28,0,0,0,0,31,34,0,3,0,0,38,24,4,5,3,0,39,42,0,4,0,0,51,59,0,8,0,0,65,53,10,9,0,0,74,70,10,10,0,0,92,103,15,13,4,5,137,76,13,12,0,0,99,52,12,11,0,0,78,40,6,9,0,0,60,62,31,17,7,0,119,5,19,8,0,0,33,30,40,13,4,0,84,5,0,0,0,0,10,693,160,125,29,4,1013,5,0,0,0,0,8,62,0,3,0,0,74,62,0,13,0,0,75,78,0,12,5,0,101,86,3,4,0,0,91,111,0,8,0,0,120,160,3,14,0,0,182,205,10,13,0,0,228,219,6,12,3,0,237,118,10,12,0,0,135,124,12,16,3,0,154,97,7,0,0,0,107,149,9,6,0,0,163,11,5,0,0,0,18,25,14,8,0,0,49,9,0,0,0,0,8,1510,79
LGA55810,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,0,4,10,0,0,0,0,6,15,0,0,0,0,14,12,0,6,0,0,15,31,0,0,0,0,31,65,0,0,0,0,68,194,0,0,0,0,195,59,0,0,0,0,62,57,0,7,0,0,60,8,0,0,0,0,8,462,7,10,4,0,484,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,10,5,0,0,0,0,9,8,0,0,5,0,13,8,0,0,0,0,13,15,0,5,0,0,16,20,0,0,0,0,20,12,0,0,0,0,12,19,0,0,0,0,19,32,0,4,0,0,35,7,0,0,0,0,7,6,0,0,0,0,6,4,0,0,0,0,4,156,0
LGA55880,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,6,5,0,6,0,0,10,8,0,7,0,0,10,12,4,4,0,0,17,10,5,0,0,0,21,5,0,6,4,0,15,3,0,0,0,0,9,4,6,7,0,0,19,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,55,29,36,14,4,133,0,0,0,5,0,5,0,0,0,0,0,0,0,0,3,3,0,9,4,0,0,0,0,6,4,0,0,0,0,3,4,0,4,0,0,11,4,0,5,0,0,6,6,0,0,6,0,11,13,0,0,0,0,18,0,0,0,0,0,6,7,0,0,0,0,8,0,0,0,0,0,3,4,3,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,7
LGA55950,0,0,0,5,0,4,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,9,0,5,0,0,10,3,0,0,0,0,13,8,8,4,0,0,22,8,0,3,0,0,16,12,0,4,0,0,16,8,0,8,0,0,17,13,3,3,0,0,17,0,0,4,0,0,0,0,0,7,0,0,12,0,0,0,0,0,4,73,14,36,17,5,144,0,0,0,3,0,6,0,0,0,0,0,0,4,0,0,3,0,3,8,0,0,0,0,7,0,0,3,0,0,3,9,0,5,0,0,9,4,0,5,0,0,8,6,0,4,0,0,12,9,0,5,0,0,10,3,4,0,0,0,10,0,4,0,0,0,7,9,0,0,5,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,6
LGA56090,16,3,4,15,0,34,142,3,10,5,0,156,94,3,22,3,0,127,73,8,22,5,0,104,81,18,28,8,0,142,158,20,53,9,3,236,185,28,41,3,4,268,331,40,72,13,3,456,451,62,89,6,5,613,405,52,76,4,0,535,458,58,49,5,5,564,342,58,36,3,0,450,452,103,55,6,5,625,70,43,11,3,0,123,71,57,28,0,0,148,46,8,11,4,4,65,3375,545,609,78,36,4642,12,0,5,25,0,43,205,4,49,9,0,260,217,9,49,9,0,276,183,14,59,5,4,262,244,8,45,6,4,307,374,16,58,6,0,458,403,27,56,5,3,492,456,24,61,4,5,550,465,42,46,12,3,561,324,35,34,4,0,394,292,26,31,0,0,357,209,18,17,0,0,253,231,36,27,4,0,299,27,6,6,0,0,43,21,21,22,3,0,62,39,6,6,5,9,53,3700,283
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,5,0,0,0,0,3,10,0,0,0,0,9,4,0,0,0,0,3,7,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,37,0,7,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
LGA56230,3,0,0,20,0,28,79,0,0,0,0,79,42,4,4,9,0,50,42,0,10,11,0,62,47,10,15,0,4,79,111,12,13,12,5,146,117,14,26,0,0,155,173,3,29,0,7,222,224,18,30,6,0,284,214,23,22,4,0,263,303,28,14,0,6,346,323,11,20,0,0,356,1109,34,19,0,6,1166,222,14,10,0,0,245,162,27,10,0,0,200,24,0,5,4,3,37,3193,193,229,69,28,3714,21,0,0,13,0,35,120,0,15,10,0,149,136,0,19,4,0,154,125,4,10,4,6,154,130,4,24,11,0,167,237,14,27,6,8,285,233,12,23,8,3,277,236,5,16,0,0,260,230,9,21,5,0,265,150,9,9,0,0,174,126,11,8,5,0,149,112,7,7,0,0,130,206,14,12,0,0,233,37,4,3,0,0,45,27,9,4,0,0,37,23,3,0,6,3,28,2134,111
LGA56300,0,0,0,3,0,3,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,3,3,11,3,0,6,0,0,12,3,0,9,3,0,12,23,3,4,0,0,30,22,0,12,0,0,40,35,0,0,3,0,45,18,0,6,0,0,26,16,0,7,0,0,23,8,3,6,0,0,12,5,0,3,6,0,13,0,0,0,0,0,4,5,3,5,0,0,12,7,0,0,0,0,3,153,20,51,20,7,258,0,0,0,3,0,6,7,0,0,4,0,11,9,0,3,0,0,13,11,0,0,5,0,19,8,0,0,0,0,17,29,3,6,0,0,37,21,0,0,0,0,30,12,4,0,0,0,15,25,0,6,0,0,28,17,0,0,0,0,17,4,0,6,0,0,12,11,0,0,0,0,9,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,174,13
LGA56370,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,7,4,0,0,0,0,11,3,3,0,0,0,9,8,11,4,4,0,28,20,9,4,0,0,35,19,4,5,0,0,33,21,5,3,0,0,32,12,0,3,0,0,19,22,4,6,0,0,29,8,3,0,0,0,9,4,6,4,0,0,12,0,0,0,0,0,0,113,61,41,12,5,235,0,0,0,3,0,6,0,0,0,5,0,3,4,0,0,0,0,4,4,0,0,0,0,10,4,0,0,0,0,4,13,0,0,0,0,17,11,0,0,7,0,20,13,3,3,0,0,24,24,0,0,3,0,32,4,0,0,0,0,11,4,3,0,0,0,13,5,0,0,0,0,3,7,0,3,0,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,105,18
LGA56460,0,0,0,9,0,14,17,0,0,0,0,19,13,0,0,0,0,19,16,0,3,0,0,19,20,4,0,0,0,33,46,7,10,3,0,62,69,8,7,0,0,86,90,8,15,5,5,118,128,7,18,6,0,162,78,7,17,0,0,108,83,9,9,4,0,110,62,13,6,0,0,81,110,17,10,0,0,135,15,0,0,6,0,27,18,8,11,3,0,36,9,0,0,0,0,14,774,104,113,34,18,1041,3,0,0,10,0,11,22,0,0,0,0,28,24,0,5,0,0,28,29,0,0,3,0,32,75,3,5,3,0,75,106,4,13,0,0,125,147,3,4,5,3,155,167,3,5,0,0,179,172,10,9,3,0,192,101,5,3,0,0,110,84,14,8,3,0,109,64,4,3,0,0,72,94,4,7,0,0,107,13,0,0,0,0,17,5,0,3,0,0,14,10,0,0,3,0,15,1121,49
LGA56580,7,0,0,10,0,28,157,0,0,6,0,163,119,0,13,0,0,136,109,6,15,4,0,137,122,8,13,3,0,154,180,16,20,0,3,215,197,16,15,6,0,234,291,29,33,3,3,356,511,44,45,3,6,606,546,35,31,9,0,616,472,54,43,0,0,567,487,49,29,3,0,573,935,94,41,3,0,1067,188,44,13,0,0,249,307,230,103,8,0,649,31,3,3,0,9,49,4660,628,425,63,20,5797,23,0,0,12,0,39,172,4,14,6,0,188,203,3,18,4,5,233,200,7,23,4,0,236,276,8,13,9,0,308,502,8,37,3,0,549,599,17,37,6,0,655,744,16,34,7,0,799,959,27,39,9,7,1031,925,26,26,4,3,980,755,34,26,4,6,820,519,21,24,0,0,566,726,55,41,8,6,836,90,27,12,6,0,131,128,66,44,15,0,251,49,4,0,3,5,57,6861,321
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,7,8,0,0,0,0,8,17,0,0,0,0,17,22,0,0,0,0,18,11,0,0,0,0,14,27,0,0,0,0,27,3,0,0,0,0,3,4,0,0,0,0,6,3,0,0,0,0,3,111,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,8,0,0,0,0,8,6,0,0,0,0,6,16,0,0,0,0,16,14,0,0,0,0,14,7,0,0,0,0,7,33,0,0,0,0,33,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,112,0
LGA56730,3,0,3,10,0,14,37,3,0,0,0,43,40,0,13,4,0,52,40,3,9,9,0,56,49,6,11,5,7,75,93,11,16,0,0,120,113,6,6,4,0,128,178,8,17,9,6,218,317,18,19,8,5,369,231,24,19,6,0,275,205,15,12,4,0,234,170,19,18,0,0,201,321,17,15,3,3,367,49,10,0,5,0,64,42,21,11,0,3,69,18,6,0,4,9,33,1888,165,165,61,29,2313,12,0,7,11,0,26,72,0,10,5,0,81,75,4,9,10,0,95,72,0,11,9,0,84,132,6,9,3,0,144,185,3,9,5,0,209,224,5,11,0,0,252,325,11,13,5,0,352,350,11,7,8,0,374,246,8,11,0,0,264,197,4,6,0,0,210,144,3,5,0,0,151,181,11,14,0,0,201,16,4,4,0,0,20,17,7,6,0,0,24,15,0,5,4,9,29,2251,64
LGA56790,0,0,5,8,0,12,10,0,0,0,0,11,11,0,6,9,0,21,11,4,8,6,0,28,12,0,11,6,0,26,17,3,8,6,8,34,28,6,13,4,0,49,40,7,12,0,0,63,44,14,15,0,4,77,30,14,9,4,0,56,31,12,12,0,3,64,23,8,9,0,0,43,41,7,5,0,0,56,9,8,9,3,0,21,5,6,9,0,0,21,4,0,0,5,5,10,319,84,126,46,12,588,3,0,4,7,0,19,10,0,0,5,0,13,17,0,3,4,0,30,24,4,7,4,0,40,29,0,6,0,0,38,51,5,7,5,0,70,48,3,12,0,0,66,54,3,0,3,0,68,53,8,8,4,0,69,40,3,3,0,0,52,11,4,4,0,0,24,10,4,0,3,0,18,11,3,0,7,0,23,3,0,0,3,0,6,0,0,5,0,0,8,3,0,0,0,0,6,382,40
LGA56860,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,3,4,0,4,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,11,8,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
LGA56930,0,0,0,0,0,0,15,0,0,0,0,20,25,0,5,0,0,25,15,0,0,0,0,14,12,0,0,0,0,11,16,3,0,0,0,16,17,0,0,0,0,15,28,3,0,0,0,31,19,4,3,0,0,30,30,4,0,0,0,36,23,4,5,0,0,30,19,9,0,0,0,19,44,7,7,0,0,55,9,5,3,0,0,12,14,28,8,3,0,49,6,0,0,0,0,4,284,56,41,7,0,381,0,0,0,4,0,5,37,0,0,0,0,39,30,0,0,0,0,32,22,0,0,0,0,27,34,0,0,0,0,34,38,0,7,0,0,43,37,0,5,0,0,40,44,6,3,0,0,54,67,0,5,5,0,76,61,0,0,0,0,65,49,9,4,0,0,64,48,0,0,0,0,47,80,3,3,0,0,91,10,0,0,7,0,18,15,12,3,0,0,30,0,0,0,0,0,3,572,33
LGA57000,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,5,0,0,3,0,5,3,0,3,3,0,12,11,0,3,0,0,17,20,6,3,0,4,32,20,5,3,0,0,26,53,4,3,0,0,56,44,3,4,3,0,55,264,4,4,4,0,274,92,0,0,0,0,98,56,0,3,0,0,69,6,0,0,0,0,6,582,28,31,15,3,661,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,6,0,0,6,0,0,5,0,0,0,0,0,0,6,0,0,0,0,8,14,0,0,0,0,18,9,0,0,0,0,11,17,0,6,0,0,14,13,0,0,0,0,17,19,0,0,0,0,20,11,0,5,0,0,16,31,0,0,0,0,36,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,0,3,133,4
LGA57080,120,19,8,44,4,196,433,17,15,12,0,470,683,12,19,3,6,732,728,21,26,20,8,794,860,28,52,9,13,965,1379,65,64,10,7,1530,1722,82,70,13,18,1901,2890,129,112,17,14,3160,5399,167,119,16,23,5714,5931,168,125,10,24,6252,6725,252,108,11,9,7100,6812,184,90,6,12,7104,20233,528,196,7,19,20980,7423,332,83,4,9,7855,17361,1476,698,15,22,19579,539,37,22,4,42,650,79232,3506,1809,202,234,84989,181,7,9,36,0,232,688,8,34,23,8,759,1274,11,42,17,6,1352,1544,32,49,12,10,1654,1884,27,61,18,13,2009,3416,42,97,26,12,3596,4619,50,75,20,19,4785,6681,78,82,20,20,6874,10472,88,84,9,25,10682,11185,83,81,8,12,11364,10754,89,63,8,18,10934,7814,61,47,8,7,7946,14181,173,108,12,14,14483,2971,69,31,4,0,3086,4501,280,177,15,8,4986,497,14,13,7,28,560,82669,1105
LGA57140,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,4,5,0,0,4,0,10,9,0,6,0,0,13,13,0,4,5,0,19,8,4,0,0,0,18,13,0,5,0,0,15,13,0,0,7,0,23,8,4,4,0,0,13,9,4,3,0,0,23,0,7,0,0,0,5,0,4,3,0,0,6,0,0,5,0,4,5,77,32,29,21,0,167,0,0,0,4,0,4,5,0,0,5,0,7,9,0,0,3,0,8,4,0,0,0,0,4,9,0,0,0,0,12,19,0,3,5,0,26,19,0,3,0,0,24,13,0,0,0,0,18,21,0,3,3,0,24,10,0,0,0,0,14,13,0,0,0,0,13,3,0,0,0,0,4,5,5,0,0,0,11,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,128,10
LGA57210,4,0,3,14,0,21,11,0,3,0,0,23,7,0,4,8,0,21,14,0,12,17,0,46,31,0,13,4,0,44,34,4,18,4,0,73,70,3,16,6,3,97,141,13,23,12,0,187,188,15,21,3,4,234,119,6,16,9,5,157,77,9,8,3,3,107,67,0,11,5,0,91,61,15,17,0,0,91,12,5,6,0,0,22,9,22,13,0,0,41,0,0,7,0,4,11,851,85,198,86,26,1249,4,0,0,14,0,12,30,0,7,3,0,42,28,0,5,7,0,42,26,5,11,3,0,50,40,0,11,4,3,65,70,3,18,3,0,93,102,0,9,0,0,109,94,4,14,7,0,122,102,10,13,4,0,131,41,0,6,3,0,58,34,5,5,0,0,49,27,3,3,5,0,39,34,9,7,0,0,48,0,3,6,0,0,8,5,3,8,9,0,22,3,3,5,0,0,6,654,45
LGA57280,14,0,3,3,0,26,49,0,3,0,0,53,51,0,0,0,0,51,30,6,3,0,0,37,34,5,3,3,0,40,56,6,0,0,0,59,83,5,3,0,0,97,116,10,6,4,0,129,273,16,9,0,0,301,316,25,5,0,0,346,482,24,14,0,0,525,609,19,6,0,3,641,2013,37,16,0,10,2073,942,18,8,0,3,973,1092,82,47,0,8,1224,70,7,0,0,8,86,6227,245,128,18,33,6659,14,0,0,5,0,22,60,0,6,0,4,67,68,0,12,0,0,83,75,3,7,0,5,87,87,0,5,4,0,101,169,0,12,4,0,183,234,4,12,0,0,250,288,0,3,4,0,304,422,13,9,0,3,443,465,13,9,0,3,490,450,9,3,0,6,468,331,5,4,0,0,346,548,21,9,0,3,576,123,3,0,0,0,132,127,7,0,0,0,140,34,0,0,0,0,41,3513,82
LGA57350,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,5,0,0,0,0,7,0,0,0,0,0,5,3,0,0,4,0,7,7,4,4,0,0,9,9,0,0,0,0,13,19,5,8,0,0,25,12,0,0,6,0,20,6,4,6,3,0,21,10,0,0,0,0,12,9,4,0,0,0,14,4,0,3,0,0,7,0,3,8,0,0,10,0,0,0,0,0,3,78,26,39,20,0,162,4,0,0,0,0,7,5,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,7,10,0,0,0,0,10,8,0,0,0,0,10,11,0,0,0,0,15,16,0,0,0,0,17,9,0,0,0,0,6,5,0,0,3,0,10,14,0,3,0,0,16,6,0,0,0,0,9,8,0,0,6,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,105,6
