POW_LGA_CODE_2021,Lab_3500mo_A_35_44,Lab_3500mo_A_45_54,Lab_3500mo_A_55_64,Lab_3500mo_A_65_74,Lab_3500mo_A_75ov,Lab_3500mo_Tot,Lab_PINS_A_15_19,Lab_PINS_A_20_24,Lab_PINS_A_25_34,Lab_PINS_A_35_44,Lab_PINS_A_45_54,Lab_PINS_A_55_64,Lab_PINS_A_65_74,Lab_PINS_A_75ov,Lab_PINS_Tot,Lab_Tot_A_15_19,Lab_Tot_A_20_24,Lab_Tot_A_25_34,Lab_Tot_A_35_44,Lab_Tot_A_45_54,Lab_Tot_A_55_64,Lab_Tot_A_65_74,Lab_Tot_A_75ov,Lab_Tot_Tot,OIDNS_NNI_A_15_19,OIDNS_NNI_A_20_24,OIDNS_NNI_A_25_34,OIDNS_NNI_A_35_44,OIDNS_NNI_A_45_54,OIDNS_NNI_A_55_64,OIDNS_NNI_A_65_74,OIDNS_NNI_A_75ov,OIDNS_NNI_T,OIDNS_1_149_A_15_19,OIDNS_1_149_A_20_24,OIDNS_1_149_A_25_34,OIDNS_1_149_A_35_44,OIDNS_1_149_A_45_54,OIDNS_1_149_A_55_64,OIDNS_1_149_A_65_74,OIDNS_1_149_A_75ov,OIDNS_1_149_T,OIDNS_150_299_A_15_19,OIDNS_150_299_A_20_24,OIDNS_150_299_A_25_34,OIDNS_150_299_A_35_44,OIDNS_150_299_A_45_54,OIDNS_150_299_A_55_64,OIDNS_150_299_A_65_74,OIDNS_150_299_A_75ov,OIDNS_150_299_T,OIDNS_300_399_A_15_19,OIDNS_300_399_A_20_24,OIDNS_300_399_A_25_34,OIDNS_300_399_A_35_44,OIDNS_300_399_A_45_54,OIDNS_300_399_A_55_64,OIDNS_300_399_A_65_74,OIDNS_300_399_A_75ov,OIDNS_300_399_T,OIDNS_400_499_A_15_19,OIDNS_400_499_A_20_24,OIDNS_400_499_A_25_34,OIDNS_400_499_A_35_44,OIDNS_400_499_A_45_54,OIDNS_400_499_A_55_64,OIDNS_400_499_A_65_74,OIDNS_400_499_A_75ov,OIDNS_400_499_T,OIDNS_500_649_A_15_19,OIDNS_500_649_A_20_24,OIDNS_500_649_A_25_34,OIDNS_500_649_A_35_44,OIDNS_500_649_A_45_54,OIDNS_500_649_A_55_64,OIDNS_500_649_A_65_74,OIDNS_500_649_A_75ov,OIDNS_500_649_T,OIDNS_650_799_A_15_19,OIDNS_650_799_A_20_24,OIDNS_650_799_A_25_34,OIDNS_650_799_A_35_44,OIDNS_650_799_A_45_54,OIDNS_650_799_A_55_64,OIDNS_650_799_A_65_74,OIDNS_650_799_A_75ov,OIDNS_650_799_T,OIDNS_800_999_A_15_19,OIDNS_800_999_A_20_24,OIDNS_800_999_A_25_34,OIDNS_800_999_A_35_44,OIDNS_800_999_A_45_54,OIDNS_800_999_A_55_64,OIDNS_800_999_A_65_74,OIDNS_800_999_A_75ov,OIDNS_800_999_T,OIDNS_1000_1249_A_15_19,OIDNS_1000_1249_A_20_24,OIDNS_1000_1249_A_25_34,OIDNS_1000_1249_A_35_44,OIDNS_1000_1249_A_45_54,OIDNS_1000_1249_A_55_64,OIDNS_1000_1249_A_65_74,OIDNS_1000_1249_A_75ov,OIDNS_1000_1249_T,OIDNS_1250_1499_A_15_19,OIDNS_1250_1499_A_20_24,OIDNS_1250_1499_A_25_34,OIDNS_1250_1499_A_35_44,OIDNS_1250_1499_A_45_54,OIDNS_1250_1499_A_55_64,OIDNS_1250_1499_A_65_74,OIDNS_1250_1499_A_75ov,OIDNS_1250_1499_T,OIDNS_1500_1749_A_15_19,OIDNS_1500_1749_A_20_24,OIDNS_1500_1749_A_25_34,OIDNS_1500_1749_A_35_44,OIDNS_1500_1749_A_45_54,OIDNS_1500_1749_A_55_64,OIDNS_1500_1749_A_65_74,OIDNS_1500_1749_A_75ov,OIDNS_1500_1749_T,OIDNS_1750_1999_A_15_19,OIDNS_1750_1999_A_20_24,OIDNS_1750_1999_A_25_34,OIDNS_1750_1999_A_35_44,OIDNS_1750_1999_A_45_54,OIDNS_1750_1999_A_55_64,OIDNS_1750_1999_A_65_74,OIDNS_1750_1999_A_75ov,OIDNS_1750_1999_T,OIDNS_2000_2999_A_15_19,OIDNS_2000_2999_A_20_24,OIDNS_2000_2999_A_25_34,OIDNS_2000_2999_A_35_44,OIDNS_2000_2999_A_45_54,OIDNS_2000_2999_A_55_64,OIDNS_2000_2999_A_65_74,OIDNS_2000_2999_A_75ov,OIDNS_2000_2999_T,OIDNS_3000_3499_A_15_19,OIDNS_3000_3499_A_20_24,OIDNS_3000_3499_A_25_34,OIDNS_3000_3499_A_35_44,OIDNS_3000_3499_A_45_54,OIDNS_3000_3499_A_55_64,OIDNS_3000_3499_A_65_74,OIDNS_3000_3499_A_75ov,OIDNS_3000_3499_T,OIDNS_3500mo_A_15_19,OIDNS_3500mo_A_20_24,OIDNS_3500mo_A_25_34,OIDNS_3500mo_A_35_44,OIDNS_3500mo_A_45_54,OIDNS_3500mo_A_55_64,OIDNS_3500mo_A_65_74,OIDNS_3500mo_A_75ov,OIDNS_3500mo_T,OIDNS_PINS_A_15_19,OIDNS_PINS_A_20_24,OIDNS_PINS_A_25_34,OIDNS_PINS_A_35_44,OIDNS_PINS_A_45_54,OIDNS_PINS_A_55_64,OIDNS_PINS_A_65_74,OIDNS_PINS_A_75ov,OIDNS_PINS_T,OIDNS_Tot_A_15_19,OIDNS_Tot_A_20_24,OIDNS_Tot_A_25_34,OIDNS_Tot_A_35_44,OIDNS_Tot_A_45_54,OIDNS_Tot_A_55_64,OIDNS_Tot_A_65_74,OIDNS_Tot_A_75ov,OIDNS_Tot_Tot,Tot_NNI_A_15_19,Tot_NNI_A_20_24,Tot_NNI_A_25_34,Tot_NNI_A_35_44,Tot_NNI_A_45_54,Tot_NNI_A_55_64,Tot_NNI_A_65_74,Tot_NNI_A_75ov,Tot_NNI_Tot,Tot_1_149_A_15_19,Tot_1_149_A_20_24,Tot_1_149_A_25_34,Tot_1_149_A_35_44,Tot_1_149_A_45_54,Tot_1_149_A_55_64,Tot_1_149_A_65_74,Tot_1_149_A_75ov,Tot_1_149_Tot,Tot_150_299_A_15_19,Tot_150_299_A_20_24,Tot_150_299_A_25_34,Tot_150_299_A_35_44,Tot_150_299_A_45_54
LGA52450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,16,9,10,14,3,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,9,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,9,3,0,0,0,3
LGA52520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,13,8,20,8,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,3,0,0,0,11,4,0,4,3,0,0,0,0,11,0,0,3,7,0
LGA52590,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,29,35,71,46,49,58,13,0,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,4,0,10,0,3,6,3,25,0,0,5,0,5,3,3,4,23,17,0,9,0,0,3,0,3,39,8,0,0,3,4
LGA52660,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,135,46,63,97,92,67,27,11,541,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,6,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,0,8,8,14,9,4,0,54,5,0,4,4,5,5,5,0,25,193,0,11,19,4,9,6,0,254,78,14,19,34,16
LGA52730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,55,6,28,49,54,52,23,3,276,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,6,9,8,0,5,36,6,0,9,4,3,15,5,0,41,59,0,0,4,4,7,4,3,90,24,3,6,10,15
LGA52800,0,0,0,0,0,3,0,0,3,4,0,0,0,0,11,25,47,89,52,40,31,21,3,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,4,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,9,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,9,20,10,8,10,3,3,66,0,0,5,6,0,0,0,0,14,8,0,3,7,10,0,0,0,26,10,7,19,16,6
LGA52870,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,45,26,70,50,52,57,21,11,328,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,3,12,5,5,7,0,42,0,3,0,4,14,8,5,0,36,47,0,0,6,0,9,9,3,80,20,4,7,20,22
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,3,3,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,0,0,0,6,0
LGA53010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,12,6,10,8,3,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,5,7,0,0,0,0,0,0,3,0,10,0,0,0,0,3,0,0,0,6,0,0,0,0,4
LGA53080,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,18,10,13,14,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,9,0,0,5,0,5,0,0,0,5,4,0,0,0,0,0,0,0,8,0,0,0,0,0
LGA53150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23,9,17,27,29,30,10,4,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,6,4,0,0,0,0,0,0,0,5,6,0,6,8,7,8,6,0,37,3,0,4,0,0,6,0,0,16,61,17,3,4,5,6,6,0,96,25,24,9,10,13
LGA53220,16,3,13,0,0,47,0,0,9,3,3,9,0,0,18,65,208,471,319,253,204,25,3,1552,5,0,3,5,3,0,0,0,10,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,14,0,0,4,0,0,4,5,0,7,0,4,6,0,5,0,0,0,23,0,4,4,6,0,0,0,0,18,0,3,11,4,4,5,0,0,23,0,0,7,7,6,0,0,0,25,0,0,8,7,3,4,6,0,19,0,4,11,19,11,4,0,0,55,0,0,11,14,5,6,0,0,30,0,0,3,15,6,0,0,0,31,0,3,16,9,6,0,4,0,44,16,23,86,97,56,32,12,3,328,7,0,14,12,10,6,4,0,53,36,3,5,3,3,5,0,0,62,29,20,38,32,10
LGA53290,0,3,0,0,0,12,0,0,4,0,0,3,0,0,9,101,67,141,135,141,134,34,6,751,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,9,0,5,6,0,0,3,0,0,17,0,0,4,4,3,3,0,0,18,0,0,4,5,4,3,0,0,11,0,0,0,4,4,0,0,0,5,0,0,0,0,4,3,0,0,6,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,4,0,0,5,0,4,0,0,0,12,3,0,0,3,0,3,0,0,11,12,12,23,26,25,27,7,8,140,10,0,8,9,29,24,5,0,90,135,4,10,8,8,15,0,0,177,57,12,29,30,18
LGA53360,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,24,23,69,41,39,28,8,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,5,0,0,10,9,16,9,0,0,48,0,0,0,0,0,0,0,0,3,35,0,4,0,0,3,0,0,44,16,9,3,11,3
LGA53430,0,7,0,0,0,16,7,4,0,0,0,8,4,0,18,336,338,472,396,458,366,103,22,2493,3,0,0,3,0,0,0,0,9,7,0,6,3,0,0,0,0,16,0,3,0,0,0,3,0,0,8,4,0,0,0,0,0,0,0,13,0,0,0,4,0,0,4,3,18,0,0,4,0,0,3,0,0,11,4,9,5,3,0,8,3,0,23,0,0,14,9,4,10,3,0,40,0,4,12,10,12,3,0,4,49,0,4,8,7,6,5,4,0,33,0,0,12,10,8,9,5,0,42,0,0,8,4,0,4,0,0,19,0,0,3,8,10,4,0,0,27,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,3,13,0,5,17,13,12,11,0,0,60,17,35,102,86,60,52,23,11,386,21,4,24,40,31,28,12,0,155,574,73,42,21,39,25,15,7,799,297,222,65,77,64
LGA53570,0,0,0,0,0,0,0,0,7,0,0,0,0,0,13,40,74,239,108,92,87,24,7,670,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,4,5,0,4,9,12,9,6,3,46,3,0,0,5,13,8,5,0,41,29,0,6,6,5,6,3,0,59,13,6,16,7,8
LGA53640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,21,17,17,15,12,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,0,0,7,6,0,0,0,0,7,0,0,5,0,0,0,0,0,12,0,0,5,7,0
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,8,6,5,3,7,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,0,15,4,0,3,0,0,0,0,0,8,0,0,0,0,0
LGA53780,0,0,0,0,0,8,0,8,9,0,7,8,0,0,33,486,349,496,464,478,392,121,23,2808,0,4,4,3,0,0,0,0,16,10,0,5,0,0,3,0,0,17,4,3,4,4,0,0,0,0,13,0,4,3,3,0,8,0,0,20,0,0,4,5,3,5,3,0,17,3,6,5,3,3,0,5,0,25,3,0,5,9,0,0,0,0,17,4,9,10,4,5,5,5,0,41,0,6,9,14,10,5,3,0,59,0,0,11,7,8,13,0,0,35,0,0,4,6,9,8,0,0,25,0,0,9,10,4,0,0,0,28,0,0,4,7,9,6,0,0,27,0,0,0,0,3,0,0,0,9,0,0,0,0,5,3,0,0,13,0,12,17,19,4,7,0,0,72,25,53,98,103,61,63,15,6,432,39,17,34,43,25,24,6,0,199,641,89,61,59,42,39,23,8,959,381,196,119,140,75
LGA53800,0,0,6,0,0,12,0,0,4,4,3,3,0,0,12,293,207,300,278,311,322,97,11,1817,0,0,4,0,5,0,0,0,13,6,0,0,0,0,0,0,0,9,4,0,0,0,0,0,0,0,8,0,3,0,4,3,0,4,0,17,3,0,0,0,0,3,0,0,10,0,5,0,3,3,3,0,0,16,0,0,0,0,3,4,6,0,16,0,0,7,5,3,3,0,0,17,0,0,13,3,0,5,3,0,28,0,0,9,0,7,3,0,0,22,0,0,4,3,8,4,0,0,16,0,0,3,3,9,4,0,0,27,0,0,0,6,12,5,0,0,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,8,3,10,3,4,5,30,22,20,44,26,67,50,18,10,259,29,5,12,17,19,10,3,0,100,471,14,24,19,8,26,16,0,576,225,41,58,56,55
LGA53920,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,14,15,23,20,17,16,7,0,111,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,4,15,10,4,7,3,0,45,0,0,0,0,0,3,0,0,8,3,0,0,0,4,0,0,0,12,3,5,15,16,3
LGA53990,5,0,0,6,0,6,4,3,3,0,4,0,0,0,21,160,140,388,319,239,198,55,11,1512,0,0,4,0,0,0,3,0,6,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,6,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,3,0,0,5,0,0,0,0,14,3,0,0,3,0,0,0,0,6,0,0,0,6,0,0,0,0,13,0,0,0,9,0,7,0,0,20,0,0,3,4,3,3,0,0,15,0,0,0,0,5,0,0,0,12,0,0,0,3,3,0,0,0,6,0,0,3,3,9,4,0,0,21,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,9,13,12,22,43,29,20,12,4,154,8,3,10,4,15,11,8,6,65,196,12,8,22,18,26,10,3,288,89,13,38,33,37
LGA54060,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,21,12,12,32,41,36,7,3,163,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,5,4,0,3,19,5,0,4,0,4,6,3,4,23,38,0,0,0,0,0,0,0,46,9,0,4,0,7
LGA54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,17,17,10,18,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,3,0,4,7,0,7,8,0,24,0,0,0,0,0,0,0,0,6,0,0,6,5,3
LGA54170,3,4,0,0,4,17,8,4,3,7,5,0,4,0,35,1033,549,560,468,551,547,215,30,3960,3,0,7,9,3,0,4,0,25,8,0,3,3,0,5,0,0,22,10,4,0,3,5,0,3,0,25,3,5,0,0,0,9,3,0,24,4,5,9,3,4,0,4,0,35,6,12,6,8,3,0,0,0,32,4,9,8,9,7,3,5,0,45,5,0,19,5,12,7,8,0,64,0,14,16,18,12,7,4,0,66,0,4,21,12,13,5,0,0,51,0,0,12,16,15,12,4,0,57,0,0,11,10,16,3,0,0,44,0,0,10,6,5,8,4,0,39,0,0,0,5,6,0,4,0,10,0,0,0,8,9,4,3,0,24,7,12,18,25,28,14,8,0,110,38,68,157,135,147,77,41,11,673,76,28,43,53,55,51,29,3,328,2155,221,90,113,87,86,28,6,2791,1192,551,219,254,193
LGA54200,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,297,235,278,272,265,238,82,15,1679,0,0,0,3,5,0,0,0,4,6,0,3,0,0,0,0,0,15,0,0,0,0,0,4,0,0,8,4,0,0,0,0,3,4,0,12,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,12,0,0,3,3,5,0,0,0,10,0,8,3,3,0,4,0,0,22,0,0,13,7,8,5,0,0,31,0,0,14,12,3,4,5,0,31,0,0,5,7,7,6,0,0,23,0,0,0,9,0,0,0,0,10,0,0,5,5,4,10,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,7,0,14,0,9,4,10,11,3,0,3,47,13,26,53,60,57,38,13,8,265,17,5,12,29,25,25,8,0,114,428,35,34,38,31,21,21,5,612,248,106,59,76,66
