POW_LGA_CODE_2021,IE_Mng_OMEs_Nil_e,IE_Mng_OMEs_1_19_e,IE_Mng_OMEs_20mo_e,IE_Mng_OMEs_NE_NS,IE_Mng_Tot,IE_Pro_OMEs_Nil_e,IE_Pro_OMEs_1_19_e,IE_Pro_OMEs_20mo_e,IE_Pro_OMEs_NE_NS,IE_Pro_Tot,IE_TecTW_OMEs_Nil_e,IE_TecTW_OMEs_1_19_e,IE_TecTW_OMEs_20mo_e,IE_TecTW_OMEs_NE_NS,IE_TecTW_Tot,IE_CoPSW_OMEs_Nil_e,IE_CoPSW_OMEs_1_19_e,IE_CoPSW_OMEs_20mo_e,IE_CoPSW_OMEs_NE_NS,IE_CoPSW_Tot,IE_ClAW_OMEs_Nil_e,IE_ClAW_OMEs_1_19_e,IE_ClAW_OMEs_20mo_e,IE_ClAW_OMEs_NE_NS,IE_ClAW_Tot,IE_SWs_OMEs_Nil_e,IE_SWs_OMEs_1_19_e,IE_SWs_OMEs_20mo_e,IE_SWs_OMEs_NE_NS,IE_SWs_Tot,IE_MaOpD_OMEs_Nil_e,IE_MaOpD_OMEs_1_19_e,IE_MaOpD_OMEs_20mo_e,IE_MaOpD_OMEs_NE_NS,IE_MaOpD_Tot,IE_Lab_OMEs_Nil_e,IE_Lab_OMEs_1_19_e,IE_Lab_OMEs_20mo_e,IE_Lab_OMEs_NE_NS,IE_Lab_Tot,IE_IDNS_OMEs_Nil_e,IE_IDNS_OMEs_1_19_e,IE_IDNS_OMEs_20mo_e,IE_IDNS_OMEs_NE_NS,IE_IDNS_Tot,IE_Tot_OMEs_Nil_e,IE_Tot_OMEs_1_19_e,IE_Tot_OMEs_20mo_e,IE_Tot_OMEs_NE_NS,IE_Tot_Tot,UIE_Mng_OMEs_Nil_e,UIE_Mng_OMEs_1_19_e,UIE_Mng_OMEs_20mo_e,UIE_Mng_OMEs_NE_NS,UIE_Mng_Tot,UIE_Pro_OMEs_Nil_e,UIE_Pro_OMEs_1_19_e,UIE_Pro_OMEs_20mo_e,UIE_Pro_OMEs_NE_NS,UIE_Pro_Tot,UIE_TecTW_OMEs_Nil_e,UIE_TecTW_OMEs_1_19_e,UIE_TecTW_OMEs_20mo_e,UIE_TecTW_OMEs_NE_NS,UIE_TecTW_Tot,UIE_CoPSW_OMEs_Nil_e,UIE_CoPSW_OMEs_1_19_e,UIE_CoPSW_OMEs_20mo_e,UIE_CoPSW_OMEs_NE_NS,UIE_CoPSW_Tot,UIE_ClAW_OMEs_Nil_e,UIE_ClAW_OMEs_1_19_e,UIE_ClAW_OMEs_20mo_e,UIE_ClAW_OMEs_NE_NS,UIE_ClAW_Tot,UIE_SWs_OMEs_Nil_e,UIE_SWs_OMEs_1_19_e,UIE_SWs_OMEs_20mo_e,UIE_SWs_OMEs_NE_NS,UIE_SWs_Tot,UIE_MaOpD_OMEs_Nil_e,UIE_MaOpD_OMEs_1_19_e,UIE_MaOpD_OMEs_20mo_e,UIE_MaOpD_OMEs_NE_NS,UIE_MaOpD_Tot,UIE_Lab_OMEs_Nil_e,UIE_Lab_OMEs_1_19_e,UIE_Lab_OMEs_20mo_e,UIE_Lab_OMEs_NE_NS,UIE_Lab_Tot,UIE_IDNS_OMEs_Nil_e,UIE_IDNS_OMEs_1_19_e,UIE_IDNS_OMEs_20mo_e,UIE_IDNS_OMEs_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMEs_Nil_e,UIE_Tot_OMEs_1_19_e,UIE_Tot_OMEs_20mo_e,UIE_Tot_OMEs_NE_NS,UIE_Tot_Tot,Tot_Mng_OMEs_Nil_e,Tot_Mng_OMEs_1_19_e,Tot_Mng_OMEs_20mo_e,Tot_Mng_OMEs_NE_NS,Tot_Mng_Tot,Tot_Pro_OMEs_Nil_e,Tot_Pro_OMEs_1_19_e,Tot_Pro_OMEs_20mo_e,Tot_Pro_OMEs_NE_NS,Tot_Pro_Tot,Tot_TecTW_OMEs_Nil_e,Tot_TecTW_OMEs_1_19_e,Tot_TecTW_OMEs_20mo_e,Tot_TecTW_OMEs_NE_NS,Tot_TecTW_Tot,Tot_CoPSW_OMEs_Nil_e,Tot_CoPSW_OMEs_1_19_e,Tot_CoPSW_OMEs_20mo_e,Tot_CoPSW_OMEs_NE_NS,Tot_CoPSW_Tot,Tot_ClAW_OMEs_Nil_e,Tot_ClAW_OMEs_1_19_e,Tot_ClAW_OMEs_20mo_e,Tot_ClAW_OMEs_NE_NS,Tot_ClAW_Tot,Tot_SWs_OMEs_Nil_e,Tot_SWs_OMEs_1_19_e,Tot_SWs_OMEs_20mo_e,Tot_SWs_OMEs_NE_NS,Tot_SWs_Tot,Tot_MaOpD_OMEs_Nil_e,Tot_MaOpD_OMEs_1_19_e,Tot_MaOpD_OMEs_20mo_e,Tot_MaOpD_OMEs_NE_NS,Tot_MaOpD_Tot,Tot_Lab_OMEs_Nil_e,Tot_Lab_OMEs_1_19_e,Tot_Lab_OMEs_20mo_e,Tot_Lab_OMEs_NE_NS,Tot_Lab_Tot,Tot_IDNS_OMEs_Nil_e,Tot_IDNS_OMEs_1_19_e,Tot_IDNS_OMEs_20mo_e,Tot_IDNS_OMEs_NE_NS,Tot_IDNS_Tot,Tot_Tot_OMEs_Nil_e,Tot_Tot_OMEs_1_19_e,Tot_Tot_OMEs_20mo_e,Tot_Tot_OMEs_NE_NS,Tot_Tot_Tot
LGA54310,18,80,27,0,125,33,30,8,0,71,40,53,0,0,96,7,8,0,0,9,9,22,4,0,41,0,8,0,0,8,12,12,0,0,30,11,11,3,0,31,0,0,0,0,0,138,231,46,0,413,20,17,0,0,33,46,8,0,6,55,70,18,0,0,87,33,4,0,0,35,8,4,0,0,14,10,0,0,0,8,15,0,0,0,13,29,9,0,0,34,3,0,0,0,8,232,63,0,6,298,34,92,27,0,157,75,37,7,0,127,115,69,0,0,182,35,9,0,0,43,24,29,4,0,56,10,12,0,0,16,26,18,0,0,46,40,23,3,0,67,9,3,0,0,6,366,292,48,0,707
LGA54340,10,34,0,0,43,4,5,0,0,5,5,13,0,0,18,3,0,0,0,3,0,11,0,0,15,0,5,0,0,12,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,20,70,3,0,99,41,30,0,0,72,3,3,0,0,10,18,18,0,0,38,7,0,0,0,4,4,5,0,0,7,9,8,0,0,8,9,0,0,0,9,7,4,0,0,11,0,0,0,0,0,92,62,0,0,156,46,67,0,0,117,6,5,0,0,15,26,29,0,0,56,8,0,0,0,9,6,16,0,0,26,7,13,0,0,19,9,3,0,0,10,9,4,0,0,11,0,0,0,0,0,110,141,6,0,257
LGA54410,4,23,0,0,23,0,4,0,0,4,3,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,26,0,0,44,21,16,0,0,37,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,33,18,0,0,53,25,39,0,0,60,0,4,0,0,6,11,0,0,0,12,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,3,0,0,0,3,7,0,0,0,4,0,0,0,0,0,45,51,0,0,96
LGA54480,11,29,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,39,0,0,44,14,30,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,17,32,0,0,49,26,53,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,26,62,0,0,93
LGA54550,24,47,0,5,75,3,3,0,0,8,0,5,0,0,10,0,0,0,0,0,0,3,0,0,4,0,5,0,0,3,0,4,0,0,3,4,0,0,0,4,0,0,0,0,0,37,61,5,5,105,40,74,0,5,119,10,3,0,0,12,11,9,0,0,16,4,0,0,0,4,3,9,0,0,10,0,0,0,0,0,5,0,0,0,7,3,4,0,0,7,0,0,0,0,0,71,96,0,5,167,66,118,0,8,194,8,9,5,0,19,11,14,0,0,19,4,0,0,0,4,4,14,0,0,14,0,9,0,0,9,4,3,0,0,6,4,4,0,0,12,0,0,0,0,0,110,155,4,8,273
LGA54620,13,40,0,0,60,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,53,0,0,75,18,41,0,0,62,5,0,0,0,0,7,3,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,8,6,0,0,0,6,0,0,0,0,0,41,50,0,0,91,33,85,0,0,123,3,4,0,0,9,6,3,0,0,11,0,0,0,0,0,3,9,0,0,11,0,0,0,0,3,6,0,0,0,3,6,0,0,0,6,0,0,0,0,0,59,102,0,0,164
LGA54690,12,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,0,0,26,13,10,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,0,0,27,25,20,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,25,0,0,55
LGA54760,15,35,0,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,49,0,0,66,23,35,0,0,57,5,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,38,43,0,0,82,33,75,0,0,110,5,0,0,0,7,9,0,0,0,8,0,0,0,0,0,0,7,0,0,6,0,7,0,0,7,5,0,0,0,7,4,0,0,0,9,0,0,0,0,0,62,89,0,0,147
LGA54830,26,116,35,0,182,36,36,3,0,80,45,60,0,0,103,4,10,0,0,13,16,41,0,0,55,4,12,0,0,16,21,19,0,0,46,20,11,4,0,34,0,7,4,0,10,173,308,50,0,534,46,41,4,3,90,92,6,0,0,99,196,57,0,0,260,90,8,0,0,100,42,13,0,0,54,14,5,0,0,20,69,4,0,0,77,96,19,0,0,112,11,0,0,0,12,654,157,6,3,822,71,160,42,3,276,127,46,3,0,178,245,115,0,0,363,95,16,0,0,111,58,50,3,0,116,17,17,0,0,34,88,27,0,0,118,110,27,4,0,147,13,6,4,0,23,825,465,57,3,1353
LGA54900,24,55,0,0,81,0,0,0,0,0,5,3,0,0,8,0,0,0,0,0,0,5,0,0,5,3,0,0,0,6,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,36,73,0,0,103,36,67,0,5,108,5,0,0,0,5,5,3,0,0,15,0,0,0,0,0,0,3,0,0,6,0,4,0,0,4,4,7,0,0,10,4,0,0,0,9,5,0,0,0,0,64,87,0,5,155,58,124,0,5,183,3,0,0,0,7,11,9,0,0,17,0,0,0,0,0,0,6,0,0,7,3,6,0,0,10,3,8,0,0,14,3,8,0,0,9,3,0,0,0,6,100,159,0,5,264
LGA54970,0,5,0,0,4,0,5,0,0,4,6,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,23,0,0,0,0,4,5,0,0,0,5,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,21,0,5,0,0,11,9,5,0,0,10,6,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,27,14,0,0,46
LGA55040,0,6,5,0,4,0,4,0,0,6,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,0,0,0,7,0,0,0,0,0,14,18,6,0,30,4,0,0,4,7,0,0,0,0,0,9,6,0,0,11,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,6,5,0,0,0,5,0,0,0,0,5,30,12,0,4,41,4,8,5,4,12,0,4,0,0,6,12,7,0,0,20,4,0,0,0,4,0,3,0,0,3,0,0,0,0,0,3,4,0,0,14,11,0,0,0,10,0,0,0,0,5,43,24,6,4,71
LGA55110,115,284,71,0,471,100,142,14,0,254,73,128,0,0,206,24,24,0,0,54,70,134,10,0,217,29,48,9,0,86,27,11,0,0,41,24,35,0,0,62,7,11,0,0,22,477,813,108,6,1406,105,131,4,0,238,339,46,17,0,398,444,152,0,0,594,229,21,0,0,253,73,51,0,0,124,63,18,0,0,80,93,9,0,0,94,213,63,0,0,275,29,0,0,0,29,1591,481,23,8,2098,222,410,76,0,710,440,185,31,0,652,513,284,6,3,806,254,47,5,0,305,143,179,11,0,341,94,68,9,0,170,119,17,0,0,138,242,95,0,4,339,39,11,0,0,55,2060,1295,133,15,3502
LGA55180,29,121,32,0,182,8,11,0,0,19,20,28,0,0,46,0,0,0,0,4,3,23,7,0,28,0,8,0,0,11,5,11,0,0,15,3,20,0,0,25,0,0,0,0,3,68,218,39,0,328,120,97,5,0,223,36,4,0,0,44,65,22,0,0,91,17,3,0,0,24,11,12,0,0,26,9,8,0,0,10,16,3,0,0,18,56,14,0,0,65,5,6,0,0,8,325,171,9,0,501,148,220,39,0,408,39,19,0,0,59,78,55,0,0,136,20,4,0,0,23,14,36,7,0,54,9,16,0,0,24,21,11,0,0,35,58,27,0,0,83,9,6,0,0,6,396,391,41,0,831
LGA55250,6,13,0,0,19,3,4,0,0,3,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,24,16,0,0,39,6,8,0,0,15,6,0,0,0,5,8,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,3,0,0,0,5,0,0,0,0,0,24,7,0,0,33,10,16,0,0,28,6,4,0,0,10,8,0,0,0,9,3,0,0,0,3,0,3,0,0,3,0,0,0,0,4,12,0,0,0,12,3,3,0,0,4,0,0,0,0,0,48,28,0,0,78
LGA55320,199,534,121,0,856,405,453,22,0,879,134,184,5,0,324,36,47,4,0,85,129,188,14,0,331,60,89,7,0,157,25,5,0,0,40,50,41,0,0,91,34,33,6,0,74,1068,1567,181,8,2828,149,117,8,0,275,962,189,16,3,1167,476,99,0,0,576,283,36,0,0,323,133,36,0,0,168,74,22,0,0,92,87,5,0,0,92,168,32,0,0,201,33,7,4,0,42,2358,545,26,10,2935,351,651,125,0,1132,1366,640,36,3,2050,607,285,5,0,894,316,85,4,0,405,262,221,12,4,498,134,106,7,0,252,113,12,0,0,128,214,72,0,0,290,66,43,3,0,110,3423,2116,205,13,5760
LGA55390,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,3,0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,6,4,0,18
LGA55460,12,46,0,0,52,0,9,0,0,10,4,8,0,0,15,0,0,0,0,0,3,14,0,0,15,0,0,0,0,4,4,7,0,0,13,0,0,0,0,0,0,0,0,0,3,22,88,0,0,111,21,25,0,0,49,3,0,0,0,9,10,12,0,0,26,0,0,0,0,0,6,3,0,0,8,0,0,0,0,3,9,0,0,0,6,5,0,0,0,6,0,0,0,0,0,54,44,0,0,108,28,71,0,0,106,4,4,0,0,11,15,21,0,0,43,0,3,0,0,3,9,15,0,0,25,0,3,0,0,7,9,8,0,0,18,4,6,0,0,12,3,0,0,0,4,82,133,0,0,221
LGA55530,0,28,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,0,0,31,0,25,0,0,27,0,0,0,0,0,6,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,29,0,0,35,4,48,0,0,52,0,0,0,0,0,6,5,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,56,0,0,70
LGA55600,17,45,0,0,62,6,3,0,0,8,0,6,0,0,12,0,0,0,0,0,0,10,0,0,11,0,3,0,0,5,0,8,0,0,13,0,0,0,0,3,0,0,0,0,0,27,82,3,0,107,33,30,0,0,64,5,0,0,0,6,12,3,0,0,16,9,0,0,0,9,4,4,0,0,10,0,0,0,0,0,10,0,0,0,11,10,0,0,0,10,0,3,0,0,3,76,47,0,0,120,49,75,0,0,124,9,3,0,0,12,11,16,0,0,28,9,0,0,0,5,6,14,0,0,17,0,7,0,0,3,7,9,0,0,21,12,0,0,0,13,0,5,0,0,5,98,132,5,0,230
LGA55670,8,26,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,31,3,0,42,14,11,0,4,29,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,0,4,33,18,40,3,4,62,0,0,0,0,0,9,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,47,3,4,73
LGA55740,20,37,21,0,82,65,27,0,0,88,12,16,0,0,27,6,0,0,0,5,8,10,3,0,18,5,10,0,0,8,0,0,0,0,0,3,0,0,0,6,4,0,0,0,4,120,92,27,0,238,14,6,0,0,20,92,16,0,0,112,43,3,0,0,46,17,4,0,0,20,15,0,0,0,14,11,0,0,0,11,4,0,0,0,4,14,0,0,0,14,3,0,0,0,9,212,34,4,0,255,38,44,19,0,103,159,42,0,0,205,55,14,0,0,67,20,4,0,0,29,18,9,3,0,37,13,6,0,0,19,6,0,0,0,6,16,0,0,0,21,7,4,0,0,8,333,131,31,0,495
LGA55810,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,3,0,14,4,4,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,16,6,0,0,19,4,6,0,0,8,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,0,8,0,0,0,0,0,18,12,3,0,27
LGA55880,11,14,0,0,31,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,0,0,34,20,17,0,0,45,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,0,0,54,33,41,0,0,70,0,0,0,0,0,8,3,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,49,0,0,94
LGA55950,8,12,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,0,0,26,22,14,0,0,33,0,0,0,0,0,3,6,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,32,22,0,0,57,28,22,0,0,48,0,0,0,0,0,3,4,0,0,8,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,36,38,0,0,79
LGA56090,61,172,44,0,278,100,82,3,0,179,55,78,0,0,134,8,4,0,0,6,40,79,8,0,126,15,14,0,0,33,14,17,0,0,37,11,12,0,0,21,3,5,0,0,13,306,452,67,0,832,84,59,5,0,145,254,29,0,0,287,255,62,0,5,321,107,10,0,0,116,67,23,0,0,88,33,13,0,0,44,50,9,0,0,61,82,19,0,0,106,13,0,0,0,14,948,213,7,0,1175,145,232,48,0,429,355,104,3,0,466,308,141,0,5,450,110,10,0,0,120,110,96,8,0,215,53,23,0,0,75,68,21,0,0,93,93,34,0,0,127,23,7,0,0,25,1260,667,70,8,2009
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,9,0,0,10,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,4,0,0,10
LGA56230,21,75,20,0,111,20,4,0,0,30,29,22,0,0,54,7,0,0,0,7,18,24,0,0,37,4,16,0,0,22,7,14,0,0,22,11,8,0,0,14,3,0,0,0,5,111,166,22,0,304,64,29,0,0,95,49,3,0,0,47,84,32,0,3,128,29,4,0,0,31,16,11,0,0,28,14,7,0,0,18,21,0,0,0,26,38,11,0,0,45,3,0,0,0,8,318,103,8,8,434,83,104,24,0,209,69,11,0,0,83,115,64,0,3,181,35,3,0,0,38,30,37,0,0,69,14,18,0,0,36,29,16,0,0,44,46,18,0,0,62,3,0,0,0,11,425,274,27,8,738
LGA56300,0,23,0,0,31,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,0,0,41,37,9,0,0,50,3,0,0,0,6,14,3,0,0,15,4,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,3,0,0,4,0,0,0,0,0,66,18,0,0,86,43,36,0,0,75,6,3,0,0,8,14,3,0,0,16,4,0,0,0,6,3,6,0,0,6,0,0,0,0,0,0,0,0,0,0,8,4,0,0,6,0,0,0,0,0,72,55,0,0,128
LGA56370,21,33,0,0,54,0,7,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,24,49,0,0,74,11,19,0,0,36,0,0,0,0,7,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,21,0,0,52,34,56,0,0,90,0,5,0,0,4,9,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,4,3,0,0,0,7,0,0,0,0,0,55,71,0,0,126
LGA56460,10,50,0,0,65,8,18,0,0,26,3,14,0,0,22,0,3,0,0,3,0,14,0,0,11,0,7,0,0,10,0,3,0,0,4,4,3,0,0,3,4,3,0,0,0,34,108,0,0,150,33,27,0,0,64,9,5,0,0,17,23,17,0,0,42,12,0,0,0,9,13,9,0,0,16,5,3,0,0,12,4,3,0,0,12,11,4,0,0,11,0,0,0,0,0,110,71,0,0,187,49,73,0,0,123,19,24,4,0,42,26,33,0,0,56,12,5,0,0,14,12,19,0,0,35,11,10,0,0,16,4,11,0,0,18,10,8,0,0,19,4,3,0,0,5,143,184,3,0,337
LGA56580,68,184,38,0,289,178,206,28,0,416,30,43,0,0,78,3,4,0,0,9,18,25,6,0,56,30,30,4,0,68,6,0,3,0,6,0,11,0,0,9,10,12,0,0,24,351,514,77,4,949,42,22,4,0,60,321,104,6,0,428,100,22,0,0,125,64,9,0,0,80,40,0,0,0,44,18,7,0,0,20,12,0,0,0,16,26,9,0,0,35,19,0,0,0,19,637,170,11,0,820,110,206,36,0,352,499,309,33,0,843,134,71,0,0,200,72,13,0,0,82,62,29,6,0,97,45,34,4,0,82,18,0,3,0,23,25,18,0,0,45,35,10,0,0,43,987,688,85,3,1768
LGA56620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
LGA56730,29,79,8,0,113,11,10,5,0,26,9,22,0,0,29,0,0,0,0,4,8,17,0,0,26,0,10,0,0,10,0,7,0,0,9,3,5,0,0,10,0,0,0,0,0,73,147,16,3,228,45,31,0,0,79,39,12,0,0,51,50,20,0,0,75,14,7,0,0,23,18,3,0,0,18,6,4,0,0,12,10,0,0,0,11,22,4,0,0,27,3,0,0,0,0,210,82,3,5,295,75,108,8,0,189,52,24,3,0,83,63,42,0,0,103,17,8,0,0,20,26,17,0,0,47,14,15,0,0,26,10,8,0,0,18,28,4,0,0,34,3,0,0,0,7,282,222,16,4,526
LGA56790,13,63,0,0,74,4,5,0,0,7,3,11,0,0,10,0,0,0,0,0,3,7,0,0,12,4,4,0,0,4,0,0,0,0,0,0,6,0,0,6,0,0,0,0,3,31,87,0,3,122,39,43,0,0,82,0,3,0,0,6,26,8,0,0,34,7,0,0,0,7,3,6,0,0,12,14,0,0,0,14,0,3,0,0,6,23,8,0,0,33,0,3,0,0,3,114,74,0,0,185,51,101,0,0,156,6,10,0,0,17,27,16,0,0,41,8,0,0,0,8,6,10,0,0,18,14,4,0,0,21,3,3,0,0,5,30,12,0,0,35,0,9,0,0,5,142,162,0,5,311
LGA56860,4,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,12,4,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,12,8,0,0,18,5,9,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,18,9,0,0,28
