POW_LGA_CODE_2021,HNFA_15_19_EWFT,HNFA_15_19_EWPT,HNFA_15_19_EAFW,HNFA_15_19_EHW_NS,HNFA_15_19_Tot,HNFA_20_24_EWFT,HNFA_20_24_EWPT,HNFA_20_24_EAFW,HNFA_20_24_EHW_NS,HNFA_20_24_Tot,HNFA_25_29_EWFT,HNFA_25_29_EWPT,HNFA_25_29_EAFW,HNFA_25_29_EHW_NS,HNFA_25_29_Tot,HNFA_30_34_EWFT,HNFA_30_34_EWPT,HNFA_30_34_EAFW,HNFA_30_34_EHW_NS,HNFA_30_34_Tot,HNFA_35_39_EWFT,HNFA_35_39_EWPT,HNFA_35_39_EAFW,HNFA_35_39_EHW_NS,HNFA_35_39_Tot,HNFA_40_44_EWFT,HNFA_40_44_EWPT,HNFA_40_44_EAFW,HNFA_40_44_EHW_NS,HNFA_40_44_Tot,HNFA_45_49_EWFT,HNFA_45_49_EWPT,HNFA_45_49_EAFW,HNFA_45_49_EHW_NS,HNFA_45_49_Tot,HNFA_50_54_EWFT,HNFA_50_54_EWPT,HNFA_50_54_EAFW,HNFA_50_54_EHW_NS,HNFA_50_54_Tot,HNFA_55_59_EWFT,HNFA_55_59_EWPT,HNFA_55_59_EAFW,HNFA_55_59_EHW_NS,HNFA_55_59_Tot,HNFA_60_64_EWFT,HNFA_60_64_EWPT,HNFA_60_64_EAFW,HNFA_60_64_EHW_NS,HNFA_60_64_Tot,HNFA_65_69_EWFT,HNFA_65_69_EWPT,HNFA_65_69_EAFW,HNFA_65_69_EHW_NS,HNFA_65_69_Tot,HNFA_70_74_EWFT,HNFA_70_74_EWPT,HNFA_70_74_EAFW,HNFA_70_74_EHW_NS,HNFA_70_74_Tot,HNFA_75ov_EWFT,HNFA_75ov_EWPT,HNFA_75ov_EAFW,HNFA_75ov_EHW_NS,HNFA_75ov_Tot,HNFA_Tot_EWFT,HNFA_Tot_EWPT,HNFA_Tot_EAFW,HNFA_Tot_EHW_NS,HNFA_Tot_Tot,DNHNFA_15_19_EWFT,DNHNFA_15_19_EWPT,DNHNFA_15_19_EAFW,DNHNFA_15_19_EHW_NS,DNHNFA_15_19_Tot,DNHNFA_20_24_EWFT,DNHNFA_20_24_EWPT,DNHNFA_20_24_EAFW,DNHNFA_20_24_EHW_NS,DNHNFA_20_24_Tot,DNHNFA_25_29_EWFT,DNHNFA_25_29_EWPT,DNHNFA_25_29_EAFW,DNHNFA_25_29_EHW_NS,DNHNFA_25_29_Tot,DNHNFA_30_34_EWFT,DNHNFA_30_34_EWPT,DNHNFA_30_34_EAFW,DNHNFA_30_34_EHW_NS,DNHNFA_30_34_Tot,DNHNFA_35_39_EWFT,DNHNFA_35_39_EWPT,DNHNFA_35_39_EAFW,DNHNFA_35_39_EHW_NS,DNHNFA_35_39_Tot,DNHNFA_40_44_EWFT,DNHNFA_40_44_EWPT,DNHNFA_40_44_EAFW,DNHNFA_40_44_EHW_NS,DNHNFA_40_44_Tot,DNHNFA_45_49_EWFT,DNHNFA_45_49_EWPT,DNHNFA_45_49_EAFW,DNHNFA_45_49_EHW_NS,DNHNFA_45_49_Tot,DNHNFA_50_54_EWFT,DNHNFA_50_54_EWPT,DNHNFA_50_54_EAFW,DNHNFA_50_54_EHW_NS,DNHNFA_50_54_Tot,DNHNFA_55_59_EWFT,DNHNFA_55_59_EWPT,DNHNFA_55_59_EAFW,DNHNFA_55_59_EHW_NS,DNHNFA_55_59_Tot,DNHNFA_60_64_EWFT,DNHNFA_60_64_EWPT,DNHNFA_60_64_EAFW,DNHNFA_60_64_EHW_NS,DNHNFA_60_64_Tot,DNHNFA_65_69_EWFT,DNHNFA_65_69_EWPT,DNHNFA_65_69_EAFW,DNHNFA_65_69_EHW_NS,DNHNFA_65_69_Tot,DNHNFA_70_74_EWFT,DNHNFA_70_74_EWPT,DNHNFA_70_74_EAFW,DNHNFA_70_74_EHW_NS,DNHNFA_70_74_Tot,DNHNFA_75ov_EWFT,DNHNFA_75ov_EWPT,DNHNFA_75ov_EAFW,DNHNFA_75ov_EHW_NS,DNHNFA_75ov_Tot,DNHNFA_Tot_EWFT,DNHNFA_Tot_EWPT,DNHNFA_Tot_EAFW,DNHNFA_Tot_EHW_NS,DNHNFA_Tot_Tot,NFANS_15_19_EWFT,NFANS_15_19_EWPT,NFANS_15_19_EAFW,NFANS_15_19_EHW_NS,NFANS_15_19_Tot,NFANS_20_24_EWFT,NFANS_20_24_EWPT,NFANS_20_24_EAFW,NFANS_20_24_EHW_NS,NFANS_20_24_Tot,NFANS_25_29_EWFT,NFANS_25_29_EWPT,NFANS_25_29_EAFW,NFANS_25_29_EHW_NS,NFANS_25_29_Tot,NFANS_30_34_EWFT,NFANS_30_34_EWPT,NFANS_30_34_EAFW,NFANS_30_34_EHW_NS,NFANS_30_34_Tot,NFANS_35_39_EWFT,NFANS_35_39_EWPT,NFANS_35_39_EAFW,NFANS_35_39_EHW_NS,NFANS_35_39_Tot,NFANS_40_44_EWFT,NFANS_40_44_EWPT,NFANS_40_44_EAFW,NFANS_40_44_EHW_NS,NFANS_40_44_Tot,NFANS_45_49_EWFT,NFANS_45_49_EWPT,NFANS_45_49_EAFW,NFANS_45_49_EHW_NS,NFANS_45_49_Tot,NFANS_50_54_EWFT,NFANS_50_54_EWPT,NFANS_50_54_EAFW,NFANS_50_54_EHW_NS,NFANS_50_54_Tot,NFANS_55_59_EWFT,NFANS_55_59_EWPT,NFANS_55_59_EAFW,NFANS_55_59_EHW_NS,NFANS_55_59_Tot,NFANS_60_64_EWFT,NFANS_60_64_EWPT,NFANS_60_64_EAFW,NFANS_60_64_EHW_NS,NFANS_60_64_Tot,NFANS_65_69_EWFT,NFANS_65_69_EWPT,NFANS_65_69_EAFW,NFANS_65_69_EHW_NS,NFANS_65_69_Tot,NFANS_70_74_EWFT,NFANS_70_74_EWPT,NFANS_70_74_EAFW,NFANS_70_74_EHW_NS,NFANS_70_74_Tot
LGA50840,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,5,0,0,5,5,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,13,14,0,0,27,22,67,8,3,97,86,24,10,7,129,101,32,5,4,146,107,49,12,4,169,122,46,8,5,178,138,47,7,7,204,161,73,12,7,251,165,56,10,5,244,154,89,18,6,260,128,92,15,4,237,62,62,7,6,138,21,30,3,0,59,17,13,4,0,30,1296,681,117,58,2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,9,13,0,0,18,13,12,0,0,23,28,12,0,0,33,16,8,3,0,28,12,12,0,0,32,21,12,0,0,39,28,8,0,0,37,34,10,4,0,55,37,8,0,0,45,28,8,0,0,38,12,15,0,0,32,3,13,0,0,20,8,3,0,0,8,255,135,19,11,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50980,0,3,0,0,3,0,0,0,0,4,0,4,0,0,4,0,3,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,5,6,4,0,0,6,0,0,0,0,0,0,3,0,0,10,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,16,26,4,4,50,107,252,13,13,390,345,137,20,9,512,616,178,34,37,862,717,224,76,24,1040,744,225,51,20,1035,575,237,32,12,865,592,165,20,12,792,610,155,42,16,822,465,154,41,10,663,323,129,29,13,499,149,104,20,6,274,36,34,5,0,80,6,17,0,0,29,5292,2023,376,178,7871,0,4,0,0,4,4,0,0,4,5,3,0,0,0,5,11,0,0,3,14,5,0,0,0,3,3,9,0,5,12,7,0,0,0,4,6,3,0,0,13,3,0,0,0,3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,0,6,0,0,9,14,4,0,0,26,24,0,0,0,24,18,0,0,0,21,27,3,0,0,36,15,10,0,0,29,26,3,0,0,28,32,10,5,0,49,37,12,8,0,49,19,5,4,0,29,18,6,0,0,28,4,4,0,0,8,3,6,0,0,8,249,78,18,3,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,16,22,3,0,0,28,25,10,0,0,45,37,5,0,0,46,34,16,0,0,45,30,4,4,0,34,38,15,0,0,52,34,6,4,0,45,23,12,3,0,41,17,12,0,0,34,17,9,8,0,27,3,10,0,0,9,5,0,0,0,5,297,103,19,8,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51190,0,13,0,0,12,4,20,0,0,31,7,24,3,0,33,6,20,0,0,26,9,13,3,0,30,8,8,7,0,25,5,7,4,0,20,9,15,0,0,32,9,7,4,0,18,6,12,0,0,22,3,9,3,0,14,0,4,0,0,3,0,5,0,0,5,69,159,27,3,260,480,1078,80,38,1675,1273,647,82,43,2044,1451,564,117,44,2183,1459,764,147,39,2410,1499,902,117,46,2567,1601,845,67,37,2548,1739,850,93,33,2709,1861,782,109,27,2775,1529,723,138,25,2415,1099,700,154,17,1968,336,409,61,6,819,91,173,11,6,281,19,68,7,7,105,14434,8514,1187,361,24493,4,9,0,0,15,4,3,0,0,12,5,4,0,0,16,4,3,0,0,10,6,11,0,4,14,8,4,0,0,18,11,3,0,0,20,23,4,0,7,30,12,11,0,0,20,4,3,6,0,16,5,6,0,0,8,0,3,0,0,3
LGA51260,0,28,0,0,26,5,13,0,0,11,0,9,0,0,10,3,9,0,0,15,5,5,0,0,19,3,10,4,0,13,4,9,0,0,8,3,3,0,0,5,5,18,0,0,23,4,8,0,0,8,5,6,0,0,8,0,4,0,0,4,0,12,0,0,11,31,123,3,3,166,264,964,83,28,1346,531,378,42,17,977,642,363,52,18,1075,786,494,81,21,1393,804,712,81,22,1619,956,703,69,34,1754,1046,719,61,27,1855,998,676,66,18,1768,827,659,90,13,1587,547,639,94,15,1293,203,405,40,3,647,67,177,13,0,261,33,66,13,3,111,7701,6956,784,231,15669,0,9,0,0,13,0,3,0,0,5,0,0,3,0,8,5,5,0,0,6,8,4,0,5,13,11,6,0,0,14,9,5,0,0,13,8,8,0,0,17,10,0,0,0,10,0,0,0,0,0,3,3,0,0,6,0,0,0,0,0
LGA51310,0,6,0,0,9,0,6,0,0,9,3,9,0,0,15,3,3,0,0,6,0,6,0,0,12,5,9,0,0,10,5,0,0,0,4,0,8,0,0,8,0,5,0,0,5,0,3,0,0,6,6,3,0,0,7,0,6,0,0,4,0,11,0,0,17,28,69,8,5,110,58,688,25,3,772,487,745,41,20,1298,873,456,53,19,1404,924,537,107,24,1590,767,644,72,21,1506,753,584,36,7,1382,774,584,30,10,1393,808,534,32,11,1394,692,505,45,11,1249,417,489,56,9,976,174,308,27,5,513,48,144,11,4,203,28,84,0,3,117,6803,6310,538,152,13802,0,8,0,0,8,0,4,0,0,6,4,4,0,6,8,5,3,0,4,11,9,5,0,0,8,8,3,0,0,9,4,4,0,0,7,3,5,0,0,6,0,6,0,0,7,3,0,0,0,8,0,0,0,0,3,0,0,0,0,0
LGA51330,9,43,0,0,57,17,87,0,0,107,15,56,4,0,76,16,50,5,0,73,20,50,4,0,69,18,50,0,0,69,15,41,0,0,60,29,37,10,0,74,23,29,0,0,59,15,44,11,0,68,17,11,3,0,32,4,9,0,0,13,0,11,0,3,17,188,524,35,12,760,759,2499,104,52,3409,3071,2901,150,129,6254,4450,1666,202,152,6467,4801,1641,284,142,6869,5024,1663,217,114,7014,4534,1357,124,96,6110,4511,1323,129,78,6049,4402,1281,159,70,5913,3838,1249,168,53,5306,2527,1134,157,37,3860,967,748,68,10,1800,241,345,20,9,617,59,168,17,10,255,39195,17950,1809,959,59912,3,20,0,0,28,19,13,0,0,34,19,8,0,6,41,24,7,4,3,37,28,12,0,0,44,44,18,0,0,56,18,8,0,0,33,27,12,0,4,34,28,16,0,0,46,29,13,0,8,46,4,0,0,0,5,0,0,0,0,0
LGA51400,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,21,66,230,20,6,326,119,78,4,9,203,134,70,11,5,220,140,100,13,10,262,168,112,10,4,296,206,134,4,4,354,252,125,10,6,392,218,116,13,7,357,177,114,16,6,314,134,98,22,3,258,53,67,6,0,129,21,37,3,0,57,10,17,0,0,30,1700,1286,138,60,3187,0,0,0,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,3,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,0,0,5,20,7,0,0,30,17,6,0,0,19,15,5,0,0,22,20,7,5,0,28,23,7,3,0,28,15,4,0,0,19,24,8,0,0,25,20,3,0,0,25,32,8,0,5,42,12,6,0,0,22,4,3,0,0,9,6,0,0,0,4,203,60,11,5,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51540,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,4,0,0,5,0,0,0,0,0,9,17,0,0,26,38,47,8,8,99,119,46,14,0,179,171,52,15,13,251,162,53,17,0,234,150,59,19,14,235,164,43,5,4,213,180,60,8,5,250,196,53,10,4,267,178,67,9,6,261,138,60,10,7,220,73,26,7,3,112,22,29,0,0,49,6,10,0,3,14,1593,601,114,63,2372,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,5,9,0,0,11,10,4,0,3,16,14,4,0,0,17,11,3,4,0,19,18,4,0,0,22,27,4,0,0,37,28,5,0,0,31,29,12,0,0,40,22,17,0,0,33,25,14,3,0,38,9,6,0,0,15,10,7,0,0,17,9,3,0,0,12,208,95,13,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51680,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,4,6,18,0,0,23,21,52,7,3,91,67,29,6,3,109,69,44,0,9,121,73,31,7,0,116,77,32,14,3,121,95,57,3,3,162,111,29,9,0,152,127,55,8,0,184,106,61,13,5,179,84,45,5,0,135,37,32,0,0,75,19,20,0,0,35,19,17,0,0,35,902,501,69,35,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,23,0,0,31,21,9,0,0,35,54,11,5,3,75,70,17,4,5,94,69,20,3,0,89,65,11,0,5,78,72,4,3,4,86,84,18,4,0,109,54,15,6,3,80,51,14,0,0,65,40,13,0,7,61,20,11,3,0,26,0,0,0,0,0,614,170,32,29,838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51750,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,8,3,5,0,0,5,9,0,0,0,9,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,11,29,0,0,43,42,538,22,8,609,244,681,30,12,965,399,304,22,7,731,399,253,39,9,704,353,252,18,4,621,313,207,12,4,536,345,219,13,9,573,286,239,11,11,540,279,271,14,4,564,204,220,18,0,441,91,151,12,0,255,33,87,5,3,133,24,53,6,3,87,3004,3469,216,75,6763,0,5,0,0,5,0,3,0,0,5,0,0,0,0,5,0,3,0,0,4,0,0,0,0,0,3,4,0,0,5,0,0,0,0,8,0,0,0,0,0,3,0,0,0,5,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3
LGA51820,0,36,0,0,40,5,41,0,0,44,8,29,3,0,42,8,25,4,0,33,11,22,0,0,30,13,24,4,0,43,16,21,4,0,37,8,19,4,0,30,10,19,3,0,32,17,24,0,0,38,10,17,4,0,22,3,5,0,0,3,0,3,0,6,11,107,265,25,11,412,747,2362,91,51,3253,2612,2126,129,96,4964,3538,1249,189,103,5077,3848,1418,254,92,5607,4165,1517,206,81,5972,3773,1439,117,72,5404,3756,1234,117,63,5168,3516,1105,153,47,4827,2976,1026,154,41,4203,1904,899,118,25,2946,669,557,63,18,1307,161,234,20,7,421,59,112,6,4,185,31719,15288,1614,709,49333,3,4,0,5,11,9,9,0,3,27,18,6,0,4,27,12,6,0,3,32,24,8,0,0,37,21,14,0,3,38,29,6,0,0,35,24,9,0,0,37,18,9,0,0,22,9,3,0,0,12,12,5,0,0,13,3,0,0,0,3
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,14,8,0,0,26,16,7,0,0,25,6,3,0,0,11,28,9,3,0,37,13,5,0,0,19,15,6,0,0,22,17,3,0,0,17,26,8,0,0,34,14,9,0,0,25,4,0,0,0,4,0,0,0,0,5,0,0,0,0,0,149,75,5,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,0,4,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,3,0,0,10,0,0,0,0,5,0,4,0,0,9,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,12,25,4,0,39,78,126,15,0,224,206,76,12,11,301,249,87,18,8,357,294,120,34,16,459,372,135,37,12,555,414,115,21,15,563,424,113,24,14,572,461,106,33,12,612,367,115,41,5,530,198,96,32,7,337,74,58,8,3,141,8,19,4,0,31,16,8,0,3,29,3146,1172,283,110,4708,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA51960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,16,31,32,7,3,71,131,15,11,6,166,231,19,29,4,283,238,31,22,13,307,222,36,19,6,284,207,31,13,8,258,197,21,14,0,238,212,46,17,5,289,145,33,18,12,208,140,21,11,6,180,43,12,3,0,62,5,3,0,0,13,5,0,0,0,4,1823,310,166,62,2358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,7,10,8,0,0,18,17,4,4,0,26,22,10,0,0,34,13,10,0,0,17,13,10,3,0,28,26,4,0,0,32,16,18,4,0,36,31,13,0,0,46,33,16,3,0,50,15,14,0,0,29,9,7,0,0,16,6,7,0,0,18,212,118,16,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,12,4,0,0,19,36,7,0,0,46,34,4,3,0,50,28,10,0,0,41,37,20,0,0,60,30,17,0,0,48,18,14,0,0,34,41,13,5,0,57,28,4,6,0,39,34,8,3,0,56,29,10,0,0,36,11,8,0,0,21,0,3,0,0,5,352,129,23,8,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52170,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,6,5,12,0,0,19,17,209,8,0,240,88,278,15,3,384,154,108,6,4,263,194,113,8,0,315,177,91,6,3,282,135,110,5,8,260,143,105,6,3,253,161,121,8,9,303,135,118,7,0,263,76,91,10,0,179,31,88,6,0,121,11,47,6,0,65,9,33,6,4,44,1338,1511,83,41,2980,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,0,0,0,6,0,5,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,8,0,0,12,7,10,0,0,19,23,7,4,0,35,32,3,3,0,40,27,3,0,4,33,28,11,0,3,47,41,17,3,0,59,41,14,0,0,53,41,21,6,0,64,38,14,0,3,59,43,11,0,5,54,17,10,0,0,27,11,9,0,4,25,9,0,0,3,21,361,133,26,17,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,8,10,0,0,0,13,20,3,0,0,19,15,3,0,0,17,20,5,0,0,22,9,8,0,0,17,27,5,0,0,35,25,4,0,0,27,18,9,0,0,26,18,0,3,0,20,8,0,0,0,13,4,8,0,0,12,5,3,0,0,8,169,55,6,7,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,6,26,5,3,0,35,43,3,5,0,53,53,5,4,3,66,32,3,5,0,43,32,8,3,0,41,41,3,8,0,52,34,0,3,4,45,30,3,3,0,40,28,3,0,0,36,6,4,0,0,13,5,0,0,0,10,0,0,0,0,0,334,42,43,11,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
