POW_LGA_CODE_2021,SWs_PINS_H_0,SWs_PINS_H_1_19,SWs_PINS_H_20_29,SWs_PINS_H_30_34,SWs_PINS_H_35_39,SWs_PINS_H_40_44,SWs_PINS_H_45_49,SWs_PINS_H_50ov,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_19,SWs_Tot_H_20_29,SWs_Tot_H_30_34,SWs_Tot_H_35_39,SWs_Tot_H_40_44,SWs_Tot_H_45_49,SWs_Tot_H_50ov,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_19,MaOpD_NNI_H_20_29,MaOpD_NNI_H_30_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40_44,MaOpD_NNI_H_45_49,MaOpD_NNI_H_50ov,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_19,MaOpD_1_149_H_20_29,MaOpD_1_149_H_30_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40_44,MaOpD_1_149_H_45_49,MaOpD_1_149_H_50ov,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_19,MaOpD_150_299_H_20_29,MaOpD_150_299_H_30_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40_44,MaOpD_150_299_H_45_49,MaOpD_150_299_H_50ov,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_19,MaOpD_300_399_H_20_29,MaOpD_300_399_H_30_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40_44,MaOpD_300_399_H_45_49,MaOpD_300_399_H_50ov,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot,MaOpD_400_499_H_0,MaOpD_400_499_H_1_19,MaOpD_400_499_H_20_29,MaOpD_400_499_H_30_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40_44,MaOpD_400_499_H_45_49,MaOpD_400_499_H_50ov,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_19,MaOpD_500_649_H_20_29,MaOpD_500_649_H_30_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40_44,MaOpD_500_649_H_45_49,MaOpD_500_649_H_50ov,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_19,MaOpD_650_799_H_20_29,MaOpD_650_799_H_30_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40_44,MaOpD_650_799_H_45_49,MaOpD_650_799_H_50ov,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_19,MaOpD_800_999_H_20_29,MaOpD_800_999_H_30_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40_44,MaOpD_800_999_H_45_49,MaOpD_800_999_H_50ov,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_19,MaOpD_1000_1249_H_20_29,MaOpD_1000_1249_H_30_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40_44,MaOpD_1000_1249_H_45_49,MaOpD_1000_1249_H_50ov,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_19,MaOpD_1250_1499_H_20_29,MaOpD_1250_1499_H_30_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40_44,MaOpD_1250_1499_H_45_49,MaOpD_1250_1499_H_50ov,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_19,MaOpD_1500_1749_H_20_29,MaOpD_1500_1749_H_30_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40_44,MaOpD_1500_1749_H_45_49,MaOpD_1500_1749_H_50ov,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_19,MaOpD_1750_1999_H_20_29,MaOpD_1750_1999_H_30_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40_44,MaOpD_1750_1999_H_45_49,MaOpD_1750_1999_H_50ov,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_19,MaOpD_2000_2999_H_20_29,MaOpD_2000_2999_H_30_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40_44,MaOpD_2000_2999_H_45_49,MaOpD_2000_2999_H_50ov,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000_3499_H_0,MaOpD_3000_3499_H_1_19,MaOpD_3000_3499_H_20_29,MaOpD_3000_3499_H_30_34,MaOpD_3000_3499_H_35_39,MaOpD_3000_3499_H_40_44,MaOpD_3000_3499_H_45_49,MaOpD_3000_3499_H_50ov,MaOpD_3000_3499_H_NS,MaOpD_3000_3499_H_Tot,MaOpD_3500mo_H_0,MaOpD_3500mo_H_1_19,MaOpD_3500mo_H_20_29,MaOpD_3500mo_H_30_34,MaOpD_3500mo_H_35_39,MaOpD_3500mo_H_40_44,MaOpD_3500mo_H_45_49,MaOpD_3500mo_H_50ov,MaOpD_3500mo_H_NS,MaOpD_3500mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_19,MaOpD_PINS_H_20_29,MaOpD_PINS_H_30_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40_44,MaOpD_PINS_H_45_49,MaOpD_PINS_H_50ov,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_19,MaOpD_Tot_H_20_29,MaOpD_Tot_H_30_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40_44,MaOpD_Tot_H_45_49,MaOpD_Tot_H_50ov,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_19,Lab_NNI_H_20_29,Lab_NNI_H_30_34,Lab_NNI_H_35_39,Lab_NNI_H_40_44,Lab_NNI_H_45_49,Lab_NNI_H_50ov,Lab_NNI_H_NS,Lab_NNI_H_Tot
LGA52450,0,0,0,0,0,0,0,0,0,0,0,5,7,6,5,3,0,7,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,8,5,9,0,30,0,0,0,0,0,0,0,0,0,0
LGA52520,0,0,0,0,0,0,0,0,0,0,0,4,3,3,7,8,7,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0,3,0,4,0,14,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,0,6,8,6,36,0,65,0,0,0,0,0,0,0,0,0,0
LGA52590,0,0,0,0,0,0,0,0,0,0,5,26,20,10,12,11,4,12,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,8,0,17,6,4,0,0,6,3,3,9,0,33,0,0,0,0,0,0,0,8,0,17,0,0,0,0,0,0,0,19,0,28,5,0,0,0,0,5,7,12,0,31,10,0,0,0,0,3,13,57,0,85,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,4,26,10,9,5,18,15,26,119,0,237,0,0,0,0,0,0,0,0,0,0
LGA52660,0,0,0,0,0,0,0,0,3,3,16,194,90,55,41,30,11,12,3,456,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,6,0,0,7,3,5,0,0,0,0,14,0,0,4,0,5,7,0,0,5,16,0,5,4,5,7,7,4,3,0,34,0,0,5,0,9,14,30,15,0,71,4,0,0,7,7,14,23,27,0,79,3,3,3,0,3,8,20,32,0,85,6,0,0,0,4,7,22,32,0,70,5,0,0,6,0,0,10,40,0,61,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,0,0,3,19,30,32,17,38,55,108,160,7,457,0,0,0,0,0,0,0,0,0,0
LGA52730,0,0,0,0,0,0,0,0,0,6,3,64,33,12,19,18,8,4,4,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,10,0,0,3,3,3,0,0,0,0,9,3,0,0,0,0,5,0,3,0,20,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,16,3,12,12,5,20,3,79,0,3,0,0,0,0,0,0,0,12
LGA52800,0,0,0,0,0,0,0,0,0,6,7,14,14,3,18,18,5,11,0,93,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,3,0,0,4,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,7,0,0,0,3,0,3,0,7,0,16,0,0,0,0,5,0,0,3,0,11,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,11,0,19,15,6,0,0,0,0,0,66,0,86,0,0,0,0,0,0,0,16,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,14,17,5,5,6,15,7,123,10,201,0,0,0,0,0,0,0,0,0,0
LGA52870,0,0,0,0,0,0,0,0,0,0,3,28,21,12,13,14,3,12,6,111,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,8,0,3,0,0,7,3,0,9,0,18,0,0,0,0,9,9,0,9,0,26,0,0,0,0,0,4,0,12,0,24,0,0,0,0,0,7,0,6,0,13,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,9,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,3,13,23,20,8,49,0,140,0,0,0,0,0,0,0,0,0,3
LGA52940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,5,4,4,0,24,0,0,0,0,0,0,0,0,0,3
LGA53010,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,3,4,0,16,0,0,0,0,0,0,0,0,0,0
LGA53080,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,11,0,11,0,4,0,0,0,3,0,17,4,30,8,3,0,0,4,0,0,43,0,58,0,0,0,0,0,0,0,11,0,17,3,0,0,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,3,15,6,4,0,6,3,9,94,0,143,0,0,0,0,0,0,0,0,0,0
LGA53150,0,0,0,0,0,0,0,0,0,4,0,45,12,14,19,19,6,18,3,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,5,5,0,0,0,26,0,0,0,0,0,0,0,0,0,0
LGA53220,0,0,0,0,0,0,0,0,6,5,14,36,26,11,27,14,11,37,8,184,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,5,7,5,0,0,0,0,0,9,0,20,0,3,0,0,4,0,5,6,0,27,5,0,4,4,6,4,11,26,4,50,20,8,8,7,10,9,15,95,4,178,37,5,10,0,14,12,10,159,7,259,72,26,13,5,22,13,25,320,11,511,115,20,10,0,16,18,35,512,13,741,381,65,50,12,57,52,76,1704,36,2444,92,16,12,0,17,11,32,472,14,669,70,8,3,0,4,14,13,229,8,353,6,0,0,0,3,0,5,20,15,51,822,173,124,34,157,133,217,3564,115,5343,0,0,0,0,0,0,0,0,0,7
LGA53290,0,0,0,0,0,0,0,0,7,11,29,144,79,41,82,68,17,35,12,514,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,3,5,0,0,0,0,0,0,8,0,8,0,0,0,0,3,0,0,13,0,9,3,0,0,0,0,0,0,15,0,4,8,0,0,6,0,6,0,20,0,0,3,5,12,6,0,4,0,25,0,4,7,3,14,10,5,11,0,54,8,0,5,4,7,21,8,30,4,92,9,11,0,0,13,19,19,29,0,94,6,0,0,0,9,15,18,50,0,94,3,0,6,0,6,17,13,26,0,66,7,0,4,0,5,32,10,48,0,126,0,0,0,0,3,3,0,3,0,13,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,8,46,53,30,17,71,131,70,210,13,636,0,5,0,0,0,0,0,0,0,12
LGA53360,0,0,0,0,0,0,0,0,0,0,4,41,13,10,20,26,3,4,6,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,8,5,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,3,0,7,0,0,0,0,4,0,0,7,0,13,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,3,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,6,6,9,3,12,11,9,31,0,76,0,0,0,0,0,0,0,0,0,0
LGA53430,0,8,0,0,0,0,0,0,4,14,82,740,377,182,311,226,60,114,19,2108,0,4,0,0,0,0,0,0,0,6,0,12,6,6,0,0,0,0,0,20,5,29,3,0,0,0,0,0,0,40,5,20,5,0,3,0,0,0,0,35,0,24,10,5,3,0,0,0,5,43,8,22,31,10,4,0,0,0,0,84,3,6,21,9,24,17,0,11,0,92,8,11,16,15,69,40,6,8,0,183,6,11,9,9,62,88,28,25,3,240,17,6,3,11,37,55,26,54,0,216,12,7,7,5,23,36,32,48,0,167,12,3,0,3,20,19,19,58,0,127,21,6,3,8,29,34,20,54,3,175,0,0,0,0,0,4,4,4,0,11,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,8,0,0,3,14,93,149,127,80,272,307,140,267,22,1463,0,8,0,0,0,3,0,0,0,16
LGA53570,0,0,0,0,0,0,0,0,0,4,5,27,17,3,5,4,3,9,3,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,6,0,0,0,4,0,0,0,0,0,13,0,0,0,0,0,7,0,11,0,22,0,0,0,0,4,12,0,10,0,34,0,0,0,0,5,9,0,12,0,30,3,0,0,4,3,0,6,3,0,21,3,0,0,0,0,0,0,5,0,15,3,6,3,0,0,0,3,29,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,13,16,9,20,35,16,73,5,202,3,0,4,0,0,0,0,0,0,12
LGA53640,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,4,3,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,4,0,5,0,7,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,16,4,28,0,67,0,0,0,0,0,0,0,0,0,0
LGA53710,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,3,0,25,0,6,0,0,0,0,0,0,0,3
LGA53780,0,9,0,0,4,0,0,8,0,22,103,952,565,219,412,298,79,153,30,2815,4,0,0,0,0,5,0,0,0,11,3,34,6,0,0,0,0,0,0,43,0,46,7,3,5,0,0,0,0,63,0,36,9,3,5,3,0,3,0,59,0,28,26,3,3,3,0,3,4,71,4,21,48,17,8,9,0,9,3,121,0,11,42,28,60,39,8,12,3,200,8,12,35,25,114,103,17,28,9,366,11,13,21,29,146,136,46,75,5,491,9,4,6,11,75,116,46,83,10,360,8,5,3,5,36,54,47,86,4,251,8,3,3,0,13,16,26,67,0,137,12,0,0,7,10,22,11,83,6,150,4,0,0,0,0,0,0,12,0,17,0,0,0,0,0,0,0,11,3,17,0,0,0,0,0,0,4,8,4,17,78,210,217,137,475,523,208,479,50,2375,0,16,3,4,3,3,0,3,0,33
LGA53800,0,4,5,0,0,0,0,0,0,10,53,520,285,159,277,169,68,79,13,1630,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,18,0,17,0,0,0,0,0,0,0,19,5,15,6,0,0,0,0,0,0,25,0,6,9,0,0,0,0,3,0,32,4,10,19,0,4,3,0,4,0,48,5,10,23,12,20,12,4,5,3,97,4,13,13,15,27,37,13,19,0,141,7,10,17,6,33,43,27,37,0,177,7,3,12,5,9,35,21,53,3,150,11,0,10,0,15,18,24,56,0,138,15,4,6,3,17,23,28,66,0,149,23,10,0,0,11,22,28,142,0,237,5,0,0,0,0,14,5,27,5,50,0,0,0,0,0,4,0,4,0,19,4,0,0,0,0,0,0,0,4,11,75,111,109,62,142,220,144,420,19,1306,0,8,0,0,0,0,0,0,0,16
LGA53920,0,0,0,0,0,0,0,0,0,0,0,12,6,7,3,3,8,7,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,4,0,8,3,0,0,0,0,0,4,9,0,19,8,0,0,0,0,0,0,16,0,31,0,0,0,0,0,0,0,11,0,9,3,0,0,0,0,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,21,3,0,0,8,3,6,62,5,116,0,0,0,0,0,0,0,0,0,0
LGA53990,0,0,0,0,0,0,0,0,0,0,17,194,100,64,74,51,11,20,5,544,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,5,0,3,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,3,0,0,0,16,0,7,3,0,5,0,4,3,0,20,3,0,3,3,20,16,16,3,3,73,5,3,3,8,32,27,12,21,0,109,6,0,4,0,14,30,10,40,4,108,4,0,0,0,16,33,11,40,0,109,8,0,4,0,5,21,9,47,0,91,12,0,0,0,13,38,19,79,0,163,3,0,0,0,0,4,0,12,0,21,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,4,46,37,29,18,107,172,78,248,12,748,5,6,0,0,0,0,0,0,0,14
LGA54060,0,0,0,0,0,0,0,0,0,0,9,43,16,7,14,10,0,7,4,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,7,3,4,3,9,14,0,55,0,0,0,0,0,0,0,0,0,3
LGA54130,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,10,3,15,0,47,0,0,0,0,0,0,0,0,0,0
LGA54170,0,12,6,4,4,0,0,3,13,54,192,2978,1457,504,724,432,157,194,57,6703,0,7,4,0,0,0,0,0,0,11,6,64,0,0,0,0,0,0,0,68,3,56,10,0,0,0,0,0,0,68,3,34,12,5,0,0,0,0,0,49,0,16,20,0,9,0,0,0,0,43,0,22,25,14,7,5,0,0,5,78,3,18,21,18,20,10,0,0,3,101,4,15,26,23,54,34,4,13,4,163,7,0,14,15,74,44,10,10,9,191,9,0,0,12,40,30,16,13,4,125,6,3,0,9,30,32,14,15,0,110,4,4,0,5,5,7,4,7,0,39,5,5,5,4,12,8,0,17,0,48,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,11,46,241,134,95,242,174,58,98,28,1118,3,27,5,0,4,0,0,0,3,36
LGA54200,0,0,0,0,4,0,0,0,8,6,58,441,241,89,159,137,61,84,13,1280,4,0,0,0,3,0,0,0,3,13,0,18,0,0,0,0,0,0,0,22,3,26,6,0,0,0,0,0,0,35,0,12,4,0,0,0,0,0,0,19,0,7,11,0,0,0,0,0,0,28,5,18,33,10,12,0,8,0,7,75,0,10,19,15,24,25,0,0,0,111,6,20,18,25,104,87,26,24,4,303,11,16,12,22,99,167,73,79,7,477,9,14,3,11,67,103,59,69,9,343,4,7,5,5,18,57,36,102,0,241,5,5,0,0,15,23,29,88,0,168,12,9,6,3,8,17,10,114,3,180,0,0,0,0,0,3,0,20,0,25,0,0,0,0,0,0,0,11,0,14,0,0,3,0,3,3,0,3,4,24,59,164,118,99,346,484,248,518,40,2075,0,8,0,0,0,0,0,0,0,20
