POW_LGA_CODE_2021,Mng_NNI_A_15_19,Mng_NNI_A_20_24,Mng_NNI_A_25_34,Mng_NNI_A_35_44,Mng_NNI_A_45_54,Mng_NNI_A_55_64,Mng_NNI_A_65_74,Mng_NNI_A_75ov,Mng_NNI_Tot,Mng_1_149_A_15_19,Mng_1_149_A_20_24,Mng_1_149_A_25_34,Mng_1_149_A_35_44,Mng_1_149_A_45_54,Mng_1_149_A_55_64,Mng_1_149_A_65_74,Mng_1_149_A_75ov,Mng_1_149_Tot,Mng_150_299_A_15_19,Mng_150_299_A_20_24,Mng_150_299_A_25_34,Mng_150_299_A_35_44,Mng_150_299_A_45_54,Mng_150_299_A_55_64,Mng_150_299_A_65_74,Mng_150_299_A_75ov,Mng_150_299_Tot,Mng_300_399_A_15_19,Mng_300_399_A_20_24,Mng_300_399_A_25_34,Mng_300_399_A_35_44,Mng_300_399_A_45_54,Mng_300_399_A_55_64,Mng_300_399_A_65_74,Mng_300_399_A_75ov,Mng_300_399_Tot,Mng_400_499_A_15_19,Mng_400_499_A_20_24,Mng_400_499_A_25_34,Mng_400_499_A_35_44,Mng_400_499_A_45_54,Mng_400_499_A_55_64,Mng_400_499_A_65_74,Mng_400_499_A_75ov,Mng_400_499_Tot,Mng_500_649_A_15_19,Mng_500_649_A_20_24,Mng_500_649_A_25_34,Mng_500_649_A_35_44,Mng_500_649_A_45_54,Mng_500_649_A_55_64,Mng_500_649_A_65_74,Mng_500_649_A_75ov,Mng_500_649_Tot,Mng_650_799_A_15_19,Mng_650_799_A_20_24,Mng_650_799_A_25_34,Mng_650_799_A_35_44,Mng_650_799_A_45_54,Mng_650_799_A_55_64,Mng_650_799_A_65_74,Mng_650_799_A_75ov,Mng_650_799_Tot,Mng_800_999_A_15_19,Mng_800_999_A_20_24,Mng_800_999_A_25_34,Mng_800_999_A_35_44,Mng_800_999_A_45_54,Mng_800_999_A_55_64,Mng_800_999_A_65_74,Mng_800_999_A_75ov,Mng_800_999_Tot,Mng_1000_1249_A_15_19,Mng_1000_1249_A_20_24,Mng_1000_1249_A_25_34,Mng_1000_1249_A_35_44,Mng_1000_1249_A_45_54,Mng_1000_1249_A_55_64,Mng_1000_1249_A_65_74,Mng_1000_1249_A_75ov,Mng_1000_1249_Tot,Mng_1250_1499_A_15_19,Mng_1250_1499_A_20_24,Mng_1250_1499_A_25_34,Mng_1250_1499_A_35_44,Mng_1250_1499_A_45_54,Mng_1250_1499_A_55_64,Mng_1250_1499_A_65_74,Mng_1250_1499_A_75ov,Mng_1250_1499_Tot,Mng_1500_1749_A_15_19,Mng_1500_1749_A_20_24,Mng_1500_1749_A_25_34,Mng_1500_1749_A_35_44,Mng_1500_1749_A_45_54,Mng_1500_1749_A_55_64,Mng_1500_1749_A_65_74,Mng_1500_1749_A_75ov,Mng_1500_1749_Tot,Mng_1750_1999_A_15_19,Mng_1750_1999_A_20_24,Mng_1750_1999_A_25_34,Mng_1750_1999_A_35_44,Mng_1750_1999_A_45_54,Mng_1750_1999_A_55_64,Mng_1750_1999_A_65_74,Mng_1750_1999_A_75ov,Mng_1750_1999_Tot,Mng_2000_2999_A_15_19,Mng_2000_2999_A_20_24,Mng_2000_2999_A_25_34,Mng_2000_2999_A_35_44,Mng_2000_2999_A_45_54,Mng_2000_2999_A_55_64,Mng_2000_2999_A_65_74,Mng_2000_2999_A_75ov,Mng_2000_2999_Tot,Mng_3000_3499_A_15_19,Mng_3000_3499_A_20_24,Mng_3000_3499_A_25_34,Mng_3000_3499_A_35_44,Mng_3000_3499_A_45_54,Mng_3000_3499_A_55_64,Mng_3000_3499_A_65_74,Mng_3000_3499_A_75ov,Mng_3000_3499_Tot,Mng_3500mo_A_15_19,Mng_3500mo_A_20_24,Mng_3500mo_A_25_34,Mng_3500mo_A_35_44,Mng_3500mo_A_45_54,Mng_3500mo_A_55_64,Mng_3500mo_A_65_74,Mng_3500mo_A_75ov,Mng_3500mo_Tot,Mng_PINS_A_15_19,Mng_PINS_A_20_24,Mng_PINS_A_25_34,Mng_PINS_A_35_44,Mng_PINS_A_45_54,Mng_PINS_A_55_64,Mng_PINS_A_65_74,Mng_PINS_A_75ov,Mng_PINS_Tot,Mng_Tot_A_15_19,Mng_Tot_A_20_24,Mng_Tot_A_25_34,Mng_Tot_A_35_44,Mng_Tot_A_45_54,Mng_Tot_A_55_64,Mng_Tot_A_65_74,Mng_Tot_A_75ov,Mng_Tot_Tot,Pro_NNI_A_15_19,Pro_NNI_A_20_24,Pro_NNI_A_25_34,Pro_NNI_A_35_44,Pro_NNI_A_45_54,Pro_NNI_A_55_64,Pro_NNI_A_65_74,Pro_NNI_A_75ov,Pro_NNI_Tot,Pro_1_149_A_15_19,Pro_1_149_A_20_24,Pro_1_149_A_25_34,Pro_1_149_A_35_44,Pro_1_149_A_45_54,Pro_1_149_A_55_64,Pro_1_149_A_65_74,Pro_1_149_A_75ov,Pro_1_149_Tot,Pro_150_299_A_15_19,Pro_150_299_A_20_24,Pro_150_299_A_25_34,Pro_150_299_A_35_44,Pro_150_299_A_45_54,Pro_150_299_A_55_64,Pro_150_299_A_65_74,Pro_150_299_A_75ov,Pro_150_299_Tot,Pro_300_399_A_15_19,Pro_300_399_A_20_24,Pro_300_399_A_25_34,Pro_300_399_A_35_44,Pro_300_399_A_45_54,Pro_300_399_A_55_64,Pro_300_399_A_65_74,Pro_300_399_A_75ov,Pro_300_399_Tot,Pro_400_499_A_15_19,Pro_400_499_A_20_24,Pro_400_499_A_25_34,Pro_400_499_A_35_44,Pro_400_499_A_45_54,Pro_400_499_A_55_64,Pro_400_499_A_65_74,Pro_400_499_A_75ov,Pro_400_499_Tot,Pro_500_649_A_15_19,Pro_500_649_A_20_24
LGA57210,0,0,0,0,10,5,0,3,20,0,0,0,0,0,4,3,0,13,0,0,0,0,0,3,6,5,19,0,0,8,3,3,7,6,0,27,0,0,0,3,6,8,4,0,26,0,0,3,3,10,8,11,3,38,0,0,0,9,4,0,4,8,32,0,3,4,6,13,11,20,4,63,0,0,12,11,9,16,11,0,60,0,0,4,10,12,4,14,3,46,0,0,5,7,8,8,9,0,35,0,0,3,11,14,11,3,5,45,0,0,0,9,17,26,12,0,60,0,0,3,5,4,3,0,0,22,0,0,7,4,6,10,5,0,34,0,0,0,0,3,5,0,3,12,0,6,57,78,122,135,112,40,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
LGA57280,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,4,0,4,0,0,10,0,0,0,3,5,0,0,0,13,0,0,7,3,0,3,0,0,20,0,4,8,8,4,6,0,0,29,0,4,10,21,9,3,4,0,48,0,0,22,14,8,8,0,0,66,0,5,23,19,18,11,0,0,67,0,0,21,22,18,16,4,0,80,0,0,40,58,64,42,5,0,210,0,0,20,32,26,25,0,0,109,0,0,32,93,72,44,8,0,249,0,0,0,5,0,0,0,0,10,6,17,182,281,235,168,25,4,912,0,0,3,0,0,0,0,0,7,0,0,5,6,0,0,0,0,5,3,0,9,0,0,3,0,0,17,0,0,0,3,0,0,0,0,10,0,5,0,0,0,0,0,0,9,0,0
LGA57350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,6,0,0,3,0,0,0,0,0,11,0,0,3,0,0,3,3,4,13,0,0,0,0,0,5,3,0,10,0,0,0,0,5,0,0,0,8,0,0,0,0,4,6,0,4,11,0,0,0,0,0,5,3,0,6,0,0,0,0,5,3,0,0,10,0,0,0,0,0,0,0,0,3,0,0,14,20,29,31,15,11,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57420,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6,0,3,8,0,0,12,0,0,0,0,0,3,4,0,12,0,0,0,0,0,3,0,0,4,0,0,0,5,3,3,4,0,15,0,0,3,3,7,7,3,0,32,0,0,6,5,5,0,0,0,19,0,0,0,6,0,0,0,0,20,0,0,5,0,3,0,0,4,16,0,0,7,5,12,9,0,0,38,0,0,0,9,6,3,0,0,13,0,0,0,17,13,3,0,0,42,0,0,0,0,0,3,0,0,4,0,3,39,57,56,63,15,10,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0
LGA57490,0,0,4,5,8,7,0,0,28,9,0,10,5,4,6,0,0,27,7,3,4,7,5,9,4,0,38,0,3,4,8,13,11,11,0,44,0,6,6,11,8,14,3,0,61,5,8,21,35,27,14,3,3,123,7,18,38,39,42,24,4,0,165,6,50,84,67,46,41,10,0,298,7,45,108,105,98,57,11,5,435,0,15,88,91,71,64,13,0,351,0,6,77,74,92,70,15,0,333,0,8,78,78,83,55,13,0,310,0,10,113,254,223,148,19,0,771,0,6,30,64,56,37,7,0,193,0,0,20,69,87,67,8,0,255,0,4,3,5,6,7,3,0,30,37,184,693,917,885,617,129,13,3484,0,6,9,5,9,0,0,0,25,32,4,12,20,12,5,0,0,86,13,7,30,21,11,3,4,0,87,3,15,21,28,21,13,3,0,108,3,12,24,29,6,17,6,0,96,0,6
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,0,0,5,0,0,9,0,0,20,4,0,0,0,5,9,0,0,15,3,0,0,0,0,6,0,0,19,0,0,0,0,3,7,0,0,22,0,3,0,6,3,6,0,5,23,0,8,6,9,0,9,5,0,41,4,6,9,7,11,5,6,0,50,0,3,17,14,23,13,6,4,79,0,17,22,20,24,19,15,4,118,0,0,11,20,16,10,0,0,61,0,0,19,21,28,13,8,0,83,0,0,4,15,16,4,0,0,42,0,0,14,37,27,20,8,0,106,0,0,0,12,6,12,4,0,33,0,0,5,6,19,14,3,0,41,0,0,0,0,0,0,0,0,8,10,33,116,173,194,153,55,22,766,0,0,0,0,0,0,0,0,4,5,5,0,6,0,0,0,0,17,0,0,6,4,0,0,0,0,21,0,5,4,8,4,0,0,0,21,0,4,7,5,5,0,3,0,18,3,10
LGA57770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,7,0,0,3,4,0,4,0,0,9,0,0,0,3,3,0,0,0,10,0,0,0,0,3,5,0,0,9,0,0,0,0,0,0,0,0,4,0,0,0,9,6,6,0,0,9,0,0,0,0,0,3,3,0,4,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,9,16,17,21,5,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
LGA57840,0,0,0,0,0,4,4,0,14,3,0,0,0,0,4,0,0,9,0,3,0,4,0,0,8,0,20,6,6,3,3,4,0,0,0,24,0,6,3,5,10,8,4,0,31,0,10,13,16,3,0,4,0,42,0,12,15,14,7,5,0,0,54,0,8,29,30,13,15,6,3,99,0,8,39,27,34,17,10,0,137,0,3,31,42,26,26,7,0,137,0,0,37,50,44,33,6,0,169,0,0,24,36,46,29,6,7,144,0,0,45,107,115,81,29,4,382,0,0,0,28,58,33,6,0,137,0,0,15,63,88,65,25,5,261,0,0,0,0,0,0,0,0,5,11,56,254,421,457,330,116,20,1654,3,0,7,9,0,4,4,0,24,12,15,5,5,3,4,4,0,53,4,8,8,13,7,11,7,0,63,5,12,9,14,12,13,7,3,67,3,9,16,23,9,11,8,3,83,0,12
LGA57910,0,0,6,20,19,9,4,4,67,5,0,3,3,6,6,3,0,31,7,10,14,22,15,11,9,0,88,3,11,15,32,23,13,8,0,110,3,14,26,24,15,18,8,3,120,6,25,41,39,37,40,15,4,205,6,43,73,76,74,61,29,5,366,3,96,189,143,132,95,45,13,707,7,88,338,232,208,160,60,12,1090,0,41,302,291,211,143,44,4,1040,0,13,267,302,301,245,58,0,1189,0,5,156,305,252,160,38,3,922,0,10,307,763,794,478,108,11,2468,0,0,59,221,258,152,28,3,724,0,0,64,366,522,322,92,22,1381,0,3,8,13,16,19,5,0,66,36,353,1868,2873,2887,1925,552,77,10567,5,4,25,22,15,8,0,0,76,38,42,18,29,26,15,9,0,175,31,59,44,53,41,22,19,9,283,7,51,72,72,37,29,31,8,315,4,45,77,79,47,52,29,11,341,7,62
LGA57980,0,0,0,3,8,0,0,0,19,3,0,0,0,0,0,0,0,10,0,0,0,3,6,3,0,0,11,0,0,7,3,0,0,0,0,10,0,7,8,4,3,5,0,0,29,0,4,7,16,14,6,5,0,57,3,12,14,25,10,5,6,0,72,3,6,26,38,12,14,18,5,112,0,19,64,32,24,27,9,0,175,0,14,69,37,33,23,12,0,190,0,0,69,65,49,36,9,3,232,0,0,40,55,41,32,9,0,185,0,0,93,179,208,98,25,3,596,0,0,28,83,75,32,12,0,236,0,0,37,187,283,162,41,8,719,0,0,4,3,3,5,0,0,15,8,58,459,741,774,457,139,18,2673,0,0,7,9,0,3,0,0,20,14,13,4,0,0,0,0,0,44,6,20,12,10,6,6,5,0,69,0,23,14,14,8,10,6,4,80,5,22,12,16,16,12,7,3,99,0,37
LGA58050,0,0,5,12,20,26,10,0,72,8,0,3,6,10,5,5,0,48,5,6,15,9,14,21,3,4,76,10,6,16,18,19,16,15,6,99,0,14,19,22,18,19,15,7,115,3,22,37,32,45,32,22,7,209,9,37,68,67,59,53,32,9,325,11,53,145,115,108,73,30,4,542,0,67,232,200,160,132,53,16,861,0,22,190,190,176,135,35,3,764,0,7,167,191,231,174,42,7,825,0,3,104,176,187,144,22,3,639,0,5,173,456,512,369,58,7,1581,0,0,37,125,173,117,27,3,479,0,0,44,191,269,159,53,11,733,0,0,10,6,13,13,3,6,46,51,245,1260,1820,2013,1495,430,89,7407,0,8,5,4,3,6,4,0,34,28,18,18,22,4,9,3,6,106,13,14,29,28,14,18,12,0,128,0,30,43,39,13,14,14,4,152,4,17,46,40,23,23,11,6,168,6,21
LGA58190,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,0,3,0,3,0,6,0,0,3,0,3,3,0,0,13,0,0,3,0,0,0,0,0,7,0,0,0,0,4,0,0,0,4,0,0,4,0,8,0,0,0,5,0,0,3,0,3,3,0,4,13,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,4,0,11,3,23,20,10,4,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,3,0,9,0,0,0,4,3,0,0,0,6,0,0,4,4,0,0,0,0,8,0,0,0,5,0,0,0,0,4,0,0,0,4,5,4,0,0,17,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,3,8,21,17,17,8,4,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA58330,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,0,10,0,0,0,0,8,5,0,0,16,0,0,0,0,0,3,6,4,17,0,0,0,4,6,0,0,6,12,0,0,4,0,6,7,0,0,20,0,3,0,0,3,3,0,0,15,0,0,0,0,8,3,0,0,12,0,0,0,0,0,0,0,0,5,0,0,5,3,6,8,0,0,21,0,0,0,3,0,0,0,0,5,0,0,0,0,0,7,0,0,13,0,0,0,0,0,0,6,4,8,4,3,10,27,39,52,34,11,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0
LGA58400,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,10,12,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58470,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58510,0,0,4,6,3,4,0,0,18,6,4,5,4,4,0,0,0,20,10,7,8,3,3,3,10,0,42,0,5,10,7,8,4,5,0,41,4,14,8,11,9,6,7,5,57,3,10,24,25,20,13,5,0,92,0,18,36,33,21,16,3,0,118,0,28,68,40,27,38,8,3,212,0,32,126,108,53,32,19,0,366,0,17,116,91,57,44,18,4,346,0,8,108,129,89,51,10,0,398,0,3,63,116,102,56,23,0,356,0,0,127,291,266,164,35,0,886,0,0,19,96,95,45,10,0,267,0,0,23,142,219,147,26,5,564,0,0,3,5,6,4,0,0,22,26,142,739,1098,975,632,176,22,3809,0,5,3,4,3,0,0,0,18,14,26,17,11,9,0,0,0,76,11,37,29,22,8,11,10,0,127,5,22,25,21,13,15,9,0,101,3,19,36,25,19,25,3,6,135,5,46
LGA58540,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,3,5,12,0,0,0,0,0,3,0,0,5,0,0,0,0,7,3,0,0,9,0,0,3,0,0,6,4,0,9,0,0,0,0,9,6,0,0,17,0,0,3,3,5,8,0,0,14,0,3,3,5,3,6,0,0,19,0,0,0,0,0,10,0,0,11,0,0,0,3,10,10,8,0,26,0,0,0,0,0,10,0,0,8,0,0,0,3,3,0,0,0,13,0,0,0,0,0,0,4,0,4,0,4,14,25,40,54,22,14,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58570,0,0,9,6,10,0,3,0,19,0,0,0,3,4,4,0,0,14,3,7,5,4,4,3,0,0,25,0,5,7,9,4,8,0,0,31,0,8,10,7,6,6,0,0,44,0,13,25,10,10,18,8,0,88,0,9,25,31,16,17,7,0,111,0,31,69,51,31,36,10,4,226,0,28,106,97,53,27,15,5,333,0,13,109,77,55,31,10,0,291,0,6,88,107,77,42,12,0,342,0,0,72,104,65,52,16,0,314,0,0,128,333,257,156,38,3,922,0,0,19,78,117,63,16,0,295,0,0,24,139,164,126,29,5,490,0,0,3,0,0,0,0,0,11,9,119,709,1062,875,598,164,24,3555,0,0,3,6,4,0,0,0,17,10,5,3,4,7,3,0,0,43,4,6,13,19,11,9,9,0,64,3,14,27,20,15,5,7,0,97,0,13,29,22,9,15,7,3,106,0,30
LGA58610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,7,0,0,0,0,6,3,3,0,10,0,0,0,3,3,0,4,0,11,0,0,9,9,9,5,0,0,21,0,0,4,4,4,5,5,0,23,0,0,6,0,0,9,0,0,13,0,0,0,3,5,9,6,0,17,0,0,0,8,8,4,0,3,23,0,0,0,3,0,3,0,0,8,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,33,39,37,27,3,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,6,0,0,3,0,0,3,0,0,8,0,0,0,0,0,3,0,0,9,0,0,0,3,0,7,0,0,12,0,0,0,0,0,0,0,6,4,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,3,0,15,20,22,12,9,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA58760,0,0,7,21,19,15,9,0,70,12,0,9,12,8,7,3,3,54,11,0,8,14,19,14,8,5,79,4,4,21,23,26,28,9,0,106,4,3,13,25,21,24,12,0,108,9,30,34,58,34,40,28,4,233,10,29,61,73,64,66,22,0,323,8,46,123,104,98,93,20,0,485,3,46,194,173,147,99,36,9,702,0,19,176,185,161,108,26,0,677,0,8,130,199,178,112,38,3,666,0,9,99,167,166,108,30,9,576,0,0,148,347,357,258,30,3,1141,0,0,31,111,109,78,18,0,342,0,0,36,121,202,139,29,8,539,0,0,6,9,14,13,5,0,54,60,200,1099,1640,1629,1180,312,37,6163,5,5,4,13,3,3,0,0,34,34,12,17,29,8,6,4,3,110,11,24,30,33,29,15,7,3,144,0,30,34,38,18,13,4,0,148,0,19,26,37,17,15,17,3,136,4,30
LGA58820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,0,0,0,4,3,0,4,14,0,0,0,4,5,3,3,0,10,0,0,0,5,0,0,0,0,13,0,0,3,5,6,0,4,0,24,0,0,5,9,4,3,5,0,23,0,0,3,6,9,0,0,0,18,0,0,0,0,4,0,3,0,10,0,0,3,12,10,4,0,0,39,0,0,0,4,9,8,0,0,15,0,0,3,7,21,9,0,0,45,0,0,0,0,0,0,0,0,0,0,3,17,42,73,40,22,16,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
LGA58890,0,0,0,0,5,6,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,3,0,5,0,0,0,0,0,5,0,0,7,0,0,3,0,6,5,3,0,14,0,0,0,0,4,0,0,0,10,0,0,0,3,5,0,0,0,14,0,5,0,6,3,10,8,0,32,0,0,0,0,0,3,0,0,11,0,0,3,3,12,0,4,5,29,0,0,0,0,3,5,0,0,14,0,0,0,0,5,4,5,5,20,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,6,0,11,0,0,0,0,0,0,0,0,4,4,5,13,17,58,50,38,14,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
LGA59030,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,4,4,0,0,6,0,0,0,0,7,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,11,22,17,9,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,8,0,0,3,5,4,5,3,0,18,0,6,5,3,3,5,0,0,23,0,0,3,0,0,3,0,0,12,0,0,0,6,3,0,0,0,15,0,0,0,4,3,10,0,0,10,0,0,0,0,5,5,3,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,11,0,0,0,0,0,0,0,0,4,0,4,24,23,24,44,19,13,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
