POW_LGA_CODE_2021,Mng_NNI_A_15_19,Mng_NNI_A_20_24,Mng_NNI_A_25_34,Mng_NNI_A_35_44,Mng_NNI_A_45_54,Mng_NNI_A_55_64,Mng_NNI_A_65_74,Mng_NNI_A_75ov,Mng_NNI_Tot,Mng_1_149_A_15_19,Mng_1_149_A_20_24,Mng_1_149_A_25_34,Mng_1_149_A_35_44,Mng_1_149_A_45_54,Mng_1_149_A_55_64,Mng_1_149_A_65_74,Mng_1_149_A_75ov,Mng_1_149_Tot,Mng_150_299_A_15_19,Mng_150_299_A_20_24,Mng_150_299_A_25_34,Mng_150_299_A_35_44,Mng_150_299_A_45_54,Mng_150_299_A_55_64,Mng_150_299_A_65_74,Mng_150_299_A_75ov,Mng_150_299_Tot,Mng_300_399_A_15_19,Mng_300_399_A_20_24,Mng_300_399_A_25_34,Mng_300_399_A_35_44,Mng_300_399_A_45_54,Mng_300_399_A_55_64,Mng_300_399_A_65_74,Mng_300_399_A_75ov,Mng_300_399_Tot,Mng_400_499_A_15_19,Mng_400_499_A_20_24,Mng_400_499_A_25_34,Mng_400_499_A_35_44,Mng_400_499_A_45_54,Mng_400_499_A_55_64,Mng_400_499_A_65_74,Mng_400_499_A_75ov,Mng_400_499_Tot,Mng_500_649_A_15_19,Mng_500_649_A_20_24,Mng_500_649_A_25_34,Mng_500_649_A_35_44,Mng_500_649_A_45_54,Mng_500_649_A_55_64,Mng_500_649_A_65_74,Mng_500_649_A_75ov,Mng_500_649_Tot,Mng_650_799_A_15_19,Mng_650_799_A_20_24,Mng_650_799_A_25_34,Mng_650_799_A_35_44,Mng_650_799_A_45_54,Mng_650_799_A_55_64,Mng_650_799_A_65_74,Mng_650_799_A_75ov,Mng_650_799_Tot,Mng_800_999_A_15_19,Mng_800_999_A_20_24,Mng_800_999_A_25_34,Mng_800_999_A_35_44,Mng_800_999_A_45_54,Mng_800_999_A_55_64,Mng_800_999_A_65_74,Mng_800_999_A_75ov,Mng_800_999_Tot,Mng_1000_1249_A_15_19,Mng_1000_1249_A_20_24,Mng_1000_1249_A_25_34,Mng_1000_1249_A_35_44,Mng_1000_1249_A_45_54,Mng_1000_1249_A_55_64,Mng_1000_1249_A_65_74,Mng_1000_1249_A_75ov,Mng_1000_1249_Tot,Mng_1250_1499_A_15_19,Mng_1250_1499_A_20_24,Mng_1250_1499_A_25_34,Mng_1250_1499_A_35_44,Mng_1250_1499_A_45_54,Mng_1250_1499_A_55_64,Mng_1250_1499_A_65_74,Mng_1250_1499_A_75ov,Mng_1250_1499_Tot,Mng_1500_1749_A_15_19,Mng_1500_1749_A_20_24,Mng_1500_1749_A_25_34,Mng_1500_1749_A_35_44,Mng_1500_1749_A_45_54,Mng_1500_1749_A_55_64,Mng_1500_1749_A_65_74,Mng_1500_1749_A_75ov,Mng_1500_1749_Tot,Mng_1750_1999_A_15_19,Mng_1750_1999_A_20_24,Mng_1750_1999_A_25_34,Mng_1750_1999_A_35_44,Mng_1750_1999_A_45_54,Mng_1750_1999_A_55_64,Mng_1750_1999_A_65_74,Mng_1750_1999_A_75ov,Mng_1750_1999_Tot,Mng_2000_2999_A_15_19,Mng_2000_2999_A_20_24,Mng_2000_2999_A_25_34,Mng_2000_2999_A_35_44,Mng_2000_2999_A_45_54,Mng_2000_2999_A_55_64,Mng_2000_2999_A_65_74,Mng_2000_2999_A_75ov,Mng_2000_2999_Tot,Mng_3000_3499_A_15_19,Mng_3000_3499_A_20_24,Mng_3000_3499_A_25_34,Mng_3000_3499_A_35_44,Mng_3000_3499_A_45_54,Mng_3000_3499_A_55_64,Mng_3000_3499_A_65_74,Mng_3000_3499_A_75ov,Mng_3000_3499_Tot,Mng_3500mo_A_15_19,Mng_3500mo_A_20_24,Mng_3500mo_A_25_34,Mng_3500mo_A_35_44,Mng_3500mo_A_45_54,Mng_3500mo_A_55_64,Mng_3500mo_A_65_74,Mng_3500mo_A_75ov,Mng_3500mo_Tot,Mng_PINS_A_15_19,Mng_PINS_A_20_24,Mng_PINS_A_25_34,Mng_PINS_A_35_44,Mng_PINS_A_45_54,Mng_PINS_A_55_64,Mng_PINS_A_65_74,Mng_PINS_A_75ov,Mng_PINS_Tot,Mng_Tot_A_15_19,Mng_Tot_A_20_24,Mng_Tot_A_25_34,Mng_Tot_A_35_44,Mng_Tot_A_45_54,Mng_Tot_A_55_64,Mng_Tot_A_65_74,Mng_Tot_A_75ov,Mng_Tot_Tot,Pro_NNI_A_15_19,Pro_NNI_A_20_24,Pro_NNI_A_25_34,Pro_NNI_A_35_44,Pro_NNI_A_45_54,Pro_NNI_A_55_64,Pro_NNI_A_65_74,Pro_NNI_A_75ov,Pro_NNI_Tot,Pro_1_149_A_15_19,Pro_1_149_A_20_24,Pro_1_149_A_25_34,Pro_1_149_A_35_44,Pro_1_149_A_45_54,Pro_1_149_A_55_64,Pro_1_149_A_65_74,Pro_1_149_A_75ov,Pro_1_149_Tot,Pro_150_299_A_15_19,Pro_150_299_A_20_24,Pro_150_299_A_25_34,Pro_150_299_A_35_44,Pro_150_299_A_45_54,Pro_150_299_A_55_64,Pro_150_299_A_65_74,Pro_150_299_A_75ov,Pro_150_299_Tot,Pro_300_399_A_15_19,Pro_300_399_A_20_24,Pro_300_399_A_25_34,Pro_300_399_A_35_44,Pro_300_399_A_45_54,Pro_300_399_A_55_64,Pro_300_399_A_65_74,Pro_300_399_A_75ov,Pro_300_399_Tot,Pro_400_499_A_15_19,Pro_400_499_A_20_24,Pro_400_499_A_25_34,Pro_400_499_A_35_44,Pro_400_499_A_45_54,Pro_400_499_A_55_64,Pro_400_499_A_65_74,Pro_400_499_A_75ov,Pro_400_499_Tot,Pro_500_649_A_15_19,Pro_500_649_A_20_24
LGA53360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,4,0,7,0,0,9,0,0,0,0,0,3,3,0,7,0,0,3,6,0,0,0,0,21,0,3,3,14,12,0,3,0,40,0,0,4,10,8,0,0,0,26,0,0,4,9,11,3,0,0,29,0,0,5,6,7,7,0,0,18,0,0,4,12,14,8,6,0,45,0,0,0,0,7,7,0,0,11,0,0,0,5,4,9,0,0,21,0,0,0,4,0,0,0,0,5,0,3,37,67,62,53,18,3,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,4
LGA53430,0,0,5,8,5,9,0,0,28,0,4,0,0,0,0,0,0,10,3,4,0,3,5,0,3,0,28,3,4,5,14,6,10,9,0,43,0,8,3,9,14,14,9,0,61,5,14,21,23,16,27,11,3,122,0,16,30,40,31,26,9,0,149,0,24,62,64,35,44,21,5,250,0,29,123,99,65,53,14,4,389,0,10,96,96,62,67,12,7,346,0,6,87,114,92,60,17,0,371,0,0,61,85,88,64,25,3,333,0,0,91,256,280,200,39,0,865,0,0,19,71,105,95,19,0,304,0,0,20,103,177,120,17,6,449,0,0,0,3,10,3,0,0,14,14,123,618,992,980,785,207,30,3743,0,0,8,5,7,5,0,0,22,15,3,5,5,8,4,3,0,38,6,13,14,15,6,14,7,0,72,0,15,17,19,11,17,12,5,98,0,12,29,28,18,22,13,0,127,0,18
LGA53570,0,0,0,0,8,3,4,0,20,3,0,0,0,0,3,0,0,8,0,0,0,0,0,0,3,0,7,0,0,5,3,8,8,5,5,31,0,0,0,0,3,7,0,6,26,0,0,5,7,3,4,8,4,32,4,0,8,5,5,12,10,0,42,0,0,13,5,14,16,0,0,48,0,6,22,17,17,5,8,0,72,0,0,11,5,8,8,5,3,38,0,3,6,19,11,14,0,0,60,0,0,7,7,8,10,3,0,37,0,0,3,13,13,20,9,0,55,0,0,0,4,3,7,4,6,21,0,0,0,0,13,6,3,0,24,0,0,0,0,6,0,0,0,11,10,17,76,93,121,134,64,22,530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,4,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,3,0,0
LGA53640,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,0,0,9,0,0,0,0,9,3,8,0,19,0,0,0,0,6,0,5,0,8,0,0,4,0,0,6,0,0,4,0,0,6,11,4,3,6,0,29,0,0,11,4,3,4,9,0,26,0,0,9,3,4,0,3,0,25,0,0,0,0,12,6,0,5,18,0,0,0,3,11,7,6,0,30,0,0,3,0,6,0,0,0,10,0,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,40,33,56,40,32,10,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0
LGA53710,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,4,0,10,0,0,0,5,3,3,4,0,14,0,0,0,3,3,4,3,0,13,0,0,0,0,0,3,0,0,13,0,0,0,4,0,3,3,0,12,0,0,0,0,3,0,4,0,11,0,0,0,0,7,4,0,0,10,0,0,0,0,3,0,0,0,5,0,0,6,0,0,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,9,29,30,28,25,6,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53780,3,0,4,10,9,7,0,0,28,0,0,3,0,0,0,0,0,24,0,3,3,7,0,4,4,0,20,6,0,10,6,10,13,3,3,54,0,3,8,18,12,12,6,0,62,0,13,22,20,22,19,8,0,105,0,9,34,36,19,19,16,0,138,0,14,45,70,51,31,16,3,229,0,22,82,89,62,46,21,0,325,5,7,62,75,57,60,19,5,289,0,3,67,96,73,77,18,0,337,0,0,35,70,62,49,14,0,229,0,0,58,165,200,127,25,0,578,0,0,8,43,54,39,4,0,159,0,0,12,56,74,56,23,0,221,0,0,5,4,3,3,0,0,13,24,83,449,770,713,566,171,17,2799,0,0,5,3,0,0,0,0,16,20,14,17,7,3,7,5,6,77,7,9,9,20,5,9,3,0,70,4,7,16,20,5,10,9,0,72,0,14,19,18,15,13,10,4,100,3,11
LGA53800,0,0,0,3,0,4,0,4,19,4,0,0,0,0,4,5,0,16,0,0,0,3,0,8,0,0,14,0,0,0,0,3,8,8,0,21,0,3,0,3,9,8,9,0,34,4,4,3,3,6,14,11,0,52,0,0,14,20,20,20,16,5,91,0,14,29,23,35,21,14,0,139,0,17,49,46,49,48,17,4,224,0,3,29,47,52,30,9,5,171,0,9,35,62,52,33,10,3,194,0,0,29,35,53,40,11,0,170,0,0,39,101,136,95,26,0,403,0,0,0,30,43,36,4,4,117,0,0,0,33,45,39,11,5,125,0,0,0,0,0,0,3,4,15,14,56,239,410,493,411,151,38,1814,0,0,5,0,0,0,0,0,12,8,5,4,3,0,0,0,0,21,3,0,3,5,7,0,3,0,23,0,0,9,10,3,3,4,0,36,0,0,4,12,10,9,7,5,44,3,4
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,15,0,7,3,0,3,0,0,3,12,0,0,0,8,7,0,0,0,10,0,0,6,5,9,0,0,0,26,0,0,4,0,0,10,0,0,18,0,0,3,3,14,7,0,0,30,0,0,5,4,9,0,0,0,14,0,0,0,0,5,4,0,0,12,0,0,0,4,0,0,0,0,3,0,4,31,24,40,41,10,3,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,0,0,0,0,5,0,0,0,4,5,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0
LGA53990,0,0,0,0,7,6,4,0,12,4,0,0,5,3,3,5,3,19,0,0,0,3,6,0,5,0,17,3,0,6,4,5,0,6,6,32,0,0,0,3,4,8,5,3,23,0,5,0,4,10,10,9,5,49,0,4,3,8,4,8,3,0,46,0,4,12,14,12,10,6,3,60,0,8,27,25,12,20,10,0,103,0,0,16,11,12,13,12,0,69,0,0,10,16,26,8,13,6,81,0,0,7,18,20,22,3,0,79,0,0,6,40,39,31,6,4,134,0,0,4,13,10,14,8,4,48,0,0,0,23,30,23,14,3,92,0,0,0,0,0,3,4,3,13,10,26,95,201,209,196,116,41,889,0,0,5,0,0,0,0,0,13,0,0,5,0,0,0,0,0,15,0,0,0,9,3,7,0,0,22,0,0,3,8,0,8,6,0,26,0,0,6,6,3,7,0,0,30,0,0
LGA54060,0,0,0,0,0,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,4,0,10,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,12,0,0,0,0,7,8,5,3,9,0,0,0,0,3,5,0,0,7,0,0,0,0,0,7,0,0,13,0,0,3,3,9,6,0,0,16,0,0,0,4,9,8,4,0,14,0,0,0,4,4,3,3,0,18,0,0,0,4,10,5,3,0,29,0,0,0,0,0,6,0,0,4,0,0,0,6,4,5,3,0,16,0,0,0,0,0,0,0,0,0,0,3,5,28,53,48,32,7,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,0,0
LGA54130,0,0,4,7,0,7,11,0,21,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,11,0,0,4,3,0,5,3,0,18,0,3,0,11,4,6,3,0,24,0,0,5,11,3,8,3,0,33,0,0,0,3,7,9,4,0,23,0,0,0,6,7,3,0,0,26,0,0,3,0,3,0,0,0,10,0,0,3,11,10,12,0,0,36,0,0,0,4,3,9,4,0,17,0,0,0,0,5,4,3,0,10,0,0,0,0,0,4,0,0,11,0,8,32,62,61,57,30,4,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0
LGA54170,0,6,9,8,12,15,3,0,46,10,4,4,11,11,3,4,0,41,13,9,10,10,9,8,3,0,55,8,10,6,26,14,11,11,0,84,10,12,15,18,17,9,12,0,95,8,30,39,40,35,24,24,4,208,3,37,53,56,49,43,19,8,266,3,66,114,93,66,44,20,6,406,0,50,198,153,118,84,28,0,638,0,22,124,142,120,84,26,0,508,0,9,92,118,140,98,18,3,479,0,3,34,101,113,77,23,0,358,0,0,88,252,291,204,36,6,877,0,0,16,54,93,87,23,3,270,0,0,12,58,118,104,27,0,311,0,3,4,7,8,8,0,0,33,56,262,807,1148,1208,901,265,28,4680,0,0,8,5,6,16,0,0,42,27,14,13,18,22,14,0,0,116,19,29,30,38,20,19,7,0,170,5,21,40,51,40,30,22,5,224,7,22,45,54,41,49,23,5,239,4,21
LGA54200,0,0,0,3,0,10,4,0,16,3,0,0,4,0,4,0,0,19,0,0,3,0,5,6,5,3,24,0,0,3,15,4,7,8,0,42,0,0,5,8,10,13,11,0,51,0,4,9,14,11,7,3,0,60,0,7,17,17,27,9,18,5,100,0,8,20,26,25,23,13,3,115,0,10,44,45,48,27,17,0,193,0,3,38,46,34,39,16,0,166,0,0,40,41,37,38,11,0,170,0,0,28,37,40,33,8,0,147,0,0,45,139,140,83,24,0,427,0,0,13,40,37,40,8,0,134,0,0,8,42,76,58,21,4,210,0,0,0,3,4,6,0,0,17,11,36,270,476,500,404,169,19,1890,0,0,0,4,0,0,0,0,9,7,0,3,10,6,10,8,0,52,3,3,12,10,11,11,9,0,53,4,5,9,6,5,6,10,0,42,0,5,12,12,15,9,10,0,57,0,5
LGA54280,0,0,4,0,0,3,0,0,8,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,15,0,0,3,3,3,0,0,0,9,0,0,0,5,0,3,0,0,12,0,0,9,6,4,0,5,0,22,0,6,8,14,10,4,3,0,48,4,4,11,20,18,15,0,0,69,3,8,26,35,26,20,9,5,127,0,9,20,36,30,21,11,0,123,0,4,22,30,40,30,5,0,139,0,0,14,37,29,26,11,0,123,0,0,55,112,89,87,14,0,366,0,0,21,58,50,36,4,0,166,0,0,30,80,66,66,9,0,255,0,0,0,0,0,6,0,0,7,9,25,224,439,374,319,85,8,1477,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,0,0,10,0,0,3,6,0,3,4,0,26,0,5,8,9,4,0,0,3,22,0,0,6,0,3,7,3,0,28,0,6
LGA54310,0,0,3,0,0,0,0,0,9,3,0,0,3,3,0,0,0,10,0,0,0,4,0,0,0,0,4,0,0,0,4,4,0,0,0,9,0,0,0,3,0,0,3,0,7,0,0,4,5,5,0,0,0,15,0,0,7,3,7,6,0,0,21,0,3,12,11,8,6,0,0,45,0,9,22,24,19,8,0,0,85,0,3,18,25,15,7,0,0,72,0,8,29,31,19,19,3,0,103,0,0,24,29,35,17,5,0,112,0,3,47,128,107,69,11,0,372,0,0,13,42,45,21,0,0,131,0,0,43,138,119,49,4,0,360,0,0,0,7,0,4,0,0,6,6,34,232,448,375,209,36,0,1348,0,0,0,0,0,0,0,0,9,0,0,3,7,0,0,0,0,6,0,0,4,5,0,0,0,0,9,0,0,3,5,0,3,3,0,21,0,0,4,8,0,0,0,0,18,0,0
LGA54340,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,3,0,12,0,0,3,11,3,9,0,0,25,0,4,7,7,9,7,0,0,36,0,0,3,4,3,8,3,6,22,0,0,3,3,11,6,0,0,29,0,0,4,6,0,4,4,0,24,0,0,0,3,10,13,0,0,37,0,0,0,6,3,0,0,0,6,0,0,0,0,8,4,0,0,15,0,0,0,0,0,0,0,0,0,0,10,27,44,60,67,23,9,241,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,5,0,0
LGA54410,0,0,0,0,4,0,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,15,0,0,0,0,3,0,0,0,13,0,0,0,0,4,3,0,0,14,0,0,0,0,4,4,0,0,12,0,0,0,4,0,0,0,0,7,0,0,0,0,0,6,0,0,8,0,0,0,0,7,0,0,0,3,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,3,3,15,26,24,12,11,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54480,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,0,0,13,0,0,0,0,3,0,0,0,9,0,0,0,11,3,0,0,0,18,0,0,0,8,0,0,4,0,10,0,0,3,8,3,5,4,0,24,0,0,5,0,4,5,0,0,11,0,0,0,0,3,5,5,0,20,0,0,0,0,5,4,0,0,5,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,11,43,38,24,16,6,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54550,0,0,0,6,4,0,3,0,14,0,0,0,0,0,0,3,0,4,0,0,0,0,5,0,4,3,13,0,0,0,0,5,4,0,0,15,0,0,0,9,4,3,0,0,8,0,0,0,3,0,0,4,3,15,0,0,3,0,0,7,10,0,26,0,0,0,4,5,11,11,4,32,0,0,0,3,7,13,9,3,36,0,0,0,3,6,0,8,7,24,0,0,6,11,10,4,3,0,32,0,0,5,9,12,3,0,0,28,0,0,0,14,6,17,10,0,48,0,0,0,4,0,6,3,0,10,0,0,0,5,6,6,7,0,31,0,0,0,5,0,3,0,4,10,0,5,25,67,68,92,69,21,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54620,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,3,4,3,0,0,4,0,0,0,0,0,9,0,0,0,0,7,0,3,0,16,0,0,3,8,0,0,6,0,20,0,0,3,6,5,4,0,0,12,0,0,0,5,4,8,5,0,22,0,0,5,7,8,6,3,0,22,0,0,3,0,4,5,0,3,20,0,0,4,0,5,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,0,0,13,0,0,0,0,6,0,0,0,7,0,3,24,33,50,43,19,11,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54690,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,4,0,0,3,0,14,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,0,0,20,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,4,11,16,20,17,10,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA54760,0,0,6,0,4,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,5,3,13,0,0,0,0,0,4,0,0,9,0,0,5,0,3,0,3,3,19,0,0,4,8,3,7,5,0,27,0,0,4,9,5,3,0,0,16,0,0,0,3,4,4,4,0,18,0,0,0,6,3,3,0,0,19,0,0,0,10,4,8,0,0,28,0,0,0,0,0,3,4,0,11,0,0,0,0,4,3,0,0,10,0,0,0,0,0,6,0,0,6,0,0,19,39,44,51,27,12,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
LGA54830,0,0,0,3,4,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,3,4,0,0,0,0,13,0,0,0,5,4,0,0,0,13,0,4,3,4,8,0,0,0,27,4,3,7,8,4,4,7,0,29,0,0,14,5,10,13,0,0,51,0,9,31,17,28,15,6,0,91,0,13,31,26,21,20,9,0,127,0,3,30,36,33,22,4,0,126,0,0,16,49,38,18,12,0,134,0,0,21,34,40,21,3,0,126,0,0,52,123,133,100,25,0,435,0,0,17,48,61,39,10,0,185,0,0,14,113,157,89,18,0,394,0,0,0,0,6,0,0,0,8,8,34,245,487,549,347,95,13,1786,0,0,5,0,5,0,0,0,5,7,0,3,7,4,0,0,0,25,0,4,5,5,4,3,0,0,26,0,4,11,8,3,4,0,0,18,0,0,8,14,8,3,5,0,39,0,4
LGA54900,0,0,0,0,8,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,9,0,0,0,0,4,9,0,3,14,0,0,0,0,0,8,0,0,8,0,0,3,3,7,3,4,0,19,0,0,3,3,4,3,4,0,12,0,4,4,3,9,5,5,3,32,0,0,11,7,3,9,4,0,26,0,0,9,4,3,8,8,3,35,0,0,5,9,12,6,0,0,34,0,0,0,5,4,8,0,0,21,0,0,6,10,8,12,11,0,47,0,0,0,3,4,8,7,0,16,0,0,0,0,0,7,4,4,18,0,0,0,0,8,0,0,3,7,0,10,43,52,72,74,46,18,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA54970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,5,0,9,0,0,0,15,0,0,0,3,0,0,0,0,11,0,0,5,0,11,16,0,0,27,0,0,0,8,12,6,0,0,23,0,0,13,23,38,15,4,0,91,0,0,0,0,0,0,0,0,0,0,0,20,44,77,38,5,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA55040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,13,0,0,0,0,0,4,0,0,9,0,0,0,3,0,0,0,0,13,0,0,0,0,3,4,0,0,10,0,0,11,13,12,6,3,0,43,0,0,4,6,9,6,0,0,27,0,0,12,33,30,22,0,0,101,0,0,0,0,0,4,0,0,3,0,6,29,70,69,44,7,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA55110,0,0,3,5,8,6,4,0,25,0,0,3,0,4,0,0,0,12,3,0,6,8,6,4,0,0,32,3,8,12,7,7,9,6,0,61,0,4,4,10,10,7,8,0,48,4,10,11,29,21,21,5,0,100,3,16,28,34,22,23,21,0,153,0,35,70,47,61,29,18,0,257,0,22,77,85,90,51,14,0,350,0,11,67,57,63,59,12,0,270,0,10,32,60,60,51,7,0,226,0,0,36,43,62,35,7,0,186,0,0,40,77,110,92,16,3,330,0,0,8,16,39,13,7,0,82,0,0,7,35,32,45,8,3,132,0,0,0,3,9,3,3,0,19,29,119,420,514,612,457,137,17,2294,0,0,5,5,3,0,5,0,13,9,0,11,6,5,4,0,0,39,6,9,14,9,7,12,5,0,64,0,6,14,14,14,14,7,0,67,0,0,18,25,19,24,15,0,103,5,15
