POW_LGA_CODE_2021,CoPSW_PINS_A_65_74,CoPSW_PINS_A_75ov,CoPSW_PINS_Tot,CoPSW_Tot_A_15_19,CoPSW_Tot_A_20_24,CoPSW_Tot_A_25_34,CoPSW_Tot_A_35_44,CoPSW_Tot_A_45_54,CoPSW_Tot_A_55_64,CoPSW_Tot_A_65_74,CoPSW_Tot_A_75ov,CoPSW_Tot_Tot,ClAW_NNI_A_15_19,ClAW_NNI_A_20_24,ClAW_NNI_A_25_34,ClAW_NNI_A_35_44,ClAW_NNI_A_45_54,ClAW_NNI_A_55_64,ClAW_NNI_A_65_74,ClAW_NNI_A_75ov,ClAW_NNI_Tot,ClAW_1_149_A_15_19,ClAW_1_149_A_20_24,ClAW_1_149_A_25_34,ClAW_1_149_A_35_44,ClAW_1_149_A_45_54,ClAW_1_149_A_55_64,ClAW_1_149_A_65_74,ClAW_1_149_A_75ov,ClAW_1_149_Tot,ClAW_150_299_A_15_19,ClAW_150_299_A_20_24,ClAW_150_299_A_25_34,ClAW_150_299_A_35_44,ClAW_150_299_A_45_54,ClAW_150_299_A_55_64,ClAW_150_299_A_65_74,ClAW_150_299_A_75ov,ClAW_150_299_Tot,ClAW_300_399_A_15_19,ClAW_300_399_A_20_24,ClAW_300_399_A_25_34,ClAW_300_399_A_35_44,ClAW_300_399_A_45_54,ClAW_300_399_A_55_64,ClAW_300_399_A_65_74,ClAW_300_399_A_75ov,ClAW_300_399_Tot,ClAW_400_499_A_15_19,ClAW_400_499_A_20_24,ClAW_400_499_A_25_34,ClAW_400_499_A_35_44,ClAW_400_499_A_45_54,ClAW_400_499_A_55_64,ClAW_400_499_A_65_74,ClAW_400_499_A_75ov,ClAW_400_499_Tot,ClAW_500_649_A_15_19,ClAW_500_649_A_20_24,ClAW_500_649_A_25_34,ClAW_500_649_A_35_44,ClAW_500_649_A_45_54,ClAW_500_649_A_55_64,ClAW_500_649_A_65_74,ClAW_500_649_A_75ov,ClAW_500_649_Tot,ClAW_650_799_A_15_19,ClAW_650_799_A_20_24,ClAW_650_799_A_25_34,ClAW_650_799_A_35_44,ClAW_650_799_A_45_54,ClAW_650_799_A_55_64,ClAW_650_799_A_65_74,ClAW_650_799_A_75ov,ClAW_650_799_Tot,ClAW_800_999_A_15_19,ClAW_800_999_A_20_24,ClAW_800_999_A_25_34,ClAW_800_999_A_35_44,ClAW_800_999_A_45_54,ClAW_800_999_A_55_64,ClAW_800_999_A_65_74,ClAW_800_999_A_75ov,ClAW_800_999_Tot,ClAW_1000_1249_A_15_19,ClAW_1000_1249_A_20_24,ClAW_1000_1249_A_25_34,ClAW_1000_1249_A_35_44,ClAW_1000_1249_A_45_54,ClAW_1000_1249_A_55_64,ClAW_1000_1249_A_65_74,ClAW_1000_1249_A_75ov,ClAW_1000_1249_Tot,ClAW_1250_1499_A_15_19,ClAW_1250_1499_A_20_24,ClAW_1250_1499_A_25_34,ClAW_1250_1499_A_35_44,ClAW_1250_1499_A_45_54,ClAW_1250_1499_A_55_64,ClAW_1250_1499_A_65_74,ClAW_1250_1499_A_75ov,ClAW_1250_1499_Tot,ClAW_1500_1749_A_15_19,ClAW_1500_1749_A_20_24,ClAW_1500_1749_A_25_34,ClAW_1500_1749_A_35_44,ClAW_1500_1749_A_45_54,ClAW_1500_1749_A_55_64,ClAW_1500_1749_A_65_74,ClAW_1500_1749_A_75ov,ClAW_1500_1749_Tot,ClAW_1750_1999_A_15_19,ClAW_1750_1999_A_20_24,ClAW_1750_1999_A_25_34,ClAW_1750_1999_A_35_44,ClAW_1750_1999_A_45_54,ClAW_1750_1999_A_55_64,ClAW_1750_1999_A_65_74,ClAW_1750_1999_A_75ov,ClAW_1750_1999_Tot,ClAW_2000_2999_A_15_19,ClAW_2000_2999_A_20_24,ClAW_2000_2999_A_25_34,ClAW_2000_2999_A_35_44,ClAW_2000_2999_A_45_54,ClAW_2000_2999_A_55_64,ClAW_2000_2999_A_65_74,ClAW_2000_2999_A_75ov,ClAW_2000_2999_Tot,ClAW_3000_3499_A_15_19,ClAW_3000_3499_A_20_24,ClAW_3000_3499_A_25_34,ClAW_3000_3499_A_35_44,ClAW_3000_3499_A_45_54,ClAW_3000_3499_A_55_64,ClAW_3000_3499_A_65_74,ClAW_3000_3499_A_75ov,ClAW_3000_3499_Tot,ClAW_3500mo_A_15_19,ClAW_3500mo_A_20_24,ClAW_3500mo_A_25_34,ClAW_3500mo_A_35_44,ClAW_3500mo_A_45_54,ClAW_3500mo_A_55_64,ClAW_3500mo_A_65_74,ClAW_3500mo_A_75ov,ClAW_3500mo_Tot,ClAW_PINS_A_15_19,ClAW_PINS_A_20_24,ClAW_PINS_A_25_34,ClAW_PINS_A_35_44,ClAW_PINS_A_45_54,ClAW_PINS_A_55_64,ClAW_PINS_A_65_74,ClAW_PINS_A_75ov,ClAW_PINS_Tot,ClAW_Tot_A_15_19,ClAW_Tot_A_20_24,ClAW_Tot_A_25_34,ClAW_Tot_A_35_44,ClAW_Tot_A_45_54,ClAW_Tot_A_55_64,ClAW_Tot_A_65_74,ClAW_Tot_A_75ov,ClAW_Tot_Tot,SW_NNI_A_15_19,SW_NNI_A_20_24,SW_NNI_A_25_34,SW_NNI_A_35_44,SW_NNI_A_45_54,SW_NNI_A_55_64,SW_NNI_A_65_74,SW_NNI_A_75ov,SW_NNI_Tot,SW_1_149_A_15_19,SW_1_149_A_20_24,SW_1_149_A_25_34,SW_1_149_A_35_44,SW_1_149_A_45_54,SW_1_149_A_55_64,SW_1_149_A_65_74,SW_1_149_A_75ov,SW_1_149_Tot,SW_150_299_A_15_19,SW_150_299_A_20_24,SW_150_299_A_25_34,SW_150_299_A_35_44,SW_150_299_A_45_54,SW_150_299_A_55_64,SW_150_299_A_65_74,SW_150_299_A_75ov,SW_150_299_Tot,SW_300_399_A_15_19,SW_300_399_A_20_24,SW_300_399_A_25_34,SW_300_399_A_35_44,SW_300_399_A_45_54,SW_300_399_A_55_64,SW_300_399_A_65_74,SW_300_399_A_75ov
LGA50840,0,0,0,18,14,27,30,44,48,15,4,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,4,5,0,0,7,0,0,0,0,0,0,0,0,11,4,0,0,4,0,4,3,0,13,0,0,0,0,0,7,3,0,17,0,0,0,4,3,7,0,4,26,0,0,0,9,3,5,3,0,21,0,3,5,3,8,13,3,0,34,0,0,3,3,8,7,0,0,30,0,0,4,0,6,3,0,0,12,0,0,0,0,0,4,0,0,10,0,0,0,0,6,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,17,37,40,63,19,4,196,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
LGA50910,0,0,0,3,0,5,12,3,8,8,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,3,0,7,0,0,0,6,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,11,7,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
LGA50980,0,0,13,80,115,357,258,213,138,31,3,1189,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,8,0,0,0,0,0,4,0,0,15,0,0,0,3,0,3,0,0,11,3,7,9,5,3,3,0,0,31,6,5,11,22,11,5,0,0,63,10,4,19,24,16,4,6,0,80,5,19,42,19,22,13,6,0,115,5,16,45,50,51,28,5,0,198,0,4,35,46,46,34,8,0,183,0,3,17,41,35,14,17,0,127,0,0,10,18,17,12,6,0,74,0,0,11,17,35,5,6,0,79,0,0,3,4,4,3,5,0,19,0,0,0,0,12,3,0,0,19,0,0,0,0,0,8,0,0,13,33,59,213,257,246,153,54,4,1020,4,0,0,0,3,0,0,0,5,66,0,0,0,0,0,0,0,68,20,4,9,0,3,0,0,0,35,7,0,7,3,4,5,4,0
LGA51080,0,0,0,0,3,0,0,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,9,9,6,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,11,6,10,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,0,3,6,0,0,10,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,8,6,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51190,3,0,19,298,356,548,686,753,595,107,3,3343,0,3,0,4,0,0,0,0,10,18,4,3,4,3,4,4,0,46,6,3,14,19,5,10,4,0,67,4,8,13,21,16,17,11,0,93,7,7,26,44,31,34,11,3,159,20,18,58,66,53,53,17,0,283,23,43,69,87,91,76,17,0,403,11,64,116,120,148,101,31,0,589,9,56,133,136,182,156,29,0,695,3,18,87,102,147,138,11,0,501,0,11,41,60,101,58,20,0,293,0,0,23,39,49,36,6,0,157,0,0,21,47,55,50,5,0,181,0,0,0,5,14,7,0,0,27,0,0,5,11,12,14,8,0,49,0,0,3,0,3,7,0,0,16,96,244,599,750,918,778,179,10,3575,8,0,0,0,3,3,0,0,20,280,4,4,3,3,9,0,0,303,113,19,12,14,10,14,4,0,181,48,19,23,21,15,22,11,0
LGA51260,0,0,27,359,191,380,438,445,347,68,6,2232,0,0,0,0,0,0,6,0,14,3,0,0,4,0,4,0,0,18,3,0,4,18,7,14,5,0,42,0,0,3,15,17,17,9,0,58,0,6,10,17,15,17,11,3,82,5,6,23,41,39,39,17,3,176,0,7,25,46,61,48,13,0,206,6,18,42,63,76,62,18,0,284,4,9,55,58,116,67,23,3,333,0,6,19,49,67,54,9,0,206,0,0,5,44,42,30,5,0,134,0,0,5,18,31,16,3,0,67,0,0,9,14,25,16,3,0,60,0,0,0,3,10,0,0,0,18,0,0,0,4,0,3,0,0,7,0,0,0,0,0,0,0,0,7,25,56,206,398,501,391,114,11,1705,5,0,0,0,0,0,0,0,14,253,6,0,6,0,0,0,0,267,87,3,13,12,10,17,8,0,150,27,3,9,22,14,12,11,0
LGA51310,0,0,13,306,445,555,389,323,250,74,8,2357,0,0,0,3,3,0,0,0,7,11,7,4,6,4,3,4,0,28,12,11,10,11,11,9,4,0,64,9,9,5,0,9,11,5,3,58,8,14,6,20,12,20,3,3,85,6,20,20,32,31,31,11,6,159,5,21,41,37,38,42,19,0,198,4,33,58,56,60,58,21,5,290,0,23,72,63,80,71,27,0,346,0,7,57,48,86,63,25,0,283,0,3,20,29,40,51,7,3,150,0,0,14,19,34,32,4,0,94,0,0,17,19,29,30,3,0,107,0,0,0,8,8,9,0,0,21,0,0,4,10,10,15,0,0,43,0,6,0,0,3,0,0,0,9,49,156,319,361,449,448,140,30,1950,6,0,0,0,0,0,0,0,8,120,8,0,0,0,0,0,0,137,41,15,5,6,4,3,4,0,72,18,31,8,3,5,6,0,0
LGA51330,0,0,40,498,797,1074,985,869,630,138,21,4992,0,0,3,9,4,15,4,0,42,32,11,11,11,4,10,3,4,90,30,28,25,18,15,20,11,4,150,15,32,35,38,27,25,12,6,196,14,27,52,57,51,53,20,7,288,22,58,104,105,88,90,36,6,510,19,85,147,177,135,112,40,5,721,24,167,284,234,235,203,60,5,1211,13,123,457,418,364,344,65,6,1784,0,52,277,334,340,283,61,0,1349,7,15,141,200,196,188,46,4,802,0,8,65,91,125,71,30,0,385,0,3,64,125,145,103,18,0,469,0,5,8,16,25,12,4,0,76,0,0,12,24,28,18,8,0,93,0,3,5,6,15,12,0,0,47,172,616,1699,1869,1807,1559,421,45,8188,24,5,7,8,6,0,5,0,48,502,48,5,14,4,7,8,0,579,315,155,48,25,17,21,11,0,588,118,172,64,42,43,22,10,3
LGA51400,0,0,3,39,32,69,70,104,56,10,0,379,0,0,0,0,0,0,0,0,8,3,0,0,0,0,3,0,0,10,0,0,0,4,4,6,0,0,8,0,0,0,0,5,0,0,0,11,0,0,4,0,7,5,4,0,24,0,0,3,5,7,4,0,0,20,0,0,5,6,9,8,0,0,32,0,0,10,8,12,11,7,0,43,0,0,10,13,16,15,3,0,53,0,0,12,6,7,0,0,0,30,0,0,0,8,4,4,0,0,17,0,0,0,6,0,3,4,0,16,0,0,0,4,4,0,0,0,18,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,46,57,84,70,29,0,287,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,60,20,5,0,0,4,5,0,0,33,8,3,4,3,4,0,0,0
LGA51470,0,0,0,0,3,7,4,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,7,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51540,0,0,0,9,33,79,63,46,49,7,0,285,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,5,0,3,0,6,4,0,0,0,17,0,0,3,0,0,0,0,0,7,0,0,9,3,4,6,5,0,20,0,4,7,8,4,6,0,0,33,0,9,15,4,0,3,0,0,32,0,12,17,7,10,5,3,0,57,0,0,4,13,10,4,0,0,39,0,0,4,9,10,4,0,0,29,0,0,4,0,4,0,0,0,10,0,0,3,8,5,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,23,64,48,62,55,20,0,276,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,12,0,5,4,3,0,7,0,0
LGA51610,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,14,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51680,0,0,0,12,13,12,12,27,9,3,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10,0,0,5,5,0,3,0,0,17,0,0,0,0,3,3,4,0,15,0,0,6,3,3,0,0,0,14,0,0,3,4,3,3,0,0,14,0,0,0,3,9,3,0,0,19,0,0,8,3,12,14,0,0,29,0,0,5,5,3,5,0,0,16,0,0,0,0,6,5,4,0,11,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,6,5,10,29,35,43,50,9,0,178,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0
LGA51710,0,0,0,21,12,43,34,36,15,3,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,5,6,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,0,7,5,7,4,0,0,23,0,0,0,4,4,0,0,0,14,0,0,4,6,9,5,0,0,18,0,0,5,0,4,0,0,0,7,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31,24,14,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51750,0,0,10,190,264,194,131,112,100,37,0,1023,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,3,3,12,0,5,6,0,0,0,21,0,10,0,0,9,9,3,0,30,0,8,3,6,0,7,5,0,33,0,12,6,10,11,13,8,0,67,0,11,16,10,9,12,3,0,70,3,7,19,9,15,10,5,0,68,0,3,27,23,19,24,8,3,106,0,3,24,15,24,27,4,0,99,0,4,7,13,17,14,6,0,63,0,0,7,9,6,11,0,0,29,0,0,5,8,15,4,3,0,36,0,0,0,0,3,0,0,0,3,0,0,0,0,4,4,0,0,12,0,0,0,0,0,0,0,0,5,13,77,117,116,138,145,42,6,652,4,0,0,0,0,0,0,0,8,92,25,0,0,0,0,0,0,115,70,44,10,5,0,4,0,0,143,34,39,12,4,15,11,3,0
LGA51820,5,0,51,532,843,1076,1028,920,533,97,3,5039,0,0,7,12,4,10,10,3,45,27,12,4,8,7,6,0,0,65,19,29,18,20,18,11,14,0,135,10,18,36,39,23,33,12,0,176,10,35,40,52,37,39,17,5,230,21,45,78,107,75,64,29,4,424,12,61,112,111,93,91,33,0,514,12,90,178,168,167,123,34,4,773,6,91,264,265,257,213,31,5,1126,4,31,204,223,223,197,36,7,918,0,7,129,166,191,108,16,3,627,0,8,60,97,90,59,11,0,331,0,6,51,161,155,105,18,0,494,0,0,13,35,32,21,0,0,103,0,0,15,32,36,27,6,0,113,0,3,3,6,7,18,0,0,35,126,432,1228,1491,1416,1127,267,35,6113,17,4,3,3,0,3,0,0,32,484,22,6,5,7,3,3,0,529,274,91,25,23,16,10,6,0,443,122,93,34,30,23,26,8,0
LGA51860,0,0,0,5,4,9,9,4,7,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
LGA51890,0,0,5,33,26,63,78,87,67,15,0,373,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,11,0,0,6,8,0,0,0,0,12,0,0,0,0,0,0,0,0,5,0,0,6,6,0,3,0,0,23,0,0,0,3,8,3,0,0,25,5,0,5,14,13,4,0,0,28,0,7,4,3,13,4,0,0,31,0,3,3,14,14,16,3,0,66,0,3,10,5,15,9,0,0,39,0,4,8,10,11,5,0,0,31,0,0,0,4,3,0,0,0,15,0,0,4,7,12,3,0,0,30,0,0,0,4,3,3,0,0,12,0,0,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,0,7,24,53,81,97,60,6,0,337,0,0,0,0,0,0,0,0,0,37,0,0,0,3,0,0,0,39,9,4,0,0,0,3,0,0,31,5,3,3,0,0,0,0,0
LGA51960,0,0,0,5,9,11,21,18,19,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,9,0,0,0,0,0,5,0,0,4,0,0,5,5,5,3,0,0,22,0,0,5,0,13,0,0,0,23,0,0,0,0,8,4,0,0,12,0,0,6,4,3,3,0,0,13,0,0,3,5,7,0,4,0,19,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,30,22,35,25,6,0,127,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
LGA52030,0,0,0,0,3,6,4,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,6,0,0,3,0,0,4,0,0,7,0,0,0,6,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,9,3,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52100,0,0,0,4,6,7,15,7,10,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,0,3,4,3,0,12,0,0,3,0,6,4,0,0,7,0,0,0,0,0,0,6,0,7,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,12,8,13,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52170,0,0,4,118,157,118,66,61,44,13,3,588,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,12,0,5,0,0,0,0,0,0,13,0,5,0,0,3,0,0,0,11,0,4,0,0,7,0,0,0,16,0,3,6,4,3,5,0,0,27,0,7,11,9,6,9,6,0,37,0,4,3,10,7,8,4,0,35,0,3,15,12,13,9,0,0,46,0,3,6,9,12,10,0,0,47,0,0,7,10,8,6,0,0,28,0,0,0,0,5,7,0,0,17,0,0,0,7,3,0,0,0,16,0,0,0,0,0,3,0,0,4,0,0,0,4,5,0,4,0,22,0,0,0,0,0,0,0,0,0,14,33,51,64,87,59,23,5,339,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,28,21,8,0,0,6,6,0,0,35,11,19,0,0,0,0,0,0
LGA52240,0,0,0,0,4,0,7,4,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,0,0,12,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,11,3,4,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52380,0,0,0,0,0,4,4,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
