POW_LGA_CODE_2021,Ag_For_Fish_ATSI,Ag_For_Fish_Non_Indig,Ag_For_Fish_Indig_Status_NS,Ag_For_Fish_Tot,Min_ATSI,Min_Non_Indig,Min_Indig_Status_NS,Min_Total,Mnf_ATSI,Mnf_Non_Indig,Mnf_Indig_Status_NS,Mnf_Tot,EGWWS_ATSI,EGWWS_Non_Indig,EGWWS_Indig_Status_NS,EGWWS_Tot,Const_ATSI,Const_Non_Indig,Const_Indig_Status_NS,Const_Tot,WST_ATSI,WST_Non_Indig,WST_Indig_Status_NS,WST_Tot,RetT_ATSI,RetT_Non_Indig,RetT_Indig_Status_NS,RetT_Tot,AcFd_ATSI,AcFd_Non_Indig,AcFd_Indig_Status_NS,AcFd_Tot,TPW_ATSI,TPW_Non_Indig,TPW_Indig_Status_NS,TPW_Tot,IMT_ATSI,IMT_Non_Indig,IMT_Indig_Status_NS,IMT_Tot,FinIns_ATSI,FinIns_Non_Indig,FinIns_Indig_Status_NS,FinIns_Tot,RHRE_ATSI,RHRE_Non_Indig,RHRE_Indig_Status_NS,RHRE_Tot,ProSTS_ATSI,ProSTS_Non_Indig,ProSTS_Indig_Status_NS,ProSTS_Tot,AdSup_ATSI,AdSup_Non_Indig,AdSup_Indig_Status_NS,AdSup_Tot,PubAS_ATSI,PubAS_Non_Indig,PubAS_Indig_Status_NS,PubAS_Tot,EdTrn_ATSI,EdTrn_Non_Indig,EdTrn_Indig_Status_NS,EdTrn_Tot,HltHC_SA_ATSI,HltHC_SA_Non_Indig,HltHC_SA_Indig_Status_NS,HltHC_SA_Tot,ArtsR_ATSI,ArtsR_Non_Indig,ArtsR_Indig_Status_NS,ArtsR_Tot,OthSvs_ATSI,OthSvs_Non_Indig,OthSvs_Indig_Status_NS,OthSvs_Tot,IDNS_ATSI,IDNS_Non_Indig,IDNS_Indig_Status_NS,IDNS_Tot,Tot_ATSI,Tot_Non_Indig,Tot_Indig_Status_NS,Tot_Tot
LGA57630,0,12,0,12,0,19,0,19,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,57,0,63
LGA57700,0,476,0,481,8,89,0,96,5,281,0,284,0,23,0,23,12,867,3,885,4,99,0,97,14,531,0,546,13,558,5,582,0,210,0,216,0,23,0,24,0,40,0,40,0,59,0,59,3,217,0,215,4,192,0,192,8,419,0,428,13,943,0,960,3,472,0,475,0,156,0,162,6,287,0,287,8,341,4,345,97,6270,20,6392
LGA57770,7,16,0,15,8,51,0,67,0,10,0,12,4,5,0,5,3,37,0,41,0,4,0,4,7,34,0,45,0,124,0,127,0,16,0,22,0,0,0,0,0,5,0,5,0,6,0,6,0,10,0,10,4,25,0,24,3,44,0,46,3,25,0,26,0,6,0,9,3,19,0,22,0,15,0,15,0,8,0,13,40,453,0,495
LGA57840,0,85,0,85,14,469,0,483,0,112,3,113,0,33,0,33,9,674,0,683,0,76,0,76,5,819,0,823,10,1470,0,1487,6,133,0,133,0,88,0,92,4,490,0,494,3,429,0,431,8,1592,0,1606,0,382,0,378,11,1126,0,1136,35,1908,0,1944,17,2754,4,2771,0,366,0,371,4,431,0,433,11,507,5,521,136,13940,28,14107
LGA57910,0,396,0,401,15,882,0,898,12,3818,10,3840,30,923,5,950,96,9349,23,9464,13,2194,0,2214,83,10510,28,10624,32,5232,11,5282,21,1683,5,1699,3,1397,3,1405,4,1705,4,1712,4,1379,0,1385,27,6147,8,6188,28,2669,8,2701,79,4093,12,4176,97,8524,16,8643,102,12181,23,12306,14,1340,0,1362,16,3673,6,3700,53,3999,26,4084,742,82102,189,83038
LGA57980,0,32,0,32,16,1391,0,1407,0,260,0,259,0,53,0,53,15,910,0,926,0,140,0,141,11,1150,0,1164,9,961,0,972,0,93,0,92,3,545,0,548,7,888,0,899,7,741,0,745,10,3435,5,3455,0,496,0,497,4,478,3,485,4,817,4,821,42,4982,7,5030,3,467,0,472,4,825,0,831,13,770,3,787,151,19448,33,19630
LGA58050,13,831,5,844,38,1825,3,1870,49,4962,11,5024,8,679,3,693,92,6074,14,6181,40,3525,4,3572,93,6994,14,7101,53,4130,8,4195,48,4098,10,4161,6,517,0,525,10,510,4,523,0,729,3,733,17,2187,3,2211,37,1617,0,1653,86,4219,9,4311,101,4964,4,5073,147,7561,12,7718,10,706,0,724,38,3041,11,3088,81,3551,21,3649,980,62720,149,63848
LGA58190,4,99,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,142,0,146
LGA58260,0,103,4,111,0,14,0,16,0,0,0,0,0,8,0,11,0,10,0,10,0,14,0,11,0,7,0,7,0,6,0,6,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,0,31,4,16,0,14,0,32,0,32,0,0,0,0,0,3,0,3,0,0,0,7,12,252,5,271
LGA58330,0,135,0,139,0,45,0,45,0,44,0,48,0,5,0,5,4,90,0,96,0,8,0,8,3,75,0,72,0,52,0,52,0,37,0,39,0,0,0,0,0,10,0,10,0,17,0,17,0,42,0,37,0,27,0,27,6,57,0,65,0,74,0,74,0,53,0,53,0,12,0,12,0,32,0,32,3,46,0,52,16,852,0,871
LGA58400,0,46,3,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,6,0,6,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0,7,0,7,0,30,0,30,0,0,0,0,0,0,0,0,0,5,4,4,3,119,3,128
LGA58470,0,28,0,24,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,9,0,11,0,13,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,57,0,67
LGA58510,0,12,0,12,8,299,0,315,10,1054,0,1064,8,355,0,362,35,2446,7,2487,4,372,0,379,14,1763,11,1776,15,2517,6,2538,11,618,0,628,0,236,0,236,6,564,3,575,4,480,0,486,18,1842,4,1868,23,1188,4,1216,35,981,0,1017,96,5563,7,5665,26,3230,5,3263,43,4376,7,4429,35,998,0,1033,14,1182,11,1210,400,30090,61,30553
LGA58540,0,234,5,241,0,6,0,3,0,9,0,9,0,0,0,0,0,0,0,0,0,30,0,30,0,9,0,9,0,20,0,14,0,12,0,17,0,0,0,0,0,0,0,0,0,3,0,3,0,14,0,14,0,3,0,3,3,16,0,23,0,25,0,25,0,0,0,0,0,7,0,7,0,9,0,9,0,15,0,18,10,415,5,428
LGA58570,0,33,0,33,4,196,0,206,3,485,0,486,45,1781,4,1825,13,1658,3,1673,5,351,0,351,8,1829,5,1845,32,2762,4,2800,18,1345,0,1366,6,222,0,228,4,568,0,575,5,677,0,684,17,2790,0,2803,6,788,0,797,26,954,6,981,20,1750,3,1776,35,2955,3,2997,7,510,4,513,23,1420,4,1450,25,922,7,947,290,23991,44,24327
LGA58610,4,174,4,182,0,0,0,0,0,31,0,31,0,3,0,3,0,31,0,31,0,28,0,28,0,41,0,50,0,23,0,24,0,43,0,43,0,0,0,0,0,11,0,11,0,7,0,7,0,13,0,13,0,6,0,6,0,30,0,30,0,44,0,44,0,69,0,71,0,0,0,0,0,36,0,36,0,34,0,34,9,609,5,626
LGA58680,0,91,0,91,0,3,0,3,0,8,0,8,0,3,0,3,0,6,0,6,0,0,0,0,0,6,0,6,0,7,0,7,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,13,0,13,0,11,0,11,0,0,0,0,0,0,0,0,0,14,0,14,0,4,0,4,0,173,0,171
LGA58760,0,935,5,939,14,979,0,995,29,4148,11,4182,7,455,8,462,82,7934,23,8040,11,1571,0,1584,68,6207,8,6283,42,3844,7,3893,11,1651,7,1670,3,228,0,234,0,579,3,580,4,497,0,507,5,1962,0,1972,15,1381,3,1399,19,1620,0,1643,73,6222,17,6312,30,4989,3,5022,5,668,0,675,17,2722,6,2748,42,3051,17,3106,483,51637,123,52245
LGA58820,0,125,0,122,7,296,0,304,10,753,0,763,0,39,0,44,4,353,0,352,0,22,0,22,0,91,0,88,0,53,0,52,0,71,0,71,0,0,0,0,0,13,0,6,0,20,0,20,0,34,0,31,0,37,0,42,5,53,0,56,7,80,0,83,3,110,0,115,0,18,0,18,3,49,0,55,4,65,0,66,55,2270,7,2327
LGA58890,12,228,0,239,0,0,0,0,0,9,0,9,0,0,0,0,0,4,0,4,0,8,0,9,0,5,0,7,0,6,0,6,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,22,0,21,0,20,0,20,0,5,0,5,0,0,0,0,0,5,0,5,0,6,0,6,11,327,0,345
LGA59030,0,48,0,48,3,137,0,144,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,0,5,0,3,0,3,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,3,0,5,0,6,4,246,0,255
LGA59100,0,145,0,152,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,7,0,12,0,12,0,7,0,12,0,5,0,5,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,21,0,21,0,22,0,24,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,266,0,269
LGA59170,0,267,3,275,0,0,0,0,0,19,0,19,0,0,0,0,0,19,0,19,0,13,0,13,3,33,0,34,0,24,0,29,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,31,0,32,0,21,0,21,0,12,0,12,0,8,0,8,0,8,0,6,0,17,0,19,11,491,6,508
LGA59250,0,18,0,24,18,822,0,844,15,247,0,263,0,5,0,5,0,52,0,52,0,0,0,0,0,10,0,14,0,14,0,12,3,32,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19,0,31,0,31,0,23,0,25,3,9,0,11,5,18,0,18,0,0,0,0,0,7,0,13,8,37,0,43,50,1350,3,1403
LGA59310,0,175,3,186,0,0,0,0,0,17,0,17,0,4,0,4,0,11,0,12,0,78,0,78,0,43,0,45,0,27,0,29,0,40,3,38,0,5,0,5,0,11,0,14,0,0,0,0,0,14,0,9,3,11,0,15,3,32,0,38,3,50,0,52,0,41,0,41,0,3,0,3,0,34,0,33,5,26,0,28,19,612,6,638
LGA59320,0,109,3,114,0,0,0,0,0,51,0,52,0,0,0,0,0,4,0,3,0,4,0,4,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,17,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,9,209,3,223
LGA59330,0,88,0,88,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,7,0,7,0,6,0,6,0,0,0,0,0,20,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,19,0,20,0,20,0,32,0,29,0,0,0,0,0,4,0,4,0,6,0,6,3,207,0,213
LGA59340,40,292,6,345,28,106,0,133,0,42,0,42,14,44,0,58,30,203,3,235,0,33,0,34,21,203,4,223,17,318,0,330,20,199,4,223,0,27,0,27,4,23,0,26,0,27,0,28,14,65,0,80,37,115,0,152,54,268,4,324,70,299,0,369,102,450,0,553,12,33,0,48,17,112,0,124,66,115,0,183,543,2950,27,3522
LGA59350,0,6,0,12,17,481,0,498,0,5,0,5,0,0,0,0,0,30,0,32,0,0,0,0,0,3,0,3,0,21,0,21,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,18,0,18,11,5,0,15,10,7,0,11,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,16,37,616,0,654
LGA59360,0,144,0,145,17,725,0,743,0,21,0,21,0,8,0,8,0,75,0,71,0,5,0,5,0,31,0,31,0,46,0,42,0,27,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,13,0,13,0,43,0,43,0,31,0,29,0,32,0,32,0,0,0,0,0,15,0,15,0,25,0,29,24,1240,3,1273
LGA59370,0,229,4,234,0,0,0,0,0,22,0,22,5,41,0,47,0,55,3,61,0,35,0,38,7,83,0,90,0,90,0,91,0,36,0,37,0,0,0,0,0,8,0,8,0,10,0,10,0,51,0,59,0,25,0,25,0,49,0,52,5,80,0,84,4,116,0,123,0,9,0,9,0,27,0,27,0,47,0,45,28,1026,5,1064
LGA59499,30,1441,18,1491,294,5239,27,5550,8,1165,4,1175,6,418,0,426,317,18207,64,18594,8,796,0,808,32,1568,3,1603,14,1144,0,1162,50,4313,15,4378,8,502,0,506,0,453,0,454,3,425,0,427,31,2399,7,2436,108,5979,21,6104,28,1175,3,1209,40,2019,6,2063,73,5661,20,5747,14,802,0,820,31,2450,17,2503,89,2978,45,3109,1189,59132,244,60566
LGA59799,0,31,0,27,10,505,0,509,4,54,0,57,0,31,0,33,3,154,3,159,0,8,0,8,4,90,0,89,6,69,0,73,0,120,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,3,68,0,66,0,17,0,17,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,3,0,164,0,167,22,1355,7,1386
