POW_LGA_CODE_2021,AGFF_Bf_91,AGFF_91_95,AGFF_96_00,AGFF_01_05,AGFF_06_10,AGFF_11_15,AGFF_16_20,AGFF_2021,AGFF_NS,AGFF_Tot,Min_Bf_91,Min_91_95,Min_96_00,Min_01_05,Min_06_10,Min_11_15,Min_16_20,Min_2021,Min_NS,Min_Tot,Mnf_Bf_91,Mnf_91_95,Mnf_96_00,Mnf_01_05,Mnf_06_10,Mnf_11_15,Mnf_16_20,Mnf_2021,Mnf_NS,Mnf_Tot,EGWWS_Bf_91,EGWWS_91_95,EGWWS_96_00,EGWWS_01_05,EGWWS_06_10,EGWWS_11_15,EGWWS_16_20,EGWWS_2021,EGWWS_NS,EGWWS_Tot,Const_Bf_91,Const_91_95,Const_96_00,Const_01_05,Const_06_10,Const_11_15,Const_16_20,Const_2021,Const_NS,Const_Tot,WST_Bf_91,WST_91_95,WST_96_00,WST_01_05,WST_06_10,WST_11_15,WST_16_20,WST_2021,WST_NS,WST_Tot,RetT_Bf_91,RetT_91_95,RetT_96_00,RetT_01_05,RetT_06_10,RetT_11_15,RetT_16_20,RetT_2021,RetT_NS,RetT_Tot,AcFd_Bf_91,AcFd_91_95,AcFd_96_00,AcFd_01_05,AcFd_06_10,AcFd_11_15,AcFd_16_20,AcFd_2021,AcFd_NS,AcFd_Tot,TPW_Bf_91,TPW_91_95,TPW_96_00,TPW_01_05,TPW_06_10,TPW_11_15,TPW_16_20,TPW_2021,TPW_NS,TPW_Tot,IMT_Bf_91,IMT_91_95,IMT_96_00,IMT_01_05,IMT_06_10,IMT_11_15,IMT_16_20,IMT_2021,IMT_NS,IMT_Tot,FinIns_Bf_91,FinIns_91_95,FinIns_96_00,FinIns_01_05,FinIns_06_10,FinIns_11_15,FinIns_16_20,FinIns_2021,FinIns_NS,FinIns_Tot,RHRE_Bf_91,RHRE_91_95,RHRE_96_00,RHRE_01_05,RHRE_06_10,RHRE_11_15,RHRE_16_20,RHRE_2021,RHRE_NS,RHRE_Tot,ProSTS_Bf_91,ProSTS_91_95,ProSTS_96_00,ProSTS_01_05,ProSTS_06_10,ProSTS_11_15,ProSTS_16_20,ProSTS_2021,ProSTS_NS,ProSTS_Tot,AdSup_Bf_91,AdSup_91_95,AdSup_96_00,AdSup_01_05,AdSup_06_10,AdSup_11_15,AdSup_16_20,AdSup_2021,AdSup_NS,AdSup_Tot,PubAS_Bf_91,PubAS_91_95,PubAS_96_00,PubAS_01_05,PubAS_06_10,PubAS_11_15,PubAS_16_20,PubAS_2021,PubAS_NS,PubAS_Tot,EducTraining_Bf_91,EducTraining_91_95,EducTraining_96_00,EducTraining_01_05,EducTraining_06_10,EducTraining_11_15,EducTraining_16_20,EducTraining_2021,EducTraining_NS,EducTraining_Tot,HlthCareSocAssist_Bf_91,HlthCareSocAssist_91_95,HlthCareSocAssist_96_00,HlthCareSocAssist_01_05,HlthCareSocAssist_06_10,HlthCareSocAssist_11_15,HlthCareSocAssist_16_20,HlthCareSocAssist_2021,HlthCareSocAssist_NS,HlthCareSocAssist_Tot,ArtsRecreation_Bf_91,ArtsRecreation_91_95,ArtsRecreation_96_00,ArtsRecreation_01_05,ArtsRecreation_06_10,ArtsRecreation_11_15,ArtsRecreation_16_20,ArtsRecreation_2021,ArtsRecreation_NS,ArtsRecreation_Tot,OthServices_Bf_91,OthServices_91_95,OthServices_96_00,OthServices_01_05,OthServices_06_10,OthServices_11_15,OthServices_16_20,OthServices_2021,OthServices_NS,OthServices_Tot,ID_NS_Bf_91,ID_NS_91_95,ID_NS_96_00,ID_NS_01_05,ID_NS_06_10,ID_NS_11_15,ID_NS_16_20,ID_NS_2021,ID_NS_NS,ID_NS_Tot
LGA51750,0,0,0,0,3,0,0,0,0,7,10,0,0,0,4,0,3,0,0,15,12,5,3,5,11,7,3,0,0,41,5,0,0,0,0,0,0,0,0,4,26,0,9,10,19,18,8,0,0,93,6,5,3,7,6,3,9,0,0,28,93,17,38,61,76,77,70,4,4,446,28,8,10,30,50,68,91,0,7,285,4,0,0,0,4,0,6,0,0,19,5,0,0,0,0,3,0,0,0,8,25,0,0,4,9,7,8,0,0,55,27,0,3,6,7,0,7,0,0,54,48,3,14,18,24,15,10,0,7,139,13,0,4,7,17,10,26,0,0,77,18,0,9,3,6,6,4,0,0,53,129,23,43,61,83,60,48,0,8,454,156,21,45,52,118,117,107,0,8,635,11,5,0,0,12,10,4,0,0,41,25,4,14,10,25,27,33,0,0,142,13,5,8,16,13,18,16,0,8,92
LGA51820,46,0,4,5,24,13,10,0,0,106,118,34,47,73,180,146,101,4,16,714,675,160,149,270,782,682,321,5,29,3081,145,38,58,72,199,152,49,0,7,713,552,118,148,252,651,554,216,8,23,2528,245,61,60,97,210,184,84,0,9,945,386,95,106,152,412,327,216,0,17,1715,111,28,55,95,340,309,235,0,12,1184,284,55,83,103,207,177,112,4,14,1052,8,4,4,6,16,7,8,0,0,58,58,6,23,23,42,52,10,0,0,207,84,13,19,21,42,36,9,0,3,228,243,65,74,121,229,227,125,0,7,1106,104,31,38,34,139,130,101,0,5,584,216,47,61,65,119,106,47,0,12,677,385,58,113,143,233,189,79,0,8,1206,424,102,140,244,519,529,347,3,26,2333,34,5,11,23,49,38,12,0,0,180,175,37,54,73,174,147,94,0,4,765,297,62,87,137,378,333,203,0,58,1564
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA51890,3,0,0,0,0,0,0,0,0,3,24,8,0,7,19,10,5,0,4,76,61,14,14,26,52,33,9,0,4,210,43,0,5,10,23,12,5,0,3,99,22,0,9,4,9,7,0,0,3,48,0,0,0,0,0,0,0,0,0,8,15,0,0,0,5,4,7,0,0,36,14,0,4,7,7,5,7,0,0,39,6,0,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,12,9,0,0,0,0,0,0,0,0,13,12,9,3,0,5,3,0,0,0,27,31,0,0,0,5,0,0,0,4,38,31,0,4,9,12,17,7,0,0,66,0,0,0,0,0,0,0,0,0,3,6,3,0,6,3,4,0,0,0,20,7,0,0,0,10,3,0,0,4,31
LGA51960,0,0,0,0,0,0,0,0,0,5,107,24,41,60,160,116,55,0,12,572,9,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,6,0,0,7,6,0,0,0,7,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,0,17,0,0,0,4,4,0,5,0,0,17,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,12,3,4,0,0,24,13,0,0,4,12,0,4,0,0,31,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,3,3,6,3,0,0,0,21
LGA52030,6,0,0,5,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA52100,7,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3
LGA52170,3,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,6,0,0,19,0,0,0,0,0,0,0,0,0,3,28,3,6,4,18,18,4,0,0,81,0,0,0,0,0,0,0,0,0,9,23,9,9,8,18,28,28,0,0,127,18,5,18,23,45,63,93,0,5,270,0,0,3,0,4,0,0,0,0,11,3,0,0,0,0,0,3,0,0,8,24,0,0,4,4,0,3,0,0,34,8,7,0,7,7,3,0,0,0,34,29,6,4,11,4,12,8,0,3,78,0,0,0,3,5,7,4,0,0,24,14,0,3,5,8,5,5,0,0,44,17,0,6,5,3,9,0,0,0,43,55,15,15,20,39,45,39,0,0,226,6,0,5,0,0,0,0,0,0,13,11,7,3,6,8,14,11,0,3,67,11,0,6,4,9,13,9,4,0,63
LGA52240,16,6,3,5,7,11,16,3,6,63,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
LGA52310,0,0,0,0,3,5,12,0,0,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA52380,0,0,0,0,0,0,0,0,0,0,18,7,0,10,26,15,14,5,6,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,10,4,0,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52450,4,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,3,0,0,22,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,3,0,4,0,11,0,0,0,30,6,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA52520,11,5,4,0,0,3,5,0,0,31,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,26,16,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,6,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,10,4,0,0,0,0,3,0,0,0,13,3,0,0,7,3,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,4,0,0,0,15
LGA52590,23,0,4,0,8,7,31,0,3,80,18,3,3,4,12,12,0,0,0,50,3,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,17,0,0,0,9,4,6,0,0,38,0,0,0,0,0,0,0,0,0,3,6,0,0,3,6,0,11,0,0,31,15,0,0,3,7,5,18,0,0,53,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,4,6,0,0,0,0,4,6,0,0,17,12,0,0,0,0,0,0,0,0,16,13,0,4,0,0,3,0,0,0,22,5,0,0,0,0,4,3,0,0,15,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,9,4,0,0,0,0,0,9,0,0,13
LGA52660,16,6,6,0,4,0,0,0,0,30,3,0,0,0,0,0,0,0,0,5,25,10,8,11,26,19,11,0,0,105,3,0,0,0,0,0,0,0,0,13,16,0,0,9,0,3,5,0,0,35,3,0,0,3,0,0,0,0,0,12,26,3,11,13,20,22,9,0,0,91,9,6,5,5,33,20,15,0,0,85,17,4,6,0,7,4,3,0,0,46,5,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,10,0,0,0,4,4,0,0,0,17,0,0,3,0,3,0,3,0,0,15,13,0,3,0,6,5,4,0,0,28,36,0,3,8,11,4,0,0,0,65,29,5,7,15,47,24,4,0,0,130,0,0,0,0,0,3,0,0,0,5,3,0,0,4,8,11,0,0,0,23,7,0,0,3,4,10,3,4,5,32
LGA52730,42,0,4,0,3,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,15,5,6,5,0,6,8,0,3,50,0,0,0,0,0,0,0,0,0,0,17,0,3,0,3,0,0,0,0,26,5,0,0,0,0,0,0,0,0,8,13,0,6,4,7,4,4,0,0,42,18,6,4,5,6,7,11,0,6,64,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,10,22,0,3,4,0,6,0,0,0,40,0,0,5,4,5,4,6,0,0,17,16,0,0,4,5,5,0,0,0,29,37,6,3,6,4,3,0,0,0,59,30,0,0,8,4,3,5,0,0,58,3,0,0,0,0,0,0,0,0,9,6,0,0,6,3,0,0,0,0,18,10,0,0,0,0,5,0,0,4,20
LGA52800,0,0,0,0,0,0,0,0,0,4,26,0,8,15,22,10,16,0,0,98,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,4,0,5,6,3,0,0,27,0,0,0,0,5,0,0,0,0,4,5,0,0,0,9,8,7,0,0,38,13,0,3,0,4,6,33,0,0,63,8,0,4,0,8,0,4,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,7,0,0,0,15,0,0,0,0,5,0,0,0,0,5,3,4,0,0,0,0,8,0,0,17,12,8,8,12,14,12,9,0,0,69,20,4,4,5,14,11,14,0,0,77,20,3,6,7,21,34,31,0,0,126,6,0,0,0,0,0,0,0,0,7,4,0,0,4,0,3,0,0,0,14,4,0,0,0,0,3,6,0,0,8
LGA52870,28,0,5,7,8,11,23,0,6,96,8,0,0,0,0,6,0,0,0,8,12,0,0,0,5,0,3,0,5,27,0,0,0,0,0,0,0,0,0,5,10,0,0,3,0,0,3,0,0,23,0,6,0,0,0,0,0,0,0,7,11,0,5,3,11,0,5,0,4,39,8,3,3,5,12,5,0,0,0,43,10,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,13,5,0,32,5,3,0,0,0,9,0,0,0,19,25,0,0,0,4,0,0,0,0,30,16,0,0,3,6,5,7,0,3,49,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,7,13,0,0,0,0,0,3,0,5,16
LGA52940,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA53010,0,0,0,3,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA53080,0,0,0,0,0,0,0,0,0,0,20,6,7,8,21,17,15,3,6,103,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12,4,0,0,0,4,8,13,0,3,30,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,5,0,0,3,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
LGA53150,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,8,11,17,0,0,0,52,4,0,0,0,0,0,0,0,0,7,10,0,3,4,4,4,0,0,0,27,15,4,12,12,28,40,32,0,0,126,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,5,4,0,0,4,0,0,0,0,0,11,24,9,6,4,10,5,3,0,0,59,5,3,3,0,5,7,0,0,0,35,24,0,7,13,11,3,0,0,0,51,15,0,0,0,4,4,5,0,0,32,45,14,17,15,42,35,35,0,0,201,7,0,0,0,0,0,0,0,0,9,10,0,3,4,11,18,0,0,0,50,11,0,0,0,5,11,6,0,3,41
LGA53220,4,0,0,3,5,0,9,0,3,19,846,211,331,372,930,735,263,9,66,3770,12,0,0,4,12,13,0,0,0,46,9,0,3,6,12,10,5,0,0,55,116,31,44,51,144,125,57,0,17,581,21,4,7,10,20,21,9,0,0,97,4,3,4,10,16,21,21,0,5,80,45,11,25,18,80,71,107,0,9,368,21,4,6,7,19,14,13,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,10,9,23,6,0,59,13,4,3,8,15,11,8,0,0,71,39,12,14,23,49,27,39,0,7,205,19,0,5,9,7,9,6,0,0,63,18,3,3,8,9,14,8,0,4,69,16,6,0,4,13,17,20,0,0,81,0,0,0,5,0,5,0,0,0,9,14,0,3,9,17,11,8,0,0,71,26,0,7,15,35,21,32,0,14,152
LGA53290,57,4,8,7,24,12,29,0,9,158,5,0,0,0,5,3,0,0,0,12,7,0,0,0,0,4,12,0,0,26,4,0,8,0,0,3,0,0,0,18,22,4,4,0,7,5,8,0,3,49,14,6,0,5,3,7,0,0,0,34,18,4,4,12,12,17,9,0,0,83,19,0,6,10,22,18,18,0,5,97,26,5,6,12,13,7,5,0,0,80,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,0,0,10,6,0,0,0,6,0,0,0,0,10,17,0,0,5,10,0,4,0,0,37,8,0,5,0,4,3,0,0,0,21,24,4,10,7,10,14,3,0,0,69,49,4,16,10,27,14,3,0,0,122,39,4,16,15,25,17,16,0,0,144,0,0,0,0,0,5,0,0,0,7,9,0,9,3,4,7,10,0,0,44,12,0,0,5,5,5,6,0,4,39
LGA53360,7,0,0,0,0,0,0,0,0,12,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,16,0,0,0,0,0,0,0,0,0,4,8,0,0,4,4,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,12,0,6,30,13,7,0,0,12,14,59,0,0,110,11,0,3,4,10,0,14,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,3,0,0,4,0,26,7,0,6,0,8,5,6,0,0,28,18,0,0,3,0,4,3,6,0,35,9,0,0,0,3,3,0,0,0,22,6,0,4,5,0,6,7,0,0,28,3,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,6,4,4,0,3,5,0,6,0,0,23
LGA53430,22,4,0,7,10,9,8,0,0,62,27,10,10,9,37,22,8,0,0,114,149,33,58,71,153,177,104,3,3,766,13,3,4,5,8,14,6,0,0,49,117,19,33,46,87,94,55,0,7,470,67,10,15,14,45,38,21,0,0,214,202,42,41,83,153,118,102,0,12,750,163,44,72,123,268,306,373,3,19,1369,214,59,55,81,163,137,70,4,6,787,25,3,3,10,17,11,5,0,0,73,32,5,10,9,13,9,8,0,0,99,51,9,12,8,16,21,4,0,0,121,178,52,37,78,123,96,64,6,5,641,52,13,11,16,45,53,58,0,3,252,184,39,59,48,104,84,28,0,5,557,302,68,65,83,131,130,55,3,9,836,652,130,153,253,466,368,203,9,24,2252,58,8,12,19,21,21,23,0,0,157,89,13,20,21,65,87,36,0,6,342,120,12,34,69,117,108,100,0,22,583
LGA53570,63,10,17,35,38,60,204,71,19,520,10,0,0,0,6,0,0,0,0,20,6,0,0,4,9,8,14,0,0,43,0,0,0,0,0,0,0,0,0,5,9,5,0,8,10,8,0,0,3,37,6,0,0,0,3,4,0,0,0,10,16,0,0,0,6,6,3,0,0,30,13,0,3,5,8,0,9,0,0,35,8,0,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,0,0,3,3,0,0,0,0,18,7,0,0,0,0,0,10,3,0,18,9,0,0,3,6,0,0,0,0,22,11,0,0,0,4,3,0,0,0,25,6,0,0,0,0,0,0,0,0,16,0,0,0,0,4,0,0,0,0,4,6,0,0,0,5,0,0,0,5,10,15,0,0,8,4,6,17,0,0,44
LGA53640,8,0,3,3,3,3,7,0,0,33,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,4,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,11,7,0,0,0,3,4,0,0,0,14,0,0,0,0,0,5,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA53710,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
