POW_LGA_CODE_2021,OM_UIE_75ov_HW_0,OM_UIE_75ov_HW_1_19,OM_UIE_75ov_HW_20_29,OM_UIE_75ov_HW_30_34,OM_UIE_75ov_HW_35_39,OM_UIE_75ov_HW_40_44,OM_UIE_75ov_HW_45_49,OM_UIE_75ov_HW_50mor,OM_UIE_75ov_HW_NS,OM_UIE_75ov_Tot,OM_UIE_Tot_HW_0,OM_UIE_Tot_HW_1_19,OM_UIE_Tot_HW_20_29,OM_UIE_Tot_HW_30_34,OM_UIE_Tot_HW_35_39,OM_UIE_Tot_HW_40_44,OM_UIE_Tot_HW_45_49,OM_UIE_Tot_HW_50mor,OM_UIE_Tot_HW_NS,OM_UIE_Tot_Tot,CFW_15_19_HW_0,CFW_15_19_HW_1_19,CFW_15_19_HW_20_29,CFW_15_19_HW_30_34,CFW_15_19_HW_35_39,CFW_15_19_HW_40_44,CFW_15_19_HW_45_49,CFW_15_19_HW_50mor,CFW_15_19_HW_NS,CFW_15_19_Tot,CFW_20_24_HW_0,CFW_20_24_HW_1_19,CFW_20_24_HW_20_29,CFW_20_24_HW_30_34,CFW_20_24_HW_35_39,CFW_20_24_HW_40_44,CFW_20_24_HW_45_49,CFW_20_24_HW_50mor,CFW_20_24_HW_NS,CFW_20_24_Tot,CFW_25_29_HW_0,CFW_25_29_HW_1_19,CFW_25_29_HW_20_29,CFW_25_29_HW_30_34,CFW_25_29_HW_35_39,CFW_25_29_HW_40_44,CFW_25_29_HW_45_49,CFW_25_29_HW_50mor,CFW_25_29_HW_NS,CFW_25_29_Tot,CFW_30_34_HW_0,CFW_30_34_HW_1_19,CFW_30_34_HW_20_29,CFW_30_34_HW_30_34,CFW_30_34_HW_35_39,CFW_30_34_HW_40_44,CFW_30_34_HW_45_49,CFW_30_34_HW_50mor,CFW_30_34_HW_NS,CFW_30_34_Tot,CFW_35_39_HW_0,CFW_35_39_HW_1_19,CFW_35_39_HW_20_29,CFW_35_39_HW_30_34,CFW_35_39_HW_35_39,CFW_35_39_HW_40_44,CFW_35_39_HW_45_49,CFW_35_39_HW_50mor,CFW_35_39_HW_NS,CFW_35_39_Tot,CFW_40_44_HW_0,CFW_40_44_HW_1_19,CFW_40_44_HW_20_29,CFW_40_44_HW_30_34,CFW_40_44_HW_35_39,CFW_40_44_HW_40_44,CFW_40_44_HW_45_49,CFW_40_44_HW_50mor,CFW_40_44_HW_NS,CFW_40_44_Tot,CFW_45_49_HW_0,CFW_45_49_HW_1_19,CFW_45_49_HW_20_29,CFW_45_49_HW_30_34,CFW_45_49_HW_35_39,CFW_45_49_HW_40_44,CFW_45_49_HW_45_49,CFW_45_49_HW_50mor,CFW_45_49_HW_NS,CFW_45_49_Tot,CFW_50_54_HW_0,CFW_50_54_HW_1_19,CFW_50_54_HW_20_29,CFW_50_54_HW_30_34,CFW_50_54_HW_35_39,CFW_50_54_HW_40_44,CFW_50_54_HW_45_49,CFW_50_54_HW_50mor,CFW_50_54_HW_NS,CFW_50_54_Tot,CFW_55_59_HW_0,CFW_55_59_HW_1_19,CFW_55_59_HW_20_29,CFW_55_59_HW_30_34,CFW_55_59_HW_35_39,CFW_55_59_HW_40_44,CFW_55_59_HW_45_49,CFW_55_59_HW_50mor,CFW_55_59_HW_NS,CFW_55_59_Tot,CFW_60_64_HW_0,CFW_60_64_HW_1_19,CFW_60_64_HW_20_29,CFW_60_64_HW_30_34,CFW_60_64_HW_35_39,CFW_60_64_HW_40_44,CFW_60_64_HW_45_49,CFW_60_64_HW_50mor,CFW_60_64_HW_NS,CFW_60_64_Tot,CFW_65_69_HW_0,CFW_65_69_HW_1_19,CFW_65_69_HW_20_29,CFW_65_69_HW_30_34,CFW_65_69_HW_35_39,CFW_65_69_HW_40_44,CFW_65_69_HW_45_49,CFW_65_69_HW_50mor,CFW_65_69_HW_NS,CFW_65_69_Tot,CFW_70_74_HW_0,CFW_70_74_HW_1_19,CFW_70_74_HW_20_29,CFW_70_74_HW_30_34,CFW_70_74_HW_35_39,CFW_70_74_HW_40_44,CFW_70_74_HW_45_49,CFW_70_74_HW_50mor,CFW_70_74_HW_NS,CFW_70_74_Tot,CFW_75ov_HW_0,CFW_75ov_HW_1_19,CFW_75ov_HW_20_29,CFW_75ov_HW_30_34,CFW_75ov_HW_35_39,CFW_75ov_HW_40_44,CFW_75ov_HW_45_49,CFW_75ov_HW_50mor,CFW_75ov_HW_NS,CFW_75ov_Tot,CFW_Tot_HW_0,CFW_Tot_HW_1_19,CFW_Tot_HW_20_29,CFW_Tot_HW_30_34,CFW_Tot_HW_35_39,CFW_Tot_HW_40_44,CFW_Tot_HW_45_49,CFW_Tot_HW_50mor,CFW_Tot_HW_NS,CFW_Tot_Tot,St_Em_NS_15_19_HW_0,St_Em_NS_15_19_HW_1_19,St_Em_NS_15_19_HW_20_29,St_Em_NS_15_19_HW_30_34,St_Em_NS_15_19_HW_35_39,St_Em_NS_15_19_HW_40_44,St_Em_NS_15_19_HW_45_49,St_Em_NS_15_19_HW_50mor,St_Em_NS_15_19_HW_NS,St_Em_NS_15_19_Tot,St_Em_NS_20_24_HW_0,St_Em_NS_20_24_HW_1_19,St_Em_NS_20_24_HW_20_29,St_Em_NS_20_24_HW_30_34,St_Em_NS_20_24_HW_35_39,St_Em_NS_20_24_HW_40_44,St_Em_NS_20_24_HW_45_49,St_Em_NS_20_24_HW_50mor,St_Em_NS_20_24_HW_NS,St_Em_NS_20_24_Tot,St_Em_NS_25_29_HW_0,St_Em_NS_25_29_HW_1_19,St_Em_NS_25_29_HW_20_29,St_Em_NS_25_29_HW_30_34,St_Em_NS_25_29_HW_35_39,St_Em_NS_25_29_HW_40_44,St_Em_NS_25_29_HW_45_49,St_Em_NS_25_29_HW_50mor,St_Em_NS_25_29_HW_NS,St_Em_NS_25_29_Tot,St_Em_NS_30_34_HW_0,St_Em_NS_30_34_HW_1_19,St_Em_NS_30_34_HW_20_29,St_Em_NS_30_34_HW_30_34,St_Em_NS_30_34_HW_35_39,St_Em_NS_30_34_HW_40_44,St_Em_NS_30_34_HW_45_49,St_Em_NS_30_34_HW_50mor,St_Em_NS_30_34_HW_NS,St_Em_NS_30_34_Tot
LGA50080,7,18,9,4,4,8,4,3,4,54,56,287,207,158,126,260,103,333,35,1566,0,10,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,5,3,0,0,3,0,0,0,21,0,15,4,0,0,0,0,4,0,25,3,5,5,0,0,4,0,4,0,22,4,9,4,0,7,4,0,7,0,33,0,3,0,0,6,0,0,0,0,18,0,16,12,0,0,10,0,15,0,48,0,15,7,8,3,8,4,12,0,50,0,16,10,3,0,9,0,9,5,44,11,20,4,0,0,3,0,8,4,49,11,9,5,6,0,4,0,0,4,41,28,117,56,24,17,44,11,64,11,372,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6
LGA50210,0,13,6,5,0,7,0,0,0,30,46,421,291,180,165,300,91,314,20,1832,0,10,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,3,0,0,0,8,0,8,11,8,0,0,0,0,3,27,0,13,3,4,0,6,0,4,0,24,3,16,3,4,0,3,0,0,0,33,0,9,4,3,6,3,0,0,0,26,0,6,5,0,0,4,0,3,0,18,0,5,8,0,0,0,0,4,0,27,0,7,9,0,0,9,0,0,0,25,0,4,5,0,0,0,0,4,0,15,0,8,3,0,0,3,0,0,0,12,0,6,0,5,0,0,0,0,0,19,8,96,48,25,7,29,4,31,10,247,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,3,14,0,0,0,3,4,0,0,0,0,8
LGA50250,0,5,0,0,0,0,0,0,0,5,13,27,13,12,13,14,8,56,3,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,3,3,3,5,0,10,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,7
LGA50280,4,15,3,0,3,0,3,0,0,28,61,248,181,100,85,155,55,156,12,1062,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,3,0,10,0,6,0,0,3,3,0,0,0,19,0,15,4,0,0,4,0,7,0,23,0,8,0,0,4,0,0,4,0,19,0,5,0,0,0,0,0,14,0,22,3,4,3,5,0,0,0,0,0,21,6,10,8,3,0,0,0,9,0,33,0,10,5,4,0,0,3,8,0,31,0,10,6,4,0,5,4,8,4,34,0,4,7,0,0,4,0,0,3,21,10,79,33,16,8,20,8,54,9,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA50350,0,3,0,0,0,0,0,0,0,7,12,102,69,46,39,75,29,65,8,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,8,0,27,4,0,8,3,0,8,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA50420,0,13,13,0,0,0,4,0,0,36,35,436,330,214,179,320,118,331,25,1989,0,0,0,0,0,0,0,0,3,6,0,3,0,0,0,0,0,0,0,13,0,5,5,0,0,0,0,3,0,9,0,4,0,0,0,0,0,3,0,22,0,7,4,9,0,5,0,0,0,23,0,11,5,0,3,6,0,0,3,31,0,10,0,0,0,3,0,5,0,24,0,8,0,3,0,3,0,4,0,22,0,11,9,3,0,3,0,0,0,25,0,13,0,0,0,0,0,0,0,20,0,12,9,0,0,0,0,0,0,25,4,6,6,4,0,0,0,5,0,25,0,7,6,3,0,0,0,0,0,17,5,93,45,26,20,33,4,26,12,263,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,0,3,0,0,4,0,0,0,4,13,0,0,0,0,0,0,0,0,6,8
LGA50490,0,12,8,4,3,0,0,3,3,30,30,266,205,127,136,259,98,244,30,1396,0,4,4,0,0,0,0,0,0,9,3,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,0,4,0,26,0,5,4,0,0,10,0,0,3,27,0,4,0,0,0,3,0,3,9,26,0,0,0,0,0,6,0,3,0,12,0,3,3,0,0,5,0,0,4,12,0,9,5,0,0,5,0,4,0,22,0,0,0,3,0,0,0,0,5,16,6,3,0,5,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,13,5,11,0,0,0,0,0,0,0,18,16,61,26,12,9,31,0,22,24,202,0,0,0,0,0,0,0,0,3,5,0,0,0,5,0,0,0,0,6,10,3,3,0,0,0,0,0,0,5,18,0,0,0,0,5,0,0,3,14,28
LGA50560,0,0,0,0,0,0,0,0,0,3,13,8,19,9,8,18,5,35,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,3,0,8,0,0,4,0,0,0,0,0,0,11,3,8,12,0,0,4,0,11,6,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50630,0,5,0,0,0,0,0,0,0,9,3,6,5,5,4,14,9,18,3,65,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,8,9,0,0,3,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA50770,0,5,6,0,0,5,0,4,0,13,10,11,15,9,3,30,7,56,3,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,9,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,3,0,5,0,14,0,0,0,0,4,0,0,7,0,12,0,0,0,0,0,0,0,9,0,6,0,3,0,0,0,5,0,3,0,12,0,5,0,0,0,0,0,4,0,9,0,0,3,6,5,0,0,3,0,18,5,13,6,4,5,20,3,40,6,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
