SA3_CODE_2021,Tot_persons_C11_M,Tot_persons_C11_F,Tot_persons_C11_P,Tot_persons_C16_M,Tot_persons_C16_F,Tot_persons_C16_P,Tot_persons_C21_M,Tot_persons_C21_F,Tot_persons_C21_P,Age_0_4_C11_M,Age_0_4_C11_F,Age_0_4_C11_P,Age_0_4_C16_M,Age_0_4_C16_F,Age_0_4_C16_P,Age_0_4_C21_M,Age_0_4_C21_F,Age_0_4_C21_P,Age_5_14_C11_M,Age_5_14_C11_F,Age_5_14_C11_P,Age_5_14_C16_M,Age_5_14_C16_F,Age_5_14_C16_P,Age_5_14_C21_M,Age_5_14_C21_F,Age_5_14_C21_P,Age_15_19_C11_M,Age_15_19_C11_F,Age_15_19_C11_P,Age_15_19_C16_M,Age_15_19_C16_F,Age_15_19_C16_P,Age_15_19_C21_M,Age_15_19_C21_F,Age_15_19_C21_P,Age_20_24_C11_M,Age_20_24_C11_F,Age_20_24_C11_P,Age_20_24_C16_M,Age_20_24_C16_F,Age_20_24_C16_P,Age_20_24_C21_M,Age_20_24_C21_F,Age_20_24_C21_P,Age_25_34_C11_M,Age_25_34_C11_F,Age_25_34_C11_P,Age_25_34_C16_M,Age_25_34_C16_F,Age_25_34_C16_P,Age_25_34_C21_M,Age_25_34_C21_F,Age_25_34_C21_P,Age_35_44_C11_M,Age_35_44_C11_F,Age_35_44_C11_P,Age_35_44_C16_M,Age_35_44_C16_F,Age_35_44_C16_P,Age_35_44_C21_M,Age_35_44_C21_F,Age_35_44_C21_P,Age_45_54_C11_M,Age_45_54_C11_F,Age_45_54_C11_P,Age_45_54_C16_M,Age_45_54_C16_F,Age_45_54_C16_P,Age_45_54_C21_M,Age_45_54_C21_F,Age_45_54_C21_P,Age_55_64_C11_M,Age_55_64_C11_F,Age_55_64_C11_P,Age_55_64_C16_M,Age_55_64_C16_F,Age_55_64_C16_P,Age_55_64_C21_M,Age_55_64_C21_F,Age_55_64_C21_P,Age_65_74_C11_M,Age_65_74_C11_F,Age_65_74_C11_P,Age_65_74_C16_M,Age_65_74_C16_F,Age_65_74_C16_P,Age_65_74_C21_M,Age_65_74_C21_F,Age_65_74_C21_P,Age_75_84_C11_M,Age_75_84_C11_F,Age_75_84_C11_P,Age_75_84_C16_M,Age_75_84_C16_F,Age_75_84_C16_P,Age_75_84_C21_M,Age_75_84_C21_F,Age_75_84_C21_P,Age_grp_85over_C11_M,Age_grp_85over_C11_F,Age_grp_85over_C11_P,Age_grp_85over_C16_M,Age_grp_85over_C16_F,Age_grp_85over_C16_P,Age_grp_85over_C21_M,Age_grp_85over_C21_F,Age_grp_85over_C21_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,OS_vis_C16_M,OS_vis_C16_F,OS_vis_C16_P,OS_vis_C21_M,OS_vis_C21_F,OS_vis_C21_P,IP_Abor_C11_M,IP_Abor_C11_F,IP_Abor_C11_P,IP_Abor_C16_M,IP_Abor_C16_F,IP_Abor_C16_P,IP_Abor_C21_M,IP_Abor_C21_F,IP_Abor_C21_P,IP_Tor_Strt_Is_2011_Ce_M,IP_Tor_Strt_Is_2011_Ce_F,IP_Tor_Strt_Is_2011_Ce_P,IP_Tor_Strt_Is_2016_Ce_M,IP_Tor_Strt_Is_2016_Ce_F,IP_Tor_Strt_Is_2016_Ce_P,IP_Tor_Strt_Is_2021_Ce_M,IP_Tor_Strt_Is_2021_Ce_F,IP_Tor_Strt_Is_2021_Ce_P,IP_B_Ab_To_St_Is_2011_Ce_M,IP_B_Ab_To_St_Is_2011_Ce_F,IP_B_Ab_To_St_Is_2011_Ce_P,IP_B_Ab_To_St_Is_2016_Ce_M,IP_B_Ab_To_St_Is_2016_Ce_F,IP_B_Ab_To_St_Is_2016_Ce_P,IP_B_Ab_To_St_Is_2021_Ce_M,IP_B_Ab_To_St_Is_2021_Ce_F,IP_B_Ab_To_St_Is_2021_Ce_P,IP_Tot_2011_Ce_M,IP_Tot_2011_Ce_F,IP_Tot_2011_Ce_P,IP_Tot_2016_Ce_M,IP_Tot_2016_Ce_F,IP_Tot_2016_Ce_P,IP_Tot_2021_Ce_M,IP_Tot_2021_Ce_F,IP_Tot_2021_Ce_P,Brthplace_Aust_2011_Ce_M,Brthplace_Aust_2011_Ce_F,Brthplace_Aust_2011_Ce_P,Brthplace_Aust_2016_Ce_M,Brthplace_Aust_2016_Ce_F,Brthplace_Aust_2016_Ce_P,Brthplace_Aust_2021_Ce_M,Brthplace_Aust_2021_Ce_F,Brthplace_Aust_2021_Ce_P,Brthplace_Elsewhere_2011_Ce_M,Brthplace_Elsewhere_2011_Ce_F,Brthplace_Elsewhere_2011_Ce_P,Brthplace_Elsewhere_2016_Ce_M,Brthplace_Elsewhere_2016_Ce_F,Brthplace_Elsewhere_2016_Ce_P,Brthplace_Elsewhere_2021_Ce_M,Brthplace_Elsewhere_2021_Ce_F,Brthplace_Elsewhere_2021_Ce_P,LSH_Eng_only_2011_Ce_M,LSH_Eng_only_2011_Ce_F,LSH_Eng_only_2011_Ce_P,LSH_Eng_only_2016_Ce_M,LSH_Eng_only_2016_Ce_F,LSH_Eng_only_2016_Ce_P,LSH_Eng_only_2021_Ce_M,LSH_Eng_only_2021_Ce_F,LSH_Eng_only_2021_Ce_P,LSH_Oth_Lan_2011_Ce_M,LSH_Oth_Lan_2011_Ce_F,LSH_Oth_Lan_2011_Ce_P,LSH_Oth_Lan_2016_Ce_M,LSH_Oth_Lan_2016_Ce_F,LSH_Oth_Lan_2016_Ce_P,LSH_Oth_Lan_2021_Ce_M,LSH_Oth_Lan_2021_Ce_F,LSH_Oth_Lan_2021_Ce_P,Aust_citiz_C11_M,Aust_citiz_C11_F,Aust_citiz_C11_P,Aust_citiz_C16_M,Aust_citiz_C16_F,Aust_citiz_C16_P,Aust_citiz_C21_M,Aust_citiz_C21_F,Aust_citiz_C21_P
50101,20649,21398,42045,24994,25876,50875,28080,29249,57332,1557,1485,3047,1708,1567,3267,1521,1488,3016,3094,2866,5964,3758,3527,7290,4106,3896,8006,1323,1225,2552,1475,1356,2828,1623,1450,3074,895,838,1735,932,961,1891,1002,857,1856,2296,2496,4788,2610,2913,5521,2701,2843,5544,3079,3286,6361,3500,3773,7273,3624,4193,7816,2850,3060,5916,3417,3490,6903,3940,4069,8001,2610,2696,5308,3162,3465,6625,3580,3979,7556,1699,1780,3476,2744,2739,5480,3640,3781,7420,953,1167,2118,1264,1438,2705,1829,1877,3702,276,492,774,424,651,1072,520,814,1332,245,289,531,454,527,981,118,63,181,296,299,598,381,388,771,512,477,986,8,0,4,15,10,21,13,11,22,4,8,5,3,3,3,13,3,19,305,305,609,391,401,800,530,497,1030,15746,16238,31984,18287,18772,37061,20568,21242,41814,3618,3997,7619,4592,5100,9695,5418,6196,11616,18632,19403,38036,21859,22617,44478,24535,25723,50256,835,911,1742,1212,1453,2666,1534,1806,3341,17917,18768,36692,21281,22050,43332,24324,25519,49840
50102,47409,46975,94384,50804,51837,102642,53276,54279,107549,3445,3186,6632,3452,3217,6670,3167,2935,6104,6930,6672,13602,7326,7074,14400,7610,7019,14629,3487,3109,6597,3519,3269,6782,3345,3289,6638,2809,2647,5456,2731,2566,5302,2693,2544,5246,5958,5816,11768,6031,6415,12446,6068,6350,12419,6594,6954,13549,6510,6730,13241,6713,6941,13649,6938,6727,13663,7113,7346,14458,6976,7348,14325,5685,5613,11291,6451,6709,13154,7002,7323,14330,3371,3368,6736,4808,4825,9629,5962,6023,11985,1695,2044,3743,2191,2568,4757,2880,3216,6102,489,849,1334,676,1108,1791,857,1285,2133,202,201,405,207,314,523,73,60,128,1118,1181,2300,1324,1373,2694,1779,1793,3575,30,25,50,29,37,57,13,18,36,19,21,44,36,34,62,39,44,81,1170,1226,2397,1382,1436,2819,1838,1848,3689,35668,35592,71260,37245,37747,74998,40260,40866,81127,8685,8749,17428,9350,10049,19394,9639,10622,20259,41524,41909,83434,43154,44464,87616,45637,47124,92765,2802,2830,5635,3516,3837,7346,3762,4342,8102,39953,40584,80541,42637,43844,86484,45972,47624,93599
50103,10905,10768,21674,11371,11439,22813,11911,11949,23863,663,635,1291,600,579,1174,565,556,1116,1626,1541,3166,1468,1480,2953,1469,1355,2822,646,537,1181,687,565,1255,622,629,1248,385,375,763,426,396,824,473,379,851,871,958,1829,910,977,1888,985,1023,2006,1327,1487,2823,1218,1316,2526,1207,1359,2569,1753,1707,3463,1651,1764,3418,1601,1619,3216,1795,1729,3523,1902,1946,3851,1929,2061,3989,1218,1080,2294,1634,1466,3095,1900,1789,3684,496,495,993,702,680,1384,942,903,1843,130,220,346,171,276,449,226,286,508,122,122,248,149,143,290,44,49,91,180,239,415,253,238,491,293,287,575,12,13,25,9,12,18,15,17,29,0,4,6,3,8,7,4,7,8,189,256,448,260,258,516,306,301,611,8447,8333,16784,8304,8237,16540,8806,8767,17574,1921,2010,3939,1933,2039,3972,2034,2235,4266,9979,9951,19932,9974,9922,19901,10397,10500,20901,489,505,994,453,533,986,550,593,1148,9778,9728,19513,9826,9807,19630,10339,10422,20760
50201,40868,42426,83294,47152,49589,96738,51979,55660,107641,2730,2503,5238,2862,2704,5570,2866,2800,5672,5364,5192,10554,6104,5889,11993,6601,6562,13159,2838,2655,5498,2934,2888,5820,3015,2971,5986,2208,2249,4457,2595,2530,5128,2623,2686,5306,4116,4405,8519,4970,5388,10361,5171,5715,10886,4906,5293,10196,5328,5785,11111,5653,6255,11904,5260,5697,10952,6107,6478,12582,6312,6833,13147,5283,5724,11008,5813,6580,12390,6760,7565,14327,4770,4742,9514,5952,6228,12174,7166,7731,14903,2706,2922,5629,3456,3736,7192,4504,4746,9248,693,1044,1731,1031,1384,2418,1301,1794,3095,179,215,395,178,285,462,51,59,116,739,753,1495,975,1031,2007,1450,1522,2967,25,26,56,34,23,52,36,36,73,9,9,22,15,18,37,18,31,52,781,795,1576,1025,1079,2101,1508,1590,3097,28242,29443,57685,31604,32902,64505,35488,37662,73150,9685,10477,20160,11907,13217,25126,12909,14969,27879,36449,38198,74651,41130,43273,84396,45485,48827,94318,1737,2002,3739,2675,3276,5949,2924,3793,6715,33842,35634,69477,38829,41056,79879,44688,48255,92950
50301,30983,33150,64138,32922,34709,67637,34905,36829,71735,1569,1549,3115,1542,1429,2972,1518,1422,2941,4324,4276,8598,4834,4539,9371,4879,4588,9464,2619,2712,5330,2692,2773,5467,2969,2978,5947,2835,2574,5407,2867,2542,5409,2630,2595,5224,3228,3164,6395,3484,3485,6968,3489,3416,6900,3462,4066,7522,3485,3943,7428,3584,4147,7729,4428,4892,9320,4578,5057,9633,4747,5224,9973,3869,4085,7957,3983,4258,8240,4270,4597,8870,2649,2708,5359,3103,3355,6458,3601,3918,7515,1427,1855,3282,1677,2063,3743,2355,2621,4980,581,1267,1844,674,1273,1952,865,1314,2184,595,730,1323,582,804,1389,145,133,276,117,112,237,169,163,337,213,250,462,6,0,9,3,4,8,3,4,13,4,13,18,6,5,8,0,9,12,135,131,262,180,175,353,215,261,479,19528,21125,40649,20615,21686,42301,22575,23588,46159,9622,10349,19971,10347,11031,21376,10952,11874,22826,25466,27311,52778,26277,27446,53726,28781,29787,58567,3770,4298,8068,4717,5356,10063,4739,5660,10396,25189,27313,52508,26782,28371,55149,30226,31751,61977
50302,46745,45466,92215,50684,50986,101670,55115,55410,110530,2539,2345,4886,2698,2512,5213,2716,2504,5222,3664,3572,7241,4328,4106,8435,4959,4816,9772,1927,2030,3953,1869,2112,3982,2058,2165,4225,4175,4387,8563,3718,4225,7940,3710,4333,8043,11398,10491,21888,12732,12459,25188,12067,12257,24325,7473,6734,14202,7991,7588,15585,9647,8827,18480,6054,5625,11677,6242,6009,12247,6826,6550,13375,4952,4571,9519,5263,5155,10418,5852,5719,11574,2599,2517,5121,3535,3390,6925,4417,4484,8897,1422,1987,3406,1640,2083,3723,2083,2302,4386,546,1214,1767,666,1336,2010,778,1452,2226,2412,1939,4348,2173,2370,4550,669,425,1090,217,240,460,308,319,622,440,450,886,14,8,19,13,14,28,15,10,27,0,9,11,15,11,23,6,8,18,232,259,492,332,340,675,461,474,937,24411,24710,49124,26170,26335,52506,30734,30617,61351,17720,17063,34783,19408,19857,39265,20845,22138,42988,32690,31734,64428,34191,33582,67780,39188,38295,77482,9582,10197,19778,11481,12779,24262,12196,14195,26397,33009,33434,66439,35489,35907,71401,42324,42431,84758
50401,38235,38106,76338,39944,40501,80443,41790,42676,84462,2506,2310,4824,2514,2347,4865,2589,2428,5021,3922,3733,7649,4251,3927,8183,4578,4150,8733,2137,1992,4127,2055,1959,4012,2002,1859,3865,2862,2630,5492,2638,2443,5080,2554,2430,4982,6517,6173,12691,7048,7163,14212,6774,6920,13689,5833,5589,11416,5999,5912,11909,6481,6451,12929,5097,5036,10134,5269,5119,10384,5369,5460,10831,4431,4572,9002,4468,4750,9224,4775,4934,9712,2747,2945,5693,3266,3514,6781,3832,4302,8133,1631,2056,3686,1796,2190,3991,2142,2477,4621,554,1074,1623,638,1166,1809,698,1249,1949,305,337,636,337,522,858,58,85,143,527,594,1123,550,575,1132,677,688,1368,24,17,43,30,18,45,23,17,45,24,27,52,26,36,57,28,27,61,578,640,1211,605,625,1234,733,740,1472,21907,22283,44190,22647,22622,45267,25225,25312,50534,13899,13912,27807,14705,15254,29958,14505,15670,30179,27034,27234,54269,27453,27253,54707,29819,29820,59632,8969,9226,18195,10077,10840,20911,9814,11056,20869,30489,31183,61669,31358,31879,63234,35088,36050,71141
50402,20733,19677,40415,21855,20182,42035,22643,21152,43792,1158,1080,2239,1144,1011,2153,1121,1054,2177,2861,2620,5482,2681,2558,5238,2729,2507,5232,1596,1444,3042,1441,1288,2724,1369,1260,2630,1443,1032,2479,1395,1021,2412,1324,1002,2331,2233,1781,4019,2698,2065,4762,2763,2155,4921,2932,2877,5807,2833,2555,5384,2932,2600,5532,3198,3258,6456,3342,3247,6595,3173,3050,6223,2721,2803,5521,2896,2831,5730,3139,3073,6220,1635,1626,3259,2188,2204,4394,2451,2548,4995,773,807,1576,951,1008,1955,1284,1386,2668,185,355,537,281,396,681,356,514,870,60,82,140,65,109,174,25,26,50,831,417,1250,992,457,1446,1151,584,1732,3,4,9,14,10,22,24,6,28,12,8,18,32,3,32,37,5,41,845,424,1276,1037,466,1505,1207,592,1802,14692,13776,28470,15409,14015,29422,16192,14910,31102,4927,4870,9800,5173,4995,10166,5277,5362,10639,17369,17650,35022,17553,17676,35232,18280,18576,36855,977,1119,2096,1258,1447,2705,1333,1636,2963,16868,17311,34176,17315,17534,34844,18384,18833,37213
50403,51337,51799,103138,63803,64736,128540,73672,74650,148324,4023,3725,7745,4987,4738,9725,5705,5254,10956,8170,7518,15688,9491,8802,18297,11064,10330,21396,4010,3771,7780,4551,4142,8696,4885,4442,9326,3533,3479,7010,4497,4541,9037,4696,4559,9260,6931,7319,14248,9925,10472,20400,10820,11813,22634,7847,8452,16299,9047,9657,18701,11092,11189,22281,7246,7439,14684,8783,9015,17794,9382,9855,19239,5141,5118,10255,6435,6610,13044,7946,8263,16210,2803,2889,5694,3859,4049,7908,5074,5332,10400,1293,1519,2810,1732,1908,3640,2345,2605,4950,342,583,921,489,796,1279,678,997,1678,251,281,526,412,643,1052,148,167,316,1302,1549,2848,1571,1779,3353,2275,2425,4702,32,34,67,47,40,91,64,54,119,28,18,45,31,45,75,53,62,113,1358,1604,2961,1646,1866,3514,2392,2542,4939,32954,33175,66121,38504,38635,77142,45725,45787,91506,15292,15808,31097,20844,21709,42552,24204,25858,50066,40479,40627,81106,46474,46512,92983,52984,52964,105946,8020,8481,16501,13119,13766,26884,16659,18122,34780,42645,43075,85721,51315,51542,102859,62210,62776,124984
50501,75375,77049,152421,76680,78045,154728,79502,81136,160641,4711,4535,9250,4511,4271,8781,4418,4166,8584,10412,9797,20206,10665,10107,20773,11018,10364,21390,6275,5965,12242,5573,5173,10746,5365,4953,10317,5709,5142,10848,5199,4673,9875,4822,4226,9052,8274,8127,16399,8839,8479,17317,8116,8275,16389,10567,11424,21995,10051,10759,20808,10457,10989,21444,11625,12936,24564,11346,12190,23532,11225,11604,22833,10158,10254,20417,10173,10769,20946,10433,11373,21801,4778,4721,9497,6935,6932,13866,8847,9311,18157,2200,2828,5028,2525,3142,5666,3747,4135,7877,667,1309,1974,866,1536,2405,1044,1750,2794,520,663,1178,450,745,1192,98,111,211,390,414,804,450,485,932,650,639,1288,20,27,44,20,17,45,34,24,59,16,12,31,14,11,29,23,21,41,427,452,876,488,517,1004,706,682,1384,44140,45217,89359,44528,45129,89655,48075,48327,96402,28208,29222,57435,28735,29827,58561,28709,30794,59503,65662,66775,132437,65656,66216,131875,68849,69538,138390,6980,8012,14989,7881,9055,16937,7817,9460,17279,62764,64903,127664,64108,65685,129794,70259,71921,142177
