SA3_CODE_2021,Tot_persons_C11_M,Tot_persons_C11_F,Tot_persons_C11_P,Tot_persons_C16_M,Tot_persons_C16_F,Tot_persons_C16_P,Tot_persons_C21_M,Tot_persons_C21_F,Tot_persons_C21_P,Age_0_4_C11_M,Age_0_4_C11_F,Age_0_4_C11_P,Age_0_4_C16_M,Age_0_4_C16_F,Age_0_4_C16_P,Age_0_4_C21_M,Age_0_4_C21_F,Age_0_4_C21_P,Age_5_14_C11_M,Age_5_14_C11_F,Age_5_14_C11_P,Age_5_14_C16_M,Age_5_14_C16_F,Age_5_14_C16_P,Age_5_14_C21_M,Age_5_14_C21_F,Age_5_14_C21_P,Age_15_19_C11_M,Age_15_19_C11_F,Age_15_19_C11_P,Age_15_19_C16_M,Age_15_19_C16_F,Age_15_19_C16_P,Age_15_19_C21_M,Age_15_19_C21_F,Age_15_19_C21_P,Age_20_24_C11_M,Age_20_24_C11_F,Age_20_24_C11_P,Age_20_24_C16_M,Age_20_24_C16_F,Age_20_24_C16_P,Age_20_24_C21_M,Age_20_24_C21_F,Age_20_24_C21_P,Age_25_34_C11_M,Age_25_34_C11_F,Age_25_34_C11_P,Age_25_34_C16_M,Age_25_34_C16_F,Age_25_34_C16_P,Age_25_34_C21_M,Age_25_34_C21_F,Age_25_34_C21_P,Age_35_44_C11_M,Age_35_44_C11_F,Age_35_44_C11_P,Age_35_44_C16_M,Age_35_44_C16_F,Age_35_44_C16_P,Age_35_44_C21_M,Age_35_44_C21_F,Age_35_44_C21_P,Age_45_54_C11_M,Age_45_54_C11_F,Age_45_54_C11_P,Age_45_54_C16_M,Age_45_54_C16_F,Age_45_54_C16_P,Age_45_54_C21_M,Age_45_54_C21_F,Age_45_54_C21_P,Age_55_64_C11_M,Age_55_64_C11_F,Age_55_64_C11_P,Age_55_64_C16_M,Age_55_64_C16_F,Age_55_64_C16_P,Age_55_64_C21_M,Age_55_64_C21_F,Age_55_64_C21_P,Age_65_74_C11_M,Age_65_74_C11_F,Age_65_74_C11_P,Age_65_74_C16_M,Age_65_74_C16_F,Age_65_74_C16_P,Age_65_74_C21_M,Age_65_74_C21_F,Age_65_74_C21_P,Age_75_84_C11_M,Age_75_84_C11_F,Age_75_84_C11_P,Age_75_84_C16_M,Age_75_84_C16_F,Age_75_84_C16_P,Age_75_84_C21_M,Age_75_84_C21_F,Age_75_84_C21_P,Age_grp_85over_C11_M,Age_grp_85over_C11_F,Age_grp_85over_C11_P,Age_grp_85over_C16_M,Age_grp_85over_C16_F,Age_grp_85over_C16_P,Age_grp_85over_C21_M,Age_grp_85over_C21_F,Age_grp_85over_C21_P,OS_vis_C11_M,OS_vis_C11_F,OS_vis_C11_P,OS_vis_C16_M,OS_vis_C16_F,OS_vis_C16_P,OS_vis_C21_M,OS_vis_C21_F,OS_vis_C21_P,IP_Abor_C11_M,IP_Abor_C11_F,IP_Abor_C11_P,IP_Abor_C16_M,IP_Abor_C16_F,IP_Abor_C16_P,IP_Abor_C21_M,IP_Abor_C21_F,IP_Abor_C21_P,IP_Tor_Strt_Is_2011_Ce_M,IP_Tor_Strt_Is_2011_Ce_F,IP_Tor_Strt_Is_2011_Ce_P,IP_Tor_Strt_Is_2016_Ce_M,IP_Tor_Strt_Is_2016_Ce_F,IP_Tor_Strt_Is_2016_Ce_P,IP_Tor_Strt_Is_2021_Ce_M,IP_Tor_Strt_Is_2021_Ce_F,IP_Tor_Strt_Is_2021_Ce_P,IP_B_Ab_To_St_Is_2011_Ce_M,IP_B_Ab_To_St_Is_2011_Ce_F,IP_B_Ab_To_St_Is_2011_Ce_P,IP_B_Ab_To_St_Is_2016_Ce_M,IP_B_Ab_To_St_Is_2016_Ce_F,IP_B_Ab_To_St_Is_2016_Ce_P,IP_B_Ab_To_St_Is_2021_Ce_M,IP_B_Ab_To_St_Is_2021_Ce_F,IP_B_Ab_To_St_Is_2021_Ce_P,IP_Tot_2011_Ce_M,IP_Tot_2011_Ce_F,IP_Tot_2011_Ce_P,IP_Tot_2016_Ce_M,IP_Tot_2016_Ce_F,IP_Tot_2016_Ce_P,IP_Tot_2021_Ce_M,IP_Tot_2021_Ce_F,IP_Tot_2021_Ce_P,Brthplace_Aust_2011_Ce_M,Brthplace_Aust_2011_Ce_F,Brthplace_Aust_2011_Ce_P,Brthplace_Aust_2016_Ce_M,Brthplace_Aust_2016_Ce_F,Brthplace_Aust_2016_Ce_P,Brthplace_Aust_2021_Ce_M,Brthplace_Aust_2021_Ce_F,Brthplace_Aust_2021_Ce_P,Brthplace_Elsewhere_2011_Ce_M,Brthplace_Elsewhere_2011_Ce_F,Brthplace_Elsewhere_2011_Ce_P,Brthplace_Elsewhere_2016_Ce_M,Brthplace_Elsewhere_2016_Ce_F,Brthplace_Elsewhere_2016_Ce_P,Brthplace_Elsewhere_2021_Ce_M,Brthplace_Elsewhere_2021_Ce_F,Brthplace_Elsewhere_2021_Ce_P,LSH_Eng_only_2011_Ce_M,LSH_Eng_only_2011_Ce_F,LSH_Eng_only_2011_Ce_P,LSH_Eng_only_2016_Ce_M,LSH_Eng_only_2016_Ce_F,LSH_Eng_only_2016_Ce_P,LSH_Eng_only_2021_Ce_M,LSH_Eng_only_2021_Ce_F,LSH_Eng_only_2021_Ce_P,LSH_Oth_Lan_2011_Ce_M,LSH_Oth_Lan_2011_Ce_F,LSH_Oth_Lan_2011_Ce_P,LSH_Oth_Lan_2016_Ce_M,LSH_Oth_Lan_2016_Ce_F,LSH_Oth_Lan_2016_Ce_P,LSH_Oth_Lan_2021_Ce_M,LSH_Oth_Lan_2021_Ce_F,LSH_Oth_Lan_2021_Ce_P,Aust_citiz_C11_M,Aust_citiz_C11_F,Aust_citiz_C11_P,Aust_citiz_C16_M,Aust_citiz_C16_F,Aust_citiz_C16_P,Aust_citiz_C21_M,Aust_citiz_C21_F,Aust_citiz_C21_P
50502,87636,90794,178430,94033,98394,192430,101037,107110,208149,5834,5646,11474,6311,5806,12115,6456,6054,12510,9809,9318,19128,10531,10183,20711,11814,11263,23082,5111,4826,9939,4905,4901,9808,5315,4947,10259,6666,6521,13185,5986,5948,11942,5906,6140,12049,15479,14951,30430,17851,17737,35586,16452,17572,34023,13068,12887,25957,13735,13909,27647,15746,16124,31870,11038,11267,22312,11884,12079,23958,12859,13195,26057,9022,10174,19204,9647,10649,20293,10723,11536,22258,6268,7322,13590,7053,8492,15550,8413,10103,18519,4001,5321,9323,4478,5816,10295,5257,6750,12003,1345,2546,3887,1650,2877,4533,2093,3425,5514,718,885,1604,880,1308,2188,190,256,449,976,1149,2126,941,1044,1990,1125,1209,2332,27,30,61,37,30,67,38,23,61,23,15,38,16,7,26,26,32,58,1028,1194,2226,1001,1082,2083,1184,1266,2453,50088,53017,103104,52000,54750,106747,58511,61540,120051,31391,32446,63838,35665,37097,72759,37338,40906,78242,60739,63400,124134,62435,64935,127365,68392,71817,140207,21163,22647,43808,25627,27335,52959,27169,30287,57455,69203,73633,142836,72860,77167,150026,82646,88274,170919
50503,75234,76870,152102,92886,95072,187959,102522,105984,208506,6603,6297,12894,7660,7304,14969,7469,7240,14706,12412,11810,24223,14471,13737,28211,16146,15144,31290,5855,5499,11359,6881,6534,13414,7097,6765,13859,4954,5105,10054,6484,6298,12783,6846,6559,13403,11031,11719,22755,14200,15215,29416,13848,15137,28995,12179,12750,24929,13908,14360,28264,14889,15918,30810,9642,9755,19400,12667,12935,25603,14029,14585,28617,6334,6714,13049,8031,8623,16656,10647,11075,21721,3810,4075,7882,5283,5816,11100,6962,7753,14711,1880,2231,4111,2562,3079,5642,3570,4214,7781,532,911,1442,728,1164,1890,1024,1592,2616,366,506,876,560,872,1431,174,191,372,1032,1167,2195,1235,1336,2567,1797,1945,3745,38,32,74,48,34,78,61,60,121,25,18,47,30,33,60,51,51,103,1094,1220,2314,1309,1398,2702,1910,2061,3969,41268,42232,83502,49136,49824,98960,56915,57983,114898,29646,30803,60453,37685,39329,77011,40753,44259,85017,58179,59694,117868,68924,70147,139072,76757,79029,155783,13117,13801,26917,18500,19710,38212,20546,22665,43210,58808,60721,119529,72457,74525,146984,86004,89346,175349
50601,31041,31254,62293,39596,40002,79596,46604,47583,94184,2579,2368,4950,3595,3368,6959,3850,3656,7505,4279,4145,8421,5499,5269,10767,7481,7107,14584,2289,2159,4452,2366,2329,4697,2721,2684,5404,2338,2283,4625,2634,2606,5237,2667,2680,5350,4659,4660,9316,6700,7031,13728,6711,7429,14140,4140,4178,8319,5773,5553,11325,7707,7815,15526,4085,4197,8290,4824,4869,9698,5572,5471,11039,3436,3682,7111,3874,4263,8138,4577,4755,9336,2045,1989,4039,2750,2824,5574,3306,3710,7019,948,1171,2115,1226,1346,2565,1589,1703,3289,244,419,660,367,548,913,426,581,1006,105,179,285,301,490,798,75,114,184,841,835,1681,939,1015,1950,1314,1372,2682,16,19,37,22,30,46,21,21,43,10,18,26,10,26,34,27,32,64,876,870,1742,970,1065,2034,1366,1417,2785,19778,19841,39620,23397,23326,46722,27652,27807,55458,9122,9560,18682,13470,14082,27551,16394,17598,33992,26288,26489,52782,29803,29950,59758,33219,33701,66921,2871,3141,6019,7248,7678,14920,10683,11534,22213,25351,25766,51115,31418,31412,62835,38591,39155,77747
50602,32596,31205,63804,36006,34707,70715,38172,37142,75312,2073,2006,4077,2283,2241,4520,2174,2222,4390,2903,2750,5656,3210,3032,6237,3661,3475,7133,1672,1565,3241,1606,1495,3098,1599,1526,3126,3053,2848,5900,3239,2899,6136,2868,2859,5725,7029,6407,13437,8372,7860,16231,8001,7712,15720,5195,4548,9745,5586,5082,10660,6363,5860,12221,4101,3705,7806,4271,3932,8204,4720,4350,9070,3176,3130,6311,3533,3496,7034,4138,3809,7947,1867,1977,3840,2249,2323,4567,2823,2973,5790,1146,1527,2672,1199,1543,2747,1330,1551,2880,375,741,1118,467,811,1277,499,819,1318,501,481,980,538,687,1228,138,108,244,632,767,1397,678,722,1394,806,837,1638,10,22,32,14,10,22,26,19,48,19,17,40,20,17,40,22,7,25,667,798,1464,707,748,1452,854,865,1717,17032,17052,34082,17887,17426,35307,20833,20003,40835,12712,11972,24677,14520,14046,28566,14728,15062,29790,21817,21322,43135,22344,21424,43776,25099,23798,48899,7988,7832,15822,10112,10126,20242,10313,11047,21359,22772,22764,45534,24376,23840,48218,28691,27838,56532
50603,44143,44619,88769,46690,46907,93598,49396,49742,99139,2549,2337,4884,2644,2559,5205,2805,2590,5394,5146,4928,10073,5646,5283,10924,6324,5940,12261,3409,3216,6628,3374,3059,6438,3056,3017,6072,5023,4544,9566,4697,4009,8708,4335,3773,8103,7229,6307,13539,7986,7412,15400,8055,7335,15390,5668,5784,11459,6232,6233,12466,6990,7309,14301,5534,6029,11558,5655,5796,11448,5985,5976,11957,4713,4958,9667,4671,5160,9831,4934,5344,10281,2694,2986,5682,3421,3642,7067,3918,4423,8341,1567,2190,3758,1662,2248,3911,2186,2667,4849,599,1350,1950,701,1511,2210,809,1385,2191,550,671,1221,797,1058,1850,186,172,352,464,485,952,422,487,916,577,650,1231,10,8,19,4,6,17,20,9,31,6,7,16,9,11,19,21,26,43,487,500,984,443,511,950,618,689,1301,21448,22202,43652,20759,21219,41979,22577,22559,45143,20220,20358,40572,23444,23221,46666,24673,25250,49924,27850,28598,56448,25918,26270,52182,26376,26467,52839,13920,13953,27873,18372,18241,36608,20622,20962,41584,31331,32606,63941,31931,32801,64731,36044,36549,72590
50604,53754,52835,106587,60005,58066,118073,63485,62887,126376,4087,3824,7911,4426,4272,8700,4340,4170,8513,7671,7015,14687,8323,7630,15958,9091,8659,17753,3981,3745,7722,4040,3671,7709,4043,3753,7795,4156,3782,7934,4386,3830,8216,4420,4035,8452,8502,8275,16782,9824,9366,19192,8758,8866,17620,7896,7838,15730,9030,8552,17584,10134,9731,19859,6689,6819,13507,7609,7295,14908,8278,7942,16225,5705,5744,11446,5881,6106,11983,6373,6571,12945,3236,3322,6556,4056,4226,8280,4954,5225,10175,1468,1792,3260,1874,2244,4113,2388,2770,5162,374,675,1053,559,875,1429,717,1156,1869,332,420,749,544,865,1410,142,178,320,1302,1214,2514,1384,1295,2677,1713,1616,3332,27,23,50,15,24,32,29,16,45,26,23,46,23,20,43,36,32,71,1354,1258,2612,1415,1333,2753,1777,1667,3448,30360,29773,60130,30977,29469,60442,33186,31949,65130,19750,19898,39647,25624,25465,51092,27140,28129,55269,38140,38293,76429,37087,36319,73405,36962,36568,73536,11507,11726,23232,18862,18892,37756,22036,22953,44991,40808,41105,81920,44143,43269,87420,49163,48908,98072
50605,26531,27028,53563,28458,28990,57451,29108,29654,58762,1778,1651,3431,1816,1709,3522,1755,1562,3318,3648,3504,7151,3873,3785,7653,4125,3917,8038,2045,1953,4002,2014,1895,3905,1845,1759,3608,1706,1675,3381,1739,1575,3314,1705,1460,3163,3149,3101,6247,3513,3573,7080,3137,3315,6450,3684,3777,7465,3796,3883,7677,3904,4066,7970,3655,3837,7494,3970,4000,7966,3919,3963,7889,3377,3553,6938,3333,3578,6912,3531,3689,7218,2128,2242,4375,2693,2864,5561,2962,3266,6227,1074,1237,2314,1352,1577,2935,1686,1902,3593,287,483,770,366,559,921,539,750,1292,122,174,296,151,208,361,39,21,58,413,459,875,478,521,993,639,670,1306,16,6,21,16,11,25,12,10,23,6,14,17,5,8,14,14,8,26,433,476,906,496,543,1036,663,688,1350,17780,18031,35805,18610,18648,37262,19811,19806,39615,7256,7689,14941,8030,8662,16689,7997,8788,16791,23140,23609,46752,23622,23841,47467,24318,24550,48865,1982,2243,4230,3172,3623,6794,3417,3984,7399,22534,23242,45780,23770,24281,48052,25552,26008,51556
50606,9046,8757,17799,13631,13240,26873,16103,16138,32242,734,613,1348,1206,1117,2328,1405,1370,2778,1437,1399,2835,2104,1972,4078,2723,2529,5249,660,631,1290,852,849,1701,964,1013,1975,563,566,1132,852,935,1789,867,872,1741,1026,1034,2061,2230,2233,4461,2276,2620,4898,1394,1446,2841,1865,1866,3731,2407,2376,4782,1326,1305,2639,1907,1798,3704,2067,2012,4076,1061,983,2045,1313,1310,2627,1699,1704,3405,583,492,1069,877,740,1619,1081,1054,2133,210,206,411,325,322,646,500,455,955,55,76,126,89,99,191,113,138,249,38,42,79,69,89,159,17,26,46,125,112,237,273,251,526,442,419,864,8,12,16,6,8,17,13,14,26,0,0,0,3,0,4,18,14,36,134,119,258,281,261,547,472,448,920,6577,6289,12866,9348,9014,18360,11355,11350,22711,2030,2099,4124,3379,3426,6803,3950,4170,8119,8055,8046,16107,11240,11248,22487,13278,13674,26955,359,392,757,1211,1255,2464,1667,1831,3494,7680,7680,15359,11059,10992,22049,13638,14072,27717
50607,19946,20868,40815,20575,21464,42044,21275,22177,43448,1019,1052,2074,1042,933,1971,1042,987,2031,1963,1831,3793,2169,1971,4138,2280,1939,4216,1478,1265,2742,1451,1241,2692,1370,1098,2471,2122,2138,4260,1829,1833,3669,1729,1741,3465,3538,3315,6845,3630,3492,7121,3307,3302,6604,2603,2693,5300,2692,2723,5413,2796,2925,5723,2500,2776,5280,2502,2762,5260,2538,2739,5276,2468,2553,5021,2361,2796,5158,2388,2771,5155,1277,1390,2665,1786,1880,3664,2263,2508,4773,648,1070,1722,761,1068,1828,1121,1382,2503,320,781,1109,361,776,1136,439,794,1233,423,425,851,341,436,775,98,74,172,227,209,429,271,250,514,315,292,604,0,0,5,6,5,8,3,11,13,7,3,13,6,4,12,12,10,25,235,211,446,280,256,537,335,312,644,11465,12206,23668,11785,12199,23983,13015,13266,26281,7112,7397,14504,7355,7782,15143,7208,7871,15075,14625,15416,30044,14774,15179,29954,16032,16321,32350,3992,4289,8288,4415,4852,9272,4126,4765,8895,15066,16195,31255,15704,16484,32188,17721,18377,36104
50701,43552,43861,87411,50324,51707,102029,57054,58771,115824,3468,3224,6686,3744,3731,7474,4061,3708,7765,5975,5703,11672,6679,6374,13049,7528,7292,14818,2784,2798,5585,3158,3053,6213,3256,3117,6378,3060,2978,6034,3253,3262,6514,3626,3696,7320,6970,6940,13907,7999,8472,16474,8536,9119,17653,7161,7152,14318,8084,8026,16116,9047,9228,18277,5769,5829,11595,6884,6987,13872,7706,7822,15520,4212,4407,8621,5027,5438,10462,6072,6511,12579,2530,2601,5134,3295,3478,6777,4332,4736,9066,1318,1616,2932,1719,1948,3664,2210,2446,4655,304,617,925,487,932,1415,684,1097,1782,254,295,554,433,599,1034,98,103,199,736,798,1530,743,776,1517,1066,1078,2153,19,14,34,13,11,25,22,7,27,9,18,32,19,27,46,26,25,42,764,831,1595,776,809,1586,1111,1113,2224,27285,27735,55018,29931,30639,60573,35546,36033,71578,14052,14159,28210,17059,17810,34866,18852,20621,39473,33296,33642,66937,36587,37290,73876,42542,43177,85716,8184,8480,16670,10639,11355,21991,11701,13286,24992,35502,36444,71951,39938,41372,81313,48325,49922,98247
50702,16424,17206,33629,17688,18921,36600,19324,20592,39910,944,877,1825,914,941,1855,1073,994,2065,1715,1717,3437,1802,1827,3628,1951,1953,3907,810,831,1639,854,916,1772,963,1016,1982,1005,1073,2072,939,1060,1998,1005,1154,2156,2334,2297,4632,2612,2778,5389,2541,2759,5303,2406,2509,4919,2501,2540,5039,2681,2765,5448,2483,2633,5116,2720,2781,5499,2714,2848,5556,2293,2318,4612,2448,2539,4981,2703,2829,5531,1305,1426,2734,1646,1829,3471,2141,2313,4455,847,1041,1890,938,1132,2066,1118,1287,2407,278,484,761,325,581,905,436,668,1107,372,309,681,252,365,614,135,96,228,216,236,449,243,224,464,290,305,591,7,0,7,6,6,18,10,7,18,11,4,11,3,3,11,6,12,11,223,244,467,246,242,487,301,321,621,10410,11083,21496,10920,11807,22726,12686,13672,26362,4945,5164,10110,5070,5428,10503,5416,5853,11272,13265,13847,27107,13883,14643,28524,15975,16895,32872,2149,2527,4681,2195,2684,4884,2094,2612,4709,13593,14480,28070,14195,15399,29593,16593,17913,34509
50703,14875,14354,29227,19971,18943,38921,23482,22379,45867,1293,1300,2597,1757,1633,3390,1932,1871,3809,2104,1996,4103,2746,2546,5287,3457,3141,6600,1034,943,1977,1199,1103,2300,1385,1230,2620,1059,1086,2141,1484,1398,2876,1609,1413,3020,2638,2529,5169,3810,3768,7579,3988,3861,7857,2268,2147,4418,3174,2786,5957,4018,3693,7718,1837,1614,3452,2423,2210,4638,2950,2719,5670,1301,1325,2627,1651,1657,3304,2031,2106,4134,855,795,1650,1076,1080,2160,1301,1416,2717,404,435,841,534,565,1103,628,685,1314,86,173,253,121,203,325,179,236,416,58,59,114,119,205,321,44,24,74,681,418,1098,839,525,1367,1198,719,1916,14,13,27,7,3,12,21,16,36,6,3,13,25,0,23,50,20,62,709,437,1139,872,533,1411,1267,751,2016,9518,9224,18735,11682,10857,22543,14387,13319,27705,4092,4055,8149,6726,6660,13389,7842,8074,15915,11775,11902,23678,13953,13866,27812,16232,16219,32453,1356,1480,2829,3624,3797,7421,4697,5113,9812,11180,11447,22632,14433,14296,28732,18176,18190,36365
50704,47380,50984,98365,48602,52078,100678,50918,55210,106127,2623,2412,5040,2611,2421,5024,2593,2505,5099,6000,5620,11622,6275,5897,12170,6775,6489,13260,3675,3688,7357,3403,3312,6722,3325,3370,6691,3843,3676,7520,3562,3307,6869,3197,3175,6374,5460,5367,10820,5838,5757,11595,5497,5682,11181,6002,6830,12829,5951,6648,12597,6463,7274,13737,6801,7836,14636,6526,7415,13945,6704,7401,14104,6206,6720,12930,6222,6949,13167,6295,7119,13415,3587,3920,7511,4646,4957,9607,5675,6442,12123,2343,3200,5542,2450,3288,5739,3128,3645,6774,843,1720,2564,1123,2123,3243,1261,2102,3363,524,624,1149,524,804,1326,154,148,297,262,282,544,340,327,674,420,450,872,10,9,17,7,5,12,9,10,22,4,3,5,5,3,11,13,16,30,273,297,568,353,344,700,445,481,927,28974,31351,60326,29662,31431,61090,31895,33910,65808,16178,17508,33691,16576,18252,34829,17172,19615,36781,37165,39808,76972,36949,38949,75896,39116,41585,80696,8233,9418,17651,9325,10725,20052,9848,11790,21636,39220,42698,81913,40236,43199,83435,44234,47780,92015
50705,51856,52251,104105,62027,63081,125112,67085,68591,135678,4254,4069,8324,4775,4636,9410,4816,4335,9148,7840,7528,15369,9433,9067,18503,10329,9951,20284,4073,3771,7843,4195,4023,8213,4536,4249,8784,3711,3402,7112,4362,4152,8510,4142,3968,8106,6730,6900,13631,8941,9283,18221,8950,9380,18324,7675,8073,15751,8418,8784,17199,8860,9524,18382,7101,7031,14137,8553,8664,17214,8747,9141,17886,4863,5070,9928,6108,6308,12417,7755,7800,15559,3313,3490,6806,4300,4553,8853,5146,5757,10901,1800,2181,3980,2258,2594,4851,2947,3268,6210,490,734,1226,684,1025,1716,853,1225,2083,237,285,520,306,383,695,97,105,203,814,858,1673,1184,1261,2443,1663,1726,3391,19,19,39,31,32,67,42,53,89,11,13,25,24,24,52,62,58,117,846,887,1737,1245,1322,2558,1771,1829,3605,32438,32997,65431,37572,38214,75791,42870,43853,86720,16095,16635,32730,19304,20347,39659,19759,21550,41310,45953,46664,92619,52802,53744,106545,57543,59190,116738,2826,3235,6065,4457,5213,9670,4967,6083,11049,41527,42599,84130,48597,49898,98493,55827,57986,113812
50901,27569,27788,55357,29639,29533,59170,30830,31049,61880,1861,1780,3642,1739,1602,3345,1701,1572,3273,4036,3799,7835,4045,3723,7765,4016,3819,7838,1832,1634,3459,1884,1672,3562,1918,1735,3654,1442,1229,2673,1447,1188,2637,1372,1216,2587,2710,2896,5613,3043,3051,6093,3209,3111,6315,3482,3770,7250,3313,3528,6839,3391,3537,6934,4063,4119,8186,4089,4215,8300,3860,4157,8013,3769,3716,7488,4302,4328,8632,4472,4617,9084,2540,2543,5082,3405,3461,6868,4040,4076,8126,1436,1609,3042,1774,1894,3661,2136,2284,4420,395,698,1092,599,865,1468,709,935,1644,155,161,315,198,251,447,56,25,83,1067,991,2060,1159,935,2093,1257,1168,2427,10,8,18,21,19,45,18,25,44,11,11,24,18,3,23,18,8,28,1083,1007,2095,1196,961,2159,1295,1202,2497,21295,21274,42566,21798,21307,43109,22934,22697,45630,4893,5352,10243,5280,5724,11007,5517,6197,11709,24548,25198,49740,25024,25383,50410,26234,26863,53100,1463,1673,3138,1817,1947,3765,1955,2146,4098,23952,24712,48669,24858,25367,50222,26449,27156,53608
50902,27481,25890,53369,29063,26869,55932,28873,27059,55937,1836,1661,3495,1648,1533,3178,1411,1336,2745,3875,3641,7512,3555,3390,6949,3328,3223,6546,1582,1294,2879,1545,1242,2792,1487,1293,2781,1295,1054,2348,1411,1086,2497,1274,1017,2283,2543,2711,5249,2941,2885,5829,2886,2677,5560,3438,3576,7014,3331,3139,6471,3078,3048,6125,4267,3965,8237,4210,4002,8205,3832,3703,7536,4202,3875,8081,4621,4245,8864,4708,4435,9141,2792,2414,5206,3731,3225,6956,4321,3758,8072,1338,1233,2572,1663,1560,3227,2058,1894,3947,304,474,775,406,556,964,504,686,1196,242,226,470,285,270,553,123,61,183,1108,1252,2362,1180,1200,2384,1288,1261,2550,16,20,38,10,7,21,16,12,24,10,10,20,5,14,16,15,13,26,1128,1285,2412,1199,1221,2417,1315,1285,2597,21075,19858,40936,20832,19287,40121,20605,19270,39876,4296,4400,8698,5039,4726,9763,4798,4940,9739,24551,23481,48030,24532,23194,47726,24063,23015,47076,1098,1035,2137,1307,1241,2552,1285,1421,2703,23577,22605,46177,23951,22664,46616,23842,22828,46665
50903,10864,9851,20714,10357,9892,20249,9908,9448,19357,752,741,1486,691,644,1335,525,532,1060,1426,1409,2842,1346,1321,2668,1252,1187,2443,558,492,1054,490,455,938,463,425,891,456,397,853,439,379,815,455,379,836,1241,1116,2352,1096,1093,2186,953,992,1943,1577,1376,2949,1199,1174,2370,1114,1109,2226,1691,1472,3159,1486,1440,2922,1342,1247,2586,1573,1323,2893,1589,1536,3123,1521,1462,2989,982,829,1812,1275,995,2273,1387,1174,2561,465,478,945,569,624,1191,692,659,1351,144,220,366,179,232,413,203,268,471,72,73,140,61,59,114,18,11,34,485,498,980,466,475,939,386,423,804,12,6,14,3,5,10,4,3,9,6,9,16,18,22,33,10,9,18,499,516,1017,485,500,983,398,435,829,8705,8084,16796,7904,7454,15360,7576,7071,14643,1354,1323,2680,1230,1340,2566,1209,1380,2583,9803,9125,18929,8942,8528,17469,8418,7989,16411,338,355,692,344,375,721,435,472,914,9448,8822,18267,8744,8345,17086,8320,7938,16254
51001,18504,16283,34791,17159,17208,34363,17306,17780,35092,1546,1471,3021,1529,1428,2954,1380,1264,2642,2807,2709,5519,2707,2719,5425,2839,2731,5567,1089,959,2048,1086,947,2038,1062,1110,2175,1468,1286,2751,1125,1145,2268,1077,1161,2235,3465,2999,6470,2871,3219,6090,2770,3291,6066,2995,2553,5548,2457,2659,5119,2490,2778,5272,2443,2168,4614,2249,2300,4555,2355,2305,4658,1732,1423,3157,1923,1827,3755,1892,1882,3773,673,480,1154,908,674,1578,1070,885,1958,227,178,411,248,217,463,321,290,607,57,52,107,49,69,120,66,81,139,711,696,1407,637,676,1313,174,205,374,6540,6968,13507,6702,7163,13867,6893,7125,14019,48,43,91,41,45,85,33,40,71,148,168,319,154,190,343,145,170,312,6734,7179,13919,6906,7395,14298,7073,7331,14408,13580,13172,26756,13165,13049,26213,12931,13017,25946,3113,1721,4834,2014,2140,4151,1841,2248,4087,12121,11614,23740,11446,11465,22910,10971,11275,22253,3020,3185,6198,3337,3573,6914,3344,3752,7101,14218,13891,28103,13947,14116,28060,13719,14134,27858
51002,16612,10380,26990,14782,10273,25054,14487,10955,25443,1013,918,1932,1030,948,1978,1020,959,1973,1579,1518,3100,1566,1490,3056,1748,1731,3480,703,580,1287,492,518,1005,639,556,1200,1487,977,2460,833,743,1568,798,694,1489,3916,2395,6314,3712,2501,6208,2988,2405,5394,3388,1744,5129,2979,1628,4604,2886,1966,4851,2745,1350,4091,2343,1378,3729,2195,1304,3497,1436,669,2103,1413,765,2177,1704,944,2645,280,155,436,330,227,557,409,308,716,50,57,108,74,61,128,86,77,157,18,16,36,19,22,38,19,23,39,218,116,336,209,136,342,132,55,189,2017,1978,3997,2111,2052,4165,2157,2144,4300,88,51,142,97,60,163,96,67,170,57,57,114,82,78,156,98,94,195,2160,2089,4253,2290,2193,4482,2351,2310,4657,9879,6747,16625,8995,6588,15585,8462,7015,15477,3152,1850,5005,3004,2067,5065,3005,2327,5334,11099,6962,18062,9938,6822,16761,9083,7209,16293,1923,1604,3526,2129,1918,4042,2279,2049,4333,11173,7409,18586,10389,7425,17815,9885,7971,17854
51003,20273,12632,32902,21369,13135,34499,16330,13262,29594,1334,1215,2553,1417,1310,2729,1345,1184,2527,2097,1838,3935,2272,2026,4295,2498,2341,4843,826,647,1472,751,588,1338,819,637,1455,1462,955,2422,1054,828,1883,858,686,1542,4482,2831,7314,5053,2990,8042,2958,2670,5629,4393,2416,6810,4680,2357,7038,3304,2538,5841,3515,1704,5222,3664,1755,5417,2392,1770,4161,1780,806,2582,2002,983,2985,1594,1018,2611,324,159,481,405,228,629,445,330,775,43,44,86,57,56,111,105,80,186,10,10,20,12,13,26,12,10,19,376,157,531,573,236,809,170,81,251,1519,1257,2771,1897,1642,3539,1643,1446,3089,64,42,104,83,84,170,74,59,132,41,41,85,65,54,119,82,57,140,1618,1338,2956,2045,1784,3832,1806,1565,3365,11833,8523,20356,12766,8849,21616,10438,8678,19116,4252,2234,6480,5116,2773,7891,2900,2632,5534,14085,9614,23698,15320,10053,25370,11308,9448,20757,1881,1160,3038,2538,1678,4216,1801,1775,3584,13292,9367,22664,14910,10040,24947,11758,9881,21641
