SA3_CODE_2021,C16_CF_NCu15DS_MR_1000_1399,C16_CF_NCu15DS_MR_1400_1799,C16_CF_NCu15DS_MR_1800_2399,C16_CF_NCu15DS_MR_2400_2999,C16_CF_NCu15DS_MR_3000_3999,C16_CF_NCu15DS_MR_4000over,C16_CF_NCu15DS_MR_NS,C16_CF_NCu15DS_Tot,C16_CF_NDCO_MR_0_299,C16_CF_NDCO_MR_300_449,C16_CF_NDCO_MR_450_599,C16_CF_NDCO_MR_600_799,C16_CF_NDCO_MR_800_999,C16_CF_NDCO_MR_1000_1399,C16_CF_NDCO_MR_1400_1799,C16_CF_NDCO_MR_1800_2399,C16_CF_NDCO_MR_2400_2999,C16_CF_NDCO_MR_3000_3999,C16_CF_NDCO_MR_4000over,C16_CF_NDCO_MR_NS,C16_CF_NDCO_Tot,C16_CF_Tot_MR_0_299,C16_CF_Tot_MR_300_449,C16_CF_Tot_MR_450_599,C16_CF_Tot_MR_600_799,C16_CF_Tot_MR_800_999,C16_CF_Tot_MR_1000_1399,C16_CF_Tot_MR_1400_1799,C16_CF_Tot_MR_1800_2399,C16_CF_Tot_MR_2400_2999,C16_CF_Tot_MR_3000_3999,C16_CF_Tot_MR_4000over,C16_CF_Tot_MR_NS,C16_CF_Tot_Tot,C16_1PF_Cu15DS_MR_0_299,C16_1PF_Cu15DS_MR_300_449,C16_1PF_Cu15DS_MR_450_599,C16_1PF_Cu15DS_MR_600_799,C16_1PF_Cu15DS_MR_800_999,C16_1PF_Cu15DS_MR_1000_1399,C16_1PF_Cu15DS_MR_1400_1799,C16_1PF_Cu15DS_MR_1800_2399,C16_1PF_Cu15DS_MR_2400_2999,C16_1PF_Cu15DS_MR_3000_3999,C16_1PF_Cu15DS_MR_4000over,C16_1PF_Cu15DS_MR_NS,C16_1PF_Cu15DS_Tot,C16_1PF_CU15_NDS_MR_0_299,C16_1PF_CU15_NDS_MR_300_449,C16_1PF_CU15_NDS_MR_450_599,C16_1PF_CU15_NDS_MR_600_799,C16_1PF_CU15_NDS_MR_800_999,C16_1PF_CU15_NDS_MR_1000_1399,C16_1PF_CU15_NDS_MR_1400_1799,C16_1PF_CU15_NDS_MR_1800_2399,C16_1PF_CU15_NDS_MR_2400_2999,C16_1PF_CU15_NDS_MR_3000_3999,C16_1PF_CU15_NDS_MR_4000over,C16_1PF_CU15_NDS_MR_NS,C16_1PF_CU15_NDS_Tot,C16_1PF_NCu15DS_MR_0_299,C16_1PF_NCu15DS_MR_300_449,C16_1PF_NCu15DS_MR_450_599,C16_1PF_NCu15DS_MR_600_799,C16_1PF_NCu15DS_MR_800_999,C16_1PF_NCu15DS_MR_1000_1399,C16_1PF_NCu15DS_MR_1400_1799,C16_1PF_NCu15DS_MR_1800_2399,C16_1PF_NCu15DS_MR_2400_2999,C16_1PF_NCu15DS_MR_3000_3999,C16_1PF_NCu15DS_MR_4000over,C16_1PF_NCu15DS_MR_NS,C16_1PF_NCu15DS_Tot,C16_1PF_NDCO_MR_0_299,C16_1PF_NDCO_MR_300_449,C16_1PF_NDCO_MR_450_599,C16_1PF_NDCO_MR_600_799,C16_1PF_NDCO_MR_800_999,C16_1PF_NDCO_MR_1000_1399,C16_1PF_NDCO_MR_1400_1799,C16_1PF_NDCO_MR_1800_2399,C16_1PF_NDCO_MR_2400_2999,C16_1PF_NDCO_MR_3000_3999,C16_1PF_NDCO_MR_4000over,C16_1PF_NDCO_MR_NS,C16_1PF_NDCO_Tot,C16_1PF_Tot_MR_0_299,C16_1PF_Tot_MR_300_449,C16_1PF_Tot_MR_450_599,C16_1PF_Tot_MR_600_799,C16_1PF_Tot_MR_800_999,C16_1PF_Tot_MR_1000_1399,C16_1PF_Tot_MR_1400_1799,C16_1PF_Tot_MR_1800_2399,C16_1PF_Tot_MR_2400_2999,C16_1PF_Tot_MR_3000_3999,C16_1PF_Tot_MR_4000over,C16_1PF_Tot_MR_NS,C16_1PF_Tot_Tot,C16_Tot_MR_0_299,C16_Tot_MR_300_449,C16_Tot_MR_450_599,C16_Tot_MR_600_799,C16_Tot_MR_800_999,C16_Tot_MR_1000_1399,C16_Tot_MR_1400_1799,C16_Tot_MR_1800_2399,C16_Tot_MR_2400_2999,C16_Tot_MR_3000_3999,C16_Tot_MR_4000over,C16_Tot_MR_NS,C16_Tot_Tot,C21_CFNC_MR_0_299,C21_CFNC_MR_300_449,C21_CFNC_MR_450_599,C21_CFNC_MR_600_799,C21_CFNC_MR_800_999,C21_CFNC_MR_1000_1399,C21_CFNC_MR_1400_1799,C21_CFNC_MR_1800_2399,C21_CFNC_MR_2400_2999,C21_CFNC_MR_3000_3999,C21_CFNC_MR_4000over,C21_CFNC_MR_NS,C21_CFNC_Tot,C21_CF_Cu15DS_MR_0_299,C21_CF_Cu15DS_MR_300_449,C21_CF_Cu15DS_MR_450_599,C21_CF_Cu15DS_MR_600_799,C21_CF_Cu15DS_MR_800_999,C21_CF_Cu15DS_MR_1000_1399,C21_CF_Cu15DS_MR_1400_1799,C21_CF_Cu15DS_MR_1800_2399,C21_CF_Cu15DS_MR_2400_2999,C21_CF_Cu15DS_MR_3000_3999,C21_CF_Cu15DS_MR_4000over,C21_CF_Cu15DS_MR_NS,C21_CF_Cu15DS_Tot,C21_CF_Cu15NDS_MR_0_299,C21_CF_Cu15NDS_MR_300_449,C21_CF_Cu15NDS_MR_450_599,C21_CF_Cu15NDS_MR_600_799,C21_CF_Cu15NDS_MR_800_999,C21_CF_Cu15NDS_MR_1000_1399,C21_CF_Cu15NDS_MR_1400_1799,C21_CF_Cu15NDS_MR_1800_2399,C21_CF_Cu15NDS_MR_2400_2999,C21_CF_Cu15NDS_MR_3000_3999,C21_CF_Cu15NDS_MR_4000over,C21_CF_Cu15NDS_MR_NS,C21_CF_Cu15NDS_Tot,C21_CF_NCu15DS_MR_0_299,C21_CF_NCu15DS_MR_300_449,C21_CF_NCu15DS_MR_450_599,C21_CF_NCu15DS_MR_600_799,C21_CF_NCu15DS_MR_800_999,C21_CF_NCu15DS_MR_1000_1399,C21_CF_NCu15DS_MR_1400_1799,C21_CF_NCu15DS_MR_1800_2399,C21_CF_NCu15DS_MR_2400_2999,C21_CF_NCu15DS_MR_3000_3999,C21_CF_NCu15DS_MR_4000over,C21_CF_NCu15DS_MR_NS,C21_CF_NCu15DS_Tot,C21_CF_NDCO_MR_0_299,C21_CF_NDCO_MR_300_449,C21_CF_NDCO_MR_450_599,C21_CF_NDCO_MR_600_799,C21_CF_NDCO_MR_800_999,C21_CF_NDCO_MR_1000_1399,C21_CF_NDCO_MR_1400_1799,C21_CF_NDCO_MR_1800_2399,C21_CF_NDCO_MR_2400_2999,C21_CF_NDCO_MR_3000_3999,C21_CF_NDCO_MR_4000over,C21_CF_NDCO_MR_NS,C21_CF_NDCO_Tot,C21_CF_Tot_MR_0_299,C21_CF_Tot_MR_300_449,C21_CF_Tot_MR_450_599,C21_CF_Tot_MR_600_799,C21_CF_Tot_MR_800_999,C21_CF_Tot_MR_1000_1399,C21_CF_Tot_MR_1400_1799,C21_CF_Tot_MR_1800_2399,C21_CF_Tot_MR_2400_2999,C21_CF_Tot_MR_3000_3999,C21_CF_Tot_MR_4000over,C21_CF_Tot_MR_NS,C21_CF_Tot_Tot,C21_1PF_Cu15DS_MR_0_299,C21_1PF_Cu15DS_MR_300_449,C21_1PF_Cu15DS_MR_450_599,C21_1PF_Cu15DS_MR_600_799,C21_1PF_Cu15DS_MR_800_999,C21_1PF_Cu15DS_MR_1000_1399,C21_1PF_Cu15DS_MR_1400_1799,C21_1PF_Cu15DS_MR_1800_2399,C21_1PF_Cu15DS_MR_2400_2999,C21_1PF_Cu15DS_MR_3000_3999
50101,50,51,78,39,41,25,14,347,24,5,11,18,20,62,47,78,35,28,10,21,355,105,33,44,68,99,371,556,954,465,358,159,136,3350,4,7,0,4,7,7,18,13,4,4,0,0,77,12,0,6,12,15,41,56,55,26,8,5,5,249,4,0,0,7,12,26,18,18,3,6,0,4,102,10,3,9,9,14,32,25,19,8,6,5,6,139,27,7,16,33,52,108,116,106,44,21,12,19,560,265,94,103,176,242,692,905,1434,679,542,250,232,5597,126,64,33,68,96,279,397,422,173,143,107,114,2012,10,3,11,6,15,59,93,138,55,46,33,13,486,41,23,15,43,59,288,498,755,323,232,107,96,2483,12,6,7,9,14,44,57,100,41,35,26,22,368,23,10,9,20,13,51,72,97,38,36,29,27,419,90,41,39,80,93,437,726,1088,462,351,190,164,3763,3,0,0,5,0,14,25,16,3,5
50102,107,165,212,86,66,35,23,801,47,30,22,47,40,141,166,205,103,77,37,49,966,161,104,83,161,245,911,1429,2202,871,607,262,238,7271,3,0,3,4,14,29,40,31,11,5,5,3,145,22,17,8,25,46,126,138,136,28,22,10,14,602,4,8,5,3,18,55,47,29,12,11,3,4,201,27,27,12,37,39,78,75,65,18,14,6,20,417,54,51,30,69,114,287,302,267,69,59,27,40,1373,427,243,199,376,545,1730,2406,3343,1334,922,424,429,12369,220,107,77,154,216,723,840,785,304,241,166,230,4061,18,14,8,22,38,145,240,271,108,57,49,54,1021,69,30,38,74,165,736,1250,1274,439,280,148,187,4684,29,16,16,32,32,116,163,222,89,56,46,48,868,39,18,16,33,52,169,214,249,85,75,53,51,1034,156,76,84,156,281,1162,1869,2010,719,462,295,340,7604,4,0,3,6,11,51,35,31,9,8
50103,27,28,28,8,18,5,10,146,14,5,0,6,13,38,15,22,10,11,6,6,148,33,20,12,47,59,236,231,241,118,79,50,46,1172,0,0,0,3,7,6,3,0,0,0,0,0,24,0,4,4,10,13,30,19,16,5,3,5,3,110,0,0,3,7,4,14,6,0,5,0,0,0,43,8,5,9,4,6,11,10,4,3,0,0,7,63,10,11,20,18,28,58,42,25,11,3,3,11,243,112,77,64,126,144,454,411,413,180,131,89,105,2301,81,43,22,50,56,176,142,158,65,70,39,57,960,4,0,3,6,9,31,27,29,11,12,9,14,154,21,7,6,35,37,171,147,167,62,52,23,32,777,6,3,0,7,9,19,21,31,5,8,7,9,131,9,6,5,5,11,41,19,28,15,4,4,12,167,39,25,18,48,74,267,209,257,91,84,48,66,1225,0,0,0,3,4,8,4,9,0,0
50201,97,126,235,115,91,47,32,839,43,26,30,33,45,133,151,217,104,110,48,51,976,123,57,63,132,185,636,1071,1954,899,589,274,236,6217,3,7,4,5,10,22,25,21,12,0,0,4,120,25,16,5,21,15,92,119,151,62,31,18,17,586,7,7,6,11,15,45,53,37,5,10,3,11,210,22,23,14,32,27,77,68,80,23,14,13,26,418,62,55,36,71,62,235,264,287,104,59,34,62,1333,445,194,187,345,393,1350,1961,3133,1397,947,504,446,11296,230,109,95,142,211,628,802,942,342,310,217,255,4282,17,4,3,11,19,107,178,241,115,63,48,44,856,61,22,22,61,106,523,994,1265,422,273,136,181,4069,19,7,10,24,26,119,151,222,125,86,65,59,927,48,16,12,33,25,159,185,249,121,95,62,81,1101,150,53,57,127,183,912,1504,1984,789,521,314,367,6952,3,3,4,3,4,38,27,28,4,8
50301,60,41,92,58,118,322,44,830,35,8,8,8,11,31,17,38,23,38,107,34,361,252,36,36,50,72,209,161,430,279,622,1848,227,4228,3,0,0,0,3,3,3,3,4,6,23,4,67,23,0,0,3,3,19,13,24,15,21,46,4,168,17,0,5,0,12,9,12,18,19,20,32,8,145,17,0,5,5,9,14,11,20,13,7,20,7,131,60,6,13,9,19,50,44,69,44,62,120,25,510,472,85,67,90,125,345,287,631,419,848,2324,320,6023,151,26,22,43,42,98,72,148,94,175,419,93,1381,35,5,7,0,9,36,29,66,56,96,397,50,785,78,9,3,16,21,71,70,202,165,460,1199,141,2442,59,10,16,12,16,49,38,90,56,143,472,78,1042,24,0,5,5,8,15,17,33,27,54,121,38,361,199,26,30,34,56,169,160,393,308,748,2189,319,4626,0,0,0,0,0,8,0,8,6,5
50302,61,51,104,56,74,134,23,604,35,5,9,17,12,45,35,44,27,51,70,15,370,203,46,54,79,112,342,312,675,538,894,1162,148,4570,5,0,0,0,3,15,12,12,3,10,10,3,65,22,4,3,3,9,30,31,60,27,45,31,9,277,7,9,0,7,9,18,23,31,15,23,8,10,162,12,12,5,12,20,23,14,24,15,22,21,3,194,47,27,13,25,32,87,79,123,63,98,73,23,701,424,122,107,146,222,684,705,1362,1032,1518,1795,252,8361,158,50,31,62,97,317,399,603,436,492,491,133,3281,22,6,4,9,13,27,39,89,57,102,148,15,539,92,18,18,32,52,212,243,542,503,816,954,144,3626,48,11,9,11,25,53,75,90,68,108,153,39,693,35,6,5,6,18,40,34,48,42,53,69,19,379,193,46,39,57,106,324,398,768,674,1075,1332,224,5243,5,0,0,0,6,5,9,9,15,10
50401,78,82,118,90,68,45,22,625,43,15,17,38,34,84,65,106,63,60,36,31,585,184,70,79,127,153,523,654,1181,819,681,346,168,4982,3,3,0,4,5,13,18,18,9,5,4,6,80,17,14,3,14,20,65,64,78,33,34,14,15,378,3,9,15,10,14,30,42,39,24,11,7,4,206,27,15,20,29,21,45,50,63,29,19,14,19,349,57,38,36,52,65,147,177,196,99,69,45,40,1022,423,170,159,254,314,970,1160,2051,1383,1141,565,296,8887,174,59,40,83,99,382,572,812,381,261,169,156,3186,23,5,4,17,16,60,72,146,90,67,49,32,583,94,23,16,43,70,303,584,1121,566,497,224,172,3715,49,8,18,26,24,68,115,149,81,87,39,27,700,43,13,14,19,35,87,85,125,69,65,31,50,644,201,45,54,107,145,521,861,1538,805,725,352,293,5643,4,0,3,0,8,18,15,18,8,9
50402,60,66,96,62,57,36,23,492,23,15,9,31,28,94,81,89,60,48,22,24,534,96,44,38,84,105,363,447,841,549,491,215,142,3418,0,0,9,6,3,7,13,17,6,4,5,0,73,13,6,8,10,16,34,52,59,24,29,10,13,284,6,4,3,16,11,18,14,35,14,7,0,9,133,21,16,14,18,16,38,45,36,23,18,7,14,267,39,26,28,45,45,101,133,145,76,62,19,31,754,258,121,105,195,225,656,801,1372,849,782,338,243,5944,103,32,42,53,78,229,339,452,224,189,115,120,1982,12,0,10,6,7,44,73,139,67,54,29,19,461,37,20,10,32,56,163,360,677,319,253,134,87,2131,21,6,8,15,16,48,70,122,75,53,46,38,517,31,11,13,16,28,66,77,143,83,50,38,31,580,99,40,34,63,112,311,577,1076,543,411,241,172,3688,5,0,0,0,3,11,10,9,3,4
50403,170,204,393,216,149,80,63,1444,64,38,22,50,76,221,213,330,211,135,92,60,1505,276,107,97,184,308,1114,1663,3692,2191,1197,554,424,11804,8,5,4,10,20,38,39,61,34,12,3,7,248,32,3,13,31,44,138,195,257,125,66,41,31,981,30,11,10,32,24,65,79,97,28,9,10,21,427,57,29,29,33,57,125,153,177,74,39,12,32,807,121,52,59,106,148,363,465,597,258,127,73,95,2463,647,232,238,438,607,2034,2850,6004,3530,1854,877,734,20039,215,111,75,139,191,798,1301,1718,731,475,290,344,6395,39,9,12,16,28,171,330,535,227,164,111,84,1729,133,38,39,62,128,863,1956,3086,1254,661,407,401,9035,73,22,17,32,65,207,284,444,211,173,86,97,1712,99,27,27,45,68,235,300,457,216,161,110,134,1885,354,97,98,148,299,1469,2880,4528,1912,1163,716,715,14367,10,5,0,3,17,50,53,73,24,21
50501,311,298,474,330,349,258,92,2486,175,63,65,85,122,288,279,362,240,258,175,100,2206,515,217,186,349,433,1343,1581,3099,2514,2544,1402,539,14714,12,4,0,13,13,35,31,45,24,24,9,8,217,25,11,18,28,30,95,100,164,90,68,35,25,702,18,17,14,10,22,92,91,96,31,36,23,21,488,55,20,23,44,51,114,106,104,53,45,25,40,681,111,53,58,99,121,342,332,411,200,171,92,90,2088,997,439,351,627,772,2293,2545,4605,3516,3459,1888,809,22297,422,137,98,147,211,612,896,1465,682,591,427,335,6020,68,18,22,28,46,153,183,420,328,289,196,90,1834,175,45,47,96,124,548,1039,2625,1717,1330,813,402,8940,115,38,25,53,71,204,251,530,318,395,275,153,2409,143,57,52,59,84,216,257,377,229,244,212,171,2100,494,153,141,230,321,1119,1734,3943,2582,2259,1493,813,15286,9,7,3,9,0,22,43,50,20,21
