SA3_CODE_2021,C11_1_74_CF_NC,C11_1_74_CF_Cu15DS_,C11_1_74_CF_CU15_NDS,C11_1_74_CF_NCU15_DS,C11_1_74_CF_NDCO,C11_1_74_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_Tot,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Tot,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_Tot,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_Tot,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_Tot,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_Tot,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_Tot,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_Tot,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_Tot,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_Tot,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_Tot,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_Tot,C11_950over_CF_NC,C11_950over_CF_Cu15DS_,C11_950over_CF_CU15_NDS,C11_950over_CF_NCU15_DS,C11_950over_CF_NDCO,C11_950over_Tot,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_Tot,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_Tot,C16_1_74_CF_NC,C16_1_74_CF_Cu15DS_,C16_1_74_CF_CU15_NDS,C16_1_74_CF_NCU15_DS,C16_1_74_CF_NDCO,C16_1_74_Tot,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_Tot,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_Tot,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_Tot,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_Tot,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_Tot,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_Tot,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_Tot,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_Tot,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_Tot,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_Tot,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_Tot,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_Tot,C16_950over_CF_NC,C16_950over_CF_Cu15DS_,C16_950over_CF_CU15_NDS,C16_950over_CF_NCU15_DS,C16_950over_CF_NDCO,C16_950over_Tot,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_Tot,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_Tot,C21_1_74_CF_NC,C21_1_74_CF_Cu15DS_,C21_1_74_CF_CU15_NDS,C21_1_74_CF_NCU15_DS,C21_1_74_CF_NDCO,C21_1_74_Tot,C21_75_99_CF_NC,C21_75_99_CF_Cu15DS_
50101,11,0,0,0,0,16,8,0,7,0,0,14,90,3,26,3,0,132,85,0,59,0,12,161,64,5,50,4,3,127,153,20,129,7,11,323,351,49,401,32,23,865,155,36,257,19,18,484,13,7,25,3,0,51,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,4,29,0,27,4,4,60,965,126,995,76,78,2236,5,0,0,0,0,9,5,0,8,0,0,10,31,0,15,0,0,47,91,5,20,3,0,128,44,3,31,0,3,84,54,7,42,10,4,112,202,13,142,12,18,382,395,65,489,41,57,1041,102,34,187,17,17,357,6,7,27,5,5,46,7,0,7,0,0,10,0,0,0,0,0,8,5,0,0,0,0,4,5,0,0,0,0,11,19,3,31,3,4,67,972,142,1007,90,111,2320,11,0,3,0,0,14,9,0
50102,16,0,9,0,0,28,22,0,4,0,3,28,165,11,60,9,20,259,159,19,119,6,29,324,137,11,103,6,23,284,326,27,285,11,31,677,504,77,582,28,56,1250,263,72,492,37,43,904,34,8,67,3,7,119,16,5,17,0,4,36,8,0,6,0,6,21,0,0,10,3,0,14,0,0,0,0,0,0,12,0,8,0,0,21,51,6,35,0,3,94,1721,230,1789,109,209,4060,6,0,7,0,0,15,12,0,0,0,0,17,60,4,17,0,5,86,127,5,58,10,13,209,104,9,68,7,12,198,220,8,156,8,22,412,522,43,492,35,49,1151,484,124,782,61,93,1542,77,29,100,17,13,233,12,3,20,3,0,46,0,5,3,0,0,9,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,0,6,39,7,31,4,5,88,1673,241,1733,144,231,4024,8,0,5,0,0,9,5,0
50103,12,0,3,0,0,21,10,0,4,0,6,18,75,0,40,0,3,124,55,6,64,3,4,130,37,8,35,0,4,80,30,3,66,0,0,107,26,8,57,0,4,90,4,0,13,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,16,0,15,6,3,36,264,24,297,18,25,635,3,0,8,0,3,13,0,0,0,0,0,4,32,0,13,7,5,57,56,4,31,4,3,97,41,9,21,0,10,78,41,4,55,0,0,105,73,13,74,7,13,175,22,7,55,3,0,84,4,0,3,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,6,0,0,27,290,32,271,18,35,658,12,0,5,0,4,20,0,0
50201,20,0,8,0,0,23,14,0,0,0,0,18,135,0,28,3,8,169,198,8,51,4,14,280,132,9,92,8,12,256,340,26,269,17,37,690,520,88,677,54,71,1409,288,80,473,34,66,951,35,21,59,11,17,137,11,3,16,6,7,36,4,0,4,0,0,8,4,0,4,0,0,3,4,0,0,0,0,4,11,7,11,0,3,24,40,4,25,0,3,74,1757,246,1709,139,224,4075,12,0,0,0,0,12,7,0,0,0,0,5,46,0,8,0,3,62,107,6,17,0,8,135,108,4,27,4,6,145,200,0,107,7,17,330,528,43,435,42,52,1110,551,129,811,87,89,1672,129,38,150,32,26,370,38,15,27,5,10,100,7,3,11,0,3,26,4,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,8,40,3,15,3,9,76,1786,245,1618,196,223,4068,8,0,4,0,0,18,13,0
50301,3,0,0,0,0,6,3,0,0,0,0,3,40,0,10,0,0,52,27,0,28,0,4,60,55,3,37,4,0,100,105,8,68,4,0,193,181,3,85,0,0,271,277,15,150,18,11,459,166,17,127,24,16,352,102,20,104,20,5,256,32,15,102,15,9,173,44,18,85,27,3,179,16,18,66,15,0,118,85,66,309,56,18,531,34,9,24,7,0,76,1169,191,1201,183,75,2822,4,0,4,0,0,6,0,0,0,0,0,0,15,0,8,0,0,20,27,0,4,0,0,33,23,0,9,0,0,32,79,4,48,3,0,133,170,7,71,7,0,252,234,10,113,11,0,368,218,11,124,9,5,369,137,16,133,24,12,326,76,20,108,13,5,225,55,20,141,29,7,260,26,25,94,15,6,176,86,91,296,74,19,562,23,5,33,6,0,78,1187,200,1191,195,72,2847,0,0,0,0,0,8,0,0
50302,20,0,5,5,0,28,16,0,3,0,0,21,116,4,12,0,4,134,107,6,41,7,4,157,122,8,48,3,0,183,398,4,121,6,6,541,832,10,252,15,9,1129,1177,26,302,14,26,1547,897,13,251,25,23,1205,361,12,166,15,11,567,173,6,134,11,6,331,70,11,74,8,3,164,47,3,38,10,3,94,83,10,63,20,3,183,81,0,31,0,9,125,4512,104,1544,131,113,6410,10,0,8,0,0,11,0,0,0,0,3,7,53,0,16,0,6,77,104,5,11,6,3,122,81,0,20,4,0,113,293,0,94,7,0,399,773,12,284,13,6,1091,1506,14,360,23,25,1923,1300,21,373,29,31,1754,592,19,273,28,8,921,228,15,186,12,8,444,104,9,130,18,4,263,42,7,71,6,3,135,78,12,84,18,11,205,67,5,24,4,8,113,5231,120,1938,171,121,7580,13,0,4,0,0,19,5,0
50401,17,0,0,0,0,19,15,0,3,0,0,19,110,3,26,9,8,148,107,8,34,3,8,161,84,3,46,6,13,147,243,10,152,9,11,426,603,40,382,24,45,1088,567,57,462,47,61,1192,119,24,99,17,12,272,30,4,27,0,5,63,9,0,14,0,0,20,0,0,3,0,0,10,0,0,0,0,0,0,7,0,3,0,4,12,45,3,28,8,3,83,1952,160,1272,128,169,3678,5,0,3,0,0,6,16,0,3,0,0,18,30,3,5,0,3,45,86,6,31,3,3,129,57,6,27,3,8,96,145,9,79,3,15,245,405,20,263,16,12,725,836,79,594,47,71,1630,423,48,301,44,41,859,94,9,62,11,12,193,17,4,16,0,3,33,6,0,3,0,0,13,3,0,0,0,0,14,3,0,0,0,0,11,45,9,26,5,3,90,2168,183,1422,151,182,4111,4,0,7,0,0,11,8,0
50402,3,0,0,0,0,3,6,0,0,0,0,3,47,0,10,0,3,59,29,0,15,0,3,49,21,0,14,0,3,35,35,0,30,0,6,69,94,13,97,8,14,223,85,20,119,17,15,256,19,9,59,6,9,102,6,0,11,0,4,22,0,4,0,0,0,6,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,4,6,27,360,51,358,38,57,866,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,3,26,44,0,9,0,6,54,11,0,4,0,0,22,16,3,18,0,3,45,56,3,53,5,7,121,116,17,129,13,19,301,39,28,76,14,12,165,14,7,26,6,9,63,4,0,12,0,0,17,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,12,3,15,0,3,37,339,72,351,40,65,857,0,0,0,0,0,0,0,0
50403,10,0,8,0,0,17,11,0,8,0,0,12,105,0,32,4,9,156,80,9,49,10,11,152,44,13,60,5,15,131,90,10,85,7,13,215,389,36,411,30,43,914,453,128,708,64,86,1439,67,46,137,25,27,306,22,4,35,5,7,78,6,4,14,0,0,19,0,0,8,0,0,8,0,0,0,0,0,0,3,0,6,0,0,15,28,13,42,0,8,93,1303,267,1608,153,222,3550,7,0,7,0,0,16,12,0,0,0,0,9,40,0,12,0,3,56,104,0,33,0,8,144,50,13,25,6,3,90,71,7,57,9,10,155,297,25,270,16,36,650,692,116,919,98,108,1937,193,98,352,47,70,761,42,14,91,23,10,185,19,6,15,3,11,52,8,4,4,7,0,14,4,0,6,0,0,14,5,0,3,0,0,16,37,11,41,3,9,100,1578,295,1828,207,289,4187,13,0,3,0,0,19,5,0
50501,11,0,5,0,3,13,11,0,3,0,0,16,57,0,8,0,4,70,57,3,28,0,0,93,47,0,27,0,6,79,87,9,56,9,12,163,387,23,259,23,29,718,803,118,940,90,133,2087,193,105,412,67,50,832,70,42,197,29,13,355,33,19,86,19,14,163,15,11,30,13,3,78,14,11,25,6,7,66,14,8,40,3,0,64,40,7,31,3,11,90,1855,355,2140,268,276,4890,7,0,0,0,0,10,4,0,3,0,0,7,24,0,4,0,3,30,56,0,10,0,4,71,46,9,8,0,4,66,35,5,32,0,5,77,169,5,61,7,11,252,831,68,640,60,66,1658,461,121,609,94,86,1369,120,83,304,51,49,598,59,39,138,50,14,304,31,16,64,29,12,152,18,11,28,3,6,63,9,11,25,4,3,49,42,3,32,3,3,84,1904,369,1958,301,262,4795,3,0,0,0,0,3,6,0
