SA3_CODE_2021,C11_1_74_REA,C11_1_74_ST_HA,C11_1_74_Co_ho_pr,C11_1_74_Per_no_sa_ho,C11_1_74_Oth_land_typ,C11_1_74_LLT_NS,C11_1_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Co_ho_pr,C11_75_99_Pe_no_sa_ho,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Co_ho_pr,C11_100_149_Pe_no_sa_ho,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Co_ho_pr,C11_150_199_Pe_no_sa_ho,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Co_ho_pr,C11_200_224_Pe_no_sa_ho,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Co_ho_pr,C11_225_274_Pe_no_sa_ho,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Co_ho_pr,C11_275_349_Pe_no_sa_ho,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Co_ho_pr,C11_350_449_Pe_no_sa_ho,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Co_ho_pr,C11_450_549_Pe_no_sa_ho,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Co_ho_pr,C11_550_649_Pe_no_sa_ho,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Co_ho_pr,C11_650_749_Pe_no_sa_ho,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Co_ho_pr,C11_750_849_Pe_no_sa_ho,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Co_ho_pr,C11_850_949_Pe_no_sa_ho,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950over_REA,C11_950over_ST_HA,C11_950over_Co_ho_pr,C11_950over_Pe_no_sa_ho,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Co_ho_pr,C11_R_NS_Pe_no_sa_ho,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_Tot_Co_ho_pr,C11_Tot_Pe_no_sa_ho,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_Tot_Tot,C16_1_74_REA,C16_1_74_ST_HA,C16_1_74_Co_ho_pr,C16_1_74_Per_no_sa_ho,C16_1_74_Oth_land_typ,C16_1_74_LLT_NS,C16_1_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Co_ho_pr,C16_75_99_Pe_no_sa_ho,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Co_ho_pr,C16_100_149_Pe_no_sa_ho,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Co_ho_pr,C16_150_199_Pe_no_sa_ho,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Co_ho_pr,C16_200_224_Pe_no_sa_ho,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Co_ho_pr,C16_225_274_Pe_no_sa_ho,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Co_ho_pr,C16_275_349_Pe_no_sa_ho,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Co_ho_pr,C16_350_449_Pe_no_sa_ho,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Co_ho_pr,C16_450_549_Pe_no_sa_ho,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Co_ho_pr,C16_550_649_Pe_no_sa_ho,C16_550_649_Oth_lan_typ,C16_550_649_LLT_NS,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Co_ho_pr,C16_650_749_Pe_no_sa_ho,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Co_ho_pr,C16_750_849_Pe_no_sa_ho,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Co_ho_pr,C16_850_949_Pe_no_sa_ho
50101,4,59,6,20,14,0,99,0,154,10,13,10,0,186,22,213,39,96,42,12,420,89,101,5,161,60,0,410,124,30,3,148,24,0,337,437,21,0,268,33,5,771,1013,6,6,469,27,4,1517,479,0,0,181,17,0,682,45,0,0,28,6,0,79,5,4,0,5,3,0,20,4,0,0,5,3,0,10,0,0,0,5,0,0,7,3,0,0,0,3,0,10,13,0,0,17,8,0,38,42,38,7,61,59,12,221,2284,628,69,1479,306,41,4801,5,9,0,13,6,0,37,0,32,0,12,4,0,54,6,259,9,78,31,5,384,22,167,33,102,40,0,379,38,54,0,93,43,3,232,103,38,6,147,35,3,337,464,25,3,340,42,5,877,1187,0,0,536,46,6,1778,362,0,0,136,16,4,525,32,0,0,22,6,0,68,4,0,0,10,3,0,23,7,0,0,0,4,0,15,3,0,0,0
50102,4,190,22,22,13,0,252,8,359,13,27,10,3,418,49,384,69,210,51,10,775,245,193,21,379,100,4,942,287,58,5,388,52,10,790,997,42,10,636,67,11,1766,1514,17,9,777,74,9,2405,983,5,0,285,29,6,1317,148,5,0,46,3,0,199,60,0,0,16,3,0,85,20,5,0,9,4,0,39,10,0,0,6,0,0,17,3,0,0,0,0,0,4,16,0,0,13,6,7,43,56,78,11,94,45,14,296,4409,1332,152,2907,463,74,9339,9,70,4,18,7,0,101,3,69,7,14,5,0,96,21,493,15,112,28,4,666,101,303,98,177,42,18,739,151,102,21,246,52,6,576,581,91,17,451,70,13,1219,1633,55,21,909,83,15,2717,1839,13,14,659,61,6,2595,251,7,5,82,7,0,345,37,5,0,18,0,0,63,6,4,0,5,0,0,18,0,0,0,0,3,0,10,0,0,0,3
50103,5,28,0,25,16,0,80,3,64,20,21,26,3,132,111,95,10,140,51,3,421,165,37,10,151,26,0,384,82,4,0,90,19,0,199,134,4,0,67,13,0,215,111,0,0,32,4,0,158,19,0,0,8,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,12,0,20,10,4,4,36,27,7,86,645,251,50,587,198,19,1739,3,12,3,10,16,0,42,0,11,0,6,9,0,27,39,107,21,96,22,5,285,113,53,14,102,34,4,328,51,26,6,88,17,0,191,130,14,0,112,12,0,274,192,14,0,125,10,0,340,97,0,0,33,3,0,138,8,0,0,8,0,0,14,0,0,0,4,0,0,6,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0
50201,13,96,24,25,6,0,162,0,189,26,13,6,5,236,41,270,55,189,54,3,615,229,159,49,329,54,11,828,338,42,9,354,52,9,796,1202,32,15,577,52,9,1888,1902,20,18,630,66,19,2662,1007,4,4,294,22,5,1340,150,0,0,38,0,0,195,44,0,0,12,5,0,60,18,4,0,4,0,0,18,0,0,0,0,0,0,13,0,0,0,0,0,0,5,21,0,0,15,3,8,43,68,44,8,78,31,25,257,5033,865,201,2561,359,96,9109,5,28,3,16,4,0,58,6,37,14,4,8,3,75,19,279,27,95,21,6,448,68,263,83,168,41,4,625,110,94,29,188,28,3,443,507,84,20,380,57,10,1061,1802,42,7,761,68,17,2692,2064,5,18,735,58,9,2897,391,0,5,137,15,6,543,89,0,0,34,5,0,126,32,0,0,11,0,0,43,0,0,0,5,0,0,6,0,0,0,0
50301,5,72,3,13,5,0,95,0,136,10,10,5,5,166,21,83,26,70,17,0,220,85,43,11,84,31,0,252,109,22,7,97,42,0,279,278,23,0,177,51,4,530,444,12,3,269,21,5,745,739,10,5,351,16,4,1118,580,6,0,237,15,3,840,322,0,0,140,5,0,470,212,0,0,83,5,0,302,182,0,0,50,4,0,244,103,0,0,44,0,0,148,433,0,0,173,16,0,626,67,16,16,69,25,10,198,3576,417,76,1878,258,36,6246,5,10,0,10,5,6,32,0,31,9,4,0,0,47,4,182,10,41,13,0,244,29,71,11,56,10,0,170,44,21,4,54,8,0,130,209,22,6,91,46,6,383,422,22,10,181,46,4,682,601,16,23,259,37,3,942,565,5,9,241,13,0,832,481,0,10,153,16,0,660,296,0,0,115,3,0,418,296,0,0,93,5,6,394,203,0,0,35
50302,15,299,20,26,6,8,382,7,555,46,21,6,7,646,65,259,109,169,20,6,636,253,124,44,271,27,12,730,304,36,9,274,19,8,653,1036,20,20,518,46,6,1646,1758,34,13,905,76,13,2801,2611,18,8,1054,77,10,3780,2102,0,9,676,38,3,2823,1036,0,4,286,21,4,1351,488,6,0,120,14,0,632,231,4,0,87,12,4,342,137,0,0,37,0,0,183,232,4,0,85,12,0,332,191,80,30,170,74,39,581,10483,1439,313,4709,445,115,17508,15,90,7,14,0,0,130,4,133,16,15,3,0,176,30,689,45,92,4,4,876,90,205,132,152,18,7,607,180,61,14,144,11,0,415,793,46,26,319,45,7,1242,1834,52,19,726,70,3,2708,3157,30,7,998,68,5,4264,2767,7,0,815,50,15,3656,1451,0,0,411,26,3,1888,651,0,4,179,15,4,859,351,5,0,98,13,0,465,176,0,0,37
50401,4,197,47,26,3,6,284,8,354,17,22,4,3,412,48,270,37,135,14,9,507,146,159,31,300,30,9,676,154,52,3,273,27,6,513,518,71,7,440,46,8,1091,1489,36,11,873,95,14,2518,1458,7,0,750,62,15,2290,338,4,0,136,12,0,489,78,0,0,22,5,3,110,18,0,0,8,0,0,29,10,0,0,4,0,0,20,0,0,0,3,0,0,4,23,0,0,11,11,0,41,65,83,17,104,16,19,300,4352,1228,176,3122,317,93,9281,3,56,8,13,3,0,88,4,92,36,13,5,5,150,12,471,25,79,12,0,596,38,184,31,150,7,3,415,116,94,9,144,10,4,385,335,78,6,257,22,5,704,1106,90,10,595,71,8,1877,1988,31,7,964,87,5,3082,997,6,0,396,24,5,1430,217,0,0,90,6,0,312,44,0,0,14,0,0,59,16,0,0,10,0,0,19,9,0,0,4
50402,0,59,4,10,4,0,76,0,88,5,4,4,0,103,4,81,4,62,4,3,173,21,32,6,73,6,0,141,18,17,0,73,5,0,108,63,13,0,106,11,0,191,243,3,15,235,33,3,534,270,6,0,170,6,0,455,115,0,0,32,0,0,146,25,0,0,6,0,0,32,7,0,0,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,9,19,31,8,24,12,9,104,804,331,57,793,82,16,2076,0,20,0,11,0,0,31,0,18,0,4,0,0,23,3,128,10,27,10,4,179,5,67,10,37,3,0,131,6,11,0,40,5,0,60,30,22,0,69,0,0,128,156,10,3,174,7,3,350,371,12,21,226,14,6,643,178,0,3,80,3,0,271,59,0,0,15,0,0,82,23,0,0,4,0,0,27,3,0,0,0,0,0,5,0,0,0,3
50403,4,182,10,16,8,3,224,5,317,15,10,3,8,351,20,315,26,99,15,0,477,51,192,31,167,31,3,475,48,79,9,156,45,0,333,152,99,9,256,46,0,558,1141,43,10,685,73,3,1956,1563,16,0,748,72,15,2410,308,7,0,119,10,0,439,68,3,0,27,3,0,99,13,0,0,11,0,0,30,10,0,0,5,0,0,8,0,4,0,0,0,0,4,11,0,0,7,6,0,28,50,98,12,91,40,12,293,3431,1346,118,2396,347,57,7701,8,61,3,9,0,0,85,0,76,4,3,4,0,84,9,436,3,71,12,8,544,27,280,31,100,14,3,456,34,107,17,119,11,6,290,129,104,9,147,51,0,442,973,100,23,477,51,7,1637,2428,42,9,1113,108,14,3708,773,0,0,295,35,5,1115,159,5,0,51,4,0,217,49,0,0,20,4,0,70,18,4,0,9,0,0,24,9,0,0,9
50501,5,43,10,19,4,0,84,3,109,13,18,0,0,140,12,108,32,90,17,6,264,43,53,8,163,11,0,279,26,17,0,165,6,0,226,99,23,3,285,23,0,430,881,15,0,847,57,9,1807,2439,3,4,1250,83,10,3792,796,0,0,376,20,5,1197,333,0,0,116,5,0,458,137,0,0,56,0,0,200,73,0,0,17,4,3,96,47,0,0,20,3,0,67,73,0,0,25,8,0,105,65,26,13,95,16,14,233,5047,393,77,3545,251,56,9367,0,18,3,18,4,0,46,3,31,5,9,0,0,49,16,134,4,66,3,0,221,24,84,24,130,6,6,280,19,34,5,94,0,0,159,43,16,3,146,18,0,221,375,20,6,371,11,4,794,2270,11,0,1178,56,9,3530,1420,0,0,642,39,3,2113,563,0,0,193,9,0,768,286,0,0,89,0,5,377,140,0,0,41,0,0,183,58,0,0,19
