SA3_CODE_2021,C11_1_74_REA,C11_1_74_ST_HA,C11_1_74_Co_ho_pr,C11_1_74_Per_no_sa_ho,C11_1_74_Oth_land_typ,C11_1_74_LLT_NS,C11_1_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Co_ho_pr,C11_75_99_Pe_no_sa_ho,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Co_ho_pr,C11_100_149_Pe_no_sa_ho,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Co_ho_pr,C11_150_199_Pe_no_sa_ho,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Co_ho_pr,C11_200_224_Pe_no_sa_ho,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Co_ho_pr,C11_225_274_Pe_no_sa_ho,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Co_ho_pr,C11_275_349_Pe_no_sa_ho,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Co_ho_pr,C11_350_449_Pe_no_sa_ho,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Co_ho_pr,C11_450_549_Pe_no_sa_ho,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Co_ho_pr,C11_550_649_Pe_no_sa_ho,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Co_ho_pr,C11_650_749_Pe_no_sa_ho,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Co_ho_pr,C11_750_849_Pe_no_sa_ho,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Co_ho_pr,C11_850_949_Pe_no_sa_ho,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950over_REA,C11_950over_ST_HA,C11_950over_Co_ho_pr,C11_950over_Pe_no_sa_ho,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Co_ho_pr,C11_R_NS_Pe_no_sa_ho,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_Tot_Co_ho_pr,C11_Tot_Pe_no_sa_ho,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_Tot_Tot,C16_1_74_REA,C16_1_74_ST_HA,C16_1_74_Co_ho_pr,C16_1_74_Per_no_sa_ho,C16_1_74_Oth_land_typ,C16_1_74_LLT_NS,C16_1_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Co_ho_pr,C16_75_99_Pe_no_sa_ho,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Co_ho_pr,C16_100_149_Pe_no_sa_ho,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Co_ho_pr,C16_150_199_Pe_no_sa_ho,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Co_ho_pr,C16_200_224_Pe_no_sa_ho,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Co_ho_pr,C16_225_274_Pe_no_sa_ho,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Co_ho_pr,C16_275_349_Pe_no_sa_ho,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Co_ho_pr,C16_350_449_Pe_no_sa_ho,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Co_ho_pr,C16_450_549_Pe_no_sa_ho,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Co_ho_pr,C16_550_649_Pe_no_sa_ho,C16_550_649_Oth_lan_typ,C16_550_649_LLT_NS,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Co_ho_pr,C16_650_749_Pe_no_sa_ho,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Co_ho_pr,C16_750_849_Pe_no_sa_ho,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Co_ho_pr,C16_850_949_Pe_no_sa_ho
50502,12,559,41,56,4,3,683,7,1027,43,32,4,10,1121,67,699,152,262,44,15,1243,206,355,38,466,47,0,1123,326,111,13,467,47,4,968,1022,114,20,909,85,17,2166,3399,61,11,2096,224,22,5816,3641,27,9,1892,181,22,5775,1079,11,0,463,32,6,1585,445,8,0,160,11,5,625,218,4,0,64,3,0,289,119,4,0,40,9,0,172,59,4,0,12,0,0,83,108,0,0,48,12,0,168,141,212,42,244,61,47,748,10841,3201,371,7227,772,153,22570,17,182,13,38,0,0,252,0,219,17,20,4,3,263,36,1316,97,156,23,8,1640,93,537,143,264,19,5,1058,121,207,33,221,26,6,620,597,159,20,375,65,5,1219,2746,141,16,1340,144,22,4409,4904,53,12,2405,297,46,7714,2063,15,5,875,55,9,3016,857,0,0,278,9,0,1151,457,6,0,141,9,0,606,204,0,4,55,10,0,271,102,0,0,29
50503,6,156,4,22,9,0,197,3,314,11,8,5,0,343,7,376,33,110,32,0,560,24,198,30,157,35,3,449,32,73,4,177,33,3,326,172,111,14,289,39,6,634,1426,33,11,941,88,16,2520,2906,8,5,1197,103,19,4253,664,4,0,276,14,5,961,154,5,0,44,6,3,209,50,7,0,21,0,0,77,18,0,0,8,4,0,29,13,3,0,6,0,0,20,31,0,0,22,6,0,57,68,76,19,124,28,18,338,5575,1360,137,3408,396,85,10953,10,57,4,16,0,0,97,0,56,10,7,3,0,82,17,432,16,61,23,3,549,30,279,41,118,35,5,514,32,119,14,115,11,0,295,85,136,9,204,27,0,464,1452,132,17,683,82,12,2378,4070,66,12,1619,162,27,5952,1552,3,0,594,50,16,2213,371,0,0,131,7,0,515,86,0,0,31,6,0,116,32,0,0,13,0,0,42,9,3,0,15
50601,8,97,12,12,8,3,138,0,172,25,4,4,0,211,13,179,29,77,28,9,329,35,110,5,132,29,0,319,57,45,3,145,8,0,261,372,36,6,277,17,3,716,1229,15,14,555,58,9,1886,428,11,3,210,23,4,667,163,0,0,53,6,0,228,19,0,0,13,0,0,35,6,0,0,4,0,0,12,0,5,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,3,3,0,15,42,47,9,61,14,14,190,2368,711,107,1560,209,45,5002,11,29,4,6,3,0,53,3,35,7,10,5,0,59,11,246,22,38,8,4,328,15,162,24,68,39,0,305,23,58,7,93,22,0,204,264,63,4,183,16,3,539,1224,40,4,562,46,3,1884,1257,8,5,531,47,8,1856,360,0,0,135,12,0,504,73,0,0,20,0,0,99,17,0,0,9,0,0,26,5,0,0,3,0,0,9,5,0,0,0
50602,12,312,9,16,4,4,359,3,566,41,19,14,9,643,43,374,24,134,10,6,594,121,206,18,202,14,0,566,174,78,3,210,18,0,487,558,61,5,362,27,3,1024,1570,31,4,818,93,15,2526,1881,13,3,780,69,15,2766,601,0,0,211,21,4,829,215,0,0,50,4,0,278,73,7,0,18,7,0,100,27,3,0,18,7,0,52,19,0,0,4,0,0,30,41,0,0,20,8,0,72,76,104,8,101,38,24,349,5423,1761,119,2970,326,86,10682,6,103,0,9,6,0,122,8,139,5,16,0,0,163,33,688,57,85,14,11,885,70,236,34,111,14,4,471,122,106,9,112,7,0,360,437,104,3,186,18,7,761,1234,68,8,592,56,11,1969,2659,31,0,948,93,7,3745,1367,8,0,443,31,7,1860,347,8,5,117,9,0,478,124,0,0,31,0,0,157,40,0,0,15,0,0,52,23,4,0,6
50603,10,216,22,16,0,0,270,9,404,24,26,6,8,475,59,275,138,184,29,10,704,70,129,31,216,13,3,469,70,57,10,171,11,0,317,200,33,9,307,25,3,578,1125,12,4,738,85,6,1969,1961,12,6,858,72,11,2918,468,4,5,215,13,0,702,85,5,0,56,0,0,148,35,0,0,20,4,0,61,19,0,0,23,3,0,42,5,4,0,3,0,0,15,35,0,0,23,4,0,63,77,89,37,122,17,25,365,4226,1248,288,2979,283,76,9099,3,79,18,15,10,0,121,4,76,9,12,5,0,104,46,448,68,150,24,13,741,63,169,111,170,27,7,545,35,73,24,113,6,4,258,117,63,25,143,14,0,366,762,49,13,488,42,6,1364,2384,16,13,1012,112,12,3555,1037,4,10,395,44,5,1497,257,0,0,118,8,0,386,61,0,0,54,6,0,126,23,0,0,11,0,0,43,10,4,0,5
50604,0,112,9,25,8,0,160,0,229,11,16,0,0,254,6,280,58,125,27,14,510,47,152,32,185,52,0,465,66,67,3,235,28,3,396,232,62,9,392,32,0,719,1376,22,0,917,93,23,2432,1426,13,0,634,53,17,2138,374,0,0,128,13,3,526,40,0,0,20,0,0,59,6,3,0,0,0,0,17,5,0,0,5,0,0,10,3,0,0,0,0,0,5,17,0,0,10,5,0,36,44,82,8,120,26,23,304,3651,1029,130,2799,342,80,8042,8,41,5,7,4,0,66,0,56,9,12,7,0,88,14,292,12,77,18,9,425,22,263,68,99,24,11,487,29,95,15,123,14,0,284,160,93,16,230,41,10,538,1118,73,8,686,92,16,2000,2055,30,9,1015,141,21,3276,820,6,0,310,44,0,1176,106,0,0,42,6,0,151,11,0,0,8,0,0,18,7,4,0,4,0,0,12,5,0,0,0
50605,0,31,0,16,4,0,49,0,69,0,9,0,0,80,9,83,22,52,21,4,187,14,29,8,90,7,3,154,18,10,6,97,10,0,134,62,20,7,129,7,0,231,338,0,7,345,21,0,712,622,0,0,303,18,6,948,164,0,0,63,3,0,231,30,0,0,7,0,0,41,9,0,0,0,0,0,9,4,0,0,4,3,0,13,3,0,0,0,4,0,6,0,0,0,5,3,0,14,21,17,9,43,17,6,110,1299,253,56,1178,113,23,2925,3,5,0,7,0,0,20,0,14,7,7,0,0,26,5,87,17,43,4,0,161,8,63,29,61,9,0,166,4,17,4,54,0,0,90,28,25,4,89,6,0,149,180,12,5,228,15,0,438,792,9,6,412,32,13,1258,443,0,0,161,11,0,620,58,0,0,35,0,0,95,20,0,0,7,0,0,24,9,0,0,3,0,0,17,0,0,0,5
50606,0,5,0,3,0,0,5,0,5,0,9,0,0,13,4,6,0,19,5,0,42,9,6,0,32,8,0,46,4,3,0,25,12,0,44,25,0,0,56,4,0,85,48,0,0,77,4,0,136,191,0,0,60,4,0,261,30,0,0,28,0,0,52,5,0,0,6,0,0,21,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,25,10,10,40,320,25,3,347,44,11,758,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,0,12,5,0,18,8,0,3,20,11,0,38,4,0,0,16,4,0,29,10,0,0,31,0,5,40,59,0,0,70,3,0,136,370,0,0,164,8,0,548,100,0,0,55,5,0,160,24,0,0,18,0,0,38,3,0,0,3,0,0,10,0,0,0,0,0,0,4,0,0,0,0
50607,8,126,17,14,0,3,181,3,188,20,18,0,0,237,16,193,28,97,8,6,358,59,87,8,120,13,3,284,72,26,0,111,0,0,216,207,24,5,169,5,4,401,970,40,3,427,19,3,1460,1152,17,3,435,14,0,1626,493,3,0,188,14,8,708,232,0,0,59,4,0,296,127,4,0,20,10,0,164,89,3,0,22,3,0,117,48,0,0,8,0,0,59,88,0,0,30,0,0,121,47,40,6,58,22,12,191,3622,746,103,1786,123,38,6424,4,50,0,3,0,0,62,0,50,14,11,4,0,72,9,275,8,43,5,0,345,26,123,23,91,11,0,270,21,48,0,54,0,0,125,92,57,11,78,10,0,251,697,25,5,296,24,4,1048,1217,33,4,472,31,3,1757,681,3,0,239,17,0,943,326,0,0,86,0,5,411,153,5,0,37,0,0,198,101,0,0,29,0,0,128,56,0,0,7
50701,0,180,0,15,0,0,199,0,334,23,7,7,0,367,19,281,52,84,26,4,463,49,166,17,139,29,5,411,46,44,9,170,20,0,285,182,73,10,250,49,4,558,795,30,3,560,54,11,1450,1689,5,3,687,56,19,2451,449,0,0,135,9,12,609,76,0,0,24,0,0,102,30,0,0,15,0,0,45,14,4,0,11,4,0,30,10,3,0,0,0,0,15,25,0,0,15,3,0,41,63,91,12,71,22,21,277,3436,1223,125,2186,269,76,7317,6,69,3,12,0,3,92,0,70,13,13,0,5,94,6,458,25,46,15,7,565,38,232,48,84,26,3,437,33,91,12,85,7,4,232,122,82,9,163,38,3,408,675,80,6,377,37,4,1181,2360,39,4,865,66,7,3344,1343,8,0,393,29,5,1773,237,3,0,75,9,0,322,60,0,0,27,0,0,84,35,0,0,13,4,0,53,17,0,0,3
50702,0,225,3,9,3,0,239,0,397,0,12,4,0,411,17,220,20,45,9,0,307,47,101,9,65,18,0,242,39,35,6,73,16,3,173,134,36,8,146,24,4,353,395,18,3,278,17,0,713,549,3,5,340,17,4,915,351,6,3,182,6,0,545,166,0,0,52,0,0,218,78,3,0,21,4,0,109,46,0,0,23,0,0,73,18,0,0,9,0,0,28,41,0,0,26,0,0,68,42,94,7,55,27,4,229,1919,1136,68,1336,147,24,4631,6,85,0,4,0,3,89,3,98,3,4,9,3,118,4,479,14,26,5,5,540,15,176,29,36,9,0,265,20,59,6,48,5,0,140,83,35,9,74,23,0,225,260,39,7,169,34,3,509,493,5,0,279,21,0,814,467,0,0,229,17,4,710,290,0,0,125,3,0,424,155,0,0,50,0,0,209,72,0,0,25,3,0,100,36,0,0,20
50703,0,58,0,12,3,0,71,3,129,0,4,0,0,138,6,175,16,38,0,4,232,21,95,7,73,4,3,203,86,28,3,96,8,0,230,380,16,0,179,16,0,590,478,7,0,207,19,6,710,341,0,0,100,10,0,448,24,0,0,9,0,0,36,4,0,0,0,0,0,5,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,10,17,33,3,25,9,10,97,1360,531,33,755,67,28,2778,0,22,3,0,0,0,27,0,24,4,3,0,0,35,3,174,6,22,3,0,213,3,122,21,34,3,4,187,22,52,11,49,10,0,141,169,36,7,107,19,4,339,606,26,5,268,25,0,933,939,3,0,277,21,5,1245,97,0,3,36,0,0,140,11,0,0,9,0,0,26,9,0,0,0,0,0,8,4,0,0,0,0,0,4,0,0,0,6
50704,4,151,17,28,4,0,199,0,245,21,17,15,6,303,14,211,32,119,13,0,386,51,93,31,172,36,6,384,76,28,0,141,18,5,270,178,25,5,226,14,5,451,804,20,4,581,28,3,1445,1539,5,5,742,36,8,2339,734,0,5,277,18,3,1039,267,3,4,100,0,3,376,117,3,0,49,0,0,169,83,0,3,33,4,0,130,50,0,0,15,5,0,71,120,4,0,45,6,0,176,55,54,16,103,15,15,261,4095,839,137,2643,217,62,7993,3,31,6,16,0,0,59,4,49,9,13,3,0,73,11,375,24,85,9,3,499,29,140,17,95,11,3,297,60,48,0,70,3,0,193,80,35,9,114,25,5,268,423,34,11,301,22,5,801,1442,24,5,692,31,4,2198,1162,4,3,476,20,3,1667,570,0,0,175,6,0,754,239,0,0,65,3,0,317,133,0,0,36,0,0,168,70,0,0,16
50705,4,112,11,20,7,0,154,5,248,23,10,4,0,289,37,240,11,137,41,0,473,193,106,6,293,65,14,684,220,51,0,300,173,5,746,757,42,0,579,110,11,1495,2212,13,3,873,79,12,3190,1819,7,0,474,35,3,2341,220,0,0,59,3,0,285,42,4,0,14,0,0,66,16,0,0,11,5,0,29,4,0,0,4,0,0,14,3,0,0,3,0,0,7,24,0,0,12,0,0,40,71,60,9,83,37,17,283,5627,888,65,2876,559,68,10085,5,25,6,13,3,0,50,0,45,13,5,0,0,66,15,286,3,74,20,6,404,38,208,32,115,37,5,430,66,64,9,153,46,0,339,367,74,3,320,264,5,1041,1617,48,0,770,115,7,2562,3467,10,0,1093,73,15,4666,626,0,0,200,21,3,852,87,0,0,32,4,3,130,23,0,0,5,0,0,32,14,0,0,3,0,0,19,4,0,0,6
50901,3,121,24,52,59,9,271,17,241,40,42,25,3,371,130,355,83,260,109,11,953,276,186,45,302,101,5,910,221,41,10,249,32,0,556,615,23,9,285,40,4,978,683,4,6,258,23,4,987,274,0,6,64,8,0,356,16,0,0,11,4,0,35,3,0,0,7,6,0,16,0,0,0,4,4,0,10,0,0,0,3,0,0,3,0,0,0,0,0,0,5,6,0,0,9,5,0,27,27,69,14,96,68,11,296,2281,1047,239,1641,495,55,5764,6,43,5,33,32,0,117,4,63,30,28,25,3,148,63,286,67,177,56,6,656,136,242,70,226,94,9,770,147,94,13,193,45,0,497,310,103,24,301,54,9,802,743,40,20,437,51,5,1299,604,8,15,220,34,3,887,89,6,0,32,3,4,129,9,0,0,5,0,0,15,0,0,0,0,3,0,7,0,0,0,4,5,0,7,0,0,0,0
50902,0,122,41,96,159,0,419,7,215,30,62,64,9,387,48,294,40,283,175,9,850,101,184,14,320,104,5,724,104,34,0,189,42,5,383,190,12,3,181,26,3,420,199,10,0,143,18,0,368,104,3,0,68,14,0,197,24,0,0,12,4,0,36,4,0,0,0,3,0,9,4,0,0,3,0,0,8,0,0,0,4,0,0,4,0,0,0,4,3,0,4,4,0,0,6,0,0,10,24,51,5,95,136,14,320,803,923,140,1477,741,50,4143,0,60,8,35,79,3,187,5,90,18,36,61,3,206,22,278,53,212,112,5,680,30,194,18,257,92,0,596,68,58,10,226,69,3,429,191,82,8,282,64,0,624,305,44,6,265,60,8,682,219,10,0,156,34,3,417,43,0,0,25,8,0,70,9,0,0,8,5,0,25,0,3,0,0,3,0,11,0,0,0,0,3,0,8,6,0,0,0
50903,0,39,11,38,66,0,166,3,82,28,30,20,5,171,16,169,35,143,73,9,444,74,81,14,140,59,4,376,39,21,3,82,12,3,161,62,6,0,49,12,0,135,58,4,0,37,4,4,100,29,0,0,32,3,0,61,16,0,0,10,4,0,27,6,0,0,6,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,7,23,0,49,72,3,159,303,434,106,615,331,31,1817,0,16,0,28,52,0,99,0,23,9,11,24,3,71,10,104,38,91,40,0,285,31,91,33,131,50,8,341,50,41,6,104,34,5,247,93,30,6,109,29,0,266,88,17,0,60,4,0,173,46,4,0,39,6,0,103,10,0,0,13,0,0,23,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
51001,0,662,550,9,107,12,1344,5,302,51,4,119,4,493,11,390,43,23,316,8,787,21,263,5,28,238,0,559,12,111,11,37,103,0,265,37,81,5,54,90,0,263,56,83,3,58,65,0,269,104,46,0,87,69,5,311,164,13,0,76,32,0,292,166,4,0,55,22,0,252,132,8,0,31,22,0,193,58,0,0,26,19,0,108,31,0,0,8,12,0,55,43,0,0,51,59,0,151,65,172,59,59,241,31,624,906,2142,733,607,1519,62,5969,3,555,76,11,95,5,740,0,340,49,3,82,7,479,11,636,56,21,172,6,901,34,363,33,29,198,13,663,13,172,8,40,139,6,378,60,198,15,56,169,4,493,134,136,12,80,153,0,514,285,74,4,114,105,7,583,260,15,3,84,52,0,422,175,9,0,58,33,0,273,108,3,0,43,31,0,187,55,4,4,22,10,0,93,22,0,0,9
51002,29,65,84,3,561,5,738,4,82,17,3,119,0,223,8,164,35,6,640,0,860,8,75,15,0,99,0,196,0,30,8,3,47,0,92,7,34,9,7,27,0,82,13,31,3,4,28,0,72,6,16,0,4,9,0,33,7,7,0,5,16,0,34,6,9,0,7,11,0,33,17,0,0,4,5,0,24,6,0,0,3,4,0,15,18,0,0,9,6,0,31,346,0,0,72,93,0,507,145,67,11,40,272,16,552,620,570,183,169,1927,28,3493,29,87,46,3,574,0,737,7,44,15,0,84,0,148,15,116,12,7,681,3,839,50,131,11,3,132,0,326,66,62,6,8,84,0,225,114,93,3,20,85,0,326,238,43,0,18,46,3,345,328,34,3,25,35,0,422,221,18,3,17,21,3,285,121,4,0,7,8,0,143,79,0,0,3,9,0,91,44,0,0,3,7,0,55,17,0,0,3
51003,26,63,70,5,1770,9,1940,7,84,4,0,122,3,219,18,158,3,5,261,0,440,23,162,0,4,171,3,362,7,36,0,0,92,0,137,8,28,0,8,77,0,124,17,19,0,5,82,0,129,28,24,6,13,55,0,121,17,18,0,20,41,0,99,18,4,0,11,21,0,54,22,0,0,11,8,0,43,17,0,0,15,4,0,46,14,0,0,5,4,0,28,412,0,0,101,113,4,632,163,68,9,54,467,20,768,784,663,84,260,3292,38,5128,28,33,69,4,1584,9,1739,5,42,7,0,129,0,185,14,144,3,4,278,0,450,43,113,7,10,278,3,452,25,64,0,15,112,0,218,79,85,0,20,149,3,341,247,77,3,21,147,0,495,374,36,0,45,82,5,540,253,10,0,33,52,0,358,158,3,0,25,24,0,216,115,4,0,13,25,0,160,102,0,0,20,18,0,140,43,0,0,21
51101,0,16,5,12,22,3,66,0,55,13,8,19,0,98,19,103,23,74,54,3,275,68,56,0,105,45,0,277,80,17,0,83,16,0,200,135,7,0,85,63,0,288,154,3,0,87,7,0,254,103,0,0,28,11,3,137,13,0,0,11,10,0,29,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,8,0,0,10,20,15,0,36,46,3,117,590,268,52,538,289,17,1756,0,14,0,13,9,0,34,4,15,10,6,9,0,41,4,69,10,47,30,8,166,39,57,20,66,36,3,213,48,26,4,66,16,4,168,107,32,5,100,51,4,290,175,14,5,141,19,3,355,121,3,0,82,9,8,221,25,0,0,17,4,0,44,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51102,0,78,10,0,31,0,128,0,99,5,3,23,0,133,13,120,12,31,88,3,270,33,78,3,46,77,0,245,36,23,3,21,34,0,125,34,24,0,27,37,0,126,65,14,0,40,30,0,149,78,5,0,33,18,0,127,38,0,0,16,14,0,68,13,0,0,8,9,0,28,10,0,0,9,13,0,37,0,0,0,4,12,0,18,4,0,0,4,7,0,10,18,0,0,24,45,0,87,34,24,0,31,89,10,183,375,477,37,294,532,18,1732,6,64,7,3,25,0,104,0,28,0,6,6,0,36,4,104,6,17,58,3,183,23,101,9,33,60,0,223,12,28,0,29,41,0,115,39,42,0,25,51,0,163,72,29,7,49,58,0,215,76,4,0,39,20,0,141,73,3,0,15,15,0,108,19,0,0,7,4,0,33,13,0,0,9,4,0,32,8,0,0,0,3,0,10,3,0,0,3
51103,3,253,117,13,86,5,470,11,141,51,13,36,4,254,38,219,56,67,198,11,596,116,172,11,85,210,10,605,127,42,8,103,63,6,349,323,40,9,139,51,0,559,554,29,4,196,30,0,811,520,7,0,107,21,4,660,165,3,0,43,9,3,228,81,0,0,4,9,0,92,15,0,0,3,7,0,25,0,0,0,0,0,0,3,4,0,0,0,0,0,4,4,0,0,0,3,0,15,68,58,17,40,84,13,271,2031,969,268,822,811,58,4953,4,238,22,8,50,0,320,7,43,28,10,16,0,107,46,221,40,56,80,5,451,121,191,19,92,142,8,567,141,77,6,86,68,0,377,321,115,12,138,97,0,679,585,57,5,217,77,4,943,565,12,0,167,21,0,773,229,5,0,49,15,0,297,85,3,0,16,8,0,112,16,0,0,7,0,0,24,4,0,0,5,0,0,11,5,0,0,0
51104,12,124,21,38,57,6,257,7,260,22,30,43,4,359,46,367,52,201,100,12,775,274,226,17,251,139,13,917,184,67,0,211,73,3,534,414,46,3,272,56,3,790,515,16,0,274,37,4,846,476,4,5,186,22,3,697,83,0,3,40,13,0,135,13,0,0,7,9,0,24,0,0,0,4,7,0,14,0,0,0,0,3,0,6,3,0,0,3,0,0,4,11,0,0,10,14,0,38,40,95,6,90,139,17,387,2070,1207,136,1608,703,54,5782,3,64,9,20,48,0,152,0,68,14,19,33,0,137,25,371,23,118,94,5,633,167,218,35,179,69,10,669,181,95,9,204,75,0,565,371,83,12,297,73,7,846,805,76,15,392,87,0,1380,501,29,0,237,23,3,791,65,6,5,45,6,4,132,7,0,0,10,4,0,20,5,0,0,3,5,0,9,0,0,0,0,5,0,5,0,0,0,0
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
