SA3_CODE_2021,Per_age_15over_C11_M,Per_age_15over_C11_F,Per_age_15over_C11_P,Per_age_15over_C16_M,Per_age_15over_C16_F,Per_age_15over_C16_P,Per_age_15over_C21_M,Per_age_15over_C21_F,Per_age_15over_C21_P,Lfs_Em_FT_C11_M,Lfs_Em_FT_C11_F,Lfs_Em_FT_C11_P,Lfs_Em_FT_C16_M,Lfs_Em_FT_C16_F,Lfs_Em_FT_C16_P,Lfs_Em_FT_C21_M,Lfs_Em_FT_C21_F,Lfs_Em_FT_C21_P,Lfs_Em_PT_C11_M,Lfs_Em_PT_C11_F,Lfs_Em_PT_C11_P,Lfs_Em_PT_C16_M,Lfs_Em_PT_C16_F,Lfs_Em_PT_C16_P,Lfs_Em_PT_C21_M,Lfs_Em_PT_C21_F,Lfs_Em_PT_C21_P,Lfs_Em_AFWr_C11_M,Lfs_Em_AFWr_C11_F,Lfs_Em_AFWr_C11_P,Lfs_Em_AFWr_C16_M,Lfs_Em_AFWr_C16_F,Lfs_Em_AFWr_C16_P,Lfs_Em_AFWr_C21_M,Lfs_Em_AFWr_C21_F,Lfs_Em_AFWr_C21_P,Lfs_Unem_LFW_C11_M,Lfs_Unem_LFW_C11_F,Lfs_Unem_LFW_C11_P,Lfs_Unem_LFW_C16_M,Lfs_Unem_LFW_C16_F,Lfs_Unem_LFW_C16_P,Lfs_Unem_LFW_C21_M,Lfs_Unem_LFW_C21_F,Lfs_Unem_LFW_C21_P,Lfs_Tot_LForc_C11_M,Lfs_Tot_LForc_C11_F,Lfs_Tot_LForc_C11_P,Lfs_Tot_LForc_C16_M,Lfs_Tot_LForc_C16_F,Lfs_Tot_LForc_C16_P,Lfs_Tot_LForc_C21_M,Lfs_Tot_LForc_C21_F,Lfs_Tot_LForc_C21_P,N_LForc_C11_M,N_LForc_C11_F,N_LForc_C11_P,N_LForc_C16_M,N_LForc_C16_F,N_LForc_C16_P,N_LForc_C21_M,N_LForc_C21_F,N_LForc_C21_P,Pcnt_Unemp_C11_M,Pcnt_Unemp_C11_F,Pcnt_Unemp_C11_P,Pcnt_Unemp_C16_M,Pcnt_Unemp_C16_F,Pcnt_Unemp_C16_P,Pcnt_Unemp_C21_M,Pcnt_Unemp_C21_F,Pcnt_Unemp_C21_P,Pcnt_LForc_prt_C11_M,Pcnt_LForc_prt_C11_F,Pcnt_LForc_prt_C11_P,Pcnt_LForc_prt_C16_M,Pcnt_LForc_prt_C16_F,Pcnt_LForc_prt_C16_P,Pcnt_LForc_prt_C21_M,Pcnt_LForc_prt_C21_F,Pcnt_LForc_prt_C21_P,Pcnt_Emp_to_pop_C11_M,Pcnt_Emp_to_pop_C11_F,Pcnt_Emp_to_pop_C11_P,Pcnt_Emp_to_pop_C16_M,Pcnt_Emp_to_pop_C16_F,Pcnt_Emp_to_pop_C16_P,Pcnt_Emp_to_pop_C21_M,Pcnt_Emp_to_pop_C21_F,Pcnt_Emp_to_pop_C21_P,H_no_sc_qu_Po_De_C11_M,H_no_sc_qu_Po_De_C11_F,H_no_sc_qu_Po_De_C11_P,H_no_sc_qu_Po_De_C16_M,H_no_sc_qu_Po_De_C16_F,H_no_sc_qu_Po_De_C16_P,H_no_sc_qu_Po_De_C21_M,H_no_sc_qu_Po_De_C21_F,H_no_sc_qu_Po_De_C21_P,H_n_s_q_Gr_D_G_Ce_C11_M,H_n_s_q_Gr_D_G_Ce_C11_F,H_n_s_q_Gr_D_G_Ce_C11_P,H_n_s_q_Gr_D_G_Ce_C16_M,H_n_s_q_Gr_D_G_Ce_C16_F,H_n_s_q_Gr_D_G_Ce_C16_P,H_n_s_q_Gr_D_G_Ce_C21_M,H_n_s_q_Gr_D_G_Ce_C21_F,H_n_s_q_Gr_D_G_Ce_C21_P,H_n_s_q_BD_C11_M,H_n_s_q_BD_C11_F,H_n_s_q_BD_C11_P,H_n_s_q_BD_C16_M,H_n_s_q_BD_C16_F,H_n_s_q_BD_C16_P,H_n_s_q_BD_C21_M,H_n_s_q_BD_C21_F,H_n_s_q_BD_C21_P,H_n_s_q_AdDip_DL_C11_M,H_n_s_q_AdDip_DL_C11_F,H_n_s_q_AdDip_DL_C11_P,H_n_s_q_AdDip_DL_C16_M,H_n_s_q_AdDip_DL_C16_F,H_n_s_q_AdDip_DL_C16_P,H_n_s_q_AdDip_DL_C21_M,H_n_s_q_AdDip_DL_C21_F,H_n_s_q_AdDip_DL_C21_P,H_n_s_q_Cert_III_IV_C11_M,H_n_s_q_Cert_III_IV_C11_F,H_n_s_q_Cert_III_IV_C11_P,H_n_s_q_Cert_III_IV_C16_M,H_n_s_q_Cert_III_IV_C16_F,H_n_s_q_Cert_III_IV_C16_P,H_n_s_q_Cert_III_IV_C21_M,H_n_s_q_Cert_III_IV_C21_F,H_n_s_q_Cert_III_IV_C21_P,H_n_s_q_Cert_I_II_C11_M,H_n_s_q_Cert_I_II_C11_F,H_n_s_q_Cert_I_II_C11_P,H_n_s_q_Cert_I_II_C16_M,H_n_s_q_Cert_I_II_C16_F,H_n_s_q_Cert_I_II_C16_P,H_n_s_q_Cert_I_II_C21_M,H_n_s_q_Cert_I_II_C21_F,H_n_s_q_Cert_I_II_C21_P,H_n_s_q_Cert_Lev_nfd_C11_M,H_n_s_q_Cert_Lev_nfd_C11_F,H_n_s_q_Cert_Lev_nfd_C11_P,H_n_s_q_Cert_Lev_nfd_C16_M,H_n_s_q_Cert_Lev_nfd_C16_F,H_n_s_q_Cert_Lev_nfd_C16_P,H_n_s_q_Cert_Lev_nfd_C21_M,H_n_s_q_Cert_Lev_nfd_C21_F,H_n_s_q_Cert_Lev_nfd_C21_P,H_n_s_q_Cert_Lev_Tot_C11_M,H_n_s_q_Cert_Lev_Tot_C11_F,H_n_s_q_Cert_Lev_Tot_C11_P,H_n_s_q_Cert_Lev_Tot_C16_M,H_n_s_q_Cert_Lev_Tot_C16_F,H_n_s_q_Cert_Lev_Tot_C16_P,H_n_s_q_Cert_Lev_Tot_C21_M,H_n_s_q_Cert_Lev_Tot_C21_F,H_n_s_q_Cert_Lev_Tot_C21_P,Mi_Liv_SA_1yr_ag_C11_M,Mi_Liv_SA_1yr_ag_C11_F,Mi_Liv_SA_1yr_ag_C11_P,Mi_Liv_SA_1yr_ag_C16_M,Mi_Liv_SA_1yr_ag_C16_F,Mi_Liv_SA_1yr_ag_C16_P,Mi_Liv_SA_1yr_ag_C21_M,Mi_Liv_SA_1yr_ag_C21_F,Mi_Liv_SA_1yr_ag_C21_P,Mi_Liv_DA_1yr_ag_C11_M,Mi_Liv_DA_1yr_ag_C11_F,Mi_Liv_DA_1yr_ag_C11_P,Mi_Liv_DA_1yr_ag_C16_M,Mi_Liv_DA_1yr_ag_C16_F,Mi_Liv_DA_1yr_ag_C16_P,Mi_Liv_DA_1yr_ag_C21_M,Mi_Liv_DA_1yr_ag_C21_F,Mi_Liv_DA_1yr_ag_C21_P,Mi_Liv_SA_5yrs_ag_C11_M,Mi_Liv_SA_5yrs_ag_C11_F,Mi_Liv_SA_5yrs_ag_C11_P,Mi_Liv_SA_5yrs_ag_C16_M,Mi_Liv_SA_5yrs_ag_C16_F,Mi_Liv_SA_5yrs_ag_C16_P,Mi_Liv_SA_5yrs_ag_C21_M,Mi_Liv_SA_5yrs_ag_C21_F,Mi_Liv_SA_5yrs_ag_C21_P,Mi_Liv_DA_5yrs_ag_C11_M,Mi_Liv_DA_5yrs_ag_C11_F,Mi_Liv_DA_5yrs_ag_C11_P,Mi_Liv_DA_5yrs_ag_C16_M,Mi_Liv_DA_5yrs_ag_C16_F,Mi_Liv_DA_5yrs_ag_C16_P,Mi_Liv_DA_5yrs_ag_C21_M,Mi_Liv_DA_5yrs_ag_C21_F,Mi_Liv_DA_5yrs_ag_C21_P
50502,71996,75822,147827,77192,82410,159603,82764,89795,172558,35568,20917,56488,35968,21936,57901,39613,25119,64728,9117,17963,27084,10815,20575,31390,12665,24542,37208,2712,2779,5489,2120,2459,4578,2539,3149,5684,2253,1888,4147,4102,3288,7388,2691,2504,5192,49658,43546,93206,53002,48255,101258,57509,55303,112810,17151,27816,44972,18998,28789,47789,20609,30323,50937,4.5,4.3,4.4,7.7,6.8,7.3,4.7,4.5,4.6,69,57.4,63.1,68.7,58.6,63.4,69.5,61.6,65.4,65.8,54.9,60.2,63.3,54.6,58.8,66.2,58.8,62.4,3259,2561,5818,4314,4021,8335,6138,6174,12311,1206,1987,3192,1516,2584,4106,1908,3439,5347,11936,14012,25946,14528,17812,32339,17414,21376,38789,6210,7381,13593,7295,8389,15684,8081,9520,17605,13578,5496,19070,14739,6404,21146,14869,7903,22775,499,879,1380,582,909,1491,788,1210,1998,693,1595,2291,1061,2037,3099,1011,1960,2967,14764,7978,22737,16384,9356,25737,16670,11071,27742,66713,70826,137537,69557,73512,143072,80644,86292,166940,13953,13977,27923,15338,15626,30964,13899,14826,28727,41158,44573,85734,42936,46425,89357,50387,54480,104869,34401,35272,69675,38643,39702,78347,38727,41623,80353
50503,56221,58764,114982,70757,74025,144777,78914,83602,162511,30959,15857,46820,35707,19016,54728,39939,22326,62270,6123,15422,21543,8918,20228,29146,10780,24796,35574,2690,2325,5020,2545,2534,5073,3192,3214,6406,1841,1918,3756,4376,3895,8278,3182,3155,6333,41615,35520,77132,51551,45676,97226,57094,53489,110581,11281,20341,31621,14814,24079,38900,17480,26684,44164,4.4,5.4,4.9,8.5,8.5,8.5,5.6,5.9,5.7,74,60.4,67.1,72.9,61.7,67.2,72.4,64,68,70.8,57.2,63.8,66.7,56.4,61.4,68.3,60.2,64.1,870,694,1560,1626,1547,3178,2299,2424,4729,444,793,1239,660,1263,1920,820,1942,2766,4393,6454,10846,6344,9860,16204,7948,12591,20539,3799,5800,9603,5685,8155,13837,6750,9794,16541,16130,6948,23079,19768,9377,29139,21877,12045,33928,532,1000,1535,741,1310,2050,1207,1840,3043,564,1376,1941,1107,2091,3205,1129,2087,3213,17228,9327,26556,21617,12776,34392,24211,15967,40178,58254,59579,117828,70193,71770,141968,84019,87565,171583,11819,12596,24417,14207,15061,29267,12199,13254,25449,31687,32234,63918,41225,41784,83003,55570,56861,112430,32532,34374,66902,38373,40452,78826,34412,37806,72217
50601,24187,24742,48926,30503,31370,61870,35273,36821,72096,12762,6457,19226,15126,7829,22957,17936,9587,27526,2469,5957,8425,3519,7733,11249,4421,9850,14275,1166,936,2099,1023,1059,2082,1236,1421,2657,910,796,1706,1924,1725,3657,1483,1535,3013,17312,14147,31452,21593,18349,39941,25077,22395,47471,5288,9182,14468,6853,11111,17968,8064,12647,20715,5.3,5.6,5.4,8.9,9.4,9.1,5.9,6.9,6.4,71.6,57.2,64.3,70.8,58.5,64.6,71.1,60.8,65.8,67.8,54,60.8,64.5,53,58.6,66.9,56.6,61.7,387,323,706,912,944,1855,1440,1587,3024,188,340,533,292,538,836,434,844,1274,1574,2392,3962,2956,4235,7193,3989,5961,9949,1454,2157,3608,2412,3225,5639,3086,3899,6994,6988,3145,10136,8226,4086,12315,9124,5615,14742,232,490,721,351,581,935,593,828,1416,279,606,888,517,823,1342,450,778,1227,7503,4236,11740,9097,5496,14593,10163,7216,17385,23564,23700,47268,29547,29757,59307,37842,38914,76758,5088,5458,10544,6094,6519,12614,5499,5822,11317,14067,14097,28162,16830,16818,33650,23762,24007,47769,12325,12967,25294,16608,17440,34055,16342,17690,34031
50602,27617,26451,54070,30519,29442,59957,32341,31450,63786,13943,8266,22211,13945,8649,22595,15867,9977,25850,3342,5504,8850,4153,6467,10623,4881,8080,12958,1031,982,2013,905,904,1807,1075,1152,2227,934,829,1759,1840,1432,3275,1211,1059,2274,19246,15589,34838,20842,17459,38299,23038,20274,43306,5870,9030,14900,6481,9160,15640,6826,9262,16092,4.8,5.3,5.1,8.8,8.2,8.5,5.3,5.2,5.2,69.7,58.9,64.4,68.3,59.3,63.9,71.2,64.5,67.9,66.3,55.8,61.2,62.3,54.4,58.4,67.5,61.1,64.3,1270,1067,2345,1705,1647,3352,2416,2427,4846,380,604,988,479,779,1263,620,1041,1657,4087,4618,8704,5018,6112,11125,6184,7328,13514,2234,2491,4725,2689,2800,5498,3036,3283,6324,5451,1983,7435,5800,2468,8268,5986,3150,9139,233,335,566,247,308,557,446,512,954,234,508,747,392,596,989,388,564,955,5915,2823,8745,6444,3370,9811,6826,4224,11050,22899,22692,45587,23843,23506,47350,28317,27949,56268,6474,6008,12484,7374,6945,14320,6692,6560,13244,12553,12823,25369,13594,13774,27370,16102,15992,32094,14922,14136,29055,16387,15369,31755,17130,16740,33876
50603,36447,37363,73809,38404,39065,77473,40263,41222,81486,17313,9570,26880,15946,8937,24888,17804,10135,27938,5160,9107,14269,6202,9694,15891,7188,11503,18692,1407,1184,2593,1079,1065,2143,1222,1271,2492,1410,1236,2648,2730,2201,4932,1614,1467,3087,25291,21097,46391,25956,21902,47863,27830,24371,52205,9002,14437,23438,10366,15164,25528,10308,14935,25243,5.6,5.9,5.7,10.5,10.1,10.3,5.8,6,5.9,69.4,56.5,62.9,67.6,56.1,61.8,69.1,59.1,64.1,65.5,53.2,59.3,60.5,50.4,55.4,65.1,55.6,60.3,1934,1461,3398,2755,2295,5051,3808,3578,7380,507,781,1290,613,1031,1642,727,1297,2017,6198,6791,12982,7334,8304,15641,8609,9795,18407,3074,3632,6706,3543,3814,7360,3853,4145,7995,6667,2649,9319,6608,2830,9437,6583,3424,10006,255,394,652,328,436,764,498,569,1065,333,717,1052,470,840,1312,441,745,1187,7258,3768,11025,7407,4103,11511,7522,4737,12257,33935,34956,68891,34275,35025,69300,39147,40099,79246,7346,7175,14522,8680,8160,16839,7502,7094,14591,20881,22236,43115,21329,22521,43845,23961,25231,49195,17942,17659,35612,20133,19168,39301,20240,19689,39934
50604,41995,41994,83991,47252,46160,93411,50056,50054,100107,21835,11392,33227,21840,11113,32958,23194,12170,35364,4488,9915,14404,6004,11129,17131,7050,12717,19770,1881,1561,3438,1498,1349,2843,1687,1573,3259,1507,1435,2940,3204,2513,5717,2182,2067,4249,29715,24301,54017,32544,26111,58648,34109,28530,62643,9526,15284,24807,12116,17680,29791,13124,19108,32233,5.1,5.9,5.4,9.8,9.6,9.7,6.4,7.2,6.8,70.8,57.9,64.3,68.9,56.6,62.8,68.1,57,62.6,67.2,54.4,60.8,62.1,51.1,56.7,63.8,52.9,58.3,903,767,1668,1757,1622,3379,2362,2413,4775,322,470,793,401,693,1092,513,976,1488,3475,4592,8074,5046,6654,11701,6007,8175,14184,2741,3558,6294,3581,4266,7852,4215,4722,8938,10838,4729,15570,11026,4760,15788,11071,6116,17187,427,696,1124,512,783,1299,707,986,1691,413,950,1361,655,1131,1787,614,1058,1669,11676,6377,18051,12193,6677,18871,12388,8156,20546,41362,41689,83047,45591,44961,90557,51400,51969,103374,7566,7605,15173,8447,8488,16940,7120,7168,14282,25826,26113,51945,29416,29125,58541,34658,34768,69430,19518,19878,39396,21989,21671,43659,20222,20836,41063
50605,21103,21874,42980,22772,23501,46275,23227,24174,47399,11463,5853,17316,11199,5782,16979,11316,6213,17530,2296,5785,8087,2651,6160,8813,3040,6657,9703,905,836,1742,734,722,1460,842,904,1744,558,484,1035,1129,942,2074,743,652,1396,15222,12954,28174,15714,13610,29323,15948,14420,30369,4717,7946,12662,5628,8564,14194,6083,8751,14837,3.7,3.7,3.7,7.2,6.9,7.1,4.7,4.5,4.6,72.1,59.2,65.6,69,57.9,63.4,68.7,59.7,64.1,69.5,57,63.2,64.1,53.9,58.9,65.5,57,61.1,499,343,836,672,617,1285,842,860,1700,244,414,658,323,530,859,340,676,1017,1912,2658,4568,2375,3329,5705,2657,3939,6602,1559,2220,3779,1816,2571,4381,2031,2705,4737,5807,2119,7928,6395,2642,9039,6582,3260,9836,169,345,518,182,384,569,326,494,821,236,563,794,353,673,1022,324,596,920,6215,3025,9242,6929,3695,10624,7234,4347,11579,21647,22244,43892,22813,23400,46214,24331,24901,49232,3157,3324,6486,3133,3235,6366,3042,3312,6354,14574,14864,29438,15712,16007,31725,17717,18168,35884,8660,9247,17909,9216,9743,18962,8201,8715,16919
50606,6873,6745,13618,10319,10149,20471,11974,12239,24215,3759,1806,5571,5572,2755,8326,6489,3452,9945,721,1916,2636,1034,2850,3882,1322,3683,5008,357,269,629,349,330,681,582,559,1141,182,178,365,492,496,987,301,358,656,5024,4179,9201,7445,6429,13879,8690,8053,16747,1529,2323,3849,2242,3189,5424,2597,3679,6273,3.7,4.3,3.9,6.6,7.7,7.1,3.4,4.5,3.9,73.1,62,67.6,72.2,63.3,67.8,72.6,65.8,69.2,70.4,59.3,64.9,67.4,58.5,63,70.1,62.9,66.5,69,69,136,153,178,325,220,263,483,41,96,140,78,169,249,102,282,386,357,579,940,624,1107,1730,837,1490,2323,383,606,993,711,1089,1795,866,1478,2344,2182,882,3060,3370,1565,4933,3987,2223,6209,52,139,191,95,228,321,172,277,446,65,171,231,144,300,440,169,310,483,2296,1190,3489,3603,2094,5695,4321,2812,7134,6868,6807,13671,9941,9814,19756,12875,13271,26148,1418,1514,2938,2112,2279,4392,1821,2018,3843,4065,4031,8091,5448,5247,10695,8556,8492,17047,3600,3770,7370,5830,6158,11991,4979,5643,10620
50607,16958,17988,34945,17370,18564,35931,17954,19254,37202,8422,5246,13667,7794,5000,12792,8350,5515,13864,2261,4196,6454,2520,4493,7009,2936,5187,8124,565,647,1208,456,509,964,497,606,1097,524,510,1035,894,721,1615,585,503,1091,11772,10597,22369,11660,10722,22382,12363,11808,24176,3956,6299,10257,4471,6462,10931,4627,6441,11067,4.5,4.8,4.6,7.7,6.7,7.2,4.7,4.3,4.5,69.4,58.9,64,67.1,57.8,62.3,68.9,61.3,65,66.3,56.1,61,62,53.9,57.8,65.6,58.7,62,1418,1090,2507,1732,1490,3221,2164,1935,4096,399,612,1012,475,745,1223,544,904,1446,4051,4224,8277,4406,4783,9195,4942,5488,10431,1439,1833,3271,1504,1807,3314,1585,1899,3484,2208,982,3190,2191,1067,3254,2245,1283,3526,102,151,258,89,177,265,148,210,352,141,332,472,225,372,597,187,339,530,2455,1467,3918,2502,1617,4118,2579,1831,4411,14262,15272,29535,14682,15434,30123,16521,17270,33793,4121,4188,8314,3881,3956,7835,3567,3721,7290,8255,9224,17472,8603,9515,18116,9797,10558,20355,9205,9205,18410,9505,9527,19030,9359,9513,18872
50701,34113,34937,69047,39896,41605,81500,45466,47774,93241,19065,9810,28878,20480,11205,31681,24069,13829,37896,3630,9300,12936,4682,11411,16087,5941,14300,20235,1609,1485,3086,1307,1446,2749,1634,1839,3475,1052,973,2025,2306,1858,4164,1587,1500,3087,25354,21573,46930,28768,25915,54682,33232,31467,64696,6949,11813,18767,8510,13117,21623,9844,14405,24254,4.1,4.5,4.3,8,7.2,7.6,4.8,4.8,4.8,74.3,61.7,68,72.1,62.3,67.1,73.1,65.9,69.4,71.2,59,65,66.3,57.8,62,69.6,62.7,66.1,814,769,1585,1412,1476,2888,2195,2381,4573,360,624,986,514,1065,1585,699,1523,2218,3573,4886,8458,4790,7009,11800,6409,9473,15886,2468,3302,5774,3218,4281,7493,3969,5185,9150,9184,3422,12607,10733,4498,15226,11924,6092,18016,318,569,889,353,686,1042,631,876,1514,352,749,1098,638,1064,1704,649,1048,1696,9850,4738,14596,11725,6252,17976,13206,8017,21218,34284,34838,69122,37925,39072,77001,45801,47391,93194,6573,6686,13254,7637,8075,15708,7726,8410,16132,20690,21184,41869,23886,24552,48442,29401,30293,59700,17116,17605,34727,19528,20387,39916,20788,22447,43237
50702,13759,14611,28371,14969,16148,31116,16298,17638,33939,6311,3912,10224,6311,4066,10383,7080,4620,11697,1826,3815,5641,2127,4294,6420,2610,5198,7804,581,527,1103,455,518,971,547,666,1211,455,368,829,784,549,1335,570,434,1008,9172,8620,17795,9681,9430,19109,10802,10912,21719,3628,5189,8818,3832,5295,9125,4375,5778,10150,5,4.3,4.7,8.1,5.8,7,5.3,4,4.6,66.7,59,62.7,64.7,58.4,61.4,66.3,61.9,64,63.4,56.5,59.8,59.4,55,57.1,62.8,59.4,61,884,906,1790,1187,1272,2457,1685,1801,3489,303,601,900,382,759,1140,482,977,1462,2587,3338,5922,3022,4082,7103,3675,4912,8582,1106,1433,2542,1300,1518,2819,1512,1693,3201,2438,890,3329,2514,1027,3535,2564,1236,3802,106,148,254,92,145,239,163,200,366,134,219,355,231,307,541,225,336,565,2680,1259,3939,2834,1477,4314,2959,1780,4737,12470,13357,25831,12783,13850,26632,14963,16000,30960,2705,2821,5530,2754,2956,5706,2889,3308,6195,7940,8504,16446,8175,8906,17080,9418,10068,19481,6350,6749,13093,6937,7459,14393,7503,8418,15925
50703,11475,11056,22529,15470,14770,30236,18092,17364,35457,5558,2890,8450,7045,3749,10801,8568,4675,13242,949,2402,3349,1560,3430,4983,2082,4678,6760,515,413,927,499,524,1020,681,698,1374,468,456,916,1075,950,2025,813,776,1593,7490,6157,13650,10180,8651,18833,12148,10821,22972,3023,4110,7134,4111,5063,9173,4884,5719,10599,6.2,7.4,6.7,10.6,11,10.8,6.7,7.2,6.9,65.3,55.7,60.6,65.8,58.6,62.3,67.1,62.3,64.8,61.2,51.6,56.5,58.8,52.2,55.6,62.6,57.9,60.3,120,112,229,368,372,744,511,627,1136,47,101,144,125,275,396,144,398,543,569,896,1467,1268,1909,3178,1737,2627,4364,506,807,1313,1008,1314,2321,1279,1755,3028,2910,1306,4216,3885,1957,5848,4665,2787,7451,101,246,342,181,328,507,352,474,825,110,269,380,209,386,596,216,411,622,3122,1815,4937,4272,2672,6948,5230,3671,8899,10524,10496,21017,13489,13473,26955,17734,18008,35737,2379,2636,5021,3445,3548,6993,2901,3029,5930,6065,5930,11994,7402,7282,14687,10978,10646,21624,5660,6034,11701,8384,8693,17077,8055,8859,16913
50704,38760,42948,81712,39714,43760,83481,41551,46216,87766,19427,10634,30060,17960,10125,28081,19234,11404,30635,5240,11712,16957,5848,12024,17876,6530,13430,19957,1450,1508,2965,983,1143,2133,1180,1403,2583,1119,1017,2138,1981,1528,3516,1298,1196,2490,27239,24872,52116,26777,24820,51597,28237,27433,55666,9765,16425,26185,10959,16738,27694,11620,17226,28852,4.1,4.1,4.1,7.4,6.2,6.8,4.6,4.4,4.5,70.3,57.9,63.8,67.4,56.7,61.8,68,59.4,63.4,67.4,55.5,61.2,62.4,53.2,57.6,64.8,56.8,60.6,2477,1735,4208,3072,2456,5524,4085,3611,7702,813,1412,2223,985,1692,2678,1218,2115,3329,7965,9172,17132,8936,10586,19521,10261,12292,22551,3672,4686,8361,3867,4709,8582,3954,4939,8895,6872,2575,9441,6844,2829,9676,6815,3356,10172,239,435,669,235,433,675,409,598,1011,415,864,1277,564,1129,1695,547,1071,1620,7518,3873,11392,7650,4392,12036,7769,5028,12798,38396,41992,80383,38273,41325,79598,42059,45645,87710,6552,6843,13392,6489,6930,13422,6576,7318,13891,26256,28906,55167,26074,28545,54620,28235,30790,59024,16352,17762,34112,17479,18573,36049,18126,19995,38124
50705,39759,40653,80421,47819,49379,97197,51935,54306,106248,21068,9971,31043,23100,11469,34568,25064,13320,38381,3646,9958,13598,4686,12270,16950,5544,14655,20206,1966,1490,3457,1763,1561,3319,2345,2098,4446,1498,1520,3022,3148,2794,5940,2227,2102,4327,28182,22938,51115,32694,28083,60776,35182,32178,67357,8920,15693,24616,11076,17876,28950,12823,19356,32177,5.3,6.6,5.9,9.6,9.9,9.8,6.3,6.5,6.4,70.9,56.4,63.6,68.4,56.9,62.5,67.7,59.2,63.4,67.1,52.7,59.8,61.8,51.2,56.4,63.4,55.4,59.3,402,368,774,676,694,1375,917,1072,1989,271,498,770,352,776,1130,476,1165,1640,2111,3405,5515,2816,5006,7824,3350,6293,9644,2721,3485,6204,3663,4958,8616,4324,5957,10281,12326,5236,17557,15285,7364,22651,16559,9656,26213,456,882,1332,569,1033,1600,903,1361,2265,380,978,1354,794,1348,2150,755,1312,2072,13157,7086,20240,16651,9747,26396,18216,12330,30547,38471,39397,77868,45177,46185,91358,52835,54948,107785,9484,9697,19178,9918,10535,20456,8961,9696,18656,21897,22357,44250,25608,25979,51588,34498,35381,69880,22272,23112,45383,26633,28049,54685,23169,25571,48737
50901,21673,22207,43880,23857,24203,48056,25111,25658,50772,9488,4870,14361,9699,4986,14685,10054,5415,15472,2640,5709,8349,3034,6363,9394,3423,6983,10403,1188,981,2178,927,854,1779,1064,1002,2062,740,526,1270,820,550,1370,625,484,1107,14059,12086,26151,14485,12753,27232,15157,13887,29041,6522,9242,15760,7405,9570,16976,8071,10026,18101,5.3,4.3,4.8,5.7,4.3,5,4.1,3.5,3.8,64.9,54.4,59.6,60.7,52.7,56.7,60.4,54.1,57.2,61.4,52.1,56.7,57.3,50.4,53.8,57.9,52.2,55,299,229,533,382,416,790,528,643,1167,188,434,618,244,540,787,281,679,966,1445,2402,3846,1652,2939,4597,2021,3622,5637,1256,2072,3330,1524,2463,3984,1707,2762,4466,5101,2473,7577,5922,2969,8890,6380,3589,9970,261,445,698,302,517,826,456,662,1110,267,553,819,435,654,1091,366,591,951,5632,3471,9105,6663,4145,10809,7198,4834,12037,21714,22308,44029,22123,22506,44632,23791,24385,48180,3917,4216,8142,3973,4071,8044,3976,4203,8179,14304,14436,28739,14882,14989,29872,16180,16226,32412,9640,10470,20109,10091,10615,20703,10146,11038,21185
50902,21765,20595,42358,23859,21947,45809,24135,22507,46644,10584,4829,15417,10159,4846,15006,9958,5121,15073,2054,4998,7053,2254,5105,7363,2331,5343,7674,1003,806,1802,946,729,1679,1023,872,1893,652,498,1151,921,643,1564,669,491,1158,14289,11132,25423,14282,11325,25609,13979,11823,25800,5855,8244,14098,7243,8625,15872,7304,8436,15742,4.6,4.5,4.5,6.4,5.7,6.1,4.8,4.1,4.5,65.6,54.1,60,59.8,51.6,55.9,57.9,52.5,55.3,62.6,51.6,57.3,56,48.7,52.5,55.1,50.3,52.8,171,169,340,210,245,455,268,369,638,106,285,387,112,330,442,142,439,586,948,1831,2783,1089,2097,3182,1179,2357,3536,961,1590,2550,1135,1901,3044,1213,2040,3246,5204,1897,7101,5981,2318,8305,6058,2763,8819,200,412,615,219,460,679,293,540,830,220,444,665,393,563,956,324,477,795,5620,2757,8379,6597,3342,9946,6675,3773,10444,21643,20667,42313,21953,20624,42574,21549,20740,42282,3579,3518,7093,3390,3337,6724,3332,3322,6650,14608,13653,28261,15164,13967,29133,15711,14782,30493,8958,9011,17973,8888,8805,17696,8003,8155,16160
50903,8688,7702,16388,8321,7921,16245,8132,7726,15859,4656,1971,6625,4013,1811,5819,3775,1847,5623,766,1963,2731,711,1908,2617,793,1923,2709,427,342,770,383,327,712,364,338,707,257,173,428,278,192,476,206,146,354,6102,4449,10553,5389,4234,9626,5137,4257,9393,1901,2899,4803,2050,2879,4929,2115,2660,4776,4.2,3.8,4,5.2,4.6,4.9,4,3.5,3.8,70.2,57.8,64.4,64.8,53.5,59.2,63.2,55.1,59.2,67.3,55.6,61.8,61.4,51,56.3,60.6,53.2,57,61,52,115,68,72,136,70,95,168,37,151,185,46,164,213,42,145,193,407,827,1236,436,837,1268,457,993,1448,364,586,951,363,677,1045,381,688,1069,1850,683,2534,1844,813,2656,1849,948,2796,73,155,226,105,143,249,104,179,282,91,150,247,134,205,339,95,161,251,2020,991,3004,2078,1163,3242,2047,1286,3328,8464,7967,16434,7850,7434,15284,7564,7177,14744,1560,1393,2946,1194,1293,2486,1154,1188,2333,5734,5283,11020,5515,5166,10685,5606,5198,10800,3572,3387,6958,2992,3017,6014,2670,2718,5380
