SA3_CODE_2021,C11_CFC_SMS_MRM_NDC_UR_1,C11_CFC_SMS_MRM_NDC_UR_2,C11_CFC_SMS_MRM_NDC_UR_3,C11_CFC_SMS_MRM_NDC_UR_4mo,C11_CFC_SMS_MRM_NDC_UR_Total,C11_CFC_SMS_M_DfM_NDC_UR_1,C11_CFC_SMS_M_DfM_NDC_UR_2,C11_CFC_SMS_M_DfM_NDC_UR_3,C11_CFC_SMS_M_DfM_NDC_UR_4mo,C11_CFC_SMS_M_DfM_NDC_UR_Tot,C11_CFC_SMS_Tot_NDC_UR_1,C11_CFC_SMS_Tot_NDC_UR_2,C11_CFC_SMS_Tot_NDC_UR_3,C11_CFC_SMS_Tot_NDC_UR_4mo,C11_CFC_SMS_Tot_NDC_UR_Tot,C11_1PF_NDC_UR_1,C11_1PF_NDC_UR_2,C11_1PF_NDC_UR_3,C11_1PF_NDC_UR_4mo,C11_1PF_NDC_UR_Tot,C11_Tot_NDC_UR_1,C11_Tot_NDC_UR_2,C11_Tot_NDC_UR_3,C11_Tot_NDC_UR_4mo,C11_Tot_NDC_UR_Tot,C16_CFC_SMS_MRM_NDC_UR_1,C16_CFC_SMS_MRM_NDC_UR_2,C16_CFC_SMS_MRM_NDC_UR_3,C16_CFC_SMS_MRM_NDC_UR_4mo,C16_CFC_SMS_MRM_NDC_UR_Tot,C16_CFC_SMS_M_DfM_NDC_UR_1,C16_CFC_SMS_M_DfM_NDC_UR_2,C16_CFC_SMS_M_DfM_NDC_UR_3,C16_CFC_SMS_M_DfM_NDC_UR_4mo,C16_CFC_SMS_M_DfM_NDC_UR_Tot,C16_CFC_SMS_Tot_NDC_UR_1,C16_CFC_SMS_Tot_NDC_UR_2,C16_CFC_SMS_Tot_NDC_UR_3,C16_CFC_SMS_Tot_NDC_UR_4mo,C16_CFC_SMS_Tot_NDC_UR_Tot,C16_1PF_NDC_UR_1,C16_1PF_NDC_UR_2,C16_1PF_NDC_UR_3,C16_1PF_NDC_UR_4mo,C16_1PF_NDC_UR_Tot,C16_Tot_NDC_UR_1,C16_Tot_NDC_UR_2,C16_Tot_NDC_UR_3,C16_Tot_NDC_UR_4mo,C16_Tot_NDC_UR_Tot,C21_CFC_SMS_MRM_NDC_UR_1,C21_CFC_SMS_MRM_NDC_UR_2,C21_CFC_SMS_MRM_NDC_UR_3,C21_CFC_SMS_MRM_NDC_UR_4mo,C21_CFC_SMS_MRM_NDC_UR_Tot,C21_CFC_SMS_M_DfM_NDC_UR_1,C21_CFC_SMS_M_DfM_NDC_UR_2,C21_CFC_SMS_M_DfM_NDC_UR_3,C21_CFC_SMS_M_DfM_NDC_UR_4mo,C21_CFC_SMS_M_DfM_NDC_UR_Tot,C21_CFC_SMS_Tot_NDC_UR_1,C21_CFC_SMS_Tot_NDC_UR_2,C21_CFC_SMS_Tot_NDC_UR_3,C21_CFC_SMS_Tot_NDC_UR_4mo,C21_CFC_SMS_Tot_NDC_UR_Tot,C21_1PF_NDC_UR_1,C21_1PF_NDC_UR_2,C21_1PF_NDC_UR_3,C21_1PF_NDC_UR_4mo,C21_1PF_NDC_UR_Tot,C21_Tot_NDC_UR_1,C21_Tot_NDC_UR_2,C21_Tot_NDC_UR_3,C21_Tot_NDC_UR_4mo,C21_Tot_NDC_UR_Tot
50101,1005,1530,586,161,3277,370,336,123,47,872,1371,1867,710,207,4151,606,411,128,35,1180,1976,2278,840,240,5339,1170,1818,739,154,3882,459,419,133,48,1053,1627,2238,873,199,4933,624,513,155,53,1341,2249,2754,1031,248,6282,1234,1952,733,154,4078,537,484,143,41,1206,1768,2440,882,197,5282,697,578,163,32,1461,2464,3015,1037,226,6742
50102,2306,3313,1275,380,7283,797,711,253,118,1876,3097,4032,1531,499,9159,1372,944,319,122,2758,4473,4976,1850,620,11918,2396,3510,1359,396,7662,834,770,278,98,1985,3230,4279,1639,502,9646,1469,1045,359,145,3023,4703,5324,1994,646,12664,2371,3393,1324,344,7429,870,878,325,133,2205,3244,4271,1650,479,9642,1598,1124,386,143,3249,4842,5397,2032,621,12893
50103,432,666,332,113,1537,151,165,66,34,419,581,830,393,144,1953,275,193,66,27,557,856,1022,457,178,2513,406,609,273,122,1409,154,146,64,23,388,558,756,338,145,1795,265,161,67,17,513,823,917,409,166,2306,396,587,284,91,1355,205,143,62,35,446,603,725,347,123,1809,246,147,56,17,460,850,870,404,146,2264
50201,1780,2439,901,282,5392,686,573,222,102,1582,2461,3006,1118,381,6973,1323,833,338,117,2613,3785,3846,1456,502,9587,2143,2751,1033,317,6244,777,691,281,111,1856,2916,3441,1313,432,8102,1433,1022,342,148,2950,4355,4457,1658,582,11053,2166,2868,1088,303,6430,847,834,340,124,2150,3019,3704,1434,429,8582,1613,1221,405,162,3402,4635,4926,1836,590,11982
50301,1790,3095,1424,309,6618,207,159,59,21,437,1997,3250,1482,330,7058,563,416,134,23,1139,2561,3670,1620,353,8196,1904,3196,1529,282,6910,214,214,82,20,529,2118,3406,1606,302,7437,589,455,112,26,1182,2708,3862,1718,322,8614,2049,3501,1543,257,7346,273,254,98,23,651,2316,3758,1636,284,7995,643,532,144,28,1340,2960,4285,1784,309,9337
50302,2421,2829,848,154,6248,430,231,59,9,731,2850,3061,902,163,6978,913,415,86,10,1434,3769,3478,989,178,8416,2831,3226,929,121,7109,507,323,66,16,905,3335,3549,997,134,8016,915,474,119,14,1520,4246,4027,1115,152,9536,3058,3788,988,140,7972,607,399,74,12,1100,3664,4193,1059,152,9068,1172,657,147,17,1997,4833,4848,1210,173,11062
50401,2250,2623,777,200,5847,400,325,89,42,859,2651,2948,864,243,6708,1148,614,166,55,1987,3793,3565,1031,302,8691,2549,2793,765,230,6343,519,355,93,34,995,3067,3149,862,258,7335,1131,611,176,48,1963,4194,3758,1038,304,9298,2532,3038,770,189,6534,681,472,93,36,1287,3214,3514,869,226,7820,1159,702,196,59,2115,4376,4213,1063,285,9937
50402,1137,1390,588,169,3286,286,270,103,40,697,1418,1661,694,210,3986,501,336,139,42,1025,1923,1990,834,255,5005,1095,1422,551,153,3222,299,304,92,23,722,1396,1728,640,182,3942,512,348,130,38,1017,1901,2073,766,221,4960,1062,1491,515,124,3194,360,305,120,32,818,1427,1791,635,159,4012,504,353,116,28,996,1933,2145,752,185,5010
50403,3247,4306,1532,545,9628,805,686,226,126,1830,4051,4990,1754,665,11454,1570,1034,383,183,3160,5617,6020,2133,851,14622,4256,5145,1776,567,11737,1054,872,325,140,2389,5313,6011,2097,706,14133,1896,1314,463,211,3882,7208,7329,2567,915,18014,4775,6049,1981,705,13514,1257,1077,413,154,2902,6036,7126,2396,860,16412,2253,1591,562,212,4619,8286,8713,2949,1073,21034
50501,5219,7662,2495,523,15896,854,758,222,83,1917,6074,8418,2717,606,17814,1852,1203,337,79,3470,7920,9620,3054,688,21284,4947,7761,2502,490,15703,966,839,240,86,2132,5915,8597,2745,578,17836,1711,1210,329,84,3336,7621,9807,3076,666,21166,4879,7783,2417,408,15490,1047,1078,327,101,2557,5923,8866,2745,509,18046,1764,1460,385,81,3696,7692,10326,3128,593,21744
50502,5175,6625,2094,650,14538,928,587,180,61,1753,6104,7212,2271,716,16299,2590,1360,384,166,4500,8696,8570,2663,874,20799,5989,7388,2266,580,16221,1109,751,192,61,2119,7099,8141,2455,647,18344,2540,1456,395,144,4532,9639,9597,2846,791,22874,6434,8338,2338,599,17706,1344,963,227,51,2588,7776,9309,2568,646,20297,2911,1747,449,128,5240,10687,11055,3016,773,25530
50503,5048,7161,2490,880,15580,1176,1012,371,152,2713,6230,8169,2857,1035,18291,2243,1505,521,247,4523,8473,9674,3379,1282,22807,6363,8503,2835,974,18678,1594,1325,472,176,3566,7961,9830,3312,1147,22242,2825,1969,616,312,5717,10786,11792,3927,1458,27964,6599,9115,2958,945,19619,1827,1668,593,226,4316,8428,10784,3554,1166,23929,3285,2410,713,308,6718,11711,13195,4264,1479,30649
50601,1675,1963,764,345,4744,543,439,183,77,1244,2216,2399,940,423,5982,1087,667,208,113,2070,3302,3064,1154,539,8055,2612,3049,1005,409,7074,718,527,200,92,1530,3330,3570,1203,499,8602,1353,791,259,115,2520,4686,4364,1459,615,11125,2972,4206,1319,476,8978,738,648,272,101,1753,3707,4851,1598,574,10728,1408,951,342,164,2868,5114,5804,1936,738,13595
50602,1860,1731,525,171,4289,385,223,70,21,697,2242,1954,599,191,4985,892,448,155,63,1561,3134,2403,755,255,6544,2037,2019,576,179,4810,421,276,78,25,805,2464,2298,653,206,5614,843,462,144,45,1495,3301,2756,799,250,7106,2309,2287,615,200,5403,508,322,76,22,928,2813,2607,691,219,6329,950,501,147,49,1648,3766,3105,841,269,7976
50603,2925,3555,1262,352,8093,349,255,93,24,713,3271,3810,1349,375,8805,1132,624,189,64,2009,4406,4436,1545,443,10818,3225,4106,1325,339,9000,351,255,97,24,728,3575,4361,1423,367,9725,1037,651,198,79,1966,4613,5012,1619,449,11694,3498,4688,1366,367,9918,365,309,88,42,801,3862,4994,1452,412,10713,1046,764,237,75,2124,4901,5755,1689,483,12837
50604,3437,3937,1468,581,9421,683,633,232,103,1654,4128,4577,1700,689,11076,1577,1026,350,153,3104,5703,5595,2048,843,14188,4133,4816,1701,668,11314,672,598,228,89,1593,4804,5407,1932,762,12907,1578,1051,404,171,3203,6385,6464,2332,933,16115,4291,5271,1933,718,12212,694,632,221,104,1652,4987,5900,2154,818,13866,1720,1138,399,166,3423,6709,7043,2550,980,17289
50605,1510,2022,770,229,4535,371,338,103,43,857,1880,2364,878,271,5391,683,470,150,56,1358,2565,2833,1026,326,6747,1581,2286,844,216,4922,374,361,121,44,899,1959,2646,959,253,5825,705,486,165,59,1411,2660,3130,1127,319,7237,1607,2299,827,235,4972,427,394,140,42,1009,2038,2694,971,276,5983,708,543,183,67,1498,2742,3233,1148,341,7478
50606,489,720,299,149,1665,143,151,53,13,367,635,875,355,166,2027,184,143,65,12,401,823,1013,410,183,2425,859,1083,410,176,2527,267,252,86,33,636,1120,1340,496,209,3162,303,208,79,27,614,1424,1546,571,236,3776,894,1357,516,233,3001,323,339,130,45,839,1226,1693,644,288,3846,398,297,112,40,849,1626,1989,754,330,4690
50607,1113,1410,440,77,3045,143,72,33,16,267,1261,1486,473,88,3309,485,261,59,18,819,1745,1750,532,104,4132,1309,1497,427,86,3308,173,104,20,8,308,1482,1602,441,92,3616,480,286,57,22,845,1959,1883,498,116,4460,1307,1630,455,67,3455,180,133,43,9,370,1490,1763,494,72,3821,494,260,57,19,829,1982,2019,555,90,4653
50701,2931,3791,1212,297,8224,615,510,170,59,1353,3545,4304,1377,351,9576,1293,767,239,83,2386,4837,5069,1618,441,11962,3419,4459,1397,306,9584,741,658,168,73,1641,4164,5119,1560,377,11222,1338,901,278,88,2606,5504,6016,1842,463,13823,3778,4960,1411,294,10448,1004,815,222,84,2123,4778,5774,1633,381,12567,1753,1119,301,96,3268,6535,6891,1934,474,15837
50702,799,1069,351,71,2290,244,179,62,17,508,1041,1252,413,90,2793,509,283,59,29,875,1549,1538,467,118,3670,897,1156,367,56,2471,309,233,61,11,610,1202,1382,429,68,3079,522,270,72,20,878,1726,1652,499,88,3961,934,1337,374,61,2713,363,293,66,20,742,1296,1631,444,88,3455,532,327,79,19,956,1828,1958,524,105,4410
50703,771,861,343,139,2121,301,274,103,55,726,1072,1136,448,191,2848,534,336,121,41,1034,1606,1476,562,239,3881,1229,1348,434,176,3186,383,284,107,50,821,1607,1630,538,231,4009,607,439,188,66,1299,2216,2073,723,300,5310,1435,1756,560,163,3916,468,362,161,72,1066,1908,2114,717,233,4977,753,477,194,91,1518,2660,2595,916,325,6495
50704,3188,4570,1520,337,9612,402,313,77,21,808,3591,4882,1597,355,10420,1125,738,203,41,2111,4716,5621,1795,398,12525,3236,4682,1504,318,9736,412,371,113,35,932,3651,5056,1616,353,10670,1160,765,200,50,2172,4812,5823,1817,395,12846,3256,5175,1588,290,10304,513,412,136,36,1100,3775,5592,1718,325,11404,1183,841,226,38,2291,4959,6432,1946,363,13700
50705,2936,4074,1478,501,8986,1001,853,304,129,2288,3931,4922,1782,634,11274,1605,1030,392,151,3176,5537,5952,2176,784,14449,3459,4662,1743,567,10428,1162,1096,406,177,2843,4628,5759,2151,738,13273,1813,1361,480,181,3843,6442,7121,2629,920,17112,3426,4721,1792,570,10505,1291,1316,511,189,3315,4720,6041,2301,758,13819,2118,1670,600,211,4606,6842,7710,2903,970,18421
50901,1253,1733,742,287,4014,396,386,155,80,1013,1647,2115,900,367,5026,746,507,196,87,1537,2391,2625,1095,452,6561,1122,1655,733,254,3765,389,423,165,71,1046,1510,2081,897,325,4811,696,496,187,83,1459,2205,2574,1090,407,6274,1160,1656,736,252,3808,458,460,167,72,1149,1616,2119,902,327,4963,719,532,195,80,1523,2335,2647,1098,405,6489
50902,1142,1556,729,291,3722,365,349,162,81,962,1502,1913,892,377,4686,566,402,150,101,1211,2072,2310,1043,474,5897,1063,1423,692,247,3424,396,380,156,63,995,1455,1801,854,308,4418,588,371,150,83,1202,2041,2176,1007,395,5615,923,1281,686,211,3094,375,387,125,62,946,1296,1667,803,273,4038,534,371,149,81,1132,1828,2035,954,349,5165
50903,456,639,332,97,1517,149,138,59,39,385,601,771,391,132,1902,227,127,56,35,448,834,900,441,168,2346,373,555,290,88,1302,154,113,66,23,352,523,668,355,110,1657,214,136,49,36,437,737,804,410,147,2095,290,505,299,67,1160,130,129,40,24,322,417,630,341,95,1484,171,103,53,29,357,588,738,393,123,1841
51001,545,661,284,146,1640,361,342,171,133,1003,911,996,457,282,2645,614,360,172,124,1279,1524,1358,632,400,3915,532,653,302,108,1600,430,366,190,129,1117,964,1018,487,240,2715,577,397,187,132,1289,1540,1419,671,372,4007,548,678,333,100,1657,431,371,164,92,1058,970,1053,494,192,2712,621,421,202,97,1344,1596,1473,698,289,4060
51002,473,567,279,96,1403,200,171,85,42,495,674,733,362,137,1899,195,98,38,29,361,868,830,397,165,2264,462,637,295,95,1484,212,218,84,39,561,674,856,376,136,2044,201,120,50,32,405,874,979,430,164,2446,453,612,269,119,1451,284,264,115,57,717,737,871,389,175,2169,263,170,63,25,524,1003,1042,455,196,2699
51003,602,1004,363,97,2068,281,237,106,42,667,887,1243,467,142,2735,204,120,43,19,396,1087,1361,514,162,3126,692,1069,464,138,2364,316,291,138,46,794,1008,1364,608,178,3159,255,142,62,41,497,1266,1504,666,213,3656,607,1072,458,123,2260,297,314,131,45,785,911,1382,587,170,3043,213,157,64,14,449,1125,1545,649,184,3497
51101,336,523,226,80,1163,113,141,53,25,328,445,658,285,104,1493,203,124,41,23,389,649,777,320,133,1883,322,441,210,76,1043,110,135,53,19,320,429,575,259,94,1363,162,125,35,24,349,593,700,298,115,1712,264,423,203,68,958,142,133,53,17,342,408,554,256,80,1304,160,118,46,24,346,567,672,300,110,1647
51102,167,233,91,36,531,108,74,28,19,230,269,318,123,53,765,130,60,39,17,253,405,378,164,77,1013,175,237,81,32,523,90,87,24,10,216,265,322,107,51,737,123,75,29,23,244,381,399,140,70,984,142,240,74,13,481,74,84,37,13,210,227,329,114,24,685,92,70,29,9,199,315,401,137,35,889
51103,926,1208,524,182,2834,433,336,166,76,1011,1357,1549,685,254,3847,536,320,136,50,1037,1891,1864,817,301,4881,970,1162,503,155,2787,435,341,165,73,1006,1405,1492,664,224,3790,495,297,114,56,969,1897,1796,778,285,4756,788,993,403,153,2336,410,364,137,71,982,1199,1352,541,222,3311,499,281,114,67,956,1694,1634,657,288,4263
51104,1120,1560,660,230,3567,444,436,165,113,1163,1571,1996,825,341,4730,735,549,211,95,1591,2305,2544,1036,441,6323,967,1490,634,178,3267,442,401,183,95,1127,1406,1889,816,272,4394,701,537,204,116,1555,2112,2428,1019,387,5944,946,1335,592,166,3041,443,413,164,68,1086,1391,1746,756,238,4132,756,524,185,95,1554,2144,2269,944,331,5686
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
