SA3_CODE_2021,C21_M_40_44_Em_Tot,C21_M_40_44_Unem_Look_FT,C21_M_40_44_Unem_Look_PT,C21_M_40_44_Unem_Tot,C21_M_40_44_Tot_LF,C21_M_40_44_Not_LF,C21_M_40_44_LF_NS,C21_M_40_44_Tot,C21_M_45_49_Em_FT,C21_M_45_49_Em_PT,C21_M_45_49_Em_AFW,C21_M_45_49_Em_Hrs_NS,C21_M_45_49_Em_Tot,C21_M_45_49_Unem_Look_FT,C21_M_45_49_Unem_Look_PT,C21_M_45_49_Unem_Tot,C21_M_45_49_Tot_LF,C21_M_45_49_Not_LF,C21_M_45_49_LF_NS,C21_M_45_49_Tot,C21_M_50_54_Em_FT,C21_M_50_54_Em_PT,C21_M_50_54_Em_AFW,C21_M_50_54_Em_Hrs_NS,C21_M_50_54_Em_Tot,C21_M_50_54_Unem_Look_FT,C21_M_50_54_Unem_Look_PT,C21_M_50_54_Unem_Tot,C21_M_50_54_Tot_LF,C21_M_50_54_Not_LF,C21_M_50_54_LF_NS,C21_M_50_54_Tot,C21_M_55_59_Em_FT,C21_M_55_59_Em_PT,C21_M_55_59_Em_AFW,C21_M_55_59_Em_Hrs_NS,C21_M_55_59_Em_Tot,C21_M_55_59_Unem_Look_FT,C21_M_55_59_Unem_Look_PT,C21_M_55_59_Unem_Tot,C21_M_55_59_Tot_LF,C21_M_55_59_Not_LF,C21_M_55_59_LF_NS,C21_M_55_59_Tot,C21_M_60_64_Em_FT,C21_M_60_64_Em_PT,C21_M_60_64_Em_AFW,C21_M_60_64_Em_Hrs_NS,C21_M_60_64_Em_Tot,C21_M_60_64_Unem_Look_FT,C21_M_60_64_Unem_Look_PT,C21_M_60_64_Unem_Tot,C21_M_60_64_Tot_LF,C21_M_60_64_Not_LF,C21_M_60_64_LF_NS,C21_M_60_64_Tot,C21_M_65_69_Em_FT,C21_M_65_69_Em_PT,C21_M_65_69_Em_AFW,C21_M_65_69_Em_Hrs_NS,C21_M_65_69_Em_Tot,C21_M_65_69_Unem_Look_FT,C21_M_65_69_Unem_Look_PT,C21_M_65_69_Unem_Tot,C21_M_65_69_Tot_LF,C21_M_65_69_Not_LF,C21_M_65_69_LF_NS,C21_M_65_69_Tot,C21_M_70_74_Em_FT,C21_M_70_74_Em_PT,C21_M_70_74_Em_AFW,C21_M_70_74_Em_Hrs_NS,C21_M_70_74_Em_Tot,C21_M_70_74_Unem_Look_FT,C21_M_70_74_Unem_Look_PT,C21_M_70_74_Unem_Tot,C21_M_70_74_Tot_LF,C21_M_70_74_Not_LF,C21_M_70_74_LF_NS,C21_M_70_74_Tot,C21_M_75over_Em_FT,C21_M_75over_Em_PT,C21_M_75over_Em_AFW,C21_M_75over_Em_Hrs_NS,C21_M_75over_Em_Tot,C21_M_75over_Unem_Lo_ft_wor,C21_M_75over_Unem_Lo_pt_wor,C21_M_75over_Unempl_Tot,C21_M_75over_Tot_LF,C21_M_75over_N_lab_forc,C21_M_75over_LF_NS,C21_M_75over_Tot,C21_M_Tot_Em_FT,C21_M_Tot_Em_PT,C21_M_Tot_Em_AFW,C21_M_Tot_Em_Hrs_NS,C21_M_Tot_Em_Tot,C21_M_Tot_Unem_Look_FT,C21_M_Tot_Unem_Look_PT,C21_M_Tot_Unem_Tot,C21_M_Tot_Tot_labo_for,C21_M_Tot_Not_LF,C21_M_Tot_LF_NS,C21_M_Tot_Tot,C11_F_15_19_Em_FT,C11_F_15_19_Em_PT,C11_F_15_19_Em_AFW,C11_F_15_19_Em_Hrs_NS,C11_F_15_19_Em_Tot,C11_F_15_19_Unem_Look_FT,C11_F_15_19_Unem_Look_PT,C11_F_15_19_Unem_Tot,C11_F_15_19_Tot_LF,C11_F_15_19_Not_LF,C11_F_15_19_LF_NS,C11_F_15_19_Tot,C11_F_20_24_Em_FT,C11_F_20_24_Em_PT,C11_F_20_24_Em_AFW,C11_F_20_24_Em_Hrs_NS,C11_F_20_24_Em_Tot,C11_F_20_24_Unem_Look_FT,C11_F_20_24_Unem_Look_PT,C11_F_20_24_Unem_Tot,C11_F_20_24_Tot_LF,C11_F_20_24_Not_LF,C11_F_20_24_LF_NS,C11_F_20_24_Tot,C11_F_25_29_Em_FT,C11_F_25_29_Em_PT,C11_F_25_29_Em_AFW,C11_F_25_29_Em_Hrs_NS,C11_F_25_29_Em_Tot,C11_F_25_29_Unem_Look_FT,C11_F_25_29_Unem_Look_PT,C11_F_25_29_Unem_Tot,C11_F_25_29_Tot_LF,C11_F_25_29_Not_LF,C11_F_25_29_LF_NS,C11_F_25_29_Tot,C11_F_30_34_Em_FT,C11_F_30_34_Em_PT,C11_F_30_34_Em_AFW,C11_F_30_34_Em_Hrs_NS,C11_F_30_34_Em_Tot,C11_F_30_34_Unem_Look_FT,C11_F_30_34_Unem_Look_PT,C11_F_30_34_Unem_Tot,C11_F_30_34_Tot_LF,C11_F_30_34_Not_LF,C11_F_30_34_LF_NS,C11_F_30_34_Tot,C11_F_35_39_Em_FT,C11_F_35_39_Em_PT,C11_F_35_39_Em_AFW,C11_F_35_39_Em_Hrs_NS,C11_F_35_39_Em_Tot,C11_F_35_39_Unem_Look_FT,C11_F_35_39_Unem_Look_PT,C11_F_35_39_Unem_Tot,C11_F_35_39_Tot_LF,C11_F_35_39_Not_LF,C11_F_35_39_LF_NS,C11_F_35_39_Tot,C11_F_40_44_Em_FT,C11_F_40_44_Em_PT,C11_F_40_44_Em_AFW,C11_F_40_44_Em_Hrs_NS,C11_F_40_44_Em_Tot,C11_F_40_44_Unem_Look_FT,C11_F_40_44_Unem_Look_PT,C11_F_40_44_Unem_Tot,C11_F_40_44_Tot_LF,C11_F_40_44_Not_LF,C11_F_40_44_LF_NS,C11_F_40_44_Tot,C11_F_45_49_Em_FT,C11_F_45_49_Em_PT,C11_F_45_49_Em_AFW,C11_F_45_49_Em_Hrs_NS,C11_F_45_49_Em_Tot,C11_F_45_49_Unem_Look_FT,C11_F_45_49_Unem_Look_PT,C11_F_45_49_Unem_Tot,C11_F_45_49_Tot_LF,C11_F_45_49_Not_LF,C11_F_45_49_LF_NS,C11_F_45_49_Tot,C11_F_50_54_Em_FT,C11_F_50_54_Em_PT,C11_F_50_54_Em_AFW,C11_F_50_54_Em_Hrs_NS,C11_F_50_54_Em_Tot,C11_F_50_54_Unem_Look_FT,C11_F_50_54_Unem_Look_PT,C11_F_50_54_Unem_Tot,C11_F_50_54_Tot_LF,C11_F_50_54_Not_LF,C11_F_50_54_LF_NS,C11_F_50_54_Tot
50502,5917,146,36,181,6097,498,428,7026,4642,688,134,56,5522,170,38,205,5727,553,392,6666,4012,759,101,69,4951,180,48,226,5171,713,300,6185,3301,792,134,37,4270,146,52,189,4462,849,263,5568,2282,871,154,33,3348,143,61,197,3545,1385,225,5160,933,690,59,23,1712,49,45,94,1798,2459,196,4454,277,433,37,10,764,10,19,30,793,3024,143,3958,118,288,20,15,438,0,13,12,453,6415,481,7348,39613,12665,1607,935,54814,1637,1059,2691,57509,20609,4646,82764,347,1645,88,70,2150,83,206,291,2444,2136,244,4826,2547,1823,183,107,4661,154,144,299,4957,1176,395,6521,4083,1482,281,82,5923,152,125,273,6203,1266,516,7979,2797,1588,367,68,4810,99,98,197,5012,1574,390,6971,2037,2068,286,79,4477,94,103,199,4671,1665,330,6668,1950,2217,163,64,4395,73,100,171,4567,1367,285,6222,2144,1959,163,60,4327,85,85,170,4499,1057,239,5793,2084,1727,151,50,4009,58,72,128,4131,1099,245,5478
50503,6025,153,30,183,6207,429,410,7045,4988,682,206,112,5987,143,22,166,6156,529,413,7093,4654,734,256,69,5717,177,30,207,5929,610,403,6940,3664,696,209,76,4646,166,38,204,4849,765,328,5945,2252,657,180,43,3133,124,50,172,3305,1150,252,4698,768,498,84,13,1363,27,29,57,1425,2100,147,3668,187,253,20,11,470,0,8,18,487,2673,132,3293,43,150,9,10,211,3,5,11,222,4015,352,4594,39939,10780,2083,1106,53908,2022,1161,3182,57094,17480,4332,78914,607,1833,97,92,2621,164,270,436,3053,2168,282,5499,2005,1376,137,89,3609,139,126,261,3869,992,238,5105,2441,1274,230,63,4009,95,89,184,4193,1465,274,5934,1720,1570,299,50,3641,78,106,176,3822,1721,241,5786,1669,2158,212,55,4097,83,151,236,4326,1779,308,6409,2047,2180,187,81,4493,91,148,239,4730,1344,261,6335,2007,1809,152,79,4048,83,76,164,4205,999,230,5440,1664,1239,152,58,3113,69,49,116,3228,904,186,4315
50601,2924,90,20,112,3031,236,198,3467,1905,308,69,35,2323,88,21,107,2428,270,200,2899,1725,252,82,36,2087,87,14,103,2194,303,176,2667,1426,301,80,28,1837,55,16,67,1903,348,163,2422,1020,279,77,14,1394,58,21,77,1473,571,118,2159,356,212,27,3,604,16,24,44,649,1028,74,1744,83,117,6,0,216,4,0,5,217,1282,59,1559,33,80,3,4,113,0,0,0,113,1750,147,2012,17936,4421,817,421,23594,1021,460,1483,25077,8064,2135,35273,303,675,39,38,1058,72,93,167,1222,808,123,2159,891,531,77,35,1529,75,46,127,1656,520,108,2283,998,488,86,23,1598,57,37,94,1683,676,123,2490,613,555,88,27,1284,36,38,77,1364,691,121,2171,552,633,64,26,1269,38,52,87,1355,603,117,2075,689,680,48,19,1437,43,32,82,1523,483,100,2100,763,664,70,19,1523,24,22,50,1573,427,105,2099,734,613,74,22,1446,39,25,64,1511,488,104,2103
50602,2222,84,19,98,2326,217,219,2766,1541,247,49,30,1882,67,15,84,1964,209,176,2349,1446,252,63,26,1790,76,21,93,1885,295,190,2370,1206,259,73,21,1560,66,19,87,1646,363,163,2176,835,279,47,14,1160,70,21,98,1258,577,129,1964,323,205,27,4,554,15,9,24,580,864,104,1552,88,139,15,3,248,6,7,6,263,930,79,1268,28,59,4,8,90,0,4,3,99,1534,195,1822,15867,4881,663,411,21825,801,407,1211,23038,6826,2478,32341,160,474,40,27,700,37,85,121,822,625,114,1565,1014,756,72,36,1883,66,85,153,2032,606,210,2848,1610,611,95,30,2350,78,60,138,2488,673,212,3374,1243,636,139,25,2038,53,64,114,2150,696,186,3033,865,689,107,27,1683,33,41,71,1761,604,169,2530,800,554,56,25,1431,31,27,60,1488,416,117,2021,819,491,55,17,1383,28,22,56,1433,337,106,1876,781,439,59,13,1293,32,17,50,1344,372,113,1826
50603,2865,99,21,124,2990,241,186,3416,2161,363,57,41,2622,100,22,122,2740,290,147,3180,1821,344,62,47,2273,96,20,113,2383,284,136,2805,1547,329,82,21,1982,70,15,88,2070,386,101,2556,1046,346,74,14,1476,68,32,100,1575,686,120,2383,413,310,39,3,757,23,20,40,803,1184,63,2048,120,212,12,4,348,4,4,12,358,1451,65,1872,36,94,5,9,138,0,5,3,144,2570,279,2993,17804,7188,679,543,26220,920,697,1614,27830,10308,2123,40263,231,1036,46,46,1368,46,177,229,1598,1494,124,3216,1238,1315,101,60,2705,107,199,305,3016,1296,236,4544,1558,704,92,30,2387,77,72,145,2527,774,166,3469,993,641,131,24,1783,46,42,94,1877,819,136,2833,795,785,96,22,1704,39,56,96,1797,852,101,2756,959,1059,70,29,2116,46,71,119,2238,692,105,3035,1187,1017,70,43,2314,54,52,106,2421,567,89,3080,1183,895,76,29,2190,37,39,74,2263,604,84,2944
50604,3856,139,25,167,4023,495,274,4794,2800,463,95,66,3422,114,25,138,3560,485,262,4302,2517,434,86,54,3087,121,39,161,3243,486,240,3972,2048,408,109,50,2614,97,33,129,2743,521,165,3435,1376,401,82,35,1889,85,30,118,2009,784,147,2938,552,341,60,11,968,31,30,55,1019,1578,111,2707,135,175,18,6,333,9,3,8,345,1787,115,2248,28,72,0,7,107,0,3,3,109,2739,247,3098,23194,7050,959,727,31927,1427,756,2182,34109,13124,2824,50056,443,1124,60,50,1673,117,177,288,1962,1585,197,3745,1374,921,103,73,2474,146,86,232,2709,899,174,3782,1751,781,142,39,2713,94,77,173,2889,1061,235,4185,1239,1030,183,46,2503,74,87,158,2664,1182,246,4091,1128,1163,121,47,2466,72,97,170,2632,1105,213,3951,1288,1211,101,60,2668,57,84,136,2807,894,189,3886,1347,1040,97,42,2531,44,52,105,2633,672,191,3499,1282,950,92,35,2357,35,34,70,2429,763,131,3322
50605,1705,42,5,53,1757,100,123,1980,1409,177,61,37,1681,43,9,55,1736,123,95,1953,1373,188,53,26,1643,41,4,42,1685,183,101,1968,1258,193,62,20,1532,47,13,64,1592,187,108,1887,833,256,62,15,1167,35,12,44,1211,348,78,1641,347,219,31,10,606,18,18,38,636,763,61,1462,113,143,15,6,276,4,3,4,282,1161,48,1496,34,85,5,5,127,0,3,3,130,1960,139,2227,11316,3040,567,274,15207,454,287,743,15948,6083,1197,23227,246,718,37,35,1030,47,66,111,1140,732,82,1953,712,443,53,40,1249,30,29,62,1305,288,82,1675,655,302,82,16,1053,23,15,39,1090,344,65,1496,513,474,72,19,1075,25,27,51,1123,417,62,1604,498,604,57,19,1176,15,32,48,1222,474,70,1760,695,719,44,18,1477,24,37,60,1538,390,89,2018,780,641,55,17,1491,21,25,45,1544,315,68,1924,771,614,67,26,1476,13,15,34,1508,334,75,1921
50606,914,11,3,17,931,109,75,1109,681,80,36,17,812,29,0,29,838,102,52,991,717,95,41,12,869,12,0,8,878,118,83,1076,590,110,48,15,759,7,0,9,772,122,62,961,368,94,32,10,505,11,6,15,519,189,37,744,130,80,18,9,234,3,9,15,246,288,31,563,34,49,4,0,93,0,3,3,90,405,19,517,12,33,3,0,49,0,0,0,49,529,37,608,6489,1322,407,175,8394,201,99,301,8690,2597,685,11974,94,228,16,8,356,12,28,41,391,219,18,631,258,139,13,9,413,12,14,24,432,112,22,566,188,117,22,3,331,9,9,23,350,136,10,498,142,155,21,7,331,0,12,17,342,179,14,537,177,230,30,11,450,6,11,17,463,193,18,678,221,296,16,8,542,4,15,21,561,168,33,766,265,233,22,6,529,8,8,19,544,118,27,697,216,202,19,13,448,4,3,13,463,134,21,614
50607,1147,22,6,27,1178,79,58,1308,880,115,28,10,1029,33,6,43,1073,85,62,1220,933,128,26,13,1094,33,5,39,1133,115,71,1314,780,121,24,3,927,35,9,44,972,148,56,1180,591,186,34,0,815,24,11,39,853,294,57,1207,261,202,24,7,490,22,12,36,524,615,57,1187,99,163,10,0,279,5,9,8,283,744,47,1073,48,88,0,3,139,0,4,7,146,1253,165,1568,8350,2936,348,147,11782,343,247,585,12363,4627,958,17954,69,448,18,10,549,15,91,107,652,553,56,1265,697,631,68,27,1419,24,91,111,1534,470,132,2138,993,338,63,10,1405,36,25,62,1469,231,111,1808,680,277,76,10,1047,18,27,42,1089,315,100,1504,456,350,53,11,870,14,31,47,916,360,81,1355,446,423,46,14,928,16,17,38,972,303,63,1336,495,433,45,8,992,17,14,35,1028,260,54,1339,569,420,48,9,1043,21,21,41,1082,290,69,1440
50701,3660,80,21,105,3760,230,229,4224,2845,353,113,35,3348,106,24,127,3481,322,187,3986,2566,345,123,46,3080,75,20,94,3175,342,193,3713,2079,385,109,26,2604,66,35,99,2706,390,148,3247,1386,397,101,19,1903,68,33,100,2003,706,115,2825,520,328,57,14,915,12,19,38,956,1307,106,2364,130,173,12,5,322,4,7,12,332,1560,78,1972,40,63,4,3,110,0,3,4,117,2539,240,2895,24069,5941,1148,485,31642,973,614,1587,33232,9844,2387,45466,350,934,67,53,1393,90,128,212,1613,1058,132,2798,1292,793,84,50,2220,88,65,158,2376,477,125,2978,1570,659,161,37,2430,53,45,96,2524,651,140,3311,1195,1017,197,26,2434,46,58,101,2536,949,138,3625,988,1275,147,32,2448,42,47,89,2539,937,147,3626,1120,1339,100,48,2606,56,54,110,2714,692,124,3525,1151,1067,106,38,2362,41,37,83,2442,533,101,3078,1024,855,98,34,2012,33,32,59,2074,595,86,2752
50702,1075,31,9,41,1115,91,108,1315,846,140,26,10,1031,35,13,47,1076,108,103,1288,881,162,36,17,1090,31,16,54,1144,171,109,1425,809,223,48,13,1097,42,15,56,1150,202,91,1444,552,200,50,3,799,45,16,59,864,332,68,1252,231,207,22,4,457,18,16,31,482,645,66,1189,67,117,10,4,199,3,8,10,216,698,39,947,39,81,10,3,129,0,0,0,128,1313,118,1558,7080,2610,405,136,10229,326,246,570,10802,4375,1121,16298,61,292,10,19,383,10,57,67,446,330,49,831,343,395,35,13,789,24,30,55,838,171,56,1073,582,230,40,10,863,22,16,38,906,195,69,1166,503,264,57,7,830,18,15,33,864,214,49,1129,368,407,59,7,844,10,20,31,869,270,66,1206,410,495,31,11,947,18,32,44,992,255,59,1306,458,476,36,15,983,21,19,39,1021,227,66,1321,512,444,32,21,1008,11,13,24,1030,232,51,1318
50703,1379,45,3,52,1427,291,109,1830,931,149,52,29,1160,45,13,58,1217,221,90,1530,841,145,42,16,1039,35,15,49,1089,254,80,1427,611,121,31,15,775,31,12,41,820,229,76,1120,411,119,29,7,561,31,6,38,600,263,49,908,128,72,15,6,219,8,8,15,235,447,41,729,33,39,9,0,77,0,4,4,76,475,26,574,7,23,0,0,27,0,0,0,32,733,43,807,8568,2082,419,260,11332,572,245,813,12148,4884,1060,18092,119,268,6,19,410,48,47,88,504,364,73,943,394,220,23,18,657,62,31,90,746,261,74,1086,508,288,52,9,858,30,30,59,917,379,88,1381,344,294,47,16,708,20,34,51,760,318,71,1146,298,302,30,10,642,19,23,42,688,327,75,1088,341,306,23,8,679,22,23,45,721,252,88,1062,316,241,35,11,600,10,12,27,626,181,46,863,262,210,29,10,505,13,5,17,526,192,43,757
50704,2907,72,7,80,2983,161,138,3286,2511,349,77,26,2969,64,13,84,3047,164,138,3349,2487,306,83,24,2890,78,15,93,2992,234,134,3354,2034,366,104,14,2522,69,20,82,2608,353,138,3090,1520,506,99,19,2145,61,37,99,2245,832,127,3204,645,518,64,8,1237,24,20,44,1286,1613,109,3009,194,325,21,10,547,6,13,19,569,2013,86,2670,71,190,10,13,285,3,6,3,290,3845,255,4393,19234,6530,837,338,26939,713,584,1298,28237,11620,1690,41551,232,1383,91,51,1754,25,171,193,1949,1624,107,3688,1221,1266,134,60,2676,67,119,189,2863,713,102,3676,1514,532,90,25,2152,44,33,83,2239,431,80,2750,928,704,153,20,1807,30,30,59,1870,644,104,2613,877,1118,112,20,2128,35,66,104,2234,850,108,3190,1083,1410,99,30,2621,39,77,120,2735,787,116,3642,1417,1479,101,37,3035,43,52,97,3137,709,89,3935,1478,1345,130,35,2990,35,49,84,3072,732,101,3900
50705,3440,115,22,140,3578,283,360,4226,2963,342,162,47,3516,114,18,133,3653,351,341,4343,2944,320,188,48,3497,128,27,154,3646,449,311,4403,2532,378,209,41,3159,116,24,141,3298,627,267,4197,1602,415,181,22,2214,89,31,121,2341,1014,214,3560,503,268,73,7,848,27,29,57,906,1680,135,2720,98,129,14,0,247,0,7,11,260,2048,121,2425,28,62,11,10,100,4,3,7,107,3325,363,3802,25064,5544,1720,627,32954,1461,764,2227,35182,12823,3934,51935,448,1289,92,75,1900,195,188,381,2279,1302,184,3771,1339,827,109,54,2331,116,78,191,2523,725,154,3402,1205,738,149,30,2124,57,96,153,2271,1075,143,3496,919,914,131,23,1983,55,89,142,2124,1129,152,3406,1052,1235,113,49,2450,63,101,162,2613,1121,183,3921,1374,1370,109,43,2888,65,108,176,3058,899,190,4154,1444,1262,127,39,2873,70,63,130,3002,722,144,3872,1125,919,119,31,2192,51,36,90,2285,745,138,3163
50901,1313,29,10,36,1352,214,151,1716,1152,203,69,25,1445,37,11,49,1493,205,140,1838,1179,260,96,31,1567,27,13,41,1606,262,151,2018,1143,332,100,31,1611,43,13,58,1668,348,166,2182,900,407,104,21,1430,30,25,60,1486,641,157,2287,433,314,55,21,818,15,20,30,850,1137,152,2137,191,199,25,10,425,0,5,10,433,1357,123,1913,89,148,23,23,277,0,0,5,281,2309,254,2846,10054,3423,741,326,14532,384,238,625,15157,8071,1884,25111,227,530,45,33,835,40,53,95,930,661,40,1634,422,265,57,13,759,36,31,72,827,354,40,1229,423,340,60,18,831,18,24,42,870,449,45,1365,343,481,72,20,918,18,29,52,968,518,45,1532,422,616,80,30,1144,32,27,54,1198,480,57,1733,636,770,82,24,1511,32,32,60,1576,387,75,2035,696,717,87,19,1522,23,26,51,1567,390,65,2016,727,731,85,23,1571,35,11,45,1616,415,68,2098
50902,1131,52,7,53,1188,166,196,1550,1078,126,57,26,1294,52,10,63,1358,173,239,1768,1183,174,90,23,1477,50,15,67,1542,239,281,2058,1262,232,113,24,1623,47,3,55,1683,367,311,2358,1054,313,102,22,1489,46,15,61,1551,555,243,2350,506,258,76,21,858,27,21,41,903,1162,234,2299,228,158,27,16,440,0,3,3,442,1388,187,2020,123,151,15,26,315,0,5,3,323,1922,321,2563,9958,2331,698,326,13307,507,159,669,13979,7304,2851,24135,166,335,18,27,538,48,38,86,623,582,82,1294,410,211,21,20,666,32,16,45,706,284,62,1054,435,296,62,18,814,22,27,47,864,423,70,1353,307,383,51,9,749,30,24,54,807,485,65,1357,436,583,42,19,1080,39,24,59,1139,446,113,1696,579,648,57,29,1313,26,33,54,1373,406,100,1876,678,657,51,29,1417,30,16,44,1457,380,90,1929,709,604,83,22,1427,25,15,42,1469,450,115,2038
50903,394,17,0,20,405,47,68,518,403,46,20,10,484,10,3,11,496,69,58,620,439,70,35,3,544,15,7,18,563,66,90,722,422,80,36,11,557,11,0,15,572,96,89,753,400,80,35,3,514,22,9,31,545,147,73,769,212,87,28,6,331,3,0,3,333,327,61,727,110,65,11,5,193,0,0,0,193,397,65,663,83,59,8,14,163,0,0,0,163,621,110,899,3775,793,255,101,4931,159,52,206,5137,2115,879,8132,70,111,6,8,199,9,4,16,215,258,20,492,139,73,7,5,230,16,6,22,255,118,21,397,189,118,34,7,341,10,14,17,356,168,28,554,127,180,28,7,340,4,7,7,351,193,14,561,146,264,11,6,424,11,16,19,449,172,30,655,241,266,25,7,541,18,11,23,566,132,27,721,291,223,19,9,539,13,3,22,561,107,21,691,303,236,33,12,592,9,11,18,604,147,27,775
51001,712,30,20,55,763,234,156,1156,518,83,31,19,650,33,5,40,692,240,202,1137,584,100,36,14,739,20,10,39,778,239,205,1218,453,90,37,16,596,24,8,37,633,207,177,1017,333,74,25,18,452,14,8,22,471,247,153,873,186,90,25,5,298,3,3,0,308,261,115,684,60,31,7,3,105,0,0,0,105,228,62,386,22,18,0,0,39,0,0,0,39,271,73,383,5056,1132,336,218,6742,379,141,521,7258,3725,2099,13093,116,131,13,12,271,43,19,58,330,520,110,959,425,163,27,32,647,37,27,65,709,431,145,1286,653,216,49,27,947,31,24,53,1003,394,167,1563,502,267,66,18,847,17,13,33,879,422,140,1437,439,300,43,18,801,26,6,31,835,341,135,1311,451,261,42,21,783,25,15,38,820,303,122,1242,498,185,29,14,734,15,11,25,759,232,104,1094,509,161,34,16,721,14,3,21,736,253,88,1070
51002,892,10,0,17,906,59,318,1283,676,55,59,7,793,10,0,16,807,59,288,1152,614,49,32,14,714,7,3,12,725,60,257,1041,558,47,50,16,674,8,4,16,689,70,248,1006,357,46,31,8,445,4,0,12,450,74,166,698,110,20,12,0,136,0,3,3,141,75,65,279,24,10,7,0,45,0,0,0,44,69,11,126,10,0,0,0,9,0,0,5,12,72,17,103,6249,697,486,182,7623,179,71,254,7870,1073,2772,11720,131,71,5,9,220,13,8,23,245,215,124,580,464,105,30,15,608,25,9,36,641,169,167,977,605,127,61,17,801,16,13,24,827,249,218,1297,433,157,57,13,659,21,8,31,692,196,217,1098,345,167,28,7,551,10,11,26,569,183,181,940,332,137,15,5,488,14,13,27,516,132,154,797,344,94,30,14,475,12,10,19,501,101,118,722,294,77,25,9,408,13,0,12,420,86,119,625
51003,1129,14,3,18,1150,83,299,1526,838,65,52,14,974,7,3,13,989,77,247,1317,662,55,63,20,798,15,4,13,810,54,209,1075,558,46,53,13,672,7,0,13,684,66,182,932,362,43,35,8,455,13,0,16,465,76,120,668,133,9,13,4,168,7,3,8,169,79,55,306,35,6,3,0,45,0,0,0,45,61,34,139,6,8,0,0,14,0,0,0,14,82,24,117,7070,845,571,187,8667,139,62,198,8871,1180,2442,12489,152,127,9,10,297,17,11,26,324,226,97,647,504,88,30,8,624,16,4,23,646,160,146,955,727,188,71,17,1004,23,12,32,1037,268,208,1517,449,272,76,12,803,11,17,30,830,301,186,1320,459,282,62,11,810,8,19,27,836,278,189,1305,418,275,39,19,747,11,5,19,768,176,173,1108,438,154,27,9,626,13,5,22,647,100,138,881,394,135,40,12,580,10,5,14,590,106,127,822
51101,371,12,6,14,378,33,44,449,353,45,17,8,425,6,0,7,430,36,74,534,389,47,26,4,466,7,4,11,473,58,73,606,339,56,34,7,436,9,6,17,448,61,67,578,260,77,30,9,376,10,0,11,387,131,55,579,95,49,19,4,172,0,8,4,177,210,48,430,26,41,0,3,72,0,3,3,75,317,47,444,32,29,3,0,69,0,0,0,67,479,87,631,3104,614,235,108,4066,71,51,120,4186,1592,744,6518,65,159,14,9,251,14,18,31,288,212,26,521,144,86,21,7,256,10,6,17,269,85,27,382,131,110,20,3,261,12,5,16,275,113,24,410,114,144,21,8,285,14,8,21,305,153,21,479,136,214,26,10,378,8,7,12,395,125,29,549,164,202,30,9,398,8,7,16,410,102,27,537,212,194,26,4,441,14,8,19,462,97,30,585,209,172,32,6,419,5,7,11,433,96,28,553
51102,219,9,3,12,232,26,47,298,191,32,18,6,244,11,9,16,260,36,50,345,189,49,15,11,261,11,0,10,273,43,64,379,162,40,15,7,226,12,0,9,234,58,42,337,148,43,13,6,207,7,0,11,219,106,43,368,61,23,16,4,98,0,0,3,107,170,34,312,23,19,7,0,48,0,0,0,48,161,29,237,12,7,0,5,23,0,0,6,20,191,52,268,1695,404,141,89,2323,82,34,111,2439,972,627,4030,30,36,0,6,71,4,4,12,86,86,17,193,90,35,6,3,138,9,4,12,149,50,23,222,106,52,20,4,189,6,7,11,200,69,19,290,133,84,21,4,242,4,3,10,249,91,34,380,103,113,18,0,238,9,8,10,249,73,33,358,139,84,10,9,234,5,5,9,250,61,36,340,145,83,4,7,233,0,7,10,240,47,34,323,148,69,11,7,236,3,0,3,240,47,27,307
51103,1017,37,9,43,1060,127,270,1460,875,67,45,19,1013,39,3,45,1055,133,230,1417,863,90,49,24,1025,27,8,39,1059,158,254,1474,804,97,73,26,987,25,13,39,1025,170,199,1394,626,85,45,17,776,19,9,26,803,208,194,1203,266,64,12,3,346,6,6,12,361,319,121,799,67,37,10,3,119,0,0,0,123,363,73,560,22,22,0,0,51,0,0,0,51,407,91,548,8552,1179,469,259,10460,334,121,450,10910,2903,2688,16500,217,309,25,29,573,49,44,87,663,450,142,1252,662,223,34,26,947,40,22,61,1007,386,179,1567,723,267,51,20,1065,36,21,63,1121,553,196,1872,458,288,63,13,822,35,38,70,886,464,153,1509,517,368,52,22,962,26,22,51,1006,421,186,1611,564,384,28,21,991,25,19,43,1037,272,142,1456,601,310,43,21,971,31,14,47,1020,238,155,1406,552,247,51,17,875,15,12,23,899,210,118,1223
51104,1133,47,13,60,1195,156,239,1593,1037,146,79,23,1290,39,11,51,1347,196,269,1811,1083,189,91,31,1402,53,5,61,1457,232,250,1936,1043,212,88,19,1365,43,17,60,1426,307,237,1969,850,263,75,18,1204,44,22,63,1269,522,223,2018,388,177,59,5,630,14,17,26,662,875,160,1690,130,122,5,4,266,0,10,9,269,1073,177,1524,68,94,13,13,186,0,7,7,188,1629,289,2105,9345,2429,685,272,12734,489,234,722,13454,6181,3006,22639,275,485,33,26,817,64,50,116,932,710,78,1726,607,231,45,19,899,57,21,80,978,378,96,1449,545,291,70,9,914,45,20,66,980,460,98,1538,391,449,62,19,912,34,31,57,975,502,81,1557,486,598,69,16,1171,33,35,71,1241,448,79,1765,658,678,62,22,1424,43,21,68,1489,388,92,1974,737,612,63,26,1439,46,19,66,1500,320,102,1922,691,573,61,26,1353,24,23,46,1399,380,83,1864
