SA3_CODE_2021,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650more,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R1_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650more,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R1_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650more,C11_Tot_R_NS,C11_Tot_R_Tot,C16_Neg_Ni_inc_R1_74,C16_Neg_Ni_inc_R75_99,C16_Neg_Ni_inc_R100_149,C16_Neg_Ni_inc_R150_199,C16_Neg_Ni_inc_R200_224,C16_Neg_Ni_inc_R225_274,C16_Neg_Ni_inc_R275_349,C16_Neg_Ni_inc_R350_449,C16_Neg_Ni_inc_R450_549,C16_Neg_Ni_inc_R550_649,C16_Neg_Ni_inc_R650more,C16_Neg_Ni_inc_R_NS,C16_Neg_Ni_inc_R_Tot,C16_1_149_R1_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_199,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650more,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R1_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R200_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650more,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R1_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650more,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R1_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650more,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R1_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650more,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R1_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650more,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R1_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650more,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R1_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650more,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R1_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650more,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R1_74,C16_1500_1999_R75_99,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650more,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R1_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650more,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R1_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649
50101,55,173,108,17,0,4,19,469,12,16,8,18,8,15,9,4,0,0,3,25,115,99,182,420,410,337,771,1524,680,79,20,65,221,4796,0,0,3,5,0,8,10,16,4,4,0,6,59,0,0,8,8,3,0,4,11,0,0,0,0,39,5,9,29,21,12,16,14,22,4,0,5,10,144,3,14,89,35,9,14,30,29,4,0,0,5,234,7,8,87,62,33,37,64,51,5,0,3,13,367,0,6,31,39,17,41,90,86,11,0,4,8,337,6,0,30,60,24,39,98,116,17,0,3,12,410,0,0,17,32,25,48,93,147,21,0,4,12,404,3,5,16,24,23,32,114,206,37,3,6,12,462,5,0,15,22,17,24,95,202,43,4,5,12,434,0,0,14,17,15,29,95,267,79,0,7,11,540,0,6,0,8,16,12,60,205,69,6,3,9,395,0,0,4,0,3,0,19,109,56,10
50102,142,229,176,19,7,9,27,771,19,19,38,16,16,35,30,12,9,4,3,55,262,252,416,774,942,792,1762,2403,1306,199,82,102,298,9322,6,0,13,9,4,16,24,34,4,4,0,17,125,0,9,6,12,8,9,11,11,0,0,3,3,73,32,16,53,41,28,28,46,23,0,0,0,11,281,7,24,131,88,36,69,76,35,3,0,0,22,489,12,17,179,135,62,117,160,76,0,0,9,29,797,4,0,40,102,70,140,222,97,11,0,0,13,707,9,7,47,120,70,171,301,143,5,0,3,19,885,6,6,47,43,56,141,308,164,14,0,0,16,792,0,5,25,33,54,133,279,243,16,0,0,18,813,0,3,7,25,47,85,285,236,15,3,0,18,729,0,5,14,23,47,91,366,445,49,8,0,28,1082,7,0,5,17,19,82,204,355,55,5,6,12,768,6,0,6,10,10,20,93,199,40,5
50103,13,20,3,0,0,0,4,105,4,3,18,7,0,0,3,0,0,0,3,4,43,80,132,421,382,199,215,151,26,0,0,27,86,1732,5,0,7,4,5,0,0,0,0,0,0,4,25,0,3,6,3,0,0,5,0,0,0,0,4,25,4,3,15,15,6,6,3,0,0,0,0,3,70,0,3,48,29,16,15,11,3,0,0,0,5,142,4,4,50,47,18,24,22,3,0,0,0,6,169,5,0,22,40,16,20,28,3,0,0,0,3,142,9,7,25,36,17,33,28,7,4,0,0,4,168,0,4,17,30,21,31,21,8,0,0,0,14,147,4,0,20,22,18,35,35,8,0,0,3,6,147,3,4,9,24,22,23,40,10,3,0,0,8,147,0,0,6,25,15,32,47,20,0,0,7,8,158,3,0,11,12,14,19,26,23,0,0,0,3,114,0,0,9,3,4,4,14,9,4,0
50201,158,335,213,43,9,12,15,907,14,23,22,34,20,33,30,18,0,0,0,51,248,162,236,615,828,799,1887,2655,1337,195,60,77,257,9106,0,0,11,13,6,26,44,38,10,0,4,15,161,6,0,3,4,3,12,15,19,4,0,0,0,77,10,8,40,34,24,47,69,28,7,3,4,12,285,4,15,97,102,37,84,92,62,4,0,4,19,510,10,18,110,143,83,139,203,104,11,0,4,17,847,5,7,40,77,39,121,302,158,10,0,0,12,780,4,4,36,87,65,150,303,202,22,0,8,15,890,4,8,19,23,47,111,283,200,17,7,6,14,731,0,0,19,47,26,108,299,265,36,12,3,24,848,5,0,15,18,20,58,256,293,39,0,4,11,711,4,0,10,13,21,64,286,417,57,14,9,11,908,0,0,0,8,18,42,175,358,76,13,6,18,714,0,0,0,3,8,11,46,171,49,10
50301,33,56,109,106,63,204,28,661,7,9,3,9,4,6,21,23,18,13,20,23,157,95,166,220,252,279,530,745,1118,840,470,1325,199,6239,6,7,7,6,0,11,49,61,31,23,30,8,235,0,5,0,9,0,8,10,16,12,7,7,4,70,9,5,19,12,9,17,18,18,16,0,11,0,141,4,12,65,13,9,20,29,26,13,8,10,3,202,3,9,68,33,14,29,33,29,13,6,7,8,259,0,9,16,22,6,41,62,55,26,21,19,4,273,0,3,9,21,11,30,46,54,34,17,25,5,253,0,0,8,4,13,35,67,58,42,30,19,4,279,3,5,5,10,12,32,56,74,58,29,59,9,345,0,0,5,6,8,37,57,81,63,32,48,13,348,0,0,5,6,6,36,78,134,107,64,89,20,543,0,0,5,6,10,16,62,105,105,78,115,12,520,0,0,3,3,3,13,24,57,49,44
50302,81,186,371,333,169,150,58,1463,30,33,23,16,10,33,54,73,81,45,85,90,566,382,646,634,730,653,1646,2795,3780,2823,1351,1483,581,17498,9,3,20,9,11,31,73,105,69,49,40,39,457,4,9,14,7,3,14,30,27,20,5,6,9,156,59,48,84,47,14,43,55,55,30,6,7,14,453,19,41,249,71,32,68,66,62,20,7,12,18,664,12,31,257,119,37,103,109,83,42,23,5,29,858,3,7,47,69,45,109,138,101,63,17,15,22,642,4,8,32,69,50,115,217,154,68,32,22,17,784,5,5,31,33,55,147,255,240,131,42,29,20,992,5,0,21,30,39,139,350,380,189,79,48,35,1330,3,0,13,14,23,107,298,417,205,64,70,26,1230,0,4,9,31,26,131,440,798,482,195,137,34,2291,6,0,10,21,21,83,284,744,665,270,200,30,2341,0,0,4,6,9,27,88,276,411,161
50401,79,215,280,81,8,7,27,796,13,29,12,17,7,13,27,35,4,3,0,55,224,284,412,507,676,513,1091,2518,2297,489,108,93,300,9280,0,8,24,14,10,21,39,49,23,3,0,24,223,6,5,13,3,9,10,5,13,4,3,0,3,75,28,17,52,31,20,15,38,39,10,0,0,11,263,10,26,138,38,33,43,61,40,10,0,0,18,418,13,50,157,65,43,53,110,76,19,0,4,13,600,6,8,42,46,44,61,119,106,28,0,0,14,479,4,10,40,65,36,87,160,181,44,8,8,14,654,3,3,18,39,51,98,208,243,63,5,0,19,751,3,8,15,19,40,88,261,318,91,17,3,18,882,0,3,10,18,21,66,191,329,92,13,8,18,774,4,0,15,17,26,59,291,495,194,34,12,20,1166,5,0,0,11,8,27,155,435,230,59,8,12,966,0,0,4,0,6,13,55,220,166,31
50402,11,49,60,24,13,3,15,187,5,7,6,11,0,0,15,8,3,0,3,18,74,76,103,173,141,108,191,533,455,146,32,26,104,2076,0,6,4,0,0,4,4,4,4,0,0,5,43,0,0,4,0,0,0,6,3,0,0,0,0,20,9,3,15,4,9,0,9,14,4,0,0,4,72,7,5,40,8,0,8,12,6,4,0,0,6,105,8,7,58,16,7,8,22,37,4,0,0,8,165,3,3,13,18,9,12,26,43,4,4,0,3,128,0,0,15,23,4,16,37,37,0,0,0,5,146,0,0,0,8,5,19,40,57,13,5,6,0,151,6,0,6,6,7,14,53,76,18,0,0,3,186,0,0,0,14,7,6,30,75,14,5,7,4,157,0,0,3,6,7,10,37,88,52,10,7,3,222,0,0,0,5,4,4,31,74,41,8,0,3,180,0,0,0,4,0,6,12,33,23,7
50403,48,171,285,78,15,12,35,746,14,16,22,23,16,8,31,28,3,0,6,52,206,224,351,477,475,333,558,1958,2413,439,99,79,294,7701,0,0,8,9,5,9,21,43,12,0,0,16,131,4,9,14,9,4,5,10,19,0,0,0,9,91,27,18,64,25,15,9,36,48,13,0,4,18,274,3,14,123,52,10,25,58,67,13,0,7,10,382,8,18,144,83,37,46,93,118,12,3,0,18,570,3,6,46,48,29,43,154,185,20,4,0,15,556,3,7,35,69,44,55,137,232,35,3,3,22,645,5,6,14,27,32,54,194,311,46,0,10,17,712,6,0,19,41,30,46,224,410,80,9,13,10,886,3,0,7,15,9,24,188,425,74,3,14,14,785,3,4,5,17,19,38,173,611,185,27,8,15,1100,0,0,7,18,14,31,123,457,162,33,12,23,884,3,0,9,4,8,8,36,225,122,22
50501,20,136,420,180,69,73,34,1004,4,5,16,10,3,6,16,35,13,7,15,40,166,84,140,264,279,226,430,1807,3784,1197,458,469,232,9365,0,0,0,4,6,0,15,46,30,3,13,18,141,4,0,4,5,0,0,10,22,5,4,3,4,62,9,7,16,14,5,3,24,49,12,6,3,9,167,4,9,50,20,8,18,32,65,9,3,4,5,220,7,13,54,46,19,23,53,99,23,3,0,13,360,0,4,16,34,16,25,74,168,49,4,9,7,399,0,4,8,42,19,26,70,209,59,17,4,8,469,4,0,14,16,17,14,88,299,80,11,17,11,581,0,0,4,22,12,28,76,376,156,30,13,21,738,4,0,3,11,11,13,82,395,153,38,22,18,748,0,0,7,18,18,17,103,571,332,67,55,15,1205,6,0,3,8,14,17,65,470,377,131,73,12,1176,0,0,4,8,6,3,14,209,216,84
