SA3_CODE_2021,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650more,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R1_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650more,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R1_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650more,C11_Tot_R_NS,C11_Tot_R_Tot,C16_Neg_Ni_inc_R1_74,C16_Neg_Ni_inc_R75_99,C16_Neg_Ni_inc_R100_149,C16_Neg_Ni_inc_R150_199,C16_Neg_Ni_inc_R200_224,C16_Neg_Ni_inc_R225_274,C16_Neg_Ni_inc_R275_349,C16_Neg_Ni_inc_R350_449,C16_Neg_Ni_inc_R450_549,C16_Neg_Ni_inc_R550_649,C16_Neg_Ni_inc_R650more,C16_Neg_Ni_inc_R_NS,C16_Neg_Ni_inc_R_Tot,C16_1_149_R1_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_199,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650more,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R1_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R200_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650more,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R1_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650more,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R1_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650more,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R1_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650more,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R1_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650more,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R1_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650more,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R1_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650more,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R1_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650more,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R1_74,C16_1500_1999_R75_99,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650more,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R1_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650more,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R1_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649
50703,44,69,60,7,0,4,13,246,5,8,9,3,7,16,18,8,0,0,5,17,86,71,138,232,201,230,591,710,448,36,5,16,97,2773,0,0,6,0,0,7,19,6,0,0,0,5,46,0,0,5,0,4,4,3,5,0,0,0,0,25,13,9,24,16,4,12,23,11,0,0,0,5,115,5,8,50,9,8,23,38,22,3,0,0,0,166,5,5,56,37,26,47,54,37,0,0,0,3,267,0,0,26,22,16,33,91,50,3,0,0,8,249,0,0,15,35,18,40,99,81,0,4,4,12,304,0,4,7,17,19,40,112,93,5,5,0,3,303,5,0,5,10,16,41,124,144,13,0,0,5,363,0,3,0,4,7,28,83,141,12,0,0,9,287,0,0,5,6,12,26,108,194,19,6,3,5,378,0,0,0,4,9,15,52,169,18,0,0,5,275,0,0,0,0,0,3,31,95,14,3
50704,24,85,282,157,62,81,27,795,12,13,13,17,3,7,19,23,6,0,11,41,161,199,303,386,384,270,451,1445,2334,1039,376,553,255,7993,0,0,13,12,0,9,20,34,26,23,15,14,166,0,0,11,3,9,0,0,12,7,4,0,6,56,10,18,44,21,8,7,25,26,15,9,4,15,204,6,14,113,24,13,16,27,27,18,4,5,19,296,7,12,139,39,22,26,61,62,29,4,4,15,419,4,9,34,25,13,29,55,88,40,13,6,16,323,9,0,22,49,21,27,67,113,46,19,6,23,398,4,8,19,19,21,25,101,158,64,20,10,8,445,6,3,16,20,28,20,104,230,116,30,15,11,588,8,0,8,13,6,22,60,231,114,23,17,11,505,0,3,15,13,21,31,102,373,247,71,40,10,917,3,0,8,12,5,25,67,282,246,97,78,7,835,3,0,5,3,4,3,36,144,176,86
50705,112,339,357,38,6,11,36,1044,11,18,21,22,19,27,40,29,0,3,8,65,268,148,289,473,684,744,1496,3187,2339,285,66,89,283,10081,0,0,7,6,3,16,46,52,9,3,0,15,156,3,0,6,7,0,4,15,16,3,0,0,3,66,13,10,30,27,15,33,67,54,7,0,0,16,270,4,12,78,50,25,51,93,53,3,0,0,19,391,7,14,120,77,52,103,160,128,11,0,0,26,699,6,3,32,44,51,113,264,195,17,0,7,12,734,0,5,26,84,41,94,255,264,12,0,3,19,803,0,0,25,36,28,80,263,350,25,4,7,12,837,0,0,18,22,24,109,320,469,46,4,4,18,1034,3,0,9,10,10,77,227,493,48,7,5,10,898,3,0,4,8,20,91,309,755,120,23,12,16,1356,0,0,3,3,12,71,208,589,130,18,7,16,1054,0,0,0,3,6,29,63,267,83,14
50901,65,109,47,3,0,6,25,447,11,17,22,15,12,16,11,4,0,0,3,39,148,271,370,950,907,556,978,985,352,35,16,47,294,5754,3,0,10,3,5,14,12,8,6,0,0,3,66,0,3,7,7,0,4,3,3,0,0,0,5,43,17,21,41,28,14,19,15,7,0,0,0,13,177,7,25,101,58,28,32,34,11,0,0,0,15,310,15,28,144,123,49,57,62,23,0,0,0,19,528,6,10,54,81,50,94,109,33,6,0,6,13,449,13,9,50,100,51,99,131,45,3,0,0,13,511,11,10,33,66,58,97,119,51,4,0,3,18,468,12,12,45,55,48,81,171,105,7,0,4,15,560,0,3,27,47,36,72,138,92,6,0,0,12,448,4,5,34,58,49,88,197,158,18,3,3,28,639,11,10,31,33,31,41,91,110,20,7,6,19,408,0,0,11,13,14,22,47,79,11,0
50902,47,52,29,5,0,4,33,381,8,19,23,19,6,3,5,0,0,0,3,34,125,419,387,850,724,383,420,368,197,36,9,26,322,4137,3,3,7,13,6,0,13,4,0,0,0,8,54,6,0,10,0,3,3,3,4,0,0,0,8,49,15,16,33,19,16,14,9,8,0,0,0,3,131,6,27,67,41,16,15,16,4,0,0,3,14,209,28,42,138,67,28,33,24,5,3,0,0,19,389,9,14,47,44,44,38,45,14,0,0,0,11,278,13,10,66,73,36,60,52,10,0,0,0,16,337,17,16,43,41,34,52,55,32,0,0,0,11,304,17,18,49,45,39,68,71,45,9,5,4,20,383,12,6,44,44,42,57,66,36,0,0,0,25,347,16,21,51,58,52,98,93,68,4,4,3,36,508,11,8,32,39,46,62,78,55,13,0,9,29,373,3,8,8,24,13,21,35,27,3,0
50903,11,3,8,0,0,0,10,135,8,4,14,12,5,5,10,0,0,0,0,10,61,166,171,444,376,161,135,100,61,27,7,11,159,1818,3,0,5,7,0,0,0,0,0,0,0,4,17,0,0,4,4,5,0,0,0,0,0,0,6,20,8,9,17,13,16,9,0,0,0,0,0,3,69,4,5,31,15,3,15,7,3,0,0,0,3,93,4,13,48,42,20,15,8,5,0,0,0,8,157,4,0,24,32,24,20,9,0,0,0,0,4,112,3,4,29,46,26,24,9,6,0,0,0,15,164,8,0,25,30,21,32,18,0,0,0,0,15,145,12,0,19,25,30,31,19,7,0,0,0,13,159,12,5,18,28,17,31,13,11,0,0,0,4,145,11,3,11,31,22,32,31,16,5,0,0,17,191,6,3,14,26,31,22,27,18,6,0,0,8,162,4,4,9,3,10,8,14,12,0,0
51001,21,29,42,44,37,61,59,572,40,15,16,13,7,12,3,13,9,3,24,63,217,1341,493,783,559,265,263,269,311,292,252,504,629,5959,0,5,13,4,3,0,12,3,0,0,4,7,58,10,10,11,11,0,0,0,3,0,0,0,12,51,74,40,56,26,5,9,6,3,0,0,0,29,237,53,25,68,26,7,7,12,4,4,0,3,19,223,98,57,81,36,22,20,4,7,0,0,0,28,340,58,28,47,51,19,25,8,9,5,0,6,21,281,71,58,69,46,26,22,26,28,11,6,9,25,399,71,36,85,52,29,37,36,42,16,3,9,46,458,56,37,90,35,28,42,47,44,19,19,15,33,461,46,28,63,37,24,37,45,55,33,17,23,28,438,46,46,75,72,47,72,80,110,60,36,37,66,751,25,21,56,71,38,71,74,85,81,53,38,74,688,13,12,17,36,30,39,40,58,48,29
51002,10,6,3,11,0,68,54,368,32,3,7,5,5,0,0,0,0,0,4,48,110,737,223,860,196,92,82,76,33,34,33,579,552,3491,9,0,0,0,4,0,4,3,0,0,4,3,24,3,3,0,0,0,0,0,0,0,0,0,4,17,15,3,14,7,3,0,0,6,0,0,0,4,53,6,5,20,6,3,0,3,0,0,0,0,0,56,19,9,24,9,3,3,4,7,0,0,0,7,87,9,0,0,6,4,4,8,4,5,0,0,3,51,19,8,12,16,5,5,11,10,0,6,3,12,101,19,11,9,11,9,16,18,16,4,0,3,12,123,18,0,20,18,15,29,21,18,15,0,4,18,187,23,3,16,29,16,20,24,24,10,0,0,12,184,48,8,76,46,34,51,44,64,33,22,23,54,502,120,25,111,41,33,36,59,79,48,23,50,84,706,43,0,64,23,9,29,29,50,27,14
51003,12,12,15,10,9,56,83,508,24,4,4,0,0,0,0,5,5,0,15,37,93,1934,219,436,362,137,124,129,121,99,54,739,764,5125,11,5,3,5,0,0,5,3,0,0,0,5,44,0,6,4,3,0,4,0,0,4,0,6,0,27,13,0,16,12,4,7,0,3,0,0,0,3,62,8,11,16,3,0,9,0,4,0,0,0,0,54,15,8,25,10,5,5,8,0,0,0,0,12,87,9,3,12,7,0,4,8,12,3,0,4,3,77,15,4,14,13,3,13,22,10,5,5,4,4,120,15,4,16,16,9,10,27,19,13,0,6,19,146,18,10,31,19,11,21,29,30,10,8,9,18,215,28,3,18,25,13,17,39,33,15,5,8,19,217,108,13,42,32,28,61,80,66,34,20,42,65,591,363,24,63,80,26,53,71,103,77,36,90,96,1085,111,12,31,36,19,25,42,66,41,23
51101,27,27,17,0,0,0,9,143,11,0,10,12,3,6,9,0,0,0,0,17,64,66,98,275,277,194,288,254,137,29,5,19,117,1761,0,0,0,3,0,4,3,0,0,0,0,3,15,0,3,3,3,0,4,7,0,0,0,0,0,14,3,0,12,5,3,4,0,0,0,0,0,0,35,0,3,23,15,9,4,8,0,0,0,0,0,71,7,3,36,23,21,17,13,3,0,0,0,0,123,0,4,13,11,20,21,24,0,4,0,0,6,99,0,0,15,28,10,21,26,10,0,0,0,6,121,0,4,8,14,21,25,21,6,0,4,0,6,105,4,4,16,20,20,27,48,14,5,0,0,3,152,4,5,7,16,14,28,28,10,0,0,0,12,127,5,3,8,17,20,33,55,34,9,0,0,15,197,3,0,0,11,4,27,45,42,6,0,0,8,149,0,0,0,7,6,19,17,22,0,0
51102,11,10,12,9,4,0,11,120,13,9,9,7,10,6,4,4,0,5,6,24,92,128,133,267,245,125,126,149,127,68,28,150,183,1727,3,0,5,6,6,0,10,0,0,0,0,3,29,0,0,6,0,0,0,4,0,0,0,0,3,10,10,4,8,8,6,3,0,0,0,0,0,3,48,7,3,20,13,4,0,7,0,0,0,0,0,57,14,3,33,21,0,8,3,0,0,0,0,7,95,15,4,12,17,4,5,7,5,0,0,0,3,75,12,3,11,21,12,10,15,6,4,0,3,11,114,4,3,11,11,12,14,17,5,3,0,0,5,84,6,0,4,20,13,8,29,5,4,0,5,12,115,0,0,8,14,15,19,23,4,6,0,7,7,90,9,5,18,23,9,32,40,24,14,3,3,15,194,3,0,11,23,10,26,22,22,11,4,16,14,170,0,0,0,15,10,11,5,11,16,5
51103,44,87,76,30,12,3,28,428,22,13,17,14,4,13,8,10,0,0,0,32,142,471,254,596,604,349,560,811,660,227,92,49,271,4947,0,0,8,6,3,0,4,4,5,0,0,8,39,9,3,7,6,0,0,4,0,0,0,0,6,36,27,6,30,23,3,9,8,4,0,0,0,12,123,9,11,60,28,15,10,16,4,0,0,0,10,160,17,24,60,38,20,16,10,9,0,0,0,17,221,22,8,17,36,12,34,22,12,3,0,0,9,167,27,3,24,38,23,35,41,13,5,0,0,12,230,24,0,15,41,23,33,34,20,4,0,4,11,220,23,6,30,22,25,57,76,33,7,4,0,17,294,15,10,23,36,33,60,95,44,8,0,7,11,347,26,5,46,82,63,135,178,116,28,10,5,47,731,19,6,32,68,52,96,142,157,45,9,6,27,661,7,0,9,20,16,47,87,91,39,6
51104,70,102,97,8,0,0,27,506,16,22,46,15,13,11,20,9,4,0,4,63,225,257,356,775,917,532,783,846,697,135,23,60,387,5773,0,3,8,3,5,10,12,9,0,0,0,16,72,9,0,8,13,3,9,8,3,5,0,0,0,59,20,17,48,50,20,31,22,11,0,0,0,15,219,12,18,117,44,29,44,28,9,0,0,0,13,317,10,16,110,94,48,73,49,11,5,3,0,11,424,8,11,47,74,56,92,93,21,0,0,7,15,422,7,11,57,86,56,107,106,39,4,0,5,16,487,15,13,37,70,54,79,112,21,3,0,4,19,423,15,5,28,49,53,79,146,43,7,0,3,28,463,7,12,29,32,27,65,141,69,6,0,9,26,426,13,13,31,48,61,76,237,128,12,0,0,29,653,7,4,14,34,47,66,159,112,21,0,3,31,503,0,0,12,11,23,24,45,79,17,0
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
