SA3_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
50101,2570,5203,2173,2316,923,308,13490,504,279,45,15,5,0,858,54,84,11,15,7,0,172,553,364,64,28,13,0,1024,207,113,24,14,6,0,360,0,0,0,0,0,0,0,11,0,0,0,0,0,13,..,..,..,..,..,..,..,5,4,0,0,0,0,9,220,116,24,15,3,0,379,141,90,3,7,4,0,247,6,6,0,0,0,0,19,4,11,6,5,0,0,22,150,105,9,11,4,0,283,0,5,0,3,0,0,9,3497,5788,2276,2371,945,316,15186,3080,6076,2591,2716,1112,380,15952,613,347,88,36,17,0,1108,65,70,17,17,9,0,175,681,416,106,52,22,0,1283,59,20,8,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,0,0,0,0,0,6,66,27,7,0,0,0,94,250,208,18,7,4,0,480,12,12,5,0,4,0,38,5,14,3,0
50102,5598,10995,4984,5199,2152,901,29832,1173,703,181,67,27,10,2154,82,101,38,15,5,0,239,1256,803,210,79,29,9,2395,535,267,94,43,18,0,951,69,41,12,0,0,0,129,17,10,0,0,0,0,34,..,..,..,..,..,..,..,20,7,8,0,5,0,32,635,331,111,38,21,0,1137,234,129,16,11,0,0,387,8,5,0,3,0,0,19,11,23,7,8,0,0,43,253,154,22,16,0,0,443,8,10,4,0,0,0,27,7756,12294,5331,5333,2200,920,33838,6166,11810,5256,5452,2311,991,31985,1446,820,236,106,40,14,2666,125,180,53,29,4,0,401,1570,1003,288,142,44,14,3066,577,205,43,17,5,5,845,36,34,6,5,0,0,82,13,20,5,0,0,0,38,..,..,..,..,..,..,..,0,0,0,0,0,0,0,633,260,60,14,5,5,972,202,92,8,10,0,0,319,10,0,7,0,0,0,15,14,11,4,4
50103,1877,3267,1010,1035,498,218,7902,68,18,4,0,0,0,97,0,7,0,0,0,0,8,67,23,4,0,0,0,96,153,51,9,3,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,153,51,9,3,0,0,221,14,8,3,3,0,0,32,8,9,0,0,0,0,21,8,7,4,0,0,0,18,32,25,9,5,0,0,69,8,10,0,0,0,0,17,2139,3366,1037,1047,501,215,8306,2083,3421,974,981,460,218,8134,166,50,11,4,0,0,230,0,0,0,0,0,0,5,169,46,11,6,0,0,237,94,36,3,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,94,38,3,0,0,0,131,14,20,0,0,0,0,35,11,13,0,0,3,0,31,6,13,0,0
50201,5076,10531,3912,4070,1663,736,25988,1408,1024,136,81,17,14,2681,197,284,65,27,7,0,576,1605,1305,200,108,21,8,3253,676,483,95,34,6,4,1301,36,65,13,11,0,0,123,48,76,25,9,0,0,155,..,..,..,..,..,..,..,3,3,0,0,0,0,10,758,623,127,58,14,8,1586,269,171,12,0,0,0,458,4,3,3,6,4,0,20,0,4,0,4,0,0,11,280,181,19,6,7,0,491,4,12,3,0,0,0,18,7719,12655,4264,4241,1710,755,31338,5980,11862,4716,4627,1924,926,30044,1826,1251,227,99,22,9,3437,351,407,126,61,16,3,968,2169,1666,355,154,37,19,4403,525,320,27,8,5,0,885,44,77,9,5,0,0,138,86,115,37,4,0,4,250,..,..,..,..,..,..,..,4,0,0,0,0,0,4,656,510,74,22,3,4,1270,236,116,13,0,0,0,365,7,13,0,0,0,0,25,0,3,4,0
50301,2757,5264,2720,3801,1783,505,16823,504,319,89,58,19,3,983,522,483,180,101,32,5,1327,1027,802,266,154,48,8,2311,779,498,144,63,19,5,1513,765,351,75,26,4,0,1214,466,449,86,33,8,3,1048,..,..,..,..,..,..,..,0,0,0,0,0,0,9,2010,1303,305,122,27,4,3782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,13,3,3,0,0,0,0,13,7,9,0,0,0,0,19,5806,7382,3292,4083,1857,520,22942,2490,5010,2665,3747,1900,488,16303,658,461,157,116,34,17,1436,567,697,298,253,71,12,1899,1225,1159,456,368,105,24,3334,707,448,98,62,21,3,1332,735,423,93,26,7,0,1284,506,511,107,49,3,0,1179,..,..,..,..,..,..,..,0,0,0,0,0,0,0,1947,1386,295,136,28,3,3797,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0
50302,3552,5469,2949,3224,1059,283,16540,1002,761,268,131,40,13,2216,1472,1707,628,270,90,15,4192,2478,2467,899,399,129,38,6406,1953,1278,356,144,38,4,3773,2295,1783,388,121,27,11,4621,3195,2614,554,172,28,10,6573,..,..,..,..,..,..,..,5,0,0,0,0,0,7,7446,5673,1298,436,92,30,14980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,64,15,8,0,0,129,44,64,15,8,0,0,129,17,18,0,0,4,0,48,13539,13689,5161,4073,1287,349,38096,3196,5252,2933,3420,1176,242,16208,1019,847,308,210,48,20,2445,1405,1836,781,422,116,30,4592,2426,2686,1091,634,162,45,7039,1641,1113,298,164,40,14,3266,2237,1691,412,185,42,19,4586,4230,3885,949,336,62,26,9488,..,..,..,..,..,..,..,4,6,0,0,0,0,7,8118,6690,1656,680,142,64,17350,0,3,5,0,0,0,10,9,0,0,0,0,0,13,38,34,10,11
50401,4668,7850,3719,3487,1364,584,21681,1662,1228,458,254,85,30,3723,426,435,167,90,22,4,1156,2082,1666,634,345,107,37,4879,1084,701,212,106,38,14,2152,394,261,96,35,8,3,792,371,227,63,27,5,0,692,..,..,..,..,..,..,..,3,6,4,0,0,0,12,1853,1194,373,170,50,12,3656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,0,0,0,14,7,5,3,0,0,0,14,9,8,0,0,0,0,15,8618,10720,4734,4002,1524,634,30235,4640,7985,4037,3778,1328,647,22415,1840,1461,525,348,110,54,4347,655,651,277,146,35,14,1781,2496,2118,803,495,145,70,6128,726,398,119,54,9,3,1308,294,191,59,14,4,0,562,288,174,53,25,4,0,543,..,..,..,..,..,..,..,0,0,0,0,0,0,0,1304,770,229,98,15,3,2418,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,4,0,0
50402,2317,4838,2231,2295,1051,451,13184,293,124,32,16,0,12,475,5,23,9,8,4,0,47,296,139,41,27,11,12,521,96,38,0,7,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,0,0,0,0,0,7,102,43,0,7,0,0,151,13,3,0,0,0,0,15,0,0,0,0,0,0,0,6,0,0,0,0,0,6,21,3,0,0,0,0,29,0,0,0,3,0,0,4,2742,5027,2270,2326,1065,459,13886,2492,4954,2262,2367,978,476,13521,414,188,46,22,12,3,688,16,13,4,0,0,0,32,432,201,53,22,13,6,721,9,0,0,0,0,0,16,9,4,0,0,0,0,9,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,0,0,0,0,0,4,25,4,0,0,0,0,30,19,4,0,0,0,0,22,0,3,0,0,0,0,6,3,3,0,0
50403,4818,9601,5802,6546,2746,1481,30994,709,520,205,93,37,12,1578,127,130,78,40,8,4,388,838,651,283,135,44,20,1967,590,391,123,59,11,3,1175,45,22,0,0,0,0,68,0,0,0,0,0,0,0,..,..,..,..,..,..,..,5,0,0,0,0,0,11,633,419,122,60,16,3,1255,175,98,9,0,0,0,275,7,6,0,0,0,0,16,4,0,0,0,0,0,7,183,103,9,7,0,0,301,14,9,0,4,0,0,23,6495,10774,6222,6744,2807,1502,34540,5617,11334,6999,7624,3188,1850,36609,1684,1515,631,369,111,48,4356,249,234,116,62,17,3,683,1932,1746,745,437,128,53,5037,115,62,12,8,0,0,203,110,94,37,12,0,0,251,11,6,3,0,0,0,26,..,..,..,..,..,..,..,0,0,0,0,0,0,0,241,162,49,23,4,0,481,132,75,10,0,0,0,218,0,9,0,6,6,0,25,8,10,8,0
50501,6802,16123,9081,11001,4108,1308,48416,898,753,222,98,22,4,2000,151,264,118,86,26,9,656,1052,1022,340,184,49,15,2666,613,315,59,31,11,4,1037,160,198,64,21,5,0,449,73,93,28,3,7,0,204,..,..,..,..,..,..,..,35,15,7,3,0,0,62,881,620,158,66,24,0,1747,110,43,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,10,112,49,7,0,0,0,172,5,3,0,0,0,0,10,8852,17817,9584,11248,4178,1329,53009,6690,16156,8868,10901,4096,1225,47936,1494,1113,370,217,43,16,3261,326,506,209,144,50,24,1253,1825,1618,580,357,94,39,4507,338,141,15,10,3,0,508,134,168,42,12,8,0,366,141,154,35,13,0,0,351,..,..,..,..,..,..,..,4,0,0,0,0,0,9,625,465,96,35,9,0,1230,100,41,0,3,0,0,150,0,3,0,0,0,0,6,0,8,3,7
