SA3_CODE_2021,C11_Se_h_NPUR_1,C11_Se_h_NPUR_2,C11_Se_h_NPUR_3,C11_Se_h_NPUR_4,C11_Se_h_NPUR_5,C11_Se_h_NPUR_6more,C11_Se_h_Tot,C11_SDRTHT1S_NPUR_1,C11_SDRTHT1S_NPUR_2,C11_SDRTHT1S_NPUR_3,C11_SDRTHT1S_NPUR_4,C11_SDRTHT1S_NPUR_5,C11_SDRTHT1S_NPUR_6mor,C11_SDRTHT1S_Tot,C11_SDRTHT2S_NPUR_1,C11_SDRTHT2S_NPUR_2,C11_SDRTHT2S_NPUR_3,C11_SDRTHT2S_NPUR_4,C11_SDRTHT2S_NPUR_5,C11_SDRTHT2S_NPUR_6mor,C11_SDRTHT2S_Tot,C11_SDRTHT_NPUR_1,C11_SDRTHT_NPUR_2,C11_SDRTHT_NPUR_3,C11_SDRTHT_NPUR_4,C11_SDRTHT_NPUR_5,C11_SDRTHT_NPUR_6mor,C11_SDRTHT_Tot,C11_F_a_1_2SB_NPUR_1,C11_F_a_1_2SB_NPUR_2,C11_F_a_1_2SB_NPUR_3,C11_F_a_1_2SB_NPUR_4,C11_F_a_1_2SB_NPUR_5,C11_F_a_1_2SB_NPUR_6mor,C11_F_a_1_2SB_Tot,C11_F_a_I_a_3SB_NPUR_1,C11_F_a_I_a_3SB_NPUR_2,C11_F_a_I_a_3SB_NPUR_3,C11_F_a_I_a_3SB_NPUR_4,C11_F_a_I_a_3SB_NPUR_5,C11_F_a_I_a_3SB_NPUR_6mor,C11_F_a_In_a_3SB_Tot,C11_F_a_4_8SB_NPUR_1,C11_F_a_4_8SB_NPUR_2,C11_F_a_4_8SB_NPUR_3,C11_F_a_4_8SB_NPUR_4,C11_F_a_4_8SB_NPUR_5,C11_F_a_4_8SB_NPUR_6mor,C11_F_a_4_8SB_Tot,C11_F_a_9mor_s_b_NPUR_1,C11_F_a_9mor_s_b_NPUR_2,C11_F_a_9mor_s_b_NPUR_3,C11_F_a_9mor_s_b_NPUR_4,C11_F_a_9mor_s_b_NPUR_5,C11_F_a_9m_s_b_NPUR_6mor,C11_F_a_9mor_st_bl_Tot,C11_F_a_AH_NPUR_1,C11_F_a_AH_NPUR_2,C11_F_a_AH_NPUR_3,C11_F_a_AH_NPUR_4,C11_F_a_AH_NPUR_5,C11_F_a_AH_NPUR_6mor,C11_F_a_AH_Tot,C11_F_a_Tot_NPUR_1,C11_F_a_Tot_NPUR_2,C11_F_a_Tot_NPUR_3,C11_F_a_Tot_NPUR_4,C11_F_a_Tot_NPUR_5,C11_F_a_Tot_NPUR_6mor,C11_F_a_Tot_Tot,C11_OD_CCH_NPUR_1,C11_OD_CCH_NPUR_2,C11_OD_CCH_NPUR_3,C11_OD_CCH_NPUR_4,C11_OD_CCH_NPUR_5,C11_OD_CCH_NPUR_6mor,C11_OD_CCH_Tot,C11_OD_IHTSO_NPUR_1,C11_OD_IHTSO_NPUR_2,C11_OD_IHTSO_NPUR_3,C11_OD_IHTSO_NPUR_4,C11_OD_IHTSO_NPUR_5,C11_OD_IHTSO_NPUR_6mor,C11_OD_IHTSO_Tot,C11_OD_H_f_a_s_o_NPUR_1,C11_OD_H_f_a_s_o_NPUR_2,C11_OD_H_f_a_s_o_NPUR_3,C11_OD_H_f_a_s_o_NPUR_4,C11_OD_H_f_a_s_o_NPUR_5,C11_OD_H_f_a_s_o_NPUR_6mor,C11_OD_H_f_a_s_o_Tot,C11_OD_Tot_NPUR_1,C11_OD_Tot_NPUR_2,C11_OD_Tot_NPUR_3,C11_OD_Tot_NPUR_4,C11_OD_Tot_NPUR_5,C11_OD_Tot_NPUR_6mor,C11_OD_Tot_Tot,C11_DS_ns_NPUR_1,C11_DS_ns_NPUR_2,C11_DS_ns_NPUR_3,C11_DS_ns_NPUR_4,C11_DS_ns_NPUR_5,C11_DS_ns_NPUR_6more,C11_Dwg_st_NS_Tot,C11_Tot_NPUR_1,C11_Tot_NPUR_2,C11_Tot_NPUR_3,C11_Tot_NPUR_4,C11_Tot_NPUR_5,C11_Tot_NPUR_6more,C11_Tot_Tot,C16_Se_h_NPUR_1,C16_Se_h_NPUR_2,C16_Se_h_NPUR_3,C16_Se_h_NPUR_4,C16_Se_h_NPUR_5,C16_Se_h_NPUR_6more,C16_Se_h_Tot,C16_SDRTHT1S_NPUR_1,C16_SDRTHT1S_NPUR_2,C16_SDRTHT1S_NPUR_3,C16_SDRTHT1S_NPUR_4,C16_SDRTHT1S_NPUR_5,C16_SDRTHT1S_NPUR_6mor,C16_SDRTHT1S_Tot,C16_SDRTHT2S_NPUR_1,C16_SDRTHT2S_NPUR_2,C16_SDRTHT2S_NPUR_3,C16_SDRTHT2S_NPUR_4,C16_SDRTHT2S_NPUR_5,C16_SDRTHT2S_NPUR_6mor,C16_SDRTHT2S_Tot,C16_SDRTHT_Tot_NPUR_1,C16_SDRTHT_Tot_NPUR_2,C16_SDRTHT_Tot_NPUR_3,C16_SDRTHT_Tot_NPUR_4,C16_SDRTHT_Tot_NPUR_5,C16_SDRTHT_Tot_NPUR_6mor,C16_SDRTHT_Tot_Tot,C16_F_a_1_2SB_NPUR_1,C16_F_a_1_2SB_NPUR_2,C16_F_a_1_2SB_NPUR_3,C16_F_a_1_2SB_NPUR_4,C16_F_a_1_2SB_NPUR_5,C16_F_a_1_2SB_NPUR_6mor,C16_F_a_1_2SB_Tot,C16_F_a_I_a_3SB_NPUR_1,C16_F_a_I_a_3SB_NPUR_2,C16_F_a_I_a_3SB_NPUR_3,C16_F_a_I_a_3SB_NPUR_4,C16_F_a_I_a_3SB_NPUR_5,C16_F_a_I_a_3SB_NPUR_6mor,C16_F_a_In_a_3_st_b_Tot,C16_F_a_4_8SB_NPUR_1,C16_F_a_4_8SB_NPUR_2,C16_F_a_4_8SB_NPUR_3,C16_F_a_4_8SB_NPUR_4,C16_F_a_4_8SB_NPUR_5,C16_F_a_4_8SB_NPUR_6mor,C16_F_a_4_8SB_Tot,C16_F_a_9mor_s_b_NPUR_1,C16_F_a_9mor_s_b_NPUR_2,C16_F_a_9mor_s_b_NPUR_3,C16_F_a_9mor_s_b_NPUR_4,C16_F_a_9mor_s_b_NPUR_5,C16_F_a_9m_s_b_NPUR_6mor,C16_F_a_9mor_st_bl_Tot,C16_F_a_AH_NPUR_1,C16_F_a_AH_NPUR_2,C16_F_a_AH_NPUR_3,C16_F_a_AH_NPUR_4,C16_F_a_AH_NPUR_5,C16_F_a_AH_NPUR_6mor,C16_F_a_AH_Tot,C16_F_a_Tot_NPUR_1,C16_F_a_Tot_NPUR_2,C16_F_a_Tot_NPUR_3,C16_F_a_Tot_NPUR_4,C16_F_a_Tot_NPUR_5,C16_F_a_Tot_NPUR_6mor,C16_F_a_Tot_Tot,C16_OD_CCH_NPUR_1,C16_OD_CCH_NPUR_2,C16_OD_CCH_NPUR_3,C16_OD_CCH_NPUR_4,C16_OD_CCH_NPUR_5,C16_OD_CCH_NPUR_6mor,C16_OD_CCH_Tot,C16_OD_IHTSO_NPUR_1,C16_OD_IHTSO_NPUR_2,C16_OD_IHTSO_NPUR_3,C16_OD_IHTSO_NPUR_4,C16_OD_IHTSO_NPUR_5,C16_OD_IHTSO_NPUR_6mor,C16_OD_IHTSO_Tot,C16_OD_H_f_a_s_o_NPUR_1,C16_OD_H_f_a_s_o_NPUR_2,C16_OD_H_f_a_s_o_NPUR_3,C16_OD_H_f_a_s_o_NPUR_4
50502,8684,14784,7245,7723,3098,1366,42899,6905,5503,1995,1034,291,129,15854,1118,1461,641,414,120,57,3814,8022,6963,2638,1450,410,179,19665,3320,2133,662,316,75,33,6535,354,161,19,12,5,0,548,145,99,21,11,8,0,276,..,..,..,..,..,..,..,109,40,9,4,0,0,165,3925,2435,709,345,83,33,7525,87,19,3,0,0,0,108,0,0,0,0,0,0,0,3,0,0,0,0,0,9,89,18,5,0,0,0,120,10,5,9,8,0,0,20,20730,24203,10600,9528,3589,1581,70242,7921,14081,7170,8099,3146,1377,41793,9169,7574,3076,1760,540,240,22360,1443,1995,953,727,174,57,5355,10609,9574,4035,2488,710,295,27713,1993,1076,258,114,28,17,3482,401,192,50,16,5,6,670,194,162,25,9,10,4,405,..,..,..,..,..,..,..,3,0,0,0,0,0,6,2597,1434,337,138,35,20,4562,21,14,0,0,0,0,33,4,0,0,0,0,0,4,0,0,7,0
50503,6290,13904,8453,10014,4241,2270,45171,1126,1067,318,259,105,39,2913,130,218,92,82,34,17,573,1258,1282,415,337,138,61,3482,425,246,68,20,17,10,773,0,0,0,0,0,0,0,17,23,0,0,0,0,43,..,..,..,..,..,..,..,57,41,17,11,4,5,128,498,305,86,29,16,15,950,179,80,5,3,0,0,274,4,0,0,0,0,0,4,0,0,0,0,0,0,0,183,82,5,0,0,0,277,0,0,0,0,0,0,4,8231,15578,8952,10384,4399,2339,49879,7855,16357,10756,12177,5050,2663,54856,2112,1972,726,483,161,85,5540,199,221,106,67,23,15,637,2316,2197,831,546,184,100,6175,37,27,12,3,0,0,80,12,14,8,0,0,0,40,5,5,0,0,0,0,3,..,..,..,..,..,..,..,0,0,0,0,0,0,4,55,49,17,4,4,0,126,105,30,4,5,0,0,144,0,0,0,3,0,5,7,0,3,5,0
50601,3500,6856,3517,3297,1478,868,19514,557,406,142,96,32,19,1251,36,9,0,3,0,0,49,597,423,144,94,32,19,1307,460,332,128,56,19,9,1001,13,13,0,0,0,0,32,4,0,0,0,0,0,4,..,..,..,..,..,..,..,4,0,3,0,0,0,9,474,349,140,57,17,9,1039,65,19,0,0,0,0,89,5,4,0,0,0,0,7,0,0,0,0,0,0,6,68,24,5,3,4,0,101,4,0,0,0,0,0,4,4642,7649,3800,3452,1527,898,21969,4148,7835,4652,4297,1872,1102,23901,1250,1031,433,273,82,54,3125,22,25,7,12,3,0,72,1267,1054,444,286,91,54,3196,83,42,18,11,0,0,158,26,22,14,0,0,0,57,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,114,59,31,9,4,0,218,50,18,0,0,0,0,69,0,0,0,0,0,0,0,0,10,0,0
50602,4194,5880,2862,2284,880,450,16553,1409,1178,512,267,99,43,3511,332,470,254,104,43,11,1206,1741,1650,765,366,141,52,4715,873,601,218,124,29,24,1867,473,365,105,50,6,0,1003,498,539,158,51,6,0,1251,..,..,..,..,..,..,..,0,0,0,3,0,0,3,1846,1503,484,225,45,24,4124,8,7,3,0,0,0,17,0,0,0,0,0,0,0,7,6,5,0,0,0,10,12,10,3,0,0,3,30,12,9,5,0,0,0,28,7806,9058,4117,2876,1067,526,25450,3956,5668,2856,2556,930,513,16478,1694,1331,644,379,164,75,4280,623,862,421,235,80,31,2252,2318,2189,1065,612,239,105,6533,482,402,114,59,10,10,1079,450,369,102,50,7,0,976,692,789,181,47,12,5,1726,..,..,..,..,..,..,..,0,3,0,0,0,0,3,1622,1561,402,158,29,17,3781,5,0,0,0,0,0,7,0,0,0,0,0,0,0,7,7,3,3
50603,4380,7653,4416,4839,2118,981,24392,1366,1121,505,360,151,68,3563,88,116,91,102,33,28,465,1456,1241,600,460,181,93,4029,1073,678,295,175,80,29,2337,46,34,9,3,0,0,96,270,62,0,0,0,0,334,..,..,..,..,..,..,..,7,6,0,0,0,0,14,1390,784,304,183,84,34,2778,19,4,0,0,0,0,21,0,0,0,0,0,0,0,7,4,0,0,0,0,9,27,6,0,0,0,0,35,9,0,0,5,0,0,8,7263,9686,5321,5494,2383,1105,31241,4362,7570,4487,5222,2209,1134,24987,1755,1422,788,635,252,115,4968,190,168,103,88,43,28,622,1952,1584,891,723,292,144,5586,415,225,113,122,33,8,912,55,24,15,8,0,0,106,178,43,7,0,0,0,233,..,..,..,..,..,..,..,0,4,0,0,0,0,4,646,299,136,135,32,8,1254,0,0,5,0,0,0,9,0,0,0,0,0,0,0,3,5,7,0
50604,5585,10484,6133,6257,2718,1652,32821,793,562,175,85,30,12,1664,18,27,15,9,8,3,82,812,594,196,91,33,22,1742,695,388,129,82,23,12,1331,18,9,5,5,0,0,39,0,0,0,0,0,0,0,..,..,..,..,..,..,..,4,0,5,0,0,0,10,723,397,139,82,20,12,1378,84,25,0,0,0,0,111,0,0,0,0,0,0,0,13,16,5,12,0,0,39,87,37,9,11,0,0,149,9,9,0,0,0,0,16,7220,11515,6475,6437,2778,1679,36100,5830,10155,6457,6610,3197,2070,34319,1493,1087,518,336,134,67,3642,88,95,56,39,13,3,294,1581,1184,579,374,146,70,3933,139,137,48,29,12,9,369,46,27,21,6,0,3,98,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,190,164,65,39,12,8,470,80,22,3,5,0,0,110,0,0,0,3,0,0,3,15,26,14,9
50605,3011,6527,3087,3197,1372,607,17797,378,227,56,19,13,4,692,9,27,13,18,10,4,77,382,246,69,41,22,5,769,133,61,10,0,0,0,212,3,0,0,0,0,0,3,0,5,5,0,0,0,9,..,..,..,..,..,..,..,0,0,0,0,0,0,4,142,65,11,3,3,0,232,34,27,0,0,0,0,65,0,0,0,0,0,0,0,0,4,0,0,0,0,6,38,29,0,0,4,0,73,0,5,0,0,0,0,4,3580,6876,3172,3237,1397,611,18877,3383,6748,3168,3418,1488,659,18872,546,286,72,28,15,10,960,23,12,6,5,0,0,47,570,302,77,37,15,10,1009,38,6,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,38,7,0,0,0,0,48,43,15,0,0,0,0,58,4,3,0,5,0,0,10,6,7,11,10
50606,700,1942,993,1131,515,314,5604,9,3,0,0,0,0,19,0,0,0,0,0,0,0,9,3,0,0,0,0,19,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,5,3,0,0,0,7,6,11,3,0,0,0,18,10,0,0,0,0,0,9,6,0,0,5,4,0,12,0,0,0,0,0,0,0,13,3,0,3,4,0,28,0,0,0,0,0,0,3,725,1966,1003,1136,518,318,5665,1056,2780,1551,1688,749,449,8276,32,31,15,7,0,0,84,0,0,0,0,0,0,0,32,37,15,7,0,0,83,15,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,15,0,3,0,0,0,16,4,3,0,0,0,0,7,0,5,0,4,0,0,7,0,9,0,0
50607,1653,2824,1398,1637,606,195,8308,1112,821,252,109,23,10,2333,702,917,327,143,36,9,2133,1819,1734,578,253,60,19,4463,663,478,119,50,21,3,1326,565,410,82,32,3,0,1090,450,455,99,37,9,3,1051,..,..,..,..,..,..,..,11,3,0,0,0,0,12,1687,1343,307,115,26,3,3478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5165,5903,2285,2005,690,215,16260,1535,2638,1470,1677,585,212,8122,1157,885,316,144,39,16,2561,1150,1353,506,272,49,15,3351,2308,2239,823,417,93,26,5908,427,301,72,47,3,0,850,307,230,59,17,0,0,619,349,331,64,30,0,0,777,..,..,..,..,..,..,..,0,0,0,0,0,0,0,1085,853,193,91,12,6,2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
50701,4371,8856,5077,5469,2133,865,26774,1099,789,291,177,61,27,2439,112,146,53,30,15,6,359,1214,932,346,206,75,26,2798,373,252,70,31,10,4,742,277,207,50,21,8,0,569,34,45,10,3,0,0,93,..,..,..,..,..,..,..,16,8,5,0,0,0,30,701,518,136,54,21,4,1434,52,26,4,0,0,0,87,0,0,0,0,0,0,4,6,0,0,4,0,0,16,60,33,4,5,0,0,101,3,7,0,0,0,0,10,6354,10343,5560,5731,2235,898,31113,4592,9364,5615,6250,2358,963,29133,1635,1165,472,349,88,39,3751,249,357,144,95,31,3,887,1889,1522,619,448,116,44,4643,172,112,23,10,0,0,322,341,216,64,29,8,4,654,326,337,65,13,5,0,750,..,..,..,..,..,..,..,0,0,0,0,0,0,0,837,665,150,55,7,8,1725,79,45,6,6,0,0,139,0,0,0,0,0,0,4,0,5,0,0
50702,2028,3166,1507,1470,583,168,8913,729,525,189,72,14,9,1542,442,508,169,82,19,5,1231,1173,1027,359,155,37,13,2767,396,204,49,18,3,0,661,370,212,45,6,0,0,635,293,165,33,11,5,0,503,..,..,..,..,..,..,..,4,4,0,0,0,0,3,1062,587,126,33,3,0,1813,73,54,4,3,0,0,127,0,0,0,0,0,0,0,17,10,9,3,0,0,42,92,63,8,9,0,0,168,0,3,0,0,0,0,8,4357,4847,1994,1668,622,184,13671,1893,3073,1622,1604,573,149,8917,774,554,197,100,24,12,1663,613,721,238,132,26,8,1744,1397,1275,440,235,43,16,3403,244,115,27,7,0,3,394,355,199,29,16,3,0,601,346,300,55,12,0,0,718,..,..,..,..,..,..,..,5,3,0,0,0,0,3,947,608,114,35,6,3,1722,52,39,5,0,0,0,89,0,0,0,0,0,0,3,15,5,8,0
50703,1775,3058,1678,1499,666,400,9084,158,108,51,57,25,17,417,16,23,6,7,0,0,58,178,130,57,63,27,16,476,145,54,20,4,5,0,216,95,63,15,6,4,0,188,8,3,0,0,0,0,8,..,..,..,..,..,..,..,0,0,0,0,0,0,0,247,125,34,8,4,0,416,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,9,6,0,0,0,0,0,6,2213,3310,1781,1577,696,419,9989,2121,3738,2259,2106,911,524,11649,255,187,66,46,13,5,572,51,43,12,8,3,0,122,304,224,78,49,14,9,692,190,82,17,9,4,0,311,65,47,11,5,3,0,131,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,258,127,31,19,6,0,438,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,19,11,15
50704,5184,9892,5195,6106,2370,778,29522,1751,1168,318,183,42,8,3481,248,309,133,103,25,10,826,1998,1475,456,282,74,17,4304,1151,643,195,112,33,10,2147,136,87,16,0,0,0,244,56,79,26,15,12,0,187,..,..,..,..,..,..,..,6,0,0,0,0,0,6,1356,811,239,130,40,10,2584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,5,0,0,0,0,9,4,8,3,0,6,0,23,8546,12187,5896,6521,2485,807,36436,4663,9299,5084,5919,2251,798,28016,2682,1876,622,410,88,21,5709,357,558,297,271,81,26,1594,3043,2441,924,682,165,46,7306,532,196,35,20,5,0,789,131,89,9,0,0,0,231,111,118,18,7,0,0,256,..,..,..,..,..,..,..,6,0,0,0,0,0,6,778,401,64,30,8,0,1281,0,4,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,3
50705,4994,10985,5667,6390,2694,1264,31990,915,512,98,46,21,0,1599,169,134,35,34,3,5,384,1084,649,137,79,30,4,1983,1023,449,92,35,16,3,1617,37,18,4,0,3,0,65,66,56,11,0,0,0,135,..,..,..,..,..,..,..,9,5,0,0,0,0,10,1132,526,108,33,18,4,1831,202,113,5,5,0,0,330,7,3,3,0,0,0,11,4,4,0,0,0,0,8,212,118,10,4,0,3,350,5,0,3,0,0,0,7,7429,12281,5930,6508,2737,1276,36161,6562,12712,7035,7497,3207,1476,38477,1198,751,198,84,30,8,2269,243,207,56,15,3,3,529,1439,962,251,99,38,11,2801,522,217,54,19,0,0,811,13,0,0,0,0,0,13,55,58,8,3,0,0,131,..,..,..,..,..,..,..,0,0,0,0,0,0,0,595,279,56,21,3,0,949,98,49,8,6,0,4,169,3,0,0,0,0,3,9,6,5,0,5
50901,4319,7314,2688,2620,1183,599,18731,546,240,65,47,12,8,920,31,36,16,10,5,0,100,580,282,85,51,16,14,1024,382,137,30,25,6,4,583,8,3,0,0,0,0,13,0,0,0,0,0,0,0,..,..,..,..,..,..,..,14,0,4,0,0,0,18,406,139,33,26,6,4,617,130,63,8,4,0,0,207,12,9,4,0,0,0,29,9,22,4,4,0,0,39,149,100,19,7,4,0,281,0,10,0,0,0,0,16,5457,7843,2825,2718,1209,614,20664,4799,7781,2682,2681,1231,592,19769,796,270,61,28,12,0,1164,47,25,6,0,0,0,86,843,295,64,35,10,0,1251,67,12,9,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,4,0,0,0,0,5,68,17,9,0,0,0,103,128,75,0,5,0,0,210,18,7,0,0,0,0,33,7,10,3,6
50902,4432,7484,2451,2370,1187,632,18554,217,94,21,13,0,3,347,7,19,4,8,0,0,37,226,107,23,22,0,4,384,283,78,17,8,5,5,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,3,6,0,0,0,0,10,285,85,17,11,5,9,401,116,73,9,3,0,0,205,25,20,3,9,6,0,65,22,24,8,0,0,0,66,168,117,24,14,4,3,334,15,14,10,0,0,0,35,5122,7805,2523,2411,1205,646,19712,5026,7685,2482,2281,1176,630,19270,231,85,25,9,3,7,353,0,10,3,3,0,0,20,235,94,25,13,3,7,373,121,49,7,4,6,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,3,0,0,0,0,0,8,126,50,7,4,6,0,196,117,49,3,8,0,0,183,24,30,3,3,6,0,73,11,22,3,3
50903,1700,2836,908,897,464,208,7007,160,53,13,4,0,0,236,0,0,0,0,0,0,4,160,60,13,5,0,0,236,159,52,15,8,8,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,159,52,15,8,10,0,237,42,19,0,0,0,0,61,4,8,4,0,0,0,13,11,18,3,3,0,0,38,53,43,3,4,4,0,111,3,0,0,0,0,0,3,2076,2986,939,912,476,213,7599,1881,2737,871,825,436,196,6947,137,55,21,6,9,3,230,0,0,0,0,0,0,0,137,55,20,6,9,3,230,50,25,5,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,3,0,0,0,0,0,3,54,25,5,0,0,0,87,34,16,3,0,0,0,54,3,3,0,0,0,0,8,49,19,0,0
51001,1111,1963,1082,1174,652,875,6856,256,181,76,34,22,15,580,47,50,17,7,3,4,120,303,227,95,35,23,22,704,224,176,60,21,15,8,511,3,0,0,0,0,0,3,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,228,181,60,21,15,8,513,378,378,58,35,13,6,870,44,34,4,5,3,0,86,34,36,15,13,3,3,110,458,443,80,55,20,12,1063,50,37,7,5,5,3,108,2149,2851,1321,1293,712,917,9240,1420,2142,1268,1283,706,735,7549,308,210,91,36,18,21,680,81,92,21,6,5,5,206,386,296,119,50,24,22,890,212,185,56,34,15,6,500,0,5,0,0,0,0,5,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,3,212,184,59,31,15,6,509,370,244,16,18,11,0,648,71,28,4,6,3,3,114,38,53,28,15
51002,585,1130,722,803,450,332,4022,138,140,58,37,15,16,406,45,72,40,35,21,5,216,186,215,97,75,31,27,624,160,126,30,15,0,0,336,0,3,0,0,0,0,0,32,20,7,4,0,0,74,..,..,..,..,..,..,..,8,4,4,0,0,0,13,199,153,42,23,3,7,423,68,94,25,18,3,0,207,20,10,8,4,0,0,39,26,21,6,3,0,0,58,109,120,38,28,7,4,306,15,11,4,0,0,0,32,1086,1635,902,923,488,369,5408,824,1412,796,887,473,319,4705,105,75,30,25,13,12,254,38,51,31,25,13,8,148,141,124,56,44,23,14,404,213,167,39,29,0,0,450,14,19,0,0,0,0,41,18,16,5,9,0,0,45,..,..,..,..,..,..,..,0,0,0,0,0,0,0,252,198,44,32,3,0,535,66,30,5,0,0,0,99,0,0,0,0,0,0,9,8,3,0,4
51003,725,1561,985,1403,597,340,5614,284,271,117,60,19,13,764,25,21,8,3,4,0,67,315,291,125,57,19,12,828,153,75,25,6,10,6,264,13,17,0,0,0,0,38,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,167,87,27,6,10,6,302,145,218,30,26,5,4,421,7,4,0,0,0,0,11,0,3,0,3,0,0,13,152,225,26,27,5,7,449,15,12,6,3,8,0,39,1372,2177,1172,1496,638,366,7230,1073,1869,1204,1545,710,335,6735,330,273,90,54,23,20,788,35,23,7,8,0,5,67,364,295,97,58,24,22,858,101,54,13,4,0,0,177,31,8,0,0,0,0,30,31,16,0,0,0,0,47,..,..,..,..,..,..,..,0,0,0,0,0,0,0,161,78,17,9,0,0,262,80,53,7,8,4,0,149,15,10,0,0,0,0,24,3,3,0,0
51101,974,1734,691,751,373,155,4676,155,50,9,7,5,0,229,37,62,26,22,8,0,159,194,118,30,29,8,5,387,114,54,10,10,0,0,189,8,0,0,0,0,0,8,17,9,0,0,0,0,20,..,..,..,..,..,..,..,0,0,0,0,0,0,5,130,66,10,12,7,0,226,64,34,12,6,0,0,108,15,3,0,0,3,0,23,3,4,3,4,0,0,23,81,43,17,8,3,0,156,4,4,0,0,0,0,7,1386,1959,755,800,388,159,5450,1115,1800,699,700,329,156,4803,244,92,16,12,4,0,374,11,11,4,5,0,0,29,251,99,23,20,4,4,402,40,25,5,4,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,38,21,5,4,0,0,73,28,18,4,0,3,0,48,3,3,3,0,0,0,12,3,6,0,0
51102,526,865,383,374,170,111,2435,115,51,14,7,5,6,195,8,5,3,0,0,0,19,124,61,12,10,5,6,218,99,35,7,5,5,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,0,0,0,0,0,0,0,99,38,7,4,5,0,161,172,170,12,9,4,0,361,3,3,0,0,0,3,17,10,13,0,4,0,0,28,186,191,18,8,3,6,408,5,8,3,4,0,0,26,940,1169,426,406,186,119,3244,591,910,401,401,168,103,2576,142,39,12,10,0,6,203,3,5,0,0,0,0,4,147,46,12,10,0,6,214,29,20,4,0,0,0,57,0,0,0,0,0,0,4,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,35,19,4,0,0,0,63,195,87,5,6,0,0,298,19,13,3,6,0,0,38,0,6,0,0
51103,1980,3236,1724,1853,925,576,10308,374,266,146,75,30,29,923,42,39,16,5,0,0,108,416,308,159,84,32,29,1029,305,243,90,50,22,5,714,4,0,0,0,0,0,6,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,306,245,86,53,22,5,727,210,111,17,3,4,4,345,8,4,0,0,0,0,10,13,13,4,3,0,0,30,226,130,20,7,8,3,387,22,13,5,4,0,0,50,2946,3940,1999,2007,987,618,12493,2101,3134,1708,1755,890,546,10134,655,444,179,111,43,27,1459,77,66,36,18,5,0,200,726,513,214,135,47,25,1663,145,60,15,9,8,4,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,0,0,0,0,0,0,0,145,60,15,9,8,4,234,143,50,4,0,4,0,203,13,6,0,0,0,0,16,6,8,9,3
51104,3536,5967,2516,2540,1176,652,16393,418,239,66,45,16,10,795,26,22,9,10,3,4,70,442,261,73,51,19,15,862,537,234,62,19,12,5,862,19,5,4,0,0,0,33,0,0,0,0,0,0,0,..,..,..,..,..,..,..,3,0,0,0,0,0,8,560,244,63,25,12,5,906,225,163,17,4,3,0,417,11,8,4,0,0,0,21,16,28,3,0,0,0,54,252,194,31,3,7,0,494,22,12,3,0,0,0,46,4816,6676,2694,2626,1214,675,18700,3645,6240,2460,2441,1113,534,16426,736,346,81,51,18,9,1231,100,114,41,32,20,0,309,831,455,125,82,37,12,1541,247,102,18,10,3,0,385,10,3,0,0,0,0,15,0,0,0,0,0,0,3,..,..,..,..,..,..,..,0,0,0,0,0,0,4,255,109,18,16,3,0,407,215,114,0,0,0,4,341,19,20,8,3,0,0,43,19,36,12,16
