SA3_CODE_2021,C16_F_65_69_Tot_LF,C16_F_65_69_Not_LF,C16_F_65_69_LF_NS,C16_F_65_69_Tot,C16_F_70_74_Em_FT,C16_F_70_74_Em_PT,C16_F_70_74_Em_AFW,C16_F_70_74_Em_Hrs_NS,C16_F_70_74_Em_Tot,C16_F_70_74_Unem_Look_FT,C16_F_70_74_Unem_Look_PT,C16_F_70_74_Unem_Tot,C16_F_70_74_Tot_LF,C16_F_70_74_Not_LF,C16_F_70_74_LF_NS,C16_F_70_74_Tot,C16_F_75over_Em_FT,C16_F_75over_Em_PT,C16_F_75over_Emp_A_fr_wo,C16_F_75over_Em_Hou_wor_ns,C16_F_75over_Em_Tot,C16_F_75over_Unem_Lo_ft_wor,C16_F_75over_Unem_Lo_pt_wor,C16_F_75over_Unem_Tot,C16_F_75over_Tot_LF,C16_F_75over_N_lab_forc,C16_F_75over_LF_NS,C16_F_75over_Tot,C16_F_Tot_Em_FT,C16_F_Tot_Em_PT,C16_F_Tot_Em_AFW,C16_F_Tot_Em_Hrs_NS,C16_F_Tot_Em_Tot,C16_F_Tot_Unem_Look_FT,C16_F_Tot_Unem_Look_PT,C16_F_Tot_Unem_Tot,C16_F_Tot_Tot_labo_for,C16_F_Tot_Not_LF,C16_F_Tot_LF_NS,C16_F_Tot_Tot,C21_F_15_19_Em_FT,C21_F_15_19_Em_PT,C21_F_15_19_Em_AFW,C21_F_15_19_Em_Hrs_NS,C21_F_15_19_Em_Tot,C21_F_15_19_Unem_Look_FT,C21_F_15_19_Unem_Look_PT,C21_F_15_19_Unem_Tot,C21_F_15_19_Tot_LF,C21_F_15_19_Not_LF,C21_F_15_19_LF_NS,C21_F_15_19_Tot,C21_F_20_24_Em_FT,C21_F_20_24_Em_PT,C21_F_20_24_Em_AFW,C21_F_20_24_Em_Hrs_NS,C21_F_20_24_Em_Tot,C21_F_20_24_Unem_Look_FT,C21_F_20_24_Unem_Look_PT,C21_F_20_24_Unem_Tot,C21_F_20_24_Tot_LF,C21_F_20_24_Not_LF,C21_F_20_24_LF_NS,C21_F_20_24_Tot,C21_F_25_29_Em_FT,C21_F_25_29_Em_PT,C21_F_25_29_Em_AFW,C21_F_25_29_Em_Hrs_NS,C21_F_25_29_Em_Tot,C21_F_25_29_Unem_Look_FT,C21_F_25_29_Unem_Look_PT,C21_F_25_29_Unem_Tot,C21_F_25_29_Tot_LF,C21_F_25_29_Not_LF,C21_F_25_29_LF_NS,C21_F_25_29_Tot,C21_F_30_34_Em_FT,C21_F_30_34_Em_PT,C21_F_30_34_Em_AFW,C21_F_30_34_Em_Hrs_NS,C21_F_30_34_Em_Tot,C21_F_30_34_Unem_Look_FT,C21_F_30_34_Unem_Look_PT,C21_F_30_34_Unem_Tot,C21_F_30_34_Tot_LF,C21_F_30_34_Not_LF,C21_F_30_34_LF_NS,C21_F_30_34_Tot,C21_F_35_39_Em_FT,C21_F_35_39_Em_PT,C21_F_35_39_Em_AFW,C21_F_35_39_Em_Hrs_NS,C21_F_35_39_Em_Tot,C21_F_35_39_Unem_Look_FT,C21_F_35_39_Unem_Look_PT,C21_F_35_39_Unem_Tot,C21_F_35_39_Tot_LF,C21_F_35_39_Not_LF,C21_F_35_39_LF_NS,C21_F_35_39_Tot,C21_F_40_44_Em_FT,C21_F_40_44_Em_PT,C21_F_40_44_Em_AFW,C21_F_40_44_Em_Hrs_NS,C21_F_40_44_Em_Tot,C21_F_40_44_Unem_Look_FT,C21_F_40_44_Unem_Look_PT,C21_F_40_44_Unem_Tot,C21_F_40_44_Tot_LF,C21_F_40_44_Not_LF,C21_F_40_44_LF_NS,C21_F_40_44_Tot,C21_F_45_49_Em_FT,C21_F_45_49_Em_PT,C21_F_45_49_Em_AFW,C21_F_45_49_Em_Hrs_NS,C21_F_45_49_Em_Tot,C21_F_45_49_Unem_Look_FT,C21_F_45_49_Unem_Look_PT,C21_F_45_49_Unem_Tot,C21_F_45_49_Tot_LF,C21_F_45_49_Not_LF,C21_F_45_49_LF_NS,C21_F_45_49_Tot,C21_F_50_54_Em_FT,C21_F_50_54_Em_PT,C21_F_50_54_Em_AFW,C21_F_50_54_Em_Hrs_NS,C21_F_50_54_Em_Tot,C21_F_50_54_Unem_Look_FT,C21_F_50_54_Unem_Look_PT,C21_F_50_54_Unem_Tot,C21_F_50_54_Tot_LF,C21_F_50_54_Not_LF,C21_F_50_54_LF_NS,C21_F_50_54_Tot,C21_F_55_59_Em_FT,C21_F_55_59_Em_PT,C21_F_55_59_Em_AFW,C21_F_55_59_Em_Hrs_NS,C21_F_55_59_Em_Tot,C21_F_55_59_Unem_Look_FT,C21_F_55_59_Unem_Look_PT,C21_F_55_59_Unem_Tot,C21_F_55_59_Tot_LF,C21_F_55_59_Not_LF,C21_F_55_59_LF_NS,C21_F_55_59_Tot,C21_F_60_64_Em_FT,C21_F_60_64_Em_PT,C21_F_60_64_Em_AFW,C21_F_60_64_Em_Hrs_NS,C21_F_60_64_Em_Tot,C21_F_60_64_Unem_Look_FT,C21_F_60_64_Unem_Look_PT,C21_F_60_64_Unem_Tot,C21_F_60_64_Tot_LF,C21_F_60_64_Not_LF,C21_F_60_64_LF_NS,C21_F_60_64_Tot,C21_F_65_69_Em_FT,C21_F_65_69_Em_PT,C21_F_65_69_Em_AFW,C21_F_65_69_Em_Hrs_NS,C21_F_65_69_Em_Tot,C21_F_65_69_Unem_Look_FT,C21_F_65_69_Unem_Look_PT,C21_F_65_69_Unem_Tot,C21_F_65_69_Tot_LF,C21_F_65_69_Not_LF,C21_F_65_69_LF_NS,C21_F_65_69_Tot,C21_F_70_74_Em_FT,C21_F_70_74_Em_PT,C21_F_70_74_Em_AFW,C21_F_70_74_Em_Hrs_NS,C21_F_70_74_Em_Tot,C21_F_70_74_Unem_Look_FT,C21_F_70_74_Unem_Look_PT,C21_F_70_74_Unem_Tot,C21_F_70_74_Tot_LF,C21_F_70_74_Not_LF,C21_F_70_74_LF_NS,C21_F_70_74_Tot,C21_F_75over_Em_FT,C21_F_75over_Em_PT,C21_F_75over_Emp_Aw_fr_w,C21_F_75over_Emp_Hou_w_ns,C21_F_75over_Em_Tot,C21_F_75over_Unem_Lo_ft_wor,C21_F_75over_Unem_Lo_pt_wor,C21_F_75over_Unemp_Tot,C21_F_75over_Tot_lab_for,C21_F_75over_N_lab_forc,C21_F_75over_LF_NS,C21_F_75over_yr_Tot,C21_F_Tot_Em_FT,C21_F_Tot_Em_PT,C21_F_Tot_Em_AFW,C21_F_Tot_Em_Hrs_NS
50502,1111,3288,275,4676,74,255,18,18,367,4,3,13,372,3154,285,3817,25,120,14,17,181,0,3,7,186,7435,1076,8694,21936,20575,1829,634,44963,1463,1822,3288,48255,28789,5370,82410,166,2083,90,28,2361,57,386,442,2809,1946,191,4947,1810,2752,164,90,4813,99,151,250,5062,781,300,6140,4070,2079,283,120,6559,132,104,236,6796,910,471,8175,3918,2682,559,104,7266,103,152,251,7521,1405,466,9392,3152,3021,445,80,6690,133,168,298,6990,1433,424,8849,2716,2578,170,47,5513,116,139,252,5767,1203,302,7276,2747,2336,129,55,5270,113,103,218,5488,1061,256,6804,2552,2103,139,53,4844,92,90,187,5027,1141,221,6396,2075,1825,171,44,4112,71,103,170,4284,1429,200,5914,1288,1621,168,33,3110,51,94,145,3253,2169,202,5620,489,915,87,15,1499,14,30,43,1541,3542,199,5290,99,402,37,11,552,0,7,7,553,4020,233,4817,29,151,14,12,207,0,3,3,208,9274,689,10172,25119,24542,2459,686
50503,683,2534,208,3431,29,109,10,7,149,0,4,6,157,2074,164,2392,10,40,3,3,56,0,6,6,60,3645,537,4244,19016,20228,1842,686,41778,1801,2096,3895,45676,24079,4271,74025,386,2825,99,64,3362,141,571,707,4074,2468,226,6765,2024,2628,178,95,4919,207,219,422,5338,959,261,6559,2713,1863,345,103,5029,143,136,282,5312,1339,304,6958,2522,2614,565,110,5808,119,184,303,6109,1755,318,8181,2631,3130,319,93,6173,113,177,295,6464,1725,331,8518,2639,2719,172,65,5594,94,173,266,5863,1300,238,7398,3022,2534,161,67,5781,117,131,246,6025,1161,253,7436,2861,2322,198,69,5452,120,116,235,5683,1223,245,7152,2006,1882,190,55,4134,75,94,174,4302,1502,197,6001,1142,1386,126,28,2689,71,110,173,2868,2050,150,5070,327,635,56,22,1030,19,31,47,1078,2971,167,4218,57,206,22,3,288,0,3,3,292,3100,146,3533,10,55,7,10,77,0,3,6,82,5136,585,5804,22326,24796,2437,779
50601,355,1221,128,1701,9,65,10,7,85,0,4,4,92,940,93,1122,3,12,0,4,21,0,0,0,21,1580,292,1890,7829,7733,790,268,16627,877,849,1725,18349,11111,1907,31370,144,983,45,19,1190,67,215,283,1474,1072,134,2684,804,917,68,50,1845,102,78,182,2024,517,138,2680,1203,776,172,49,2205,76,80,152,2353,749,168,3273,1278,1222,227,44,2766,75,105,183,2948,1008,194,4152,1372,1435,167,42,3011,73,116,187,3197,991,199,4384,1197,1177,74,23,2483,71,78,148,2628,654,152,3429,1071,878,71,34,2051,67,52,116,2168,508,123,2802,1008,767,85,20,1879,67,48,111,1993,566,112,2670,799,662,73,16,1551,47,41,90,1643,714,93,2445,522,603,70,12,1207,28,32,55,1263,957,90,2307,160,293,32,0,487,6,11,17,501,1466,85,2048,30,102,11,3,141,0,4,9,146,1444,77,1663,7,30,3,5,48,0,0,0,47,2007,223,2279,9587,9850,1096,325
50602,348,890,127,1365,25,54,7,3,85,0,0,0,88,748,126,957,5,20,0,3,31,0,0,0,34,1982,347,2353,8649,6467,667,240,16022,719,719,1432,17459,9160,2824,29442,76,633,40,12,758,32,92,123,879,573,70,1526,899,1095,75,38,2112,47,89,138,2249,438,166,2859,1783,976,116,48,2931,70,57,131,3061,444,268,3769,1677,1000,205,43,2933,70,83,156,3083,648,208,3940,1241,973,164,17,2400,47,66,109,2507,577,221,3311,980,829,59,12,1887,46,58,98,1985,433,127,2545,979,651,52,30,1711,42,43,82,1793,361,110,2267,897,557,48,12,1514,48,38,82,1598,366,110,2084,726,525,60,8,1308,41,35,73,1390,477,111,1977,485,448,44,17,990,18,26,46,1030,706,89,1831,194,254,25,3,477,3,10,20,497,1085,70,1644,34,103,7,3,147,0,3,3,153,1082,84,1327,4,32,0,0,48,0,0,0,48,2068,266,2374,9977,8080,907,248
50603,456,1585,88,2126,23,87,4,4,125,0,3,3,124,1291,95,1511,4,30,6,3,43,0,6,4,48,3259,450,3758,8937,9694,757,309,19699,834,1367,2201,21902,15164,2005,39065,83,1174,44,13,1316,34,245,276,1587,1352,80,3017,868,1669,90,67,2696,68,138,204,2898,704,165,3773,1365,1117,117,65,2658,101,75,175,2837,596,202,3630,1321,1074,178,46,2617,85,84,171,2784,736,191,3710,1230,1291,151,31,2704,59,69,124,2825,846,154,3832,1277,1151,60,32,2509,68,95,165,2671,688,116,3477,1212,1053,49,23,2340,43,64,103,2445,594,100,3135,1081,872,59,16,2030,48,53,94,2130,630,88,2840,899,812,77,24,1815,38,39,76,1891,749,104,2743,556,717,66,13,1347,30,31,62,1412,1130,61,2600,212,368,25,4,614,7,11,16,626,1663,76,2369,29,132,15,7,183,0,3,3,187,1801,65,2053,12,60,5,6,80,0,0,0,85,3457,509,4047,10135,11503,933,336
50604,494,1881,124,2500,20,88,7,7,128,0,3,3,129,1499,97,1726,10,23,4,0,33,0,0,0,32,2692,392,3117,11113,11129,928,415,23597,1208,1307,2513,26111,17680,2376,46160,185,1309,47,21,1563,75,318,388,1953,1642,167,3753,1022,1503,96,70,2696,126,164,294,2980,856,197,4035,1379,1071,133,67,2647,100,86,189,2843,1025,230,4095,1434,1266,198,58,2961,82,119,202,3170,1355,246,4772,1579,1555,175,52,3357,92,125,217,3575,1406,229,5207,1512,1423,93,48,3082,95,116,208,3291,1054,176,4521,1527,1259,75,42,2898,85,77,160,3059,848,172,4082,1482,1064,80,43,2662,75,81,155,2817,887,158,3865,1097,957,92,22,2171,55,62,125,2296,1005,105,3405,662,761,71,21,1519,42,55,98,1620,1441,116,3173,230,378,31,4,646,11,11,23,673,2005,114,2787,49,128,9,7,197,0,4,4,200,2125,110,2434,7,52,4,7,70,0,0,6,70,3464,391,3928,12170,12717,1106,474
50605,381,1193,99,1677,13,75,6,0,91,0,0,3,96,1010,80,1189,6,32,3,0,37,0,0,3,37,1860,239,2135,5782,6160,522,195,12663,436,511,942,13610,8564,1325,23501,104,747,34,17,903,32,142,173,1072,622,64,1759,450,626,42,28,1144,40,29,64,1212,192,51,1460,611,388,71,19,1090,16,35,49,1135,270,84,1496,614,570,121,16,1328,23,26,51,1374,372,69,1824,655,761,96,20,1534,21,40,60,1594,385,92,2069,730,767,50,21,1562,36,27,61,1627,300,66,1995,862,637,55,20,1573,26,28,61,1635,304,62,1992,822,644,74,19,1559,20,25,44,1600,305,64,1969,699,570,69,4,1344,28,22,46,1397,431,83,1911,434,511,67,9,1014,19,13,30,1045,685,50,1782,174,258,31,9,479,0,6,9,487,1106,50,1637,41,136,3,0,181,0,3,3,189,1384,66,1627,7,41,7,3,54,0,0,0,54,2400,201,2657,6213,6657,719,182
50606,105,338,23,460,7,14,0,0,25,0,0,0,25,240,15,285,3,10,0,0,10,0,0,0,14,377,32,422,2755,2850,259,65,5938,264,233,496,6429,3189,533,10149,102,447,22,7,578,28,66,92,667,316,20,1013,296,317,32,9,650,24,13,42,694,132,47,872,433,334,72,11,849,13,23,32,885,256,47,1184,428,478,92,23,1031,18,28,43,1071,311,54,1434,443,482,53,14,984,11,25,38,1026,244,55,1327,396,352,20,12,779,11,16,23,800,200,45,1043,402,331,34,8,770,10,18,26,795,158,35,989,402,328,36,6,774,11,8,21,795,180,44,1019,318,278,30,12,632,12,19,25,657,225,36,921,172,208,28,5,407,3,7,14,426,322,39,781,52,93,14,4,167,0,0,0,166,419,20,603,8,35,6,0,60,0,0,0,60,372,19,450,3,5,0,7,24,0,0,0,24,536,41,594,3452,3683,438,122
50607,300,721,63,1093,19,69,9,0,102,0,0,0,102,609,72,790,3,24,0,0,33,0,0,0,33,1513,300,1848,5000,4493,382,125,10000,289,428,721,10722,6462,1376,18564,34,485,21,6,550,4,57,69,612,452,32,1098,485,784,54,9,1333,22,58,80,1409,257,71,1741,939,401,47,16,1404,23,19,41,1446,153,69,1662,738,424,102,17,1280,32,25,55,1331,215,85,1635,597,527,93,18,1235,26,26,55,1286,261,63,1610,508,476,41,5,1029,13,25,38,1064,200,53,1317,597,440,26,7,1059,23,18,34,1097,195,46,1338,594,445,30,3,1067,18,18,33,1098,257,47,1407,505,404,45,9,957,20,31,49,1005,319,59,1380,338,389,27,8,753,11,15,28,779,556,51,1386,141,259,12,6,420,5,10,18,438,888,67,1387,29,112,5,6,152,0,6,6,155,890,70,1118,6,52,7,0,72,0,0,0,72,1806,299,2170,5515,5187,496,109
50701,450,1478,142,2061,10,96,11,8,123,0,3,3,123,1191,104,1415,10,27,8,10,54,0,0,5,54,2361,456,2872,11205,11411,1079,366,24057,805,1052,1858,25915,13117,2571,41605,188,1435,41,28,1692,39,272,309,2001,1042,82,3117,1235,1496,87,53,2870,73,113,186,3058,490,147,3696,1964,1078,197,45,3285,78,59,141,3425,526,175,4124,1856,1552,344,49,3808,68,88,156,3960,833,197,4992,1598,1841,258,32,3730,59,90,156,3887,842,174,4901,1632,1649,100,30,3405,52,77,124,3534,656,134,4330,1654,1415,77,30,3177,48,64,117,3293,567,140,4005,1554,1229,119,26,2936,56,71,117,3052,655,109,3818,1158,1112,119,29,2410,38,49,88,2500,823,117,3440,712,879,84,23,1707,27,51,80,1784,1186,93,3064,234,406,31,5,677,6,13,17,691,1788,83,2572,32,151,15,4,204,0,5,10,217,1852,99,2163,4,59,3,3,68,0,0,0,71,3131,346,3550,13829,14300,1470,369
50702,312,682,74,1073,7,64,5,0,78,0,0,0,82,592,84,760,4,23,0,4,32,5,0,5,35,1398,280,1711,4066,4294,396,116,8881,234,312,549,9430,5295,1422,16148,43,449,14,8,517,10,84,88,603,373,36,1016,267,566,37,17,883,16,44,54,937,142,75,1154,613,359,52,16,1040,19,21,44,1086,132,92,1301,617,394,124,12,1148,15,18,37,1186,185,88,1460,474,538,102,13,1128,13,14,31,1156,213,86,1458,461,531,35,5,1032,12,17,31,1064,183,58,1313,558,480,25,5,1068,20,16,37,1110,184,69,1359,600,499,41,18,1156,13,17,31,1186,244,55,1483,519,485,50,4,1065,23,15,38,1109,287,47,1447,306,486,44,6,842,14,17,27,862,473,52,1382,124,248,23,4,395,0,10,5,404,767,56,1228,27,115,9,3,155,0,8,8,164,876,53,1089,10,42,6,0,53,0,0,0,53,1720,181,1951,4620,5198,565,102
50703,86,484,65,631,7,14,0,0,20,0,0,0,23,395,33,445,0,4,0,0,9,0,0,0,14,663,97,768,3749,3430,359,162,7704,495,456,950,8651,5063,1056,14770,79,433,21,19,546,41,99,141,688,482,67,1230,428,496,36,20,977,56,53,107,1081,264,66,1413,631,504,93,28,1259,48,51,99,1351,378,102,1830,624,620,117,23,1386,38,57,103,1485,465,80,2032,671,664,86,19,1437,37,56,91,1529,491,107,2120,581,521,26,16,1147,24,28,54,1200,316,59,1577,556,447,29,15,1044,30,30,66,1114,270,63,1447,461,363,61,11,896,23,17,40,932,280,52,1271,361,294,38,4,696,17,24,44,736,371,53,1158,207,211,18,8,440,22,11,32,472,421,53,946,62,95,14,3,177,0,5,6,178,610,40,828,14,24,0,0,41,0,0,0,40,521,26,586,0,3,0,3,13,0,0,0,10,839,66,920,4675,4678,535,162
50704,740,2068,124,2935,47,138,7,0,202,0,4,4,206,1703,119,2025,14,62,5,6,81,0,3,8,89,4595,723,5410,10125,12024,878,262,23292,569,964,1528,24820,16738,2206,43760,105,1564,50,24,1749,21,262,283,2027,1257,81,3370,840,1543,74,31,2495,34,103,140,2633,455,91,3175,1429,651,114,25,2210,43,36,80,2298,292,104,2689,1174,927,218,28,2350,27,49,72,2423,464,106,2994,1170,1425,169,18,2781,40,65,105,2884,617,94,3592,1250,1521,85,20,2870,46,66,117,2988,596,94,3678,1473,1347,75,16,2906,61,66,117,3026,567,93,3682,1521,1286,90,21,2916,36,57,91,3012,606,102,3722,1300,1182,106,15,2601,33,53,87,2687,840,100,3626,773,1020,109,14,1917,15,43,55,1977,1422,91,3487,284,626,56,12,983,7,23,28,1011,2352,101,3462,75,245,20,8,343,0,6,6,351,2543,91,2978,10,94,7,5,122,0,0,0,122,5216,410,5750,11404,13430,1172,234
50705,357,2008,171,2531,12,71,6,3,97,0,8,8,101,1776,142,2017,9,27,5,9,51,5,8,5,57,3091,473,3624,11469,12270,1186,372,25292,1335,1460,2794,28083,17876,3420,49379,287,1791,61,28,2163,102,382,482,2651,1419,184,4249,1257,1385,128,60,2833,127,118,246,3078,652,236,3968,1444,1158,271,59,2932,92,107,192,3127,946,257,4329,1469,1519,285,73,3339,66,111,179,3519,1259,270,5046,1518,1689,189,44,3440,92,112,203,3646,1139,245,5029,1573,1549,130,30,3288,87,123,208,3495,817,176,4490,1786,1499,111,32,3428,78,84,164,3588,783,190,4568,1738,1401,150,43,3329,88,82,171,3501,898,179,4572,1338,1241,154,39,2775,47,71,111,2888,1213,140,4241,681,874,131,14,1694,44,64,105,1801,1634,127,3559,190,395,46,12,640,3,29,34,675,2314,125,3106,22,114,9,5,154,0,4,4,151,2364,131,2648,6,41,3,6,53,0,4,3,59,3924,512,4495,13320,14655,1668,431
50901,450,1345,164,1960,55,112,15,7,191,0,4,4,193,1173,139,1505,16,38,5,15,88,0,0,4,84,2329,338,2760,4986,6363,645,211,12201,283,268,550,12753,9570,1884,24203,147,647,33,26,851,21,76,95,944,670,118,1735,447,349,38,18,855,24,26,52,905,232,75,1216,487,405,95,20,1006,18,20,39,1052,319,81,1446,401,580,99,16,1090,19,23,37,1130,398,131,1660,467,720,55,15,1255,8,25,39,1290,334,100,1724,591,743,51,11,1400,18,17,41,1436,263,114,1813,713,729,53,12,1507,22,25,47,1553,307,141,2002,764,734,96,29,1628,19,15,34,1656,365,136,2152,685,738,93,16,1534,17,30,50,1582,552,154,2285,440,725,87,19,1274,12,23,39,1309,900,118,2330,186,387,50,9,631,4,9,9,646,1400,141,2180,61,162,14,15,250,0,0,0,255,1511,132,1894,23,67,17,6,121,0,0,0,121,2776,323,3217,5415,6983,782,218
50902,464,1223,179,1864,63,147,16,12,228,0,0,4,234,1002,127,1363,27,75,6,12,118,0,0,0,117,1735,266,2118,4846,5105,520,206,10684,352,296,643,11325,8625,1994,21947,138,411,25,21,589,30,47,72,657,524,117,1293,391,234,35,27,681,28,14,45,722,182,106,1017,453,289,67,17,813,16,15,34,848,273,116,1242,405,399,84,29,912,18,20,42,955,334,146,1436,442,565,61,11,1081,10,22,40,1121,300,138,1561,476,519,42,16,1051,15,26,40,1090,234,163,1488,638,532,55,18,1239,31,26,50,1289,252,176,1717,704,608,58,23,1392,33,30,60,1456,338,193,1991,673,632,74,13,1390,24,21,45,1437,550,221,2199,511,611,85,15,1220,17,22,44,1258,802,176,2232,197,309,51,15,572,8,13,21,591,1273,178,2035,69,152,10,6,245,0,4,4,246,1312,160,1720,35,93,9,14,151,0,0,0,151,2068,363,2577,5121,5343,651,217
50903,187,352,66,601,26,44,4,4,72,0,0,0,72,280,40,398,16,29,5,9,57,0,0,0,65,662,133,857,1811,1908,231,94,4039,115,83,192,4234,2879,804,7921,36,112,7,7,158,7,18,18,179,198,46,425,140,105,10,4,257,8,8,8,265,67,47,379,186,97,31,7,317,8,6,13,324,100,48,475,126,168,31,17,337,4,5,15,351,113,54,515,142,234,25,7,404,9,10,21,421,87,68,581,176,198,20,3,398,3,7,12,409,71,49,531,224,189,11,8,436,6,7,12,446,82,70,595,241,194,27,4,464,11,6,12,478,123,60,654,242,219,38,7,501,13,4,18,520,153,61,735,191,196,38,5,425,5,14,18,434,238,52,729,90,118,14,4,232,3,5,6,235,351,53,643,37,65,13,5,114,0,0,0,123,358,51,533,21,40,3,8,68,0,0,0,68,709,147,927,1847,1923,267,79
51001,134,222,64,425,13,23,3,4,42,0,0,0,41,179,32,249,8,7,0,0,12,0,0,0,12,214,60,286,4200,1975,340,180,6704,323,187,510,7215,4108,1743,13065,97,226,4,13,353,24,34,59,404,558,144,1110,306,161,18,19,494,32,27,51,548,429,179,1161,608,205,45,27,887,26,17,47,933,397,215,1538,579,284,102,27,990,29,26,56,1041,404,303,1755,562,294,44,20,929,28,19,48,973,342,214,1528,446,253,33,11,744,22,16,38,779,294,178,1250,481,183,27,12,703,12,20,31,738,260,175,1175,452,171,26,12,663,8,16,23,691,265,180,1133,398,133,40,11,589,5,6,18,598,266,152,1023,314,121,26,16,477,0,5,13,489,258,115,862,114,79,20,0,216,3,0,4,222,240,93,551,31,28,0,3,65,0,0,0,65,213,54,331,7,19,0,5,33,0,0,3,33,252,76,366,4399,2168,392,174
51002,46,82,30,156,9,3,0,0,18,0,0,0,18,43,9,71,3,0,0,0,6,0,0,0,6,58,19,81,2837,1252,296,108,4495,196,123,321,4811,1794,1227,7833,79,138,10,8,244,13,21,36,276,206,72,556,285,81,32,19,422,13,12,28,449,119,124,694,507,145,59,19,730,10,14,28,760,171,195,1126,496,244,87,18,844,11,12,21,866,207,212,1281,445,249,56,17,767,20,15,32,801,192,176,1165,353,155,27,11,551,11,10,19,573,96,127,798,314,102,29,5,448,6,4,11,459,103,108,666,282,83,22,5,393,13,3,15,413,108,118,634,217,68,18,11,312,10,7,20,328,131,95,549,137,54,20,7,219,4,7,10,228,104,59,392,51,17,7,0,71,0,0,0,71,104,23,202,9,10,0,0,23,0,0,0,19,64,18,103,3,0,0,0,5,0,0,0,5,76,16,101,3182,1352,363,118
51003,45,80,31,157,5,5,0,0,11,0,0,0,8,47,5,67,4,7,0,0,9,0,0,0,9,43,16,66,3708,1874,390,104,6081,253,165,418,6494,2188,1108,9797,70,219,13,10,319,15,23,35,351,205,84,637,309,88,21,17,433,11,12,23,459,100,126,686,466,171,72,16,726,9,13,21,748,190,194,1133,516,355,113,14,999,19,17,36,1033,271,231,1532,539,415,66,21,1034,5,13,18,1057,222,209,1485,442,267,34,3,748,16,8,23,769,121,158,1054,435,235,26,9,710,10,9,18,727,105,128,960,390,128,36,8,557,9,8,19,577,110,124,811,249,95,30,6,381,4,3,12,390,89,90,572,159,74,27,0,259,3,0,5,268,94,82,439,49,36,4,0,88,0,0,0,87,99,25,217,5,17,4,0,23,0,0,0,23,64,25,114,0,4,0,0,4,0,0,0,4,75,13,90,3646,2096,443,106
51101,96,281,43,417,9,38,7,0,52,0,0,0,50,270,45,365,7,13,0,4,24,0,0,0,24,490,67,584,1350,1626,196,50,3218,68,69,136,3356,2227,702,6286,59,128,10,8,204,3,12,10,215,149,36,403,132,100,19,7,263,8,8,8,276,49,34,359,161,102,29,3,300,5,6,13,310,104,25,441,102,198,30,6,338,5,6,4,345,109,49,498,126,199,14,9,349,7,9,9,359,81,59,496,155,167,18,4,344,6,3,4,353,74,47,471,205,156,17,3,383,0,9,6,391,68,51,510,208,170,25,8,409,6,0,11,418,79,45,540,173,172,30,9,376,0,3,3,385,114,41,536,112,123,24,5,266,0,5,8,269,203,47,520,49,77,7,0,138,0,3,0,136,264,37,439,19,23,0,0,37,0,0,0,39,309,52,399,9,15,5,3,38,0,0,0,38,611,76,727,1506,1633,236,70
51102,66,137,32,237,8,7,3,0,17,0,0,0,17,116,15,149,3,7,0,0,10,0,0,0,14,137,29,176,1084,745,126,40,2000,58,41,101,2095,1044,457,3595,25,66,3,5,100,5,3,7,107,63,35,203,100,60,12,8,183,0,0,7,190,37,56,285,149,86,12,5,261,3,4,4,265,46,48,360,151,95,20,3,271,0,4,4,271,78,53,404,101,112,15,0,235,0,6,6,244,50,50,344,132,81,3,7,219,6,0,6,226,30,30,291,139,78,3,9,226,0,0,0,231,31,40,298,141,60,14,0,215,10,5,15,231,49,36,318,130,77,13,6,225,8,0,3,232,63,36,332,77,74,13,0,157,0,3,3,161,82,36,283,51,26,3,3,80,0,5,5,86,113,23,221,11,16,3,0,32,0,0,0,32,131,28,191,6,4,0,0,9,0,0,0,9,181,44,239,1219,825,122,51
51103,124,312,69,503,19,23,0,3,44,0,0,0,44,201,38,284,5,9,0,0,18,0,0,0,18,399,70,484,4331,2905,367,153,7753,347,261,610,8364,4124,1539,14028,167,302,14,7,495,24,30,61,550,342,116,1013,515,189,27,25,750,31,13,47,799,233,164,1194,600,228,55,22,909,21,21,39,946,292,207,1445,504,363,72,16,960,14,8,25,983,314,170,1461,508,357,50,13,919,30,15,45,965,301,172,1435,504,279,27,13,819,16,8,29,843,220,138,1207,589,233,27,15,857,11,10,20,882,176,122,1176,530,253,38,14,829,23,7,25,855,206,136,1196,460,235,36,11,742,16,7,22,758,221,130,1112,286,197,38,7,535,8,10,17,549,292,117,949,104,108,8,0,223,3,0,4,223,320,77,625,22,35,0,0,60,0,0,0,60,310,42,416,3,12,0,3,25,0,0,0,25,462,73,559,4782,2788,403,141
