SA3_CODE_2021,C16_F_65_69_Tot_LF,C16_F_65_69_Not_LF,C16_F_65_69_LF_NS,C16_F_65_69_Tot,C16_F_70_74_Em_FT,C16_F_70_74_Em_PT,C16_F_70_74_Em_AFW,C16_F_70_74_Em_Hrs_NS,C16_F_70_74_Em_Tot,C16_F_70_74_Unem_Look_FT,C16_F_70_74_Unem_Look_PT,C16_F_70_74_Unem_Tot,C16_F_70_74_Tot_LF,C16_F_70_74_Not_LF,C16_F_70_74_LF_NS,C16_F_70_74_Tot,C16_F_75over_Em_FT,C16_F_75over_Em_PT,C16_F_75over_Emp_A_fr_wo,C16_F_75over_Em_Hou_wor_ns,C16_F_75over_Em_Tot,C16_F_75over_Unem_Lo_ft_wor,C16_F_75over_Unem_Lo_pt_wor,C16_F_75over_Unem_Tot,C16_F_75over_Tot_LF,C16_F_75over_N_lab_forc,C16_F_75over_LF_NS,C16_F_75over_Tot,C16_F_Tot_Em_FT,C16_F_Tot_Em_PT,C16_F_Tot_Em_AFW,C16_F_Tot_Em_Hrs_NS,C16_F_Tot_Em_Tot,C16_F_Tot_Unem_Look_FT,C16_F_Tot_Unem_Look_PT,C16_F_Tot_Unem_Tot,C16_F_Tot_Tot_labo_for,C16_F_Tot_Not_LF,C16_F_Tot_LF_NS,C16_F_Tot_Tot,C21_F_15_19_Em_FT,C21_F_15_19_Em_PT,C21_F_15_19_Em_AFW,C21_F_15_19_Em_Hrs_NS,C21_F_15_19_Em_Tot,C21_F_15_19_Unem_Look_FT,C21_F_15_19_Unem_Look_PT,C21_F_15_19_Unem_Tot,C21_F_15_19_Tot_LF,C21_F_15_19_Not_LF,C21_F_15_19_LF_NS,C21_F_15_19_Tot,C21_F_20_24_Em_FT,C21_F_20_24_Em_PT,C21_F_20_24_Em_AFW,C21_F_20_24_Em_Hrs_NS,C21_F_20_24_Em_Tot,C21_F_20_24_Unem_Look_FT,C21_F_20_24_Unem_Look_PT,C21_F_20_24_Unem_Tot,C21_F_20_24_Tot_LF,C21_F_20_24_Not_LF,C21_F_20_24_LF_NS,C21_F_20_24_Tot,C21_F_25_29_Em_FT,C21_F_25_29_Em_PT,C21_F_25_29_Em_AFW,C21_F_25_29_Em_Hrs_NS,C21_F_25_29_Em_Tot,C21_F_25_29_Unem_Look_FT,C21_F_25_29_Unem_Look_PT,C21_F_25_29_Unem_Tot,C21_F_25_29_Tot_LF,C21_F_25_29_Not_LF,C21_F_25_29_LF_NS,C21_F_25_29_Tot,C21_F_30_34_Em_FT,C21_F_30_34_Em_PT,C21_F_30_34_Em_AFW,C21_F_30_34_Em_Hrs_NS,C21_F_30_34_Em_Tot,C21_F_30_34_Unem_Look_FT,C21_F_30_34_Unem_Look_PT,C21_F_30_34_Unem_Tot,C21_F_30_34_Tot_LF,C21_F_30_34_Not_LF,C21_F_30_34_LF_NS,C21_F_30_34_Tot,C21_F_35_39_Em_FT,C21_F_35_39_Em_PT,C21_F_35_39_Em_AFW,C21_F_35_39_Em_Hrs_NS,C21_F_35_39_Em_Tot,C21_F_35_39_Unem_Look_FT,C21_F_35_39_Unem_Look_PT,C21_F_35_39_Unem_Tot,C21_F_35_39_Tot_LF,C21_F_35_39_Not_LF,C21_F_35_39_LF_NS,C21_F_35_39_Tot,C21_F_40_44_Em_FT,C21_F_40_44_Em_PT,C21_F_40_44_Em_AFW,C21_F_40_44_Em_Hrs_NS,C21_F_40_44_Em_Tot,C21_F_40_44_Unem_Look_FT,C21_F_40_44_Unem_Look_PT,C21_F_40_44_Unem_Tot,C21_F_40_44_Tot_LF,C21_F_40_44_Not_LF,C21_F_40_44_LF_NS,C21_F_40_44_Tot,C21_F_45_49_Em_FT,C21_F_45_49_Em_PT,C21_F_45_49_Em_AFW,C21_F_45_49_Em_Hrs_NS,C21_F_45_49_Em_Tot,C21_F_45_49_Unem_Look_FT,C21_F_45_49_Unem_Look_PT,C21_F_45_49_Unem_Tot,C21_F_45_49_Tot_LF,C21_F_45_49_Not_LF,C21_F_45_49_LF_NS,C21_F_45_49_Tot,C21_F_50_54_Em_FT,C21_F_50_54_Em_PT,C21_F_50_54_Em_AFW,C21_F_50_54_Em_Hrs_NS,C21_F_50_54_Em_Tot,C21_F_50_54_Unem_Look_FT,C21_F_50_54_Unem_Look_PT,C21_F_50_54_Unem_Tot,C21_F_50_54_Tot_LF,C21_F_50_54_Not_LF,C21_F_50_54_LF_NS,C21_F_50_54_Tot,C21_F_55_59_Em_FT,C21_F_55_59_Em_PT,C21_F_55_59_Em_AFW,C21_F_55_59_Em_Hrs_NS,C21_F_55_59_Em_Tot,C21_F_55_59_Unem_Look_FT,C21_F_55_59_Unem_Look_PT,C21_F_55_59_Unem_Tot,C21_F_55_59_Tot_LF,C21_F_55_59_Not_LF,C21_F_55_59_LF_NS,C21_F_55_59_Tot,C21_F_60_64_Em_FT,C21_F_60_64_Em_PT,C21_F_60_64_Em_AFW,C21_F_60_64_Em_Hrs_NS,C21_F_60_64_Em_Tot,C21_F_60_64_Unem_Look_FT,C21_F_60_64_Unem_Look_PT,C21_F_60_64_Unem_Tot,C21_F_60_64_Tot_LF,C21_F_60_64_Not_LF,C21_F_60_64_LF_NS,C21_F_60_64_Tot,C21_F_65_69_Em_FT,C21_F_65_69_Em_PT,C21_F_65_69_Em_AFW,C21_F_65_69_Em_Hrs_NS,C21_F_65_69_Em_Tot,C21_F_65_69_Unem_Look_FT,C21_F_65_69_Unem_Look_PT,C21_F_65_69_Unem_Tot,C21_F_65_69_Tot_LF,C21_F_65_69_Not_LF,C21_F_65_69_LF_NS,C21_F_65_69_Tot,C21_F_70_74_Em_FT,C21_F_70_74_Em_PT,C21_F_70_74_Em_AFW,C21_F_70_74_Em_Hrs_NS,C21_F_70_74_Em_Tot,C21_F_70_74_Unem_Look_FT,C21_F_70_74_Unem_Look_PT,C21_F_70_74_Unem_Tot,C21_F_70_74_Tot_LF,C21_F_70_74_Not_LF,C21_F_70_74_LF_NS,C21_F_70_74_Tot,C21_F_75over_Em_FT,C21_F_75over_Em_PT,C21_F_75over_Emp_Aw_fr_w,C21_F_75over_Emp_Hou_w_ns,C21_F_75over_Em_Tot,C21_F_75over_Unem_Lo_ft_wor,C21_F_75over_Unem_Lo_pt_wor,C21_F_75over_Unemp_Tot,C21_F_75over_Tot_lab_for,C21_F_75over_N_lab_forc,C21_F_75over_LF_NS,C21_F_75over_yr_Tot,C21_F_Tot_Em_FT,C21_F_Tot_Em_PT,C21_F_Tot_Em_AFW,C21_F_Tot_Em_Hrs_NS
50101,343,1137,113,1595,16,67,4,4,90,0,3,3,96,962,88,1143,18,39,5,12,62,0,0,0,62,1723,302,2087,3998,6282,578,179,11035,254,332,578,11618,7630,1534,20782,137,709,62,14,924,11,58,67,995,381,76,1450,285,322,36,13,654,9,12,27,678,114,60,857,431,399,69,15,913,9,15,21,937,201,97,1232,443,606,98,13,1164,15,25,43,1207,311,95,1612,510,928,106,30,1571,10,31,36,1608,375,130,2110,599,967,91,25,1675,17,21,41,1718,266,101,2085,700,921,67,19,1702,17,24,41,1745,232,110,2082,707,782,88,15,1588,17,22,38,1627,253,103,1985,540,697,100,15,1344,12,25,41,1388,389,102,1881,319,691,113,14,1134,3,23,37,1170,841,92,2098,106,346,36,7,495,5,7,14,506,1383,92,1980,34,138,24,8,200,0,5,5,202,1482,116,1803,14,55,0,10,83,0,0,0,81,2409,203,2694,4826,7553,880,186
50102,501,2143,230,2874,19,111,7,9,142,0,0,3,148,1622,180,1947,8,51,5,8,71,0,0,0,73,3133,478,3685,8342,11330,988,343,21011,800,935,1737,22743,15796,3005,41540,318,1339,78,39,1776,81,204,284,2060,1082,149,3289,923,746,91,46,1812,61,72,136,1942,448,158,2544,1043,768,149,26,1978,60,44,106,2088,698,190,2977,934,1107,202,28,2265,46,61,103,2376,830,172,3373,941,1459,137,43,2578,44,64,107,2681,687,148,3524,1098,1343,87,32,2564,38,72,108,2667,594,155,3416,1309,1313,99,36,2760,44,58,105,2861,533,159,3555,1364,1286,121,35,2803,48,59,102,2909,721,170,3795,1063,1146,150,26,2390,43,43,80,2467,994,168,3630,650,938,147,19,1744,42,52,99,1850,1677,174,3694,173,479,57,13,713,11,9,20,736,2266,164,3164,36,183,14,3,230,0,0,0,235,2471,151,2858,14,65,13,6,101,0,4,4,104,3903,488,4499,9859,12163,1340,361
50103,210,550,67,837,23,60,5,3,92,0,0,0,92,476,59,627,11,30,9,8,53,0,0,0,53,740,164,957,1833,2439,255,90,4615,126,124,246,4868,3694,820,9377,67,220,3,19,306,9,24,32,330,245,50,629,120,108,16,4,251,8,9,11,261,82,34,379,125,135,23,15,287,8,4,12,301,120,29,449,142,206,37,8,394,11,6,18,406,133,30,573,169,260,28,12,464,8,6,11,479,142,47,672,237,241,18,8,507,16,7,20,527,98,62,682,273,278,27,11,581,10,7,19,595,102,51,755,277,303,26,11,618,5,8,17,639,156,73,859,294,324,47,8,673,16,8,23,701,268,63,1026,201,312,52,8,560,10,14,29,587,366,78,1036,75,166,25,8,276,0,3,4,280,650,68,1004,30,75,8,3,119,0,0,0,119,610,54,789,29,43,3,10,77,0,0,0,78,990,121,1189,2022,2678,318,104
50201,469,2759,206,3428,17,98,5,5,131,0,9,6,135,2463,197,2803,8,41,5,6,67,0,5,3,73,4534,519,5126,7143,9209,825,304,17484,1014,1026,2047,19531,18865,2593,40991,177,1273,51,38,1540,62,198,267,1807,1018,152,2971,732,985,96,42,1854,101,72,175,2029,495,171,2686,818,718,139,34,1710,67,68,129,1842,695,153,2692,701,994,152,33,1885,57,83,135,2017,837,168,3020,848,1138,124,26,2138,56,65,122,2258,785,184,3228,957,1043,80,28,2106,66,68,127,2233,644,143,3019,1183,1084,78,44,2394,65,74,137,2532,589,193,3308,1205,1090,127,24,2446,75,60,137,2578,792,148,3521,1040,1096,153,27,2315,66,59,125,2442,1091,158,3690,587,940,132,21,1679,47,73,120,1804,1918,154,3875,179,426,42,13,660,5,25,30,692,3105,146,3940,23,154,13,3,197,3,8,6,207,3416,170,3793,10,53,5,11,78,4,0,0,83,5747,709,6544,8465,11005,1191,347
50301,597,1144,107,1845,40,162,11,6,216,0,9,9,221,1188,96,1504,12,112,0,6,138,0,0,0,140,2867,330,3339,5882,7828,543,223,14479,280,686,964,15445,11607,1689,28745,45,1184,67,12,1303,9,202,210,1512,1380,84,2978,463,1330,84,28,1908,27,82,102,2013,486,100,2595,869,445,59,16,1388,30,23,51,1439,233,89,1762,656,428,121,18,1227,24,26,50,1273,308,69,1657,617,737,97,13,1465,18,32,49,1516,409,62,1987,741,810,50,14,1618,25,37,58,1681,416,55,2159,978,902,34,19,1934,42,43,88,2019,430,56,2501,1000,998,52,21,2075,38,29,62,2139,508,77,2724,782,783,61,8,1634,15,31,48,1679,610,62,2355,436,677,60,7,1185,11,29,42,1227,939,78,2244,175,434,35,8,649,3,4,5,656,1251,81,1985,64,235,19,4,324,0,9,7,332,1517,81,1928,27,150,13,16,207,0,0,0,205,3432,305,3944,6852,9111,761,179
50302,650,1240,170,2064,37,125,16,9,185,0,8,6,190,1015,125,1330,21,49,6,3,76,5,0,3,82,2912,429,3422,14022,10513,1053,336,25924,796,981,1781,27709,12392,4267,44366,87,957,52,15,1114,9,147,152,1265,820,76,2165,1219,1873,107,67,3267,74,122,202,3467,581,283,4333,3236,1546,137,62,4976,80,94,175,5150,535,399,6087,3094,1530,323,71,5016,79,80,167,5182,644,350,6174,2118,1524,246,51,3941,60,60,125,4060,689,266,5009,1621,1218,108,23,2971,70,71,143,3112,533,174,3819,1487,1103,55,19,2665,64,37,104,2770,459,138,3366,1431,971,60,24,2479,60,43,104,2587,462,135,3186,1177,830,95,18,2122,55,39,90,2210,636,128,2981,680,745,72,10,1511,33,37,69,1581,1051,108,2741,267,489,51,8,820,5,7,12,833,1492,145,2477,63,230,5,6,305,0,7,3,305,1597,106,2010,18,94,5,3,117,0,3,5,122,3278,345,3754,16491,13116,1324,366
50401,493,1390,126,2011,25,85,7,0,116,3,3,7,115,1267,125,1502,10,25,0,3,39,0,0,0,39,2797,523,3363,9482,8372,775,268,18896,674,794,1472,20366,11598,2259,34225,69,793,25,23,904,17,158,170,1074,714,69,1859,750,1055,64,44,1913,55,71,127,2044,299,96,2430,1573,805,110,42,2524,62,49,112,2640,385,154,3183,1573,1054,245,37,2909,54,56,116,3025,562,148,3738,1259,1222,186,29,2699,49,62,106,2805,607,159,3572,1120,1044,69,24,2256,44,64,108,2360,415,111,2886,1242,894,54,22,2220,55,75,127,2345,392,111,2851,1144,772,56,19,1987,45,41,84,2075,437,100,2607,930,749,80,19,1773,36,38,75,1845,583,83,2510,616,650,66,7,1337,32,40,72,1409,934,78,2425,222,382,34,5,645,6,16,21,667,1563,71,2297,57,131,17,0,207,0,0,5,207,1730,67,2005,16,54,4,3,76,0,0,0,78,3342,310,3728,10561,9605,1012,270
50402,301,924,76,1307,19,62,3,0,90,3,0,3,94,731,76,896,6,22,4,0,34,0,0,0,38,1205,160,1399,3920,4578,374,122,9000,283,330,617,9614,6056,949,16617,94,572,26,9,700,14,69,80,787,431,40,1260,348,390,39,18,787,26,18,42,832,124,44,1002,370,259,56,13,706,15,18,35,747,159,60,962,376,366,98,7,846,17,18,37,879,256,52,1190,403,454,63,14,936,13,28,39,981,242,51,1276,467,492,38,5,998,12,18,34,1030,238,54,1325,560,501,26,14,1102,23,28,48,1147,223,59,1435,657,533,61,15,1264,15,26,40,1306,262,50,1613,546,525,62,15,1148,12,24,38,1189,354,40,1585,343,446,54,3,845,21,15,36,885,547,68,1492,115,234,21,8,378,4,4,9,391,876,55,1319,23,101,5,0,131,0,4,4,129,1049,44,1222,9,45,8,0,56,0,0,0,57,1626,217,1898,4312,4910,547,126
50403,523,1692,174,2381,24,109,9,5,151,0,4,0,150,1370,141,1664,16,37,8,8,63,0,0,0,63,2200,441,2703,13944,13069,1172,453,28643,1284,1295,2578,31224,16713,3259,51189,249,1814,60,55,2170,89,339,427,2597,1673,173,4442,1470,1665,111,87,3333,143,133,276,3606,739,213,4559,2123,1407,250,79,3860,114,109,222,4086,1112,255,5454,2091,1895,358,68,4404,84,121,203,4617,1444,300,6361,1987,2012,219,40,4258,106,122,230,4490,1268,248,6008,1976,1722,131,48,3879,71,90,158,4041,952,189,5187,2032,1539,117,40,3727,82,82,164,3893,884,209,4976,1990,1428,151,50,3617,82,55,142,3758,942,182,4881,1586,1303,117,32,3040,64,50,113,3151,1128,159,4440,909,943,117,26,1995,51,54,106,2100,1589,133,3823,284,462,48,13,806,13,10,24,826,2002,102,2935,56,141,14,5,224,0,3,7,226,2031,138,2399,17,65,6,6,87,0,0,0,92,3209,307,3608,16763,16392,1712,546
50501,1080,3079,180,4342,51,197,14,8,264,0,4,6,270,2206,112,2587,10,57,0,9,80,0,0,0,78,4238,362,4684,15785,20023,1597,456,37867,938,1605,2541,40407,20876,2375,63662,223,2486,80,32,2820,40,429,471,3289,1579,83,4953,1304,2051,97,44,3490,60,124,185,3678,447,102,4226,1803,975,178,34,2992,57,49,105,3097,400,135,3631,1601,1537,426,42,3615,47,65,114,3731,754,161,4641,1666,2254,329,65,4312,64,74,139,4448,854,133,5437,1940,2359,156,37,4496,56,108,171,4665,764,116,5551,2319,2306,85,33,4743,64,94,157,4901,685,129,5713,2501,2160,160,36,4858,69,68,130,4990,787,117,5891,2001,2098,231,29,4370,47,61,111,4477,1200,130,5807,1204,1860,206,27,3294,42,53,94,3388,2045,129,5571,386,850,93,16,1347,5,31,38,1383,3498,112,4993,83,344,25,5,456,0,7,9,470,3729,129,4320,13,99,6,11,126,0,5,3,135,5364,386,5879,17053,21378,2084,411
