SA3_CODE_2021,C21_CFNC_BPT_2000_2499,C21_CFNC_BPT_2500_2999,C21_CFNC_BPT_3000_3999,C21_CFNC_BPT_4000more,C21_CFNC_BPT_Ns,C21_CFNC_BPT_Tot,C21_CFNC_1F1P_Neg_ni_inc,C21_CFNC_1F1P_1_149,C21_CFNC_1F1P_150_399,C21_CFNC_1F1P_400_649,C21_CFNC_1F1P_650_799,C21_CFNC_1F1P_800_1249,C21_CFNC_1F1P_1250_1999,C21_CFNC_1F1P_2000_2499,C21_CFNC_1F1P_2500_2999,C21_CFNC_1F1P_3000_3999,C21_CFNC_1F1P_4000more,C21_CFNC_1F1P_Ns,C21_CFNC_1F1P_Tot,C21_CFNC_1E1A_Neg_ni_inc,C21_CFNC_1E1A_1_149,C21_CFNC_1E1A_150_399,C21_CFNC_1E1A_400_649,C21_CFNC_1E1A_650_799,C21_CFNC_1E1A_800_1249,C21_CFNC_1E1A_1250_1999,C21_CFNC_1E1A_2000_2499,C21_CFNC_1E1A_2500_2999,C21_CFNC_1E1A_3000_3999,C21_CFNC_1E1A_4000more,C21_CFNC_1E1A_Ns,C21_CFNC_1E1A_Tot,C21_CFNC_1F1NW_Neg_ni_inc,C21_CFNC_1F1NW_1_149,C21_CFNC_1F1NW_150_399,C21_CFNC_1F1NW_400_649,C21_CFNC_1F1NW_650_799,C21_CFNC_1F1NW_800_1249,C21_CFNC_1F1NW_1250_1999,C21_CFNC_1F1NW_2000_2499,C21_CFNC_1F1NW_2500_2999,C21_CFNC_1F1NW_3000_3999,C21_CFNC_1F1NW_4000more,C21_CFNC_1F1NW_Ns,C21_CFNC_1F1NW_Tot,C21_CFNC_1P1NW_Neg_ni_inc,C21_CFNC_1P1NW_1_149,C21_CFNC_1P1NW_150_399,C21_CFNC_1P1NW_400_649,C21_CFNC_1P1NW_650_799,C21_CFNC_1P1NW_800_1249,C21_CFNC_1P1NW_1250_1999,C21_CFNC_1P1NW_2000_2499,C21_CFNC_1P1NW_2500_2999,C21_CFNC_1P1NW_3000_3999,C21_CFNC_1P1NW_4000more,C21_CFNC_1P1NW_Ns,C21_CFNC_1P1NW_Tot,C21_CFNC_1A1NW_Neg_ni_inc,C21_CFNC_1A1NW_1_149,C21_CFNC_1A1NW_150_399,C21_CFNC_1A1NW_400_649,C21_CFNC_1A1NW_650_799,C21_CFNC_1A1NW_800_1249,C21_CFNC_1A1NW_1250_1999,C21_CFNC_1A1NW_2000_2499,C21_CFNC_1A1NW_2500_2999,C21_CFNC_1A1NW_3000_3999,C21_CFNC_1A1NW_4000more,C21_CFNC_1A1NW_Ns,C21_CFNC_1A1NW_Tot,C21_CFNC_BA_Neg_ni_inc,C21_CFNC_BA_1_149,C21_CFNC_BA_150_399,C21_CFNC_BA_400_649,C21_CFNC_BA_650_799,C21_CFNC_BA_800_1249,C21_CFNC_BA_1250_1999,C21_CFNC_BA_2000_2499,C21_CFNC_BA_2500_2999,C21_CFNC_BA_3000_3999,C21_CFNC_BA_4000more,C21_CFNC_BA_Ns,C21_CFNC_BA_Tot,C21_CFNC_BNW_Neg_ni_inc,C21_CFNC_BNW_1_149,C21_CFNC_BNW_150_399,C21_CFNC_BNW_400_649,C21_CFNC_BNW_650_799,C21_CFNC_BNW_800_1249,C21_CFNC_BNW_1250_1999,C21_CFNC_BNW_2000_2499,C21_CFNC_BNW_2500_2999,C21_CFNC_BNW_3000_3999,C21_CFNC_BNW_4000more,C21_CFNC_BNW_Ns,C21_CFNC_BNW_Tot,C21_CFNC_LFns_Neg_ni_inc,C21_CFNC_LFns_1_149,C21_CFNC_LFns_150_399,C21_CFNC_LFns_400_649,C21_CFNC_LFns_650_799,C21_CFNC_LFns_800_1249,C21_CFNC_LFns_1250_1999,C21_CFNC_LFns_2000_2499,C21_CFNC_LFns_2500_2999,C21_CFNC_LFns_3000_3999,C21_CFNC_LFns_4000more,C21_CFNC_LFns_Ns,C21_CFNC_LFns_Tot,C21_CFNC_Tot_Neg_ni_inc,C21_CFNC_Tot_1_149,C21_CFNC_Tot_150_399,C21_CFNC_Tot_400_649,C21_CFNC_Tot_650_799,C21_CFNC_Tot_800_1249,C21_CFNC_Tot_1250_1999,C21_CFNC_Tot_2000_2499,C21_CFNC_Tot_2500_2999,C21_CFNC_Tot_3000_3999,C21_CFNC_Tot_4000more,C21_CFNC_Tot_Ns,C21_CFNC_Tot_Tot,C21_CF_BFT_Neg_ni_inc,C21_CF_BFT_1_149,C21_CF_BFT_150_399,C21_CF_BFT_400_649,C21_CF_BFT_650_799,C21_CF_BFT_800_1249,C21_CF_BFT_1250_1999,C21_CF_BFT_2000_2499,C21_CF_BFT_2500_2999,C21_CF_BFT_3000_3999,C21_CF_BFT_4000more,C21_CF_BFT_Ns,C21_CF_BFT_Tot,C21_CF_BPT_Neg_ni_inc,C21_CF_BPT_1_149,C21_CF_BPT_150_399,C21_CF_BPT_400_649,C21_CF_BPT_650_799,C21_CF_BPT_800_1249,C21_CF_BPT_1250_1999,C21_CF_BPT_2000_2499,C21_CF_BPT_2500_2999,C21_CF_BPT_3000_3999,C21_CF_BPT_4000more,C21_CF_BPT_Ns,C21_CF_BPT_Tot,C21_CF_1F1P_Neg_ni_inc,C21_CF_1F1P_1_149,C21_CF_1F1P_150_399,C21_CF_1F1P_400_649,C21_CF_1F1P_650_799,C21_CF_1F1P_800_1249,C21_CF_1F1P_1250_1999,C21_CF_1F1P_2000_2499,C21_CF_1F1P_2500_2999,C21_CF_1F1P_3000_3999,C21_CF_1F1P_4000more,C21_CF_1F1P_Ns,C21_CF_1F1P_Tot,C21_CF_1E1A_Neg_ni_inc,C21_CF_1E1A_1_149,C21_CF_1E1A_150_399,C21_CF_1E1A_400_649,C21_CF_1E1A_650_799,C21_CF_1E1A_800_1249,C21_CF_1E1A_1250_1999,C21_CF_1E1A_2000_2499,C21_CF_1E1A_2500_2999,C21_CF_1E1A_3000_3999,C21_CF_1E1A_4000more,C21_CF_1E1A_Ns,C21_CF_1E1A_Tot,C21_CF_1F1NW_Neg_ni_inc,C21_CF_1F1NW_1_149,C21_CF_1F1NW_150_399,C21_CF_1F1NW_400_649,C21_CF_1F1NW_650_799,C21_CF_1F1NW_800_1249,C21_CF_1F1NW_1250_1999,C21_CF_1F1NW_2000_2499,C21_CF_1F1NW_2500_2999,C21_CF_1F1NW_3000_3999,C21_CF_1F1NW_4000more,C21_CF_1F1NW_Ns,C21_CF_1F1NW_Tot,C21_CF_1P1NW_Neg_ni_inc,C21_CF_1P1NW_1_149,C21_CF_1P1NW_150_399,C21_CF_1P1NW_400_649,C21_CF_1P1NW_650_799,C21_CF_1P1NW_800_1249,C21_CF_1P1NW_1250_1999,C21_CF_1P1NW_2000_2499,C21_CF_1P1NW_2500_2999,C21_CF_1P1NW_3000_3999,C21_CF_1P1NW_4000more,C21_CF_1P1NW_Ns
50502,170,102,77,97,7,1147,0,0,0,13,4,92,847,699,557,584,497,21,3305,0,0,0,3,6,24,86,82,86,118,120,23,554,0,3,8,9,31,263,512,323,117,186,250,25,1722,9,13,40,139,159,378,383,117,67,72,104,14,1498,0,3,9,8,9,27,38,29,9,14,17,17,186,3,0,0,0,8,5,15,22,9,33,32,21,152,386,126,132,623,1442,1653,1148,320,146,119,137,151,6397,3,6,5,8,28,14,28,10,8,6,4,1359,1468,414,159,194,828,1725,2692,3792,2602,1993,2757,2961,1669,21784,7,0,0,0,9,24,202,414,452,1119,2460,207,4893,3,0,0,10,15,92,284,171,131,169,213,52,1146,4,0,4,6,23,124,929,1001,1096,1849,2720,255,8017,0,0,0,4,0,19,109,96,157,341,436,46,1212,3,0,4,26,56,399,938,640,235,485,1059,108,3950,3,8,22,84,78,212,290,144,64,103,102,64
50503,139,53,43,29,11,755,3,0,0,6,7,90,749,627,524,463,209,32,2719,0,0,0,0,0,21,100,94,95,146,70,19,546,0,0,5,25,51,294,639,346,92,134,145,14,1749,0,15,40,123,135,352,283,68,23,25,17,22,1101,3,0,0,11,14,34,63,33,12,15,11,12,226,0,0,0,0,0,0,12,9,23,28,18,15,115,384,92,136,559,1450,1477,784,148,52,45,46,134,5306,6,5,4,0,13,18,12,4,5,9,3,1402,1472,413,115,202,753,1713,2456,3272,2401,1755,2012,1272,1674,18039,3,0,4,0,3,29,282,731,954,1754,1954,382,6112,0,0,5,5,19,109,370,207,151,161,90,61,1179,3,0,5,6,9,123,1495,1573,1759,2042,1536,339,8884,0,0,0,7,3,27,207,240,289,394,307,103,1567,0,0,7,23,61,433,1428,999,375,548,591,145,4619,3,11,17,68,76,262,374,161,97,93,66,86
50601,41,24,22,10,4,325,0,0,0,0,5,47,366,287,231,191,91,4,1231,0,0,0,0,5,11,48,44,41,51,35,9,243,4,0,0,3,25,182,315,184,46,64,63,12,900,3,6,18,60,71,161,141,34,21,14,18,6,556,0,0,5,5,5,14,20,11,3,4,9,4,87,0,0,0,0,0,4,12,11,13,19,8,5,76,179,55,67,246,671,619,347,57,33,18,20,81,2394,7,0,0,0,8,5,4,0,0,0,0,564,589,192,63,87,337,804,1126,1576,1097,803,957,566,703,8311,4,0,0,3,0,12,115,355,418,746,745,119,2525,0,0,0,5,6,46,142,75,71,62,48,19,471,5,0,0,0,3,50,688,745,722,814,504,104,3643,0,0,0,0,0,15,100,115,114,155,113,28,646,5,0,3,13,32,292,915,506,174,285,287,75,2567,3,0,4,30,33,104,165,95,24,38,25,29
50602,73,32,40,19,3,480,0,0,0,3,6,37,441,312,247,216,159,3,1422,0,0,4,0,0,10,42,45,31,39,49,6,221,5,0,0,3,17,120,282,151,58,67,135,9,848,0,3,17,45,48,129,125,39,28,11,30,4,495,0,0,0,4,5,12,34,15,9,6,4,5,98,0,0,0,0,0,3,12,7,10,12,9,7,65,130,26,37,160,391,378,257,57,34,22,20,17,1536,4,0,0,0,12,5,6,4,0,0,0,658,686,149,34,68,223,493,812,1530,1154,893,1141,1133,736,8367,0,0,0,0,4,13,53,137,178,401,604,64,1451,0,0,0,0,8,40,89,46,44,54,43,11,344,0,0,3,0,0,30,284,307,347,544,574,42,2132,0,0,0,0,0,8,40,45,63,124,117,24,422,5,0,0,9,16,152,378,304,92,139,208,33,1344,0,0,3,23,25,91,100,42,19,13,26,15
50603,69,33,34,27,3,543,0,0,6,0,3,56,409,291,210,184,126,10,1292,0,0,0,6,0,11,40,31,30,41,29,15,195,0,0,3,11,17,143,302,188,64,77,74,8,887,0,9,34,77,91,203,182,58,26,19,30,10,740,0,0,3,4,5,15,26,14,0,0,9,3,87,0,0,0,3,0,7,9,7,15,10,8,5,63,269,85,77,293,719,762,519,89,47,35,30,57,2984,0,0,0,0,7,6,3,3,5,0,0,494,517,274,96,126,416,886,1337,1818,1086,744,818,705,613,8909,0,0,0,4,5,12,131,310,390,730,1050,107,2738,0,0,0,7,11,73,187,95,69,87,79,32,643,4,0,0,5,8,50,528,550,587,843,839,130,3547,0,0,0,0,3,13,58,64,79,134,124,26,508,0,6,5,17,40,274,698,521,155,302,415,67,2493,0,0,23,61,51,152,223,88,48,62,50,29
50604,65,22,22,11,10,444,0,0,0,7,11,58,478,355,236,196,90,13,1442,3,0,0,5,4,15,51,47,43,44,18,4,233,7,0,3,17,38,249,516,205,49,64,54,9,1212,7,11,26,80,103,229,179,47,24,13,7,9,737,0,0,0,6,15,29,32,17,9,9,8,9,126,0,0,0,0,0,3,12,9,8,20,9,13,83,318,66,88,323,1062,890,439,60,25,29,11,75,3390,3,0,0,6,13,19,6,10,0,6,0,656,732,346,85,123,454,1270,1625,2089,1294,854,924,472,810,10339,0,0,0,4,3,20,209,485,601,960,969,133,3384,0,0,0,8,11,91,192,118,83,83,61,22,659,0,0,0,7,7,110,831,812,804,848,656,150,4218,3,0,0,7,6,21,96,125,132,151,104,41,686,3,0,8,33,64,507,1216,724,230,373,366,118,3647,0,0,17,73,83,297,288,114,45,53,48,64
50605,36,22,20,19,7,271,4,0,0,3,3,25,199,180,166,156,101,12,849,0,0,0,0,6,3,22,27,30,32,32,5,160,0,3,0,4,10,78,210,126,33,63,83,12,617,0,4,14,47,58,154,117,30,17,19,21,7,485,0,0,4,4,0,12,26,13,4,8,11,6,86,0,0,0,0,0,3,0,7,9,13,12,3,41,120,58,55,202,548,633,460,93,28,36,36,62,2337,5,4,0,0,6,7,6,0,0,4,0,416,446,129,66,68,274,641,983,1234,740,530,715,607,535,6515,0,0,0,0,4,4,63,169,213,490,607,97,1645,0,0,0,0,0,19,52,51,49,55,38,17,282,0,0,0,0,3,24,310,363,451,599,489,89,2337,0,0,0,0,0,4,49,59,74,121,98,30,428,0,0,5,0,8,90,347,259,101,134,233,46,1219,0,0,0,10,11,45,68,36,17,29,32,14
50606,13,11,10,8,4,103,0,0,0,0,3,17,142,112,96,71,44,6,503,0,0,0,0,0,5,12,14,17,21,23,4,96,0,0,0,7,3,41,98,64,12,22,34,4,292,0,3,7,25,17,50,51,21,6,12,6,0,187,0,0,0,0,0,4,9,12,5,3,0,0,33,0,0,0,0,0,4,5,11,7,4,3,4,40,51,25,21,68,207,196,102,21,11,14,10,23,751,0,0,0,0,0,0,3,0,0,0,0,239,250,54,27,31,106,232,341,507,431,326,366,272,294,2993,0,0,0,0,0,8,61,129,157,257,288,59,960,0,0,0,0,6,11,41,24,15,19,15,5,132,0,0,0,0,4,13,239,265,269,279,224,68,1369,0,0,0,4,0,0,44,48,39,57,44,16,257,0,0,0,0,4,61,300,171,79,94,94,33,836,0,0,0,13,3,24,51,20,6,11,12,5
50607,31,22,38,38,0,259,0,0,0,0,4,10,160,128,125,115,214,0,763,0,0,0,0,0,0,15,10,15,23,33,8,102,0,0,0,0,10,37,123,96,41,61,143,5,529,0,0,12,33,29,82,103,54,28,31,53,0,427,0,0,0,4,4,0,9,4,4,4,4,6,35,0,0,0,0,0,0,3,0,7,3,9,4,24,80,31,33,116,187,297,321,118,60,61,80,16,1408,0,0,0,0,4,6,0,0,0,0,0,280,301,80,33,47,163,251,478,874,562,488,654,1070,325,5030,0,0,0,0,0,0,13,53,60,190,674,35,1021,0,0,0,0,3,15,39,24,22,27,74,5,197,3,0,0,0,0,10,80,129,153,301,753,40,1475,0,0,0,0,0,0,13,12,20,57,115,6,226,0,0,0,0,3,30,101,119,49,101,328,27,763,0,0,3,11,7,28,40,18,14,27,37,7
50701,60,50,42,31,0,471,0,0,0,3,0,55,453,403,346,359,213,5,1841,0,0,0,0,4,14,59,54,69,85,59,8,352,0,0,7,6,19,185,404,236,79,108,118,9,1170,0,10,23,76,83,191,200,49,17,23,26,7,715,0,0,0,5,12,27,25,23,3,7,6,4,105,0,0,0,0,0,3,4,3,9,24,11,3,61,222,65,103,324,852,774,463,88,44,36,32,60,3055,4,0,0,3,7,8,9,3,7,0,0,793,826,228,82,132,433,1001,1350,1958,1458,1218,1634,1170,912,11573,3,0,0,0,5,14,98,311,423,934,1286,154,3226,0,0,0,3,4,48,139,111,91,91,76,26,591,4,0,0,0,7,42,583,823,974,1318,1111,165,5022,3,0,0,4,4,20,69,120,166,260,253,43,941,0,0,0,8,19,189,685,567,227,325,423,96,2540,0,4,8,20,35,98,150,85,38,53,44,37
50702,48,21,34,49,0,243,0,0,0,3,3,12,115,124,121,148,205,8,732,0,0,0,0,0,0,12,15,12,28,57,9,142,5,0,0,0,10,37,98,86,20,47,86,7,401,0,0,3,17,24,90,117,38,23,29,45,6,390,0,0,0,6,4,7,5,10,5,3,5,0,44,0,0,0,0,0,5,0,0,0,10,9,0,33,52,23,25,84,242,299,263,82,33,56,60,22,1237,0,0,0,0,0,0,3,0,0,0,0,300,312,57,28,33,116,294,483,705,501,351,642,932,358,4496,0,0,0,5,0,0,19,43,56,155,503,42,820,0,0,0,5,0,19,34,31,29,48,64,9,239,0,0,0,4,5,10,83,133,178,347,626,50,1431,0,0,0,0,0,0,15,20,28,64,112,18,259,0,0,0,0,3,20,79,94,42,84,223,24,568,0,0,0,0,13,19,35,21,16,20,31,15
50703,26,22,10,7,0,170,0,0,0,0,0,16,173,128,112,91,32,0,553,0,0,0,0,0,8,25,20,20,30,8,10,123,0,0,4,9,11,80,153,83,27,20,20,7,413,0,0,7,25,26,80,42,14,8,8,0,0,211,0,0,0,3,4,6,15,6,4,0,4,0,47,0,0,0,0,0,0,7,0,3,7,0,8,26,65,16,22,109,303,208,111,14,3,7,3,19,882,3,0,0,0,0,0,9,0,0,0,0,322,342,72,16,36,143,352,444,680,504,396,414,205,368,3640,0,0,0,0,0,6,59,177,222,352,274,51,1141,0,0,0,0,3,17,63,23,21,19,17,8,183,0,0,0,4,5,21,355,324,310,348,179,62,1603,0,0,0,3,0,0,54,71,60,63,38,15,313,0,0,0,4,17,121,420,227,92,127,86,52,1140,3,0,0,9,15,56,96,41,14,19,19,11
50704,72,50,66,67,5,523,0,0,0,6,8,29,266,227,249,287,348,15,1430,0,0,0,0,0,12,24,30,38,48,61,14,224,5,0,3,7,22,76,198,171,77,100,247,10,922,5,10,28,66,81,228,242,126,62,65,92,11,1002,0,0,0,0,3,23,33,18,13,13,10,3,124,0,0,0,0,0,0,5,9,13,13,19,5,65,239,140,93,364,712,1137,1081,292,120,134,141,91,4542,3,0,0,3,4,7,3,6,0,0,3,545,576,257,151,130,464,846,1605,2078,1173,886,1285,1800,704,11379,0,0,0,0,4,11,60,140,234,675,1856,164,3149,0,0,0,3,9,30,89,79,76,113,152,28,580,6,0,0,0,4,41,272,374,675,1210,2050,138,4777,0,0,0,0,0,8,40,45,76,145,284,30,626,0,0,0,11,14,70,354,362,126,306,869,75,2188,0,0,12,30,28,87,142,70,46,83,123,32
50705,60,36,30,14,4,407,0,0,0,4,6,57,499,401,351,300,141,17,1784,0,0,0,0,0,18,63,71,79,94,73,13,424,4,0,0,13,27,199,491,338,80,140,124,26,1446,4,5,24,72,103,241,203,83,20,28,19,8,809,0,4,0,5,10,35,41,43,19,14,22,7,196,0,0,0,0,0,3,11,9,21,28,21,10,109,207,72,106,421,1206,1248,719,123,43,34,29,115,4322,0,0,0,5,18,11,12,4,0,9,0,1194,1258,221,78,134,541,1388,1906,2393,1582,1112,1430,951,1412,13164,0,0,0,0,0,13,120,339,428,1050,1132,226,3311,0,0,3,4,8,37,121,92,80,70,44,27,485,0,0,3,0,8,56,641,778,955,1124,816,189,4575,0,0,0,0,0,10,105,151,146,258,204,59,924,3,0,0,12,19,206,960,714,266,375,382,111,3046,4,0,0,29,44,119,177,106,48,49,39,41
50901,64,27,30,30,3,483,5,7,6,8,22,61,328,247,165,142,111,10,1108,0,0,0,3,3,9,47,51,44,33,23,7,225,4,0,0,10,25,138,177,95,35,39,44,10,577,5,5,20,43,82,217,157,32,23,18,12,12,623,0,0,5,6,5,28,31,9,3,11,3,0,109,3,0,0,0,3,11,26,20,8,14,8,8,96,91,55,44,252,799,696,423,84,36,47,41,88,2667,3,0,0,8,15,16,11,3,0,3,6,495,564,121,69,83,367,991,1335,1571,884,596,584,451,647,7696,0,0,0,0,7,22,87,158,208,297,262,110,1159,0,0,4,0,5,37,111,62,46,36,25,22,342,0,3,0,6,7,71,422,372,342,350,250,137,1966,0,0,0,5,0,8,63,58,51,59,35,18,302,0,0,0,10,19,92,353,151,66,59,82,45,884,4,0,5,11,25,75,95,38,7,12,6,27
50902,43,24,28,29,9,380,0,0,3,9,13,64,261,187,162,151,101,13,962,0,0,0,4,4,11,36,40,30,41,20,3,196,3,0,5,20,20,153,228,133,38,51,57,18,727,0,8,18,64,83,158,102,38,16,13,11,13,515,3,5,0,6,6,26,24,19,9,0,15,0,120,0,0,0,3,0,6,12,14,11,11,15,12,83,108,47,64,239,776,543,344,58,32,23,37,69,2339,3,0,0,3,18,13,7,6,0,6,0,608,662,132,65,106,373,972,1104,1302,775,552,599,489,766,7236,7,3,0,0,6,25,82,113,150,249,243,190,1062,0,0,5,0,0,22,44,22,20,26,16,20,178,3,0,0,13,18,52,306,254,248,278,176,183,1530,0,0,0,5,0,6,36,38,42,58,49,40,269,0,0,5,12,10,79,246,164,65,87,84,56,799,0,0,6,3,11,40,52,21,12,16,11,18
50903,20,7,9,15,5,148,0,0,0,3,5,29,118,88,59,71,44,7,422,0,0,0,0,0,4,9,17,12,13,12,0,68,0,0,0,6,16,60,64,33,11,17,8,5,211,0,0,0,16,27,49,35,9,5,0,8,8,159,0,0,0,0,0,11,11,12,0,0,0,6,43,0,0,0,0,0,5,11,9,0,0,4,3,32,28,16,20,73,188,149,90,26,14,7,17,27,654,0,0,0,0,4,0,4,0,0,0,0,189,201,43,20,20,108,249,378,466,312,172,237,203,258,2474,3,0,0,3,4,9,40,54,53,71,89,104,425,0,0,0,0,0,4,13,11,10,6,0,11,56,0,0,0,4,5,23,134,97,86,104,68,84,605,0,0,0,0,0,0,19,18,21,16,17,10,106,0,0,0,4,5,36,86,40,15,31,28,16,272,3,0,0,0,12,10,8,4,0,4,6,4
51001,13,13,10,9,0,92,0,0,0,0,3,8,49,49,66,66,44,6,300,0,0,0,0,0,3,3,9,13,25,14,3,73,0,0,3,9,0,29,62,40,26,19,13,7,205,0,0,0,17,19,20,17,7,4,0,4,0,98,0,0,0,0,3,3,3,6,0,4,0,0,25,0,0,0,0,0,0,9,7,0,5,0,8,35,29,13,11,113,103,87,40,14,6,6,4,28,451,6,0,0,4,0,3,3,0,0,0,0,292,312,35,16,20,148,132,184,265,293,303,414,293,358,2469,3,0,0,0,0,11,31,79,103,207,222,64,713,0,0,0,3,0,12,24,9,11,13,10,12,101,0,0,0,0,3,8,71,98,110,172,117,33,611,0,0,0,0,5,4,7,22,26,45,33,18,168,0,0,0,5,6,37,79,55,24,39,41,24,312,0,0,0,13,12,34,30,11,3,9,4,14
51002,5,5,6,7,0,37,0,0,0,0,0,6,18,28,41,69,55,5,217,0,0,0,0,0,0,5,4,15,18,23,0,72,0,0,0,3,6,13,37,25,11,36,30,4,171,0,0,0,10,0,7,4,5,0,0,6,0,32,0,0,0,0,0,0,5,4,0,4,4,0,23,0,0,0,0,0,0,0,0,0,3,15,4,30,16,0,3,37,21,24,13,8,3,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,176,175,16,0,3,50,42,58,105,122,171,388,454,196,1601,0,0,0,0,0,0,4,22,61,188,405,45,723,0,0,0,3,0,5,9,4,14,11,10,3,56,0,0,0,3,0,4,28,44,111,144,201,20,543,0,0,0,0,0,0,7,18,20,47,75,12,172,0,0,0,0,3,22,63,95,27,77,91,15,395,0,0,0,5,5,8,10,8,0,7,11,8
51003,3,4,11,8,0,40,0,0,0,0,0,0,14,38,49,77,88,5,281,0,0,0,0,0,0,3,9,4,31,66,0,107,0,0,0,0,0,15,34,35,12,34,61,5,195,0,0,0,5,0,13,9,7,3,4,4,0,51,0,0,0,0,0,0,0,9,0,5,4,0,31,0,0,0,0,0,0,0,0,8,9,14,0,43,7,0,6,23,13,24,22,6,0,0,3,4,115,0,0,0,0,0,0,0,6,0,0,0,205,214,9,0,6,26,24,56,126,214,187,459,667,227,2012,0,0,0,0,0,0,12,41,63,213,478,57,868,0,0,0,0,0,0,11,14,8,18,33,7,88,0,0,0,0,0,0,46,73,153,253,388,28,952,0,0,0,0,0,0,6,23,18,73,117,12,259,0,0,0,6,0,9,80,126,38,104,212,24,600,0,0,0,0,0,3,9,13,10,0,11,7
51101,19,8,8,5,0,88,0,0,0,3,0,11,78,63,40,37,39,8,280,0,0,0,0,0,5,11,6,7,9,6,3,54,0,0,0,0,0,30,53,31,8,10,11,0,148,0,0,5,11,13,39,22,13,0,0,4,0,108,0,0,0,0,0,5,0,4,0,3,5,0,11,0,0,0,0,0,3,3,5,7,0,3,3,24,18,13,6,37,163,128,80,17,12,16,16,24,522,0,0,0,0,0,3,3,0,0,4,5,158,173,28,15,10,61,187,246,333,248,151,171,169,205,1806,0,0,0,0,0,10,19,43,38,73,78,53,319,0,0,0,0,0,5,11,7,9,6,0,8,56,4,0,0,3,0,10,111,91,87,117,76,61,560,0,0,0,0,0,0,9,14,15,17,16,6,85,0,0,0,0,0,19,76,41,18,24,16,10,219,0,0,0,3,0,5,9,7,5,6,0,0
51102,0,9,4,3,0,48,0,0,0,4,0,8,45,18,24,24,14,5,134,0,0,0,3,0,0,3,6,10,9,10,0,40,0,0,0,0,0,11,36,14,4,11,6,0,90,0,0,6,0,8,12,15,5,0,0,0,0,45,0,0,0,0,0,3,3,3,0,0,0,0,19,0,0,0,0,0,0,3,3,5,0,3,4,19,14,3,7,13,63,56,36,6,0,0,0,13,215,0,0,0,3,5,0,0,0,0,0,0,105,109,15,9,9,29,88,110,196,122,101,117,76,132,1009,0,0,0,0,0,3,17,25,22,55,45,31,201,0,0,0,0,0,3,11,4,5,4,3,0,37,0,0,0,0,0,0,33,30,42,50,27,13,211,0,0,0,0,0,0,4,3,8,15,5,3,42,0,0,0,0,7,6,37,28,14,7,9,5,112,0,0,0,0,0,4,7,7,0,0,0,0
51103,15,12,14,12,3,88,0,0,0,0,3,16,65,92,93,108,77,13,459,6,0,0,0,0,0,14,12,24,32,19,5,117,0,0,0,4,8,51,114,94,15,52,50,3,411,0,0,4,24,19,18,29,13,5,3,0,6,129,0,0,0,5,3,4,11,9,0,5,8,0,43,0,0,0,0,0,0,7,0,6,5,6,4,36,25,12,14,70,134,97,60,13,5,3,0,23,472,0,0,0,6,4,0,0,0,0,0,0,271,288,35,17,18,108,173,206,380,392,357,570,577,342,3178,0,0,0,0,0,0,18,42,102,282,481,69,1001,0,0,0,0,0,6,13,6,24,15,19,3,96,0,0,0,0,0,7,83,143,197,275,279,37,1015,0,0,0,0,0,5,9,19,23,65,75,16,217,0,0,0,0,7,27,138,191,56,141,138,22,723,0,0,0,7,6,19,25,11,4,5,9,10
51104,36,20,19,14,8,281,4,0,3,0,8,39,228,192,150,142,82,11,867,0,0,0,0,4,3,38,19,30,39,35,0,171,0,0,0,15,18,87,187,103,37,40,47,11,543,0,5,14,58,50,131,103,31,6,17,11,6,423,0,0,0,11,5,10,23,13,9,3,3,8,86,0,0,0,0,0,9,12,10,8,15,11,4,66,98,32,52,208,598,441,291,58,33,29,27,66,1928,4,0,0,0,8,12,0,0,0,4,0,563,592,120,43,67,301,703,848,1113,695,511,613,468,688,6165,0,0,0,3,5,5,66,118,149,328,310,92,1069,0,0,0,0,0,13,45,34,36,18,31,14,196,4,0,3,0,5,20,221,279,302,308,215,97,1447,0,0,0,0,0,4,47,53,43,73,53,23,296,0,0,0,3,8,59,227,162,50,86,64,45,710,0,0,3,7,15,35,74,23,14,12,16,10
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
