SA3_CODE_2021,C21_CFNC_BPT_2000_2499,C21_CFNC_BPT_2500_2999,C21_CFNC_BPT_3000_3999,C21_CFNC_BPT_4000more,C21_CFNC_BPT_Ns,C21_CFNC_BPT_Tot,C21_CFNC_1F1P_Neg_ni_inc,C21_CFNC_1F1P_1_149,C21_CFNC_1F1P_150_399,C21_CFNC_1F1P_400_649,C21_CFNC_1F1P_650_799,C21_CFNC_1F1P_800_1249,C21_CFNC_1F1P_1250_1999,C21_CFNC_1F1P_2000_2499,C21_CFNC_1F1P_2500_2999,C21_CFNC_1F1P_3000_3999,C21_CFNC_1F1P_4000more,C21_CFNC_1F1P_Ns,C21_CFNC_1F1P_Tot,C21_CFNC_1E1A_Neg_ni_inc,C21_CFNC_1E1A_1_149,C21_CFNC_1E1A_150_399,C21_CFNC_1E1A_400_649,C21_CFNC_1E1A_650_799,C21_CFNC_1E1A_800_1249,C21_CFNC_1E1A_1250_1999,C21_CFNC_1E1A_2000_2499,C21_CFNC_1E1A_2500_2999,C21_CFNC_1E1A_3000_3999,C21_CFNC_1E1A_4000more,C21_CFNC_1E1A_Ns,C21_CFNC_1E1A_Tot,C21_CFNC_1F1NW_Neg_ni_inc,C21_CFNC_1F1NW_1_149,C21_CFNC_1F1NW_150_399,C21_CFNC_1F1NW_400_649,C21_CFNC_1F1NW_650_799,C21_CFNC_1F1NW_800_1249,C21_CFNC_1F1NW_1250_1999,C21_CFNC_1F1NW_2000_2499,C21_CFNC_1F1NW_2500_2999,C21_CFNC_1F1NW_3000_3999,C21_CFNC_1F1NW_4000more,C21_CFNC_1F1NW_Ns,C21_CFNC_1F1NW_Tot,C21_CFNC_1P1NW_Neg_ni_inc,C21_CFNC_1P1NW_1_149,C21_CFNC_1P1NW_150_399,C21_CFNC_1P1NW_400_649,C21_CFNC_1P1NW_650_799,C21_CFNC_1P1NW_800_1249,C21_CFNC_1P1NW_1250_1999,C21_CFNC_1P1NW_2000_2499,C21_CFNC_1P1NW_2500_2999,C21_CFNC_1P1NW_3000_3999,C21_CFNC_1P1NW_4000more,C21_CFNC_1P1NW_Ns,C21_CFNC_1P1NW_Tot,C21_CFNC_1A1NW_Neg_ni_inc,C21_CFNC_1A1NW_1_149,C21_CFNC_1A1NW_150_399,C21_CFNC_1A1NW_400_649,C21_CFNC_1A1NW_650_799,C21_CFNC_1A1NW_800_1249,C21_CFNC_1A1NW_1250_1999,C21_CFNC_1A1NW_2000_2499,C21_CFNC_1A1NW_2500_2999,C21_CFNC_1A1NW_3000_3999,C21_CFNC_1A1NW_4000more,C21_CFNC_1A1NW_Ns,C21_CFNC_1A1NW_Tot,C21_CFNC_BA_Neg_ni_inc,C21_CFNC_BA_1_149,C21_CFNC_BA_150_399,C21_CFNC_BA_400_649,C21_CFNC_BA_650_799,C21_CFNC_BA_800_1249,C21_CFNC_BA_1250_1999,C21_CFNC_BA_2000_2499,C21_CFNC_BA_2500_2999,C21_CFNC_BA_3000_3999,C21_CFNC_BA_4000more,C21_CFNC_BA_Ns,C21_CFNC_BA_Tot,C21_CFNC_BNW_Neg_ni_inc,C21_CFNC_BNW_1_149,C21_CFNC_BNW_150_399,C21_CFNC_BNW_400_649,C21_CFNC_BNW_650_799,C21_CFNC_BNW_800_1249,C21_CFNC_BNW_1250_1999,C21_CFNC_BNW_2000_2499,C21_CFNC_BNW_2500_2999,C21_CFNC_BNW_3000_3999,C21_CFNC_BNW_4000more,C21_CFNC_BNW_Ns,C21_CFNC_BNW_Tot,C21_CFNC_LFns_Neg_ni_inc,C21_CFNC_LFns_1_149,C21_CFNC_LFns_150_399,C21_CFNC_LFns_400_649,C21_CFNC_LFns_650_799,C21_CFNC_LFns_800_1249,C21_CFNC_LFns_1250_1999,C21_CFNC_LFns_2000_2499,C21_CFNC_LFns_2500_2999,C21_CFNC_LFns_3000_3999,C21_CFNC_LFns_4000more,C21_CFNC_LFns_Ns,C21_CFNC_LFns_Tot,C21_CFNC_Tot_Neg_ni_inc,C21_CFNC_Tot_1_149,C21_CFNC_Tot_150_399,C21_CFNC_Tot_400_649,C21_CFNC_Tot_650_799,C21_CFNC_Tot_800_1249,C21_CFNC_Tot_1250_1999,C21_CFNC_Tot_2000_2499,C21_CFNC_Tot_2500_2999,C21_CFNC_Tot_3000_3999,C21_CFNC_Tot_4000more,C21_CFNC_Tot_Ns,C21_CFNC_Tot_Tot,C21_CF_BFT_Neg_ni_inc,C21_CF_BFT_1_149,C21_CF_BFT_150_399,C21_CF_BFT_400_649,C21_CF_BFT_650_799,C21_CF_BFT_800_1249,C21_CF_BFT_1250_1999,C21_CF_BFT_2000_2499,C21_CF_BFT_2500_2999,C21_CF_BFT_3000_3999,C21_CF_BFT_4000more,C21_CF_BFT_Ns,C21_CF_BFT_Tot,C21_CF_BPT_Neg_ni_inc,C21_CF_BPT_1_149,C21_CF_BPT_150_399,C21_CF_BPT_400_649,C21_CF_BPT_650_799,C21_CF_BPT_800_1249,C21_CF_BPT_1250_1999,C21_CF_BPT_2000_2499,C21_CF_BPT_2500_2999,C21_CF_BPT_3000_3999,C21_CF_BPT_4000more,C21_CF_BPT_Ns,C21_CF_BPT_Tot,C21_CF_1F1P_Neg_ni_inc,C21_CF_1F1P_1_149,C21_CF_1F1P_150_399,C21_CF_1F1P_400_649,C21_CF_1F1P_650_799,C21_CF_1F1P_800_1249,C21_CF_1F1P_1250_1999,C21_CF_1F1P_2000_2499,C21_CF_1F1P_2500_2999,C21_CF_1F1P_3000_3999,C21_CF_1F1P_4000more,C21_CF_1F1P_Ns,C21_CF_1F1P_Tot,C21_CF_1E1A_Neg_ni_inc,C21_CF_1E1A_1_149,C21_CF_1E1A_150_399,C21_CF_1E1A_400_649,C21_CF_1E1A_650_799,C21_CF_1E1A_800_1249,C21_CF_1E1A_1250_1999,C21_CF_1E1A_2000_2499,C21_CF_1E1A_2500_2999,C21_CF_1E1A_3000_3999,C21_CF_1E1A_4000more,C21_CF_1E1A_Ns,C21_CF_1E1A_Tot,C21_CF_1F1NW_Neg_ni_inc,C21_CF_1F1NW_1_149,C21_CF_1F1NW_150_399,C21_CF_1F1NW_400_649,C21_CF_1F1NW_650_799,C21_CF_1F1NW_800_1249,C21_CF_1F1NW_1250_1999,C21_CF_1F1NW_2000_2499,C21_CF_1F1NW_2500_2999,C21_CF_1F1NW_3000_3999,C21_CF_1F1NW_4000more,C21_CF_1F1NW_Ns,C21_CF_1F1NW_Tot,C21_CF_1P1NW_Neg_ni_inc,C21_CF_1P1NW_1_149,C21_CF_1P1NW_150_399,C21_CF_1P1NW_400_649,C21_CF_1P1NW_650_799,C21_CF_1P1NW_800_1249,C21_CF_1P1NW_1250_1999,C21_CF_1P1NW_2000_2499,C21_CF_1P1NW_2500_2999,C21_CF_1P1NW_3000_3999,C21_CF_1P1NW_4000more,C21_CF_1P1NW_Ns
50101,67,30,33,44,10,498,3,0,4,4,3,41,321,228,175,138,101,9,1029,0,0,0,3,0,11,39,45,28,39,26,6,191,0,0,0,7,13,63,139,80,31,34,44,4,417,0,8,11,57,63,168,146,32,16,13,15,7,538,0,0,0,0,11,29,9,11,9,11,9,3,87,0,0,0,3,0,15,23,14,10,7,7,0,83,82,50,64,228,601,736,527,116,56,52,63,61,2624,3,4,0,6,14,13,5,6,3,0,0,550,601,97,58,80,329,720,1186,1512,821,532,548,477,658,7016,3,0,0,3,3,25,75,137,174,282,263,87,1046,0,0,0,3,9,26,114,63,46,58,44,39,411,0,0,0,3,5,47,400,397,372,441,304,113,2086,0,0,0,0,0,12,47,49,54,88,83,22,368,0,0,0,4,7,66,244,137,70,78,83,41,737,0,0,0,11,17,51,89,23,16,22,20,23
50102,69,46,32,36,9,473,0,0,3,10,9,47,435,373,373,311,188,13,1761,0,0,0,8,4,14,55,57,54,86,48,7,340,0,0,5,21,29,159,406,252,65,95,107,17,1160,4,9,26,91,118,258,235,62,24,20,30,6,882,6,0,5,9,20,35,49,33,15,10,17,10,200,0,0,0,0,0,3,13,19,12,26,19,3,106,195,72,102,437,1303,1185,711,146,52,45,33,96,4380,6,0,0,5,21,17,12,4,0,4,4,875,948,214,96,143,596,1524,1851,2280,1419,1014,1207,898,1049,12296,0,4,0,3,3,17,96,219,319,660,690,193,2212,0,0,0,0,3,32,106,71,59,53,39,28,397,0,0,0,0,7,56,551,666,766,935,606,217,3812,0,0,0,3,0,14,81,89,117,148,144,48,649,3,0,0,6,15,141,591,468,152,213,211,101,1896,0,0,4,16,28,90,148,59,30,30,27,28
50103,31,14,8,13,0,214,7,0,0,5,4,38,138,104,76,79,31,5,489,0,0,0,0,6,7,26,18,14,16,9,0,99,3,3,6,11,13,57,76,45,16,20,28,0,272,3,8,6,32,33,82,53,10,6,4,3,6,244,0,0,0,5,5,7,13,9,5,5,0,0,51,0,0,0,5,5,4,14,5,7,5,9,0,43,49,29,26,144,354,292,177,29,12,16,5,31,1170,3,0,0,7,4,6,9,0,0,0,0,260,284,68,48,45,223,443,589,650,360,220,264,169,319,3401,6,0,0,0,0,7,40,55,64,108,78,56,414,0,0,0,0,0,19,34,12,6,10,6,9,109,0,0,0,0,6,30,143,122,144,130,65,47,690,0,0,0,0,0,3,17,28,16,23,27,12,131,0,0,0,5,8,54,99,68,21,29,24,17,328,0,0,4,9,6,27,29,15,3,5,0,9
50201,66,39,24,25,4,441,0,0,0,0,3,55,353,296,272,245,165,17,1410,0,0,0,0,0,18,47,49,49,66,51,9,289,3,0,0,16,20,138,375,269,75,97,134,14,1148,3,12,21,92,109,306,194,66,22,22,36,10,901,0,5,3,14,8,36,45,38,11,19,26,5,211,0,0,0,0,0,8,3,12,17,15,18,13,97,272,97,141,576,1908,1914,1115,196,79,83,90,188,6651,0,3,0,10,13,17,11,0,0,4,8,1124,1204,286,122,175,728,2081,2621,2425,1255,847,1015,896,1403,13868,5,0,0,0,0,7,64,175,212,549,679,127,1819,0,0,0,3,4,42,108,67,58,52,53,24,408,0,0,0,3,3,37,363,458,519,694,580,151,2815,0,0,0,0,0,17,64,80,108,135,140,34,580,0,0,0,0,7,153,489,376,133,223,234,94,1717,0,0,4,21,30,105,148,58,46,45,26,33
50301,49,29,48,155,4,422,0,0,0,0,0,29,102,78,109,135,397,3,860,0,0,0,0,5,3,16,8,11,16,57,8,132,5,0,0,0,3,38,101,88,31,78,360,16,711,0,5,14,34,37,94,147,66,70,93,243,11,820,0,0,0,3,0,5,12,7,8,9,16,0,68,0,0,0,0,0,0,0,0,0,0,18,7,32,112,45,42,145,202,432,616,271,177,208,369,58,2670,0,0,0,6,5,0,0,5,0,0,0,379,394,117,60,55,191,257,657,1090,643,535,813,2237,491,7149,0,0,0,0,0,7,21,37,57,212,1620,107,2057,0,0,0,4,0,16,39,31,28,70,214,23,418,3,0,0,0,4,11,71,118,171,381,2182,166,3105,0,0,0,0,0,0,10,11,22,60,248,21,373,9,0,0,7,3,23,112,129,61,145,1153,83,1725,0,0,3,15,13,34,66,43,25,42,165,35
50302,112,74,81,121,4,898,0,0,0,0,8,54,493,402,362,386,547,12,2262,0,0,0,0,5,17,37,35,43,61,125,14,345,0,0,3,10,15,103,317,219,97,159,368,11,1302,0,7,26,60,60,167,202,94,72,69,97,7,871,4,0,3,5,10,14,26,10,9,14,20,8,121,0,0,0,0,0,4,11,4,8,16,26,16,87,163,46,49,169,329,503,535,182,116,99,136,42,2382,3,0,0,0,4,3,7,3,0,0,5,844,880,188,57,91,267,460,1062,2086,1581,1353,1975,3220,977,13311,0,0,0,0,0,9,52,118,137,415,1548,90,2369,0,6,0,3,6,41,93,49,53,73,180,17,526,0,0,0,0,4,25,206,239,344,684,1809,98,3403,0,0,0,0,0,8,29,25,56,151,295,16,569,0,0,5,10,8,81,271,299,93,228,775,42,1809,0,0,6,13,21,52,73,46,28,47,61,22
50401,52,37,27,25,4,415,0,0,0,4,4,44,380,288,244,288,185,10,1429,0,0,0,0,0,7,29,40,29,59,60,12,232,0,0,4,13,24,129,278,158,69,59,89,10,838,4,6,14,60,78,170,153,49,16,8,17,9,582,0,0,3,4,3,10,28,13,7,5,9,7,91,0,0,0,0,0,4,7,6,11,10,10,3,55,166,65,36,291,757,657,391,82,39,27,22,49,2595,3,0,0,4,7,10,7,3,0,3,0,613,655,169,74,66,389,895,1126,1574,1095,881,1257,1104,720,9348,5,0,0,0,0,9,95,186,228,562,816,88,1982,0,0,0,3,10,42,118,68,60,73,59,20,460,0,0,0,6,4,53,373,416,501,815,797,75,3039,0,0,0,0,0,7,48,58,82,155,160,19,535,0,0,0,10,20,135,418,305,112,198,247,55,1500,0,0,10,22,27,98,124,60,29,42,34,25
50402,31,16,20,7,0,198,3,0,0,0,0,26,146,135,122,135,105,9,673,0,0,0,0,0,0,19,28,18,29,25,7,131,0,0,3,12,3,75,162,105,35,44,54,8,499,0,7,20,33,34,123,120,27,12,14,15,10,406,0,0,0,4,4,6,21,9,7,5,3,8,69,0,0,0,0,0,0,4,0,10,13,15,3,50,62,23,47,150,444,486,334,66,30,27,36,50,1744,0,0,0,0,0,5,0,0,0,0,0,355,363,70,31,69,204,502,768,921,553,420,551,479,447,5006,0,0,0,0,0,3,28,84,113,269,413,62,994,0,0,0,0,0,11,39,20,26,33,24,15,188,0,0,0,0,4,14,172,225,274,415,399,84,1598,0,0,0,0,0,5,38,50,49,68,67,22,302,0,0,0,5,0,40,195,152,62,125,187,50,816,0,0,5,5,6,24,61,29,20,15,28,16
50403,89,47,31,25,3,552,0,0,0,3,7,77,575,517,342,300,168,21,2016,5,0,0,8,3,14,70,73,58,90,57,17,395,4,0,3,17,41,262,472,280,80,97,126,20,1406,3,10,18,89,99,278,191,58,28,25,15,9,826,5,0,0,3,12,24,37,28,6,8,9,7,133,0,0,0,0,4,3,16,18,17,26,17,14,109,265,70,74,325,967,838,503,81,48,42,36,85,3336,0,0,0,3,13,7,9,3,0,3,0,1022,1066,283,87,103,463,1171,1616,2378,1832,1312,1552,979,1224,13001,0,3,0,0,0,21,260,610,728,1202,1234,233,4302,0,0,0,3,20,79,227,126,82,99,66,31,734,0,0,0,9,5,97,1066,1165,1152,1131,868,202,5690,0,0,4,5,4,28,160,181,159,240,188,60,1026,9,0,4,24,35,406,1173,733,277,362,381,132,3526,0,0,19,36,61,209,262,116,66,46,44,39
50501,127,86,95,87,9,874,0,0,0,5,7,69,470,441,467,489,404,10,2377,0,0,0,3,7,20,53,76,83,98,100,15,451,5,0,6,12,40,173,484,336,126,185,284,14,1657,13,15,42,103,138,391,434,139,53,44,76,17,1458,3,4,5,13,15,33,58,32,15,18,25,4,231,0,0,0,3,0,3,15,21,8,22,36,18,124,294,128,145,547,1247,1831,1417,285,127,124,113,119,6380,3,3,0,3,5,10,9,3,0,3,0,1039,1097,320,155,201,721,1502,2676,3352,1926,1603,2098,2086,1278,17908,6,0,4,3,4,14,104,257,468,1323,2536,294,5006,0,0,0,0,11,47,169,144,120,176,181,58,912,3,0,0,0,12,52,546,924,1287,2267,2635,351,8099,0,0,0,0,3,15,74,142,176,329,402,72,1222,6,0,3,6,19,132,588,549,255,454,975,154,3136,0,0,6,30,28,103,192,96,89,106,112,55
