SA3_CODE_2021,C11_0_14_SEO,C11_0_14_UOL_SE_Vw_w,C11_0_14_UOL_SE_Nw_Na,C11_0_14_UOL_SE_P_E_n,C11_0_14_UOL_SE_Tot,C11_0_14_LPE_NS,C11_0_14_Tot,C11_15_24_SEO,C11_15_24_UOL_SE_Vw_w,C11_15_24_UOL_SE_Nw_Na,C11_15_24_UOL_SE_P_E_n,C11_15_24_UOL_SE_Tot,C11_15_24_LPE_NS,C11_15_24_Tot,C11_25_34_SEO,C11_25_34_UOL_SE_Vw_w,C11_25_34_UOL_SE_Nw_Na,C11_25_34_UOL_SE_P_E_n,C11_25_34_UOL_SE_Tot,C11_25_34_LPE_NS,C11_25_34_Tot,C11_35_44_SEO,C11_35_44_UOL_SE_Vw_w,C11_35_44_UOL_SE_Nw_Na,C11_35_44_UOL_SE_P_E_n,C11_35_44_UOL_SE_Tot,C11_35_44_LPE_NS,C11_35_44_Tot,C11_45_54_SEO,C11_45_54_UOL_SE_Vw_w,C11_45_54_UOL_SE_Nw_Na,C11_45_54_UOL_SE_P_E_n,C11_45_54_UOL_SE_Tot,C11_45_54_LPE_NS,C11_45_54_Tot,C11_55_64_SEO,C11_55_64_UOL_SE_Vw_w,C11_55_64_UOL_SE_Nw_Na,C11_55_64_UOL_SE_P_E_n,C11_55_64_UOL_SE_Tot,C11_55_64_LPE_NS,C11_55_64_Tot,C11_65_74_SEO,C11_65_74_UOL_SE_Vw_w,C11_65_74_UOL_SE_Nw_Na,C11_65_74_UOL_SE_P_E_n,C11_65_74_UOL_SE_Tot,C11_65_74_LPE_NS,C11_65_74_Tot,C11_75_84_SEO,C11_75_84_UOL_SE_Vw_w,C11_75_84_UOL_SE_Nw_Na,C11_75_84_UOL_SE_P_E_n,C11_75_84_UOL_SE_Tot,C11_75_84_LPE_NS,C11_75_84_Tot,C11_85_over_SEO,C11_85_over_UOL_SE_Vw_w,C11_85_over_UOL_SE_Nw_Na,C11_85_over_UOL_SE_P_E_n,C11_85_over_UOL_SE_Tot,C11_85_over_LPE_NS,C11_85_over_Tot,C11_Tot_SEO,C11_Tot_UOL_SE_Vw_w,C11_Tot_UOL_SE_Nw_Na,C11_Tot_UOL_SE_P_E_n,C11_Tot_UOL_SE_Tot,C11_Tot_LPE_NS,C11_Tot_Tot,C16_0_14_SEO,C16_0_14_UOL_SE_Vw_w,C16_0_14_UOL_SE_Nw_Na,C16_0_14_UOL_SE_P_E_n,C16_0_14_UOL_SE_Tot,C16_0_14_LPE_NS,C16_0_14_Tot,C16_15_24_SEO,C16_15_24_UOL_SE_Vw_w,C16_15_24_UOL_SE_Nw_Na,C16_15_24_UOL_SE_P_E_n,C16_15_24_UOL_SE_Tot,C16_15_24_LPE_NS,C16_15_24_Tot,C16_25_34_SEO,C16_25_34_UOL_SE_Vw_w,C16_25_34_UOL_SE_Nw_Na,C16_25_34_UOL_SE_P_E_n,C16_25_34_UOL_SE_Tot,C16_25_34_LPE_NS,C16_25_34_Tot,C16_35_44_SEO,C16_35_44_UOL_SE_Vw_w,C16_35_44_UOL_SE_Nw_Na,C16_35_44_UOL_SE_P_E_n,C16_35_44_UOL_SE_Tot,C16_35_44_LPE_NS,C16_35_44_Tot,C16_45_54_SEO,C16_45_54_UOL_SE_Vw_w,C16_45_54_UOL_SE_Nw_Na,C16_45_54_UOL_SE_P_E_n,C16_45_54_UOL_SE_Tot,C16_45_54_LPE_NS,C16_45_54_Tot,C16_55_64_SEO,C16_55_64_UOL_SE_Vw_w,C16_55_64_UOL_SE_Nw_Na,C16_55_64_UOL_SE_P_E_n,C16_55_64_UOL_SE_Tot,C16_55_64_LPE_NS,C16_55_64_Tot,C16_65_74_SEO,C16_65_74_UOL_SE_Vw_w,C16_65_74_UOL_SE_Nw_Na,C16_65_74_UOL_SE_P_E_n,C16_65_74_UOL_SE_Tot,C16_65_74_LPE_NS,C16_65_74_Tot,C16_75_84_SEO,C16_75_84_UOL_SE_Vw_w,C16_75_84_UOL_SE_Nw_Na,C16_75_84_UOL_SE_P_E_n,C16_75_84_UOL_SE_Tot,C16_75_84_LPE_NS,C16_75_84_Tot,C16_85_over_SEO,C16_85_over_UOL_SE_Vw_w,C16_85_over_UOL_SE_Nw_Na,C16_85_over_UOL_SE_P_E_n,C16_85_over_UOL_SE_Tot,C16_85_over_LPE_NS,C16_85_over_Tot,C16_Tot_SEO,C16_Tot_UOL_SE_Vw_w,C16_Tot_UOL_SE_Nw_Na,C16_Tot_UOL_SE_P_E_n,C16_Tot_UOL_SE_Tot,C16_Tot_LPE_NS,C16_Tot_Tot,C21_0_14_SEO,C21_0_14_UOL_SE_Vw_w,C21_0_14_UOL_SE_Nw_Na,C21_0_14_UOL_SE_P_E_n,C21_0_14_UOL_SE_Tot,C21_0_14_LPE_NS,C21_0_14_Tot,C21_15_24_SEO,C21_15_24_UOL_SE_Vw_w,C21_15_24_UOL_SE_Nw_Na,C21_15_24_UOL_SE_P_E_n,C21_15_24_UOL_SE_Tot,C21_15_24_LPE_NS,C21_15_24_Tot,C21_25_34_SEO,C21_25_34_UOL_SE_Vw_w,C21_25_34_UOL_SE_Nw_Na,C21_25_34_UOL_SE_P_E_n,C21_25_34_UOL_SE_Tot,C21_25_34_LPE_NS,C21_25_34_Tot,C21_35_44_SEO,C21_35_44_UOL_SE_Vw_w,C21_35_44_UOL_SE_Nw_Na,C21_35_44_UOL_SE_P_E_n,C21_35_44_UOL_SE_Tot,C21_35_44_LPE_NS,C21_35_44_Tot,C21_45_54_SEO,C21_45_54_UOL_SE_Vw_w,C21_45_54_UOL_SE_Nw_Na,C21_45_54_UOL_SE_P_E_n,C21_45_54_UOL_SE_Tot,C21_45_54_LPE_NS,C21_45_54_Tot,C21_55_64_SEO,C21_55_64_UOL_SE_Vw_w,C21_55_64_UOL_SE_Nw_Na,C21_55_64_UOL_SE_P_E_n,C21_55_64_UOL_SE_To,C21_55_64_LPE_NS,C21_55_64_T,C21_65_74_SEO,C21_65_74_UOL_SE_Vw_w,C21_65_74_UOL_SE_Nw_Na,C21_65_74_UOL_SE_P_E_n,C21_65_74_UOL_SE_Tot,C21_65_74_LPE_NS,C21_65_74_Tot,C21_75_84_SEO,C21_75_84_UOL_SE_Vw_w,C21_75_84_UOL_SE_Nw_Na,C21_75_84_UOL_SE_P_E_n,C21_75_84_UOL_SE_Tot,C21_75_84_LPE_NS,C21_75_84_Tot,C21_85_over_SEO,C21_85_over_UOL_SE_Vw_w,C21_85_over_UOL_SE_Nw_Na,C21_85_over_UOL_SE_P_E_n
50502,21651,5195,1826,215,7235,1715,30607,16226,5100,364,55,5523,1377,23130,19689,7730,808,70,8612,2120,30430,17761,5954,859,66,6879,1321,25957,15830,4557,836,43,5431,1048,22312,13950,3538,803,33,4380,874,19204,9875,2307,743,32,3078,636,13590,6408,1547,810,28,2390,522,9323,2740,512,349,9,865,286,3887,124134,36436,7386,555,44387,9907,178430,22638,6233,2082,200,8513,1673,32823,14750,5495,410,52,5952,1052,21743,21362,10562,1112,106,11782,2442,35586,17282,7633,1047,65,8748,1616,27647,16385,5195,1050,50,6288,1284,23958,14168,3950,1011,51,5014,1117,20293,11126,2709,781,33,3523,896,15550,6819,1856,799,35,2691,785,10295,2841,636,405,20,1060,628,4533,127365,44264,8708,605,53575,11483,192430,24167,7852,1744,404,9998,1428,35594,15856,5359,166,14,5535,911,22308,21114,10314,684,23,11024,1884,34023,19371,9915,986,33,10930,1564,31870,17982,5992,990,24,7010,1061,26057,15889,4318,1221,25,5557,808,22258,13433,3290,1155,14,4457,628,18519,8687,1964,786,24,2769,555,12003,3705,860,541,37
50503,29467,4602,1207,168,5976,1677,37120,16634,3540,221,35,3802,979,21411,17241,3903,501,44,4449,1070,22755,18776,4258,698,43,4998,1158,24929,14760,2941,819,41,3795,841,19400,10120,1801,595,30,2425,503,13049,6469,769,328,18,1121,296,7882,3297,339,230,17,590,228,4111,1115,94,123,9,231,104,1442,117868,22257,4720,404,27383,6847,152102,33399,6018,1548,159,7724,2060,43175,19596,4992,259,58,5303,1302,26197,20942,5894,847,54,6794,1684,29416,19508,6401,823,63,7289,1464,28264,18864,4403,933,57,5387,1358,25603,12324,2478,923,22,3421,912,16656,8657,1294,503,13,1812,635,11100,4427,503,296,9,811,407,5642,1359,153,129,4,288,248,1890,139072,32137,6262,433,38830,10060,187959,35737,7079,1343,292,8711,1545,45994,20850,5275,174,16,5470,942,27267,21242,5893,552,18,6460,1291,28995,20944,7737,833,21,8593,1262,30810,20812,5666,959,16,6640,1167,28617,16474,3292,1117,8,4417,828,21721,11456,1868,878,11,2752,505,14711,6318,711,366,9,1083,382,7781,1940,231,169,7
50601,11503,827,257,37,1116,753,13370,7877,665,50,9,730,469,9077,7559,1193,70,13,1283,478,9316,6828,952,80,10,1044,446,8319,7078,696,72,12,783,428,8290,6221,508,68,5,580,315,7111,3493,314,52,5,376,173,4039,1716,173,40,6,218,188,2115,512,56,23,0,84,68,660,52782,5384,715,103,6196,3315,62293,13402,2481,846,79,3403,923,17729,7923,1453,66,6,1524,484,9929,9278,3439,255,28,3722,727,13728,7558,2896,199,14,3110,653,11325,7611,1325,191,14,1532,555,9698,6690,779,196,8,979,464,8138,4672,406,94,8,505,396,5574,2002,224,74,11,308,256,2565,622,79,17,5,97,198,913,59758,13078,1937,170,15182,4663,79596,15389,4612,820,264,5702,1001,22087,8158,2002,39,11,2051,542,10747,9712,3484,203,0,3691,732,14140,8811,5663,300,17,5983,739,15526,7908,2327,235,10,2571,559,11039,7499,1124,286,5,1406,426,9336,5935,587,250,3,845,237,7019,2744,264,94,0,363,177,3289,753,80,48,0
50602,6568,1681,747,77,2512,658,9734,5894,2247,206,35,2492,754,9138,7735,4249,375,46,4673,1026,13437,6475,2267,289,28,2580,687,9745,5832,1155,253,13,1415,557,7806,4953,758,186,9,951,402,6311,2882,523,168,8,703,259,3840,1993,357,142,9,510,171,2672,798,148,67,5,220,104,1118,43135,13401,2428,226,16057,4610,63804,6822,2208,840,91,3140,793,10753,5628,2506,254,12,2766,840,9232,8329,5639,597,33,6271,1633,16231,6085,3267,346,23,3638,941,10660,5613,1515,326,19,1854,734,8204,5170,958,256,11,1231,633,7034,3357,616,160,10,787,422,4567,1885,410,131,3,549,313,2747,883,167,73,0,236,155,1277,43776,17279,2974,209,20467,6470,70715,7323,2685,710,216,3609,594,11524,5996,2239,70,3,2308,538,8848,9021,5350,306,7,5669,1027,15720,6892,4190,341,14,4544,783,12221,6160,2010,344,8,2353,554,9070,6001,1138,348,8,1499,446,7947,4500,739,280,3,1021,266,5790,2126,443,128,3,578,177,2880,882,186,90,5
50603,9795,3409,1026,109,4547,619,14958,9224,5610,473,66,6144,834,16200,7004,5261,454,57,5780,752,13539,6853,3551,549,31,4132,470,11459,7842,2817,483,19,3320,407,11558,7045,1845,434,23,2300,325,9667,4375,792,297,12,1101,211,5682,2898,409,205,3,614,242,3758,1415,159,91,0,255,278,1950,56448,23847,4011,325,28182,4135,88769,9257,4662,1444,122,6231,644,16127,8005,5987,478,37,6503,637,15138,6239,7424,815,41,8279,877,15400,5818,5349,707,26,6083,572,12466,6684,3607,636,23,4264,501,11448,6662,2147,596,20,2766,401,9831,5131,1186,412,13,1608,327,7067,2853,527,276,4,807,253,3911,1536,251,131,5,387,290,2210,52182,31144,5498,281,36920,4498,93598,9363,6170,1266,315,7748,532,17649,7819,5682,169,11,5865,496,14178,6143,7899,511,24,8441,807,15390,5757,7212,757,20,7993,555,14301,6279,4424,814,10,5247,423,11957,6619,2558,751,7,3325,343,10281,5800,1652,671,6,2333,205,8341,3553,673,326,5,1008,291,4849,1508,214,145,8
50604,16417,3519,1174,137,4830,1355,22598,11160,3132,245,52,3433,1062,15654,10841,4160,509,51,4725,1209,16782,10639,3423,671,33,4133,961,15730,9928,2325,508,23,2858,722,13507,8856,1555,447,12,2021,562,11446,5320,700,248,12,958,284,6556,2517,313,181,5,497,245,3260,748,94,53,0,148,153,1053,76429,19231,4035,331,23598,6559,106587,15608,5849,1989,140,7980,1072,24657,10002,4708,302,46,5059,862,15926,9685,7220,982,55,8259,1242,19192,9249,6115,1103,39,7257,1077,17584,9645,3510,964,32,4504,754,14908,8608,1988,743,25,2762,623,11983,6458,1017,414,12,1439,380,8280,3152,460,215,0,674,288,4113,1004,139,88,0,231,192,1429,73405,31018,6799,347,38163,6500,118073,15058,7938,1711,380,10032,1174,26265,9957,5304,199,6,5504,786,16250,8325,7226,722,18,7961,1333,17620,9052,8521,1043,15,9583,1224,19859,9455,4704,1148,18,5871,906,16225,8805,2618,991,12,3614,525,12945,7485,1517,774,13,2305,389,10175,4074,523,285,8,817,275,5162,1318,178,134,5
50605,9368,537,149,22,712,503,10583,6623,414,31,4,452,306,7382,5351,540,40,7,596,306,6247,6326,683,69,10,757,378,7465,6614,527,37,5,563,311,7494,6110,495,49,3,554,269,6938,3891,284,39,0,327,151,4375,1890,234,64,4,302,123,2314,570,88,20,0,113,84,770,46752,3811,499,69,4375,2440,53563,9360,1039,286,27,1350,469,11180,6215,666,15,7,686,314,7217,5487,1084,78,9,1170,424,7080,5937,1277,87,9,1377,370,7677,6673,828,83,15,929,368,7966,5893,546,73,4,620,399,6912,4820,370,44,8,423,311,5561,2419,230,50,0,274,240,2935,659,91,28,0,120,144,921,47467,6122,746,74,6944,3041,57451,9355,1336,241,79,1658,347,11358,5834,696,19,4,712,226,6770,5118,942,63,7,1012,322,6450,6020,1516,86,3,1604,343,7970,6543,945,99,0,1047,298,7889,6244,578,105,0,687,283,7218,5501,444,67,3,514,206,6227,3172,213,40,0,254,167,3593,1062,101,31,0
50606,3945,97,37,0,130,107,4184,2245,70,4,0,78,96,2420,1830,103,4,0,103,123,2061,2495,142,9,0,154,193,2841,2371,101,6,3,109,149,2639,1825,105,5,0,110,109,2045,954,56,10,0,69,48,1069,352,26,0,0,25,31,411,74,10,0,0,8,40,126,16107,709,65,10,791,906,17799,5452,391,144,20,549,405,6402,3083,211,10,0,219,184,3487,3520,591,24,0,618,326,4461,2884,504,21,3,532,315,3731,3144,254,16,4,273,293,3704,2286,128,30,3,158,183,2627,1394,118,11,0,133,91,1619,564,44,0,0,41,42,646,154,13,0,0,18,19,191,22487,2244,249,35,2535,1855,26873,6863,762,129,34,925,240,8027,3255,312,3,0,317,151,3719,4040,553,23,0,580,279,4898,3548,879,29,0,903,325,4782,3352,409,25,0,436,291,4076,2984,187,35,0,226,193,3405,1863,121,35,0,159,112,2133,840,46,14,0,62,57,955,216,19,6,0
50607,4435,835,264,27,1122,311,5867,4932,1539,112,12,1664,402,6999,4341,1904,108,14,2021,480,6845,3734,1154,101,0,1256,309,5300,4049,847,104,3,960,272,5280,4054,620,69,8,695,271,5021,2145,295,60,6,362,163,2665,1414,148,56,4,202,100,1722,933,63,33,8,104,67,1109,30044,7396,905,81,8393,2377,40815,4491,1001,269,32,1307,316,6110,4546,1363,121,5,1493,322,6359,4443,2016,130,8,2157,520,7121,3466,1454,111,13,1573,370,5413,3855,958,122,7,1086,319,5260,4004,728,110,6,845,305,5158,2902,439,75,5,521,235,3664,1373,208,73,3,285,163,1828,871,81,38,6,120,143,1136,29954,8245,1058,92,9397,2691,42044,4676,1078,211,89,1374,199,6247,4758,959,30,0,989,193,5938,4496,1696,73,0,1764,340,6604,3708,1713,83,8,1806,213,5723,4027,939,100,3,1043,208,5276,4019,783,135,0,919,214,5155,3844,585,139,0,721,208,4773,1957,269,69,5,344,206,2503,873,102,47,5
50701,15279,1775,479,54,2307,776,18363,9199,1855,65,27,1949,472,11618,10369,2726,172,24,2926,615,13907,10733,2709,259,45,3009,574,14318,8764,2144,238,15,2399,431,11595,6374,1562,364,27,1949,301,8621,3630,967,351,15,1333,172,5134,1926,481,394,0,880,129,2932,665,90,122,0,210,48,925,66937,14305,2446,212,16963,3510,87411,16116,2596,798,98,3489,922,20529,9828,2144,115,13,2269,632,12730,11368,3798,261,25,4086,1025,16474,11001,3863,372,22,4260,856,16116,10021,2758,306,36,3096,760,13872,7641,1862,376,13,2246,575,10462,4791,1198,353,10,1564,431,6777,2293,621,368,6,997,367,3664,827,177,139,6,321,267,1415,73876,19013,3083,232,22321,5826,102029,17691,3309,664,230,4201,687,22586,10957,2212,45,4,2263,475,13694,12922,3775,142,8,3930,803,17653,12342,4855,300,14,5170,769,18277,11326,3230,371,10,3604,590,15520,9463,2292,379,9,2675,445,12579,6680,1616,457,0,2074,309,9066,3224,791,362,9,1165,266,4655,1109,261,247,6
50702,4538,427,97,18,536,186,5261,3164,323,14,7,343,211,3711,3704,581,33,3,618,308,4632,3986,653,30,11,693,238,4919,4231,586,30,3,621,259,5116,3810,505,67,10,583,225,4612,2050,393,144,7,545,131,2734,1154,348,252,5,611,123,1890,462,112,119,10,241,62,761,27107,3931,782,72,4780,1741,33629,4594,435,109,18,564,322,5480,3173,312,15,4,325,272,3766,4023,778,40,3,825,534,5389,3864,707,30,3,744,434,5039,4431,606,24,5,635,439,5499,4020,507,63,3,581,380,4981,2715,395,74,7,476,285,3471,1277,338,210,6,556,233,2066,427,134,141,3,279,201,905,28524,4218,712,53,4978,3096,36600,5021,558,100,38,703,251,5972,3595,329,6,0,341,205,4136,4277,611,20,0,633,393,5303,4371,728,21,0,748,327,5448,4588,610,34,0,643,323,5556,4739,502,35,3,541,250,5531,3799,398,74,0,469,185,4455,1811,321,123,0,451,149,2407,658,150,167,0
50703,5597,450,122,11,585,518,6702,3405,289,12,3,299,411,4115,3974,588,50,7,636,555,5169,3380,511,69,10,584,447,4418,2838,303,38,3,347,276,3452,2201,189,39,3,228,198,2627,1399,116,28,0,147,107,1650,695,47,16,0,69,72,841,193,23,10,0,29,33,253,23678,2516,372,48,2934,2617,29227,6652,1106,345,63,1511,518,8682,3772,859,24,6,891,506,5170,4873,1739,83,12,1835,871,7579,3698,1502,115,11,1631,626,5957,3356,781,94,7,880,401,4638,2619,319,93,4,418,266,3304,1712,176,52,3,231,217,2160,886,72,30,5,103,109,1103,250,23,11,0,35,39,325,27812,6587,842,109,7539,3563,38921,7852,1625,309,125,2059,501,10410,4088,1117,9,5,1131,424,5642,5240,1655,65,4,1726,886,7857,4516,2383,110,3,2492,706,7718,3824,1321,111,4,1430,411,5670,3246,512,147,3,652,228,4134,2235,238,105,4,339,139,2717,1097,109,47,6,158,54,1314,351,24,17,0
50704,13730,1876,415,74,2366,562,16658,11453,2790,114,45,2947,484,14883,7758,2496,123,20,2647,426,10820,9789,2352,181,25,2558,478,12829,11495,2451,256,23,2732,413,14636,10141,2118,251,18,2388,403,12930,6022,1012,203,14,1229,257,7511,4534,533,190,10,736,271,5542,2044,193,101,8,299,221,2564,76972,15821,1838,235,17887,3508,98365,13701,2346,547,57,2953,539,17197,10614,2378,128,16,2521,450,13588,7786,2956,224,15,3196,611,11595,8798,3071,208,17,3297,508,12597,10623,2496,250,12,2755,558,13945,10139,2194,305,22,2515,513,13167,7421,1493,252,13,1760,430,9607,4418,678,216,6,903,415,5739,2399,248,104,5,364,484,3243,75896,17858,2245,161,20264,4506,100678,14244,3127,458,142,3722,399,18363,10666,2047,40,0,2088,316,13069,8099,2520,97,5,2623,456,11181,9214,3881,200,3,4085,442,13737,10671,2738,253,0,2997,440,14104,10493,2163,336,0,2500,421,13415,9364,1999,420,7,2432,327,12123,5340,921,245,8,1168,272,6774,2617,317,148,5
50705,21406,933,254,49,1227,1054,23694,13515,616,23,13,652,790,14956,11911,938,56,16,1007,716,13631,13733,1072,80,19,1176,847,15751,12539,817,70,12,897,696,14137,8841,542,81,6,632,460,9928,6106,358,48,9,412,289,6806,3521,165,46,6,220,238,3980,1050,53,20,0,78,99,1226,92619,5505,678,124,6305,5189,104105,24446,1527,391,45,1962,1509,27919,14436,971,43,11,1021,1268,16726,15005,1623,88,15,1724,1495,18221,13959,1955,121,17,2091,1143,17199,14675,1273,78,8,1357,1182,17214,10698,769,97,15,881,836,12417,7716,470,68,6,543,589,8853,4156,259,40,8,309,393,4851,1454,71,26,8,105,150,1716,106545,8923,953,123,9998,8566,125112,25865,1883,362,87,2335,1231,29431,14724,1203,27,8,1238,933,16896,15453,1545,70,10,1626,1241,18324,14823,2297,114,7,2420,1139,18382,15208,1602,118,3,1731,952,17886,13749,973,126,4,1105,705,15559,9776,569,111,6,689,441,10901,5468,293,57,9,353,388,6210,1662,84,31,0
50901,10446,484,146,26,658,374,11474,5484,272,58,3,325,320,6134,4835,375,69,4,447,330,5613,6291,476,100,5,581,381,7250,7421,353,67,3,429,332,8186,6855,301,43,7,346,281,7488,4704,195,34,5,229,142,5082,2752,129,23,3,159,137,3042,939,67,7,0,78,72,1092,49740,2648,545,60,3251,2363,55357,9640,571,180,17,768,697,11111,5361,333,49,8,393,447,6195,4853,509,86,5,599,643,6093,5523,587,112,12,707,608,6839,7091,454,95,6,547,660,8300,7573,303,63,7,376,682,8632,6022,253,46,3,296,547,6868,3151,137,24,0,170,343,3661,1196,76,18,4,95,175,1468,50410,3227,678,62,3960,4803,59170,9553,678,131,23,830,728,11111,5406,389,31,0,421,410,6236,5062,562,86,10,660,597,6315,5534,686,96,0,778,612,6934,6783,523,105,0,634,600,8013,8064,339,72,4,412,608,9084,7318,228,60,0,298,504,8126,3969,142,26,0,165,288,4420,1417,58,18,0
50902,10042,270,77,9,359,612,11010,4591,223,40,3,263,370,5217,4639,279,38,0,317,293,5249,6192,359,22,5,387,434,7014,7455,293,21,4,314,467,8237,7395,265,16,4,279,408,8081,4787,165,13,0,175,243,5206,2283,95,15,7,115,169,2572,649,51,12,0,65,68,775,48030,1995,243,32,2276,3062,53369,8903,358,58,9,422,800,10125,4472,278,62,3,343,473,5290,4638,374,89,4,471,721,5829,5271,448,28,5,484,715,6471,7058,320,26,4,353,792,8205,7777,250,21,5,272,813,8864,6065,218,17,0,237,657,6956,2766,87,8,0,95,371,3227,773,32,3,0,42,150,964,47726,2363,318,33,2708,5501,55932,7975,377,71,28,475,844,9297,4255,270,17,0,289,527,5065,4270,485,70,14,568,722,5560,4895,452,21,10,480,744,6125,6249,345,33,6,383,903,7536,7902,267,32,3,302,935,9141,7127,181,22,0,202,747,8072,3417,90,12,0,102,428,3947,983,43,11,0
50903,4060,107,31,0,138,122,4325,1752,52,3,3,57,100,1907,2079,83,3,5,99,179,2352,2606,143,13,3,157,184,2949,2881,108,0,4,116,161,3159,2688,77,4,0,80,127,2893,1692,44,7,0,50,72,1812,854,30,3,0,36,54,945,314,23,9,0,27,34,366,18929,671,71,16,756,1022,20714,3502,108,17,4,135,378,4008,1503,68,4,0,76,183,1758,1816,141,9,0,152,212,2186,2009,142,11,4,151,216,2370,2549,98,8,0,110,264,2922,2740,74,8,0,79,300,3123,1995,51,0,0,52,232,2273,1023,25,0,0,28,139,1191,332,13,3,0,22,61,413,17469,726,58,14,797,1984,20249,2946,138,29,9,182,375,3498,1464,61,4,0,65,194,1721,1535,212,6,0,216,194,1943,1796,170,12,0,177,250,2226,2186,128,14,0,139,269,2586,2640,73,7,0,83,268,2989,2289,51,3,4,61,216,2561,1160,24,6,0,28,161,1351,388,11,3,0
51001,5932,1363,405,31,1799,816,8542,3059,1007,83,5,1096,646,4798,4053,1049,106,3,1161,1250,6470,3744,853,61,9,922,877,5548,3345,660,60,12,725,535,4614,2434,351,63,6,417,300,3157,865,143,49,10,197,92,1154,251,75,41,8,127,27,411,53,24,15,9,44,10,107,23740,5518,881,102,6495,4556,34791,5658,1400,316,90,1796,919,8378,2638,1031,70,32,1136,535,4309,3754,1340,94,41,1477,864,6090,3396,962,34,24,1015,710,5119,3170,720,52,31,801,587,4555,2798,458,38,16,515,436,3755,1144,194,30,13,230,197,1578,287,79,14,5,104,70,463,65,17,17,0,36,21,120,22910,6200,655,258,7106,4346,34363,5295,1399,360,77,1842,1077,8213,2592,1125,57,32,1213,604,4411,3506,1500,74,17,1591,966,6066,3320,1131,37,30,1200,743,5272,3034,797,35,25,857,770,4658,2626,524,28,8,560,585,3773,1398,226,33,4,261,302,1958,403,67,24,3,96,104,607,77,16,11,0
51002,3366,587,146,20,752,915,5031,2465,498,27,7,528,756,3751,4252,735,33,8,778,1278,6314,3394,669,43,9,721,1015,5129,2794,423,20,5,449,840,4091,1448,233,34,3,265,392,2103,278,71,19,0,93,62,436,54,28,17,0,45,13,108,11,8,7,0,23,0,36,18062,3246,346,59,3653,5275,26990,3546,677,148,31,859,633,5036,1724,452,24,9,478,376,2583,4148,888,44,8,943,1117,6208,2956,816,23,11,844,804,4604,2466,533,27,14,575,690,3729,1494,240,31,10,275,400,2177,333,107,27,0,132,88,557,73,14,11,0,29,23,128,22,3,4,0,11,11,38,16761,3737,336,82,4156,4143,25054,3973,713,122,29,865,616,5461,1708,490,19,5,515,463,2682,3344,897,35,9,938,1114,5394,2886,974,33,8,1014,953,4851,2107,610,29,0,643,744,3497,1712,356,38,0,392,546,2645,450,116,37,3,150,112,716,95,21,20,0,36,27,157,23,8,6,0
51003,5108,397,102,16,508,869,6488,2872,255,22,0,278,743,3893,5137,673,58,5,738,1443,7314,4700,675,89,5,766,1341,6810,3649,440,75,5,518,1048,5222,1814,216,28,3,252,517,2582,338,51,7,0,55,85,481,57,17,0,0,23,13,86,10,7,0,0,7,3,20,23698,2725,379,34,3149,6058,32902,5854,490,123,30,636,531,7027,2415,379,18,5,399,401,3220,5632,1028,40,16,1078,1331,8042,4923,993,49,4,1043,1069,7038,3776,694,36,8,736,900,5417,2220,293,17,5,317,449,2985,452,75,9,0,80,94,629,80,18,0,0,20,17,111,16,11,0,0,10,0,26,25370,3968,293,64,4323,4804,34499,5659,594,96,41,732,980,7365,2109,335,4,0,346,548,3005,3737,767,31,3,799,1090,5629,3885,855,35,4,898,1063,5841,2855,564,31,0,591,713,4161,1845,261,14,0,280,490,2611,530,91,10,0,98,143,775,121,31,0,0,28,31,186,14,0,6,0
51101,3187,94,18,0,118,166,3467,1649,63,11,0,72,101,1816,1550,95,14,0,108,109,1774,1976,131,10,0,141,122,2241,2138,74,7,0,80,125,2342,1672,28,0,0,28,100,1801,1166,41,4,0,43,89,1296,609,11,3,0,12,56,674,176,9,0,0,7,17,203,14111,549,58,8,613,881,15607,2811,75,19,9,101,329,3236,1568,65,3,8,78,187,1830,1503,99,12,0,110,233,1851,1629,111,4,0,117,227,1979,1985,79,3,0,84,269,2338,1777,48,3,0,54,230,2067,1402,35,5,0,39,170,1610,681,21,4,0,22,84,790,237,12,0,0,12,34,276,13597,547,48,17,617,1757,15973,2617,158,17,7,179,318,3111,1391,68,6,0,78,169,1632,1533,130,6,0,141,177,1852,1553,159,7,0,160,191,1905,1848,102,0,0,105,239,2190,1920,76,8,0,87,208,2219,1515,28,7,0,32,154,1705,901,18,0,0,21,118,1039,289,3,0,0
51102,1707,85,24,3,117,170,1997,696,48,9,0,61,85,836,999,127,23,0,155,114,1264,1192,117,24,4,143,128,1467,1101,86,28,6,123,123,1345,1049,61,39,0,102,123,1271,641,45,4,0,49,64,754,236,20,8,0,25,26,294,49,7,0,0,11,8,66,7664,598,171,15,781,842,9286,1537,146,21,6,177,227,1940,731,68,12,0,81,109,925,961,174,36,0,209,182,1352,977,142,25,0,169,181,1325,1097,97,33,0,129,171,1399,991,78,25,5,106,149,1247,729,49,10,0,66,92,889,241,17,3,0,23,44,309,71,8,0,0,8,15,88,7333,790,167,13,967,1181,9485,1318,118,26,12,157,264,1740,714,90,6,0,96,171,976,972,217,36,0,248,217,1432,896,168,21,0,195,187,1271,994,118,37,0,160,183,1335,1081,60,29,0,88,157,1322,791,37,18,0,53,108,953,326,17,6,0,17,60,410,71,3,4,0
