SA3_CODE_2021,C11_0_14_SEO,C11_0_14_UOL_SE_Vw_w,C11_0_14_UOL_SE_Nw_Na,C11_0_14_UOL_SE_P_E_n,C11_0_14_UOL_SE_Tot,C11_0_14_LPE_NS,C11_0_14_Tot,C11_15_24_SEO,C11_15_24_UOL_SE_Vw_w,C11_15_24_UOL_SE_Nw_Na,C11_15_24_UOL_SE_P_E_n,C11_15_24_UOL_SE_Tot,C11_15_24_LPE_NS,C11_15_24_Tot,C11_25_34_SEO,C11_25_34_UOL_SE_Vw_w,C11_25_34_UOL_SE_Nw_Na,C11_25_34_UOL_SE_P_E_n,C11_25_34_UOL_SE_Tot,C11_25_34_LPE_NS,C11_25_34_Tot,C11_35_44_SEO,C11_35_44_UOL_SE_Vw_w,C11_35_44_UOL_SE_Nw_Na,C11_35_44_UOL_SE_P_E_n,C11_35_44_UOL_SE_Tot,C11_35_44_LPE_NS,C11_35_44_Tot,C11_45_54_SEO,C11_45_54_UOL_SE_Vw_w,C11_45_54_UOL_SE_Nw_Na,C11_45_54_UOL_SE_P_E_n,C11_45_54_UOL_SE_Tot,C11_45_54_LPE_NS,C11_45_54_Tot,C11_55_64_SEO,C11_55_64_UOL_SE_Vw_w,C11_55_64_UOL_SE_Nw_Na,C11_55_64_UOL_SE_P_E_n,C11_55_64_UOL_SE_Tot,C11_55_64_LPE_NS,C11_55_64_Tot,C11_65_74_SEO,C11_65_74_UOL_SE_Vw_w,C11_65_74_UOL_SE_Nw_Na,C11_65_74_UOL_SE_P_E_n,C11_65_74_UOL_SE_Tot,C11_65_74_LPE_NS,C11_65_74_Tot,C11_75_84_SEO,C11_75_84_UOL_SE_Vw_w,C11_75_84_UOL_SE_Nw_Na,C11_75_84_UOL_SE_P_E_n,C11_75_84_UOL_SE_Tot,C11_75_84_LPE_NS,C11_75_84_Tot,C11_85_over_SEO,C11_85_over_UOL_SE_Vw_w,C11_85_over_UOL_SE_Nw_Na,C11_85_over_UOL_SE_P_E_n,C11_85_over_UOL_SE_Tot,C11_85_over_LPE_NS,C11_85_over_Tot,C11_Tot_SEO,C11_Tot_UOL_SE_Vw_w,C11_Tot_UOL_SE_Nw_Na,C11_Tot_UOL_SE_P_E_n,C11_Tot_UOL_SE_Tot,C11_Tot_LPE_NS,C11_Tot_Tot,C16_0_14_SEO,C16_0_14_UOL_SE_Vw_w,C16_0_14_UOL_SE_Nw_Na,C16_0_14_UOL_SE_P_E_n,C16_0_14_UOL_SE_Tot,C16_0_14_LPE_NS,C16_0_14_Tot,C16_15_24_SEO,C16_15_24_UOL_SE_Vw_w,C16_15_24_UOL_SE_Nw_Na,C16_15_24_UOL_SE_P_E_n,C16_15_24_UOL_SE_Tot,C16_15_24_LPE_NS,C16_15_24_Tot,C16_25_34_SEO,C16_25_34_UOL_SE_Vw_w,C16_25_34_UOL_SE_Nw_Na,C16_25_34_UOL_SE_P_E_n,C16_25_34_UOL_SE_Tot,C16_25_34_LPE_NS,C16_25_34_Tot,C16_35_44_SEO,C16_35_44_UOL_SE_Vw_w,C16_35_44_UOL_SE_Nw_Na,C16_35_44_UOL_SE_P_E_n,C16_35_44_UOL_SE_Tot,C16_35_44_LPE_NS,C16_35_44_Tot,C16_45_54_SEO,C16_45_54_UOL_SE_Vw_w,C16_45_54_UOL_SE_Nw_Na,C16_45_54_UOL_SE_P_E_n,C16_45_54_UOL_SE_Tot,C16_45_54_LPE_NS,C16_45_54_Tot,C16_55_64_SEO,C16_55_64_UOL_SE_Vw_w,C16_55_64_UOL_SE_Nw_Na,C16_55_64_UOL_SE_P_E_n,C16_55_64_UOL_SE_Tot,C16_55_64_LPE_NS,C16_55_64_Tot,C16_65_74_SEO,C16_65_74_UOL_SE_Vw_w,C16_65_74_UOL_SE_Nw_Na,C16_65_74_UOL_SE_P_E_n,C16_65_74_UOL_SE_Tot,C16_65_74_LPE_NS,C16_65_74_Tot,C16_75_84_SEO,C16_75_84_UOL_SE_Vw_w,C16_75_84_UOL_SE_Nw_Na,C16_75_84_UOL_SE_P_E_n,C16_75_84_UOL_SE_Tot,C16_75_84_LPE_NS,C16_75_84_Tot,C16_85_over_SEO,C16_85_over_UOL_SE_Vw_w,C16_85_over_UOL_SE_Nw_Na,C16_85_over_UOL_SE_P_E_n,C16_85_over_UOL_SE_Tot,C16_85_over_LPE_NS,C16_85_over_Tot,C16_Tot_SEO,C16_Tot_UOL_SE_Vw_w,C16_Tot_UOL_SE_Nw_Na,C16_Tot_UOL_SE_P_E_n,C16_Tot_UOL_SE_Tot,C16_Tot_LPE_NS,C16_Tot_Tot,C21_0_14_SEO,C21_0_14_UOL_SE_Vw_w,C21_0_14_UOL_SE_Nw_Na,C21_0_14_UOL_SE_P_E_n,C21_0_14_UOL_SE_Tot,C21_0_14_LPE_NS,C21_0_14_Tot,C21_15_24_SEO,C21_15_24_UOL_SE_Vw_w,C21_15_24_UOL_SE_Nw_Na,C21_15_24_UOL_SE_P_E_n,C21_15_24_UOL_SE_Tot,C21_15_24_LPE_NS,C21_15_24_Tot,C21_25_34_SEO,C21_25_34_UOL_SE_Vw_w,C21_25_34_UOL_SE_Nw_Na,C21_25_34_UOL_SE_P_E_n,C21_25_34_UOL_SE_Tot,C21_25_34_LPE_NS,C21_25_34_Tot,C21_35_44_SEO,C21_35_44_UOL_SE_Vw_w,C21_35_44_UOL_SE_Nw_Na,C21_35_44_UOL_SE_P_E_n,C21_35_44_UOL_SE_Tot,C21_35_44_LPE_NS,C21_35_44_Tot,C21_45_54_SEO,C21_45_54_UOL_SE_Vw_w,C21_45_54_UOL_SE_Nw_Na,C21_45_54_UOL_SE_P_E_n,C21_45_54_UOL_SE_Tot,C21_45_54_LPE_NS,C21_45_54_Tot,C21_55_64_SEO,C21_55_64_UOL_SE_Vw_w,C21_55_64_UOL_SE_Nw_Na,C21_55_64_UOL_SE_P_E_n,C21_55_64_UOL_SE_To,C21_55_64_LPE_NS,C21_55_64_T,C21_65_74_SEO,C21_65_74_UOL_SE_Vw_w,C21_65_74_UOL_SE_Nw_Na,C21_65_74_UOL_SE_P_E_n,C21_65_74_UOL_SE_Tot,C21_65_74_LPE_NS,C21_65_74_Tot,C21_75_84_SEO,C21_75_84_UOL_SE_Vw_w,C21_75_84_UOL_SE_Nw_Na,C21_75_84_UOL_SE_P_E_n,C21_75_84_UOL_SE_Tot,C21_75_84_LPE_NS,C21_75_84_Tot,C21_85_over_SEO,C21_85_over_UOL_SE_Vw_w,C21_85_over_UOL_SE_Nw_Na,C21_85_over_UOL_SE_P_E_n
50101,8193,293,76,10,383,428,9012,3915,136,25,8,166,209,4289,4122,317,63,9,382,278,4788,5673,323,20,3,340,346,6361,5429,195,12,0,209,281,5916,4910,126,12,0,139,258,5308,3213,104,4,0,114,155,3476,1928,72,5,0,75,119,2118,643,23,7,0,28,97,774,38036,1586,214,33,1838,2175,42045,9350,453,96,12,564,651,10561,4183,206,36,4,240,297,4725,4455,563,83,0,647,419,5521,6223,512,32,5,550,499,7273,6072,308,23,5,336,497,6903,5944,187,15,4,200,481,6625,4958,136,11,0,148,379,5480,2375,72,5,0,79,243,2705,914,40,0,0,41,118,1072,44478,2468,304,37,2811,3582,50875,9647,592,125,40,756,620,11018,4432,205,37,0,238,260,4932,4401,626,72,3,705,441,5544,6484,742,45,0,791,545,7816,6981,422,41,3,468,556,8001,6880,247,21,0,265,418,7556,6878,151,14,0,161,379,7420,3375,99,12,0,108,229,3702,1198,51,0,0
50102,18249,717,196,23,933,1054,20239,10909,411,34,11,453,695,12056,9990,897,93,5,996,785,11768,11683,983,75,9,1068,796,13549,12098,775,49,9,836,729,13663,10198,544,42,10,601,499,11291,5997,380,53,6,439,297,6736,3208,262,77,7,350,185,3743,1101,116,45,0,164,73,1334,83434,5085,668,82,5841,5111,94384,18554,1040,247,28,1320,1203,21070,10577,616,63,13,690,817,12086,10044,1244,176,20,1433,970,12446,10852,1342,66,8,1413,975,13241,12373,978,77,16,1064,1023,14458,11523,634,49,17,697,938,13154,8338,481,41,8,528,766,9629,3942,283,51,7,343,469,4757,1415,114,51,4,170,211,1791,87616,6721,817,113,7658,7368,102642,18300,1213,265,71,1540,888,20733,10566,663,27,5,693,616,11881,10056,1261,179,3,1447,918,12419,10945,1689,93,6,1793,912,13649,12246,1100,69,9,1177,904,14325,12795,678,62,3,742,791,14330,10823,483,55,9,542,616,11985,5322,313,35,8,360,424,6102,1705,109,38,0
50103,4221,101,30,0,130,114,4462,1821,63,11,0,74,53,1948,1635,93,27,0,119,76,1829,2591,129,6,3,139,91,2823,3178,145,10,0,158,121,3463,3236,154,6,4,163,120,3523,2092,114,12,3,129,78,2294,861,72,20,0,96,37,993,295,23,14,0,36,19,346,19932,896,133,17,1040,706,21674,3698,96,25,4,121,306,4127,1865,52,10,0,63,149,2073,1575,124,40,0,169,143,1888,2224,102,9,3,116,192,2526,2982,134,16,0,147,287,3418,3387,149,12,3,163,297,3851,2718,115,9,0,125,252,3095,1117,83,11,6,101,167,1384,344,26,13,4,38,67,449,19901,879,131,22,1040,1868,22813,3480,149,28,3,190,275,3941,1877,70,0,0,71,150,2098,1625,205,33,0,239,140,2006,2181,158,13,0,170,219,2569,2771,126,17,3,144,298,3216,3573,128,16,0,141,273,3989,3323,115,6,0,124,241,3684,1637,56,11,0,73,138,1843,437,32,13,0
50201,14164,545,135,24,697,933,15797,9043,331,22,7,357,550,9957,7451,503,35,12,541,522,8519,8815,722,56,0,783,602,10196,9858,490,39,5,530,559,10952,10043,356,37,5,400,562,11008,8768,288,21,4,317,427,9514,5018,179,26,5,209,401,5629,1492,61,13,0,77,168,1731,74651,3470,384,71,3924,4725,83294,15590,876,199,31,1111,859,17558,9752,598,25,11,630,566,10949,8692,913,51,14,979,687,10361,9135,1188,74,15,1279,698,11111,10867,846,63,11,919,797,12582,11050,482,35,7,525,820,12390,10930,388,35,11,434,816,12174,6332,242,23,3,265,591,7192,2060,88,12,3,104,252,2418,84396,5629,519,104,6251,6088,96738,16629,1092,183,42,1318,879,18829,9991,682,23,3,709,597,11296,9236,897,47,10,952,699,10886,9722,1322,71,10,1393,789,11904,11155,1082,80,7,1167,825,13147,12916,634,78,0,713,703,14327,13732,478,50,0,531,638,14903,8397,255,30,0,283,566,9248,2539,131,13,0
50301,10021,1014,207,20,1234,461,11714,8578,1562,69,15,1649,512,10739,4564,1330,58,10,1397,433,6395,6010,1100,51,9,1154,364,7522,7860,1049,47,4,1098,368,9320,6796,752,28,4,783,381,7957,4645,425,42,4,475,241,5359,2818,259,37,0,294,164,3282,1490,106,15,3,128,233,1844,52778,7594,554,65,8211,3148,64138,10296,1273,287,23,1594,452,12338,8425,1852,151,5,2018,438,10878,4748,1568,88,13,1664,555,6968,5523,1441,61,11,1516,386,7428,7833,1202,64,8,1278,528,9633,6820,892,49,0,945,480,8240,5416,590,61,6,654,385,6458,3064,336,46,6,389,287,3743,1601,127,24,0,151,195,1952,53726,9288,842,75,10209,3701,67637,10273,1601,201,71,1870,271,12411,9309,1472,51,0,1522,344,11171,5081,1417,50,0,1463,354,6900,5679,1678,88,3,1774,282,7729,8182,1444,80,3,1526,269,9973,7586,938,65,4,1012,274,8870,6439,672,110,3,782,295,7515,4258,386,79,5,464,256,4980,1779,150,45,0
50302,9245,1357,619,65,2041,830,12125,8768,2421,197,24,2648,1094,12509,13538,5507,424,35,5965,2386,21888,9995,2769,295,28,3088,1118,14202,8848,1769,241,20,2035,796,11677,7271,1292,239,8,1536,713,9519,3729,760,296,13,1061,324,5121,1995,711,446,13,1167,247,3406,1041,282,232,7,526,202,1767,64428,16880,2981,212,20067,7719,92215,10077,1912,707,69,2685,879,13646,7806,2650,319,12,2977,1135,11924,14448,7158,670,46,7880,2864,25188,9967,3881,292,17,4194,1418,15585,9025,1997,223,19,2237,980,12247,7827,1417,305,16,1736,857,10418,5071,956,264,8,1225,631,6925,2316,700,324,17,1034,362,3723,1234,306,260,15,571,200,2010,67780,20967,3363,223,24555,9334,101670,11109,2624,591,204,3419,464,14993,8835,2635,122,3,2767,664,12269,14984,7288,348,6,7647,1694,24325,11740,5396,311,4,5712,1023,18480,10080,2355,225,5,2586,708,13375,9177,1508,295,4,1804,591,11574,6928,1147,351,13,1509,459,8897,3224,581,286,7,878,279,4386,1398,408,259,4
50401,9277,1903,614,81,2593,598,12474,6889,2115,152,24,2284,448,9620,8197,3400,299,32,3739,749,12691,8088,2385,425,27,2834,504,11416,7399,1840,420,16,2271,462,10134,6611,1647,385,13,2045,345,9002,4157,964,336,8,1310,222,5693,2520,628,343,11,988,185,3686,1121,240,164,4,409,93,1623,54269,15117,3134,221,18477,3599,76338,9408,2261,724,77,3059,573,13047,6283,2194,160,12,2365,443,9092,8788,4123,427,23,4580,846,14212,7757,3074,405,27,3509,647,11909,7313,2023,476,15,2509,562,10384,6535,1640,517,16,2167,522,9224,4857,1170,351,10,1532,393,6781,2625,695,331,21,1048,308,3991,1140,250,170,13,427,242,1809,54707,17431,3555,222,21201,4540,80443,10018,2498,548,188,3233,508,13748,6496,1928,81,7,2014,339,8849,9192,3573,256,5,3842,657,13689,8447,3537,381,3,3921,567,12929,7847,2080,464,5,2550,438,10831,7136,1658,566,5,2223,356,9712,6004,1377,491,11,1880,246,8133,3248,812,314,0,1135,238,4621,1252,295,230,6
50402,7069,224,50,6,286,365,7718,4852,158,0,4,165,504,5521,3104,197,16,0,212,702,4019,4806,331,26,0,354,643,5807,5690,333,13,8,355,409,6456,4866,357,16,0,374,279,5521,2881,188,27,3,217,163,3259,1328,123,35,5,160,93,1576,434,44,15,0,63,44,537,35022,1949,198,31,2181,3213,40415,6662,331,81,12,424,304,7394,4404,224,8,8,234,505,5142,3538,293,29,5,323,901,4762,4120,439,38,13,489,776,5384,5575,377,34,3,414,606,6595,4977,343,26,0,369,389,5730,3777,269,26,7,297,317,4394,1637,146,30,0,178,142,1955,540,52,11,5,67,76,681,35232,2469,274,49,2795,4007,42035,6627,413,79,18,507,279,7415,4296,286,8,0,292,369,4959,3721,319,20,0,339,858,4921,4171,525,20,0,546,814,5532,5149,450,40,4,489,580,6223,5421,343,35,0,376,418,6220,4499,260,35,0,285,211,4995,2321,160,24,0,184,166,2668,647,67,12,0
50403,19025,2594,653,98,3344,1060,23433,11954,1973,109,18,2099,729,14789,10900,2316,243,20,2586,766,14248,12436,2539,447,22,3010,850,16299,11554,1964,443,23,2429,700,14684,8078,1315,378,15,1708,472,10255,4487,663,210,10,885,321,5694,2061,332,211,5,555,200,2810,598,126,83,11,220,103,921,81106,13820,2773,239,16835,5198,103138,20937,4230,1210,138,5583,1509,28026,13317,3203,153,32,3384,1034,17742,13705,4825,479,36,5340,1361,20400,12473,4378,566,51,4995,1237,18701,13107,2921,615,37,3572,1114,17794,9949,1719,562,14,2288,809,13044,6095,907,341,11,1268,542,7908,2637,417,204,3,626,375,3640,761,126,109,4,235,288,1279,92987,22723,4242,333,27296,8261,128540,23404,6161,1251,299,7706,1240,32349,13912,3833,99,16,3942,732,18584,15254,5750,413,9,6167,1212,22634,13881,6706,608,18,7327,1073,22281,13668,3957,661,14,4633,939,19239,12549,2262,742,10,3007,654,16210,8161,1254,582,5,1843,399,10400,3934,509,250,4,765,255,4950,1188,151,149,0
50501,26407,1816,389,60,2266,781,29456,20293,1966,75,22,2070,726,23093,13823,1826,77,15,1916,664,16399,18840,2369,92,17,2481,670,21995,21201,2494,145,20,2655,708,24564,17677,1975,164,27,2166,569,20417,8241,868,121,12,998,257,9497,4296,384,151,12,548,186,5028,1658,131,54,10,190,129,1974,132437,13828,1277,193,15303,4684,152421,26143,2060,490,42,2594,819,29557,18042,1843,76,11,1929,655,20621,14127,2296,142,11,2454,735,17317,17174,2717,128,17,2861,778,20808,20052,2543,155,14,2711,772,23532,17795,2108,224,21,2347,805,20946,11884,1291,145,8,1445,539,13866,4667,566,150,4,724,276,5666,1993,170,62,4,232,177,2405,131875,15580,1582,137,17303,5549,154728,26446,2424,406,143,2977,556,29972,17395,1514,36,0,1552,421,19371,13829,1898,65,5,1966,595,16389,17481,3172,115,0,3286,672,21444,19456,2536,151,4,2684,692,22833,18892,2116,199,5,2321,590,21801,15830,1613,265,10,1888,435,18157,6772,675,151,7,829,279,7877,2292,230,96,0
