SA3_CODE_2021,C21_SH_Tot_NPFH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPFH_2,C21_SDRTHT_0b_s_a_b_NPFH_3,C21_SDRTHT_0b_s_a_b_NPFH_4,C21_SDRTHT_0b_s_a_b_NPFH_5,C21_SDRTHT_0b_s_a_b_NPFH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPFH_2,C21_SDRTHT_1b_NPFH_3,C21_SDRTHT_1b_NPFH_4,C21_SDRTHT_1b_NPFH_5,C21_SDRTHT_1b_NPFH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPFH_2,C21_SDRTHT_2b_NPFH_3,C21_SDRTHT_2b_NPFH_4,C21_SDRTHT_2b_NPFH_5,C21_SDRTHT_2b_NPFH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPFH_2,C21_SDRTHT_3b_NPFH_3,C21_SDRTHT_3b_NPFH_4,C21_SDRTHT_3b_NPFH_5,C21_SDRTHT_3b_NPFH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPFH_2,C21_SDRTHT_4mb_NPFH_3,C21_SDRTHT_4mb_NPFH_4,C21_SDRTHT_4mb_NPFH_5,C21_SDRTHT_4mb_NPFH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPFH_2,C21_SDRTHT_NB_NS_NPFH_3,C21_SDRTHT_NB_NS_NPFH_4,C21_SDRTHT_NB_NS_NPFH_5,C21_SDRTHT_NB_NS_NPFH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPFH_2,C21_SDRTHT_Tot_NPFH_3,C21_SDRTHT_Tot_NPFH_4,C21_SDRTHT_Tot_NPFH_5,C21_SDRTHT_Tot_NPFH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPFH_2,C21_F_a_0b_s_a_b_NPFH_3,C21_F_a_0b_s_a_b_NPFH_4,C21_F_a_0b_s_a_b_NPFH_5,C21_F_a_0b_s_a_b_NPFH_6_mor,C21_F_a_0b_s_a_b_Total,C21_F_a_1b_NPFH_2,C21_F_a_1b_NPFH_3,C21_F_a_1b_NPFH_4,C21_F_a_1b_NPFH_5,C21_F_a_1b_NPFH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPFH_2,C21_F_a_2b_NPFH_3,C21_F_a_2b_NPFH_4,C21_F_a_2b_NPFH_5,C21_F_a_2b_NPFH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPFH_2,C21_F_a_3b_NPFH_3,C21_F_a_3b_NPFH_4,C21_F_a_3b_NPFH_5,C21_F_a_3b_NPFH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPFH_2,C21_F_a_4mb_NPFH_3,C21_F_a_4mb_NPFH_4,C21_F_a_4mb_NPFH_5,C21_F_a_4mb_NPFH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPFH_2,C21_F_a_NB_NS_NPFH_3,C21_F_a_NB_NS_NPFH_4,C21_F_a_NB_NS_NPFH_5,C21_F_a_NB_NS_NPFH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPFH_2,C21_F_a_Tot_NPFH_3,C21_F_a_Tot_NPFH_4,C21_F_a_Tot_NPFH_5,C21_F_a_Tot_NPFH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPFH_2,C21_OD_0b_s_a_b_NPFH_3,C21_OD_0b_s_a_b_NPFH_4,C21_OD_0b_s_a_b_NPFH_5,C21_OD_0b_s_a_b_NPFH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPFH_2,C21_OD_1b_NPFH_3,C21_OD_1b_NPFH_4,C21_OD_1b_NPFH_5,C21_OD_1b_NPFH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPFH_2,C21_OD_2b_NPFH_3,C21_OD_2b_NPFH_4,C21_OD_2b_NPFH_5,C21_OD_2b_NPFH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPFH_2,C21_OD_3b_NPFH_3,C21_OD_3b_NPFH_4,C21_OD_3b_NPFH_5,C21_OD_3b_NPFH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPFH_2,C21_OD_4mb_NPFH_3,C21_OD_4mb_NPFH_4,C21_OD_4mb_NPFH_5,C21_OD_4mb_NPFH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPFH_2,C21_OD_NB_NS_NPFH_3,C21_OD_NB_NS_NPFH_4,C21_OD_NB_NS_NPFH_5,C21_OD_NB_NS_NPFH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPFH_2,C21_OD_Tot_NPFH_3,C21_OD_Tot_NPFH_4,C21_OD_Tot_NPFH_5,C21_OD_Tot_NPFH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPFH_2,C21_DS_NS_NPFH_3,C21_DS_NS_NPFH_4,C21_DS_NS_NPFH_5,C21_DS_NS_NPFH_6_mor,C21_DS_NS_Tot,C21_Tot_NPFH_2,C21_Tot_NPFH_3,C21_Tot_NPFH_4,C21_Tot_NPFH_5,C21_Tot_NPFH_6_mor,C21_Tot_Tot
50101,416,14112,0,0,0,0,0,0,19,0,0,0,0,19,195,22,0,0,0,223,203,73,45,5,0,327,67,29,37,10,0,143,3,3,0,0,0,6,486,124,83,22,0,712,0,0,0,0,0,0,3,0,0,0,0,5,16,3,0,0,0,19,13,4,3,0,0,20,5,3,6,0,0,13,4,0,0,0,0,4,40,11,4,0,0,62,9,0,0,0,0,12,25,0,0,0,0,27,50,6,0,0,0,58,13,3,5,0,0,21,11,3,4,0,0,17,0,0,0,0,0,0,104,13,11,4,4,133,21,4,7,0,0,40,7465,2882,3071,1224,430,15066
50102,1045,26730,0,0,0,0,0,0,26,3,0,0,0,32,353,58,7,5,0,428,485,165,69,21,12,756,64,21,35,13,13,138,17,0,0,0,0,20,938,242,125,41,24,1370,0,0,0,0,0,0,10,0,0,0,0,10,103,24,7,3,0,131,55,20,12,3,0,93,4,3,0,0,3,11,3,0,0,0,0,3,170,43,19,8,8,245,9,3,3,0,0,13,54,0,0,0,0,53,45,4,0,0,0,53,10,6,0,0,0,19,0,3,0,4,0,9,11,0,0,0,0,7,124,18,8,3,0,156,18,12,3,5,0,33,13702,5595,5698,2453,1083,28531
50103,200,6182,0,0,0,0,0,0,0,0,0,0,0,0,34,0,4,0,0,41,4,9,0,0,0,22,4,3,8,0,0,10,0,0,0,0,0,0,51,11,14,0,0,74,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,13,9,3,0,0,0,13,3,0,0,0,0,3,7,0,0,0,0,6,6,0,0,0,0,5,3,3,0,4,0,14,0,0,0,0,0,0,23,3,8,4,0,36,15,4,7,0,0,20,3633,1011,992,478,202,6326
50201,1026,26674,5,0,0,0,0,5,28,5,0,0,0,35,590,42,12,6,0,647,861,181,79,16,11,1149,58,26,19,14,4,110,24,8,0,0,0,35,1566,255,112,31,13,1973,0,0,0,0,0,0,9,0,0,0,0,11,150,18,8,0,0,176,224,49,20,0,0,285,14,6,3,0,0,22,3,3,0,0,0,6,400,71,30,4,0,506,7,0,4,0,0,9,48,0,0,0,0,56,43,0,0,0,0,46,8,5,0,4,0,14,3,0,3,0,0,9,0,0,0,0,0,0,119,6,10,0,6,132,16,6,0,0,0,21,15313,5536,5209,2202,1042,29308
50301,466,14527,7,0,0,0,0,7,46,5,0,0,0,52,313,67,31,9,0,417,552,292,197,50,8,1097,99,78,98,50,17,340,0,0,0,0,0,0,1011,437,324,105,25,1904,11,0,0,0,0,11,225,25,3,0,0,258,756,164,81,16,0,1012,324,85,56,16,0,485,13,12,17,3,0,44,7,0,0,0,0,11,1341,281,159,39,0,1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,7815,3428,4485,2042,490,18258
50302,253,13280,4,0,0,0,0,5,128,4,0,0,0,137,992,244,79,6,0,1327,1177,627,447,86,15,2345,157,100,136,53,12,453,9,3,4,0,0,12,2468,980,666,145,28,4280,78,4,0,0,0,80,1544,116,19,3,0,1675,4015,1160,422,60,15,5670,911,390,228,57,11,1600,36,17,7,5,4,68,34,11,5,0,0,54,6619,1698,680,130,24,9153,0,0,0,0,0,0,5,0,0,0,0,5,13,3,3,0,0,19,0,4,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,19,8,8,0,0,37,15,0,5,0,0,26,14598,5436,4992,1443,311,26775
50401,568,18283,0,0,0,0,0,0,49,9,0,0,0,58,597,149,65,10,0,821,959,490,292,60,23,1823,102,87,106,39,36,361,28,4,0,4,0,33,1729,731,463,109,60,3099,0,0,0,0,0,0,114,20,3,0,0,133,483,129,45,5,0,664,119,44,20,11,0,192,0,0,0,0,0,6,9,4,0,0,0,12,717,197,74,13,0,1006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,10,3,5,0,0,14,10554,5223,4591,1422,623,22405
50402,439,11364,0,0,0,0,0,0,13,0,0,0,0,13,80,10,7,0,0,96,62,32,10,4,0,103,12,0,8,0,4,22,0,0,0,0,0,0,163,47,19,8,7,238,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,7,6,0,5,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,4,4,0,0,9,7,3,5,0,0,5,5317,2446,2367,1061,449,11638
50403,2244,36333,0,0,0,0,0,0,27,0,0,0,0,34,415,75,19,5,0,505,680,350,224,59,25,1340,47,56,54,28,9,195,10,4,0,0,0,11,1178,480,297,91,40,2090,0,0,0,0,0,0,36,0,0,0,0,38,170,40,15,4,0,229,28,19,13,0,0,66,3,3,5,0,0,15,8,0,0,0,0,11,251,64,31,4,3,351,7,0,0,0,0,9,27,0,0,0,0,27,25,3,0,0,0,29,6,7,0,0,0,13,0,4,0,0,0,8,4,0,0,0,0,4,69,9,3,0,3,87,14,19,9,0,0,37,14497,9043,9206,3866,2296,38902
50501,1180,42651,0,4,0,0,0,6,34,4,5,0,0,41,299,27,7,0,0,322,1047,407,209,31,7,1700,165,96,100,36,7,406,16,0,0,3,0,25,1570,537,314,73,17,2507,0,0,0,0,0,0,57,8,0,0,0,62,234,41,10,0,0,289,135,51,18,3,0,209,6,7,5,4,4,25,4,0,0,0,0,4,437,110,36,11,4,589,3,0,0,0,0,3,8,0,0,0,0,8,18,0,3,0,0,16,7,5,6,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,35,0,8,0,0,43,8,4,0,0,0,12,19302,9743,11497,4063,1198,45800
