SA3_CODE_2021,C21_SH_Tot_NPFH_6_mor,C21_SH_Tot_Tot,C21_SDRTHT_0b_s_a_b_NPFH_2,C21_SDRTHT_0b_s_a_b_NPFH_3,C21_SDRTHT_0b_s_a_b_NPFH_4,C21_SDRTHT_0b_s_a_b_NPFH_5,C21_SDRTHT_0b_s_a_b_NPFH_6mor,C21_SDRTHT_0b_s_a_b_Tot,C21_SDRTHT_1b_NPFH_2,C21_SDRTHT_1b_NPFH_3,C21_SDRTHT_1b_NPFH_4,C21_SDRTHT_1b_NPFH_5,C21_SDRTHT_1b_NPFH_6_mor,C21_SDRTHT_1b_Tot,C21_SDRTHT_2b_NPFH_2,C21_SDRTHT_2b_NPFH_3,C21_SDRTHT_2b_NPFH_4,C21_SDRTHT_2b_NPFH_5,C21_SDRTHT_2b_NPFH_6_mor,C21_SDRTHT_2b_Tot,C21_SDRTHT_3b_NPFH_2,C21_SDRTHT_3b_NPFH_3,C21_SDRTHT_3b_NPFH_4,C21_SDRTHT_3b_NPFH_5,C21_SDRTHT_3b_NPFH_6_mor,C21_SDRTHT_3b_Tot,C21_SDRTHT_4mb_NPFH_2,C21_SDRTHT_4mb_NPFH_3,C21_SDRTHT_4mb_NPFH_4,C21_SDRTHT_4mb_NPFH_5,C21_SDRTHT_4mb_NPFH_6_mor,C21_SDRTHT_4mb_Tot,C21_SDRTHT_NB_NS_NPFH_2,C21_SDRTHT_NB_NS_NPFH_3,C21_SDRTHT_NB_NS_NPFH_4,C21_SDRTHT_NB_NS_NPFH_5,C21_SDRTHT_NB_NS_NPFH_6_mor,C21_SDRTHT_NB_NS_Tot,C21_SDRTHT_Tot_NPFH_2,C21_SDRTHT_Tot_NPFH_3,C21_SDRTHT_Tot_NPFH_4,C21_SDRTHT_Tot_NPFH_5,C21_SDRTHT_Tot_NPFH_6_mor,C21_SDRTHT_Tot_Tot,C21_F_a_0b_s_a_b_NPFH_2,C21_F_a_0b_s_a_b_NPFH_3,C21_F_a_0b_s_a_b_NPFH_4,C21_F_a_0b_s_a_b_NPFH_5,C21_F_a_0b_s_a_b_NPFH_6_mor,C21_F_a_0b_s_a_b_Total,C21_F_a_1b_NPFH_2,C21_F_a_1b_NPFH_3,C21_F_a_1b_NPFH_4,C21_F_a_1b_NPFH_5,C21_F_a_1b_NPFH_6_mor,C21_F_a_1b_Tot,C21_F_a_2b_NPFH_2,C21_F_a_2b_NPFH_3,C21_F_a_2b_NPFH_4,C21_F_a_2b_NPFH_5,C21_F_a_2b_NPFH_6_mor,C21_F_a_2b_Tot,C21_F_a_3b_NPFH_2,C21_F_a_3b_NPFH_3,C21_F_a_3b_NPFH_4,C21_F_a_3b_NPFH_5,C21_F_a_3b_NPFH_6_mor,C21_F_a_3b_Tot,C21_F_a_4mb_NPFH_2,C21_F_a_4mb_NPFH_3,C21_F_a_4mb_NPFH_4,C21_F_a_4mb_NPFH_5,C21_F_a_4mb_NPFH_6_mor,C21_F_a_4mb_Tot,C21_F_a_NB_NS_NPFH_2,C21_F_a_NB_NS_NPFH_3,C21_F_a_NB_NS_NPFH_4,C21_F_a_NB_NS_NPFH_5,C21_F_a_NB_NS_NPFH_6_mor,C21_F_a_NB_NS_Tot,C21_F_a_Tot_NPFH_2,C21_F_a_Tot_NPFH_3,C21_F_a_Tot_NPFH_4,C21_F_a_Tot_NPFH_5,C21_F_a_Tot_NPFH_6_mor,C21_F_a_Tot_Tot,C21_OD_0b_s_a_b_NPFH_2,C21_OD_0b_s_a_b_NPFH_3,C21_OD_0b_s_a_b_NPFH_4,C21_OD_0b_s_a_b_NPFH_5,C21_OD_0b_s_a_b_NPFH_6_mor,C21_OD_0b_s_a_b_Tot,C21_OD_1b_NPFH_2,C21_OD_1b_NPFH_3,C21_OD_1b_NPFH_4,C21_OD_1b_NPFH_5,C21_OD_1b_NPFH_6_mor,C21_OD_1b_Tot,C21_OD_2b_NPFH_2,C21_OD_2b_NPFH_3,C21_OD_2b_NPFH_4,C21_OD_2b_NPFH_5,C21_OD_2b_NPFH_6_mor,C21_OD_2b_Tot,C21_OD_3b_NPFH_2,C21_OD_3b_NPFH_3,C21_OD_3b_NPFH_4,C21_OD_3b_NPFH_5,C21_OD_3b_NPFH_6_mor,C21_OD_3b_Tot,C21_OD_4mb_NPFH_2,C21_OD_4mb_NPFH_3,C21_OD_4mb_NPFH_4,C21_OD_4mb_NPFH_5,C21_OD_4mb_NPFH_6_mor,C21_OD_4mb_Tot,C21_OD_NB_NS_NPFH_2,C21_OD_NB_NS_NPFH_3,C21_OD_NB_NS_NPFH_4,C21_OD_NB_NS_NPFH_5,C21_OD_NB_NS_NPFH_6_mor,C21_OD_NB_NS_Tot,C21_OD_Tot_NPFH_2,C21_OD_Tot_NPFH_3,C21_OD_Tot_NPFH_4,C21_OD_Tot_NPFH_5,C21_OD_Tot_NPFH_6_mor,C21_OD_Tot_Tot,C21_DS_NS_NPFH_2,C21_DS_NS_NPFH_3,C21_DS_NS_NPFH_4,C21_DS_NS_NPFH_5,C21_DS_NS_NPFH_6_mor,C21_DS_NS_Tot,C21_Tot_NPFH_2,C21_Tot_NPFH_3,C21_Tot_NPFH_4,C21_Tot_NPFH_5,C21_Tot_NPFH_6_mor,C21_Tot_Tot
50502,1386,37319,5,0,0,0,0,7,139,9,7,0,0,158,2359,594,215,24,11,3200,4888,2471,1683,370,121,9536,440,340,398,148,63,1389,69,27,12,11,3,125,7911,3431,2312,558,200,14420,0,0,0,0,0,0,286,26,0,4,0,313,1072,277,105,18,4,1470,281,94,57,12,8,452,12,3,8,0,0,27,15,0,9,0,0,23,1670,400,177,31,11,2287,4,0,0,0,0,3,16,0,0,0,0,16,0,0,0,0,0,0,5,4,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,27,4,0,3,0,29,17,3,5,0,0,25,24804,12005,11773,3904,1596,54082
50503,2876,53202,5,0,0,0,0,5,44,0,0,0,0,47,528,52,7,3,0,601,895,381,219,70,26,1591,75,56,49,27,17,223,22,3,4,0,3,35,1570,499,278,99,48,2497,0,0,0,0,0,0,17,0,0,0,0,18,59,10,4,0,0,72,18,12,0,0,0,32,3,0,3,4,9,21,0,0,0,0,0,0,94,24,6,4,10,138,3,0,0,0,0,4,15,0,0,0,0,15,14,0,0,0,0,16,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,3,40,10,0,5,0,50,8,4,9,0,0,17,20191,12931,14033,5811,2928,55904
50601,1378,23265,0,0,0,0,0,0,18,0,0,0,0,18,182,33,16,0,0,228,511,246,144,38,12,956,19,28,19,9,4,77,16,5,0,3,0,24,750,303,179,50,21,1309,0,0,0,0,0,0,4,0,0,0,0,10,40,8,0,0,0,48,10,7,0,0,0,17,0,3,0,6,0,4,0,0,0,0,0,0,52,18,7,6,3,83,3,0,0,0,0,3,16,0,0,0,0,16,22,0,0,0,0,22,14,0,0,0,0,17,6,0,0,0,0,9,3,0,0,0,0,3,59,0,0,0,0,64,12,0,0,3,0,18,9238,5604,6002,2489,1409,24740
50602,466,12717,4,0,0,0,0,4,81,6,0,0,0,89,579,166,71,16,3,834,1105,542,378,118,39,2178,136,95,98,40,30,393,19,7,3,0,0,31,1917,824,547,169,73,3531,3,0,0,0,0,3,378,52,12,0,0,439,945,252,90,11,0,1301,319,135,68,13,5,534,31,18,18,5,0,82,9,4,3,0,0,12,1681,456,190,25,10,2371,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,9,6,3,0,0,16,9287,4251,3443,1121,549,18647
50603,1098,21007,0,0,0,0,0,0,47,3,0,0,0,54,403,93,47,4,4,553,763,522,433,157,56,1917,102,119,140,60,43,471,17,8,6,0,3,28,1328,746,624,223,108,3028,0,0,0,0,0,0,64,0,0,0,0,67,236,78,31,5,0,346,112,74,89,27,5,308,9,3,20,3,7,38,3,3,0,0,0,8,421,162,137,39,15,766,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,0,19,10,4,3,0,0,23,9222,5652,6270,2491,1214,24845
50604,2108,29697,3,0,0,0,0,3,18,0,0,0,0,22,331,74,21,9,0,434,596,316,219,93,33,1250,30,35,30,12,19,128,19,0,3,0,3,23,994,428,276,110,53,1859,0,0,0,0,0,0,18,4,0,0,0,20,102,36,13,4,0,156,78,32,36,6,3,158,0,8,3,5,3,20,6,0,0,0,0,7,207,82,51,19,8,366,6,0,0,0,0,6,25,0,0,0,0,22,6,0,0,0,0,9,5,0,0,0,0,12,14,6,0,4,0,18,0,0,0,0,0,0,48,5,0,4,0,61,7,4,0,4,0,16,11413,7242,7702,3471,2172,31996
50605,633,15613,0,0,0,0,0,0,9,0,0,0,0,9,91,13,8,0,0,110,152,66,26,4,3,255,9,11,9,5,4,33,8,0,0,0,0,3,275,86,35,11,5,421,0,0,0,0,0,0,10,0,0,0,0,10,15,0,0,0,0,15,3,3,0,0,0,9,4,0,4,0,0,13,0,0,0,0,0,0,31,6,3,0,0,42,3,5,0,0,0,4,6,0,0,0,0,6,25,0,0,0,0,27,3,3,0,0,0,10,13,3,6,0,4,25,0,0,0,0,0,0,48,9,4,3,4,75,12,6,0,0,0,17,7062,3370,3535,1554,641,16165
50606,590,8365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,15,3,0,0,29,0,4,3,0,0,8,0,0,0,0,0,0,14,17,3,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,6,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,28,0,0,0,0,26,24,0,0,0,0,27,0,0,0,0,0,4,0,0,0,0,0,0,60,4,0,0,0,67,3,0,3,0,0,8,3048,1791,2053,1007,597,8492
50607,165,6758,0,0,0,0,0,0,64,6,0,0,0,66,785,147,49,6,0,982,1055,393,225,48,6,1732,153,86,95,32,15,379,17,0,4,0,0,16,2064,627,370,88,25,3175,0,0,0,0,0,0,99,3,0,0,0,107,476,88,37,3,0,610,236,82,48,13,0,375,12,12,17,4,3,45,3,0,0,0,0,3,831,187,101,19,4,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,11,5735,2284,2176,700,200,11092
50701,997,27727,3,0,0,0,0,3,53,3,0,0,0,57,443,107,27,7,3,577,851,399,218,55,12,1537,90,73,85,32,20,297,9,5,5,0,0,21,1444,582,331,88,33,2488,0,0,0,0,0,0,136,10,0,0,0,155,598,128,40,8,0,770,108,36,14,7,0,163,12,0,5,5,0,20,6,0,0,0,0,6,871,170,62,10,3,1115,3,0,0,0,0,0,16,0,0,0,0,19,40,0,0,0,0,38,13,0,0,0,0,13,0,0,0,0,0,5,0,0,0,0,0,0,67,5,3,0,0,78,7,3,0,0,0,14,12891,7336,7533,2628,1034,31427
50702,166,7240,0,0,0,0,0,0,53,4,0,0,0,62,473,101,33,11,0,616,498,224,154,20,7,901,67,30,40,35,3,182,13,3,0,0,0,14,1104,367,226,59,11,1776,4,0,0,0,0,5,160,10,0,0,0,176,401,92,29,0,0,520,202,55,21,3,0,288,22,4,9,0,0,39,0,0,0,0,0,0,791,161,61,8,0,1023,5,0,0,0,0,5,27,0,0,0,0,32,23,0,0,0,0,20,6,0,0,0,0,9,5,0,0,3,0,10,0,0,0,0,0,0,60,0,3,3,0,74,11,3,0,0,0,13,5135,2145,2036,631,177,10119
50703,675,11141,0,0,0,0,0,0,8,0,0,0,0,8,66,6,5,0,0,86,67,27,12,8,7,120,7,4,5,0,0,12,6,0,0,0,0,0,148,41,25,8,9,228,0,0,0,0,0,0,9,0,0,0,0,4,77,26,9,0,0,111,23,14,10,6,0,46,4,0,0,0,0,4,0,0,0,0,0,5,111,41,12,4,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4271,2721,2677,1193,679,11540
50704,763,24275,0,0,0,0,0,0,30,0,0,0,0,30,693,119,43,6,5,862,1118,522,412,70,11,2128,228,158,214,85,19,703,14,4,4,0,0,23,2075,813,669,167,30,3750,0,0,0,0,0,0,74,4,0,0,0,84,437,73,17,0,0,525,143,44,30,9,0,227,12,3,0,5,3,26,0,0,0,0,0,3,671,128,57,15,4,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,15,6,3,3,0,29,12575,6083,6941,2532,795,28923
50705,1644,34292,0,0,0,0,0,0,23,3,0,0,0,28,313,22,5,0,6,348,366,124,52,12,0,561,33,18,13,7,3,68,15,5,0,0,0,12,747,177,71,17,10,1017,0,0,0,0,0,0,29,6,0,0,0,35,230,48,9,0,0,284,112,26,17,5,0,162,10,10,7,4,0,34,3,0,0,3,0,3,379,86,39,12,0,518,9,0,0,0,0,14,25,0,0,0,0,29,39,6,0,0,0,44,4,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,84,8,4,0,0,94,13,3,6,6,6,30,14792,7941,8045,3527,1656,35958
50901,657,15195,0,0,0,0,0,0,17,0,0,0,0,18,159,37,7,3,0,205,124,39,22,0,6,190,26,20,28,12,6,89,8,0,0,0,0,14,337,100,58,15,7,514,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10,9,0,0,0,0,10,3,0,3,0,0,4,0,0,0,0,0,0,22,4,4,0,5,26,7,0,0,0,0,14,21,0,0,0,0,24,27,5,0,0,0,32,21,4,0,0,0,26,3,0,0,0,0,6,7,0,0,0,0,6,77,4,3,0,0,97,25,13,4,5,5,41,8308,2896,2748,1258,672,15882
50902,593,13615,0,0,0,0,0,0,9,6,0,0,0,14,50,6,3,3,0,69,36,16,10,5,0,66,24,4,5,3,5,32,5,0,0,0,0,5,126,31,15,15,6,190,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,7,11,0,0,0,0,8,12,0,0,5,0,14,0,0,0,0,0,0,29,0,0,3,0,34,3,0,0,0,0,3,14,0,0,0,0,17,15,4,3,0,0,18,14,0,0,0,0,14,14,6,0,3,0,21,3,0,0,0,0,6,68,14,3,3,0,91,45,13,12,0,3,74,7634,2406,2200,1151,605,14002
50903,165,4736,0,0,0,0,0,0,3,0,0,0,0,0,34,5,0,0,0,40,12,0,4,0,0,13,3,0,0,0,0,5,0,0,0,0,0,0,45,8,4,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,5,0,0,0,0,14,3,0,0,0,0,10,0,0,0,0,0,0,19,3,3,0,0,23,14,0,0,0,0,13,2677,788,772,435,165,4842
51001,730,5924,0,0,0,0,0,4,44,7,6,0,0,58,145,44,31,3,4,235,80,57,30,24,13,208,13,10,15,8,5,43,6,0,5,3,0,16,290,118,89,39,27,558,0,0,0,0,0,0,11,0,4,0,0,16,36,24,10,7,4,86,14,11,3,3,0,24,0,0,0,0,0,4,0,0,0,0,0,6,67,36,19,7,5,133,31,7,0,0,0,45,99,12,0,0,0,115,31,14,5,0,0,45,23,5,5,4,0,40,14,7,5,9,3,43,16,0,4,3,0,24,212,41,26,21,4,298,75,17,16,12,5,121,2634,1419,1430,788,769,7035
51002,336,3806,0,0,0,0,0,0,27,3,4,0,0,37,71,28,7,3,4,112,118,84,63,22,4,289,15,20,19,22,18,97,5,5,0,0,0,10,232,135,101,45,25,541,0,0,0,0,0,0,33,3,0,0,0,36,83,14,4,0,0,99,12,10,5,5,0,38,0,0,0,0,0,3,0,0,0,0,0,3,133,34,8,4,0,180,4,0,0,0,0,13,20,4,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,7,3,0,0,0,0,3,41,8,8,0,0,54,13,0,0,3,0,19,1700,996,1018,525,367,4604
