SA3_CODE_2021,Pre_sch_C11_M,Pre_sch_C11_F,Pre_sch_C11_P,Pre_sch_C16_M,Pre_sch_C16_F,Pre_sch_C16_P,Pre_sch_C21_M,Pre_sch_C21_F,Pre_sch_C21_P,Prim_Govt_C11_M,Prim_Govt_C11_F,Prim_Govt_C11_P,Prim_Govt_C16_M,Prim_Govt_C16_F,Prim_Govt_C16_P,Prim_Govt_C21_M,Prim_Govt_C21_F,Prim_Govt_C21_P,Prim_Cath_C11_M,Prim_Cath_C11_F,Prim_Cath_C11_P,Prim_Cath_C16_M,Prim_Cath_C16_F,Prim_Cath_C16_P,Prim_Cath_C21_M,Prim_Cath_C21_F,Prim_Cath_C21_P,Pri_Oth_No_Gov_C11_M,Pri_Oth_No_Gov_C11_F,Pri_Oth_No_Gov_C11_P,Pri_Oth_No_Gov_C16_M,Pri_Oth_No_Gov_C16_F,Pri_Oth_No_Gov_C16_P,Pri_Oth_No_Gov_C21_M,Pri_Oth_No_Gov_C21_F,Pri_Oth_No_Gov_C21_P,Primary_Tot_Prim_C11_M,Primary_Tot_Prim_C11_F,Primary_Tot_Prim_C11_P,Primary_Tot_Prim_C16_M,Primary_Tot_Prim_C16_F,Primary_Tot_Prim_C16_P,Primary_Tot_Prim_C21_M,Primary_Tot_Prim_C21_F,Primary_Tot_Prim_C21_P,Sec_Govern_C11_M,Sec_Govern_C11_F,Sec_Govern_C11_P,Sec_Govern_C16_M,Sec_Govern_C16_F,Sec_Govern_C16_P,Sec_Govern_C21_M,Sec_Govern_C21_F,Sec_Govern_C21_P,Sec_Catholic_C11_M,Sec_Catholic_C11_F,Sec_Catholic_C11_P,Sec_Catholic_C16_M,Sec_Catholic_C16_F,Sec_Catholic_C16_P,Sec_Catholic_C21_M,Sec_Catholic_C21_F,Sec_Catholic_C21_P,Sec_Oth_Non_Gov_C11_M,Sec_Oth_Non_Gov_C11_F,Sec_Oth_Non_Gov_C11_P,Sec_Oth_Non_Gov_C16_M,Sec_Oth_Non_Gov_C16_F,Sec_Oth_Non_Gov_C16_P,Sec_Oth_Non_Gov_C21_M,Sec_Oth_Non_Gov_C21_F,Sec_Oth_Non_Gov_C21_P,Sec_Tot_Sec_C11_M,Sec_Tot_Sec_C11_F,Sec_Tot_Sec_C11_P,Sec_Tot_Sec_C16_M,Sec_Tot_Sec_C16_F,Sec_Tot_Sec_C16_P,Sec_Tot_Sec_C21_M,Sec_Tot_Sec_C21_F,Sec_Tot_Sec_C21_P,Tert_Voc_TPTP_FTS_15_24_C11_M,Tert_Voc_TPTP_FTS_15_24_C11_F,Tert_Voc_TPTP_FTS_15_24_C11_P,Tert_Voc_TPTP_FTS_15_24_C16_M,Tert_Voc_TPTP_FTS_15_24_C16_F,Tert_Voc_TPTP_FTS_15_24_C16_P,Tert_Voc_TPTP_FTS_15_24_C21_M,Tert_Voc_TPTP_FTS_15_24_C21_F,Tert_Voc_TPTP_FTS_15_24_C21_P,Tert_Voc_TPTP_FTS_25ove_C11_M,Tert_Voc_TPTP_FTS_25ove_C11_F,Tert_Voc_TPTP_FTS_25ove_C11_P,Tert_Voc_TPTP_FTS_25ove_C16_M,Tert_Voc_TPTP_FTS_25ove_C16_F,Tert_Voc_TPTP_FTS_25ove_C16_P,Tert_Voc_TPTP_FTS_25ove_C21_M,Tert_Voc_TPTP_FTS_25ove_C21_F,Tert_Voc_TPTP_FTS_25ove_C21_P,Tert_Voc_TPTP_PTS_15_24_C11_M,Tert_Voc_TPTP_PTS_15_24_C11_F,Tert_Voc_TPTP_PTS_15_24_C11_P,Tert_Voc_TPTP_PTS_15_24_C16_M,Tert_Voc_TPTP_PTS_15_24_C16_F,Tert_Voc_TPTP_PTS_15_24_C16_P,Tert_Voc_TPTP_PTS_15_24_C21_M,Tert_Voc_TPTP_PTS_15_24_C21_F,Tert_Voc_TPTP_PTS_15_24_C21_P,Tert_Voc_TPTP_PTS_25ov_C11_M,Tert_Voc_TPTP_PTS_25ov_C11_F,Tert_Voc_TPTP_PTS_25ov_C11_P,Tert_Voc_TPTP_PTS_25ov_C16_M,Tert_Voc_TPTP_PTS_25ov_C16_F,Tert_Voc_TPTP_PTS_25ov_C16_P,Tert_Voc_TPTP_PTS_25ov_C21_M,Tert_Voc_TPTP_PTS_25ov_C21_F,Tert_Voc_TPTP_PTS_25ov_C21_P,Tert_Voc_F_Pt_stu_st_ns_C11_M,Tert_Voc_F_Pt_stu_st_ns_C11_F,Tert_Voc_F_Pt_stu_st_ns_C11_P,Tert_Voc_F_Pt_stu_st_ns_C16_M,Tert_Voc_F_Pt_stu_st_ns_C16_F,Tert_Voc_F_Pt_stu_st_ns_C16_P,Tert_Voc_F_Pt_stu_st_ns_C21_M,Tert_Voc_F_Pt_stu_st_ns_C21_F,Tert_Voc_F_Pt_stu_st_ns_C21_P,Tert_Voc_Tot_C11_M,Tert_Voc_Tot_C11_F,Tert_Voc_Tot_C11_P,Tert_Voc_Tot_C16_M,Tert_Voc_Tot_C16_F,Tert_Voc_Tot_C16_P,Tert_Voc_Tot_C21_M,Tert_Voc_Tot_C21_F,Tert_Voc_Tot_C21_P,Tert_U_Ft_s_15_24_C11_M,Tert_U_Ft_s_15_24_C11_F,Tert_U_Ft_s_15_24_C11_P,Tert_U_Ft_s_15_24_C16_M,Tert_U_Ft_s_15_24_C16_F,Tert_U_Ft_s_15_24_C16_P,Tert_U_Ft_s_15_24_C21_M,Tert_U_Ft_s_15_24_C21_F,Tert_U_Ft_s_15_24_C21_P,Tert_U_Ft_s_25over_C11_M,Tert_U_Ft_s_25over_C11_F,Tert_U_Ft_s_25over_C11_P,Tert_U_Ft_s_25over_C16_M,Tert_U_Ft_s_25over_C16_F,Tert_U_Ft_s_25over_C16_P,Tert_U_Ft_s_25over_C21_M,Tert_U_Ft_s_25over_C21_F,Tert_U_Ft_s_25over_C21_P,Tert_U_Pt_s_15_24_C11_M,Tert_U_Pt_s_15_24_C11_F,Tert_U_Pt_s_15_24_C11_P,Tert_U_Pt_s_15_24_C16_M,Tert_U_Pt_s_15_24_C16_F,Tert_U_Pt_s_15_24_C16_P,Tert_U_Pt_s_15_24_C21_M,Tert_U_Pt_s_15_24_C21_F,Tert_U_Pt_s_15_24_C21_P,Tert_U_Pt_s_25over_C11_M,Tert_U_Pt_s_25over_C11_F,Tert_U_Pt_s_25over_C11_P,Tert_U_Pt_s_25over_C16_M,Tert_U_Pt_s_25over_C16_F,Tert_U_Pt_s_25over_C16_P,Tert_U_Pt_s_25over_C21_M,Tert_U_Pt_s_25over_C21_F,Tert_U_Pt_s_25over_C21_P,Tert_U_F_Pt_s_s_ns_C11_M,Tert_U_F_Pt_s_s_ns_C11_F,Tert_U_F_Pt_s_s_ns_C11_P,Tert_U_F_Pt_s_s_ns_C16_M,Tert_U_F_Pt_s_s_ns_C16_F,Tert_U_F_Pt_s_s_ns_C16_P,Tert_U_F_Pt_s_s_ns_C21_M,Tert_U_F_Pt_s_s_ns_C21_F,Tert_U_F_Pt_s_s_ns_C21_P,Tert_U_Tot_C11_M,Tert_U_Tot_C11_F,Tert_U_Tot_C11_P,Tert_U_Tot_C16_M,Tert_U_Tot_C16_F,Tert_U_Tot_C16_P,Tert_U_Tot_C21_M,Tert_U_Tot_C21_F,Tert_U_Tot_C21_P,Tert_Tot_Tert_C11_M,Tert_Tot_Tert_C11_F,Tert_Tot_Tert_C11_P,Tert_Tot_Tert_C16_M,Tert_Tot_Tert_C16_F,Tert_Tot_Tert_C16_P,Tert_Tot_Tert_C21_M,Tert_Tot_Tert_C21_F,Tert_Tot_Tert_C21_P,Ot_ty_Ed_Ins_Ft_st_C11_M,Ot_ty_Ed_Ins_Ft_st_C11_F
50502,1231,1196,2423,1120,1072,2194,1822,1692,3519,3723,3455,7176,4353,4168,8526,5036,4722,9765,1720,1681,3408,1905,1854,3762,1871,1805,3681,795,807,1605,872,873,1747,928,949,1878,6244,5941,12185,7128,6901,14031,7842,7505,15342,1935,1792,3733,2578,2386,4966,3151,2961,6115,1427,1374,2801,1558,1543,3104,1650,1606,3263,1112,1178,2290,1315,1385,2708,1433,1388,2823,4471,4345,8821,5462,5319,10776,6244,5970,12212,522,469,987,458,390,846,457,416,874,446,571,1017,512,649,1163,533,795,1327,447,264,709,357,184,542,409,273,680,636,835,1472,611,859,1473,773,1257,2030,30,12,45,24,16,46,10,8,19,2080,2148,4229,1964,2105,4070,2180,2746,4923,2165,2542,4710,2403,2662,5063,2298,2901,5201,727,824,1553,1013,1166,2184,988,1287,2275,277,363,635,333,391,725,398,458,856,880,1265,2147,947,1362,2314,1051,1545,2593,33,34,61,20,36,50,14,15,30,4079,5031,9107,4714,5619,10334,4745,6210,10952,6156,7180,13339,6677,7723,14397,6946,8972,15918,220,231
50503,1366,1301,2672,1394,1306,2701,2105,1958,4068,5809,5481,11287,6971,6483,13450,7588,7024,14613,1183,1227,2418,1531,1500,3033,1472,1528,2995,1137,1074,2213,1341,1259,2593,1644,1556,3201,8136,7784,15919,9845,9236,19081,10722,10131,20859,2779,2548,5324,4374,4007,8384,5155,4837,9986,1145,1185,2333,1314,1409,2725,1321,1368,2694,1208,1255,2468,1442,1471,2917,1713,1633,3348,5138,4982,10123,7135,6894,14029,8206,7842,16055,467,440,909,483,479,962,561,541,1103,157,335,490,238,463,704,292,630,923,567,294,859,587,298,881,715,416,1134,430,667,1092,481,779,1263,651,1224,1872,21,16,42,28,12,44,8,11,22,1636,1754,3396,1823,2026,3852,2226,2818,5052,939,1470,2406,1670,2100,3774,1613,2327,3940,233,485,715,466,795,1260,520,914,1434,148,252,398,255,374,624,364,467,830,478,777,1255,565,995,1558,662,1280,1940,12,8,22,8,22,37,4,9,13,1805,2992,4800,2969,4287,7252,3154,4997,8155,3441,4747,8193,4788,6314,11101,5400,7826,13225,135,145
50601,544,536,1086,631,615,1242,1090,958,2049,2006,1869,3878,2677,2460,5137,3584,3387,6975,234,212,449,394,426,818,598,540,1139,507,541,1047,672,683,1357,813,810,1617,2753,2620,5375,3750,3571,7318,5001,4747,9750,1040,1054,2095,1577,1538,3113,2229,2108,4336,213,246,454,276,272,549,330,376,703,416,382,792,576,619,1193,664,715,1377,1662,1676,3340,2425,2430,4854,3225,3203,6426,201,172,370,186,218,402,208,209,411,61,121,185,119,225,341,161,277,440,277,141,423,212,141,358,285,216,505,174,282,457,218,361,578,344,576,923,3,4,13,5,4,13,0,8,9,718,725,1438,743,953,1689,1005,1288,2288,327,414,746,492,680,1177,562,791,1354,92,140,237,205,330,531,238,408,651,59,82,141,80,129,207,105,169,272,162,302,466,285,473,757,297,549,851,7,6,13,3,8,16,3,7,5,650,947,1598,1065,1619,2687,1207,1924,3134,1366,1672,3041,1809,2576,4377,2213,3218,5429,57,62
50602,374,357,734,343,322,665,575,528,1106,1147,1056,2205,1270,1206,2479,1457,1327,2782,519,496,1014,616,592,1202,613,614,1232,264,227,488,302,294,600,337,362,696,1930,1774,3706,2186,2092,4276,2404,2310,4714,589,486,1074,714,662,1374,834,797,1629,403,454,856,477,503,977,579,523,1102,179,164,349,200,194,397,285,272,554,1172,1107,2275,1390,1352,2743,1697,1593,3295,216,206,417,276,169,446,246,215,454,218,266,482,276,356,632,271,401,672,175,103,274,143,98,242,187,106,294,297,381,678,244,326,566,331,556,893,14,8,20,8,4,9,12,4,12,913,957,1873,939,957,1896,1048,1273,2322,880,1018,1899,1123,1076,2198,857,1140,2003,484,469,956,594,623,1224,599,695,1293,70,124,201,101,166,268,163,199,356,388,504,892,397,514,915,460,660,1115,4,9,13,7,8,17,10,5,9,1831,2134,3960,2229,2386,4617,2083,2697,4779,2743,3087,5830,3163,3344,6510,3135,3976,7115,97,137
50603,519,477,996,505,462,967,780,781,1559,2519,2353,4871,2803,2631,5427,3260,3000,6260,526,556,1083,599,521,1114,498,480,974,356,362,722,396,374,766,421,408,832,3409,3270,6678,3789,3519,7312,4180,3893,8072,1739,1669,3409,2364,2240,4601,2774,2587,5359,510,437,952,475,447,920,428,401,823,363,438,798,386,415,804,413,446,856,2609,2546,5157,3223,3104,6326,3615,3431,7045,425,335,756,406,294,699,425,273,703,227,311,537,353,388,739,387,475,859,287,164,444,235,102,337,252,131,383,314,446,756,276,406,680,386,604,994,24,15,35,6,10,13,4,8,9,1269,1263,2537,1271,1201,2466,1457,1488,2942,2560,2676,5233,2677,2602,5278,2105,2278,4382,803,639,1439,1104,890,1990,960,950,1911,163,194,359,217,213,426,242,264,507,431,603,1040,402,514,922,409,587,992,25,19,38,21,15,36,5,10,16,3979,4135,8108,4413,4232,8646,3713,4099,7809,5250,5396,10646,5686,5432,11119,5180,5593,10768,137,132
50604,825,753,1572,806,819,1627,1158,1138,2291,3663,3352,7018,4015,3636,7653,4241,4060,8295,649,630,1283,760,691,1455,742,736,1479,676,627,1303,794,803,1593,1015,1012,2026,4989,4613,9601,5567,5138,10704,6012,5816,11825,1951,1785,3736,2752,2510,5267,2984,2738,5721,601,622,1226,727,702,1425,746,702,1445,531,539,1070,715,732,1448,825,858,1686,3088,2943,6031,4191,3941,8138,4561,4306,8870,393,328,719,368,336,706,388,354,742,168,280,452,267,381,651,317,566,884,344,215,555,310,211,525,415,238,652,399,590,991,328,574,906,437,829,1268,19,16,29,10,13,23,10,11,25,1321,1424,2743,1283,1522,2803,1571,2007,3572,881,1146,2022,1224,1392,2616,1271,1604,2877,247,317,568,432,563,994,448,587,1041,81,161,240,153,183,335,210,267,484,285,500,790,325,553,881,393,588,980,14,9,22,6,19,24,3,8,11,1511,2131,3645,2140,2704,4847,2326,3061,5389,2836,3552,6383,3421,4229,7650,3903,5076,8980,126,128
50605,414,359,773,370,322,699,493,477,975,1653,1496,3148,1786,1733,3522,2004,1837,3837,411,429,837,428,445,879,313,327,641,309,311,622,380,350,731,344,356,704,2376,2231,4605,2600,2530,5132,2665,2528,5188,853,873,1727,1120,1136,2257,1248,1272,2523,578,560,1143,644,611,1258,648,500,1149,241,292,530,343,368,705,307,332,643,1672,1729,3400,2108,2110,4225,2207,2107,4311,121,110,233,107,102,213,118,109,229,42,63,105,46,94,140,64,122,183,229,116,345,177,87,267,234,124,364,153,222,381,122,180,308,200,295,492,8,4,9,0,4,10,0,3,3,549,528,1074,461,472,932,609,662,1272,378,533,914,372,557,929,413,546,958,80,126,212,117,185,304,116,192,312,60,81,144,69,106,174,76,126,203,169,258,432,153,325,481,170,372,543,4,8,4,0,9,10,0,0,0,695,1007,1696,713,1182,1889,780,1235,2016,1246,1529,2775,1171,1652,2824,1395,1898,3292,33,42
50606,187,140,333,205,204,407,372,359,733,607,616,1223,1015,911,1932,1211,1139,2351,63,54,113,126,118,251,269,243,511,255,231,485,266,262,526,325,341,665,926,902,1825,1411,1298,2704,1807,1726,3532,192,180,372,544,521,1067,792,744,1535,69,73,146,72,71,149,118,104,220,291,336,633,277,309,586,311,300,607,553,600,1148,891,908,1799,1217,1152,2369,54,46,98,46,52,100,52,64,113,8,17,28,14,34,53,25,72,100,88,51,140,76,61,130,139,75,210,40,78,119,80,102,181,113,208,321,0,0,3,6,0,6,0,0,0,190,203,389,222,257,476,327,420,749,74,140,210,119,191,306,111,226,340,11,44,57,38,80,117,45,113,160,4,20,30,19,32,48,36,46,85,33,73,103,63,126,192,71,157,238,0,3,3,0,0,3,0,0,0,123,282,401,243,428,672,273,550,820,314,482,799,462,681,1144,607,967,1571,17,16
50607,232,254,496,213,182,393,358,314,670,666,648,1311,754,799,1545,808,706,1514,274,265,536,336,278,621,332,274,609,257,226,476,275,263,536,246,222,471,1191,1138,2328,1361,1341,2703,1392,1203,2599,287,264,553,363,339,701,388,339,729,499,209,705,560,253,811,629,329,958,459,474,937,538,485,1028,525,514,1036,1243,948,2196,1467,1077,2542,1545,1178,2719,131,93,222,105,96,202,119,84,205,68,108,174,78,126,203,69,113,175,95,46,142,62,36,102,89,62,146,116,202,310,112,162,278,124,206,335,8,5,9,4,7,4,3,0,0,406,451,857,362,432,793,401,457,859,1217,1335,2550,1165,1235,2397,953,1065,2017,376,333,708,495,415,911,367,361,733,103,109,214,110,122,230,138,142,281,281,344,620,284,361,639,302,396,696,11,6,9,6,4,13,3,7,10,1979,2116,4100,2049,2135,4184,1767,1967,3734,2390,2566,4955,2412,2568,4975,2172,2427,4596,43,45
50701,770,656,1418,659,692,1347,1182,1041,2225,2819,2652,5472,3414,3106,6525,3635,3551,7190,790,849,1645,967,970,1938,966,1019,1984,285,243,525,307,335,642,388,406,803,3895,3745,7641,4689,4417,9098,5003,4980,9982,1241,1107,2350,1657,1607,3258,1973,1804,3774,843,987,1828,1124,1207,2334,1287,1285,2570,387,397,778,416,450,867,585,543,1129,2468,2488,4953,3189,3269,6461,3845,3630,7479,210,210,416,284,203,495,220,222,435,87,162,245,153,213,366,186,299,490,323,168,499,274,157,429,401,213,615,311,415,732,279,417,694,405,688,1092,15,10,21,7,6,9,5,0,5,946,967,1907,995,998,1991,1210,1429,2634,698,976,1672,888,1282,2176,974,1464,2440,230,335,562,338,518,858,379,653,1034,100,173,268,140,204,346,205,300,501,355,590,941,402,722,1123,516,945,1461,6,8,15,3,9,19,6,4,6,1386,2079,3467,1769,2740,4509,2086,3357,5442,2333,3042,5372,2762,3741,6503,3297,4793,8089,239,57
50702,229,230,458,178,195,377,311,300,613,792,693,1483,831,805,1631,917,915,1834,197,261,457,194,242,434,154,193,346,178,202,375,152,178,332,131,120,252,1164,1155,2317,1176,1224,2399,1206,1232,2432,251,262,509,403,395,800,543,557,1104,323,321,645,310,367,677,357,381,739,173,174,344,192,197,391,213,223,438,749,756,1502,906,966,1869,1116,1159,2277,62,53,120,56,42,105,46,42,86,70,77,153,59,68,132,48,77,130,88,38,123,49,33,85,66,55,121,97,158,257,69,118,186,119,177,293,0,4,3,0,0,3,0,0,0,321,331,659,245,269,506,279,352,636,366,510,875,411,524,937,430,619,1042,203,264,472,235,354,585,206,332,538,50,66,122,49,77,127,95,103,200,210,357,565,235,382,615,234,433,672,0,7,10,6,0,13,3,0,11,827,1210,2040,931,1344,2276,968,1491,2460,1151,1546,2692,1177,1610,2786,1251,1843,3098,13,23
50703,255,267,517,289,258,546,484,507,997,883,845,1724,1302,1165,2466,1674,1459,3134,152,136,293,237,236,475,293,293,586,195,211,409,300,338,635,319,364,685,1233,1197,2428,1839,1743,3578,2281,2123,4405,526,464,999,717,703,1427,898,798,1694,121,113,233,175,151,334,246,238,486,174,176,353,226,234,459,389,334,725,826,755,1584,1123,1089,2217,1537,1371,2908,79,78,153,106,92,199,107,109,218,24,47,77,51,105,160,100,168,271,107,82,185,107,55,157,160,121,275,108,148,250,114,163,275,164,322,486,3,0,6,0,0,0,0,4,9,317,355,670,387,418,804,532,728,1260,91,156,242,216,337,555,247,369,620,46,97,148,99,166,271,119,226,343,16,23,40,39,56,100,64,65,129,63,125,193,143,220,360,162,270,426,4,0,4,0,4,6,0,4,5,226,402,630,502,792,1290,594,933,1526,541,753,1297,884,1210,2096,1126,1669,2791,7,26
50704,679,608,1294,578,594,1167,920,831,1749,2790,2477,5263,3123,2713,5835,3234,3122,6359,801,810,1607,789,836,1620,767,789,1561,341,383,725,278,347,621,306,324,627,3930,3667,7595,4185,3891,8074,4321,4235,8558,1331,1263,2594,1732,1577,3306,2197,2007,4197,966,1110,2082,1121,1274,2394,1069,1198,2272,840,814,1654,816,764,1582,708,661,1375,3140,3190,6329,3664,3621,7279,3978,3874,7850,247,217,457,213,137,350,170,161,333,115,179,293,138,161,298,135,200,333,336,128,461,195,83,282,298,122,423,219,410,627,187,288,468,256,459,713,10,8,11,11,6,13,8,3,14,920,931,1853,742,672,1412,861,952,1810,2201,2544,4747,2045,2218,4265,1733,2172,3904,458,523,983,608,692,1301,509,557,1063,192,230,417,229,243,475,310,270,580,530,704,1237,479,678,1158,534,779,1314,21,26,44,11,12,28,6,11,18,3404,4026,7433,3372,3842,7212,3090,3787,6878,4326,4952,9285,4111,4514,8624,3958,4750,8704,64,83
50705,843,822,1664,853,791,1642,1257,1135,2396,3907,3723,7628,4796,4470,9265,5033,4729,9763,561,521,1086,687,761,1447,822,798,1620,776,808,1581,910,844,1748,873,867,1744,5244,5046,10296,6391,6068,12461,6738,6405,13144,1873,1741,3613,2863,2709,5568,3404,3254,6651,499,537,1036,583,609,1192,748,841,1585,788,887,1681,941,941,1888,972,980,1956,3164,3172,6337,4389,4256,8646,5132,5081,10210,245,278,529,279,296,572,313,312,619,76,171,244,92,265,358,132,364,496,452,229,683,363,268,631,549,337,889,281,549,829,274,530,807,449,858,1308,9,4,16,13,17,29,10,8,11,1066,1238,2302,1025,1370,2396,1453,1874,3326,400,679,1085,597,912,1511,632,975,1615,96,302,402,181,476,655,224,528,757,57,158,214,99,189,293,120,238,360,264,516,777,309,674,988,387,798,1184,3,3,9,6,9,11,0,6,7,821,1661,2486,1196,2263,3460,1369,2550,3918,1887,2899,4787,2222,3635,5861,2829,4433,7257,78,91
50901,451,487,936,368,306,675,493,444,938,1968,1806,3773,1788,1675,3460,1740,1629,3365,256,239,499,239,239,479,212,197,414,425,425,851,443,450,895,426,460,894,2647,2471,5119,2470,2362,4836,2380,2294,4676,1153,1057,2204,1369,1261,2634,1456,1332,2788,131,158,286,140,141,279,144,176,314,330,298,623,426,439,862,447,512,960,1605,1501,3109,1937,1839,3780,2042,2025,4064,127,131,257,122,90,212,124,99,222,63,138,197,49,86,139,47,115,164,208,165,373,156,126,283,234,110,345,216,513,733,163,319,484,159,426,589,3,10,14,5,7,13,3,6,7,622,951,1577,495,630,1128,575,758,1331,44,93,137,67,100,167,59,119,177,33,89,121,34,94,130,51,114,166,7,34,38,21,32,58,27,64,84,102,239,335,86,241,321,116,354,465,3,0,7,0,0,0,0,6,3,184,459,640,207,469,676,253,649,904,809,1409,2215,705,1095,1802,827,1409,2235,26,42
50902,383,394,774,339,299,633,339,343,676,2156,1985,4142,1770,1714,3483,1503,1415,2917,316,324,644,374,357,732,415,426,840,88,108,199,115,127,236,143,133,275,2562,2414,4982,2256,2189,4448,2064,1972,4029,937,840,1774,1131,1055,2187,1064,1007,2068,168,211,380,231,218,451,286,273,555,231,165,396,177,171,347,165,229,398,1331,1218,2545,1537,1446,2982,1513,1515,3031,54,71,134,60,52,111,54,54,103,14,48,69,11,44,55,22,67,88,133,90,222,116,103,215,171,103,270,95,317,415,88,254,341,95,281,376,7,5,13,3,5,7,3,4,6,310,536,841,274,451,724,349,499,845,61,76,136,69,126,197,73,116,191,18,65,88,25,69,99,26,84,112,13,26,44,12,29,44,14,48,63,65,195,258,64,176,244,63,203,269,0,3,4,3,0,5,0,0,0,167,364,530,183,405,582,178,450,633,469,900,1371,455,856,1307,530,947,1478,87,43
50903,174,161,340,140,106,251,135,126,259,854,868,1723,772,821,1587,687,654,1344,89,99,191,77,76,158,65,83,152,16,14,33,16,25,38,18,19,36,961,978,1944,860,920,1779,776,761,1531,470,425,897,445,420,864,407,419,826,6,25,30,7,5,12,10,18,31,32,37,71,28,20,51,42,46,88,517,481,998,478,447,928,466,481,944,15,16,33,11,20,29,14,18,37,3,17,29,9,23,28,6,16,24,45,44,86,34,21,59,49,31,78,54,141,193,19,89,110,35,95,127,0,0,3,4,0,3,0,0,0,119,218,336,74,152,226,104,169,273,19,18,37,18,30,42,16,52,64,12,13,21,4,25,30,10,28,37,7,6,14,9,17,26,7,15,22,24,78,105,24,70,97,17,74,97,0,0,0,0,0,6,0,0,0,53,118,177,53,140,196,45,172,218,172,338,513,130,293,425,152,335,490,15,6
51001,283,257,538,241,219,459,300,252,553,1272,1287,2560,1216,1197,2419,1244,1144,2388,497,494,988,379,365,743,408,369,779,82,77,161,95,112,205,89,76,161,1855,1856,3712,1690,1669,3360,1743,1588,3334,518,426,941,724,670,1397,654,715,1363,135,156,290,132,158,285,187,194,385,51,62,116,65,73,136,60,90,147,702,646,1347,919,900,1818,899,1005,1899,37,24,57,23,17,41,35,38,78,16,32,52,14,18,37,19,24,39,64,73,138,62,49,111,48,50,107,109,257,366,127,211,338,100,204,310,4,0,6,0,7,9,0,0,0,232,389,621,234,303,537,206,321,531,17,82,97,22,48,66,27,55,85,22,83,105,28,70,103,33,86,116,8,24,36,5,22,24,4,37,45,76,232,301,80,232,308,77,225,311,0,0,4,4,0,3,0,0,0,123,420,543,138,377,512,145,407,550,353,809,1164,366,674,1047,353,730,1080,19,16
51002,146,130,279,163,152,313,202,194,389,837,797,1627,875,832,1705,954,971,1926,97,111,204,76,82,162,80,81,163,46,38,86,36,33,70,60,42,100,979,941,1919,984,948,1934,1098,1090,2188,334,311,647,478,491,964,586,529,1119,6,6,9,4,3,10,8,6,12,25,19,45,26,17,41,36,39,74,368,333,703,509,509,1014,629,573,1206,25,14,44,25,18,44,34,18,47,14,15,28,21,24,43,26,43,69,56,57,117,40,54,94,61,45,110,142,146,287,108,158,269,116,184,305,4,3,4,0,9,11,4,0,5,238,243,481,192,261,456,248,296,542,6,22,25,4,9,17,8,28,36,4,25,34,11,34,43,21,54,76,12,24,32,8,22,29,12,11,22,137,128,262,138,155,287,89,127,219,0,0,0,0,3,0,0,0,0,161,187,351,160,222,381,127,218,344,402,433,834,355,482,839,371,515,888,12,12
51003,248,233,483,281,228,507,341,307,645,1199,996,2199,1303,1198,2503,1348,1221,2569,159,160,324,181,183,362,176,154,331,21,22,39,42,47,84,57,47,99,1383,1182,2558,1532,1424,2954,1585,1429,3007,355,286,642,660,477,1134,652,601,1255,158,164,324,168,165,334,195,195,390,6,10,22,17,13,32,19,18,38,527,456,987,849,654,1503,866,808,1681,32,20,45,12,11,27,25,22,49,9,5,17,21,24,40,28,31,59,89,62,151,59,59,118,81,56,146,156,213,367,177,197,369,132,241,379,10,0,9,7,9,12,4,0,4,300,303,598,270,294,567,275,358,630,12,22,30,14,34,47,13,26,40,15,22,38,37,41,82,16,43,68,13,30,50,3,12,15,7,17,24,128,149,279,143,181,323,94,191,284,4,0,3,0,0,0,0,0,0,167,235,404,194,274,466,129,283,415,470,534,1005,470,568,1033,406,640,1040,10,6
51101,151,136,282,86,101,190,132,134,266,674,635,1311,581,568,1158,556,567,1126,89,71,163,48,39,87,49,39,95,55,52,109,55,42,102,35,37,69,815,757,1575,687,656,1346,640,644,1288,385,410,796,442,415,866,387,368,758,0,4,5,9,5,9,17,16,32,51,74,128,114,120,238,96,103,193,437,485,921,568,539,1113,498,486,985,20,6,24,23,8,29,24,19,36,7,17,16,4,12,15,7,4,11,48,38,88,26,33,60,49,38,89,31,59,92,32,74,100,36,114,148,0,0,0,0,0,0,0,3,3,101,121,220,84,121,202,116,175,290,11,19,28,10,18,31,7,33,47,3,22,26,8,15,20,13,23,35,6,5,11,3,14,16,6,8,19,22,60,76,15,62,74,24,59,83,3,0,3,0,0,0,0,0,0,45,102,144,34,107,140,53,127,180,144,219,365,118,227,343,164,305,473,6,12
51102,60,74,136,79,58,133,74,76,141,317,261,580,250,223,475,239,224,464,75,96,167,92,83,175,86,76,158,32,36,69,55,53,107,30,29,60,428,392,817,397,361,759,353,323,680,128,114,246,166,149,313,126,117,243,30,39,71,51,48,101,48,50,95,6,7,11,5,9,17,16,13,24,167,165,331,228,204,430,187,169,363,9,3,12,3,6,6,3,0,5,4,5,5,0,9,6,3,7,8,25,12,44,17,15,32,19,15,39,31,77,99,22,49,70,31,60,89,0,0,0,0,0,0,0,0,0,66,99,170,45,78,123,60,80,142,11,3,14,4,6,10,4,8,17,3,10,9,3,18,20,8,14,17,0,3,4,0,5,9,5,14,15,10,35,47,13,30,49,15,56,72,4,0,4,0,0,0,0,0,0,27,54,78,20,61,84,27,99,122,96,151,247,62,141,207,87,173,265,0,6
