SA3_CODE_2021,C16_F_NatPhy_sci_15_19,C16_F_NatPhy_sci_20_24,C16_F_NatPhy_sci_25_34,C16_F_NatPhy_sci_35_44,C16_F_NatPhy_sci_45_54,C16_F_NatPhy_sci_55_64,C16_F_NatPhy_sci_65_74,C16_F_NatPhy_sci_75_84,C16_F_NatPhy_sci_85over,C16_F_NatPhy_sci_Tot,C16_F_InfTec_15_19,C16_F_InfTec_20_24,C16_F_InfTec_25_34,C16_F_InfTec_35_44,C16_F_InfTec_45_54,C16_F_InfTec_55_64,C16_F_InfTec_65_74,C16_F_InfTec_75_84,C16_F_InfTec_85over,C16_F_InfTec_Tot,C16_F_EngRT_15_19,C16_F_EngRT_20_24,C16_F_EngRT_25_34,C16_F_EngRT_35_44,C16_F_EngRT_45_54,C16_F_EngRT_55_64,C16_F_EngRT_65_74,C16_F_EngRT_75_84,C16_F_EngRT_85over,C16_F_EngRT_Tot,C16_F_ArchBuild_15_19,C16_F_ArchBuild_20_24,C16_F_ArchBuild_25_34,C16_F_ArchBuild_35_44,C16_F_ArchBuild_45_54,C16_F_ArchBuild_55_64,C16_F_ArchBuild_65_74,C16_F_ArchBuild_75_84,C16_F_ArchBuild_85over,C16_F_ArchBuild_Tot,C16_F_AgEnv_RS_15_19,C16_F_AgEnv_RS_20_24,C16_F_AgEnv_RS_25_34,C16_F_AgEnv_RS_35_44,C16_F_AgEnv_RS_45_54,C16_F_AgEnv_RS_55_64,C16_F_AgEnv_RS_65_74,C16_F_AgEnv_RS_75_84,C16_F_AgEnv_RS_85over,C16_F_AgEnv_RS_Tot,C16_F_Health_15_19,C16_F_Health_20_24,C16_F_Health_25_34,C16_F_Health_35_44,C16_F_Health_45_54,C16_F_Health_55_64,C16_F_Health_65_74,C16_F_Health_75_84,C16_F_Health_85over,C16_F_Health_Tot,C16_F_Educ_15_19,C16_F_Educ_20_24,C16_F_Educ_25_34,C16_F_Educ_35_44,C16_F_Educ_45_54,C16_F_Educ_55_64,C16_F_Educ_65_74,C16_F_Educ_75_84,C16_F_Educ_85over,C16_F_Educ_Tot,C16_F_MngtCom_15_19,C16_F_MngtCom_20_24,C16_F_MngtCom_25_34,C16_F_MngtCom_35_44,C16_F_MngtCom_45_54,C16_F_MngtCom_55_64,C16_F_MngtCom_65_74,C16_F_MngtCom_75_84,C16_F_MngtCom_85over,C16_F_MngtCom_Tot,C16_F_Soc_cult_15_19,C16_F_Soc_cult_20_24,C16_F_Soc_cult_25_34,C16_F_Soc_cult_35_44,C16_F_Soc_cult_45_54,C16_F_Soc_cult_55_64,C16_F_Soc_cult_65_74,C16_F_Soc_cult_75_84,C16_F_Soc_cult_85over,C16_F_Soc_cult_Tot,C16_F_Creative_art_15_19,C16_F_Creative_art_20_24,C16_F_Creative_art_25_34,C16_F_Creative_art_35_44,C16_F_Creative_art_45_54,C16_F_Creative_art_55_64,C16_F_Creative_art_65_74,C16_F_Creative_art_75_84,C16_F_Creative_art_85over,C16_F_Creative_art_Tot,C16_F_FoodHos_PS_15_19,C16_F_FoodHos_PS_20_24,C16_F_FoodHos_PS_25_34,C16_F_FoodHos_PS_35_44,C16_F_FoodHos_PS_45_54,C16_F_FoodHos_PS_55_64,C16_F_FoodHos_PS_65_74,C16_F_FoodHos_PS_75_84,C16_F_FoodHos_PS_85over,C16_F_FoodHos_PS_Tot,C16_F_MixFld_pr_15_19,C16_F_MixFld_pr_20_24,C16_F_MixFld_pr_25_34,C16_F_MixFld_pr_35_44,C16_F_MixFld_pr_45_54,C16_F_MixFld_pr_55_64,C16_F_MixFld_pr_65_74,C16_F_MixFld_pr_75_84,C16_F_MixFld_pr_85over,C16_F_MixFld_pr_Tot,C16_F_FldStu_ID_15_19,C16_F_FldStu_ID_20_24,C16_F_FldStu_ID_25_34,C16_F_FldStu_ID_35_44,C16_F_FldStu_ID_45_54,C16_F_FldStu_ID_55_64,C16_F_FldStu_ID_65_74,C16_F_FldStu_ID_75_84,C16_F_FldStu_ID_85over,C16_F_FldStu_ID_Tot,C16_F_FldStu_NS_15_19,C16_F_FldStu_NS_20_24,C16_F_FldStu_NS_25_34,C16_F_FldStu_NS_35_44,C16_F_FldStu_NS_45_54,C16_F_FldStu_NS_55_64,C16_F_FldStu_NS_65_74,C16_F_FldStu_NS_75_84,C16_F_FldStu_NS_85over,C16_F_FldStu_NS_Tot,C16_F_Tot_15_19,C16_F_Tot_20_24,C16_F_Tot_25_34,C16_F_Tot_35_44,C16_F_Tot_45_54,C16_F_Tot_55_64,C16_F_Tot_65_74,C16_F_Tot_75_84,C16_F_Tot_85over,C16_F_Tot_Tot,C21_F_NatPhy_sci_15_19,C21_F_NatPhy_sci_20_24,C21_F_NatPhy_sci_25_34,C21_F_NatPhy_sci_35_44,C21_F_NatPhy_sci_45_54,C21_F_NatPhy_sci_55_64,C21_F_NatPhy_sci_65_74,C21_F_NatPhy_sci_75_84,C21_F_NatPhy_sci_85over,C21_F_NatPhy_sci_Tot,C21_F_InfTec_15_19,C21_F_InfTec_20_24,C21_F_InfTec_25_34,C21_F_InfTec_35_44,C21_F_InfTec_45_54,C21_F_InfTec_55_64,C21_F_InfTec_65_74,C21_F_InfTec_75_84,C21_F_InfTec_85over,C21_F_InfTec_Tot,C21_F_EngRT_15_19,C21_F_EngRT_20_24,C21_F_EngRT_25_34,C21_F_EngRT_35_44,C21_F_EngRT_45_54,C21_F_EngRT_55_64,C21_F_EngRT_65_74,C21_F_EngRT_75_84,C21_F_EngRT_85over,C21_F_EngRT_Tot,C21_F_ArchBuild_15_19,C21_F_ArchBuild_20_24,C21_F_ArchBuild_25_34,C21_F_ArchBuild_35_44,C21_F_ArchBuild_45_54,C21_F_ArchBuild_55_64,C21_F_ArchBuild_65_74,C21_F_ArchBuild_75_84,C21_F_ArchBuild_85over,C21_F_ArchBuild_Tot,C21_F_AgEnv_RS_15_19,C21_F_AgEnv_RS_20_24,C21_F_AgEnv_RS_25_34,C21_F_AgEnv_RS_35_44,C21_F_AgEnv_RS_45_54,C21_F_AgEnv_RS_55_64,C21_F_AgEnv_RS_65_74,C21_F_AgEnv_RS_75_84,C21_F_AgEnv_RS_85over,C21_F_AgEnv_RS_Tot
50502,4,208,627,481,313,163,69,23,7,1898,3,46,223,200,111,68,19,3,0,672,9,91,416,312,191,134,75,90,55,1370,7,71,252,174,94,64,14,8,0,677,4,25,148,123,75,32,12,9,0,423,35,512,2429,1577,1265,1058,675,353,107,8012,15,178,1212,1153,1260,1192,712,301,81,6110,100,729,3529,2953,2079,1180,746,402,155,11870,51,464,2066,1609,1139,910,484,154,36,6912,38,258,830,485,296,149,104,63,16,2232,79,297,973,584,459,281,177,74,29,2948,4,7,21,29,12,19,30,25,8,152,12,43,172,126,83,67,33,21,4,557,287,415,1362,954,777,751,769,801,718,6834,643,3352,14259,10760,8160,6060,3907,2324,1208,50664,3,237,637,612,399,251,134,38,8,2319,5,38,305,253,160,94,33,7,0,897,10,77,516,450,240,157,117,67,55,1695,3,55,292,206,129,82,31,4,0,817,4,35,182,161,76,54,25,3,3,544
50503,7,114,367,270,154,64,32,5,0,1017,7,23,143,173,84,41,10,4,0,480,12,52,213,223,189,102,62,41,16,903,9,41,104,72,55,19,9,7,0,310,9,36,115,92,49,24,3,0,0,333,83,496,1530,1434,1216,766,391,143,37,6093,50,276,1165,1239,1022,491,266,107,24,4640,162,700,2604,2552,1779,888,454,176,52,9361,165,612,1734,1572,1123,673,253,55,16,6201,46,158,409,289,158,81,44,15,6,1207,152,457,1216,865,705,289,169,54,10,3914,8,13,14,21,15,11,15,16,4,114,0,27,101,79,68,44,15,8,3,349,495,459,1052,914,866,624,536,499,373,5819,1205,3466,10766,9795,7486,4111,2264,1126,545,40758,3,158,342,367,219,128,60,16,5,1300,4,35,115,205,159,55,20,4,0,589,13,73,232,227,184,125,76,33,19,987,9,35,133,104,86,40,16,7,0,430,9,46,120,143,71,42,9,0,0,439
50601,0,38,202,139,62,54,23,5,0,522,5,7,108,66,26,17,0,0,0,245,4,31,143,112,83,40,23,15,7,461,3,21,55,25,21,8,6,0,0,133,10,19,79,62,30,22,6,9,0,227,34,174,811,516,408,392,213,82,16,2645,19,99,454,447,387,327,162,47,16,1958,78,305,1283,985,630,424,185,81,15,3984,44,247,804,598,472,379,148,38,6,2737,22,74,177,135,66,46,41,12,4,578,64,191,398,264,184,113,71,16,5,1306,4,10,6,3,4,0,13,10,0,52,0,17,55,48,26,22,9,4,0,180,186,172,423,378,330,310,309,233,173,2503,478,1412,4992,3768,2728,2142,1212,544,244,17519,3,47,193,220,107,65,38,5,0,691,5,15,144,194,43,26,12,0,0,438,12,32,170,234,95,49,37,12,5,651,6,17,54,46,25,10,3,5,0,169,10,29,75,80,40,41,13,4,3,295
50602,0,85,319,215,86,48,16,3,0,785,6,21,140,78,37,18,9,0,0,312,6,52,282,174,68,41,21,26,17,677,0,25,101,52,19,17,0,0,0,222,0,23,72,60,29,15,9,4,0,213,17,252,884,464,348,300,170,74,27,2530,11,69,388,353,297,263,140,59,11,1585,45,335,1532,1017,608,378,176,72,29,4198,30,195,836,586,378,318,135,27,6,2505,9,104,319,182,75,37,25,6,4,764,38,138,440,247,126,89,41,10,5,1137,3,8,10,5,7,10,6,11,5,53,3,27,75,56,37,24,3,0,3,226,152,332,843,466,381,365,317,294,199,3344,318,1665,6249,3946,2506,1920,1059,586,299,18560,0,93,366,271,131,65,30,8,0,968,4,21,124,119,36,33,18,3,0,348,8,37,333,213,112,54,21,13,5,806,0,20,121,76,34,26,10,0,0,286,5,28,75,75,39,27,12,4,0,261
50603,6,155,333,260,215,95,42,11,3,1120,4,30,169,166,105,36,11,0,0,520,3,92,279,226,116,60,35,26,15,850,0,50,99,58,49,24,4,0,0,286,4,24,76,63,31,24,6,0,0,236,33,325,996,757,611,534,313,161,45,3779,19,119,376,480,597,520,312,121,29,2574,69,504,1660,1311,991,585,308,140,59,5617,49,237,728,673,553,426,222,57,19,2972,26,137,268,150,90,52,36,10,13,790,43,133,344,230,195,146,71,26,16,1204,11,9,6,5,4,7,9,14,6,72,3,33,72,68,51,29,27,10,7,295,143,249,517,357,300,280,278,397,567,3084,412,2101,5919,4808,3908,2819,1677,980,773,23403,4,171,311,367,254,148,65,17,4,1350,4,39,299,262,122,53,19,0,4,792,7,66,317,297,153,90,53,22,15,1020,7,32,109,73,41,35,15,3,3,306,3,27,56,73,55,25,11,0,0,253
50604,0,72,302,244,116,59,30,0,4,836,4,28,247,131,53,20,7,7,0,496,13,61,272,207,123,65,34,29,11,810,0,22,77,37,28,11,3,0,0,176,7,23,65,69,28,20,7,0,4,221,35,302,910,748,539,474,284,111,14,3415,24,138,520,610,529,382,185,62,10,2463,95,407,1774,1632,974,603,307,123,37,5948,89,305,972,915,664,474,192,40,11,3656,36,89,243,158,102,45,33,17,0,713,71,238,524,369,250,153,107,25,11,1749,8,5,9,5,12,15,11,7,3,80,8,16,70,65,40,28,13,10,4,257,222,253,555,493,386,432,332,357,227,3238,599,1959,6535,5680,3838,2772,1539,801,331,24053,4,114,291,311,152,88,47,13,0,1020,10,29,212,293,75,41,0,10,0,671,10,56,270,288,139,93,44,31,6,938,4,30,86,75,23,16,7,0,0,252,9,24,66,74,59,27,11,6,0,271
50605,0,34,105,122,56,52,33,9,5,419,0,5,41,50,21,16,0,0,0,142,0,21,90,87,51,34,20,19,10,326,0,13,28,28,21,10,5,3,0,105,3,13,51,51,46,20,9,7,3,195,31,105,355,367,376,362,253,121,17,1991,6,74,269,372,395,357,248,108,23,1858,54,137,625,652,579,374,262,113,16,2817,35,104,342,395,382,282,158,57,12,1771,15,46,119,107,66,43,29,21,6,460,41,124,247,194,200,95,81,22,10,1005,5,0,7,5,4,8,6,5,5,40,0,5,19,24,29,11,8,4,0,113,125,103,237,215,226,242,228,221,130,1721,335,790,2536,2669,2449,1898,1360,703,236,12971,3,39,100,138,114,59,50,19,4,518,0,5,39,67,28,19,12,0,0,164,6,21,87,83,65,37,22,11,11,361,0,10,27,35,27,15,7,4,0,132,6,6,49,66,40,25,15,0,4,211
50606,3,14,50,45,26,11,0,0,0,150,0,4,19,6,10,4,0,0,0,46,0,3,31,26,22,16,4,9,5,112,0,8,16,7,6,3,0,0,0,34,9,16,45,30,22,12,6,0,0,133,12,73,225,177,157,118,58,23,5,851,3,44,153,154,124,97,46,10,0,633,24,112,354,285,222,138,56,17,5,1216,23,79,259,193,160,92,27,0,6,844,7,20,47,34,16,13,11,0,0,144,22,81,189,116,86,58,24,4,3,583,3,0,3,4,0,0,0,3,0,15,0,0,15,16,11,0,5,0,0,52,59,67,142,124,125,83,66,41,11,724,174,524,1551,1219,988,630,312,107,35,5538,0,7,46,53,48,22,5,0,0,175,3,0,17,22,6,9,0,0,0,56,4,21,63,41,25,11,11,0,0,182,0,6,20,8,9,0,5,0,0,47,5,6,45,34,28,23,6,5,0,150
50607,0,80,164,152,123,66,21,14,5,620,3,5,39,36,37,17,9,0,0,154,0,33,160,110,50,39,7,16,5,427,4,18,80,33,18,18,3,0,0,171,3,17,37,48,20,9,9,0,0,139,8,158,565,357,365,347,173,97,39,2118,6,37,206,233,279,366,179,90,28,1420,34,240,740,595,539,401,223,80,47,2888,8,123,446,318,308,270,151,56,11,1692,13,75,181,115,60,55,35,11,7,547,19,45,142,86,77,65,46,13,5,495,0,0,4,0,0,4,8,7,4,28,0,16,34,31,31,17,6,6,4,142,85,131,280,200,196,205,190,171,256,1711,181,982,3065,2319,2107,1874,1055,556,413,12551,0,87,175,170,121,93,46,15,7,703,0,8,32,47,48,37,11,0,0,180,0,17,128,141,63,56,17,11,9,450,0,13,67,56,30,23,10,4,0,198,4,15,40,52,28,14,9,0,0,157
50701,0,78,295,249,130,70,25,0,0,855,0,17,121,100,39,14,6,0,0,303,4,33,215,169,115,74,38,16,7,672,0,25,80,69,33,16,7,0,0,233,5,31,109,111,56,35,9,3,0,355,40,276,1135,867,688,435,190,84,27,3739,30,139,580,739,591,404,171,55,21,2740,92,387,1548,1467,966,561,240,81,36,5378,61,263,940,896,660,457,152,38,11,3473,27,109,310,210,119,62,27,6,3,876,70,216,574,420,331,168,87,26,9,1904,8,4,3,8,11,8,15,10,0,71,0,17,45,62,46,27,11,5,4,217,210,208,613,501,455,402,347,322,282,3342,557,1814,6564,5868,4231,2742,1330,653,411,24164,7,102,314,340,192,124,39,22,0,1145,0,16,96,157,57,32,11,0,0,369,8,61,263,234,165,94,46,15,11,905,0,20,121,101,42,22,8,0,0,319,6,34,103,121,74,37,17,11,0,394
50702,0,62,141,120,91,60,20,6,3,503,0,3,6,21,24,19,3,0,0,87,0,8,62,50,29,21,21,11,4,216,0,15,71,44,46,17,6,0,0,203,0,7,54,63,38,27,4,0,0,199,12,92,424,362,393,334,182,76,20,1886,4,29,194,219,273,359,206,68,20,1381,18,79,354,388,371,245,134,43,28,1659,3,92,384,350,437,365,198,51,9,1884,15,58,215,173,136,89,49,11,9,754,10,44,113,87,92,58,42,13,9,468,0,3,0,0,4,9,5,4,0,25,0,4,31,32,40,26,10,8,0,159,75,108,287,230,225,213,185,178,144,1644,134,609,2341,2139,2199,1848,1071,471,245,11059,0,51,126,125,113,90,41,12,4,565,0,9,4,15,23,23,5,0,0,88,3,7,64,66,43,26,15,9,6,245,0,16,54,81,55,29,10,0,0,247,0,13,56,51,44,29,11,0,0,202
50703,0,28,100,58,21,17,7,0,0,225,0,8,53,34,7,14,0,0,0,124,0,20,76,64,23,24,8,9,3,223,4,3,31,13,3,3,0,0,0,59,0,11,34,28,23,13,4,0,0,105,18,111,373,232,176,142,58,22,9,1142,6,48,253,188,166,90,38,8,0,791,40,162,630,457,257,147,71,22,6,1792,32,119,404,316,212,140,56,0,0,1280,12,26,94,50,23,25,11,3,0,242,37,106,255,145,74,42,26,7,4,698,8,0,0,5,3,8,0,0,0,27,3,4,30,23,12,11,4,0,0,86,111,105,282,214,183,158,134,108,44,1341,266,753,2612,1830,1188,807,417,184,74,8137,0,21,98,89,44,21,4,3,0,283,3,13,78,86,24,15,8,0,0,221,9,20,76,80,51,23,15,7,3,285,0,6,16,24,16,3,0,0,0,70,3,10,53,43,20,11,10,0,0,151
50704,8,156,252,265,226,156,76,21,7,1161,7,13,60,87,104,55,17,3,4,338,0,64,171,181,132,70,42,50,25,744,0,37,94,77,58,45,10,0,0,322,6,19,82,79,61,26,21,0,5,296,20,319,991,914,957,860,526,289,115,4992,20,130,474,638,909,986,520,244,74,3992,58,373,1188,1552,1442,993,588,255,132,6581,37,258,611,830,736,645,352,132,27,3633,25,170,270,252,176,102,88,40,21,1143,39,136,258,257,264,165,113,49,27,1311,3,0,6,7,9,14,15,6,8,63,0,27,51,59,53,41,21,13,5,280,166,140,315,311,328,317,325,479,547,2925,383,1849,4819,5517,5442,4488,2703,1593,995,27796,7,155,250,289,276,202,119,51,7,1358,9,21,61,116,83,87,34,7,0,412,10,57,204,285,143,97,72,42,15,921,0,19,105,104,68,55,23,5,0,380,6,36,73,101,73,46,19,4,0,361
50705,7,42,159,153,103,56,15,4,4,549,5,17,53,74,52,21,16,3,0,242,22,46,129,124,91,55,40,40,16,547,6,20,54,37,31,10,3,0,0,169,4,40,86,70,61,21,10,4,0,294,66,285,784,790,859,565,311,140,45,3850,28,159,669,838,743,431,188,82,14,3141,119,484,1480,1333,1078,637,318,132,31,5621,111,384,1071,1006,826,536,224,45,14,4215,35,100,212,142,88,54,35,13,3,675,103,364,760,568,400,198,107,46,10,2563,6,7,14,7,14,14,19,7,6,90,5,20,41,50,42,26,9,7,3,197,333,400,776,633,658,475,460,505,291,4533,849,2364,6283,5828,5041,3092,1761,1020,435,26678,0,68,155,163,143,93,39,10,4,681,0,19,58,87,69,36,15,5,0,296,23,69,187,171,95,61,32,16,11,666,5,19,59,57,34,16,16,0,0,201,7,24,95,97,75,43,19,5,0,366
50901,0,18,53,85,56,52,18,4,0,287,0,8,19,19,20,13,4,3,0,87,4,13,31,28,35,39,22,30,7,192,0,4,23,19,16,12,6,0,0,77,17,44,106,144,115,67,20,8,0,532,32,72,358,350,452,519,381,154,44,2359,12,50,236,377,430,466,271,107,35,1970,56,157,398,460,486,358,232,66,26,2235,43,129,321,396,387,380,184,41,14,1897,14,23,62,82,87,69,52,17,3,410,37,84,212,159,147,96,67,16,11,827,6,3,4,3,5,11,5,10,0,54,3,3,13,21,23,20,9,5,0,96,164,101,267,285,376,399,408,312,207,2509,388,710,2089,2420,2632,2487,1689,773,351,13544,0,17,51,91,88,67,38,13,0,353,0,3,21,20,21,21,10,9,0,101,5,7,47,31,26,34,22,18,6,196,0,5,29,34,20,11,16,0,0,113,22,43,113,150,143,111,36,11,5,631
50902,0,13,45,60,40,29,11,6,0,204,0,4,12,19,11,13,8,0,0,75,0,16,45,57,39,30,18,17,6,233,0,5,12,11,20,6,3,5,0,62,14,30,124,107,81,49,14,4,0,418,12,58,240,228,289,387,260,131,24,1627,11,50,258,286,346,354,193,72,17,1582,45,125,389,379,411,291,194,68,12,1909,17,58,231,243,255,305,118,25,3,1253,4,14,49,45,46,40,30,8,3,244,29,60,161,144,123,101,63,15,9,700,4,0,3,3,0,4,5,8,3,31,0,0,15,24,23,14,12,0,0,95,166,132,280,325,434,475,436,286,143,2676,306,563,1859,1930,2128,2099,1362,634,220,11108,0,12,43,72,33,38,17,7,0,223,0,3,9,12,19,13,6,0,0,64,8,9,47,33,54,41,33,20,7,249,0,4,11,17,17,13,5,0,0,68,26,28,92,126,96,75,31,3,0,487
50903,0,0,12,14,10,5,5,0,0,50,0,0,7,5,0,5,4,0,0,25,3,7,11,8,11,8,3,4,4,67,0,0,3,0,5,0,0,0,0,6,16,16,63,35,42,13,11,0,0,197,9,37,110,109,109,165,84,32,21,674,3,26,96,127,139,149,64,26,8,639,13,39,156,146,97,73,47,8,9,592,16,17,89,88,95,106,39,9,0,460,5,6,20,14,20,19,9,4,0,94,3,17,61,54,45,28,16,4,0,219,0,6,0,0,0,6,6,5,0,16,0,0,5,3,4,9,0,0,0,21,72,44,123,124,166,188,150,120,56,1047,142,213,746,741,739,778,427,225,86,4097,0,5,12,21,12,12,7,0,0,64,0,0,0,9,0,3,0,0,0,15,0,0,23,19,5,9,3,6,3,66,0,0,3,0,4,5,3,0,0,19,11,20,51,50,38,14,12,0,0,195
51001,0,9,44,35,24,17,3,0,0,136,0,4,7,10,3,4,0,0,0,35,3,12,42,30,12,12,0,0,0,104,0,7,13,14,8,5,0,0,0,49,3,17,58,57,24,16,5,0,0,177,7,51,272,237,193,206,65,7,0,1036,8,49,256,255,195,164,46,8,0,983,35,117,348,271,219,155,25,10,3,1186,12,49,287,225,175,127,42,3,0,921,9,14,63,52,36,19,5,0,0,209,21,52,164,103,64,25,15,0,0,435,3,0,5,8,0,4,0,0,0,21,0,4,23,9,18,15,3,0,0,77,225,227,578,461,404,295,143,52,20,2408,327,602,2167,1770,1391,1043,349,93,31,7774,0,20,46,42,29,15,0,0,0,155,0,0,14,12,4,4,3,0,0,41,3,10,50,36,12,6,8,0,0,137,0,6,12,13,10,8,0,0,0,46,9,17,50,57,33,19,4,0,0,191
51002,0,7,39,24,13,4,0,0,0,86,0,3,13,16,0,5,0,0,0,38,10,34,93,44,13,10,4,0,0,200,5,0,9,3,0,4,0,0,0,25,0,0,24,29,14,7,0,0,0,76,5,26,207,126,99,60,21,4,0,541,0,39,152,120,91,38,15,0,0,457,12,80,353,232,136,54,15,0,0,885,4,45,171,117,78,38,13,0,0,464,0,7,38,24,13,11,0,0,0,91,10,33,130,84,40,18,5,0,0,326,0,0,6,6,0,0,0,0,0,11,0,0,15,10,10,6,0,0,0,46,107,145,430,264,283,147,46,15,8,1442,152,413,1687,1096,787,405,114,20,12,4682,0,6,37,31,12,4,4,0,0,96,0,0,21,9,3,3,0,0,0,35,9,17,104,50,20,8,0,0,0,217,0,0,12,8,8,6,0,0,0,33,0,0,19,13,9,3,0,0,0,52
51003,0,6,51,54,17,3,0,0,0,137,0,0,20,24,8,3,0,0,0,57,0,23,97,77,26,7,0,0,0,236,0,0,14,10,5,0,0,0,0,38,0,6,38,36,13,3,0,0,0,94,5,39,209,186,118,92,10,0,0,660,4,51,232,216,134,67,19,0,0,724,15,112,521,365,196,88,11,3,0,1308,12,36,232,180,96,52,12,0,0,625,0,6,45,37,11,9,0,0,0,115,8,59,199,132,79,36,3,0,0,513,0,4,3,0,0,0,0,0,0,15,0,3,23,19,25,4,0,0,0,79,86,116,395,274,275,148,43,9,0,1354,138,463,2087,1606,1007,523,111,21,0,5948,0,3,35,49,30,8,0,0,0,125,0,3,13,23,9,0,0,0,0,49,10,17,101,79,38,5,0,0,0,255,0,0,9,11,11,8,0,0,0,43,3,5,32,25,20,5,0,0,0,98
51101,0,6,13,18,9,4,0,0,0,48,0,0,0,0,3,9,0,0,0,11,0,0,9,9,8,6,0,0,3,39,0,0,0,0,0,0,4,0,0,15,9,14,34,45,28,5,0,3,0,135,0,17,76,80,93,82,62,35,4,451,0,16,84,95,107,100,45,22,0,476,20,45,117,123,113,85,41,19,3,566,3,34,78,67,71,62,28,10,0,362,0,8,25,32,19,11,12,5,4,112,13,24,69,46,44,31,10,6,0,227,0,0,4,4,6,4,0,3,3,16,0,3,3,4,9,0,6,0,0,25,80,41,119,123,154,139,126,84,58,928,128,201,638,648,655,536,344,186,74,3403,0,5,16,21,16,3,0,0,0,58,0,0,3,0,3,3,0,0,0,12,0,6,11,4,15,8,9,6,0,46,0,0,3,6,0,3,0,0,0,17,5,12,37,42,32,17,3,4,0,149
51102,0,0,28,18,11,11,0,0,0,68,0,3,0,0,0,0,0,0,0,9,0,5,17,8,0,4,3,0,0,36,0,0,7,0,3,3,0,0,0,17,0,4,23,15,10,7,0,0,0,60,0,13,45,51,55,58,27,8,9,252,0,9,58,61,50,46,19,0,0,237,15,24,74,76,58,42,26,12,0,332,3,6,59,45,46,18,20,0,0,195,0,0,14,16,9,0,0,0,0,44,8,15,36,45,19,23,21,4,0,163,0,0,0,0,3,0,0,0,0,7,3,0,0,5,0,0,0,0,0,13,35,37,112,99,101,76,71,29,12,573,64,123,470,442,370,288,182,44,22,2016,0,14,50,25,6,4,0,0,0,92,0,0,0,4,4,0,0,0,0,13,0,9,13,9,4,0,0,0,0,45,0,0,13,4,5,0,0,0,0,20,0,6,21,24,8,4,4,0,0,63
51103,0,13,72,58,21,12,5,0,0,185,0,5,21,23,10,6,3,0,0,59,6,16,80,53,26,12,3,6,3,201,0,3,10,6,3,0,0,0,0,26,5,8,22,20,18,12,0,0,0,82,3,55,236,202,178,143,48,15,0,894,3,61,245,229,183,113,33,11,5,885,28,100,385,339,239,134,27,12,4,1264,32,67,259,187,143,101,25,0,0,813,5,27,61,27,24,8,0,6,0,158,33,81,211,113,79,36,14,4,0,574,0,0,3,0,5,3,0,5,0,16,3,4,22,15,9,6,6,3,0,68,151,166,444,327,303,276,138,75,24,1899,266,600,2077,1593,1230,868,300,139,34,7114,0,10,79,79,28,14,0,0,0,207,0,0,7,18,11,0,0,0,0,45,10,26,79,63,38,13,3,0,0,238,3,0,8,14,9,0,0,0,0,37,3,13,38,23,18,9,0,0,0,112
51104,4,9,60,52,36,19,9,0,0,190,3,3,12,13,13,15,3,0,0,78,5,12,35,41,36,23,13,13,0,177,0,7,24,13,14,10,7,0,0,71,14,33,44,70,43,30,10,0,0,254,17,96,328,336,330,332,217,92,13,1763,8,76,266,358,414,291,139,45,12,1609,50,151,453,442,411,271,140,43,9,1968,36,94,234,276,245,232,101,15,3,1237,10,14,46,49,42,29,19,6,0,216,35,84,190,175,150,85,46,18,6,788,5,9,3,6,3,0,12,9,3,52,0,3,5,15,27,15,6,0,0,77,223,148,371,364,391,367,294,233,95,2493,408,744,2086,2214,2169,1722,1012,478,144,10979,3,19,43,60,36,26,13,0,0,205,0,0,11,18,13,10,13,5,0,81,15,10,46,33,38,29,18,11,4,209,0,0,7,23,17,12,7,0,0,64,13,28,66,80,59,45,18,0,0,321
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,4,0,3,5,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,6,22,0,3,0,0,0,0,32,0,0,0,6,3,4,0,0,0,9,0,6,14,9,6,8,0,0,0,40,0,0,7,3,0,0,0,0,0,15,0,5,12,4,4,4,0,0,0,28,0,11,48,18,22,34,19,0,0,156,0,7,20,10,13,31,22,5,0,105,3,26,73,32,26,50,22,0,0,229,0,9,43,14,17,35,13,0,0,132,0,8,24,4,4,3,0,0,0,48,0,8,31,18,14,19,3,0,0,94,0,0,0,0,0,0,0,0,0,10,0,0,0,4,0,3,0,0,0,8,22,68,151,100,105,75,54,10,8,590,25,153,441,223,217,264,141,23,6,1492,0,3,17,11,0,7,3,0,0,49,0,0,0,3,0,0,3,0,0,6,0,3,14,13,3,4,3,0,0,36,0,0,0,5,0,3,0,0,0,13,0,0,7,10,0,0,3,0,0,25
