SA3_CODE_2021,C16_F_NatPhy_sci_15_19,C16_F_NatPhy_sci_20_24,C16_F_NatPhy_sci_25_34,C16_F_NatPhy_sci_35_44,C16_F_NatPhy_sci_45_54,C16_F_NatPhy_sci_55_64,C16_F_NatPhy_sci_65_74,C16_F_NatPhy_sci_75_84,C16_F_NatPhy_sci_85over,C16_F_NatPhy_sci_Tot,C16_F_InfTec_15_19,C16_F_InfTec_20_24,C16_F_InfTec_25_34,C16_F_InfTec_35_44,C16_F_InfTec_45_54,C16_F_InfTec_55_64,C16_F_InfTec_65_74,C16_F_InfTec_75_84,C16_F_InfTec_85over,C16_F_InfTec_Tot,C16_F_EngRT_15_19,C16_F_EngRT_20_24,C16_F_EngRT_25_34,C16_F_EngRT_35_44,C16_F_EngRT_45_54,C16_F_EngRT_55_64,C16_F_EngRT_65_74,C16_F_EngRT_75_84,C16_F_EngRT_85over,C16_F_EngRT_Tot,C16_F_ArchBuild_15_19,C16_F_ArchBuild_20_24,C16_F_ArchBuild_25_34,C16_F_ArchBuild_35_44,C16_F_ArchBuild_45_54,C16_F_ArchBuild_55_64,C16_F_ArchBuild_65_74,C16_F_ArchBuild_75_84,C16_F_ArchBuild_85over,C16_F_ArchBuild_Tot,C16_F_AgEnv_RS_15_19,C16_F_AgEnv_RS_20_24,C16_F_AgEnv_RS_25_34,C16_F_AgEnv_RS_35_44,C16_F_AgEnv_RS_45_54,C16_F_AgEnv_RS_55_64,C16_F_AgEnv_RS_65_74,C16_F_AgEnv_RS_75_84,C16_F_AgEnv_RS_85over,C16_F_AgEnv_RS_Tot,C16_F_Health_15_19,C16_F_Health_20_24,C16_F_Health_25_34,C16_F_Health_35_44,C16_F_Health_45_54,C16_F_Health_55_64,C16_F_Health_65_74,C16_F_Health_75_84,C16_F_Health_85over,C16_F_Health_Tot,C16_F_Educ_15_19,C16_F_Educ_20_24,C16_F_Educ_25_34,C16_F_Educ_35_44,C16_F_Educ_45_54,C16_F_Educ_55_64,C16_F_Educ_65_74,C16_F_Educ_75_84,C16_F_Educ_85over,C16_F_Educ_Tot,C16_F_MngtCom_15_19,C16_F_MngtCom_20_24,C16_F_MngtCom_25_34,C16_F_MngtCom_35_44,C16_F_MngtCom_45_54,C16_F_MngtCom_55_64,C16_F_MngtCom_65_74,C16_F_MngtCom_75_84,C16_F_MngtCom_85over,C16_F_MngtCom_Tot,C16_F_Soc_cult_15_19,C16_F_Soc_cult_20_24,C16_F_Soc_cult_25_34,C16_F_Soc_cult_35_44,C16_F_Soc_cult_45_54,C16_F_Soc_cult_55_64,C16_F_Soc_cult_65_74,C16_F_Soc_cult_75_84,C16_F_Soc_cult_85over,C16_F_Soc_cult_Tot,C16_F_Creative_art_15_19,C16_F_Creative_art_20_24,C16_F_Creative_art_25_34,C16_F_Creative_art_35_44,C16_F_Creative_art_45_54,C16_F_Creative_art_55_64,C16_F_Creative_art_65_74,C16_F_Creative_art_75_84,C16_F_Creative_art_85over,C16_F_Creative_art_Tot,C16_F_FoodHos_PS_15_19,C16_F_FoodHos_PS_20_24,C16_F_FoodHos_PS_25_34,C16_F_FoodHos_PS_35_44,C16_F_FoodHos_PS_45_54,C16_F_FoodHos_PS_55_64,C16_F_FoodHos_PS_65_74,C16_F_FoodHos_PS_75_84,C16_F_FoodHos_PS_85over,C16_F_FoodHos_PS_Tot,C16_F_MixFld_pr_15_19,C16_F_MixFld_pr_20_24,C16_F_MixFld_pr_25_34,C16_F_MixFld_pr_35_44,C16_F_MixFld_pr_45_54,C16_F_MixFld_pr_55_64,C16_F_MixFld_pr_65_74,C16_F_MixFld_pr_75_84,C16_F_MixFld_pr_85over,C16_F_MixFld_pr_Tot,C16_F_FldStu_ID_15_19,C16_F_FldStu_ID_20_24,C16_F_FldStu_ID_25_34,C16_F_FldStu_ID_35_44,C16_F_FldStu_ID_45_54,C16_F_FldStu_ID_55_64,C16_F_FldStu_ID_65_74,C16_F_FldStu_ID_75_84,C16_F_FldStu_ID_85over,C16_F_FldStu_ID_Tot,C16_F_FldStu_NS_15_19,C16_F_FldStu_NS_20_24,C16_F_FldStu_NS_25_34,C16_F_FldStu_NS_35_44,C16_F_FldStu_NS_45_54,C16_F_FldStu_NS_55_64,C16_F_FldStu_NS_65_74,C16_F_FldStu_NS_75_84,C16_F_FldStu_NS_85over,C16_F_FldStu_NS_Tot,C16_F_Tot_15_19,C16_F_Tot_20_24,C16_F_Tot_25_34,C16_F_Tot_35_44,C16_F_Tot_45_54,C16_F_Tot_55_64,C16_F_Tot_65_74,C16_F_Tot_75_84,C16_F_Tot_85over,C16_F_Tot_Tot,C21_F_NatPhy_sci_15_19,C21_F_NatPhy_sci_20_24,C21_F_NatPhy_sci_25_34,C21_F_NatPhy_sci_35_44,C21_F_NatPhy_sci_45_54,C21_F_NatPhy_sci_55_64,C21_F_NatPhy_sci_65_74,C21_F_NatPhy_sci_75_84,C21_F_NatPhy_sci_85over,C21_F_NatPhy_sci_Tot,C21_F_InfTec_15_19,C21_F_InfTec_20_24,C21_F_InfTec_25_34,C21_F_InfTec_35_44,C21_F_InfTec_45_54,C21_F_InfTec_55_64,C21_F_InfTec_65_74,C21_F_InfTec_75_84,C21_F_InfTec_85over,C21_F_InfTec_Tot,C21_F_EngRT_15_19,C21_F_EngRT_20_24,C21_F_EngRT_25_34,C21_F_EngRT_35_44,C21_F_EngRT_45_54,C21_F_EngRT_55_64,C21_F_EngRT_65_74,C21_F_EngRT_75_84,C21_F_EngRT_85over,C21_F_EngRT_Tot,C21_F_ArchBuild_15_19,C21_F_ArchBuild_20_24,C21_F_ArchBuild_25_34,C21_F_ArchBuild_35_44,C21_F_ArchBuild_45_54,C21_F_ArchBuild_55_64,C21_F_ArchBuild_65_74,C21_F_ArchBuild_75_84,C21_F_ArchBuild_85over,C21_F_ArchBuild_Tot,C21_F_AgEnv_RS_15_19,C21_F_AgEnv_RS_20_24,C21_F_AgEnv_RS_25_34,C21_F_AgEnv_RS_35_44,C21_F_AgEnv_RS_45_54,C21_F_AgEnv_RS_55_64,C21_F_AgEnv_RS_65_74,C21_F_AgEnv_RS_75_84,C21_F_AgEnv_RS_85over,C21_F_AgEnv_RS_Tot
50101,0,11,73,124,57,32,13,6,3,311,0,3,13,18,9,11,10,0,0,61,0,6,46,40,26,24,11,14,8,167,0,10,28,41,24,10,8,0,0,119,5,20,77,88,49,45,15,5,0,306,26,46,283,395,363,398,295,136,45,1977,12,36,256,445,393,413,224,92,15,1881,50,124,442,556,444,316,214,85,19,2254,38,86,274,392,329,289,133,43,11,1600,11,26,120,139,90,68,41,17,17,530,16,84,267,223,183,103,93,13,5,987,0,4,3,0,3,3,4,4,4,33,0,4,18,23,29,11,16,3,0,106,151,95,218,289,284,317,270,255,182,2066,314,555,2122,2779,2282,2028,1341,673,308,12395,0,10,68,123,97,59,38,8,0,403,0,0,9,18,10,11,11,0,0,68,8,15,30,53,34,29,21,12,6,197,0,3,37,42,41,16,10,4,0,153,4,14,56,118,83,53,25,9,0,371
50102,4,27,114,124,105,52,11,3,3,451,6,3,42,47,36,15,6,3,0,161,13,40,145,119,89,46,29,12,14,510,3,18,56,48,38,19,0,0,0,178,17,27,85,103,88,32,13,8,0,363,46,164,597,643,683,773,389,181,40,3526,28,98,488,741,757,625,291,103,23,3152,124,389,1049,969,871,582,282,98,27,4394,106,212,618,684,660,519,207,41,10,3069,29,52,139,115,97,50,50,28,0,557,71,194,450,353,268,181,107,22,15,1655,7,8,11,3,10,11,12,15,4,76,0,12,32,46,47,27,14,8,0,191,350,217,496,510,552,571,571,465,281,4019,807,1456,4337,4513,4290,3495,1987,978,417,22291,0,25,102,120,130,84,38,9,0,513,0,3,33,50,34,34,18,3,0,184,8,45,154,147,98,73,40,12,10,578,4,11,44,49,52,24,6,0,0,203,31,53,88,118,102,68,24,6,0,484
50103,0,6,14,35,23,24,7,0,0,113,0,0,3,6,10,14,4,0,0,38,0,0,11,16,14,15,12,6,6,71,0,0,5,4,9,4,0,0,0,30,5,13,48,54,39,22,11,0,0,186,0,12,87,98,153,221,141,54,12,783,5,19,89,157,171,188,122,21,3,777,22,55,138,144,136,160,88,24,3,756,20,35,62,136,165,165,79,17,0,682,4,9,22,27,28,36,27,6,0,157,13,35,74,77,54,38,28,5,0,330,0,3,0,0,3,4,0,5,0,19,0,0,4,4,7,4,11,3,0,37,79,36,84,113,172,195,175,156,82,1099,154,232,642,870,981,1083,711,298,111,5076,0,4,25,31,43,29,19,4,0,156,0,0,3,5,3,4,13,5,0,35,3,4,16,17,17,21,12,6,0,90,0,0,12,8,7,11,3,4,0,46,18,13,50,66,44,37,15,3,0,247
50201,0,30,91,91,79,44,21,9,3,377,9,8,41,43,27,19,8,0,0,154,9,24,73,87,55,47,43,42,24,400,3,10,32,33,19,11,7,4,0,116,5,22,68,86,47,31,9,6,0,276,35,163,474,489,568,610,454,241,58,3094,29,113,420,596,610,551,309,149,37,2808,98,263,741,859,819,641,478,212,50,4169,86,243,596,639,628,518,272,74,18,3071,10,66,120,96,72,59,39,42,9,513,88,230,485,358,292,226,200,53,13,1954,0,9,0,4,8,15,26,21,7,82,0,3,27,22,42,22,17,13,0,151,246,178,380,405,459,512,596,576,335,3698,616,1377,3556,3798,3733,3307,2495,1441,550,20868,0,35,84,104,82,66,44,17,3,442,0,6,31,49,30,32,18,8,0,181,9,46,85,93,77,56,46,32,16,467,5,3,27,31,20,21,16,10,0,130,9,18,55,93,74,54,21,0,0,321
50301,4,257,282,205,212,173,88,40,26,1299,0,4,17,43,59,31,4,0,0,172,3,65,118,131,109,42,12,17,12,510,0,32,88,72,88,39,25,0,5,358,0,26,56,46,46,20,14,3,3,213,6,177,650,695,949,789,540,331,166,4298,4,45,195,297,551,718,538,246,93,2697,29,253,596,919,1004,505,333,155,82,3881,24,212,485,603,741,597,408,171,72,3310,13,110,201,190,158,122,102,51,17,956,24,39,85,80,103,68,49,27,17,480,7,6,0,0,0,0,5,7,4,31,0,21,40,58,68,57,35,31,7,312,121,143,297,209,292,273,235,227,186,1981,243,1378,3092,3543,4385,3435,2405,1311,690,20485,10,239,261,212,249,211,136,73,22,1409,0,9,19,31,56,56,18,7,0,193,9,54,115,177,126,86,27,9,7,614,3,30,119,80,105,72,34,9,0,448,0,18,43,55,51,25,14,9,0,212
50302,0,179,521,323,237,129,44,13,4,1462,3,19,164,129,76,42,10,6,0,447,0,95,462,292,111,46,27,33,15,1081,0,49,245,154,92,38,15,3,0,599,4,21,117,71,41,20,10,5,0,274,13,334,1646,968,796,697,376,196,86,5107,7,88,542,465,559,639,379,156,61,2896,42,502,2550,1664,1094,663,311,112,66,7000,18,389,1715,1141,780,617,359,100,28,5146,31,291,729,401,238,116,65,22,12,1904,28,163,486,229,178,97,60,26,15,1271,14,18,20,8,10,3,3,9,5,91,7,46,124,87,74,49,30,11,3,430,204,501,1522,714,506,481,400,370,350,5055,369,2696,10836,6648,4767,3642,2093,1050,640,32749,0,254,605,417,279,177,108,25,17,1881,0,33,173,176,99,64,23,0,0,573,3,94,575,366,170,73,33,29,19,1370,0,40,282,163,111,69,40,7,0,718,0,36,115,93,52,34,15,4,0,353
50401,0,70,263,222,108,78,25,5,3,779,3,21,109,85,39,26,14,0,0,296,3,30,176,120,67,64,44,31,11,556,0,29,97,53,33,10,5,0,0,231,3,10,73,63,20,14,4,0,0,189,19,193,836,569,449,416,220,108,33,2843,15,72,420,520,471,425,224,97,28,2266,43,307,1419,1135,787,480,254,95,47,4570,41,195,882,765,499,499,203,42,12,3119,19,114,430,271,172,71,38,21,6,1135,42,156,391,269,193,135,90,26,11,1319,4,7,11,3,8,13,11,17,4,76,5,11,86,61,41,30,16,10,3,253,138,173,490,354,358,338,339,364,385,2924,330,1373,5676,4491,3245,2600,1484,811,531,20550,3,87,256,239,159,82,50,15,4,902,3,13,92,104,56,30,17,3,0,316,3,30,180,173,75,64,48,29,14,610,0,18,125,85,54,25,7,3,0,324,0,19,103,74,44,26,14,0,0,276
50402,0,17,43,106,68,46,21,0,3,304,0,3,10,19,22,14,4,3,0,76,4,12,42,41,41,29,16,12,6,201,0,8,18,21,10,9,6,3,0,70,9,8,38,55,56,33,14,0,0,213,12,74,216,247,336,346,222,106,16,1578,4,32,162,257,370,320,187,72,14,1420,24,100,295,373,403,306,192,55,16,1771,23,94,227,268,324,268,169,35,6,1410,14,39,76,92,76,62,45,9,4,409,24,67,171,118,102,63,48,12,9,618,0,0,0,3,6,0,3,0,0,15,0,4,21,24,25,8,3,0,0,87,110,75,139,156,211,168,208,138,96,1305,221,536,1450,1783,2053,1676,1129,454,169,9474,0,27,58,90,103,54,29,4,3,363,0,8,18,18,21,21,7,3,0,93,3,12,46,35,41,33,27,8,11,217,0,7,17,27,18,12,7,5,0,97,3,15,40,57,64,43,14,4,3,245
50403,0,86,210,184,124,67,25,5,0,709,13,27,128,77,55,30,10,0,0,340,9,59,170,159,120,80,49,33,4,686,0,28,68,57,23,14,7,0,0,200,9,38,99,89,61,28,16,4,4,351,30,284,958,811,685,523,247,103,24,3679,23,158,677,761,708,500,215,68,12,3119,112,498,1824,1575,1150,676,286,102,15,6242,70,360,1086,1064,815,504,194,39,9,4138,32,132,290,190,128,62,34,9,3,890,120,322,766,519,355,200,92,25,10,2394,10,7,19,10,6,11,15,16,0,89,0,20,89,70,58,31,11,3,0,290,322,400,881,829,671,495,452,347,269,4663,751,2427,7269,6401,4970,3220,1641,765,355,27794,4,116,281,255,160,90,52,8,0,974,5,19,160,152,74,37,20,0,0,466,15,64,239,224,160,83,47,23,11,872,5,25,86,71,46,22,5,0,0,262,9,39,113,93,68,51,21,0,0,398
50501,3,150,276,333,259,146,59,24,0,1244,4,6,56,117,120,54,19,0,0,380,6,51,154,174,133,109,53,41,17,739,0,37,110,117,85,38,11,4,0,399,8,39,83,119,80,24,7,0,0,353,51,414,1162,1355,1532,1226,623,221,60,6641,32,230,781,1315,1494,1331,600,166,59,6012,106,484,1568,2288,2075,1381,739,248,82,8961,110,380,998,1250,1127,849,392,69,18,5197,63,180,340,316,223,117,89,34,14,1375,105,266,590,528,551,360,217,43,13,2679,10,7,7,7,8,17,17,19,9,104,3,22,55,75,87,53,33,10,10,346,253,203,391,463,504,488,421,357,305,3378,756,2474,6569,8464,8281,6199,3273,1214,580,37806,4,118,267,384,345,200,96,26,4,1449,3,23,48,110,121,111,31,0,0,447,9,39,162,215,171,120,84,30,27,861,0,27,116,145,89,52,22,0,0,454,7,32,94,133,92,43,12,5,0,428
