SA3_CODE_2021,C16_CFNC_BF_4000more,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_Neg_ni_inc,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_399,C16_CFNC_BPT_400_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_1249,C16_CFNC_BPT_1250_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000more,C16_CFNC_BPT_Ns,C16_CFNC_BPT_Tot,C16_CFNC_1F1P_Neg_ni_inc,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_399,C16_CFNC_1F1P_400_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_1249,C16_CFNC_1F1P_1250_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000more,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_Tot,C16_CFNC_1E1A_Neg_ni_inc,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_399,C16_CFNC_1E1A_400_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_1249,C16_CFNC_1E1A_1250_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000more,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_Tot,C16_CFNC_1F1NW_Neg_ni_inc,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_399,C16_CFNC_1F1NW_400_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_1249,C16_CFNC_1F1NW_1250_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000more,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_Neg_ni_inc,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_399,C16_CFNC_1P1NW_400_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_1249,C16_CFNC_1P1NW_1250_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000more,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_Neg_ni_inc,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_399,C16_CFNC_1A1NW_400_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_1249,C16_CFNC_1A1NW_1250_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000more,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_Tot,C16_CFNC_BA_Neg_ni_inc,C16_CFNC_BA_1_149,C16_CFNC_BA_150_399,C16_CFNC_BA_400_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_1249,C16_CFNC_BA_1250_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000more,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_Neg_ni_inc,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_399,C16_CFNC_BNW_400_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_1249,C16_CFNC_BNW_1250_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000more,C16_CFNC_BNW_Ns,C16_CFNC_BNW_Tot,C16_CFNC_LFns_Neg_ni_inc,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_399,C16_CFNC_LFns_400_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_1249,C16_CFNC_LFns_1250_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000more,C16_CFNC_LFns_Ns,C16_CFNC_LFns_Tot,C16_CFNC_Tot_Neg_ni_inc,C16_CFNC_Tot_1_149,C16_CFNC_Tot_150_399,C16_CFNC_Tot_400_649,C16_CFNC_Tot_650_799,C16_CFNC_Tot_800_1249,C16_CFNC_Tot_1250_1999,C16_CFNC_Tot_2000_2499,C16_CFNC_Tot_2500_2999,C16_CFNC_Tot_3000_3999,C16_CFNC_Tot_4000more,C16_CFNC_Tot_Ns,C16_CFNC_Tot_Tot,C16_CFC_BFT_Neg_ni_inc,C16_CFC_BFT_1_149,C16_CFC_BFT_150_399,C16_CFC_BFT_400_649,C16_CFC_BFT_650_799,C16_CFC_BFT_800_1249,C16_CFC_BFT_1250_1999,C16_CFC_BFT_2000_2499,C16_CFC_BFT_2500_2999,C16_CFC_BFT_3000_3999,C16_CFC_BFT_4000more,C16_CFC_BFT_Ns,C16_CFC_BFT_Tot,C16_CFC_BPT_Neg_ni_inc,C16_CFC_BPT_1_149,C16_CFC_BPT_150_399,C16_CFC_BPT_400_649,C16_CFC_BPT_650_799,C16_CFC_BPT_800_1249,C16_CFC_BPT_1250_1999,C16_CFC_BPT_2000_2499,C16_CFC_BPT_2500_2999,C16_CFC_BPT_3000_3999,C16_CFC_BPT_4000more,C16_CFC_BPT_Ns,C16_CFC_BPT_Tot,C16_CFC_1F1P_Neg_ni_inc,C16_CFC_1F1P_1_149,C16_CFC_1F1P_150_399,C16_CFC_1F1P_400_649,C16_CFC_1F1P_650_799,C16_CFC_1F1P_800_1249,C16_CFC_1F1P_1250_1999,C16_CFC_1F1P_2000_2499,C16_CFC_1F1P_2500_2999,C16_CFC_1F1P_3000_3999,C16_CFC_1F1P_4000more,C16_CFC_1F1P_Ns,C16_CFC_1F1P_Tot,C16_CF_1E1A_Neg_ni_inc,C16_CF_1E1A_1_149,C16_CF_1E1A_150_399,C16_CF_1E1A_400_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_1249,C16_CF_1E1A_1250_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000more,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot,C16_CF_1F1NW_Neg_ni_inc,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_399,C16_CF_1F1NW_400_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_1249,C16_CF_1F1NW_1250_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000more,C16_CF_1F1NW_Ns,C16_CF_1F1NW_Tot,C16_CF_1P1NW_Neg_ni_inc,C16_CF_1P1NW_1_149
50101,70,16,864,0,0,0,19,33,101,149,39,24,11,21,6,413,4,0,0,5,15,81,300,148,108,88,67,14,833,0,0,0,0,5,17,57,33,22,17,15,6,176,0,0,0,7,19,81,120,60,17,16,13,11,358,0,3,10,62,57,151,91,19,15,10,10,9,451,0,0,0,7,9,22,16,14,0,4,0,7,78,0,3,0,0,3,11,25,12,8,12,4,6,78,73,28,37,244,607,527,336,75,31,37,32,95,2112,0,0,0,6,5,4,4,0,4,3,0,451,481,91,36,64,358,761,1032,1280,637,364,358,246,616,5842,6,0,3,4,11,26,117,138,147,181,109,104,846,0,0,0,7,10,69,131,42,38,19,18,35,368,0,0,0,9,13,125,559,358,285,219,170,125,1868,0,0,0,3,0,14,57,51,41,38,30,20,260,0,0,3,16,16,148,331,165,49,67,34,48,877,0,0
50102,225,31,1881,3,3,5,18,32,123,148,49,29,19,23,8,457,0,0,9,16,14,133,501,331,266,174,137,26,1610,0,0,0,3,11,18,76,45,52,36,26,9,283,0,6,3,14,28,235,374,210,48,92,59,37,1111,0,14,34,105,130,273,154,42,25,8,11,35,833,0,0,0,14,13,36,41,20,4,6,7,9,156,0,0,0,3,4,17,20,18,14,8,9,8,95,111,63,88,564,1212,911,448,95,40,39,25,193,3784,0,0,0,5,9,12,13,6,0,4,0,901,969,121,87,144,747,1461,1809,2096,1232,839,852,521,1255,11172,4,0,0,3,7,26,185,279,288,439,349,197,1775,0,0,0,0,12,47,132,69,45,39,26,30,418,0,0,3,15,14,112,814,711,696,543,443,276,3624,0,0,0,0,0,12,103,97,93,108,52,47,515,0,0,3,15,31,324,848,544,136,241,140,158,2448,3,6
50103,40,11,483,0,0,4,24,24,58,70,25,12,9,7,4,226,0,0,4,10,17,54,153,84,56,36,13,3,424,0,0,0,0,4,7,14,22,8,9,6,6,82,0,0,0,9,22,59,82,43,7,12,15,11,262,3,3,12,47,38,73,38,9,6,4,5,9,246,0,0,0,10,6,9,19,3,0,0,3,0,52,0,0,0,0,0,12,14,10,3,5,3,3,52,33,17,30,154,350,240,118,26,5,15,12,47,1044,0,0,0,4,8,0,6,0,5,0,0,245,268,48,32,57,267,481,559,641,300,171,150,94,345,3142,0,0,0,4,4,25,54,57,54,75,49,56,375,0,0,0,3,5,22,31,13,5,6,7,14,110,0,0,5,8,5,57,184,123,109,70,46,70,668,0,0,0,0,0,11,23,13,18,11,3,12,79,0,0,0,3,11,77,137,57,19,25,10,25,369,0,0
50201,220,19,1380,0,0,0,23,37,112,121,37,20,23,9,10,389,0,0,9,13,12,100,375,285,208,128,106,15,1242,0,0,0,0,7,21,48,33,35,48,27,6,226,0,0,9,27,32,199,367,198,59,102,50,26,1069,0,10,41,105,139,252,139,43,25,11,22,20,814,10,6,4,23,9,37,38,24,7,18,3,14,192,0,0,0,0,0,10,24,12,10,15,10,8,86,160,84,130,707,1876,1498,732,127,41,41,69,252,5710,0,0,0,7,12,20,15,4,0,0,0,1011,1078,181,103,193,908,2128,2277,2090,1041,646,722,517,1378,12192,0,0,0,0,3,20,133,207,256,377,358,167,1519,0,0,0,9,11,39,112,49,35,24,29,36,343,3,3,4,4,8,103,510,499,521,409,377,172,2612,0,0,0,3,0,17,66,69,56,61,80,49,401,0,0,5,17,35,251,684,461,131,228,148,123,2090,0,3
50301,438,12,972,0,0,4,8,11,61,68,51,31,38,99,4,364,0,5,0,5,0,26,148,86,99,116,325,10,815,0,0,0,4,0,4,4,7,6,13,39,3,84,0,0,3,3,8,36,93,82,35,138,220,12,638,0,4,16,45,29,80,153,62,59,52,133,11,644,0,0,0,3,0,5,13,3,10,8,10,8,59,0,0,0,0,0,0,3,5,0,6,6,4,32,79,14,30,105,203,396,482,189,134,170,277,73,2148,6,0,0,0,6,3,9,3,4,3,0,515,536,80,21,51,175,263,624,1041,588,491,765,1551,651,6297,4,0,0,3,3,5,33,45,62,213,965,118,1464,0,0,0,0,3,14,38,30,31,47,148,38,349,6,0,4,3,0,31,107,145,239,342,1715,226,2823,0,0,0,0,0,6,11,15,19,47,142,24,257,9,0,0,4,5,44,153,174,66,547,773,152,1923,3,4
50302,1194,40,3763,4,3,3,29,83,209,166,66,46,37,75,12,737,0,0,0,3,12,112,476,292,242,224,353,20,1733,0,0,0,6,4,24,25,28,19,46,67,10,232,0,0,7,32,36,196,340,238,100,240,198,25,1409,3,13,38,112,71,152,163,66,40,41,53,12,750,0,3,0,8,6,14,21,9,6,9,10,8,97,0,0,0,0,0,3,10,14,6,16,36,8,102,151,42,39,196,341,420,329,136,64,65,101,56,1944,0,0,0,6,7,6,0,0,0,4,0,1039,1062,162,66,93,389,571,1151,1853,1465,1119,1641,2085,1222,11817,4,0,0,0,0,14,82,123,139,307,772,104,1544,0,0,0,11,20,62,68,45,35,54,106,22,424,0,0,0,0,4,58,281,276,360,508,1218,139,2845,0,0,0,0,0,3,36,31,54,93,195,29,444,6,0,3,13,19,147,345,347,91,482,479,76,2011,3,0
50401,369,33,2175,0,0,0,25,32,110,104,42,15,13,11,0,356,0,0,5,6,15,83,413,213,212,159,115,12,1229,0,0,0,0,0,17,34,34,42,45,23,5,210,4,3,3,19,52,216,283,160,52,77,59,23,955,4,3,36,82,88,195,118,27,14,10,16,11,599,0,0,0,8,7,23,21,10,6,8,0,5,83,4,0,0,0,7,7,10,11,8,11,4,9,67,121,45,59,357,725,562,281,67,14,29,13,102,2369,0,0,0,4,11,8,7,4,0,0,0,656,695,132,55,105,505,945,1246,1512,1020,807,943,617,860,8744,3,0,0,4,4,30,142,244,249,404,414,122,1620,0,0,0,3,5,70,112,53,45,35,27,32,382,0,0,4,8,10,100,497,479,469,472,454,120,2620,0,0,0,0,0,15,55,57,61,114,70,30,408,7,3,5,23,47,295,553,362,124,214,157,83,1866,0,3
50402,121,10,799,0,0,0,8,13,42,54,26,21,12,9,3,199,0,0,0,3,7,48,168,149,98,60,68,14,627,0,0,0,0,5,10,31,17,18,14,9,6,103,4,0,5,11,19,98,162,78,30,36,33,13,486,0,6,9,37,38,98,94,21,22,9,11,10,365,0,0,0,8,6,7,20,6,3,4,0,3,57,0,0,0,0,0,6,6,6,4,6,8,5,30,47,17,28,222,447,414,199,55,18,23,9,69,1545,0,0,0,0,0,7,4,3,0,0,0,346,368,55,30,51,299,539,739,819,556,377,362,269,492,4581,0,0,0,0,0,13,67,112,132,231,247,87,892,0,0,0,0,5,24,60,38,12,19,17,19,202,0,0,0,0,4,60,300,289,282,240,250,105,1528,0,0,0,0,0,5,35,28,44,44,38,12,211,0,3,4,8,4,105,286,222,76,127,94,62,983,0,3
50403,257,55,3043,0,0,3,20,35,119,138,51,20,26,8,6,446,0,0,0,4,10,125,613,388,221,151,105,25,1647,0,0,0,8,3,14,69,68,32,40,26,11,269,4,3,3,35,45,308,485,216,59,79,55,40,1329,4,11,35,105,98,209,127,31,9,14,7,16,666,0,0,3,8,12,26,34,15,4,6,3,7,117,0,0,0,0,0,6,20,24,18,16,10,12,96,164,52,54,446,885,589,313,74,20,13,22,108,2729,0,0,0,8,18,13,18,0,0,6,0,907,970,185,68,97,634,1121,1469,2319,1722,1023,1011,495,1177,11319,5,0,3,0,10,45,390,635,564,774,562,253,3241,0,0,0,13,23,84,176,108,65,48,32,50,608,3,8,7,8,19,215,1198,1004,789,654,461,309,4666,0,0,0,0,6,29,149,152,116,123,91,32,704,10,3,4,46,75,618,1354,689,240,339,190,157,3716,5,0
50501,601,51,3165,3,6,5,31,37,172,244,105,55,28,45,14,750,3,0,0,6,18,140,640,474,370,283,282,43,2266,0,0,5,11,0,20,71,55,58,55,70,13,365,3,0,3,25,42,305,508,330,95,198,131,44,1679,0,13,45,127,142,380,316,108,38,28,44,23,1264,0,5,4,13,15,47,57,20,4,9,11,9,193,0,0,0,0,4,12,11,17,21,18,15,8,97,172,89,101,525,1212,1514,794,181,87,80,89,202,5047,0,0,0,5,8,11,12,0,0,4,4,1186,1233,183,112,167,742,1478,2638,2966,1938,1385,1572,1285,1583,16055,3,5,0,8,0,20,174,374,544,1163,1348,404,4041,0,0,3,4,6,68,182,138,110,100,105,71,801,6,0,4,6,5,129,981,1212,1534,1522,1866,526,7787,0,0,0,7,0,18,105,138,144,235,232,79,961,10,0,3,19,27,286,998,904,321,812,630,243,4254,4,3
