SA3_CODE_2021,C11_0_4_Need_asst_M,C11_0_4_Need_asst_F,C11_0_4_Need_asst_P,C11_0_4_No_need_asst_M,C11_0_4_No_need_asst_F,C11_0_4_No_need_asst_P,C11_0_4_Need_asst_ns_M,C11_0_4_Need_asst_ns_F,C11_0_4_Need_asst_ns_P,C11_0_4_Tot_M,C11_0_4_Tot_F,C11_0_4_Tot_P,C11_5_14_Need_asst_M,C11_5_14_Need_asst_F,C11_5_14_Need_asst_P,C11_5_14_No_need_asst_M,C11_5_14_No_need_asst_F,C11_5_14_No_need_asst_P,C11_5_14_Need_asst_ns_M,C11_5_14_Need_asst_ns_F,C11_5_14_Need_asst_ns_P,C11_5_14_Tot_M,C11_5_14_Tot_F,C11_5_14_Tot_P,C11_15_19_Need_asst_M,C11_15_19_Need_asst_F,C11_15_19_Need_asst_P,C11_15_19_No_need_asst_M,C11_15_19_No_need_asst_F,C11_15_19_No_need_asst_P,C11_15_19_Need_asst_ns_M,C11_15_19_Need_asst_ns_F,C11_15_19_Need_asst_ns_P,C11_15_19_Tot_M,C11_15_19_Tot_F,C11_15_19_Tot_P,C11_20_24_Need_asst_M,C11_20_24_Need_asst_F,C11_20_24_Need_asst_P,C11_20_24_No_need_asst_M,C11_20_24_No_need_asst_F,C11_20_24_No_need_asst_P,C11_20_24_Need_asst_ns_M,C11_20_24_Need_asst_ns_F,C11_20_24_Need_asst_ns_P,C11_20_24_Tot_M,C11_20_24_Tot_F,C11_20_24_Tot_P,C11_25_34_Need_asst_M,C11_25_34_Need_asst_F,C11_25_34_Need_asst_P,C11_25_34_No_need_asst_M,C11_25_34_No_need_asst_F,C11_25_34_No_need_asst_P,C11_25_34_Need_asst_ns_M,C11_25_34_Need_asst_ns_F,C11_25_34_Need_asst_ns_P,C11_25_34_Tot_M,C11_25_34_Tot_F,C11_25_34_Tot_P,C11_35_44_Need_asst_M,C11_35_44_Need_asst_F,C11_35_44_Need_asst_P,C11_35_44_No_need_asst_M,C11_35_44_No_need_asst_F,C11_35_44_No_need_asst_P,C11_35_44_Need_asst_ns_M,C11_35_44_Need_asst_ns_F,C11_35_44_Need_asst_ns_P,C11_35_44_Tot_M,C11_35_44_Tot_F,C11_35_44_Tot_P,C11_45_54_Need_asst_M,C11_45_54_Need_asst_F,C11_45_54_Need_asst_P,C11_45_54_No_need_asst_M,C11_45_54_No_need_asst_F,C11_45_54_No_need_asst_P,C11_45_54_Need_asst_ns_M,C11_45_54_Need_asst_ns_F,C11_45_54_Need_asst_ns_P,C11_45_54_Tot_M,C11_45_54_Tot_F,C11_45_54_Tot_P,C11_55_64_Need_asst_M,C11_55_64_Need_asst_F,C11_55_64_Need_asst_P,C11_55_64_No_need_asst_M,C11_55_64_No_need_asst_F,C11_55_64_No_need_asst_P,C11_55_64_Need_asst_ns_M,C11_55_64_Need_asst_ns_F,C11_55_64_Need_asst_ns_P,C11_55_64_Tot_M,C11_55_64_Tot_F,C11_55_64_Tot_P,C11_65_74_Need_asst_M,C11_65_74_Need_asst_F,C11_65_74_Need_asst_P,C11_65_74_No_need_asst_M,C11_65_74_No_need_asst_F,C11_65_74_No_need_asst_P,C11_65_74_Need_asst_ns_M,C11_65_74_Need_asst_ns_F,C11_65_74_Need_asst_ns_P,C11_65_74_Tot_M,C11_65_74_Tot_F,C11_65_74_Tot_P,C11_75_84_Need_asst_M,C11_75_84_Need_asst_F,C11_75_84_Need_asst_P,C11_75_84_No_need_asst_M,C11_75_84_No_need_asst_F,C11_75_84_No_need_asst_P,C11_75_84_Need_asst_ns_M,C11_75_84_Need_asst_ns_F,C11_75_84_Need_asst_ns_P,C11_75_84_Tot_M,C11_75_84_Tot_F,C11_75_84_Tot_P,C11_85over_Need_asst_M,C11_85over_Need_asst_F,C11_85over_Need_asst_P,C11_85over_No_need_asst_M,C11_85over_No_need_asst_F,C11_85over_No_need_asst_P,C11_85over_Need_asst_ns_M,C11_85over_Need_asst_ns_F,C11_85over_Need_asst_ns_P,C11_85over_Tot_M,C11_85over_Tot_F,C11_85over_Tot_P,C11_Tot_Need_asst_M,C11_Tot_Need_asst_F,C11_Tot_Need_asst_P,C11_Tot_No_need_asst_M,C11_Tot_No_need_asst_F,C11_Tot_No_need_asst_P,C11_Tot_Need_asst_ns_M,C11_Tot_Need_asst_ns_F,C11_Tot_Need_asst_ns_P,C11_Tot_Tot_M,C11_Tot_Tot_F,C11_Tot_Tot_P,C16_0_4_Need_asst_M,C16_0_4_Need_asst_F,C16_0_4_Need_asst_P,C16_0_4_No_need_asst_M,C16_0_4_No_need_asst_F,C16_0_4_No_need_asst_P,C16_0_4_Need_asst_ns_M,C16_0_4_Need_asst_ns_F,C16_0_4_Need_asst_ns_P,C16_0_4_Tot_M,C16_0_4_Tot_F,C16_0_4_Tot_P,C16_5_14_Need_asst_M,C16_5_14_Need_asst_F,C16_5_14_Need_asst_P,C16_5_14_No_need_asst_M,C16_5_14_No_need_asst_F,C16_5_14_No_need_asst_P,C16_5_14_Need_asst_ns_M,C16_5_14_Need_asst_ns_F,C16_5_14_Need_asst_ns_P,C16_5_14_Tot_M,C16_5_14_Tot_F,C16_5_14_Tot_P,C16_15_19_Need_asst_M,C16_15_19_Need_asst_F,C16_15_19_Need_asst_P,C16_15_19_No_need_asst_M,C16_15_19_No_need_asst_F,C16_15_19_No_need_asst_P,C16_15_19_Need_asst_ns_M,C16_15_19_Need_asst_ns_F,C16_15_19_Need_asst_ns_P,C16_15_19_Tot_M,C16_15_19_Tot_F,C16_15_19_Tot_P,C16_20_24_Need_asst_M,C16_20_24_Need_asst_F,C16_20_24_Need_asst_P,C16_20_24_No_need_asst_M,C16_20_24_No_need_asst_F,C16_20_24_No_need_asst_P,C16_20_24_Need_asst_ns_M,C16_20_24_Need_asst_ns_F,C16_20_24_Need_asst_ns_P,C16_20_24_Tot_M,C16_20_24_Tot_F,C16_20_24_Tot_P,C16_25_34_Need_asst_M,C16_25_34_Need_asst_F,C16_25_34_Need_asst_P,C16_25_34_No_need_asst_M,C16_25_34_No_need_asst_F,C16_25_34_No_need_asst_P,C16_25_34_Need_asst_ns_M,C16_25_34_Need_asst_ns_F
50502,57,39,92,5304,5122,10428,475,486,958,5836,5647,11474,250,115,362,8953,8632,17590,608,570,1181,9811,9317,19128,76,50,127,4720,4497,9216,320,275,598,5116,4822,9939,77,50,129,5998,6057,12057,591,411,1002,6666,6518,13185,162,109,275,13922,13865,27791,1388,971,2368,15472,14945,30430,225,200,421,11913,12024,23940,927,665,1593,13065,12889,25957,256,334,587,10082,10423,20502,699,517,1217,11037,11274,22312,362,392,759,8134,9306,17436,526,478,1007,9022,10176,19204,422,479,905,5480,6480,11963,368,361,725,6270,7320,13590,618,1081,1702,3124,3886,7011,258,352,608,4000,5319,9323,488,1190,1683,741,1095,1844,113,258,366,1342,2543,3887,2994,4044,7039,78371,81404,159771,6273,5346,11616,87638,90794,178430,60,29,99,5819,5396,11210,427,378,808,6306,5803,12115,310,151,459,9661,9448,19113,553,584,1137,10524,10183,20711,132,68,196,4519,4613,9134,260,222,476,4911,4903,9808,89,50,139,5521,5527,11047,382,374,756,5992,5951,11942,174,162,332,16208,16294,32501,1469,1282
50503,72,46,123,6098,5808,11901,434,439,872,6604,6293,12894,378,167,549,11380,11005,22381,655,643,1296,12413,11815,24223,140,59,192,5396,5153,10548,323,292,618,5859,5504,11359,67,49,114,4609,4788,9393,283,267,546,4959,5104,10054,95,111,210,10244,11031,21272,695,579,1269,11034,11721,22755,151,138,290,11272,12001,23277,756,606,1362,12179,12745,24929,172,233,403,8929,9081,18017,538,440,982,9639,9754,19400,320,314,631,5684,6114,11795,334,282,618,6338,6710,13049,323,309,630,3287,3597,6881,195,173,369,3805,4079,7882,310,510,825,1426,1549,2968,141,169,312,1877,2228,4111,207,481,691,249,284,535,72,147,220,528,912,1442,2232,2424,4659,68571,70408,138974,4424,4042,8465,75227,76874,152102,92,68,163,7073,6764,13840,497,469,967,7662,7301,14969,542,255,794,13162,12747,25906,770,735,1508,14474,13737,28211,178,102,278,6335,6084,12424,365,344,710,6878,6530,13414,139,75,214,5922,5814,11737,423,410,831,6484,6299,12783,174,176,341,13020,14098,27118,1011,945
50601,23,15,38,2354,2184,4536,205,168,373,2582,2367,4950,141,75,221,3842,3785,7628,289,283,572,4272,4143,8421,49,29,82,2083,1999,4083,158,127,291,2290,2155,4452,31,27,53,2149,2128,4281,158,129,286,2338,2284,4625,71,40,112,4292,4342,8636,292,272,568,4655,4654,9316,94,78,174,3755,3866,7617,291,233,524,4140,4177,8319,118,139,256,3695,3842,7541,272,218,491,4085,4199,8290,155,168,322,3101,3326,6428,176,188,365,3432,3682,7111,153,148,301,1777,1749,3520,115,92,214,2045,1989,4039,136,240,381,713,829,1536,95,105,198,944,1174,2115,73,227,303,134,135,270,36,50,92,243,412,660,1055,1188,2246,27895,28186,56081,2098,1877,3970,31048,31251,62293,56,23,87,3309,3122,6431,227,221,447,3592,3366,6959,218,104,319,4968,4881,9853,311,287,600,5497,5272,10767,94,57,157,2145,2136,4281,121,137,256,2360,2330,4697,50,38,88,2420,2417,4839,165,148,311,2635,2603,5237,83,77,162,6155,6542,12700,460,410
50602,25,10,36,1872,1825,3693,180,170,350,2077,2005,4077,73,41,114,2631,2505,5141,198,207,405,2902,2753,5656,30,20,46,1513,1430,2943,137,116,252,1680,1566,3241,23,17,43,2656,2604,5261,375,216,591,3054,2837,5900,61,47,108,6254,5921,12178,714,438,1146,7029,6406,13437,63,80,144,4649,4154,8805,480,311,796,5192,4545,9745,110,128,239,3610,3343,6950,383,235,614,4103,3706,7806,161,149,313,2762,2786,5548,248,197,440,3171,3132,6311,165,175,340,1570,1661,3234,132,139,269,1867,1975,3840,217,316,539,857,1106,1962,67,112,173,1141,1534,2672,137,357,493,200,305,508,41,75,117,378,737,1118,1067,1349,2418,28576,27650,56223,2960,2206,5160,32603,31205,63804,15,10,25,2061,2053,4115,200,179,379,2276,2242,4520,110,41,150,2837,2761,5595,267,232,490,3214,3034,6237,28,19,51,1435,1344,2784,138,127,271,1601,1490,3098,34,19,54,2873,2558,5434,333,319,649,3240,2896,6136,90,56,153,7321,6993,14308,960,811
50603,33,13,52,2342,2169,4506,178,148,326,2553,2330,4884,137,56,193,4739,4659,9397,265,204,472,5141,4919,10073,43,29,81,3207,3037,6239,160,149,311,3410,3215,6628,53,31,84,4562,4263,8823,411,253,661,5026,4547,9566,57,44,109,6615,5899,12510,557,365,918,7229,6308,13539,89,76,167,5246,5448,10692,337,255,592,5672,5779,11459,105,140,244,5148,5670,10818,280,223,498,5533,6033,11558,150,185,324,4369,4601,8973,201,175,377,4720,4961,9667,206,235,439,2374,2621,4999,117,124,246,2697,2980,5682,259,528,788,1213,1535,2749,98,125,224,1570,2188,3758,253,732,986,288,465,752,55,154,209,596,1351,1950,1392,2081,3467,40103,40365,80472,2650,2174,4829,44145,44620,88769,22,17,36,2477,2405,4880,147,141,294,2646,2563,5205,150,71,225,5261,5002,10263,233,207,440,5644,5280,10924,66,38,106,3170,2911,6083,140,106,248,3376,3055,6438,45,50,89,4385,3717,8100,273,246,518,4703,4013,8708,88,69,159,7370,6873,14247,525,469
50604,63,29,96,3657,3425,7085,374,363,737,4094,3817,7911,241,106,345,6908,6504,13414,519,404,930,7668,7014,14687,81,46,126,3577,3482,7067,316,210,532,3974,3738,7722,62,38,103,3596,3552,7149,497,183,676,4155,3773,7934,92,107,199,7544,7667,15210,864,509,1371,8500,8283,16782,118,157,265,7092,7264,14355,684,421,1110,7894,7842,15730,159,167,326,6060,6306,12366,464,348,815,6683,6821,13507,250,245,494,5106,5211,10316,349,283,635,5705,5739,11446,284,266,552,2782,2882,5664,174,172,345,3240,3320,6556,248,372,621,1096,1278,2370,128,144,267,1472,1794,3260,137,318,449,184,243,428,50,123,172,371,684,1053,1733,1851,3589,47602,47817,95415,4412,3163,7582,53747,52831,106587,68,28,97,4120,3991,8108,244,253,498,4432,4272,8700,311,156,475,7597,7124,14720,409,349,765,8317,7629,15958,119,54,173,3701,3463,7157,220,154,378,4040,3671,7709,89,60,147,3866,3556,7424,428,217,646,4383,3833,8216,153,130,279,8750,8742,17491,926,498
50605,18,15,35,1645,1548,3193,113,93,203,1776,1656,3431,94,37,132,3352,3254,6610,203,213,415,3649,3504,7151,30,32,59,1938,1820,3762,87,100,186,2055,1952,4002,17,10,30,1584,1576,3160,96,90,188,1697,1676,3381,44,45,85,2907,2916,5823,204,141,338,3155,3102,6247,53,40,92,3381,3568,6946,254,174,425,3688,3782,7465,65,75,142,3384,3603,6984,202,160,363,3651,3838,7494,112,112,221,3080,3318,6394,188,128,313,3380,3558,6938,103,122,229,1935,2037,3972,87,87,175,2125,2246,4375,134,227,361,885,942,1824,52,69,127,1071,1238,2314,99,230,328,148,213,368,41,40,81,288,483,770,769,935,1706,24240,24797,49042,1522,1296,2819,26531,27028,53563,26,18,45,1679,1593,3272,111,95,202,1816,1706,3522,154,76,226,3555,3557,7109,163,150,316,3872,3783,7653,50,21,75,1869,1787,3659,87,90,176,2006,1898,3905,33,35,66,1603,1456,3051,107,87,197,1743,1578,3314,48,40,84,3190,3315,6502,269,216
50606,12,5,10,684,585,1271,39,31,69,735,621,1348,36,26,60,1352,1332,2677,53,48,101,1441,1406,2835,10,0,14,623,613,1236,28,19,42,661,632,1290,9,3,17,512,545,1051,48,16,64,569,564,1132,7,5,11,905,1002,1909,112,25,141,1024,1032,2061,15,12,28,1234,1374,2607,145,56,200,1394,1442,2841,17,24,41,1190,1229,2422,118,56,176,1325,1309,2639,38,35,75,940,916,1848,83,34,121,1061,985,2045,34,33,63,515,444,957,32,17,49,581,494,1069,42,45,83,159,151,308,5,10,25,206,206,411,15,59,74,28,11,45,3,6,5,46,76,126,245,244,487,8139,8191,16329,665,324,990,9049,8759,17799,7,8,17,1120,1024,2145,75,85,161,1202,1117,2328,79,36,119,1869,1803,3671,158,132,289,2106,1971,4078,19,9,37,772,801,1574,54,35,89,845,845,1701,12,6,22,784,864,1649,56,62,117,852,932,1789,21,13,35,1968,2089,4061,240,133
50607,11,7,18,951,967,1919,64,80,136,1026,1054,2074,37,24,63,1820,1690,3517,97,113,208,1954,1827,3793,26,6,31,1376,1192,2571,75,62,137,1477,1260,2742,16,6,23,1949,1990,3940,154,140,298,2119,2136,4260,20,25,39,3209,3066,6278,304,225,532,3533,3316,6845,24,28,55,2390,2515,4900,199,148,345,2613,2691,5300,35,43,78,2299,2592,4891,168,144,314,2502,2779,5280,66,68,131,2241,2359,4597,162,129,292,2469,2556,5021,68,89,165,1107,1217,2319,95,88,182,1270,1394,2665,122,226,348,468,761,1234,60,80,140,650,1067,1722,119,389,505,159,306,468,43,92,129,321,787,1109,552,914,1466,17967,18658,36627,1425,1294,2722,19944,20866,40815,11,5,15,964,867,1835,67,60,125,1042,932,1971,68,33,95,1981,1839,3822,118,103,219,2167,1975,4138,32,16,43,1364,1150,2514,55,78,134,1451,1244,2692,29,5,37,1697,1707,3398,112,124,231,1838,1836,3669,28,15,36,3306,3199,6507,297,279
50701,34,28,60,3212,2989,6204,221,209,424,3467,3226,6686,184,82,268,5496,5338,10838,293,282,575,5973,5702,11672,62,40,105,2600,2613,5207,129,141,275,2791,2794,5585,39,28,70,2839,2815,5659,177,131,308,3055,2974,6034,72,60,132,6488,6566,13051,410,313,723,6970,6939,13907,111,99,215,6663,6729,13397,382,322,701,7156,7150,14318,112,138,249,5330,5480,10813,324,209,532,5766,5827,11595,215,212,430,3786,4037,7823,206,160,368,4207,4409,8621,235,215,446,2193,2284,4474,103,104,212,2531,2603,5134,248,429,680,1006,1100,2108,65,84,146,1319,1613,2932,128,343,473,141,234,379,34,41,74,303,618,925,1450,1671,3115,39768,40182,79950,2339,2009,4347,43557,43862,87411,51,23,73,3476,3503,6982,211,200,417,3738,3726,7474,270,140,413,6085,5920,12003,321,318,635,6676,6378,13049,88,60,148,2877,2849,5728,188,144,335,3153,3053,6213,61,52,106,2976,3024,6005,213,187,400,3250,3263,6514,101,84,179,7312,7806,15120,590,582
50702,4,3,6,894,835,1733,44,44,84,942,882,1825,48,27,74,1585,1621,3211,88,71,155,1721,1719,3437,11,8,17,750,756,1501,55,64,112,816,828,1639,20,16,34,911,992,1903,77,67,141,1008,1075,2072,30,22,54,2104,2137,4243,195,136,337,2329,2295,4632,41,41,83,2233,2341,4570,137,130,268,2411,2512,4919,67,69,135,2245,2425,4671,169,138,309,2481,2632,5116,84,83,168,2060,2127,4192,144,112,255,2288,2322,4612,96,104,197,1138,1241,2381,70,85,152,1304,1430,2734,179,242,418,601,714,1315,66,84,154,846,1040,1890,119,281,398,135,166,299,24,37,64,278,484,761,688,886,1575,14668,15353,30019,1061,969,2029,16417,17208,33629,7,3,13,842,874,1714,68,64,130,917,941,1855,49,35,86,1639,1670,3310,106,125,232,1794,1830,3628,28,10,31,782,855,1637,48,53,100,858,918,1772,14,10,32,839,937,1776,83,106,192,936,1053,1998,39,24,68,2265,2475,4742,300,277
50703,10,8,19,1153,1171,2324,132,119,255,1295,1298,2597,69,33,100,1832,1780,3608,202,188,389,2103,2001,4103,27,18,51,890,851,1741,108,75,191,1025,944,1977,10,17,27,874,995,1863,174,76,251,1058,1088,2141,27,20,50,2165,2337,4501,451,170,617,2643,2527,5169,29,54,87,1915,1933,3844,322,160,481,2266,2147,4418,71,51,125,1557,1474,3034,210,91,300,1838,1616,3452,106,92,202,1056,1158,2214,137,74,209,1299,1324,2627,91,77,171,694,667,1357,68,50,122,853,794,1650,68,92,163,292,302,594,42,45,81,402,439,841,26,91,116,46,65,107,16,18,37,88,174,253,548,556,1105,12470,12733,25199,1860,1061,2922,14878,14350,29227,23,18,46,1588,1514,3102,140,103,248,1751,1635,3390,116,54,168,2429,2321,4752,198,173,368,2743,2548,5287,34,26,59,1056,989,2043,104,88,192,1194,1103,2300,28,22,49,1184,1277,2456,270,94,369,1482,1393,2876,54,46,100,3107,3444,6548,647,279
50704,20,16,40,2467,2255,4725,135,138,276,2622,2409,5040,148,59,209,5638,5356,10988,212,211,421,5998,5626,11622,52,33,91,3517,3525,7047,103,124,228,3672,3682,7357,48,30,75,3601,3528,7127,202,124,322,3851,3682,7520,60,50,106,5082,5115,10200,320,203,518,5462,5368,10820,49,87,137,5629,6489,12119,326,254,583,6004,6830,12829,103,106,207,6409,7502,13910,290,225,515,6802,7833,14636,115,149,266,5844,6348,12189,252,225,471,6211,6722,12930,150,174,326,3284,3599,6883,154,146,300,3588,3919,7511,328,535,859,1899,2494,4391,119,170,291,2346,3199,5542,268,812,1076,503,786,1291,69,123,194,840,1721,2564,1335,2040,3380,43864,46997,90861,2183,1944,4125,47382,50981,98365,33,13,49,2457,2295,4761,115,105,218,2605,2413,5024,187,96,281,5868,5539,11407,229,255,486,6284,5890,12170,69,35,111,3228,3103,6331,102,173,277,3399,3311,6722,51,36,90,3330,3141,6467,180,132,308,3561,3309,6869,80,66,146,5354,5394,10747,403,303
50705,46,38,79,3914,3772,7692,295,253,549,4255,4063,8324,260,132,387,7158,7014,14171,425,383,804,7843,7529,15369,101,45,144,3741,3531,7271,235,190,432,4077,3766,7843,43,38,84,3353,3185,6541,310,180,488,3706,3403,7112,70,89,158,6154,6485,12640,497,334,828,6721,6908,13631,120,128,250,7002,7527,14530,558,419,972,7680,8074,15751,180,209,392,6430,6518,12945,492,306,799,7102,7033,14137,299,257,556,4262,4590,8855,297,217,521,4858,5064,9928,285,254,538,2862,3091,5958,163,147,314,3310,3492,6806,287,456,743,1400,1568,2961,116,153,272,1803,2177,3980,183,388,570,261,275,534,48,78,125,492,741,1226,1870,2030,3900,46547,47554,94096,3438,2672,6111,51855,52256,104105,75,33,110,4386,4291,8679,312,309,620,4773,4633,9410,402,195,593,8495,8294,16792,543,572,1116,9440,9061,18503,132,81,209,3751,3698,7451,307,243,555,4190,4022,8213,98,46,146,3797,3725,7517,465,381,840,4360,4152,8510,124,135,261,7903,8403,16309,913,742
50901,25,14,44,1723,1660,3382,114,103,217,1862,1777,3642,114,61,173,3751,3586,7338,175,150,328,4040,3797,7835,42,30,74,1686,1546,3231,105,50,158,1833,1626,3459,34,17,48,1257,1166,2417,162,44,207,1453,1227,2673,42,58,97,2394,2733,5131,277,107,385,2713,2898,5613,84,80,168,3104,3544,6646,296,147,437,3484,3771,7250,120,156,285,3699,3807,7508,241,150,394,4060,4113,8186,155,158,319,3418,3430,6848,191,128,322,3764,3716,7488,198,194,394,2245,2272,4520,98,68,167,2541,2534,5082,218,309,528,1132,1220,2356,78,78,163,1428,1607,3042,150,353,507,218,305,516,27,42,70,395,700,1092,1186,1434,2628,24622,25270,49893,1759,1083,2843,27567,27787,55357,17,10,32,1603,1462,3066,124,123,251,1744,1595,3345,169,68,230,3576,3402,6976,300,260,559,4045,3730,7765,57,35,92,1685,1533,3214,146,106,249,1888,1674,3562,34,26,61,1239,1071,2317,172,90,262,1445,1187,2637,73,59,135,2503,2768,5262,462,236
50902,25,12,36,1674,1529,3203,138,120,257,1837,1661,3495,115,50,166,3500,3336,6841,258,245,506,3873,3631,7512,31,23,56,1412,1183,2595,137,82,219,1580,1288,2879,26,17,43,1133,970,2107,132,59,199,1291,1046,2348,48,45,94,2305,2521,4823,189,146,334,2542,2712,5249,74,75,149,3100,3282,6384,271,216,492,3445,3573,7014,124,114,241,3842,3648,7487,301,207,510,4267,3969,8237,240,210,453,3704,3476,7180,256,193,447,4200,3879,8081,197,131,321,2431,2178,4614,166,109,275,2794,2418,5206,170,197,368,1076,939,2015,96,96,194,1342,1232,2572,122,230,355,148,199,347,34,46,76,304,475,775,1181,1107,2286,24324,23262,47588,1972,1526,3498,27477,25895,53369,15,17,30,1476,1378,2855,153,138,295,1644,1533,3178,143,52,195,3095,3037,6127,317,306,623,3555,3395,6949,35,29,68,1386,1114,2497,124,102,220,1545,1245,2792,30,19,49,1218,953,2174,162,112,275,1410,1084,2497,61,41,101,2366,2574,4938,513,276
50903,8,6,11,714,700,1415,28,35,59,750,741,1486,33,14,49,1329,1337,2663,61,61,122,1423,1412,2842,17,3,20,508,461,970,29,30,63,554,494,1054,8,6,10,400,378,778,46,16,68,454,400,853,17,21,35,1067,1054,2119,158,44,201,1242,1119,2352,22,34,58,1412,1282,2694,138,59,203,1572,1375,2949,36,35,71,1525,1381,2903,130,57,184,1691,1473,3159,60,52,115,1422,1210,2639,87,52,143,1569,1314,2893,60,44,106,871,752,1619,48,39,89,979,835,1812,66,96,162,370,365,738,22,20,46,458,481,945,56,117,175,79,91,166,13,12,23,148,220,366,388,419,805,9705,9009,18717,767,422,1191,10860,9850,20714,9,11,11,612,569,1181,78,66,141,699,646,1335,41,12,49,1175,1183,2355,126,130,262,1342,1325,2668,15,6,23,409,404,806,64,44,113,488,454,938,14,7,23,380,328,706,50,42,92,444,377,815,14,15,32,953,969,1918,131,105
51001,13,8,21,1333,1285,2620,200,175,382,1546,1468,3021,52,25,76,2451,2427,4877,312,262,573,2815,2714,5519,21,10,29,936,845,1783,130,102,233,1087,957,2048,12,9,19,1071,1146,2223,383,126,512,1466,1281,2751,24,23,48,2424,2678,5100,1018,302,1320,3466,3003,6470,42,35,74,2268,2271,4536,686,247,931,2996,2553,5548,60,57,112,1978,1930,3905,412,178,589,2450,2165,4614,96,83,176,1423,1217,2642,213,124,339,1732,1424,3157,76,79,151,531,357,893,66,42,111,673,478,1154,63,65,123,144,104,247,28,17,35,235,186,411,30,35,70,18,11,26,6,7,9,54,53,107,480,419,899,14582,14278,28860,3451,1580,5031,18513,16277,34791,11,5,22,1309,1193,2508,204,233,429,1524,1431,2954,47,30,76,2327,2377,4700,333,307,647,2707,2714,5425,23,11,29,918,835,1752,156,102,256,1097,948,2038,20,11,33,931,975,1902,178,157,334,1129,1143,2268,26,28,52,2360,2723,5079,482,477
51002,6,3,9,804,727,1534,200,190,389,1010,920,1932,22,7,34,1248,1192,2444,305,311,621,1575,1510,3100,4,0,9,551,476,1025,145,109,255,700,585,1287,0,6,8,1103,805,1904,374,167,545,1477,978,2460,11,9,18,3002,1964,4965,905,428,1333,3918,2401,6314,13,20,33,2623,1400,4024,747,325,1072,3383,1745,5129,16,17,33,2087,1089,3175,642,243,880,2745,1349,4091,20,34,60,1109,524,1625,310,106,412,1439,664,2103,24,25,50,207,112,312,48,19,68,279,156,436,8,30,39,29,24,58,4,6,17,41,60,108,10,16,26,3,4,5,0,0,0,13,20,36,151,171,316,12774,8299,21080,3690,1907,5599,16615,10377,26990,10,5,21,868,800,1662,150,143,295,1028,948,1978,27,17,38,1345,1262,2604,197,212,409,1569,1491,3056,6,4,10,425,442,870,63,64,135,494,510,1005,11,6,16,662,609,1275,159,129,284,832,744,1568,12,17,24,2913,2083,4992,789,398
51003,8,5,13,1142,1026,2164,187,186,373,1337,1217,2553,32,15,43,1775,1538,3318,283,287,576,2090,1840,3935,10,3,17,666,544,1211,151,94,247,827,641,1472,9,3,10,1077,805,1878,376,156,530,1462,964,2422,6,7,22,3404,2410,5814,1075,408,1481,4485,2825,7314,11,17,25,3365,2028,5400,1020,369,1391,4396,2414,6810,19,20,44,2680,1419,4098,816,268,1084,3515,1707,5222,26,21,40,1344,662,2009,406,125,534,1776,808,2582,24,17,36,242,118,361,60,26,87,326,161,481,9,17,23,28,22,49,9,4,15,46,43,86,0,6,9,9,7,8,3,3,0,12,16,20,152,127,279,15727,10579,26303,4383,1932,6320,20262,12638,32902,7,7,18,1271,1185,2453,135,121,257,1413,1313,2729,50,29,79,2035,1829,3859,187,166,352,2272,2024,4295,17,4,19,662,529,1189,71,53,127,750,586,1338,5,6,9,838,705,1543,211,121,327,1054,832,1883,14,12,26,4000,2603,6607,1040,375
51101,11,0,10,537,527,1064,40,38,75,588,565,1150,32,10,42,1082,1051,2134,73,73,143,1187,1134,2321,5,10,11,488,489,980,43,24,72,536,523,1061,10,3,14,337,354,692,24,24,54,371,381,756,13,10,24,785,836,1621,82,45,134,880,891,1774,22,19,40,1051,1012,2063,84,54,136,1157,1085,2241,31,32,55,1089,1054,2144,90,53,146,1210,1139,2342,45,32,77,838,771,1606,63,52,110,946,855,1801,44,30,72,570,547,1118,56,40,101,670,617,1296,55,69,120,226,260,492,26,42,71,307,371,674,26,59,87,41,57,99,8,6,16,75,122,203,287,272,552,7038,6955,13996,595,459,1056,7920,7686,15607,5,3,14,444,427,874,74,51,125,523,481,1008,28,14,42,980,956,1939,125,122,243,1133,1092,2228,10,3,20,478,435,913,61,54,116,549,492,1051,6,3,14,370,315,680,52,39,90,428,357,782,15,5,26,756,811,1566,134,118
51102,0,0,4,328,297,622,33,53,87,361,350,712,15,11,20,583,558,1141,61,61,125,659,630,1285,5,0,5,197,168,370,21,16,39,223,184,409,4,0,4,175,199,370,23,29,53,202,228,427,4,0,6,524,614,1140,63,57,121,591,671,1264,10,13,22,677,612,1292,80,80,149,767,705,1467,20,13,34,616,564,1183,81,50,127,717,627,1345,40,32,69,581,483,1069,74,66,140,695,581,1271,42,32,74,362,260,619,36,26,63,440,318,754,30,30,65,121,78,198,20,15,34,171,123,294,13,19,27,12,15,26,3,4,11,28,38,66,170,148,322,4180,3850,8028,489,450,940,4839,4448,9286,3,3,8,293,262,558,54,30,86,350,295,647,19,3,24,576,508,1087,101,88,181,696,599,1295,7,4,8,182,185,369,28,25,55,217,214,432,4,0,7,200,229,428,34,24,60,238,253,493,8,5,15,545,596,1143,100,95
