SA3_CODE_2021,C11_Chr_Tot_0_14,C11_Chr_Tot_15_24,C11_Chr_Tot_25_34,C11_Chr_Tot_35_44,C11_Chr_Tot_45_54,C11_Chr_Tot_55_64,C11_Chr_Tot_65_74,C11_Chr_Tot_75_84,C11_Chr_Tot_85ov,C11_Chr_Tot_Tot,C11_Hinduism_0_14,C11_Hinduism_15_24,C11_Hinduism_25_34,C11_Hinduism_35_44,C11_Hinduism_45_54,C11_Hinduism_55_64,C11_Hinduism_65_74,C11_Hinduism_75_84,C11_Hinduism_85ov,C11_Hinduism_Tot,C11_Islam_0_14,C11_Islam_15_24,C11_Islam_25_34,C11_Islam_35_44,C11_Islam_45_54,C11_Islam_55_64,C11_Islam_65_74,C11_Islam_75_84,C11_Islam_85ov,C11_Islam_Tot,C11_Judaism_0_14,C11_Judaism_15_24,C11_Judaism_25_34,C11_Judaism_35_44,C11_Judaism_45_54,C11_Judaism_55_64,C11_Judaism_65_74,C11_Judaism_75_84,C11_Judaism_85ov,C11_Judaism_Tot,C11_OR_Au_Ab_Tr_R_0_14,C11_OR_Au_Ab_Tr_R_15_24,C11_OR_Au_Ab_Tr_R_25_34,C11_OR_Au_Ab_Tr_R_35_44,C11_OR_Au_Ab_Tr_R_45_54,C11_OR_Au_Ab_Tr_R_55_64,C11_OR_Au_Ab_Tr_R_65_74,C11_OR_Au_Ab_Tr_R_75_84,C11_OR_A_Ab_Tr_Re_85ov,C11_OR_Au_Ab_Tr_Re_Tot,C11_OR_Sikhism_0_14,C11_OR_Sikhism_15_24,C11_OR_Sikhism_25_34,C11_OR_Sikhism_35_44,C11_OR_Sikhism_45_54,C11_OR_Sikhism_55_64,C11_OR_Sikhism_65_74,C11_OR_Sikhism_75_84,C11_OR_Sikhism_85ov,C11_OR_Sikhism_Tot,C11_OR_OR_0_14,C11_OR_OR_15_24,C11_OR_OR_25_34,C11_OR_OR_35_44,C11_OR_OR_45_54,C11_OR_OR_55_64,C11_OR_OR_65_74,C11_OR_OR_75_84,C11_OR_OR_85ov,C11_OR_OR_Tot,C11_OR_Tot_0_14,C11_OR_Tot_15_24,C11_OR_Tot_25_34,C11_OR_Tot_35_44,C11_OR_Tot_45_54,C11_OR_Tot_55_64,C11_OR_Tot_65_74,C11_OR_Tot_75_84,C11_OR_Tot_85ov,C11_OR_Tot_Tot,C11_SBOSB_No_RA_0_14,C11_SBOSB_No_RA_15_24,C11_SBOSB_No_RA_25_34,C11_SBOSB_No_RA_35_44,C11_SBOSB_No_RA_45_54,C11_SBOSB_No_RA_55_64,C11_SBOSB_No_RA_65_74,C11_SBOSB_No_RA_75_84,C11_SBOSB_No_RA_85ov,C11_SBOSB_No_RA_Tot,C11_Rel_aff_ns_0_14,C11_Rel_aff_ns_15_24,C11_Rel_aff_ns_25_34,C11_Rel_aff_ns_35_44,C11_Rel_aff_ns_45_54,C11_Rel_aff_ns_55_64,C11_Rel_aff_ns_65_74,C11_Rel_aff_ns_75_84,C11_Rel_aff_ns_85ov,C11_Rel_aff_NS_Tot,C11_Tot_0_14,C11_Tot_15_24,C11_Tot_25_34,C11_Tot_35_44,C11_Tot_45_54,C11_Tot_55_64,C11_Tot_65_74,C11_Tot_75_84,C11_Tot_85ov,C11_Tot_Tot,C16_Buddhism_0_14,C16_Buddhism_15_24,C16_Buddhism_25_34,C16_Buddhism_35_44,C16_Buddhism_45_54,C16_Buddhism_55_64,C16_Buddhism_65_74,C16_Buddhism_75_84,C16_Buddhism_85ov,C16_Buddhism_Tot,C16_Christ_Angl_0_14,C16_Christ_Angl_15_24,C16_Christ_Angl_25_34,C16_Christ_Angl_35_44,C16_Christ_Angl_45_54,C16_Christ_Angl_55_64,C16_Christ_Angl_65_74,C16_Christ_Angl_75_84,C16_Christ_Angl_85ov,C16_Christ_Angl_Tot,C16_C_Assyr_Apo_0_14,C16_C_Assyr_Apo_15_24,C16_C_Assyr_Apo_25_34,C16_C_Assyr_Apo_35_44,C16_C_Assyr_Apo_45_54,C16_C_Assyr_Apo_55_64,C16_C_Assyr_Apo_65_74,C16_C_Assyr_Apo_75_84,C16_C_Assyr_Apo_85ov,C16_C_Assyr_Apo_Tot,C16_C_Baptist_0_14,C16_C_Baptist_15_24,C16_C_Baptist_25_34,C16_C_Baptist_35_44,C16_C_Baptist_45_54,C16_C_Baptist_55_64,C16_C_Baptist_65_74,C16_C_Baptist_75_84,C16_C_Baptist_85ov,C16_C_Baptist_Tot,C16_Christ_Breth_0_14,C16_Christ_Breth_15_24,C16_Christ_Breth_25_34,C16_Christ_Breth_35_44,C16_Christ_Breth_45_54,C16_Christ_Breth_55_64,C16_Christ_Breth_65_74,C16_Christ_Breth_75_84,C16_Christ_Breth_85ov,C16_Christ_Breth_Tot,C16_Ch_Catholic_0_14,C16_Ch_Catholic_15_24,C16_Ch_Catholic_25_34,C16_Ch_Catholic_35_44,C16_Ch_Catholic_45_54,C16_Ch_Catholic_55_64,C16_Ch_Catholic_65_74,C16_Ch_Catholic_75_84,C16_Ch_Catholic_85ov,C16_C_Catholic_Tot,C16_C_Chur_Christ_0_14,C16_C_Chur_Christ_15_24,C16_C_Chur_Christ_25_34,C16_C_Chur_Christ_35_44,C16_C_Chur_Christ_45_54,C16_C_Chur_Christ_55_64,C16_C_Chur_Christ_65_74,C16_C_Chur_Christ_75_84,C16_C_Chur_Christ_85ov,C16_C_Chur_Christ_Tot,C16_C_East_Ortho_0_14,C16_C_East_Ortho_15_24,C16_C_East_Ortho_25_34,C16_C_East_Ortho_35_44,C16_C_East_Ortho_45_54,C16_C_East_Ortho_55_64,C16_C_East_Ortho_65_74,C16_C_East_Ortho_75_84,C16_C_East_Ortho_85ov,C16_C_East_Ortho_Tot,C16_C_Jeh_Wit_0_14,C16_C_Jeh_Wit_15_24,C16_C_Jeh_Wit_25_34,C16_C_Jeh_Wit_35_44,C16_C_Jeh_Wit_45_54,C16_C_Jeh_Wit_55_64,C16_C_Jeh_Wit_65_74,C16_C_Jeh_Wit_75_84,C16_C_Jeh_Wit_85ov,C16_C_Jeh_Wit_Tot
50101,4158,1982,1912,3369,3621,3452,2660,1696,586,23445,16,9,16,18,14,0,0,0,0,66,45,25,28,21,11,6,4,0,0,140,3,0,0,7,0,4,0,0,0,30,4,6,0,0,6,0,0,0,0,11,5,0,11,0,3,0,0,0,0,15,27,12,35,30,20,13,12,6,0,151,29,13,45,31,23,13,12,6,0,173,3703,1715,2093,2134,1587,1247,530,229,67,13309,983,490,582,661,564,499,253,179,121,4342,9012,4289,4788,6361,5916,5308,3476,2118,774,42045,91,61,90,126,102,94,41,7,0,618,1201,600,434,1018,1438,1658,1858,996,399,9594,0,0,0,0,0,0,0,0,0,0,121,80,65,84,97,106,107,47,15,715,5,0,0,3,0,0,0,0,0,8,1781,769,772,1178,1209,1022,838,377,135,8085,45,14,13,20,37,26,32,19,3,207,15,5,6,21,13,19,8,6,0,97,74,32,43,48,49,49,29,17,0,348
50102,10378,6048,5595,8036,9118,8144,5312,3058,1131,56825,43,18,73,44,21,6,6,0,0,207,99,45,86,62,45,11,8,6,0,359,6,8,8,5,7,7,0,0,0,29,4,0,0,3,0,5,0,0,0,6,4,5,30,0,0,4,0,0,0,43,32,48,72,68,47,38,22,9,0,329,39,56,94,68,48,42,22,9,0,380,7308,4398,4323,3684,2962,1966,830,359,105,25932,2276,1419,1477,1496,1355,1027,539,306,99,10000,20239,12056,11768,13549,13663,11291,6736,3743,1334,94384,148,76,158,167,167,100,46,9,0,871,2306,1573,1162,2080,3183,3377,2919,1584,607,18783,0,0,0,0,0,0,0,0,0,0,409,194,165,237,248,238,201,76,27,1795,0,0,0,0,0,0,0,4,0,0,4638,2549,2488,2896,3184,2781,1944,1025,393,21897,49,19,21,33,44,68,59,45,11,349,33,13,32,44,42,50,40,13,13,286,86,54,81,78,91,93,90,43,21,643
50103,2002,911,773,1491,2068,2307,1736,800,290,12384,17,0,9,10,0,3,3,0,0,44,11,6,11,9,12,4,4,0,0,58,6,0,3,0,4,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,20,22,41,23,3,3,0,132,12,8,22,22,41,23,3,3,0,134,1952,826,779,974,994,829,360,87,20,6818,434,176,208,274,307,301,188,98,33,2016,4462,1948,1829,2823,3463,3523,2294,993,346,21674,18,8,27,29,43,46,25,5,0,207,407,237,201,378,700,899,961,439,154,4382,0,0,0,0,0,0,0,0,0,0,53,32,22,28,42,53,46,13,3,290,0,0,0,0,0,0,0,0,0,0,843,405,342,463,631,639,475,237,91,4130,21,6,0,9,9,13,13,5,0,71,12,6,6,6,13,21,18,32,0,113,31,9,12,18,27,32,27,19,4,177
50201,8078,4977,4052,5927,7269,8033,7567,4464,1339,51705,38,15,49,41,10,5,0,0,0,154,52,22,40,35,27,12,5,0,0,197,4,4,4,4,9,6,11,0,0,45,4,0,0,0,0,0,0,0,0,9,9,6,22,8,0,0,0,0,0,42,30,41,55,68,63,39,28,10,6,338,43,44,81,74,63,39,28,10,7,383,5537,3647,3116,2873,2404,1851,1179,608,175,21376,1946,1158,1044,1082,1017,976,699,542,202,8658,15797,9957,8519,10196,10952,11008,9514,5629,1731,83294,158,121,171,219,186,115,61,13,4,1052,2109,1526,1073,1883,2906,3478,4349,2765,977,21055,0,0,0,0,0,0,0,0,0,0,456,249,190,219,225,217,209,147,28,1929,5,7,0,0,3,0,0,0,0,16,3464,2046,1804,1975,2496,2291,2170,1229,350,17816,31,15,22,19,26,23,57,25,10,226,39,20,29,37,40,42,33,18,7,265,136,65,98,96,99,117,111,52,33,797
50301,7218,5449,2781,4463,5893,5110,3886,2455,1361,38616,122,96,130,114,57,43,27,11,3,610,148,163,217,92,52,24,6,3,0,710,56,31,16,36,39,46,42,38,15,316,0,4,0,3,0,0,0,0,0,7,15,15,10,15,6,6,0,0,0,69,37,56,43,41,60,36,13,9,0,291,55,73,50,58,64,46,13,9,0,361,3050,3644,2303,1976,2319,1892,854,465,175,16686,966,1055,731,625,724,652,438,268,289,5742,11714,10739,6395,7522,9320,7957,5359,3282,1844,64138,98,189,147,159,147,158,107,40,11,1054,2078,1455,614,1137,2046,1841,1947,1295,737,13149,0,0,0,0,0,0,0,0,0,0,89,60,58,64,70,85,58,19,13,515,0,0,0,0,0,0,5,0,0,6,3139,2210,1145,1576,2185,1667,1190,727,291,14127,22,26,3,11,32,14,19,21,8,161,212,143,81,91,180,140,80,77,30,1031,5,0,3,6,16,7,0,4,4,51
50302,6156,5064,8383,6806,6514,5452,3556,2640,1306,45880,261,257,944,247,61,43,21,0,0,1837,255,271,602,231,86,67,34,14,4,1563,85,44,89,72,62,89,41,15,4,508,0,0,3,0,0,0,0,0,0,8,17,54,113,23,7,4,0,0,0,213,33,81,134,89,75,59,27,14,3,520,48,132,247,109,87,60,25,14,4,740,3815,4631,7553,4538,3230,2432,847,311,130,27484,1251,1692,3211,1647,1222,1052,468,344,290,11174,12125,12509,21888,14202,11677,9519,5121,3406,1767,92215,302,374,1010,711,340,332,182,74,27,3361,1087,734,1053,1259,1617,1545,1365,667,412,9738,0,0,0,0,0,0,0,0,0,0,125,80,195,139,104,79,48,33,14,821,0,0,9,0,0,0,0,0,0,6,3254,2221,4301,3146,2844,2346,1652,1298,719,21778,42,8,24,23,21,21,32,12,8,189,279,158,284,285,266,256,199,208,119,2047,21,18,46,30,34,30,16,6,3,221
50401,6743,4740,5450,6118,6062,6097,4307,2933,1305,43747,185,180,616,144,68,52,15,9,0,1281,533,345,457,285,180,108,61,17,8,1986,99,77,62,75,101,143,58,19,10,652,3,7,0,0,0,0,0,0,0,14,38,74,217,27,12,13,4,0,0,388,25,62,99,58,82,62,18,3,3,418,66,143,315,90,98,71,26,3,3,820,3368,2881,3913,3235,2324,1470,672,341,129,18339,1123,914,1349,967,836,662,397,282,141,6670,12474,9620,12691,11416,10134,9002,5693,3686,1623,76338,295,306,489,505,429,442,211,86,31,2793,801,505,635,954,1219,1411,1321,853,426,8127,0,0,0,0,0,0,0,0,0,0,130,94,128,114,118,116,93,50,31,872,0,0,0,0,0,0,3,0,0,7,4057,2423,2993,2971,2886,2553,2088,1400,517,21900,23,9,15,14,32,33,57,28,15,227,280,135,206,251,195,173,179,105,37,1566,44,16,40,40,42,36,20,39,14,282
50402,3658,2666,1542,2911,3841,3607,2397,1185,419,22238,15,7,17,19,15,9,7,0,0,87,14,12,10,14,16,5,0,0,0,71,0,3,0,0,7,10,9,0,0,27,9,0,0,0,0,0,0,0,0,9,0,5,8,0,0,0,0,0,0,11,33,19,43,52,38,39,16,7,0,246,37,21,58,52,35,43,16,7,0,266,3052,1923,1443,1774,1751,1244,524,243,49,11994,907,854,909,973,716,559,295,137,65,5415,7718,5521,4019,5807,6456,5521,3259,1576,537,40415,54,32,53,70,85,66,27,9,0,401,745,651,331,626,1277,1281,1193,620,237,6959,0,0,0,0,0,0,0,0,0,0,144,90,45,91,118,93,76,42,17,722,33,38,28,15,17,0,7,0,0,142,1323,929,676,833,1157,1089,779,367,128,7276,34,29,18,12,28,27,26,9,7,195,37,16,19,28,31,26,17,8,3,174,61,34,27,53,48,50,55,19,9,358
50403,12524,7680,6975,9600,9517,7272,4299,2199,651,60716,185,118,204,162,97,36,8,8,0,825,935,514,470,387,295,130,67,20,4,2820,36,22,18,48,19,16,9,10,3,168,0,3,5,3,0,0,0,0,0,13,33,21,56,25,8,7,8,0,0,160,59,72,80,93,78,39,18,3,0,451,94,96,145,124,88,47,27,10,0,622,6855,4461,4494,3924,2896,1580,661,235,64,25181,2266,1510,1466,1523,1267,829,497,298,190,9837,23433,14789,14248,16299,14684,10255,5694,2810,921,103138,569,449,557,678,579,452,187,60,20,3559,2735,1771,1409,2273,3192,2712,2010,1002,320,17440,0,0,0,0,0,0,0,0,0,5,503,297,321,328,321,211,133,62,17,2194,3,0,9,0,0,8,3,0,0,16,6248,3949,3954,4230,4145,3072,1966,957,322,28846,58,45,26,56,53,52,45,24,7,366,209,150,173,209,204,137,100,41,10,1235,93,68,60,74,73,75,52,25,7,520
50501,17721,13140,8423,13759,17134,14994,7483,4048,1572,98270,155,160,168,140,127,98,37,16,0,900,282,287,170,159,189,104,51,16,3,1260,26,26,9,40,39,46,17,9,3,215,4,0,3,0,0,0,0,0,0,4,19,44,35,22,28,15,4,4,0,168,74,120,126,99,151,94,42,20,12,728,95,163,163,119,172,109,45,22,6,898,8885,7294,5755,5898,4936,3531,1193,505,160,38159,2084,1785,1439,1549,1631,1272,576,387,221,10948,29456,23093,16399,21995,24564,20417,9497,5028,1974,152421,205,233,275,360,291,248,134,33,9,1796,3815,2881,1629,3138,5090,5169,4121,1748,806,28404,0,0,0,0,0,0,0,0,0,0,595,372,239,403,404,358,264,113,63,2813,0,0,0,0,3,0,6,0,0,6,7434,4846,3597,4580,5479,4915,3306,1388,511,36056,85,64,34,58,86,96,114,50,17,594,216,197,139,222,308,231,111,83,22,1530,43,39,32,42,65,74,54,27,13,392
