SA3_CODE_2021,C21_Chr_Ch_nfd_0_14,C21_Chr_Ch_nfd_15_24,C21_Chr_Ch_nfd_25_34,C21_Chr_Ch_nfd_35_44,C21_Chr_Ch_nfd_45_54,C21_Chr_Ch_nfd_55_64,C21_Chr_Ch_nfd_65_74,C21_Chr_Ch_nfd_75_84,C21_Chr_Ch_nfd_85ov,C21_Chr_Ch_nfd_Tot,C21_Chr_Oth_Ch_0_14,C21_Chr_Oth_Ch_15_24,C21_Chr_Oth_Ch_25_34,C21_Chr_Oth_Ch_35_44,C21_Chr_Oth_Ch_45_54,C21_Chr_Oth_Ch_55_64,C21_Chr_Oth_Ch_65_74,C21_Chr_Oth_Ch_75_84,C21_Chr_Oth_Ch_85ov,C21_Chr_Oth_Ch_Tot,C21_Christ_Tot_0_14,C21_Christ_Tot_15_24,C21_Christ_Tot_25_34,C21_Christ_Tot_35_44,C21_Christ_Tot_45_54,C21_Christ_Tot_55_64,C21_Christ_Tot_65_74,C21_Christ_Tot_75_84,C21_Christ_Tot_85ov,C21_Christ_Tot_Tot,C21_Hinduism_0_14,C21_Hinduism_15_24,C21_Hinduism_25_34,C21_Hinduism_35_44,C21_Hinduism_45_54,C21_Hinduism_55_64,C21_Hinduism_65_74,C21_Hinduism_75_84,C21_Hinduism_85ov,C21_Hinduism_Tot,C21_Islam_0_14,C21_Islam_15_24,C21_Islam_25_34,C21_Islam_35_44,C21_Islam_45_54,C21_Islam_55_64,C21_Islam_65_74,C21_Islam_75_84,C21_Islam_85ov,C21_Islam_Tot,C21_Judaism_0_14,C21_Judaism_15_24,C21_Judaism_25_34,C21_Judaism_35_44,C21_Judaism_45_54,C21_Judaism_55_64,C21_Judaism_65_74,C21_Judaism_75_84,C21_Judaism_85ov,C21_Judaism_Tot,C21_OR_AusAborTrad_0_14,C21_OR_AusAborTrad15_24,C21_OR_AusAborTrad25_34,C21_OR_AusAborTrad35_44,C21_OR_AusAborTrad45_54,C21_OR_AusAborTrad55_64,C21_OR_AusAborTrad65_74,C21_OR_AusAborTrad75_84,C21_OR_AusAborTrad85ov,C21_OR_AusAborTrade_Tot,C21_OR_Sikhism_0_14,C21_OR_Sikhism_15_24,C21_OR_Sikhism_25_34,C21_OR_Sikhism_35_44,C21_OR_Sikhism_45_54,C21_OR_Sikhism_55_64,C21_OR_Sikhism_65_74,C21_OR_Sikhism_75_84,C21_OR_Sikhism_85ov,C21_OR_Sikhism_Tot,C21_OR_Ot_Re_Gr_0_14,C21_OR_Ot_Re_Gr_15_24,C21_OR_Ot_Re_Gr_25_34,C21_OR_Ot_Re_Gr_35_44,C21_OR_Ot_Re_Gr_45_54,C21_OR_Ot_Re_Gr_55_64,C21_OR_Ot_Re_Gr_65_74,C21_OR_Ot_Re_Gr_75_84,C21_OR_Ot_Re_Gr_85ov,C21_OR_Ot_Re_Gr_Tot,C21_Oth_Rel_Tot_0_14,C21_Oth_Rel_Tot_15_24,C21_Oth_Rel_Tot_25_34,C21_Oth_Rel_Tot_35_44,C21_Oth_Rel_Tot_45_54,C21_Oth_Rel_Tot_55_64,C21_Oth_Rel_Tot_65_74,C21_Oth_Rel_Tot_75_84,C21_Oth_Rel_Tot_85ov,C21_Oth_Rel_Tot_Tot,C21_SBOSB_No_RA_0_14,C21_SBOSB_No_RA_15_24,C21_SBOSB_No_RA_25_34,C21_SBOSB_No_RA_35_44,C21_SBOSB_No_RA_45_54,C21_SBOSB_No_RA_55_64,C21_SBOSB_No_RA_65_74,C21_SBOSB_No_RA_75_84,C21_SBOSB_No_RA_85ov,C21_SBOSB_No_RA_Tot,C21_Rel_aff_ns_0_14,C21_Rel_aff_ns_15_24,C21_Rel_aff_ns_25_34,C21_Rel_aff_ns_35_44,C21_Rel_aff_ns_45_54,C21_Rel_aff_ns_55_64,C21_Rel_aff_ns_65_74,C21_Rel_aff_ns_75_84,C21_Rel_aff_ns_85ov,C21_Rel_aff_ns_Tot,C21_Tot_0_14,C21_Tot_15_24,C21_Tot_25_34,C21_Tot_35_44,C21_Tot_45_54,C21_Tot_55_64,C21_Tot_65_74,C21_Tot_75_84,C21_Tot_85ov,C21_Tot_Tot
50502,1135,639,1002,1039,803,694,547,255,105,6218,19,11,11,18,25,18,32,8,9,159,13652,8736,9911,11450,12443,11859,11202,8492,4006,91754,1178,531,1582,1210,399,213,142,40,9,5298,2443,1174,1535,1337,769,520,225,82,27,8116,434,323,204,237,365,351,377,226,152,2670,3,0,0,0,0,0,0,0,0,15,340,186,769,261,57,31,19,13,5,1671,90,108,173,204,151,157,88,46,17,1039,434,293,941,464,207,190,111,58,21,2724,14646,9216,15917,13437,9222,7033,4803,2121,769,77161,2001,1348,2575,2269,1613,1291,1020,790,449,13361,35594,22308,34023,31870,26057,22258,18519,12003,5514,208149
50503,2177,1321,1118,1422,1357,851,494,190,45,8977,29,28,21,31,41,40,34,8,4,231,16351,10478,8677,11898,13688,11829,9184,5426,1785,89322,1377,526,871,1301,584,236,154,55,3,5093,1816,1039,1048,930,717,412,201,49,8,6213,27,16,14,25,18,20,33,11,5,167,0,0,0,0,0,0,0,0,0,5,304,105,294,255,77,47,36,14,0,1130,81,90,111,155,148,124,77,16,4,796,393,190,405,409,222,178,115,21,4,1929,22940,12919,15433,13350,10762,7033,3858,1552,415,88260,2339,1534,1844,1884,1755,1287,773,561,362,12341,45994,27267,28995,30810,28617,21721,14711,7781,2616,208506
50601,1274,617,631,813,573,401,250,98,28,4687,27,24,22,24,25,25,20,0,4,169,7477,3809,3788,5489,4941,4737,4255,2174,639,37306,1468,274,667,1416,277,139,77,14,0,4334,904,325,457,563,234,140,64,25,4,2713,0,0,3,5,6,9,5,4,0,37,0,0,0,0,3,0,0,0,0,10,724,100,582,560,63,64,45,5,0,2141,59,42,80,91,63,62,33,12,0,443,783,145,657,659,127,128,74,12,3,2587,9644,5253,7224,5762,4328,3352,2069,775,209,38611,1407,755,1038,1062,800,650,355,248,147,6461,22087,10747,14140,15526,11039,9336,7019,3289,1006,94184
50602,438,262,475,418,244,245,180,54,12,2327,8,4,6,6,11,14,11,0,3,61,3849,2690,3623,3687,3723,3832,3297,1911,891,27498,472,314,924,529,156,62,31,15,3,2501,1414,605,881,857,448,192,98,39,5,4537,6,4,8,7,0,7,13,3,0,48,0,0,0,0,0,0,0,0,0,7,107,73,253,83,16,8,4,0,0,547,26,41,64,55,36,43,30,11,0,306,131,116,313,143,53,46,42,9,0,860,4606,4175,7843,5301,3539,2876,1691,574,201,30802,783,691,1357,1053,779,656,417,285,205,6220,11524,8848,15720,12221,9070,7947,5790,2880,1318,75312
50603,794,631,567,661,553,449,328,115,39,4137,19,9,7,20,14,25,21,12,5,139,5501,4493,3549,4422,4864,5103,4842,3162,1415,37364,1346,930,1256,1305,725,340,153,48,12,6092,2069,1183,1253,1138,729,300,164,68,14,6928,3,0,5,7,3,8,6,3,0,44,0,0,0,0,0,0,0,0,0,5,464,368,1168,322,103,83,41,19,11,2583,32,52,88,73,41,51,37,24,5,403,503,425,1255,399,148,131,74,44,15,2991,6539,5547,5812,4989,3951,3178,2177,943,319,33460,864,808,1138,840,676,567,397,378,372,6035,17649,14178,15390,14301,11957,10281,8341,4849,2191,99139
50604,1172,736,704,836,694,575,345,142,38,5239,33,32,33,22,33,41,18,11,0,228,7849,5494,4415,6208,6882,6585,6074,3496,1209,48214,1627,501,941,1516,570,259,122,33,0,5577,4630,2088,2219,2362,1279,714,335,102,20,13744,0,6,9,7,8,12,5,0,0,44,7,0,0,3,3,0,0,0,0,12,754,320,1087,588,112,100,63,16,3,3049,34,59,77,97,85,90,52,17,7,498,789,379,1164,686,200,184,109,34,11,3563,9104,6275,6488,6498,5284,3842,2480,987,314,41279,1625,1067,1726,1606,1252,793,580,384,282,9324,26265,16250,17620,19859,16225,12945,10175,5162,1869,126376
50605,508,250,211,319,300,269,222,123,34,2234,36,28,23,26,33,27,11,19,9,209,3833,2532,1785,2777,3646,3802,3891,2481,928,25669,318,52,147,280,65,41,21,4,0,928,412,180,176,221,152,52,29,12,0,1240,0,6,5,4,3,9,10,0,0,39,0,4,0,3,0,0,0,0,0,3,75,7,55,66,10,11,10,0,0,237,23,14,19,50,27,42,22,9,0,202,94,29,70,114,39,54,30,9,5,443,6018,3561,3720,3891,3367,2727,1851,831,255,26212,580,357,463,525,474,447,340,244,105,3537,11358,6770,6450,7970,7889,7218,6227,3593,1292,58762
50606,433,202,238,229,196,140,63,21,8,1532,3,5,8,8,6,7,0,4,0,37,2461,1273,1327,1617,1793,1731,1238,619,177,12219,162,24,76,149,31,17,11,0,0,469,147,38,63,86,33,14,9,0,0,392,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,183,25,112,139,20,11,9,0,0,501,14,5,19,28,15,23,15,0,0,115,195,32,129,171,32,31,23,4,0,618,4591,2101,2902,2267,1781,1321,682,243,52,15941,430,225,370,418,355,256,162,79,25,2320,8027,3719,4898,4782,4076,3405,2133,955,249,32242
50607,167,144,192,177,163,147,119,53,16,1180,0,5,0,4,0,5,9,7,0,33,2491,2189,1829,2094,2471,2664,2781,1662,706,18896,148,96,244,175,75,59,38,11,4,846,203,207,218,177,117,73,45,22,4,1070,5,7,7,7,10,10,20,10,0,89,0,3,0,0,0,0,0,0,0,8,18,9,29,23,10,5,9,0,0,109,27,28,35,33,26,31,26,10,4,218,55,39,57,61,37,37,28,14,4,335,2873,2970,3504,2578,2051,1836,1433,482,219,17944,318,282,499,337,330,317,292,261,274,2913,6247,5938,6604,5723,5276,5155,4773,2503,1233,43448
50701,798,461,596,654,532,389,263,98,25,3807,18,15,6,16,24,26,9,6,0,113,8934,5584,5588,7149,7750,7196,5828,3328,1246,52605,562,127,435,581,180,97,53,9,4,2054,469,178,347,343,171,110,56,24,3,1717,16,10,18,15,11,11,22,4,0,105,0,0,0,0,0,0,0,0,0,6,93,39,152,66,18,21,15,3,4,407,50,68,72,92,89,48,32,14,0,475,149,102,217,161,111,69,50,19,3,887,11177,6768,9557,8405,6065,4188,2367,852,267,49654,1073,733,1158,1178,878,677,501,370,246,6812,22586,13694,17653,18277,15520,12579,9066,4655,1782,115824
50702,99,48,71,85,98,104,87,42,11,645,3,0,0,0,6,4,0,5,0,25,1709,1218,1023,1381,2067,2368,2164,1550,734,14215,18,11,30,18,25,11,6,4,3,125,43,22,35,39,27,28,16,7,0,215,14,18,10,10,13,9,18,7,0,103,0,4,0,0,0,0,0,0,0,3,4,4,4,3,0,0,0,0,0,18,22,14,21,31,25,31,39,8,6,193,26,24,25,39,27,30,38,9,6,216,3767,2535,3622,3415,2845,2650,1829,628,173,21458,372,277,520,468,453,351,283,186,188,3098,5972,4136,5303,5448,5556,5531,4455,2407,1107,39910
50703,562,308,315,354,316,178,74,33,3,2140,24,12,12,14,19,11,0,3,0,110,3466,1939,2033,2696,2571,2057,1573,820,235,17386,428,85,251,430,90,34,28,4,0,1350,239,62,116,173,71,43,24,4,0,724,0,0,4,7,0,6,0,5,0,19,0,0,0,3,0,0,0,0,0,3,291,60,332,206,12,35,11,0,0,947,24,18,51,28,25,30,8,3,0,189,318,81,383,234,42,61,19,3,0,1142,5183,2901,3930,3159,2247,1553,827,314,74,20180,692,520,1040,879,522,315,211,153,108,4443,10410,5642,7857,7718,5670,4134,2717,1314,416,45867
50704,592,408,404,473,387,432,373,153,58,3276,9,3,0,7,7,11,12,3,5,58,7521,5448,3548,5327,6780,7292,7299,4723,2368,50307,342,202,238,319,259,176,143,58,7,1745,324,188,236,308,161,103,65,40,14,1433,12,8,8,10,27,6,18,11,3,99,0,0,0,0,0,0,0,0,0,3,69,51,80,55,37,30,39,10,7,374,52,63,69,76,64,81,63,27,9,509,123,111,150,136,98,108,101,39,14,880,8941,6297,6022,6344,5626,4648,3448,1378,608,43302,773,574,698,742,699,707,557,367,312,5428,18363,13069,11181,13737,14104,13415,12123,6774,3363,106127
50705,1251,589,611,743,662,491,278,127,32,4785,46,15,20,19,21,27,18,7,0,182,8833,5350,4580,6143,7889,8129,6653,4211,1333,53124,211,73,141,215,83,44,11,4,0,781,236,118,142,169,112,64,34,8,3,887,0,0,8,7,3,10,15,0,0,44,8,4,0,6,4,3,0,0,0,18,111,23,111,88,10,9,5,0,0,359,68,66,100,105,95,78,36,10,5,555,176,89,211,192,112,86,42,10,5,933,18070,9888,11432,9796,8115,6054,3401,1452,409,68611,1746,1277,1642,1555,1321,1014,662,505,332,10061,29431,16896,18324,18382,17886,15559,10901,6210,2083,135678
50901,555,272,252,313,315,327,276,144,49,2502,6,3,0,9,12,11,15,4,3,51,3038,1748,1630,2095,3006,3958,4226,2783,1124,23602,32,11,24,34,26,16,9,8,0,159,120,81,60,89,67,78,52,21,8,574,4,4,5,0,4,4,7,0,0,31,0,0,0,0,0,0,0,0,0,6,11,3,22,7,0,0,0,0,0,43,15,38,26,49,57,53,28,15,0,282,25,37,49,57,57,52,28,15,0,327,6819,3768,3751,3779,3945,4060,2998,1168,334,30629,1016,554,742,797,805,822,733,409,168,6050,11111,6236,6315,6934,8013,9084,8126,4420,1644,61880
50902,322,110,178,173,223,242,184,85,24,1536,15,6,3,6,5,15,8,4,0,61,2833,1463,1551,2195,3126,4529,4631,2546,843,23715,19,10,42,22,12,12,6,0,0,118,43,20,28,33,22,8,5,3,0,151,0,3,0,0,3,7,5,3,0,15,11,6,0,8,0,3,0,0,0,20,8,5,4,5,0,3,0,0,0,29,13,10,23,34,35,36,27,10,0,190,23,24,31,46,38,41,31,10,0,243,5310,2873,3006,2903,3183,3375,2410,869,164,24092,1048,653,859,875,1080,1136,941,517,183,7298,9297,5065,5560,6125,7536,9141,8072,3947,1196,55937
50903,123,52,67,76,65,65,46,25,9,526,0,0,0,4,5,3,0,0,0,12,1023,455,558,844,1168,1507,1529,868,337,8293,13,0,7,15,5,3,0,0,0,45,5,4,3,9,9,6,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,0,0,0,15,3,5,3,4,12,16,5,4,0,57,11,6,13,12,12,14,5,4,0,72,2001,1016,1116,1045,1062,1107,728,295,86,8467,444,232,233,290,320,339,287,177,44,2362,3498,1721,1943,2226,2586,2989,2561,1351,471,19357
51001,313,207,179,164,145,113,62,24,11,1222,0,0,0,0,4,5,0,0,0,11,3026,1736,1865,1926,1883,1710,973,339,73,13542,21,0,38,33,7,6,0,0,0,106,31,7,33,30,13,13,3,6,0,142,0,4,5,0,3,5,0,0,0,11,93,45,72,48,28,23,4,4,0,325,5,0,8,4,0,0,0,0,0,27,13,9,18,18,4,8,4,0,0,77,117,53,96,69,32,37,14,4,0,423,3291,1629,2677,2118,1676,1258,582,128,18,13366,1688,969,1300,1025,978,708,367,126,47,7203,8213,4411,6066,5272,4658,3773,1958,607,139,35092
51002,224,109,147,152,125,76,28,3,0,864,3,0,3,3,0,3,0,0,0,18,1623,746,1247,1542,1345,1100,332,82,17,8029,66,17,79,77,32,14,9,0,0,287,148,48,122,94,63,60,35,7,0,578,0,0,0,0,0,4,0,0,0,9,54,36,32,40,13,13,7,0,4,205,9,0,24,3,3,0,0,0,0,41,12,7,12,18,15,11,0,0,0,74,70,45,66,55,29,24,8,0,4,318,2724,1276,2567,1908,1152,830,207,38,13,10705,775,536,1250,1070,812,588,126,26,8,5197,5461,2682,5394,4851,3497,2645,716,157,39,25443
51003,177,65,136,142,93,63,32,0,0,705,8,4,5,13,6,11,0,0,0,35,1881,691,1204,1671,1490,1118,350,102,11,8517,85,22,86,109,31,8,0,0,0,352,78,19,63,75,32,9,3,0,0,282,7,0,8,0,0,0,4,0,0,22,39,36,21,24,27,11,9,5,0,170,12,5,17,13,3,0,0,0,0,44,0,8,21,14,10,3,0,0,0,60,51,43,57,46,34,18,13,5,0,271,4071,1516,2888,2608,1687,856,224,45,4,13903,1131,666,1237,1203,817,556,168,30,3,5816,7365,3005,5629,5841,4161,2611,775,186,19,29594
51101,162,71,82,108,103,80,77,41,10,725,3,3,0,0,4,4,3,3,0,19,808,385,421,588,861,1022,961,666,235,5940,4,0,3,4,3,0,0,0,0,20,6,6,7,3,5,5,0,0,0,29,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,4,0,4,0,0,0,0,0,0,11,7,0,13,0,5,6,3,0,0,25,11,5,16,3,3,0,3,0,0,44,1875,1032,1167,1050,1022,919,536,237,53,7904,390,195,222,226,276,255,199,138,26,1927,3111,1632,1852,1905,2190,2219,1705,1039,315,15970
51102,47,22,34,32,36,31,17,4,5,228,0,0,0,0,0,0,0,0,0,4,436,266,338,358,508,607,504,263,65,3337,9,4,6,15,0,0,0,0,0,40,7,4,21,9,0,3,0,0,0,47,0,0,5,3,0,0,0,0,0,3,3,3,3,3,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,6,9,5,5,0,0,0,23,3,7,10,6,11,4,5,0,0,45,953,489,808,648,553,511,315,79,11,4364,311,199,232,212,215,180,115,65,14,1536,1740,976,1432,1271,1335,1322,953,410,90,9537
51103,457,225,273,294,232,197,68,26,5,1785,5,12,3,12,17,18,4,0,0,70,2533,1433,1679,1920,2145,2278,1332,542,135,13993,112,23,86,128,34,4,12,0,0,402,74,36,73,74,39,14,7,4,0,319,0,0,0,5,5,0,0,0,0,15,35,35,30,33,24,14,6,0,0,176,31,4,21,28,3,5,0,0,0,93,8,8,19,23,22,12,3,0,0,103,79,44,74,81,49,30,11,0,0,373,4084,2371,3160,2426,2016,1559,680,197,53,16538,1065,797,1217,1009,906,729,352,119,44,6241,7982,4738,6379,5744,5261,4655,2404,871,236,38267
