SA3_CODE_2021,C11_SH_0b_s_a_b_NPFH_2,C11_SH_0b_s_a_b_NPFH_3,C11_SH_0b_s_a_b_NPFH_4,C11_SH_0b_s_a_b_NPFH_5,C11_SH_0b_s_a_b_NPFH_6_mor,C11_SH_0b_s_a_b_Tot,C11_SH_1b_NPFH_2,C11_SH_1b_NPFH_3,C11_SH_1b_NPFH_4,C11_SH_1b_NPFH_5,C11_SH_1b_NPFH_6_mor,C11_SH_1b_Tot,C11_SH_2b_NPFH_2,C11_SH_2b_NPFH_3,C11_SH_2b_NPFH_4,C11_SH_2b_NPFH_5,C11_SH_2b_NPFH_6_mor,C11_SH_2b_Tot,C11_SH_3b_NPFH_2,C11_SH_3b_NPFH_3,C11_SH_3b_NPFH_4,C11_SH_3b_NPFH_5,C11_SH_3b_NPFH_6_mor,C11_SH_3b_Tot,C11_SH_4mb_NPFH_2,C11_SH_4mb_NPFH_3,C11_SH_4mb_NPFH_4,C11_SH_4mb_NPFH_5,C11_SH_4mb_NPFH_6_mor,C11_SH_4mb_Tot,C11_SH_NB_NS_NPFH_2,C11_SH_NB_NS_NPFH_3,C11_SH_NB_NS_NPFH_4,C11_SH_NB_NS_NPFH_5,C11_SH_NB_NS_NPFH_6_mor,C11_SH_NB_NS_Tot,C11_SH_Tot_NPFH_2,C11_SH_Tot_NPFH_3,C11_SH_Tot_NPFH_4,C11_SH_Tot_NPFH_5,C11_SH_Tot_NPFH_6_mor,C11_SH_Tot_Tot,C11_SDRTHT_0b_s_a_b_NPFH_2,C11_SDRTHT_0b_s_a_b_NPFH_3,C11_SDRTHT_0b_s_a_b_NPFH_4,C11_SDRTHT_0b_s_a_b_NPFH_5,C11_SDRTHT_0b_s_a_b_NPFH_6mor,C11_SDRTHT_0b_s_a_b_Tot,C11_SDRTHT_1b_NPFH_2,C11_SDRTHT_1b_NPFH_3,C11_SDRTHT_1b_NPFH_4,C11_SDRTHT_1b_NPFH_5,C11_SDRTHT_1b_NPFH_6_mor,C11_SDRTHT_1b_Tot,C11_SDRTHT_2b_NPFH_2,C11_SDRTHT_2b_NPFH_3,C11_SDRTHT_2b_NPFH_4,C11_SDRTHT_2b_NPFH_5,C11_SDRTHT_2b_NPFH_6_mor,C11_SDRTHT_2b_Tot,C11_SDRTHT_3b_NPFH_2,C11_SDRTHT_3b_NPFH_3,C11_SDRTHT_3b_NPFH_4,C11_SDRTHT_3b_NPFH_5,C11_SDRTHT_3b_NPFH_6_mor,C11_SDRTHT_3b_Tot,C11_SDRTHT_4mb_NPFH_2,C11_SDRTHT_4mb_NPFH_3,C11_SDRTHT_4mb_NPFH_4,C11_SDRTHT_4mb_NPFH_5,C11_SDRTHT_4mb_NPFH_6_mor,C11_SDRTHT_4mb_Tot,C11_SDRTHT_NB_NS_NPFH_2,C11_SDRTHT_NB_NS_NPFH_3,C11_SDRTHT_NB_NS_NPFH_4,C11_SDRTHT_NB_NS_NPFH_5,C11_SDRTHT_NB_NS_NPFH_6_mor,C11_SDRTHT_NB_NS_Tot,C11_SDRTHT_Tot_NPFH_2,C11_SDRTHT_Tot_NPFH_3,C11_SDRTHT_Tot_NPFH_4,C11_SDRTHT_Tot_NPFH_5,C11_SDRTHT_Tot_NPFH_6_mor,C11_SDRTHT_Tot_Tot,C11_F_a_0b_s_a_b_NPFH_2,C11_F_a_0b_s_a_b_NPFH_3,C11_F_a_0b_s_a_b_NPFH_4,C11_F_a_0b_s_a_b_NPFH_5,C11_F_a_0b_s_a_b_NPFH_6_mor,C11_F_a_0b_s_a_b_Tot,C11_F_a_1b_NPFH_2,C11_F_a_1b_NPFH_3,C11_F_a_1b_NPFH_4,C11_F_a_1b_NPFH_5,C11_F_a_1b_NPFH_6_mor,C11_F_a_1b_Tot,C11_F_a_2b_NPFH_2,C11_F_a_2b_NPFH_3,C11_F_a_2b_NPFH_4,C11_F_a_2b_NPFH_5,C11_F_a_2b_NPFH_6_mor,C11_F_a_2b_Tot,C11_F_a_3b_NPFH_2,C11_F_a_3b_NPFH_3,C11_F_a_3b_NPFH_4,C11_F_a_3b_NPFH_5,C11_F_a_3b_NPFH_6_mor,C11_F_a_3b_Tot,C11_F_a_4mb_NPFH_2,C11_F_a_4mb_NPFH_3,C11_F_a_4mb_NPFH_4,C11_F_a_4mb_NPFH_5,C11_F_a_4mb_NPFH_6_mor,C11_F_a_4mb_Tot,C11_F_a_NB_NS_NPFH_2,C11_F_a_NB_NS_NPFH_3,C11_F_a_NB_NS_NPFH_4,C11_F_a_NB_NS_NPFH_5,C11_F_a_NB_NS_NPFH_6_mor,C11_F_a_NB_NS_Tot,C11_F_a_Tot_NPFH_2,C11_F_a_Tot_NPFH_3,C11_F_a_Tot_NPFH_4,C11_F_a_Tot_NPFH_5,C11_F_a_Tot_NPFH_6_mor,C11_F_a_Tot_Tot,C11_OD_0b_s_a_b_NPFH_2,C11_OD_0b_s_a_b_NPFH_3,C11_OD_0b_s_a_b_NPFH_4,C11_OD_0b_s_a_b_NPFH_5,C11_OD_0b_s_a_b_NPFH_6_mor,C11_OD_0b_s_a_b_Tot,C11_OD_1b_NPFH_2,C11_OD_1b_NPFH_3,C11_OD_1b_NPFH_4,C11_OD_1b_NPFH_5,C11_OD_1b_NPFH_6_mor,C11_OD_1b_Tot,C11_OD_2b_NPFH_2,C11_OD_2b_NPFH_3,C11_OD_2b_NPFH_4,C11_OD_2b_NPFH_5,C11_OD_2b_NPFH_6_mor,C11_OD_2b_Tot,C11_OD_3b_NPFH_2,C11_OD_3b_NPFH_3,C11_OD_3b_NPFH_4,C11_OD_3b_NPFH_5,C11_OD_3b_NPFH_6_mor,C11_OD_3b_Tot,C11_OD_4mb_NPFH_2,C11_OD_4mb_NPFH_3,C11_OD_4mb_NPFH_4,C11_OD_4mb_NPFH_5,C11_OD_4mb_NPFH_6_mor,C11_OD_4mb_Tot,C11_OD_NB_NS_NPFH_2,C11_OD_NB_NS_NPFH_3,C11_OD_NB_NS_NPFH_4,C11_OD_NB_NS_NPFH_5,C11_OD_NB_NS_NPFH_6_mor,C11_OD_NB_NS_Tot,C11_OD_Tot_NPFH_2,C11_OD_Tot_NPFH_3,C11_OD_Tot_NPFH_4,C11_OD_Tot_NPFH_5,C11_OD_Tot_NPFH_6_mor,C11_OD_Tot_Tot,C11_DS_NS_NPFH_2,C11_DS_NS_NPFH_3,C11_DS_NS_NPFH_4,C11_DS_NS_NPFH_5,C11_DS_NS_NPFH_6_mor,C11_DS_NS_Tot,C11_Tot_NPFH_2,C11_Tot_NPFH_3,C11_Tot_NPFH_4,C11_Tot_NPFH_5,C11_Tot_NPFH_6_mor,C11_Tot_Tot,C16_SH_0b_s_a_b_NPFH_2,C16_SH_0b_s_a_b_NPFH_3,C16_SH_0b_s_a_b_NPFH_4,C16_SH_0b_s_a_b_NPFH_5,C16_SH_0b_s_a_b_NPFH_6_mor,C16_SH_0b_s_a_b_Tot,C16_SH_1b_NPFH_2,C16_SH_1b_NPFH_3,C16_SH_1b_NPFH_4,C16_SH_1b_NPFH_5,C16_SH_1b_NPFH_6_mor,C16_SH_1b_Tot,C16_SH_2b_NPFH_2,C16_SH_2b_NPFH_3,C16_SH_2b_NPFH_4,C16_SH_2b_NPFH_5,C16_SH_2b_NPFH_6_mor,C16_SH_2b_Tot,C16_SH_3b_NPFH_2,C16_SH_3b_NPFH_3
50101,8,4,0,0,0,13,59,9,9,4,0,83,534,99,57,8,4,713,2236,871,699,176,51,4031,2007,1098,1514,719,257,5602,41,10,3,10,0,64,4892,2090,2289,916,306,10501,0,0,0,0,0,0,15,0,0,0,0,10,97,7,6,0,0,109,171,35,17,4,0,233,33,14,7,10,0,66,3,0,0,0,0,7,324,61,29,13,0,425,0,0,0,0,0,0,0,0,0,0,0,0,53,10,5,0,0,56,54,11,7,0,0,75,8,0,3,0,0,13,0,0,0,0,0,0,108,19,15,3,0,149,9,0,0,0,0,5,18,4,3,0,0,28,49,4,0,0,0,56,18,0,4,3,0,27,0,0,0,0,0,11,0,0,0,0,0,0,95,9,11,4,0,126,5,0,3,0,0,10,5432,2186,2345,946,315,11216,6,4,0,0,0,15,67,15,6,0,3,101,484,123,62,25,6,701,2498,933
50102,9,8,4,0,0,16,56,9,5,0,4,74,741,194,70,15,4,1020,4641,1769,1410,401,137,8361,4799,2853,3635,1709,742,13738,122,36,34,15,10,223,10369,4867,5155,2144,898,23433,0,0,0,0,0,0,30,3,0,0,0,33,324,46,7,3,3,389,322,123,50,17,0,508,29,14,14,6,5,73,14,3,0,0,0,24,718,193,78,26,9,1023,0,0,0,0,0,0,11,0,0,0,0,14,143,31,20,0,0,185,119,56,19,15,0,215,9,6,0,3,0,18,4,0,0,0,0,11,290,96,38,21,0,447,14,0,0,0,0,19,39,0,0,0,0,44,38,13,3,0,0,55,17,3,3,0,0,25,3,0,3,0,0,9,19,0,5,0,0,25,135,19,13,0,0,174,10,4,0,0,0,18,11520,5179,5293,2191,914,25096,12,0,3,0,0,18,53,10,6,0,7,77,756,173,85,22,10,1043,4617,1825
50103,9,10,0,0,0,12,55,5,0,0,0,67,440,87,50,14,5,596,1569,457,436,156,36,2653,1051,434,538,327,171,2515,23,8,10,0,0,42,3142,999,1034,493,218,5885,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,19,5,4,0,0,0,6,4,0,0,0,0,3,0,0,0,0,0,0,23,4,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,3,30,4,6,0,0,38,8,4,0,0,0,9,0,4,0,0,0,5,0,0,0,0,0,0,48,9,3,0,0,61,3,0,0,0,0,3,7,0,0,0,0,3,3,5,0,0,0,8,3,0,0,0,0,14,0,3,0,0,0,3,0,0,0,0,0,0,20,12,5,0,0,37,10,0,0,0,0,10,3233,1025,1037,499,215,6011,10,0,0,3,0,10,60,5,0,0,0,70,438,78,53,12,4,581,1596,392
50201,6,0,3,3,0,20,71,6,0,0,0,79,873,107,50,15,0,1046,3899,1189,823,207,83,6201,5005,2503,3144,1415,643,12712,109,28,29,12,10,195,9971,3838,4055,1656,736,20260,3,0,0,0,0,4,26,0,3,0,0,31,485,25,6,0,0,516,598,139,79,14,5,825,67,20,20,12,5,123,20,4,5,0,0,25,1193,191,111,22,8,1527,0,0,0,0,0,0,21,0,0,0,0,19,198,34,6,0,0,239,318,86,40,11,0,452,27,11,3,0,5,40,6,0,0,0,0,12,568,124,53,14,8,758,8,0,0,0,0,5,47,6,0,4,0,52,77,7,0,0,0,86,32,5,5,0,0,43,5,0,0,5,0,15,0,0,0,0,0,6,172,19,6,7,0,207,10,3,0,0,0,16,11913,4179,4222,1702,755,22766,7,4,0,0,0,18,62,12,3,0,5,82,812,112,41,14,9,988,4267,1339
50301,0,0,0,0,0,6,41,3,0,0,0,46,627,149,85,17,0,881,2110,925,1063,210,28,4331,2142,1469,2543,1521,464,8131,59,13,12,6,0,88,4980,2567,3701,1751,495,13489,0,0,0,0,0,0,19,0,0,0,0,22,267,46,12,0,0,327,350,131,89,20,5,590,50,22,52,26,0,145,10,0,0,0,0,14,696,197,149,47,8,1098,9,0,0,0,0,9,223,28,3,0,0,259,536,129,60,12,3,740,224,70,39,6,3,346,18,7,4,3,0,27,14,0,0,0,0,14,1017,234,107,25,4,1394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,13,6694,3002,3958,1831,505,15994,0,0,0,0,0,3,28,3,3,0,0,36,458,128,54,18,7,663,1900,825
50302,4,0,5,0,0,3,106,4,0,0,0,107,1239,367,174,31,3,1814,2512,1352,1461,272,63,5654,954,837,1416,722,188,4116,33,13,9,3,3,59,4842,2572,3055,1026,261,11762,0,0,0,0,0,0,118,9,4,0,0,130,762,157,36,11,0,961,1012,441,233,51,20,1749,151,93,80,47,10,385,14,4,0,4,0,29,2054,703,352,111,29,3253,42,4,0,0,0,47,1133,120,28,0,0,1278,2570,667,204,46,11,3493,697,238,128,27,12,1105,38,19,14,3,0,77,40,9,5,0,0,60,4524,1058,375,77,21,6056,0,0,0,0,0,0,11,0,0,0,0,15,28,3,0,0,0,30,9,9,0,0,0,21,0,0,3,0,0,6,0,0,0,0,0,0,46,9,8,0,0,70,14,0,0,4,0,20,11488,4359,3795,1224,312,21165,0,0,0,0,0,0,66,6,6,0,0,82,1067,283,169,21,4,1544,2436,1308
50401,6,3,0,0,0,10,41,8,6,0,0,55,892,267,123,33,3,1314,3790,1750,1407,374,129,7460,2333,1494,1867,921,422,7039,81,25,13,11,16,140,7144,3535,3417,1346,568,16020,3,0,0,0,0,4,35,0,0,0,0,36,480,124,39,8,0,650,790,362,191,55,28,1416,88,75,95,46,13,317,18,9,0,0,0,28,1413,561,327,107,37,2451,0,0,0,0,0,4,159,20,6,0,0,188,505,173,61,18,0,752,261,118,76,19,8,487,13,9,9,9,5,41,25,7,3,0,0,31,968,330,161,45,11,1511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,6,0,0,0,0,7,9532,4442,3902,1497,623,20002,5,0,0,0,0,7,48,4,7,0,4,61,788,223,101,15,6,1135,3829,1876
50402,3,0,0,0,0,7,40,3,0,3,0,47,378,98,42,13,3,536,2093,861,632,189,59,3837,2052,1206,1587,834,374,6061,61,19,10,10,6,106,4627,2186,2277,1051,449,10589,0,0,0,0,0,0,11,0,0,0,0,11,56,13,0,0,0,72,49,19,3,0,7,78,18,7,16,11,5,54,0,0,0,0,0,0,133,40,27,11,12,212,0,0,0,0,0,0,6,0,0,0,0,6,32,0,0,0,0,27,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,43,0,7,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,3,0,0,4,4805,2232,2308,1060,456,10861,5,0,0,0,0,7,37,11,9,0,5,60,429,80,42,13,4,565,1963,811
50403,13,0,3,0,0,22,51,12,0,4,5,74,485,126,71,22,8,711,3798,1967,1520,387,171,7841,4541,3535,4869,2294,1260,16491,96,54,49,24,28,249,8982,5695,6507,2731,1474,25390,5,0,0,0,0,5,13,0,0,0,0,17,153,32,14,3,0,202,359,205,91,24,7,692,32,25,32,20,5,116,9,0,4,0,0,18,575,274,135,44,14,1046,0,0,0,0,0,0,23,0,0,0,0,27,146,22,3,0,0,175,185,81,42,13,0,321,10,9,10,0,3,31,13,0,4,0,0,15,375,117,56,16,3,567,4,0,0,0,0,4,30,0,0,0,0,30,45,3,0,0,0,48,13,0,0,0,0,8,5,0,0,0,0,7,11,0,0,0,0,12,96,4,7,0,0,108,9,0,4,0,0,16,10036,6084,6705,2791,1492,27118,11,4,5,0,7,25,57,13,0,12,9,89,458,112,70,15,10,670,4263,2304
50501,10,3,3,0,0,22,28,7,3,0,3,42,310,62,27,8,0,411,5798,2561,1943,372,87,10751,9044,6180,8901,3688,1203,29020,113,36,34,16,7,206,15291,8852,10917,4090,1303,40449,0,0,0,0,0,4,13,6,0,0,0,19,148,17,0,0,0,172,657,233,108,15,0,1023,100,50,56,17,11,233,8,6,3,0,0,21,934,308,173,37,9,1463,0,0,0,0,0,0,49,5,0,0,0,56,259,34,17,3,0,316,214,67,32,12,0,325,13,13,10,8,0,52,6,0,0,0,0,8,550,123,56,20,0,750,0,0,0,0,0,0,14,0,0,0,0,14,31,0,0,0,0,30,4,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,48,7,0,0,0,53,3,0,0,0,0,10,16825,9288,11145,4145,1323,42721,3,4,0,0,0,11,27,11,3,5,0,49,307,65,34,10,0,419,5274,2377
