SA3_CODE_2021,C16_Rel_NS_0_14,C16_Rel_NS_15_24,C16_Rel_NS_25_34,C16_Rel_NS_35_44,C16_Rel_NS_45_54,C16_Rel_NS_55_64,C16_Rel_NS_65_74,C16_Rel_NS_75_84,C16_Rel_NS_85ov,C16_Rel_NS_Tot,C16_Tot_0_14,C16_Tot_15_24,C16_Tot_25_34,C16_Tot_35_44,C16_Tot_45_54,C16_Tot_55_64,C16_Tot_65_74,C16_Tot_75_84,C16_Tot_85ov,C16_Tot_Tot,C21_Buddhism_0_14,C21_Buddhism_15_24,C21_Buddhism_25_34,C21_Buddhism_35_44,C21_Buddhism_45_54,C21_Buddhism_55_64,C21_Buddhism_65_74,C21_Buddhism_75_84,C21_Buddhism_85ov,C21_Buddhism_Tot,C21_Christ_Angli_0_14,C21_Christ_Angl_15_24,C21_Christ_Angl_25_34,C21_Christ_Angl_35_44,C21_Christ_Angl_45_54,C21_Christ_Angl_55_64,C21_Christ_Angl_65_74,C21_Christ_Angl_75_84,C21_Christ_Anglic_85ov,C21_Christ_Anglic_Tot,C21_Chr_Ass_Apo_0_14,C21_Chr_Ass_Apo_15_24,C21_Chr_Ass_Apo_25_34,C21_Chr_Ass_Apo_35_44,C21_Chr_Ass_Apo_45_54,C21_Chr_Ass_Apo_55_64,C21_Chr_Ass_Apo_65_74,C21_Chr_Ass_Apo_75_84,C21_Chr_Ass_Apo_85ov,C21_Chr_Ass_Apo_Tot,C21_Chr_Bapt_0_14,C21_Chr_Bapt_15_24,C21_Chr_Bapt_25_34,C21_Chr_Bapt_35_44,C21_Chr_Bapt_45_54,C21_Chr_Bapt_55_64,C21_Chr_Bapt_65_74,C21_Chr_Bapt_75_84,C21_Chr_Bapt_85ov,C21_Chr_Bapt_Tot,C21_Chr_Breth_0_14,C21_Chr_Bret_15_24,C21_Chr_Bret_25_34,C21_Chr_Bret_35_44,C21_Chr_Bret_45_54,C21_Chr_Bret_55_64,C21_Chr_Bret_65_74,C21_Chr_Bret_75_84,C21_Chr_Breth_85ov,C21_Chr_Bret_Tot,C21_Chr_Cath_0_14,C21_Chr_Cath_15_24,C21_Chr_Cath_25_34,C21_Chr_Cath_35_44,C21_Chr_Cath_45_54,C21_Chr_Cath_55_64,C21_Chr_Cath_65_74,C21_Chr_Cath_75_84,C21_Chr_Catho_85ov,C21_Chr_Catho_Tot,C21_C_Chur_Christ_0_14,C21_C_Chur_Christ_15_24,C21_C_Chur_Christ_25_34,C21_C_Chur_Christ_35_44,C21_C_Chur_Christ_45_54,C21_C_Chur_Christ_55_64,C21_C_Chur_Christ_65_74,C21_C_Chur_Christ_75_84,C21_C_Chur_Christ_85ov,C21_C_Chur_Christ_Tot,C21_C_East_Ortho_0_14,C21_C_East_Ortho_15_24,C21_C_East_Ortho_25_34,C21_C_East_Ortho_35_44,C21_C_East_Ortho_45_54,C21_C_East_Ortho_55_64,C21_C_East_Ortho_65_74,C21_C_East_Ortho_75_84,C21_C_East_Ortho_85ov,C21_C_East_Ortho_Tot,C21_C_Jeh_Wit_0_14,C21_C_Jeh_Wit_15_24,C21_C_Jeh_Wit_25_34,C21_C_Jeh_Wit_35_44,C21_C_Jeh_Wit_45_54,C21_C_Jeh_Wit_55_64,C21_C_Jeh_Wit_65_74,C21_C_Jeh_Wit_75_84,C21_C_Jeh_Wit_85ov,C21_C_Jeh_Wit_Tot,C21_C_La_Da_Sai_0_14,C21_C_La_Da_Sa_15_24,C21_C_La_Da_Sa_25_34,C21_C_La_Da_Sa_35_44,C21_C_La_Da_Sa_45_54,C21_C_La_Da_Sa_55_64,C21_C_La_Da_Sa_65_74,C21_C_La_Da_Sa_75_84,C21_C_Lat_Da_Sa_85ov,C21_C_Lat_Da_Sa_Tot,C21_C_Luthe_0_14,C21_C_Luthe_15_24,C21_C_Luthe_25_34,C21_C_Luthe_35_44,C21_C_Luthe_45_54,C21_C_Luthe_55_64,C21_C_Luthe_65_74,C21_C_Luthe_75_84,C21_C_Luthe_85ov,C21_C_Luthe_Tot,C21_C_Ori_Orth_0_14,C21_C_Ori_Orth_15_24,C21_C_Ori_Orth_25_34,C21_C_Ori_Orth_35_44,C21_C_Ori_Orth_45_54,C21_C_Ori_Orth_55_64,C21_C_Ori_Orth_65_74,C21_C_Ori_Orth_75_84,C21_C_Ori_Orth_85ov,C21_C_Ori_Ort_Tot,C21_C_Oth_Pro_0_14,C21_C_Oth_Pro_15_24,C21_C_Oth_Pro_25_34,C21_C_Oth_Pro_35_44,C21_C_Oth_Pro_45_54,C21_C_Oth_Pro_55_64,C21_C_Oth_Pro_65_74,C21_C_Oth_Pro_75_84,C21_C_Oth_Pro_85ov,C21_C_Oth_Pro_Tot,C21_C_Pent_0_14,C21_C_Pent_15_24,C21_C_Pent_25_34,C21_C_Pent_35_44,C21_C_Pent_45_54,C21_C_Pent_55_64,C21_C_Pent_65_74,C21_C_Pent_75_84,C21_C_Pent_85ov,C21_C_Pent_Tot,C21_C_Pres_Ref_0_14,C21_C_Pres_Ref_15_24,C21_C_Pres_Ref_25_34,C21_C_Pres_Ref_35_44,C21_C_Pres_Ref_45_54,C21_C_Pres_Ref_55_64,C21_C_Pres_Ref_65_74,C21_C_Pres_Ref_75_84,C21_C_Pres_Ref_85ov,C21_C_Pres_Ref_Tot,C21_C_Sal_Army_0_14,C21_C_Sal_Army_15_24,C21_C_Sal_Army_25_34,C21_C_Sal_Army_35_44,C21_C_Sal_Army_45_54,C21_C_Sal_Army_55_64,C21_C_Sal_Army_65_74,C21_C_Sal_Army_75_84,C21_C_Sal_Army_85ov,C21_C_Sal_Army_Tot,C21_C_Sev_day_Adv_0_14,C21_C_Sev_day_Adv_15_24,C21_C_Sev_day_Adv_25_34,C21_C_Sev_day_Adv_35_44,C21_C_Sev_day_Adv_45_54,C21_C_Sev_day_Adv_55_64,C21_C_Sev_day_Adv_65_74,C21_C_Sev_day_Adv_75_84,C21_C_Sev_day_Adv_85ov,C21_C_Sev_day_Adv_Tot,C21_Chr_Unit_Ch_0_14,C21_Chr_Unit_Ch_15_24,C21_Chr_Unit_Ch_25_34,C21_Chr_Unit_Ch_35_44,C21_Chr_Unit_Ch_45_54,C21_Chr_Unit_Ch_55_64,C21_Chr_Unit_Ch_65_74,C21_Chr_Unit_Ch_75_84,C21_Chr_Unit_Ch_85ov,C21_Chr_Unit_Ch_Tot
50502,2858,1900,3658,2581,2233,1870,1419,979,724,18226,32823,21743,35586,27647,23958,20293,15550,10295,4533,192430,809,686,1354,1466,1028,804,647,200,75,7073,1378,1137,976,1453,2466,2608,2949,2538,1210,16719,0,0,0,0,0,0,0,0,0,0,529,260,408,402,342,289,270,186,68,2753,0,0,0,0,0,0,3,0,0,14,8433,5343,5911,6427,6685,5868,4999,3617,1664,48948,56,32,27,62,63,78,90,86,46,539,867,625,602,806,876,903,772,573,319,6339,115,68,85,132,111,128,119,86,49,903,48,41,37,32,38,30,47,29,13,323,21,17,21,42,57,59,68,74,33,402,143,50,68,84,64,25,14,4,0,457,196,83,150,187,160,167,134,71,46,1200,336,153,277,271,175,167,173,71,18,1639,142,93,132,200,205,301,319,296,146,1828,8,10,9,11,17,22,51,38,20,182,43,31,42,43,30,32,26,12,10,270,185,138,138,244,312,459,585,542,260,2870
50503,3505,2230,2715,2452,2237,1538,998,557,261,16501,43175,26197,29416,28264,25603,16656,11100,5642,1890,187959,757,568,696,1012,873,730,405,104,36,5179,2305,1873,1180,2012,3713,3654,3256,2267,794,21057,0,0,5,0,5,0,3,0,0,19,1047,653,471,572,716,472,272,173,53,4430,3,3,0,0,3,0,0,0,0,16,7658,4682,4210,5542,5395,4570,3304,1720,539,37625,93,50,29,73,45,50,60,48,12,452,614,376,379,521,474,406,304,129,40,3233,165,97,99,132,142,162,123,79,23,1031,273,139,123,145,97,75,72,32,13,962,29,19,21,34,57,50,58,31,12,310,182,105,67,119,83,53,30,12,0,651,217,161,120,197,262,218,162,98,31,1461,846,540,507,538,499,403,229,83,13,3660,303,192,139,244,437,419,399,232,107,2467,6,4,13,17,14,37,48,48,8,198,117,63,42,65,61,42,26,19,0,429,281,174,133,237,298,324,329,248,96,2114
50601,1496,792,1191,1012,918,741,584,340,218,7297,17729,9929,13728,11325,9698,8138,5574,2565,913,79596,396,177,293,576,330,194,124,39,10,2132,776,517,439,809,1217,1550,1668,913,282,8173,0,0,0,0,0,0,0,0,0,0,549,305,292,349,263,243,150,75,26,2240,37,53,32,46,18,13,17,3,0,221,3145,1445,1620,2348,1867,1614,1323,613,174,14153,33,23,10,32,23,22,26,9,6,187,56,22,23,59,24,29,22,7,3,243,42,36,42,56,59,61,53,29,6,399,54,27,24,33,16,31,20,10,0,224,16,15,13,22,22,25,35,20,3,170,77,25,27,52,24,10,0,0,0,215,106,63,61,78,116,70,64,37,11,611,500,224,203,329,245,168,97,43,6,1813,503,284,211,254,239,261,269,181,56,2262,5,10,5,14,9,17,23,13,4,98,166,65,72,94,55,44,38,12,0,544,125,62,63,99,134,156,164,92,18,914
50602,1148,1158,2174,1326,1029,886,599,398,226,8936,10753,9232,16231,10660,8204,7034,4567,2747,1277,70715,266,254,771,651,374,274,207,47,16,2846,300,284,350,410,793,1033,1022,613,282,5082,0,0,0,0,0,0,0,0,0,0,110,77,135,123,88,88,70,43,16,751,0,0,0,0,0,0,0,0,0,4,2485,1694,2060,2128,1982,1799,1435,878,439,14904,19,15,23,10,25,26,27,10,3,159,59,46,72,85,84,65,60,23,15,500,32,24,36,35,47,39,30,18,11,280,19,25,17,14,14,16,17,6,0,139,14,16,16,19,18,22,30,16,8,155,33,10,28,26,4,7,0,0,0,105,29,36,72,64,53,61,55,30,16,410,124,66,151,119,80,67,39,11,5,656,57,38,78,80,109,143,131,64,37,745,3,0,6,3,11,24,19,11,10,81,32,24,41,26,19,16,14,13,4,184,92,59,81,119,141,162,163,113,31,953
50603,1242,1194,1447,1063,916,786,541,409,465,8063,16127,15138,15400,12466,11448,9831,7067,3911,2210,93598,827,801,1113,1198,853,651,534,206,51,6217,398,446,280,416,834,1218,1408,1090,488,6586,0,0,0,0,0,0,0,0,0,0,321,285,208,230,266,229,231,131,44,1954,39,29,27,24,16,13,12,10,4,182,2713,2187,1692,2046,2201,2198,1924,1173,531,16669,55,35,32,39,37,36,34,19,6,290,65,44,37,67,67,62,61,24,10,437,30,24,30,41,48,47,28,26,11,282,23,27,14,11,22,13,15,8,0,140,13,17,9,18,23,24,26,24,13,168,67,20,26,51,31,18,11,5,0,232,128,131,124,107,104,110,91,38,29,870,284,219,153,241,171,139,112,54,5,1379,310,198,179,251,236,258,220,141,60,1858,4,10,0,8,17,6,17,7,5,78,40,23,44,18,40,18,40,53,54,321,180,154,108,171,183,237,266,232,106,1651
50604,1949,1411,1895,1674,1268,980,642,403,201,10427,24657,15926,19192,17584,14908,11983,8280,4113,1429,118073,625,433,672,978,743,561,462,123,28,4634,651,579,425,769,1426,1783,1984,1333,467,9418,3,0,0,0,0,0,0,0,0,4,620,377,389,390,402,288,237,129,47,2891,13,15,10,12,9,11,5,0,0,69,3872,2779,2035,3017,3085,2701,2308,1171,414,21386,52,36,32,38,44,31,49,17,3,309,87,50,52,86,71,62,65,20,7,512,43,37,51,66,75,67,73,39,17,465,42,51,30,45,44,39,36,14,0,299,33,26,10,27,34,32,40,19,11,223,84,72,39,61,53,35,13,9,0,369,138,104,98,126,114,138,113,73,26,920,492,293,244,295,293,248,149,61,16,2099,231,147,120,188,233,255,255,195,67,1686,8,7,10,10,20,25,44,34,14,166,121,62,50,76,75,53,51,30,13,525,151,104,85,152,172,205,297,189,62,1416
50605,861,566,670,646,683,653,521,311,155,5069,11180,7217,7080,7677,7966,6912,5561,2935,921,57451,103,59,87,165,135,83,56,13,3,699,497,388,234,501,919,1275,1414,1055,385,6671,0,0,0,0,0,0,0,0,0,0,125,107,70,109,133,124,131,84,38,927,69,26,47,42,24,15,5,5,0,231,2070,1404,965,1363,1681,1449,1371,716,281,11297,27,13,7,17,20,27,29,25,11,182,34,31,19,37,39,31,35,12,0,240,10,14,8,25,24,33,33,23,12,177,17,12,14,14,9,19,11,6,0,98,11,6,3,25,28,29,25,24,12,162,16,0,0,12,4,0,0,0,0,41,23,17,23,27,43,51,55,31,12,273,89,60,41,51,67,55,54,15,11,451,81,53,32,60,102,144,158,130,48,810,9,5,0,10,7,11,17,3,8,59,117,67,40,69,77,50,70,23,13,536,86,57,42,85,126,196,243,178,59,1069
50606,602,272,462,438,403,258,147,56,19,2661,6402,3487,4461,3731,3704,2627,1619,646,191,26873,36,22,34,70,49,37,16,8,0,266,358,243,220,340,572,682,549,330,102,3389,0,0,0,0,0,0,0,0,0,0,121,61,66,68,66,67,46,29,3,520,3,3,0,0,0,0,0,0,0,10,962,468,532,673,638,516,342,137,31,4305,8,3,0,8,4,10,7,6,0,43,18,8,12,15,16,10,3,0,0,78,25,6,6,22,10,15,11,3,4,105,29,6,13,12,8,8,7,4,0,91,3,6,5,14,5,12,9,0,0,60,0,3,5,3,0,0,0,0,0,14,29,17,17,18,34,26,21,8,3,163,137,61,65,62,56,44,13,0,6,441,262,136,120,90,100,107,85,33,7,947,0,0,0,4,5,8,3,0,3,28,23,16,8,22,15,11,3,0,4,94,45,31,20,38,53,80,60,36,10,372
50607,561,595,817,591,547,516,363,209,173,4379,6110,6359,7121,5413,5260,5158,3664,1828,1136,42044,147,141,249,289,185,155,129,44,13,1357,300,303,222,324,587,725,879,612,289,4237,0,0,0,0,0,0,0,0,0,0,60,64,62,57,76,63,69,39,15,506,12,9,8,14,7,3,3,0,0,48,1535,1325,1038,1135,1229,1198,1160,601,228,9437,17,21,8,16,17,22,22,15,7,147,59,55,39,69,66,54,76,37,21,478,11,4,6,13,21,19,22,15,10,118,11,7,0,5,4,6,15,5,0,59,3,8,10,13,17,24,11,17,0,115,14,0,14,13,13,0,0,0,0,58,31,26,37,29,24,40,25,17,13,237,65,46,72,51,24,48,36,16,0,352,61,56,45,55,77,110,131,91,41,665,0,7,0,0,3,0,7,3,3,23,15,8,22,13,6,4,0,0,5,71,123,110,58,104,150,196,212,133,52,1138
50701,1577,1080,1652,1356,1227,925,621,447,305,9192,20529,12730,16474,16116,13872,10462,6777,3664,1415,102029,210,189,324,448,349,227,185,47,12,1988,848,617,563,925,1578,1755,1685,1030,367,9368,0,0,0,0,0,0,0,0,0,0,350,214,200,262,229,218,119,69,16,1690,14,12,10,8,13,9,6,4,4,74,5778,3637,3454,4222,4318,3736,2915,1654,647,30365,24,10,20,19,19,18,20,6,0,134,200,121,128,214,196,163,132,62,25,1237,62,26,32,65,49,50,53,27,7,381,20,20,10,25,16,15,10,4,0,121,19,22,20,31,49,25,13,13,7,202,31,7,17,19,9,7,9,0,0,101,115,70,92,103,98,105,74,39,12,697,349,160,213,225,197,142,58,13,3,1370,179,87,101,174,201,237,205,144,56,1394,4,0,3,7,14,21,22,16,5,91,24,19,19,33,19,24,11,7,6,165,111,84,105,133,192,254,221,132,62,1298
50702,546,423,735,610,662,575,393,304,227,4478,5480,3766,5389,5039,5499,4981,3471,2066,905,36600,24,35,45,70,105,86,91,17,4,480,252,173,139,278,494,678,735,485,203,3434,0,0,0,0,0,0,0,0,0,0,40,33,26,34,36,43,39,25,13,288,0,0,0,0,0,0,0,0,0,0,1201,858,685,826,1183,1245,997,774,444,8214,0,3,6,0,0,4,3,8,6,43,29,20,23,29,45,26,32,26,9,238,8,4,11,13,8,11,17,11,0,87,0,3,0,3,6,0,0,0,0,12,3,3,5,6,13,20,12,12,3,78,0,3,0,0,0,0,5,0,0,8,5,0,9,16,21,21,19,13,10,106,14,14,9,15,13,24,11,7,0,116,26,13,22,31,55,78,96,65,18,398,0,0,0,4,0,4,8,0,0,15,5,5,0,4,5,3,0,0,0,19,24,28,18,36,70,99,108,78,21,491
50703,823,682,1119,847,576,402,306,146,48,4947,8682,5170,7579,5957,4638,3304,2160,1103,325,38921,87,51,100,146,124,71,37,4,0,628,346,252,205,330,515,665,562,350,109,3338,0,0,0,0,0,0,0,0,0,0,129,54,91,107,80,66,30,10,7,579,0,0,0,0,0,0,0,0,0,0,1759,963,1076,1374,1176,750,575,253,73,7989,12,17,10,8,16,12,7,5,0,95,57,27,35,37,39,30,28,10,4,261,64,40,35,64,48,41,45,27,3,367,44,19,26,21,19,17,9,0,0,164,3,3,5,8,13,16,7,0,6,64,11,0,3,13,3,3,0,0,0,36,74,65,53,52,80,48,39,7,7,433,195,89,86,126,86,40,24,11,0,652,78,26,35,59,53,81,76,47,18,474,7,8,8,15,12,15,9,8,8,89,43,23,19,37,23,10,15,12,0,172,57,26,31,67,69,62,57,32,3,418
50704,1209,1017,1052,979,1034,1013,745,596,557,8205,17197,13588,11595,12597,13945,13167,9607,5739,3243,100678,321,247,293,555,458,367,491,160,38,2925,828,715,403,818,1582,1994,2329,1776,944,11398,0,0,0,0,0,0,0,0,0,0,332,253,143,217,274,313,254,137,73,1984,40,40,33,27,14,20,8,7,3,181,4692,3385,1983,2868,3417,3310,2880,1650,752,24942,21,11,15,16,18,31,34,41,12,204,117,86,70,106,142,131,106,62,30,846,37,32,16,38,32,29,31,10,9,235,10,10,3,13,17,11,6,0,7,78,21,18,10,25,38,45,43,27,21,251,20,3,8,21,3,10,4,3,0,70,81,40,68,94,82,84,110,53,24,644,245,149,153,172,168,122,103,52,11,1181,246,144,133,204,293,332,434,282,164,2229,4,3,0,5,4,10,10,12,4,58,20,10,6,22,16,13,15,9,9,113,212,136,98,202,288,391,548,441,234,2557
50705,2429,1855,2146,1737,1745,1278,907,546,241,12871,27919,16726,18221,17199,17214,12417,8853,4851,1716,125112,159,103,158,305,252,164,83,18,3,1245,1485,1235,843,1369,2647,3211,2897,1980,729,16392,0,0,0,0,0,0,0,0,0,0,498,243,233,274,272,219,180,122,31,2061,0,0,0,0,0,0,0,0,0,0,4079,2342,2077,2742,2992,2717,1971,1116,296,20329,54,58,19,33,48,68,71,82,14,441,95,75,77,77,108,95,87,34,6,656,119,81,74,101,141,119,85,54,13,790,138,89,73,71,58,75,29,16,0,540,59,47,37,33,67,61,60,45,13,421,27,5,9,16,10,3,0,0,0,68,80,45,55,69,105,113,91,62,10,638,329,162,156,161,163,135,106,51,10,1271,265,169,142,175,271,396,347,238,73,2079,24,8,18,27,25,45,64,30,8,256,69,29,22,48,33,27,18,6,3,250,227,146,115,190,252,324,355,239,91,1939
50901,1201,652,845,870,963,1033,823,448,186,7026,11111,6195,6093,6839,8300,8632,6868,3661,1468,59170,54,33,56,86,97,94,62,18,8,506,498,300,253,442,901,1457,1786,1282,514,7418,0,0,0,0,0,0,0,0,0,0,459,247,258,228,256,259,270,166,78,2217,43,35,26,23,24,6,24,5,4,185,912,538,525,719,951,1083,966,511,203,6407,27,41,17,16,38,25,17,23,0,213,17,3,16,12,18,12,17,12,0,101,35,27,23,31,46,61,50,36,23,332,20,12,8,11,17,13,17,11,0,110,28,13,12,26,35,54,66,25,11,258,0,0,0,0,0,0,0,0,0,6,29,26,22,26,42,55,63,41,24,330,81,17,44,38,37,60,42,23,4,338,201,118,89,91,127,159,188,147,57,1178,0,0,5,3,12,21,36,20,5,102,38,28,31,31,15,29,29,24,11,238,92,63,42,76,169,338,382,318,134,1609
50902,1088,638,893,908,1011,1037,877,417,156,7025,10125,5290,5829,6471,8205,8864,6956,3227,964,55932,18,23,45,46,74,47,38,6,0,299,589,367,292,605,1134,1795,2083,1194,394,8451,0,0,0,0,0,0,0,0,0,0,117,54,51,73,79,83,95,62,14,643,93,55,76,46,21,37,14,5,4,354,1316,665,716,947,1166,1478,1269,646,203,8404,68,23,25,36,37,61,66,34,8,360,19,8,23,15,18,17,21,14,0,135,45,23,26,40,39,54,59,35,6,331,0,3,6,7,15,10,16,4,0,62,8,7,9,7,21,25,42,24,9,155,13,0,6,9,0,0,3,0,0,26,8,8,19,14,25,46,55,26,16,218,37,19,20,28,25,38,22,6,5,186,25,20,32,28,81,187,189,91,34,693,5,9,4,7,12,39,39,21,12,146,51,35,22,35,41,35,48,35,7,303,106,63,50,110,187,366,407,259,111,1647
50903,481,235,270,265,354,394,295,170,76,2535,4008,1758,2186,2370,2922,3123,2273,1191,413,20249,7,3,13,14,15,16,7,10,0,84,238,126,109,259,449,632,723,361,161,3061,0,0,0,0,0,0,0,0,0,0,81,36,33,58,52,75,75,40,8,456,0,0,0,0,0,0,0,0,0,0,475,184,279,348,379,425,329,193,63,2675,0,0,6,3,3,16,3,5,0,31,0,6,0,0,9,5,0,4,0,21,14,4,6,19,17,19,22,27,9,138,3,6,0,4,5,0,7,0,0,28,8,0,8,7,7,13,18,6,3,65,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,12,16,6,3,41,11,7,0,12,6,14,21,3,0,72,14,12,15,14,41,52,62,56,13,279,0,0,0,3,6,12,13,8,3,46,14,7,13,4,20,11,10,5,6,82,41,25,22,50,107,149,181,127,62,761
51001,1296,706,1101,899,710,536,249,86,29,5613,8378,4309,6090,5119,4555,3755,1578,463,120,34363,30,22,45,72,62,47,14,4,0,294,177,101,119,181,305,365,248,102,15,1617,0,0,0,0,0,0,0,0,0,0,65,29,62,43,47,43,23,3,0,309,0,0,0,0,0,0,0,0,0,0,1813,992,1131,1107,964,804,403,133,32,7379,7,3,3,7,10,7,4,0,0,42,6,4,6,11,4,3,0,0,0,41,11,8,12,20,11,10,4,0,0,75,0,0,5,0,4,5,4,0,0,19,0,0,14,12,10,18,5,0,0,60,0,0,0,0,0,0,0,0,0,9,305,204,148,181,164,143,77,20,4,1244,172,99,85,93,80,52,19,7,0,610,18,19,18,25,24,43,38,20,3,210,3,0,5,3,4,3,0,0,0,18,18,15,12,21,15,0,7,0,0,85,112,54,70,74,91,97,69,22,8,592
51002,795,468,1326,933,802,446,100,32,13,4913,5036,2583,6208,4604,3729,2177,557,128,38,25054,47,15,61,99,62,25,10,0,0,327,197,78,156,247,270,279,77,18,3,1330,0,0,0,0,0,0,0,0,0,0,103,55,49,65,57,55,25,6,0,414,0,0,0,0,0,0,0,0,0,0,805,345,671,788,640,449,138,40,11,3883,14,10,7,7,10,7,0,0,0,60,16,11,11,25,19,17,5,0,0,104,22,14,15,18,24,12,0,0,0,108,19,9,14,13,12,11,0,0,0,87,40,30,37,36,13,19,9,0,0,185,4,0,0,6,0,0,0,0,0,11,14,9,16,26,20,20,3,0,0,99,70,26,38,59,36,33,0,0,0,258,17,8,20,25,35,40,16,5,0,158,0,0,0,0,3,0,0,0,0,8,46,39,27,31,35,13,6,4,0,200,31,19,32,50,43,58,18,5,0,255
51003,806,522,1557,1310,1020,535,115,16,3,5886,7027,3220,8042,7038,5417,2985,629,111,26,34499,69,44,83,125,67,41,5,0,0,436,238,114,166,316,383,376,127,51,5,1769,0,0,0,0,0,0,0,0,0,0,108,38,70,71,65,26,7,9,0,393,0,0,0,0,0,0,0,0,0,0,1148,400,671,925,715,455,123,26,3,4467,0,6,0,6,12,0,7,0,0,39,21,10,24,26,14,19,0,0,0,110,25,0,12,14,14,6,4,3,0,78,19,8,22,10,16,6,7,0,0,81,16,4,4,7,14,8,5,0,0,63,0,0,3,0,0,0,0,0,0,3,16,8,14,20,24,8,6,6,0,99,26,10,15,16,18,16,3,0,0,98,26,3,17,31,32,59,11,5,0,181,0,0,3,6,6,3,4,0,0,21,8,7,11,12,10,11,8,5,0,70,40,15,41,53,75,56,17,0,0,300
51101,418,245,277,273,339,298,215,95,41,2208,3236,1830,1851,1979,2338,2067,1610,790,276,15973,23,5,12,24,16,11,7,0,0,101,134,72,70,110,258,377,338,269,106,1738,0,0,0,0,0,0,0,0,0,0,50,16,27,25,23,45,28,14,3,233,0,0,0,4,0,0,0,0,0,4,287,149,177,208,300,268,235,169,44,1841,6,9,8,3,6,9,10,6,5,44,0,0,3,0,5,5,0,0,0,20,19,11,7,24,11,13,14,10,6,121,0,0,0,0,0,0,0,0,0,8,34,9,9,19,24,24,36,19,4,185,5,0,0,3,0,0,0,0,0,7,3,14,0,5,13,15,24,10,3,91,15,6,3,14,19,17,19,11,4,107,27,7,8,16,33,42,59,38,11,240,0,0,0,0,0,4,3,3,0,21,11,0,4,15,8,13,4,6,3,74,45,11,13,29,60,106,103,73,34,473
51102,283,135,229,217,204,177,106,40,19,1420,1940,925,1352,1325,1399,1247,889,309,88,9485,20,10,12,28,44,20,19,0,0,158,54,35,36,68,132,202,198,100,20,843,0,0,0,0,0,0,0,0,0,0,18,7,12,4,10,3,8,0,3,74,0,0,0,0,0,0,0,0,0,0,243,161,208,202,269,274,197,95,18,1674,18,16,8,9,15,19,17,9,3,112,0,0,4,3,0,3,4,0,0,26,9,3,3,0,4,11,5,4,3,36,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,5,0,17,0,0,0,0,0,0,0,0,0,0,3,7,4,3,8,4,4,8,0,46,4,0,0,9,8,4,0,3,0,34,14,0,11,7,3,17,24,15,10,98,0,0,0,0,0,0,3,7,0,7,3,3,0,4,4,3,0,0,0,24,21,4,8,11,17,25,20,12,0,115
51103,1244,748,1216,944,876,686,293,112,34,6153,8679,4905,7082,5808,5610,4213,1901,715,177,39094,36,29,77,102,76,45,17,4,0,385,249,147,193,270,480,619,393,173,40,2571,0,0,0,0,0,0,0,0,0,0,123,82,79,71,94,96,43,12,4,603,4,3,0,0,0,4,0,0,0,14,1205,694,850,904,890,850,480,185,66,6131,78,40,39,36,55,52,35,13,3,354,9,5,9,17,27,12,9,4,5,96,21,12,10,19,36,28,20,8,5,151,86,37,47,38,19,32,17,0,0,269,25,25,14,19,29,25,21,6,4,174,3,0,3,0,0,4,0,0,0,12,49,29,38,57,45,47,29,15,3,303,69,35,31,55,42,33,15,4,0,292,35,18,29,37,66,108,78,41,10,417,9,4,0,7,4,8,17,0,0,56,41,26,15,23,30,17,7,9,0,170,61,32,32,54,72,121,99,32,4,519
51104,1152,718,940,908,944,859,586,264,92,6459,10663,6203,6469,6788,7941,7357,5187,2549,864,54012,54,47,56,100,91,66,38,6,3,453,445,355,280,531,1089,1480,1601,935,363,7078,0,0,0,0,0,0,0,0,0,0,94,53,34,56,77,68,50,28,4,454,0,0,0,0,0,0,0,0,0,0,2176,1296,1052,1194,1612,1588,1250,712,239,11110,11,4,9,5,5,18,16,10,5,84,7,3,9,11,17,16,10,12,3,87,35,15,25,23,47,37,44,28,4,274,3,7,5,3,10,7,12,0,0,49,21,14,4,18,36,50,45,26,8,227,0,0,3,0,0,0,0,0,0,5,28,6,14,16,22,44,49,27,12,223,141,49,39,91,89,105,61,23,4,603,16,5,17,32,53,117,149,79,22,488,8,3,8,4,10,19,32,13,4,87,80,46,35,44,43,59,31,13,13,377,89,64,48,87,142,241,287,178,45,1185
59797,0,3,33,23,25,8,6,0,0,92,0,23,124,123,104,44,7,3,0,431,0,0,0,3,4,0,0,0,0,11,0,0,0,5,10,3,6,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,6,32,27,12,3,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
