SA3_CODE_2021,C11_CFNC_BF_Neg_ni_inc,C11_CFNC_BF_1_149,C11_CFNC_BF_150_399,C11_CFNC_BF_400_649,C11_CFNC_BF_650_799,C11_CFNC_BF_800_1249,C11_CFNC_BF_1250_1999,C11_CFNC_BF_2000_2499,C11_CFNC_BF_2500_2999,C11_CFNC_BF_3000_3999,C11_CFNC_BF_4000more,C11_CFNC_BF_Ns,C11_CFNC_BF_Tot,C11_CFNC_BPT_Neg_ni_inc,C11_CFNC_BPT_1_149,C11_CFNC_BPT_150_399,C11_CFNC_BPT_400_649,C11_CFNC_BPT_650_799,C11_CFNC_BPT_800_1249,C11_CFNC_BPT_1250_1999,C11_CFNC_BPT_2000_2499,C11_CFNC_BPT_2500_2999,C11_CFNC_BPT_3000_3999,C11_CFNC_BPT_4000more,C11_CFNC_BPT_Ns,C11_CFNC_BPT_Tot,C11_CFNC_1F1P_Neg_ni_inc,C11_CFNC_1F1P_1_149,C11_CFNC_1F1P_150_399,C11_CFNC_1F1P_400_649,C11_CFNC_1F1P_650_799,C11_CFNC_1F1P_800_1249,C11_CFNC_1F1P_1250_1999,C11_CFNC_1F1P_2000_2499,C11_CFNC_1F1P_2500_2999,C11_CFNC_1F1P_3000_3999,C11_CFNC_1F1P_4000more,C11_CFNC_1F1P_Ns,C11_CFNC_1F1P_Tot,C11_CFNC_1E1A_Neg_ni_inc,C11_CFNC_1E1A_1_149,C11_CFNC_1E1A_150_399,C11_CFNC_1E1A_400_649,C11_CFNC_1E1A_650_799,C11_CFNC_1E1A_800_1249,C11_CFNC_1E1A_1250_1999,C11_CFNC_1E1A_2000_2499,C11_CFNC_1E1A_2500_2999,C11_CFNC_1E1A_3000_3999,C11_CFNC_1E1A_4000more,C11_CFNC_1E1A_Ns,C11_CFNC_1E1A_Tot,C11_CFNC_1F1NW_Neg_ni_inc,C11_CFNC_1F1NW_1_149,C11_CFNC_1F1NW_150_399,C11_CFNC_1F1NW_400_649,C11_CFNC_1F1NW_650_799,C11_CFNC_1F1NW_800_1249,C11_CFNC_1F1NW_1250_1999,C11_CFNC_1F1NW_2000_2499,C11_CFNC_1F1NW_2500_2999,C11_CFNC_1F1NW_3000_3999,C11_CFNC_1F1NW_4000more,C11_CFNC_1F1NW_Ns,C11_CFNC_1F1NW_Tot,C11_CFNC_1P1NW_Neg_ni_inc,C11_CFNC_1P1NW_1_149,C11_CFNC_1P1NW_150_399,C11_CFNC_1P1NW_400_649,C11_CFNC_1P1NW_650_799,C11_CFNC_1P1NW_800_1249,C11_CFNC_1P1NW_1250_1999,C11_CFNC_1P1NW_2000_2499,C11_CFNC_1P1NW_2500_2999,C11_CFNC_1P1NW_3000_3999,C11_CFNC_1P1NW_4000more,C11_CFNC_1P1NW_Ns,C11_CFNC_1P1NW_Tot,C11_CFNC_1A1NW_Neg_ni_inc,C11_CFNC_1A1NW_1_149,C11_CFNC_1A1NW_150_399,C11_CFNC_1A1NW_400_649,C11_CFNC_1A1NW_650_799,C11_CFNC_1A1NW_800_1249,C11_CFNC_1A1NW_1250_1999,C11_CFNC_1A1NW_2000_2499,C11_CFNC_1A1NW_2500_2999,C11_CFNC_1A1NW_3000_3999,C11_CFNC_1A1NW_4000more,C11_CFNC_1A1NW_Ns,C11_CFNC_1A1NW_Tot,C11_CFNC_BA_Neg_ni_inc,C11_CFNC_BA_1_149,C11_CFNC_BA_150_399,C11_CFNC_BA_400_649,C11_CFNC_BA_650_799,C11_CFNC_BA_800_1249,C11_CFNC_BA_1250_1999,C11_CFNC_BA_2000_2499,C11_CFNC_BA_2500_2999,C11_CFNC_BA_3000_3999,C11_CFNC_BA_4000more,C11_CFNC_BA_Ns,C11_CFNC_BA_Tot,C11_CFNC_BNW_Neg_ni_inc,C11_CFNC_BNW_1_149,C11_CFNC_BNW_150_399,C11_CFNC_BNW_400_649,C11_CFNC_BNW_650_799,C11_CFNC_BNW_800_1249,C11_CFNC_BNW_1250_1999,C11_CFNC_BNW_2000_2499,C11_CFNC_BNW_2500_2999,C11_CFNC_BNW_3000_3999,C11_CFNC_BNW_4000more,C11_CFNC_BNW_Ns,C11_CFNC_BNW_Tot,C11_CFNC_LFns_Neg_ni_inc,C11_CFNC_LFns_1_149,C11_CFNC_LFns_150_399,C11_CFNC_LFns_400_649,C11_CFNC_LFns_650_799,C11_CFNC_LFns_800_1249,C11_CFNC_LFns_1250_1999,C11_CFNC_LFns_2000_2499,C11_CFNC_LFns_2500_2999,C11_CFNC_LFns_3000_3999,C11_CFNC_LFns_4000more,C11_CFNC_LFns_Ns,C11_CFNC_LFns_Tot,C11_CFNC_Tot_Neg_ni_inc,C11_CFNC_Tot_1_149,C11_CFNC_Tot_150_399,C11_CFNC_Tot_400_649,C11_CFNC_Tot_650_799,C11_CFNC_Tot_800_1249,C11_CFNC_Tot_1250_1999,C11_CFNC_Tot_2000_2499,C11_CFNC_Tot_2500_2999,C11_CFNC_Tot_3000_3999,C11_CFNC_Tot_4000more,C11_CFNC_Tot_Ns,C11_CFNC_Tot_Tot,C11_CF_BFT_Neg_ni_inc,C11_CF_BFT_1_149,C11_CF_BFT_150_399,C11_CF_BFT_400_649,C11_CF_BFT_650_799,C11_CF_BFT_800_1249,C11_CF_BFT_1250_1999,C11_CF_BFT_2000_2499,C11_CF_BFT_2500_2999,C11_CF_BFT_3000_3999,C11_CF_BFT_4000more,C11_CF_BFT_Ns,C11_CF_BFT_Tot,C11_CF_BPT_Neg_ni_inc,C11_CF_BPT_1_149,C11_CF_BPT_150_399,C11_CF_BPT_400_649,C11_CF_BPT_650_799,C11_CF_BPT_800_1249,C11_CF_BPT_1250_1999,C11_CF_BPT_2000_2499,C11_CF_BPT_2500_2999,C11_CF_BPT_3000_3999,C11_CF_BPT_4000more,C11_CF_BPT_Ns,C11_CF_BPT_Tot,C11_CF_1F1P_Neg_ni_inc,C11_CF_1F1P_1_149,C11_CF_1F1P_150_399,C11_CF_1F1P_400_649,C11_CF_1F1P_650_799,C11_CF_1F1P_800_1249,C11_CF_1F1P_1250_1999,C11_CF_1F1P_2000_2499,C11_CF_1F1P_2500_2999,C11_CF_1F1P_3000_3999,C11_CF_1F1P_4000more,C11_CF_1F1P_Ns,C11_CF_1F1P_Tot,C11_CF_1E1A_Neg_ni_inc,C11_CF_1E1A_1_149,C11_CF_1E1A_150_399,C11_CF_1E1A_400_649,C11_CF_1E1A_650_799,C11_CF_1E1A_800_1249,C11_CF_1E1A_1250_1999,C11_CF_1E1A_2000_2499,C11_CF_1E1A_2500_2999,C11_CF_1E1A_3000_3999,C11_CF_1E1A_4000more,C11_CF_1E1A_Ns,C11_CF_1E1A_Tot,C11_CF_1F1NW_Neg_ni_inc,C11_CF_1F1NW_1_149,C11_CF_1F1NW_150_399,C11_CF_1F1NW_400_649,C11_CF_1F1NW_650_799
50502,7,0,0,6,8,122,826,1213,638,1294,719,54,4905,7,0,11,58,78,238,221,78,31,67,24,9,821,9,0,4,17,39,313,778,469,232,447,109,31,2440,3,0,3,11,11,60,99,86,64,90,40,18,482,18,0,10,65,112,418,473,102,289,97,38,51,1674,8,14,60,179,151,309,197,59,54,39,20,41,1132,6,0,11,19,14,61,36,8,21,6,0,13,196,3,0,0,4,4,12,38,43,29,44,15,8,201,167,15,339,1919,839,1270,523,119,60,54,50,198,5565,8,0,7,54,13,25,8,3,3,4,0,1348,1488,233,31,446,2328,1271,2826,3211,2174,1427,2144,1020,1790,18903,13,6,5,8,6,81,432,428,347,764,721,289,3095,7,0,6,21,22,120,186,112,54,93,60,71,751,18,10,9,19,33,320,1147,985,933,1502,577,374,5933,4,3,4,5,6,52,167,136,152,193,124,86,920,13,8,22,75,144
50503,11,0,0,8,4,103,831,1199,537,789,220,59,3755,5,0,11,25,47,150,127,45,18,24,3,10,474,6,0,7,12,23,255,705,373,140,227,30,27,1799,0,0,0,0,5,54,112,84,44,72,15,16,402,3,5,7,46,104,349,433,77,223,34,18,51,1345,3,3,44,154,138,166,97,12,16,7,3,24,664,0,0,3,23,21,32,35,6,34,6,0,17,180,0,0,0,8,0,20,39,37,14,28,13,14,172,133,10,233,1368,581,725,193,48,18,21,14,126,3454,3,0,7,29,11,9,5,5,0,0,0,1039,1109,161,15,319,1669,935,1863,2579,1879,1044,1210,306,1382,13353,13,4,9,15,13,82,589,803,561,892,429,356,3772,4,0,4,17,28,152,202,106,72,57,22,61,732,19,13,17,23,41,432,1959,1304,787,975,237,379,6184,4,0,4,7,6,57,246,187,165,182,69,80,1006,30,10,19,68,184
50601,4,0,0,3,4,51,414,496,199,270,89,27,1553,0,0,8,12,25,71,53,22,11,13,3,3,218,3,0,0,11,17,144,330,181,93,91,11,9,890,0,0,0,0,4,24,55,39,26,30,4,8,193,3,0,3,32,62,223,246,43,114,26,3,25,780,0,3,15,74,62,92,35,12,12,9,0,23,335,0,0,3,12,3,23,18,4,8,0,0,5,72,0,0,0,0,5,11,20,10,10,10,0,11,78,35,3,93,691,291,318,97,14,14,6,10,49,1626,0,0,4,11,8,12,4,3,0,0,0,456,504,48,9,124,854,474,967,1277,826,487,450,126,615,6261,3,0,5,0,10,25,233,248,186,296,152,129,1293,6,0,0,0,12,31,74,24,10,23,13,14,208,0,0,6,11,9,168,596,405,245,316,101,163,2021,0,0,0,5,4,33,74,58,51,51,16,39,329,3,10,10,14,64
50602,13,0,0,3,9,40,365,541,317,554,312,21,2181,3,0,14,18,46,82,50,30,8,9,4,0,265,0,0,0,3,15,139,327,169,107,165,35,6,966,0,0,0,7,0,21,37,33,23,39,9,7,181,0,0,7,27,76,192,231,24,127,32,18,23,756,10,0,29,65,53,93,48,9,14,3,0,9,339,0,0,0,9,11,17,15,0,18,6,0,5,64,0,0,0,0,0,4,12,10,11,14,8,7,82,71,6,109,599,199,253,77,11,6,9,8,59,1412,0,0,3,15,0,9,0,0,0,0,0,559,596,97,9,159,744,404,845,1163,831,638,840,402,700,6840,7,0,3,7,0,26,158,185,143,251,168,85,1035,3,0,3,8,18,50,53,40,12,28,6,11,237,5,4,4,12,10,101,376,292,216,280,82,69,1441,0,0,0,3,9,20,47,67,43,75,37,29,320,7,4,7,19,58
50603,6,0,0,6,5,62,353,507,268,424,179,17,1833,6,0,13,37,48,120,89,41,11,32,6,4,398,3,0,6,5,13,144,390,228,117,144,29,12,1095,0,0,3,6,8,27,55,42,26,26,10,6,202,7,0,6,24,72,235,290,60,142,33,14,27,901,3,3,50,99,96,169,72,17,21,5,3,9,556,4,0,6,13,7,20,24,10,16,5,0,3,107,0,0,0,5,6,9,18,15,11,13,8,6,90,107,11,151,786,413,527,159,30,16,15,14,81,2313,6,0,5,15,8,14,7,0,0,0,0,546,595,136,17,249,1005,665,1325,1455,950,633,693,256,706,8090,3,6,0,6,3,46,276,363,292,513,363,176,2047,0,0,3,17,25,91,95,47,25,41,21,33,391,3,0,4,11,18,149,699,540,416,637,216,186,2881,0,0,0,5,4,20,88,61,58,83,54,53,423,5,9,18,29,87
50604,8,0,6,9,12,83,566,787,345,445,107,31,2398,0,0,7,24,30,92,84,32,20,11,9,8,326,6,0,5,13,27,206,567,256,102,129,16,26,1339,0,0,0,3,9,30,96,61,33,25,15,13,293,4,0,0,38,113,370,365,45,120,25,7,39,1124,8,7,25,132,102,135,71,11,4,0,0,23,523,0,0,0,9,15,45,30,0,12,3,0,15,131,0,0,0,3,4,10,30,34,12,7,10,12,121,97,13,170,1076,443,471,122,18,9,4,5,85,2521,0,0,3,21,10,13,5,6,0,0,0,709,775,129,26,222,1323,754,1467,1948,1234,652,659,169,960,9552,3,3,3,0,6,52,424,571,400,552,258,239,2523,0,0,0,7,19,87,109,54,34,30,15,43,401,4,3,10,9,22,298,1127,754,422,523,128,218,3514,0,0,0,4,8,33,147,143,80,85,31,57,591,16,8,21,66,137
50605,4,0,3,4,7,38,245,408,204,270,101,18,1301,0,0,0,15,19,72,57,25,9,15,10,0,225,3,0,6,15,9,92,279,167,93,131,18,11,815,0,0,3,5,4,16,53,26,21,15,13,7,165,5,0,3,18,48,149,208,32,123,43,11,20,652,4,0,18,64,49,120,45,15,17,7,3,13,353,0,0,3,3,5,17,18,7,11,0,3,3,73,0,0,0,0,0,8,15,12,3,14,5,6,66,45,9,112,619,321,459,162,26,22,16,11,52,1858,0,0,0,19,9,7,7,0,0,0,0,474,511,64,13,151,744,470,986,1085,721,504,506,174,606,6021,3,0,5,0,4,28,143,242,195,338,223,131,1306,0,0,0,6,5,31,63,38,16,25,6,25,214,9,3,3,9,16,116,531,423,316,384,140,169,2112,0,0,0,0,0,20,58,63,48,61,23,33,310,3,9,0,5,25
50606,3,0,0,0,3,12,76,135,72,84,32,10,439,0,0,0,3,7,26,27,7,0,0,6,0,85,0,0,0,5,8,28,88,69,23,36,3,9,267,0,0,0,0,0,10,12,9,5,9,0,9,52,0,0,0,10,18,53,60,11,41,0,0,8,207,0,3,5,31,20,17,13,5,10,6,5,7,119,0,0,0,0,9,3,9,9,6,0,0,3,39,0,0,0,0,0,0,10,0,0,0,0,4,19,15,0,39,179,74,80,26,9,3,0,0,13,439,0,0,0,5,0,0,0,0,0,0,0,166,179,21,0,59,232,136,244,322,253,167,141,54,217,1850,0,0,0,6,3,10,66,74,57,91,62,59,429,0,0,0,0,0,7,27,17,5,6,0,9,82,0,0,0,5,7,46,207,145,95,127,27,75,734,0,0,0,0,0,10,33,19,10,11,4,16,97,5,0,0,4,13
50607,0,0,0,3,6,17,174,262,149,376,290,6,1284,0,0,8,10,9,46,64,32,13,16,15,0,221,0,0,5,3,3,58,154,127,86,146,48,5,635,0,0,0,3,6,11,26,17,16,42,15,3,137,0,0,5,4,23,84,122,31,167,35,21,14,502,5,3,9,31,30,65,62,22,11,23,9,4,260,0,0,4,3,0,10,6,0,13,3,3,0,45,0,0,0,0,0,4,3,10,8,7,7,4,42,42,7,30,217,144,219,148,41,32,21,19,29,937,0,0,0,4,0,3,0,0,0,0,0,373,388,52,9,60,277,218,514,754,540,494,671,431,443,4458,0,0,4,0,0,14,36,67,70,194,258,66,712,0,0,0,6,3,20,15,21,7,26,23,9,137,3,0,0,0,3,25,115,136,205,383,191,95,1162,0,0,3,0,0,3,11,17,31,53,34,10,171,0,3,3,4,17
50701,5,0,0,5,6,70,428,746,376,602,213,24,2479,3,0,9,12,23,78,66,23,18,12,9,5,263,0,0,0,13,15,151,401,263,129,165,26,22,1190,5,0,0,3,8,19,60,52,33,59,16,8,262,4,0,3,17,67,201,309,41,150,29,11,36,870,0,4,23,104,83,110,69,13,13,12,0,13,439,0,0,0,13,7,27,23,5,18,3,0,7,104,0,0,0,0,0,7,16,17,15,22,7,9,83,83,12,148,881,326,363,125,27,11,8,3,87,2066,3,0,13,13,5,8,3,3,0,0,0,679,724,100,13,197,1062,534,1038,1504,1183,753,915,295,885,8485,8,0,4,3,10,39,258,378,295,484,299,192,1969,0,3,6,4,11,54,138,61,24,37,15,38,380,7,4,8,6,20,207,923,735,552,673,197,250,3562,0,0,3,4,0,28,136,125,80,132,38,48,595,12,3,8,30,70
50702,0,0,0,3,0,19,99,157,106,266,198,6,861,0,0,6,3,12,47,47,21,18,19,8,3,183,0,0,0,0,3,55,119,86,60,122,32,5,484,0,0,0,0,3,11,17,18,10,34,13,3,112,0,0,0,11,13,61,86,30,92,31,16,9,343,0,0,10,30,33,64,41,8,21,10,10,7,243,0,0,0,4,5,7,14,5,7,5,0,5,47,0,0,0,0,0,3,6,7,6,15,9,3,43,22,4,73,353,150,183,93,32,22,15,8,42,992,4,0,3,9,3,3,0,0,0,0,0,346,364,31,11,93,412,217,459,527,367,344,511,291,419,3676,0,0,0,0,0,5,38,59,58,154,148,61,530,0,0,0,8,3,17,38,27,18,23,12,12,161,4,3,0,0,7,51,168,174,197,310,125,79,1104,0,0,0,0,0,7,20,30,27,50,32,15,181,3,0,0,10,11
50703,3,0,0,0,0,23,182,214,86,104,25,12,655,0,0,5,0,9,27,22,7,0,0,0,0,72,0,0,0,5,6,60,141,84,29,37,3,0,369,0,0,0,0,9,5,33,19,13,14,0,8,89,4,0,0,10,31,101,111,11,31,12,0,9,330,0,3,10,24,16,28,19,4,5,3,0,0,112,0,0,0,0,4,13,3,0,0,0,0,3,31,0,0,0,0,0,4,12,8,3,0,4,0,32,18,0,38,336,112,116,22,0,0,0,0,35,690,5,0,0,7,4,4,0,0,0,0,0,234,261,29,7,46,384,191,383,557,349,169,174,35,303,2635,4,0,0,0,0,17,94,153,74,88,47,60,539,0,0,0,4,3,20,30,16,3,9,0,7,94,3,0,0,3,3,94,294,155,95,113,21,63,839,0,0,0,0,0,13,55,39,29,25,4,13,173,0,5,3,3,34
50704,0,0,5,5,0,42,253,468,280,588,408,25,2069,3,0,12,26,35,107,119,58,34,49,30,4,480,3,0,0,10,10,127,317,232,190,324,95,11,1323,0,0,0,4,8,17,39,43,32,56,30,7,243,7,0,0,14,44,172,277,77,281,68,36,32,1005,10,0,22,91,96,196,164,30,55,31,15,15,738,0,0,5,10,13,20,24,0,20,8,0,12,107,0,0,5,0,5,7,9,17,8,16,8,4,85,99,11,163,859,507,891,398,112,55,52,67,119,3330,0,0,4,22,4,20,3,0,3,0,0,683,749,124,13,217,1039,726,1585,1605,1043,950,1197,699,907,10117,8,0,0,3,3,33,155,253,263,663,700,221,2304,0,0,3,8,10,48,96,56,65,80,60,39,457,5,0,5,13,14,143,586,648,687,1193,532,310,4139,0,0,0,0,0,23,67,63,89,148,93,58,550,12,3,4,12,45
50705,10,0,4,3,11,59,478,620,341,494,134,38,2188,5,0,10,20,24,98,71,31,16,11,5,8,293,6,0,5,6,29,178,456,268,152,162,18,24,1310,0,0,0,5,4,25,75,71,35,53,11,13,298,3,0,7,21,70,257,431,43,241,29,15,41,1161,0,3,31,111,89,136,76,7,14,3,3,15,501,0,0,3,12,16,21,35,17,25,3,0,15,139,0,0,4,5,0,11,26,32,9,19,3,6,110,92,13,186,1300,613,661,191,21,24,13,5,112,3224,3,0,0,33,12,18,3,0,4,0,0,1047,1119,120,12,248,1519,862,1467,1844,1111,851,796,202,1316,10347,12,7,6,4,3,34,240,465,376,623,316,208,2285,3,0,5,8,5,39,90,48,41,26,13,20,302,0,0,7,9,12,206,968,728,545,664,158,244,3547,0,0,0,6,0,32,125,130,78,131,40,47,597,11,8,6,17,57
50901,39,3,16,34,28,139,388,305,111,141,56,32,1301,12,3,8,33,35,123,79,37,11,13,3,6,361,13,6,15,27,38,225,343,134,56,70,20,10,960,3,0,6,9,5,42,59,29,12,11,4,3,179,6,5,9,41,69,158,148,20,37,11,3,23,524,3,3,35,113,70,135,54,15,9,10,3,16,461,0,0,0,12,17,23,16,10,12,0,3,6,105,0,0,0,0,4,23,39,8,7,10,0,3,97,54,10,140,794,315,456,180,32,27,16,11,81,2105,5,0,0,20,10,5,0,0,0,0,0,507,546,127,24,228,1092,591,1321,1316,593,275,286,109,687,6636,15,0,11,22,14,60,221,209,96,141,55,128,969,3,0,0,8,17,92,96,31,15,17,11,24,320,4,4,15,34,19,238,583,298,129,163,58,125,1681,0,0,3,3,9,46,89,36,39,27,11,25,281,7,4,16,35,66
50902,44,0,17,43,39,153,375,308,135,157,66,40,1373,8,4,14,36,41,63,69,26,16,13,11,10,310,8,0,21,27,53,201,381,177,68,78,23,15,1048,3,0,0,7,4,39,54,24,17,17,7,0,169,9,0,13,36,71,180,203,26,86,17,3,23,666,6,9,39,108,98,110,38,4,8,5,0,19,439,3,5,3,14,4,29,19,6,20,0,0,16,101,0,0,4,7,8,14,25,13,3,10,5,14,101,74,6,149,883,262,340,126,44,20,5,19,77,2003,0,0,4,18,12,13,4,0,3,0,3,649,716,153,19,263,1182,590,1134,1293,630,365,299,138,871,6935,11,3,16,15,22,68,210,156,130,139,54,171,992,0,0,6,6,10,46,54,23,17,8,6,24,194,9,3,19,33,47,223,484,236,130,121,54,181,1550,3,0,0,7,0,24,51,50,35,30,7,37,250,7,0,13,34,79
50903,25,0,22,33,31,69,168,132,56,73,32,18,664,5,0,10,15,23,24,35,11,9,6,7,9,138,15,0,5,20,16,99,153,64,19,34,12,9,430,0,0,3,0,3,12,31,13,9,9,0,6,90,6,0,4,8,36,64,61,10,17,0,0,12,231,0,0,12,28,23,31,16,6,0,7,0,3,125,0,0,3,4,0,5,12,3,5,0,0,4,37,3,0,0,3,3,9,9,3,3,4,0,10,58,14,4,51,216,87,102,42,6,3,4,0,22,547,0,0,0,10,4,4,0,0,0,0,0,227,250,72,10,109,341,221,424,526,246,122,137,57,316,2570,15,0,9,9,10,46,83,53,25,42,34,92,410,0,0,0,5,0,14,19,0,5,0,0,15,63,6,0,5,18,33,128,207,92,56,52,23,76,705,0,0,0,0,0,15,28,8,13,9,0,15,93,0,0,12,28,43
51001,5,0,0,0,3,30,180,248,135,233,90,16,939,0,0,6,5,7,23,19,12,0,7,0,4,85,0,0,0,0,0,32,94,79,31,58,11,8,311,3,0,0,0,0,7,14,21,19,20,5,4,99,3,0,3,15,15,55,55,19,37,17,0,9,230,0,0,10,16,11,15,13,4,0,0,0,0,64,0,0,0,3,4,4,0,3,0,0,0,4,22,0,0,0,0,0,0,7,4,4,13,6,5,47,24,0,42,107,40,55,23,3,4,0,5,16,325,0,0,3,0,0,6,4,4,4,0,0,270,286,39,4,66,154,81,222,408,392,237,356,123,331,2410,0,0,4,0,9,15,95,97,89,114,71,84,583,0,0,4,19,18,23,21,14,4,6,3,9,121,3,0,0,12,9,60,168,133,73,99,22,38,616,0,0,0,8,0,11,30,23,24,33,10,13,155,0,0,8,26,22
51002,3,0,0,3,0,10,42,76,84,323,200,14,758,0,0,0,0,0,6,3,4,6,4,6,0,23,0,0,0,0,0,7,19,25,27,87,18,5,186,0,0,0,0,0,0,4,10,5,23,24,3,64,0,0,0,0,4,15,38,8,72,8,10,9,164,0,0,6,0,0,8,4,0,0,0,0,0,19,0,0,0,0,0,0,0,4,6,4,0,5,16,0,0,0,0,0,0,0,7,0,6,10,0,26,5,0,3,16,9,6,5,3,3,0,0,4,61,0,0,0,0,0,0,0,0,0,0,0,164,161,7,0,10,29,16,44,116,136,198,463,255,211,1486,4,0,5,3,0,4,13,36,48,182,222,52,566,0,0,0,4,4,0,3,4,4,7,7,7,34,3,0,5,0,0,4,37,42,114,171,57,34,465,0,0,0,0,0,0,9,10,24,41,30,9,123,0,0,3,0,4
51003,7,0,0,0,3,6,69,103,112,388,362,15,1065,0,0,0,0,0,3,3,0,0,5,0,0,21,0,0,0,0,0,9,50,44,43,108,30,0,289,0,0,0,0,0,0,7,5,9,27,29,7,78,0,0,0,0,4,21,36,13,106,19,13,9,214,0,0,0,9,0,3,3,3,4,5,0,0,20,0,0,0,0,5,0,7,0,8,0,0,4,27,0,0,0,0,0,0,5,0,0,17,16,6,44,6,0,9,29,6,6,7,3,0,3,0,6,81,0,0,0,6,3,0,0,0,0,0,0,187,197,14,0,18,45,24,56,188,178,278,569,440,222,2034,5,0,0,0,3,5,19,46,69,221,285,71,720,0,0,0,0,0,0,7,5,8,4,0,0,38,0,3,4,0,0,11,75,75,179,332,99,52,842,0,0,0,0,0,4,14,14,41,60,52,9,192,0,0,5,0,7
51101,5,0,0,0,8,30,90,93,30,67,21,6,350,0,0,0,7,5,30,24,8,4,9,0,4,94,4,0,5,9,10,45,105,46,16,23,3,8,274,0,0,0,3,3,7,11,8,3,8,0,0,57,0,0,3,5,17,48,52,7,26,3,0,10,169,3,0,7,24,13,29,14,4,6,0,0,7,108,0,0,0,10,6,5,0,0,0,0,0,6,25,0,0,3,0,0,6,5,9,6,9,0,5,30,7,0,32,151,57,72,39,16,8,0,4,18,412,4,0,0,4,0,0,5,0,0,0,0,153,166,30,6,48,214,118,276,347,189,99,122,32,208,1681,11,0,3,7,8,22,76,49,37,43,23,56,335,0,0,0,4,4,11,24,7,6,0,4,5,61,5,0,3,8,15,57,156,99,62,72,18,42,536,0,0,0,0,0,13,27,17,12,11,0,10,88,0,0,3,11,12
51102,8,0,3,4,6,22,76,58,38,55,21,9,299,0,0,5,0,3,18,14,4,0,0,0,0,43,0,0,0,5,0,12,52,27,8,16,0,0,131,0,0,0,0,0,7,9,6,4,4,0,6,28,0,0,0,4,10,24,23,3,13,5,0,0,82,0,0,5,17,9,12,4,0,0,0,0,4,50,0,0,0,3,5,3,8,0,0,3,0,0,20,0,0,0,0,0,5,3,0,3,0,0,0,21,9,0,14,88,33,58,21,0,0,0,6,11,249,0,0,0,0,0,0,3,0,0,0,0,86,95,18,0,22,126,65,159,202,103,61,92,26,120,1015,7,0,4,3,6,15,41,39,24,34,14,34,212,0,0,0,0,6,3,8,5,4,6,0,0,27,0,0,0,0,4,18,74,36,28,26,3,12,203,0,0,0,0,0,3,10,7,9,8,7,7,47,3,5,0,3,5
51103,6,0,0,4,6,44,180,277,203,423,178,30,1357,0,0,7,3,8,15,16,6,3,9,0,0,75,0,0,0,6,5,39,129,83,60,111,6,17,461,4,0,0,0,0,5,24,22,10,21,5,8,99,0,0,4,9,25,88,133,22,105,24,7,21,440,0,0,11,31,19,18,11,9,4,0,0,0,104,0,0,4,7,7,16,18,0,4,0,0,3,63,4,0,0,4,0,9,9,3,4,5,0,9,50,10,0,29,152,46,58,13,4,3,3,0,17,343,0,0,3,4,0,0,0,0,0,0,0,318,326,28,5,70,215,112,293,535,434,399,598,207,425,3320,4,0,0,0,0,14,84,143,126,300,186,99,954,0,0,3,7,4,12,7,13,12,10,0,13,81,0,0,0,4,3,26,222,173,212,297,61,78,1081,0,0,0,0,5,8,27,50,35,51,13,17,209,3,3,4,8,16
51104,22,0,7,24,15,88,300,291,153,185,72,23,1186,3,0,8,17,15,71,56,22,12,11,10,6,233,8,0,8,11,20,151,283,139,57,70,11,19,776,0,0,0,5,10,25,62,35,20,17,9,13,191,7,0,10,28,48,131,148,23,79,21,8,24,527,0,3,21,89,57,79,57,12,12,6,0,11,344,0,0,8,4,12,22,24,6,8,0,0,11,90,6,0,0,0,5,4,18,12,10,8,0,13,71,58,3,105,680,207,299,118,15,8,16,11,77,1594,0,0,4,21,7,7,4,0,3,0,3,627,680,110,7,172,889,395,873,1066,549,355,335,128,816,5686,6,0,9,4,16,47,180,179,136,168,114,143,1003,0,0,0,4,9,30,66,28,16,11,3,20,187,3,0,7,14,23,157,454,288,186,197,70,128,1522,0,0,0,0,4,25,73,64,37,27,9,43,286,8,8,10,24,49
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
